Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),H2*(37)
0.0,0.0024393115802153024,0.11111111111111112,0.0,0.007178893980573635,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.456800475274396e-25,0.0024393115802153024,0.11111111111111112,0.0,0.007178893980573631,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,8.598553277395743e-58,7.337190986401374e-47,-1.6065106185517963e-125,5.302505276428432e-161,5.699940439848501e-19,4.1215794863138636e-25,7.48894863502934e-27,2.234443480038611e-18,1.1946553938702596e-18,9.530736111838576e-21,9.355189121905172e-54,3.2228886724130524e-44,3.222888672412876e-44,6.154219730223666e-65,8.929325378565122e-76,7.548964023939668e-101,5.202736790988624e-90,-3.3058880631767563e-128,3.507964861942183e-198,7.124925456198769e-20
2.087904133076831e-24,0.0024393115802153024,0.11111111111111112,0.0,0.007178893980573624,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,2.4075949176708083e-57,2.0544134761923847e-46,1.5874008262453945e-124,8.673774218032964e-160,1.595983323157578e-18,1.1540422561678803e-24,2.0969056178082127e-26,6.256441744107963e-18,3.345035102836724e-18,2.6686061113143464e-20,1.4137562217051074e-52,1.9466247581376858e-43,1.946624758137419e-43,3.7171487171265614e-64,5.393312530108071e-75,1.1408274276604183e-99,7.862376020036681e-89,3.266429033639096e-127,1.0679712435146148e-196,1.994979127735654e-19
4.7723523041756135e-24,0.0024393115802153024,0.11111111111111112,0.0,0.007178893980573609,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,5.503074097533277e-57,4.69580223129688e-46,8.755630325551461e-123,2.599039183390427e-157,3.647961881503026e-18,2.637810871240862e-24,4.7929271264187593e-26,1.4300438272246075e-17,7.645794520769645e-18,6.099671111573505e-20,1.5208544328008325e-51,9.372160259380122e-43,9.372160259377255e-43,1.7896470977382135e-63,2.5966478253319405e-74,1.2273122750846063e-98,8.457985354176932e-88,1.801582082634472e-125,6.200662665291013e-194,4.559952291967203e-19
1.0141248646373179e-23,0.0024393115802153024,0.11111111111111112,0.0,0.007178893980573579,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.2222222222222222,1.1694032457258214e-56,9.978579741505871e-46,3.446257156118078e-121,4.938630281843993e-155,7.751918998193889e-18,5.605348101386801e-24,1.0184970143639805e-25,3.038843132851992e-17,1.6247313356635445e-17,1.2961801112084544e-19,1.3979272441305815e-50,4.093068613967613e-42,4.0930686139649793e-42,7.815859061044575e-63,1.1340243427909912e-73,1.1282259647720434e-97,7.774345724116716e-87,7.090404146774916e-124,2.358611311218399e-191,9.68989862043028e-19
2.087904133076831e-23,0.0024393115802153024,0.11111111111111112,0.0,0.00717889398057352,0.22222222222222224,0.2222222222222222,0.22222222222222224,0.22222222222222218,2.4075949176708086e-56,2.054413476192385e-45,1.2178838061689767e-119,7.60395787063571e-153,1.5959833231575476e-17,1.1540422561678582e-23,2.096905617808173e-25,6.25644174410581e-17,3.345035102836691e-17,2.6686061113077514e-19,1.195956188801872e-49,1.708775574116121e-41,1.7087755741138678e-41,3.262967307334065e-62,4.734329008605e-73,9.654171395788334e-97,6.651116445213964e-86,2.5051997357816584e-122,7.267550712686848e-189,1.994979127735635e-18
4.235462669955857e-23,0.0024393115802153024,0.11111111111111112,0.0,0.007178893980573403,0.22222222222222224,0.22222222222222218,0.22222222222222224,0.22222222222222213,4.883978261560783e-56,4.16752448027598e-45,4.093216262924776e-118,1.0645756337534925e-150,3.237566169833812e-17,2.341057148226176e-23,4.2537228246964865e-25,1.269163896660964e-16,6.785642637182922e-17,5.413458111494703e-19,9.88839704428568e-49,6.980905780016556e-41,6.980905779997921e-41,1.333028621047078e-61,1.9341299206769396e-72,7.985498410975467e-96,5.499271696945318e-85,8.416423958230342e-121,2.035618663561591e-186,4.0469576591208135e-18
8.530579743713909e-23,0.0024393115802153024,0.11111111111111112,0.0,0.007178893980573168,0.2222222222222222,0.22222222222222213,0.22222222222222224,0.222222222222222,9.836744949340728e-56,8.393746488443164e-45,1.3428856332516254e-116,1.4248043824697227e-148,6.520731863186123e-17,4.7150869323426554e-23,8.567357238472831e-25,2.556203341160208e-16,1.3666857705875149e-16,1.0903162111822026e-18,8.041080254072547e-48,2.821793731372792e-40,2.821793731357637e-40,5.388314949267551e-61,7.818129232572158e-72,6.498948960991303e-95,4.471916414448392e-84,2.75902068530912e-119,5.449756340356683e-184,8.150914721891033e-18
1.7120813891230014e-22,0.0024393115802153024,0.11111111111111112,0.0,0.007178893980572698,0.22222222222222218,0.222222222222222,0.22222222222222224,0.22222222222222174,1.9742278324900608e-55,1.684619050477752e-44,4.356107751865426e-115,1.8663843194293137e-146,1.3087063249889893e-16,9.463146500574994e-23,1.719462606602438e-24,5.130282230152607e-16,2.7429287843258647e-16,2.188257011229038e-18,6.485422533046231e-47,1.1346308486930181e-39,1.1346308486807952e-39,2.1666179521838988e-60,3.143851682102683e-71,5.25014668203276e-94,3.606762594686868e-83,8.935550568672821e-118,1.427869203597698e-181,1.6358828847430923e-17
3.4301282186262225e-22,0.0024393115802153024,0.11111111111111112,0.0,0.007178893980571758,0.2222222222222221,0.2222222222222217,0.22222222222222224,0.2222222222222212,3.955334507602034e-55,3.375107853744617e-44,1.4068110463803787e-113,2.421379375429838e-144,2.6219726023293973e-16,1.8959265637037182e-22,3.444916372112296e-24,1.027844000811305e-15,5.495414811802182e-16,4.3841386112481895e-18,5.209444070948722e-46,4.5503771793712686e-39,4.55037717927309e-39,8.68911040124625e-60,1.261521130269788e-70,4.230886360255836e-93,2.897147860435966e-82,2.8765637137177716e-116,3.7050695725041316e-179,3.277465709850848e-17
6.866221877632664e-22,0.0024393115802153024,0.11111111111111112,0.0,0.007178893980569878,0.22222222222222193,0.22222222222222116,0.22222222222222224,0.22222222222222018,7.917547857825962e-55,6.756085460278321e-44,4.544256612655227e-112,3.1325969232585753e-142,5.248505157008837e-16,3.7951503909951604e-22,6.8958239031302e-24,2.057475556393652e-15,1.100038686675329e-15,8.775901810988416e-18,4.176014222694713e-45,1.822524335932071e-38,1.8225243358533685e-38,3.480181778216193e-59,5.0749977399908e-70,3.413688091029953e-92,2.3224226054632544e-81,9.232601476257173e-115,9.586781129431187e-177,6.560631360065476e-17
1.3738409195645548e-21,0.0024393115802153024,0.11111111111111112,0.0,0.007178893980566118,0.2222222222222216,0.22222222222222004,0.22222222222222224,0.22222222222221813,1.5841974558273766e-54,1.3518040673345628e-43,1.4760438525328083e-110,4.0647069140135405e-140,1.0501570266362206e-15,7.593598045574068e-22,1.3797638965158758e-23,4.116738667519379e-15,2.2010330976649398e-15,1.7559428209276556e-17,3.3441982747153906e-44,7.294846979619804e-38,7.294846978989548e-38,1.3929883242925877e-58,2.1028861249023786e-69,2.771330942074933e-91,1.8598216525464756e-80,2.958857861729111e-113,2.4878408477568743e-174,1.312696266049119e-16
2.7482783831671313e-21,0.0024393115802153024,0.11111111111111112,0.0,0.007178893980558598,0.22222222222222093,0.22222222222221785,0.2222222222222222,0.22222222222221402,3.169082795916913e-54,2.7041951099479854e-43,4.911445376511964e-109,5.364646548465391e-138,2.10077004850469e-15,1.5190493354715965e-21,2.760126908918687e-23,8.235264889614964e-15,4.403021919641718e-15,3.512648100108361e-17,2.6767140404858463e-43,2.9188889899872003e-37,2.9188889894827398e-37,5.5739062405439375e-58,1.070592048281809e-68,2.3066025435130483e-90,1.4886111181966938e-79,9.475454318087066e-112,6.566534378268329e-172,2.625962526132846e-16
5.497153310372285e-21,0.0024393115802153024,0.11111111111111112,0.0,0.007178893980543558,0.22222222222221963,0.22222222222221344,0.22222222222222218,0.22222222222220578,6.338853476095892e-54,5.408977195174699e-43,1.98941815881848e-107,8.122407718868404e-136,4.201996092232813e-15,3.0384283972936098e-21,5.52085293371271e-23,1.6472317333182662e-14,8.806999563585499e-15,7.026058656562078e-17,2.1419135330920233e-42,1.1677456628856623e-36,1.1677456624819916e-36,2.2301470894631016e-57,1.1618823493319295e-67,2.3484325951098593e-89,1.1911904877494319e-78,3.0333402623806393e-110,1.9874611362196353e-169,5.252495046294634e-16
1.0994903164782591e-20,0.0024393115802153024,0.11111111111111112,0.0,0.007178893980513478,0.222222222222217,0.22222222222220464,0.2222222222222221,0.2222222222221893,1.2678394836453475e-53,1.0818541365628e-42,2.4350604693883418e-105,3.111209660937275e-133,8.40444817965379e-15,6.077186520912169e-21,1.104230498325436e-22,3.294642221782415e-14,1.761495485143396e-14,1.4052879761838737e-16,1.7137477732301165e-41,4.671362813921769e-36,4.671362810691995e-36,8.924861099924112e-57,2.8126366985609757e-66,7.307551240035354e-88,9.53073043939496e-78,9.711143924878545e-109,1.5195124699413594e-166,1.0505560086595555e-15
2.1990402873603203e-20,0.0024393115802153024,0.11111111111111112,0.0,0.007178893980453318,0.22222222222221175,0.22222222222218702,0.22222222222222196,0.22222222222215635,2.5357477557167237e-53,2.1637669706540318e-42,9.77161368453232e-103,4.515103200321015e-130,1.680935235435468e-14,1.2154702768047424e-20,2.208520908215207e-22,6.589463197713156e-14,3.5230865426974493e-14,2.8106521941868946e-16,1.3710850025674008e-40,1.868621161971992e-35,1.868621159388009e-35,3.575764806344928e-56,8.638852818598935e-65,7.372855909941949e-86,7.625067023769274e-77,3.1210617225786325e-107,4.406097005173607e-163,2.101169016710676e-15
4.398140229124443e-20,0.0024393115802153024,0.11111111111111112,0.0,0.0071788939803329975,0.22222222222220123,0.2222222222221518,0.22222222222222168,0.22222222222209045,5.071564299859237e-53,4.32759263884878e-42,4.903253446872718e-100,8.977917489022592e-127,3.361916070319218e-14,2.4309735261910474e-20,4.417101727920513e-22,1.31791051455844e-13,7.046268657742998e-14,5.621380617983696e-16,1.0969027166803824e-39,7.474636733163628e-35,7.474636712491111e-35,1.4394154629252973e-55,2.750065162066923e-63,9.253481413315938e-84,6.100246738954762e-76,1.0661988401918823e-105,1.7520698216612995e-159,4.202395032776665e-15
8.796340112652689e-20,0.0024393115802153024,0.11111111111111112,0.0,0.007178893980092357,0.22222222222218022,0.22222222222208132,0.22222222222222113,0.22222222222195867,1.014319738815357e-52,8.655243975447356e-42,2.506463941048076e-97,1.8345018646961435e-123,6.723877739861011e-14,4.861980024800674e-20,8.834263367034181e-22,2.635838902536596e-13,1.4092632887583863e-13,1.1242837416740334e-15,8.775360593647048e-39,2.9898851184007998e-34,2.9898851018625246e-34,5.90300975535934e-55,8.79461534124213e-62,1.1825929436476194e-81,4.880274716465817e-75,6.862251899683945e-104,7.160131637304464e-156,8.404847064763632e-15
1.7592739879709179e-19,0.0024393115802153024,0.11111111111111112,0.0,0.007178893979611075,0.2222222222221382,0.2222222222219404,0.22222222222222,0.22222222222169508,2.0286463565107836e-52,1.731054665203978e-41,1.2831428362334688e-94,3.7564038806933526e-120,1.3447801078041769e-13,9.723993021367989e-20,1.766858664407374e-21,5.271695672108534e-13,2.818536134626466e-13,2.248575081890575e-15,7.020344018749842e-38,1.195960138662057e-33,1.1959601254313325e-33,2.5936807731750497e-54,2.8140778266099214e-60,1.5135215482605648e-79,3.904250850440321e-74,1.9861119544707962e-101,2.93227637886794e-152,1.680975112815752e-14
3.518553941382216e-19,0.0024393115802153024,0.11111111111111112,0.0,0.0071788939786485125,0.22222222222205415,0.22222222222165855,0.22222222222221774,0.22222222222116791,4.0572995930986835e-52,3.462115205974927e-41,6.569626504450111e-92,7.693044522782011e-117,2.6895647750791956e-13,1.9448019011894878e-19,3.533723319340175e-21,1.0543409185714916e-12,5.637081825962255e-13,4.497157684184519e-15,5.616297431540439e-37,4.7838527872595316e-33,4.7838526814133176e-33,1.409420572210066e-53,9.005008844604705e-59,1.9372856389782765e-77,3.123413507154837e-73,9.680122470553879e-99,1.201049330063319e-148,3.3619559252625116e-14
7.037113848204813e-19,0.0024393115802153024,0.11111111111111112,0.0,0.007178893976723387,0.22222222222188606,0.22222222222109483,0.22222222222221324,0.22222222222011356,8.114606104688587e-52,6.924236374836485e-41,3.3636287186864994e-89,1.5755300366720288e-113,5.379134108184704e-13,3.889607098251764e-19,7.06745262730532e-21,2.10868361107777e-12,1.127417320703235e-12,8.994322576215873e-15,4.4930468301422144e-36,1.9135436014133822e-32,1.9135435167362499e-32,1.1588843941441735e-52,2.8816075299739304e-57,2.4797087530314295e-75,2.498737602875949e-72,4.940563281104532e-96,4.919480933155221e-145,6.723917549227964e-14
1.4074233661850004e-18,0.0024393115802153024,0.11111111111111112,0.0,0.007178893972873135,0.22222222222154986,0.2222222222199674,0.22222222222220425,0.2222222222180049,1.622922035755544e-51,1.3848480109995648e-40,1.7221505655540792e-86,3.226639824168307e-110,1.0758272768617603e-12,7.779217488203887e-19,1.413491123563373e-20,4.217368955230334e-12,2.2548355962766613e-12,1.798865111005261e-14,3.5944410153237866e-35,7.654179698552148e-32,7.654179021134496e-32,1.4157438395181418e-51,9.221156058189993e-56,3.1739754128980596e-73,1.99900213029837e-71,2.529036013534315e-93,2.0149908621320607e-141,1.3447840793446584e-13
2.814847328914039e-18,0.0024393115802153024,0.11111111111111112,0.0,0.007178893965172632,0.22222222222087748,0.22222222221771257,0.22222222222218627,0.2222222222137875,3.245848821503648e-51,2.7696989940583765e-40,8.817103262591794e-84,1.8398128350574234e-106,2.1516550066370934e-12,1.5558438251418233e-18,2.8269828421882513e-20,8.434739480095505e-12,4.509672144861142e-12,3.597730317682359e-14,2.8755542283319553e-34,3.06167319390219e-31,3.061672651967919e-31,2.0898153838051682e-50,2.950772021888502e-54,4.062545780072592e-71,1.5992647482979462e-70,1.2948136221021646e-90,2.297514592724146e-137,2.689568726703471e-13
5.6296952543721165e-18,0.0024393115802153024,0.11111111111111112,0.0,0.007178893949771628,0.2222222222195327,0.2222222222132029,0.2222222222221503,0.22222222220535276,6.491828319326432e-51,5.539436737134573e-40,4.514034212496388e-81,3.7688466838679577e-103,4.30331045694277e-12,3.111687971108582e-18,5.653966267274387e-20,1.686947987606605e-11,9.019345231780614e-12,7.195458730676665e-14,2.300443942035908e-33,1.2246697451781108e-30,1.2246693116307787e-30,3.273597611949046e-49,9.442473827463256e-53,5.199686022498325e-69,1.279815680636673e-69,6.629052522077504e-88,9.414364513781285e-134,5.379138015481448e-13
1.125939110528827e-17,0.0024393115802153024,0.11111111111111112,0.0,0.0071788939189696204,0.22222222221684312,0.22222222220418356,0.22222222222207832,0.22222222218848328,1.2987816960807655e-50,1.1079484656945124e-39,2.3108531818279945e-78,7.717489021820662e-100,8.606621320574162e-12,6.223376236336462e-18,1.1307933068788908e-19,3.3738958052968385e-11,1.8038691364621605e-11,1.4390907555234583e-13,1.840355366082071e-32,4.898681553712429e-30,4.898678085336423e-30,5.2098496342371374e-48,3.021592133766972e-51,6.654639816244625e-67,1.0265546558992143e-68,3.3936744563168727e-85,3.85557017737594e-130,1.0758276569278815e-12
1.6889086956204423e-17,0.0024393115802153024,0.11111111111111112,0.0,0.007178893888167616,0.22222222221415355,0.22222222219516422,0.22222222222200635,0.2222222221716138,1.9496297505703315e-50,1.662084099780871e-39,2.0114178147300513e-77,4.92723999759203e-99,1.2909932147225593e-11,9.335064474857111e-18,1.6961899821641326e-19,5.0608433614832364e-11,2.7058037456464653e-11,2.1586348378370694e-13,5.463555159606347e-32,1.0409702235496493e-29,1.0409691938540694e-29,1.984706896757172e-47,1.4455840197136623e-50,4.4740522713836655e-66,3.056256998494414e-68,2.9539468472103143e-84,2.8465492983162665e-129,1.6137415099317595e-12
2.2518782807120576e-17,0.0024393115802153024,0.11111111111111112,0.0,0.007178893857365615,0.22222222221146398,0.22222222218614487,0.22222222222193438,0.22222222215474433,2.6037015221960567e-50,2.216473240598241e-39,1.2016183321973665e-76,5.726070103949316e-98,1.721324293689706e-11,1.2446752686668931e-17,2.26158665258273e-19,6.747790656165838e-11,3.6077383507309755e-11,2.8781781200093845e-13,1.1904799307204572e-31,1.7757733706817135e-29,1.7757711269904496e-29,5.338135052523408e-47,4.78438452512475e-50,2.058480077131476e-65,6.691486879786946e-68,1.764690457444023e-83,3.144636244068063e-128,2.1516553605597787e-12
3.377817450895288e-17,0.0024393115802153024,0.11111111111111112,0.0,0.00717889379576162,0.22222222220608484,0.2222222221681062,0.22222222222179047,0.22222222212100537,3.9360054002955947e-50,3.326531406807495e-39,2.8319562723210727e-75,5.1044481476218506e-96,2.5819864429450254e-11,1.8670129047602326e-17,3.3923799819965006e-19,1.0121684631797766e-10,5.411607551278032e-11,4.317262806474129e-13,3.455596022736796e-31,3.6765156024782464e-29,3.676509089534436e-29,2.1585185802623302e-46,2.7915355764007894e-49,2.5077001167277468e-64,1.984253067339257e-67,4.1590075297963106e-82,2.9245411295315745e-126,3.2274830562398245e-12
4.503756621078519e-17,0.0024393115802153024,0.11111111111111112,0.0,0.007178893734157635,0.2222222222007057,0.2222222221500675,0.22222222222164656,0.22222222208726647,5.329735084153748e-50,4.43935732079085e-39,1.771143019875299e-74,4.603303623993834e-95,3.4426485786014894e-11,2.4893505310301984e-17,4.523173293509558e-19,1.3495577645787302e-10,7.215476736748685e-11,5.756344550541318e-13,7.556998774167088e-31,6.252794126563927e-29,6.252779883191171e-29,5.846303176889825e-46,9.287776387550545e-49,1.1595174458191854e-63,4.4553006257611906e-67,2.6011181089667134e-81,2.88911354770127e-125,4.3033107431829935e-12
5.62969579126175e-17,0.0024393115802153024,0.11111111111111112,0.0,0.00717889367255366,0.22222222219532656,0.22222222213202883,0.22222222222150265,0.22222222205352754,6.859428309976188e-50,5.557011393783863e-39,8.543353376936844e-74,3.361218865463265e-94,4.3033106996877473e-11,3.1116881467740255e-17,5.653966585840298e-19,1.6869469629445971e-10,9.019345906066052e-11,7.195423142045622e-13,1.4177958124526116e-30,9.552862849550159e-29,9.552836126685024e-29,1.3133110473681193e-45,2.5043236910187974e-48,4.24947643157887e-63,8.702724156289095e-67,1.2546925688534731e-80,2.199627209925829e-124,5.379138420765226e-12
7.881574131628211e-17,0.0024393115802153024,0.11111111111111112,0.0,0.007178893549345745,0.22222222218456827,0.22222222209595147,0.22222222222121482,0.22222222198604974,1.125631522183403e-49,7.823470548429082e-39,4.3679479638735003e-72,4.33010419550687e-92,6.024634897234413e-11,4.3563633460148226e-17,7.915553111730142e-19,2.361725044105313e-10,1.2627084195226287e-10,1.0073570669380063e-12,3.87934758274434e-30,1.8369843889176263e-28,1.8369770769519052e-28,5.09301320658405e-45,1.4763894750445702e-47,6.577065916512371e-62,3.0120612981934854e-66,6.415249246289265e-79,5.796545103747215e-122,7.530793747258885e-12
1.0133452471994672e-16,0.0024393115802153024,0.11111111111111112,0.0,0.007178893426137872,0.22222222217381,0.2222222220598741,0.222222222220927,0.222222221918572,1.899726436739505e-49,1.015270027441559e-38,3.1175669353988124e-71,4.0250315097101415e-91,7.745959035603711e-11,5.60103850248726e-17,1.0177139559666445e-18,3.036502706794459e-10,1.6234822418779497e-10,1.2951705392575144e-12,8.178136510439029e-30,3.0126539927613506e-28,3.0126385781654817e-28,1.3552747849010797e-44,4.979678168182056e-47,3.3485902412136265e-61,8.34723296125113e-66,4.578912100611509e-78,6.1331239735436095e-121,9.682449035732833e-12
1.4637209152727595e-16,0.0024393115802153024,0.11111111111111112,0.0,0.0071788931797222635,0.22222222215229345,0.22222222198771938,0.22222222222035135,0.22222222178361656,6.690107129756241e-49,1.5217258216806348e-38,1.3869581710372764e-69,4.3791500533313996e-89,1.1188607134835042e-10,8.090388687092368e-17,1.4700312221567607e-18,4.386056776935774e-10,2.3450298669092626e-10,1.8707936432237797e-12,2.494585214657463e-29,6.24579009981904e-28,6.24574308043552e-28,6.075727686032448e-44,3.4065819685334627e-46,5.599083074618093e-60,6.216486969876114e-65,2.037326083566968e-76,1.1747045559106887e-118,1.3985759498637696e-11
2.364472251419344e-16,0.0024393115802153024,0.11111111111111112,0.0,0.0071788926868915776,0.22222222210926035,0.2222222218434099,0.22222222221920007,0.22222222151370624,6.57641057589874e-48,2.9179757665599944e-38,1.6981250312675904e-67,1.3717526173273375e-86,1.8073902623273394e-10,1.3069088542608988e-16,2.3746656608568533e-18,7.085159896318205e-10,3.788125038255259e-10,3.022024488773336e-12,1.0824217299573557e-28,1.623926302187115e-27,1.623905900202577e-27,4.4117322774260274e-43,4.2929077737114466e-45,2.165320778376043e-58,1.4973984874553463e-63,2.4950864372959423e-74,7.322603870988758e-116,2.25923799682793e-11
