Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59)
1.5142574295377721e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0005029404773185544,0.45152924076390144,8.467059545748669e-41,0.4563879198755121,1.1612622401308919e-17,7.899994261927603e-28,1.0185400647425353e-16,9.655511983259056e-27,8.844521334132864e-46,2.6775184354602415e-05,5.498784139287321e-16,1.6350926705994896e-24,6.881628926172038e-19,5.621791218131673e-16,4.01721152188835e-11,7.824468802120665e-23,7.080044893736084e-22,1.5455304090934813e-19,7.375905851837702e-26,1.5518905500668785e-30,8.03656445210284e-32,3.027261676903074e-28,0.0005126924253416466,2.033853358358847e-14,6.918708599372031e-25,2.1866480900337026e-28
1.5228761482220764e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0005010668587232487,0.45152929064221814,8.543291069937363e-41,0.456386933187835,1.1645954128299854e-17,7.992009937735581e-28,1.0208579489957651e-16,9.784163084254753e-27,9.35219990419877e-46,2.6675427720994634e-05,5.545221806153869e-16,1.6294650776413495e-24,6.827460316093134e-19,5.668508027474529e-16,4.02974972433961e-11,7.885346876064232e-23,2.343812356789696e-21,1.54021721026899e-19,7.449889652495808e-26,2.1591747329692594e-30,8.024877303539019e-32,3.0675970583571197e-28,0.0005136791128933754,2.0409270259800447e-14,6.950226312624706e-25,2.1885370814458373e-28
1.5314948669063807e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0004992071741228397,0.45152934014961293,8.619695240770658e-41,0.4563859538380776,1.1679023573955347e-17,8.084393599743938e-28,1.023157690347723e-16,9.913956072898013e-27,1.0154961283054517e-45,2.6576412931391887e-05,5.59174836892052e-16,1.623889246121308e-24,6.773921988261264e-19,5.715311740237807e-16,4.042225883672857e-11,7.945625177587496e-23,-3.992504166184038e-21,1.5349404828576298e-19,7.52367998525743e-26,1.1177695815942385e-30,8.013139940069375e-32,3.108290449436158e-28,0.0005146584625259493,2.0479743917580214e-14,6.981616702686938e-25,2.1903722406097265e-28
1.540113585590685e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0004973612687229932,0.45152938929020625,8.696270431804619e-41,0.4563849817447222,1.1711833786956252e-17,8.177117799016346e-28,1.0254400108048372e-16,1.0044514249514304e-26,1.1038979246383722e-45,2.6478131744511665e-05,5.638363167384403e-16,1.6183505646954404e-24,6.721004750976415e-19,5.762201717493424e-16,4.054640444161877e-11,8.005510294064324e-23,-5.9153208102764905e-21,1.529699845165187e-19,7.597306888601767e-26,9.113815473164844e-32,8.001358807951903e-32,3.149223744431014e-28,0.000515630555757183,2.0549956509300992e-14,7.0128804095926615e-25,2.1921543881042294e-28
1.5487323042749893e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0004955289900142851,0.4515294380680581,8.773015803712979e-41,0.4563840168274544,1.1744387771530239e-17,8.27020368453563e-28,1.0277066498518314e-16,1.017502590604976e-26,1.1755115331614137e-45,2.6380576040739602e-05,5.685065548678211e-16,1.6128299825959348e-24,6.66869955417908e-19,5.809177327334246e-16,4.0669938469261445e-11,8.065597767769819e-23,9.740913571968796e-21,1.5244949575536154e-19,7.670986771459243e-26,3.161139848179399e-30,7.989553102183639e-32,3.190142450540443e-28,0.0005165954729016125,2.0619909965661786e-14,7.044018072450806e-25,2.193884699702701e-28
1.5573510229592936e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0004937101877295503,0.45152948648716845,8.849929925170282e-41,0.45638305900714005,1.1776688488115977e-17,8.363633957091022e-28,1.0299586219423308e-16,1.0306768844853814e-26,1.2551759559277771e-45,2.6283737819837093e-05,5.731854867157137e-16,1.6073631579314942e-24,6.616997487884316e-19,5.856237944770099e-16,4.07928652722917e-11,8.126209751800736e-23,6.6107663775820916e-21,1.51932545118659e-19,7.745484352790219e-26,4.0198650960234606e-30,7.977709529776082e-32,3.23144719394358e-28,0.0005175532930929292,2.0689606196073795e-14,7.075030329319562e-25,2.1955637941990813e-28
1.565969741643598e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0004919047138036241,0.45152953455147904,8.927012282329034e-41,0.4563821082058055,1.180873885407414e-17,8.457448124552104e-28,1.0322001838133294e-16,1.0440951439157993e-26,1.2818011591897341e-45,2.6187609198766023e-05,5.778730484445968e-16,1.6019651079716265e-24,6.565889781636941e-19,5.90338295163002e-16,4.0915189208909874e-11,8.188904464874163e-23,-2.4310236803308096e-20,1.5141909084710946e-19,7.82263094588874e-26,-2.914290689727299e-30,7.965844586025282e-32,3.2735168328762023e-28,0.0005185040943052331,2.0759047088951643e-14,7.105917817125968e-25,2.197192249284655e-28
1.5745884603279023e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0004901124223323867,0.4515295822648735,9.00426105543843e-41,0.45638116434661447,1.1840541744407328e-17,8.551602024834352e-28,1.0344208779501156e-16,1.0573967204669031e-26,1.3111579287919568e-45,2.6092182409615245e-05,5.82569176853412e-16,1.5965516841692656e-24,6.515367802802849e-19,5.950611736460265e-16,4.103691435505246e-11,8.249625891438678e-23,2.320266335552483e-21,1.5090910241032982e-19,7.897500575399959e-26,-4.59356661405592e-31,7.953935486701284e-32,3.3152206353274113e-28,0.0005194479533745245,2.0828234511949896e-14,7.136681171540115e-25,2.1987707385085545e-28
1.5832071790122066e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0004883331695343044,0.45152962963117954,9.081675641264657e-41,0.45638022735384887,1.1872099992319498e-17,8.646134030379628e-28,1.0366182924231836e-16,1.0705305027321871e-26,1.4535489439237705e-45,2.5997449797493805e-05,5.872738094585392e-16,1.5911355628069401e-24,6.465423052651164e-19,5.997923694428563e-16,4.1158044870905404e-11,8.307392185673535e-23,5.721536579218905e-20,1.5040255399415937e-19,7.969051889116018e-26,1.4085325251426504e-29,7.941993772267857e-32,3.3563983529736053e-28,0.0005203849460190245,2.0897170312273823e-14,7.167321026916417e-25,2.200300462894288e-28
1.5918258976965109e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0004865668137112555,0.45152967665416904,9.159254029777734e-41,0.45637929715288744,1.1903416389848751e-17,8.740982690564288e-28,1.0388132216991902e-16,1.084324898631714e-26,1.5849479872805133e-45,2.590340381827805e-05,5.919868845653545e-16,1.5858861326454115e-24,6.416047166190527e-19,6.045318227229359e-16,4.127858524571984e-11,8.370077939296782e-23,-3.5638829367957455e-20,1.498993941560644e-19,8.04730197199306e-26,2.1568500966464834e-31,7.930011242595903e-32,3.3996472724803112e-28,0.0005213151468598431,2.096585631718164e-14,7.197838016197211e-25,2.2017816000205077e-28
1.6004446163808152e-09,0.0005284065757894736,0.0915567593028733,0.0,0.00048481321521119913,0.4515297233375597,9.236995116724005e-41,0.4563783736701868,1.193449368877178e-17,8.836145147514616e-28,1.0409931740424894e-16,1.0979780340803757e-26,1.6151725709488704e-45,2.5810037036857673e-05,5.967083410122288e-16,1.5806081436679505e-24,6.367231913614933e-19,6.092794742990476e-16,4.1398539389094397e-11,8.43284638053263e-23,-1.9730080801326387e-20,1.4939959014525157e-19,8.124972421512299e-26,-3.198454153876517e-30,7.918002349458334e-32,3.4424532980573573e-28,0.0005222386294405551,2.1034294334027862e-14,7.228232770797229e-25,2.203214933916242e-28
1.6023838280847838e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0004844203995593336,0.45152973379489714,9.25450938638908e-41,0.45637816680500987,1.1941453408228348e-17,8.857614275106483e-28,1.0414796796498075e-16,1.1009398765152777e-26,1.623648489515422e-45,2.5789122361895047e-05,5.977718175643338e-16,1.5793938260543241e-24,6.356324913848064e-19,6.103488197341323e-16,4.1425448667038286e-11,8.446242332783444e-23,1.4179183594284614e-21,1.4928759749015777e-19,8.141381468064598e-26,1.955609535462723e-30,7.915303007469512e-32,3.4517394186517855e-28,0.0005224454945905053,2.104965889506053e-14,7.235054809524079e-25,2.203531148116179e-28
1.6062622514927207e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0004836366786350125,0.4515297546587179,9.2895626199839e-41,0.4563777540807,1.195533706870785e-17,8.900613830335063e-28,1.0424519826588599e-16,1.1070883715154149e-26,1.65189952685175e-45,2.5747394720270286e-05,5.999000316640482e-16,1.577025603693893e-24,6.334594463781676e-19,6.124887441715928e-16,4.147917901656632e-11,8.473634799300788e-23,1.006598052445085e-21,1.4906411353971966e-19,8.175566696628205e-26,1.9990452894671027e-30,7.909901675530037e-32,3.471016500883311e-28,0.0005228582188465962,2.1080350706540033e-14,7.24868044690864e-25,2.204156104331285e-28
1.6101406749006577e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0004828554945820926,0.45152977545500733,9.324648543492705e-41,0.45637734269235725,1.1969173227573666e-17,8.943685037876794e-28,1.0434211801212457e-16,1.1132603233485446e-26,1.6846523995475605e-45,2.5705802141253734e-05,6.020299225453983e-16,1.574682363759981e-24,6.312974807524663e-19,6.14630308966859e-16,4.1532792028424123e-11,8.500996745519478e-23,-5.761591104980027e-23,1.4884129681256411e-19,8.209793768272827e-26,1.684121088608851e-30,7.904489572369063e-32,3.4903671260130677e-28,0.0005232696071357407,2.1110992904849812e-14,7.262281545238093e-25,2.2047716334814395e-28
1.61532173871035e-09,0.0005284065757894736,0.0915567593028733,0.0,0.00048181587211381716,0.45152980313132074,9.371569442401458e-41,0.456376795204774,1.1987582824438283e-17,9.001326484365259e-28,1.0447104915394642e-16,1.1214085565235162e-26,1.7276201580519107e-45,2.565044951440418e-05,6.048777834764765e-16,1.5715284963260645e-24,6.284265398433455e-19,6.174937081821388e-16,4.160422951754141e-11,8.537275632776533e-23,2.1013464454224293e-20,1.4854468397985967e-19,8.254875286969149e-26,7.115893686544715e-30,7.897243820824519e-32,3.5159138880860987e-28,0.0005238170946475606,2.1151849725030432e-14,7.280412637779387e-25,2.205579544926754e-28
1.6205028025200423e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0004807807257990378,0.4515298306884792,9.418548088828875e-41,0.45637625007442234,1.200590865728339e-17,9.059082834409268e-28,1.0460033962001268e-16,1.1301993007892833e-26,1.7454672444201837e-45,2.5595335197209607e-05,6.077286141930429e-16,1.5684590960578708e-24,6.255750711474868e-19,6.203600128526771e-16,4.167545927691259e-11,8.57696642089536e-23,-8.11900074201334e-20,1.4824925370368812e-19,8.305343806740603e-26,-1.7276662661198052e-29,7.889991886356113e-32,3.5434750978427004e-28,0.0005243622249279393,2.119261867496305e-14,7.298500177424196e-25,2.2063700184239533e-28
1.6256838663297347e-09,0.0005284065757894736,0.0915567593028733,0.0,0.000479750026805891,0.45152985812725044,9.465584500518165e-41,0.456375707286119,1.202415129399963e-17,9.116970801728442e-28,1.0472885036058466e-16,1.1388744411348019e-26,1.740505458469096e-45,2.554045765475869e-05,6.105824018567092e-16,1.565427924649981e-24,6.227429058269989e-19,6.232292105982536e-16,4.174648198372746e-11,8.615705615749292e-23,-1.4563778282715146e-19,1.479549929961323e-19,8.354504636852884e-26,-3.4646877393796523e-29,7.882735421781275e-32,3.5706738562222273e-28,0.0005249050131602719,2.1233300132655838e-14,7.316544300049068e-25,2.2071442918070956e-28
1.630864930139427e-09,0.0005284065757894736,0.0915567593028733,0.0,0.00047872374654969534,0.4515298854483952,9.512678382584006e-41,0.45637516682481066,1.2042311297671882e-17,9.174985849275768e-28,1.0485433970304288e-16,1.1455725232956066e-26,1.786084661381612e-45,2.548581536504133e-05,6.134391337044457e-16,1.5621451793097601e-24,6.199298765953042e-19,6.261012891174222e-16,4.1817298132136314e-11,8.644916383901708e-23,1.869485909029864e-19,1.4766190544665813e-19,8.387775492090474e-26,4.5173472936414334e-29,7.875476906869509e-32,3.5916739921648637e-28,0.0005254454743977806,2.1273894473381605e-14,7.334545141293917e-25,2.207905455706103e-28
1.6355278875681502e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0004778038489111145,0.4515299099374786,9.555111729779953e-41,0.4563746823868763,1.2058585110881131e-17,9.227301687723041e-28,1.0496915442166481e-16,1.1535883532324747e-26,1.889452651117832e-45,2.543683719802954e-05,6.160126993941863e-16,1.5593416997674846e-24,6.174143744437738e-19,6.28688612742193e-16,4.188085747836696e-11,8.680080498107395e-23,7.933996959511874e-20,1.4739912646216527e-19,8.433008629139789e-26,2.1827723812980526e-29,7.868933306701215e-32,3.616805648066877e-28,0.000525929912268685,2.1310355203370852e-14,7.350709004734734e-25,2.2085734414119658e-28
1.6365770529896128e-09,0.0005284065757894736,0.0915567593028733,0.0,0.00047759735993611457,0.45152991543453197,9.564665599868467e-41,0.45637457364532813,1.2062237598235e-17,9.239086703842147e-28,1.0499528344943453e-16,1.1557091921623581e-26,1.9062734023705955e-45,2.5425843091168196e-05,6.165920780057777e-16,1.5587901423976792e-24,6.168504917988552e-19,6.292710798623256e-16,4.189513553334014e-11,8.689344740927176e-23,-1.8486417521447393e-21,1.4734012762788736e-19,8.44557166149675e-26,1.3544804143678737e-30,7.867457034004571e-32,3.623455021762048e-28,0.0005260386538024635,2.1318549212255238e-14,7.35434106777862e-25,2.208721556356538e-28
1.6386753838325382e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0004771849180437328,0.4515299264143691,9.58378034983868e-41,0.45637435644453067,1.206953255583335e-17,9.262672676694702e-28,1.0504654115035732e-16,1.1591120412244034e-26,1.9254353171481448e-45,2.5403883417085955e-05,6.17751194034378e-16,1.5575791835690375e-24,6.1572503663513835e-19,6.304363652402231e-16,4.192366635759848e-11,8.704295305856874e-23,-1.875044539362993e-21,1.472222721461936e-19,8.46437250547289e-26,1.2354905140814216e-30,7.864502045509283e-32,3.6341238100150975e-28,0.0005262558545714188,2.133492661228845e-14,7.3615999055527015e-25,2.2090170290150263e-28
1.6407737146754636e-09,0.0005284065757894736,0.0915567593028733,0.0,0.00047677318935069376,0.45152993737522085,9.60290442527309e-41,0.4563741396193181,1.2076814187649058e-17,9.286279275403457e-28,1.0509766268115347e-16,1.1624829677352234e-26,1.9400538392449926e-45,2.538196171358199e-05,6.18910787829543e-16,1.556295618417497e-24,6.146026525908449e-19,6.316021181329033e-16,4.195216370696905e-11,8.719051029680476e-23,4.0353567717616965e-21,1.4710460815275956e-19,8.482875354585364e-26,2.8907055122683988e-30,7.861546265850827e-32,3.644692512078101e-28,0.0005264726797554005,2.135128987569621e-14,7.368851699708722e-25,2.209309867376129e-28
1.642872045518389e-09,0.0005284065757894736,0.0915567593028733,0.0,0.000476362172009676,0.4515299483171364,9.622037802316357e-41,0.4563739231687179,1.208408252998927e-17,9.309905737831148e-28,1.0514875060619598e-16,1.1659206551587634e-26,1.957733891811479e-45,2.5360077882324214e-05,6.200708585705968e-16,1.5550581975618293e-24,6.134833288547728e-19,6.327683377397719e-16,4.198062765360073e-11,8.734002957638342e-23,-9.283236087894373e-22,1.469871321446131e-19,8.501797679392417e-26,1.5317526745226195e-30,7.858590836524112e-32,3.655470527751008e-28,0.0005266891303272539,2.1367639026913404e-14,7.376096459205709e-25,2.2096001247303747e-28
1.6449703763613144e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0004759518641797412,0.45152995924016487,9.641180463167135e-41,0.45637370709176023,1.2091337619108865e-17,9.333551800730737e-28,1.0519972084904545e-16,1.1693251894444288e-26,1.9776132055870534e-45,2.5338231825344898e-05,6.21231405429482e-16,1.5538350716066878e-24,6.123670547116283e-19,6.339350232622751e-16,4.2009058239450503e-11,8.748828866764289e-23,8.209500935446415e-22,1.4686984301155532e-19,8.520477286384312e-26,1.9998222892481382e-30,7.855634845633066e-32,3.6661445990066443e-28,0.0005269052072564688,2.138397409033744e-14,7.383334192993877e-25,2.2098877822666257e-28
1.6470687072042398e-09,0.0005284065757894736,0.0915567593028733,0.0,0.00047554226402627705,0.4515299701443551,9.66033239640348e-41,0.456373491387479,1.2098579491139599e-17,9.35721769806137e-28,1.0525063994994155e-16,1.1727464066734276e-26,1.9950459418704247e-45,2.531642344498273e-05,6.2239242758572295e-16,1.5525867735564168e-24,6.112538194777019e-19,6.35102173903873e-16,4.2037455530623544e-11,8.763782076574001e-23,2.538426704975461e-22,1.467527418065929e-19,8.539325286072778e-26,1.882375050339906e-30,7.852677563411903e-32,3.676870975665536e-28,0.0005271209115091924,2.1400295090289213e-14,7.390564910017132e-25,2.210172875664393e-28
1.6491670380471652e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0004751333697209659,0.4515299810297556,9.67949359124656e-41,0.4563732760549116,1.2105808182051509e-17,9.380903722547675e-28,1.0530148240029635e-16,1.1761711517851265e-26,2.0092846882103883e-45,2.5294652643864342e-05,6.235539242189858e-16,1.5513442469621359e-24,6.1014361249272255e-19,6.362697888700602e-16,4.206581957830706e-11,8.778764384800052e-23,1.2082061497657667e-22,1.4663582799530823e-19,8.558205882896349e-26,1.81862031274285e-30,7.849719401447506e-32,3.687608412994577e-28,0.0005273362440482441,2.141660205099461e-14,7.397788619210495e-25,2.2104554086210425e-28
1.6512653688900906e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0004747251794417828,0.4515299918964151,9.698664031985128e-41,0.4563730610930984,1.2113023727699078e-17,9.404609846208465e-28,1.053522218268982e-16,1.1795943856011783e-26,2.0253089428063427e-45,2.527291932494675e-05,6.247158945117824e-16,1.5501171782676908e-24,6.090364231568384e-19,6.374378673683728e-16,4.2094150433412376e-11,8.793674404613973e-23,9.273913545862475e-22,1.4651910041736086e-19,8.577011407528719e-26,2.0511457708773463e-30,7.846760778832702e-32,3.6983411117837787e-28,0.0005275512058331273,2.143289499661e-14,7.4050053295027245e-25,2.210735368958417e-28
1.653363699733016e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0004743176913729925,0.45153000274438176,9.717843699854185e-41,0.4563728465010832,1.2120226163826233e-17,9.42833580384642e-28,1.0540287145877612e-16,1.1830286352210748e-26,2.044353010960268e-45,2.5251223391566082e-05,6.258783376491607e-16,1.5488851237579989e-24,6.079322409154317e-19,6.386064086083827e-16,4.2122448153045316e-11,8.808561869458594e-23,5.98183839289909e-22,1.464025587308576e-19,8.595832985344906e-26,1.9710674362335952e-30,7.843801345114141e-32,3.7091083479353093e-28,0.0005277657978200465,2.144917395125699e-14,7.412215049815533e-25,2.2110127688356433e-28
1.6558192478526773e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0004738417223068728,0.4515300154154206,9.740300184564573e-41,0.4563725958454947,1.2128638134537722e-17,9.456125779934153e-28,1.0546203119204839e-16,1.1870512388748652e-26,2.0684831192360376e-45,2.522588131376227e-05,6.272392730338414e-16,1.5474414776562762e-24,6.066438884693958e-19,6.399744674342586e-16,4.215552123865055e-11,8.82596003404049e-23,6.242144177459996e-22,1.4626641298362236e-19,8.61784415889002e-26,1.9776335037521683e-30,7.840336442081268e-32,3.721720221751281e-28,0.0005280164533754488,2.1468206481115626e-14,7.42064327984358e-25,2.211334161973837e-28
1.6582747959723387e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0004733667095221073,0.4515300280610034,9.762769257473576e-41,0.4563723456935031,1.2137032257903293e-17,9.483942624801957e-28,1.0552108387117649e-16,1.1910797746383506e-26,2.0916203666966274e-45,2.5200590148221838e-05,6.28600853544815e-16,1.5460047687227434e-24,6.053596229022705e-19,6.413431576262197e-16,4.218854911187829e-11,8.843385534716322e-23,6.827698073630831e-22,1.4613052087656637e-19,8.639893145138692e-26,1.999546324426823e-30,7.83686956342587e-32,3.7343506940717814e-28,0.0005282666053340751,2.1487219922335906e-14,7.429061963865231e-25,2.211652091838544e-28
1.660730344092e-09,0.0005284065757894736,0.0915567593028733,0.0,0.00047289265014119564,0.4515300406812066,9.785250897073757e-41,0.45637209604359286,1.2145408590541609e-17,9.511786458636087e-28,1.0558003042383034e-16,1.1951152604638757e-26,2.1130977072168283e-45,2.5175349741740257e-05,6.299630778862215e-16,1.5445716576612015e-24,6.040794275057162e-19,6.427124779280255e-16,4.222153186028196e-11,8.8608406371914e-23,6.266869137736551e-22,1.4599488145330596e-19,8.661985836920074e-26,1.9883973058236844e-30,7.833401151319957e-32,3.7470029564573254e-28,0.0005285162552112742,2.1506214313248437e-14,7.437471116140523e-25,2.211966573238907e-28
1.6631858922116614e-09,0.0005284065757894736,0.0915567593028733,0.0,0.00047241954129816744,0.45153005327610657,9.807745080700536e-41,0.45637184689425486,1.2153767188839768e-17,9.539657325770968e-28,1.056388629983512e-16,1.1991565003031571e-26,2.1343860416574983e-45,2.5150159941721568e-05,6.313259447658965e-16,1.5431388760649077e-24,6.028032856471145e-19,6.440824270871755e-16,4.2254469569753344e-11,8.878294122545917e-23,6.591154749880108e-22,1.45859494085889e-19,8.684090461460693e-26,2.0020633537075775e-30,7.829931587273675e-32,3.7596732589675926e-28,0.0005287654045163207,2.152518969206201e-14,7.44587075091544e-25,2.212277615704915e-28
1.6656414403313227e-09,0.0005284065757894736,0.0915567593028733,0.0,0.00047194738013853313,0.4515300658457793,9.830251783508252e-41,0.45637159824398577,1.2162108108951429e-17,9.567555128637482e-28,1.0569757969100686e-16,1.2032041597819038e-26,2.1564998918703962e-45,2.5125020596190742e-05,6.326894528954294e-16,1.5417091904180915e-24,6.015311807664017e-19,6.454530038549023e-16,4.2287362326880665e-11,8.89573747047929e-23,6.581586898219479e-22,1.4572435817939198e-19,8.706202116530533e-26,2.0075034334816932e-30,7.826460780814931e-32,3.772363688522229e-28,0.0005290140547524447,2.1544146096874846e-14,7.4542608824221305e-25,2.212585231610227e-28
1.6705525365706454e-09,0.0005284065757894736,0.0915567593028733,0.0,0.00047100588950852677,0.4515300909097455,9.875302647021746e-41,0.4563711024346718,1.2178737138090555e-17,9.62343114455665e-28,1.0581465335205213e-16,1.2113181298718039e-26,2.2063737533267385e-45,2.5074892663720466e-05,6.354183877700067e-16,1.5388572380367855e-24,5.989990160935507e-19,6.48196035239582e-16,4.235301332847749e-11,8.930542648940409e-23,6.666289754674012e-22,1.4545483781255102e-19,8.750399566462322e-26,2.0200925495636133e-30,7.819515173920467e-32,3.7978030231883244e-28,0.0005295098640008074,2.158200213631861e-14,7.471012692489093e-25,2.213190232814572e-28
1.6745717420279063e-09,0.0005284065757894736,0.0915567593028733,0.0,0.00047023817676637367,0.45153011134747484,9.912208991056846e-41,0.45637069814054465,1.2192294075961474e-17,9.669238779003297e-28,1.0591013000748422e-16,1.2179769284562307e-26,2.2482397786759268e-45,2.503401720510374e-05,6.376536258219469e-16,1.5365329674261083e-24,5.969385857019828e-19,6.50442769508942e-16,4.2406608580070006e-11,8.959021544114266e-23,6.949580045761196e-22,1.452350064080585e-19,8.786610034380646e-26,2.035337865487975e-30,7.813825752509068e-32,3.818680029180436e-28,0.0005299141580743511,2.161292709562104e-14,7.484694089009934e-25,2.2136752905915634e-28
1.6785909474851672e-09,0.0005284065757894736,0.0915567593028733,0.0,0.00046947296787359574,0.4515301317185519,9.949148566183877e-41,0.45637029516499455,1.2205804342294444e-17,9.71511726936286e-28,1.0600531791768032e-16,1.2246533236539274e-26,2.2884146038761037e-45,2.499327505098194e-05,6.398905659566744e-16,1.5342186992202987e-24,5.94888767646745e-19,6.526911698018514e-16,4.2460084475287095e-11,8.987540480281234e-23,5.400863475653068e-22,1.4501583995558291e-19,8.822899280206183e-26,2.0030759879727e-30,7.808131792838278e-32,3.839612204615008e-28,0.0005303171335710282,2.1643801691603185e-14,7.498350201937294e-25,2.2141513566706656e-28
1.6826101529424281e-09,0.0005284065757894736,0.0915567593028733,0.0,0.00046871025060760206,0.45153015202330193,9.986121275795783e-41,0.45636989350158474,1.2219268177416064e-17,9.761066798632912e-28,1.061002239572546e-16,1.2313454748633182e-26,2.3252666011129456e-45,2.4952665550633656e-05,6.421292026244355e-16,1.5319058212043857e-24,5.92849491301055e-19,6.5494123073847e-16,4.25134413897029e-11,9.016120217314839e-23,5.5442555028091745e-22,1.4479733548138794e-19,8.859278497888565e-26,2.01443331266037e-30,7.80243483491032e-32,3.860593778699803e-28,0.0005307187969275041,2.1674626088391654e-14,7.51198109330717e-25,2.2146184985999243e-28
1.686629358399689e-09,0.0005284065757894736,0.0915567593028733,0.0,0.00046795001282522153,0.4515301722620485,1.0023127021179733e-40,0.4563694931439204,1.2232685820048035e-17,9.807087417343102e-28,1.0619483673331681e-16,1.2380528396322553e-26,2.3616173006981137e-45,2.4912188057537395e-05,6.443695303028278e-16,1.5295974323874754e-24,5.908206865752935e-19,6.571929469649663e-16,4.2566679694204605e-11,9.044711912792348e-23,8.346954167091659e-22,1.4457948967821747e-19,8.895703079319509e-26,2.095513973170051e-30,7.796735632797364e-32,3.8816230506980913e-28,0.0005311191545386112,2.170540044929351e-14,7.525586825049825e-25,2.21507676902862e-28
1.69064856385695e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0004671922424620782,0.4515301924351125,1.00601657034512e-40,0.45636909408564824,1.2246057507321056e-17,9.853179139481337e-28,1.0628915738734363e-16,1.2447793663340169e-26,2.3985955730987178e-45,2.4871841929377902e-05,6.466115434965211e-16,1.527304811831524e-24,5.888022839017569e-19,6.594463131533539e-16,4.261979975992594e-11,9.073314588422527e-23,6.433445085789989e-22,1.4436229975486495e-19,8.932187288184558e-26,2.0550589286875896e-30,7.791034128906285e-32,3.90271239984592e-28,0.0005315182127576894,2.173612493682687e-14,7.539167458989483e-25,2.215526224526901e-28
1.694667769314211e-09,0.0005284065757894736,0.0915567593028733,0.0,0.00046643692753194776,0.45153021254281317,1.009723721622145e-40,0.4563686963204559,1.225938347480204e-17,9.899341518592874e-28,1.063831815352905e-16,1.2515230693403831e-26,2.4369440762102868e-45,2.4831626528002567e-05,6.48855236736738e-16,1.5250171548437867e-24,5.867942142492518e-19,6.617013240013235e-16,4.2672801955361206e-11,9.101906179015309e-23,3.5157223342899603e-22,1.4414576307861294e-19,8.968704235083175e-26,1.9865754602698656e-30,7.785329455790014e-32,3.923855600652659e-28,0.0005319159778969224,2.1766799712720026e-14,7.552723056843026e-25,2.215966924061424e-28
1.6986869747714718e-09,0.0005284065757894736,0.0915567593028733,0.0,0.0004656840561261324,0.45153023258546754,1.0134341456748344e-40,0.45636829984207233,1.2272663956494167e-17,9.945574297306513e-28,1.0647690791511484e-16,1.2582785964774673e-26,2.475909243160951e-45,2.479154121939807e-05,6.511006045808306e-16,1.5227251197196437e-24,5.84796409115155e-19,6.639579742320921e-16,4.272568664775625e-11,9.130476526235657e-23,9.45641997899573e-22,1.4392987626850373e-19,9.005224626738248e-26,2.1483439982222576e-30,7.779621501431983e-32,3.9450358725811263e-28,0.0005323124562276702,2.1797424937926368e-14,7.566253680219341e-25,2.2163989312050054e-28
1.7027061802287328e-09,0.0005284065757894736,0.0915567593028733,0.0,0.00046493361641282665,0.4515302525633903,1.017147832114309e-40,0.4563679046442664,1.22858991848341e-17,9.991877116785392e-28,1.0657034719638977e-16,1.2650535549956279e-26,2.5152872903726017e-45,2.47515853736405e-05,6.533476416132058e-16,1.5204504224056588e-24,5.828088005010485e-19,6.662162585942249e-16,4.277845420455435e-11,9.159061113741605e-23,9.835762140221749e-22,1.4371463624094814e-19,9.041808389393583e-26,2.1697900278481686e-30,7.773910518669485e-32,3.966277066453294e-28,0.000532707653980798,2.182800077261533e-14,7.579759390617996e-25,2.216822302887296e-28
