Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44),CH2OX2(50),CHO3X(91)
2.494918541629047e-10,0.0026772599839999995,0.1557,0.0,0.007667555242143643,0.6422892941804828,0.2019,0.0,0.0,3.223805527906604e-39,0.0,-1.1377226762031593e-43,-4.97574736397085e-73,0.00020183014250158032,0.0,0.0,0.0,5.237277381077047e-45,0.0,3.036865798873927e-43,0.0,0.0,1.2077267286543858e-43,1.5360733719200706e-48,0.0,-7.134438208395891e-45,0.0,9.790748266789116e-06,2.2017509317806564e-49,3.684464369156242e-48,0.0,-4.681214002952084e-48,1.1711085416310705e-45,0.0
2.509208496563155e-10,0.0026772599839999995,0.1557,0.0,0.0076674229058756194,0.6422891852472081,0.2019,0.0,0.0,3.2422676626792125e-39,0.0,-1.1374358038425994e-43,-5.0709936880409816e-73,0.00020187694848846673,0.0,0.0,0.0,5.2933385780347197e-45,0.0,3.0713319427525042e-43,0.0,0.0,1.2073956534914265e-43,1.5359887179280435e-48,0.0,-7.132644717981605e-45,0.0,9.87627854792728e-06,2.2142359247050176e-49,3.705419414462185e-48,0.0,-4.767218636735202e-48,1.1777888099981815e-45,0.0
2.523498451497263e-10,0.0026772599839999995,0.1557,0.0,0.00766729204528532,0.6422890770328343,0.2019,0.0,0.0,3.260729774481572e-39,0.0,-1.1371478977910612e-43,-5.166216296122653e-73,0.00020192224092178835,0.0,0.0,0.0,5.349716337577217e-45,0.0,3.1059932303043464e-43,0.0,0.0,1.2070636737968977e-43,1.5358924170710058e-48,0.0,-7.130844736410699e-45,0.0,9.961846704903686e-06,2.226718108257314e-49,3.726369702079181e-48,0.0,-4.853071484160254e-48,1.1844674400427834e-45,0.0
2.537788406431371e-10,0.0026772599839999995,0.1557,0.0,0.0076671626151757705,0.6422889695153918,0.2019,0.0,0.0,3.27919186333174e-39,0.0,-1.1368601162493807e-43,-5.261414422969934e-73,0.00020196606625563158,0.0,0.0,0.0,5.4064110475500816e-45,0.0,3.1408496748798267e-43,0.0,0.0,1.206732021682331e-43,1.5357861696911373e-48,0.0,-7.129045526208295e-45,0.0,1.0047451480611293e-05,2.239197937209678e-49,3.747316281227624e-48,0.0,-4.938772124901997e-48,1.1911448715843763e-45,0.0
2.552078361365479e-10,0.0026772599839999995,0.1557,0.0,0.007667034571717943,0.6422888626735751,0.2019,0.0,0.0,3.297653929246998e-39,0.0,-1.1365728616831995e-43,-5.35658812482139e-73,0.00020200846953808877,0.0,0.0,0.0,5.46342283038569e-45,0.0,3.1759012759306796e-43,0.0,0.0,1.2064011257803452e-43,1.5356708673861802e-48,0.0,-7.127249611074684e-45,0.0,1.0133091655980898e-05,2.2516799991483877e-49,3.7682665501451547e-48,0.0,-5.0243209565091887e-48,1.1978233818358251e-45,0.0
2.5663683162995867e-10,0.0026772599839999995,0.1557,0.0,0.007666907872410557,0.642288756486725,0.2019,0.0,0.0,3.3161159722477875e-39,0.0,-1.1362857255551758e-43,-5.451737822016631e-73,0.00020204949445259144,0.0,0.0,0.0,5.520751559427126e-45,0.0,3.2111480286034855e-43,0.0,0.0,1.2060705527162667e-43,1.5355463800217663e-48,0.0,-7.125454429297454e-45,0.0,1.0218766048863797e-05,2.2641629356939922e-49,3.7892181620368957e-48,0.0,-5.1097187297294245e-48,1.2045021925160216e-45,0.0
2.5806582712336946e-10,0.0026772599839999995,0.1557,0.0,0.0076667824760409614,0.6422886509348082,0.2019,0.0,0.0,3.334577992354128e-39,0.0,-1.135998338115119e-43,-5.546863662535723e-73,0.00020208918335810468,0.0,0.0,0.0,5.578397118140329e-45,0.0,3.2465899285893844e-43,0.0,0.0,1.2057399104564473e-43,1.53541254096292e-48,0.0,-7.123657662364021e-45,0.0,1.0304473512945225e-05,2.2766446216910373e-49,3.810167744764428e-48,0.0,-5.194965916345123e-48,1.2111802871803528e-45,0.0
2.5949482261678025e-10,0.0026772599839999995,0.1557,0.0,0.007666658342647115,0.6422885459983995,0.2019,0.0,0.0,3.353039989583512e-39,0.0,-1.1357107531500123e-43,-5.6419654877510805e-73,0.00020212757732820816,0.0,0.0,0.0,5.636359515859754e-45,0.0,3.2822269731445755e-43,0.0,0.0,1.2054092571938166e-43,1.535269669877223e-48,0.0,-7.121859647554035e-45,0.0,1.0390212936687807e-05,2.2891262277461613e-49,3.831117271758279e-48,0.0,-5.280062680980277e-48,1.2178583051502666e-45,0.0
2.6092381811019104e-10,0.0026772599839999995,0.1557,0.0,0.007666535433480616,0.6422884416586636,0.2019,0.0,0.0,3.371501963952837e-39,0.0,-1.1354231827637435e-43,-5.737043149854806e-73,0.0002021647161890912,0.0,0.0,0.0,5.694638819130993e-45,0.0,3.318059162117091e-43,0.0,0.0,1.2050788193590094e-43,1.5351182999384885e-48,0.0,-7.120061714881979e-45,0.0,1.0475983242304325e-05,2.301608551919225e-49,3.8520679930524686e-48,0.0,-5.3650091991532653e-48,1.2245366184467386e-45,0.0
2.6235281360360183e-10,0.0026772599839999995,0.1557,0.0,0.007666413710970765,0.6422883378973373,0.2019,0.0,0.0,3.3899639154793364e-39,0.0,-1.1351356927042457e-43,-5.832096665792922e-73,0.00020220063855648707,0.0,0.0,0.0,5.753235053829651e-45,0.0,3.354086495169692e-43,0.0,0.0,1.2047486677786354e-43,1.534958801007798e-48,0.0,-7.118264276640111e-45,0.0,1.0561783384759103e-05,2.3140907540300734e-49,3.873018530980806e-48,0.0,-5.449805808294502e-48,1.2312147958581652e-45,0.0
2.637818090970126e-10,0.0026772599839999995,0.1557,0.0,0.007666293138689642,0.6422882346967135,0.2019,0.0,0.0,3.408425844179734e-39,0.0,-1.1348482075990313e-43,-5.927126117810582e-73,0.0002022353818715731,0.0,0.0,0.0,5.81214819434817e-45,0.0,3.390308969153743e-43,0.0,0.0,1.204418723283459e-43,1.5347913576844724e-48,0.0,-7.116466860221947e-45,0.0,1.0647612350797361e-05,2.3265725752712453e-49,3.893968507956693e-48,0.0,-5.534452906627678e-48,1.2378927365569855e-45,0.0
2.652108045904234e-10,0.0026772599839999995,0.1557,0.0,0.007666173681318149,0.6422881320396242,0.2019,0.0,0.0,3.42688775006999e-39,0.0,-1.1345606661960967e-43,-6.02213153067623e-73,0.00020226898243586023,0.0,0.0,0.0,5.871378214932681e-45,0.0,3.4267265800415983e-43,0.0,0.0,1.2040889217362658e-43,1.5346161492160793e-48,0.0,-7.114669081560598e-45,0.0,1.0733469158001755e-05,2.3390544790667365e-49,3.914918687360906e-48,0.0,-5.618950831238377e-48,1.2445706820762158e-45,0.0
2.666398000838342e-10,0.0026772599839999995,0.1557,0.0,0.007666055304613036,0.6422880299094236,0.2019,0.0,0.0,3.445349633165671e-39,0.0,-1.1342730839521103e-43,-6.117112870856351e-73,0.00020230147544509906,0.0,0.0,0.0,5.93092511730821e-45,0.0,3.4633393251702258e-43,0.0,0.0,1.2037592805440837e-43,1.5344334366602023e-48,0.0,-7.112871037591133e-45,0.0,1.081935285387557e-05,2.351536454921187e-49,3.9358690402044454e-48,0.0,-5.703299858599696e-48,1.2512486199918735e-45,0.0
2.68068795577245e-10,0.0026772599839999995,0.1557,0.0,0.007665937975374834,0.642287928289974,0.2019,0.0,0.0,3.463811493481936e-39,0.0,-1.1339855013501903e-43,-6.212070110009069e-73,0.00020233289502222547,0.0,0.0,0.0,5.990788912851481e-45,0.0,3.5001472023345437e-43,0.0,0.0,1.2034298437076069e-43,1.5342435096912386e-48,0.0,-7.111072982178532e-45,0.0,1.0905262514951788e-05,2.364018226221343e-49,3.956819127972308e-48,0.0,-5.787500268299066e-48,1.2579264189907394e-45,0.0
2.694977910706558e-10,0.0026772599839999995,0.1557,0.0,0.007665821661416714,0.6422878271656296,0.2019,0.0,0.0,3.482273331033424e-39,0.0,-1.1336979307538096e-43,-6.307003252574227e-73,0.00020236327424937,0.0,0.0,0.0,6.050969601776373e-45,0.0,3.5371502084359797e-43,0.0,0.0,1.2031006253310285e-43,1.5340466207672182e-48,0.0,-7.109274992864116e-45,0.0,1.0991197245927462e-05,2.3764998280800105e-49,3.9777690248495553e-48,0.0,-5.871552370063156e-48,1.2646041090686478e-45,0.0
2.7092678656406656e-10,0.0026772599839999995,0.1557,0.0,0.007665706331534232,0.6422877265212219,0.2019,0.0,0.0,3.500735145834377e-39,0.0,-1.133410360044002e-43,-6.401912314582784e-73,0.00020239264519895548,0.0,0.0,0.0,6.111467175145133e-45,0.0,3.574348339800614e-43,0.0,0.0,1.202771613496729e-43,1.5338429842688198e-48,0.0,-7.1074769936715e-45,0.0,1.1077156178822683e-05,2.3889813623141677e-49,3.998718899236267e-48,0.0,-5.95545648223133e-48,1.271281744367219e-45,0.0
2.7235578205747735e-10,0.0026772599839999995,0.1557,0.0,0.007665591955475942,0.6422876263420461,0.2019,0.0,0.0,3.519196937898688e-39,0.0,-1.133122780845724e-43,-6.496797300261869e-73,0.0002024210389639059,0.0,0.0,0.0,6.172281625474325e-45,0.0,3.611741592814635e-43,0.0,0.0,1.2024428002715995e-43,1.5336328094068468e-48,0.0,-7.105678932099983e-45,0.0,1.1163138472163624e-05,2.4014627523522334e-49,4.01966862954613e-48,0.0,-6.039212908561535e-48,1.2779592889806959e-45,0.0
2.7378477755088814e-10,0.0026772599839999995,0.1557,0.0,0.007665478503914834,0.6422875266138464,0.2019,0.0,0.0,3.537658707239824e-39,0.0,-1.1328351985613056e-43,-6.591658203021718e-73,0.00020244848568698836,0.0,0.0,0.0,6.233412949418781e-45,0.0,3.649329963854547e-43,0.0,0.0,1.2021141923690387e-43,1.5334163147369697e-48,0.0,-7.103880842039873e-45,0.0,1.1249143310188891e-05,2.413943929399591e-49,4.0406181142616186e-48,0.0,-6.12282193954315e-48,1.2846367158683886e-45,0.0
2.7521377304429893e-10,0.0026772599839999995,0.1557,0.0,0.007665365948420619,0.6422874273228034,0.2019,0.0,0.0,3.55612045387082e-39,0.0,-1.1325476224100135e-43,-6.686495018003528e-73,0.00020247501458931283,0.0,0.0,0.0,6.294861144133731e-45,0.0,3.68711344908009e-43,0.0,0.0,1.2017858005584814e-43,1.533193718046124e-48,0.0,-7.102082781315826e-45,0.0,1.1335169902078747e-05,2.42642491699315e-49,4.0615673998844635e-48,0.0,-6.206283865038915e-48,1.2913140431869892e-45,0.0
2.766427685377097e-10,0.0026772599839999995,0.1557,0.0,0.007665254261432796,0.6422873284555198,0.2019,0.0,0.0,3.574582177804361e-39,0.0,-1.1322600562066947e-43,-6.781307746921433e-73,0.00020250065399800933,0.0,0.0,0.0,6.356626204683538e-45,0.0,3.72509204444841e-43,0.0,0.0,1.201457629863786e-43,1.5329652249900456e-48,0.0,-7.100284773864191e-45,0.0,1.1421217481206458e-05,2.43890571348149e-49,4.0825164882168716e-48,0.0,-6.289598979045842e-48,1.2979912738656781e-45,0.0
2.780717640311205e-10,0.0026772599839999995,0.1557,0.0,0.007665143416234495,0.642287229999009,0.2019,0.0,0.0,3.59304387905279e-39,0.0,-1.1319724994938063e-43,-6.876096393621898e-73,0.00020252543137310575,0.0,0.0,0.0,6.418708124436936e-45,0.0,3.763265745740918e-43,0.0,0.0,1.2011296807682063e-43,1.5327310296340644e-48,0.0,-7.098486816831159e-45,0.0,1.1507285304411296e-05,2.45138627541744e-49,4.1034653149056324e-48,0.0,-6.372767575216765e-48,1.3046683909169586e-45,0.0
2.795007595245313e-10,0.0026772599839999995,0.1557,0.0,0.007665033386927092,0.6422871319406821,0.2019,0.0,0.0,3.6115055576280904e-39,0.0,-1.1316849526514408e-43,-6.970860959672852e-73,0.00020254937333362663,0.0,0.0,0.0,6.481106896484292e-45,0.0,3.8016345485590176e-43,0.0,0.0,1.2008019546467302e-43,1.532491320548761e-48,0.0,-7.096688912615169e-45,0.0,1.1593372651292574e-05,2.4638665830651817e-49,4.1244138554854445e-48,0.0,-6.455789942524835e-48,1.311345390196118e-45,0.0
2.809297550179421e-10,0.0026772599839999995,0.1557,0.0,0.0076649241484055535,0.6422870342683351,0.2019,0.0,0.0,3.629967213541893e-39,0.0,-1.1313974184778714e-43,-7.065601444772518e-73,0.0002025725056829341,0.0,0.0,0.0,6.543822514244077e-45,0.0,3.8401984483607536e-43,0.0,0.0,1.2004744554455171e-43,1.5322462833614144e-48,0.0,-7.094891078777828e-45,0.0,1.1679478823524153e-05,2.4763466336384563e-49,4.145362111511665e-48,0.0,-6.538666365775589e-48,1.3180222750774144e-45,0.0
2.823587505113529e-10,0.0026772599839999995,0.1557,0.0,0.007664815676334491,0.6422869369701393,0.2019,0.0,0.0,3.6484288468055046e-39,0.0,-1.1311099002891583e-43,-7.160317849199537e-73,0.00020259485343333123,0.0,0.0,0.0,6.606854971000214e-45,0.0,3.8789574404768894e-43,0.0,0.0,1.2001471876612648e-43,1.5319960989178243e-48,0.0,-7.093093336127538e-45,0.0,1.1765603144188895e-05,2.4888264085481705e-49,4.1663100582637074e-48,0.0,-6.621397128111661e-48,1.3246990405566274e-45,0.0
2.8378774600476367e-10,0.0026772599839999995,0.1557,0.0,0.007664707947124932,0.6422868400346281,0.2019,0.0,0.0,3.6668904574299175e-39,0.0,-1.1308224003292559e-43,-7.255010174640547e-73,0.00020261644082994698,0.0,0.0,0.0,6.670204259311788e-45,0.0,3.917911520078645e-43,0.0,0.0,1.1998201546512712e-43,1.5317409414592542e-48,0.0,-7.091295698750052e-45,0.0,1.1851744957132506e-05,2.5013058846707305e-49,4.187257664383546e-48,0.0,-6.703982511856971e-48,1.3313756798137384e-45,0.0
2.8521674149817446e-10,0.0026772599839999995,0.1557,0.0,0.007664600937911752,0.6422867434506868,0.2019,0.0,0.0,3.68535204542581e-39,0.0,-1.130534920058973e-43,-7.349678423270316e-73,0.00020263729137392356,0.0,0.0,0.0,6.733870371039001e-45,0.0,3.957060682167947e-43,0.0,0.0,1.1994933589409114e-43,1.5314809789517122e-48,0.0,-7.089498175820358e-45,0.0,1.1937903626336295e-05,2.5137850488476315e-49,4.208204914619138e-48,0.0,-6.786422797621548e-48,1.338052190979985e-45,0.0
2.8664573699158525e-10,0.0026772599839999995,0.1557,0.0,0.007664494626531781,0.6422866472075424,0.2019,0.0,0.0,3.7038136108035617e-39,0.0,-1.1302474610781816e-43,-7.444322596925756e-73,0.0002026574278449235,0.0,0.0,0.0,6.797853297705347e-45,0.0,3.996404921603568e-43,0.0,0.0,1.1991668032040206e-43,1.531216374305339e-48,0.0,-7.087700777385373e-45,0.0,1.2024078535308226e-05,2.5262638885435285e-49,4.229151794133078e-48,0.0,-6.868718263523377e-48,1.3447285720899786e-45,0.0
2.8807473248499604e-10,0.0026772599839999995,0.1557,0.0,0.007664388991502544,0.6422865512947521,0.2019,0.0,0.0,3.722275153573261e-39,0.0,-1.1299600253702288e-43,-7.538942697222985e-73,0.0002026768723229764,0.0,0.0,0.0,6.862153030618514e-45,0.0,4.035944233113484e-43,0.0,0.0,1.1988404905225698e-43,1.5309472859279784e-48,0.0,-7.085903515896558e-45,0.0,1.2110269086491901e-05,2.5387423864424514e-49,4.250098280289034e-48,0.0,-6.950869185358782e-48,1.3514048187339689e-45,0.0
2.8950372797840683e-10,0.0026772599839999995,0.1557,0.0,0.007664284012001636,0.6422864557021946,0.2019,0.0,0.0,3.7407366737447195e-39,0.0,-1.1296726149434696e-43,-7.633538726028126e-73,0.000202695646209683,0.0,0.0,0.0,6.926769560731094e-45,0.0,4.075678611286294e-43,0.0,0.0,1.1985144240055042e-43,1.5306738674812936e-48,0.0,-7.084106403962154e-45,0.0,1.2196474700692872e-05,2.5512205266128382e-49,4.271044352810342e-48,0.0,-7.032875837115815e-48,1.3580809272585982e-45,0.0
2.909327234718176e-10,0.0026772599839999995,0.1557,0.0,0.007664179667846696,0.6422863604200593,0.2019,0.0,0.0,3.7591981713274684e-39,0.0,-1.1293852315599292e-43,-7.72811068559198e-73,0.0002027137702487939,0.0,0.0,0.0,6.991702878548799e-45,0.0,4.1156080505692574e-43,0.0,0.0,1.198188606500331e-43,1.5303962677027418e-48,0.0,-7.082309452645757e-45,0.0,1.228269481652188e-05,2.5636982958747415e-49,4.2919899956656874e-48,0.0,-7.11473849114306e-48,1.3647568952341228e-45,0.0
2.923617189652284e-10,0.0026772599839999995,0.1557,0.0,0.007664075939475977,0.642286265438837,0.2019,0.0,0.0,3.777659646330779e-39,0.0,-1.1290978768033424e-43,-7.822658578359202e-73,0.00020273126454618102,0.0,0.0,0.0,7.056952974175394e-45,0.0,4.155732545275948e-43,0.0,0.0,1.1978630406654978e-43,1.5301146305748018e-48,0.0,-7.080512671892948e-45,0.0,1.2368928889854511e-05,2.576175680234132e-49,4.312935191285355e-48,0.0,-7.196457417994047e-48,1.3714327196642197e-45,0.0
2.937907144586392e-10,0.0026772599839999995,0.1557,0.0,0.007663972807929488,0.6422861707493123,0.2019,0.0,0.0,3.796121098763669e-39,0.0,-1.1288105522459265e-43,-7.917182406812342e-73,0.000202748148589218,0.0,0.0,0.0,7.122519837375551e-45,0.0,4.1960520895909985e-43,0.0,0.0,1.1975377291476859e-43,1.5298290956776318e-48,0.0,-7.078716071577047e-45,0.0,1.2455176393306793e-05,2.588652665000174e-49,4.3338799209326775e-48,0.0,-7.278032886310807e-48,1.378108397164864e-45,0.0
2.9521970995205e-10,0.0026772599839999995,0.1557,0.0,0.007663870254830698,0.6422860763425515,0.2019,0.0,0.0,3.814582528634906e-39,0.0,-1.1285232594861168e-43,-8.011682173498816e-73,0.0002027644412655867,0.0,0.0,0.0,7.188403457587308e-45,0.0,4.2365666775714654e-43,0.0,0.0,1.197212674621889e-43,1.5295397983719996e-48,0.0,-7.076919661735734e-45,0.0,1.2541436815726367e-05,2.601129236617536e-49,4.354824167635938e-48,0.0,-7.359465162890905e-48,1.3847839248579035e-45,0.0
2.9664870544546077e-10,0.0026772599839999995,0.1557,0.0,0.007663768262368788,0.6422859822098975,0.2019,0.0,0.0,3.833043935953015e-39,0.0,-1.1282360000824322e-43,-8.106157881117889e-73,0.0002027801608815254,0.0,0.0,0.0,7.254603823909758e-45,0.0,4.2772763031494135e-43,0.0,0.0,1.196887879721086e-43,1.5292468698657145e-48,0.0,-7.075123452156352e-45,0.0,1.2627709661698734e-05,2.6136053821623212e-49,4.375767915286627e-48,0.0,-7.44075451281175e-48,1.3914593000627729e-45,0.0
2.9807770093887156e-10,0.0026772599839999995,0.1557,0.0,0.007663666813281409,0.6422858883429592,0.2019,0.0,0.0,3.851505320726292e-39,0.0,-1.1279487755084828e-43,-8.200609532539151e-73,0.0002027953251795343,0.0,0.0,0.0,7.321120925098494e-45,0.0,4.318180960134937e-43,0.0,0.0,1.1965633469884112e-43,1.52895043728802e-48,0.0,-7.073327452093775e-45,0.0,1.2713994451068142e-05,2.626081088491146e-49,4.396711147304741e-48,0.0,-7.521901199484101e-48,1.3981345198995657e-45,0.0
2.9950669643228235e-10,0.0026772599839999995,0.1557,0.0,0.007663565890837985,0.6422857947336039,0.2019,0.0,0.0,3.869966682962807e-39,0.0,-1.1276615871689681e-43,-8.295037130760966e-73,0.00020280995135555478,0.0,0.0,0.0,7.387954749575337e-45,0.0,4.359280642218473e-43,0.0,0.0,1.1962390788941682e-43,1.5286506238127952e-48,0.0,-7.071531670370743e-45,0.0,1.2800290718472761e-05,2.638556342697449e-49,4.4176538474166054e-48,0.0,-7.602905484645264e-48,1.404809581543092e-45,0.0
3.0093569192569314e-10,0.0026772599839999995,0.1557,0.0,0.007663465478823484,0.6422857013739495,0.2019,0.0,0.0,3.8884280226704115e-39,0.0,-1.12737443643063e-43,-8.389440678878887e-73,0.00020282405607563515,0.0,0.0,0.0,7.455105285443998e-45,0.0,4.400575342973479e-43,0.0,0.0,1.1959150778687256e-43,1.528347548818699e-48,0.0,-7.069736115571936e-45,0.0,1.2886598012893687e-05,2.6510311324406676e-49,4.4385960001586274e-48,0.0,-7.683767628362604e-48,1.4114844823684968e-45,0.0
3.0236468741910393e-10,0.0026772599839999995,0.1557,0.0,0.007663365561522696,0.6422856082563568,0.2019,0.0,0.0,3.906889339856742e-39,0.0,-1.1270873246288053e-43,-8.483820180089286e-73,0.0002028376554921002,0.0,0.0,0.0,7.52257252050068e-45,0.0,4.442065055859495e-43,0.0,0.0,1.1955913463094752e-43,1.5280413280266667e-48,0.0,-7.067940796085074e-45,0.0,1.2972915897217415e-05,2.663505445619928e-49,4.459537590338497e-48,0.0,-7.764487889071873e-48,1.4181592197814837e-45,0.0
3.037936829125147e-10,0.0026772599839999995,0.1557,0.0,0.007663266123704964,0.6422855153734228,0.2019,0.0,0.0,3.925350634529237e-39,0.0,-1.1268002530561719e-43,-8.57817563770302e-73,0.00020285076525923643,0.0,0.0,0.0,7.59035644223734e-45,0.0,4.48374977422463e-43,0.0,0.0,1.1952678865688546e-43,1.5277320735880346e-48,0.0,-7.066145720030329e-45,0.0,1.3059243947811395e-05,2.6759792702694775e-49,4.480478602887603e-48,0.0,-7.845066523624443e-48,1.424833791180484e-45,0.0
3.052226784059255e-10,0.0026772599839999995,0.1557,0.0,0.007663167150609393,0.642285422717972,0.2019,0.0,0.0,3.9438119066951296e-39,0.0,-1.126513222956213e-43,-8.672507055145339e-73,0.0002028634005485081,0.0,0.0,0.0,7.658457037844953e-45,0.0,4.525629491307743e-43,0.0,0.0,1.1949447009473958e-43,1.5274198941857728e-48,0.0,-7.064350895219375e-45,0.0,1.314558175411223e-05,2.688452594745685e-49,4.501419023167405e-48,0.0,-7.925503787319865e-48,1.4315081940527387e-45,0.0
3.066516738993363e-10,0.0026772599839999995,0.1557,0.0,0.007663068627930469,0.6422853302830503,0.2019,0.0,0.0,3.962273156361468e-39,0.0,-1.1262262355275748e-43,-8.766814435944907e-73,0.000202875576063317,0.0,0.0,0.0,7.726874294221216e-45,0.0,4.567704200240951e-43,0.0,0.0,1.1946217916983514e-43,1.527104895147831e-48,0.0,-7.062556329182674e-45,0.0,1.3231928918226303e-05,2.7009254077286385e-49,4.52235883696287e-48,0.0,-8.005799933926941e-48,1.4381824259693467e-45,0.0
3.080806693927471e-10,0.0026772599839999995,0.1557,0.0,0.007662970541804151,0.6422852380619191,0.2019,0.0,0.0,3.980734383535107e-39,0.0,-1.125939291930573e-43,-8.861097783725417e-73,0.00020288730605331942,0.0,0.0,0.0,7.795608197979431e-45,0.0,4.609973894052217e-43,0.0,0.0,1.1942991610346074e-43,1.5267871785538256e-48,0.0,-7.060762029210314e-45,0.0,1.3318285054542294e-05,2.713397698114807e-49,4.543298030312338e-48,0.0,-8.085955215706984e-48,1.4448564845341963e-45,0.0
3.095096648861579e-10,0.0026772599839999995,0.1557,0.0,0.007662872878794344,0.6422851460480469,0.2019,0.0,0.0,3.9991955882227253e-39,0.0,-1.1256523932891066e-43,-8.955357102203971e-73,0.00020289860432831295,0.0,0.0,0.0,7.864658735455156e-45,0.0,4.652438565667705e-43,0.0,0.0,1.1939768111307078e-43,1.5264668433472844e-48,0.0,-7.058968002363983e-45,0.0,1.3404649789355414e-05,2.7258694550331147e-49,4.5642365895405245e-48,0.0,-8.16596988344325e-48,1.45153036739685e-45,0.0
3.1093866037956867e-10,0.0026772599839999995,0.1557,0.0,0.007662775625879804,0.642285054235104,0.2019,0.0,0.0,4.017656770430826e-39,0.0,-1.125365540689501e-43,-9.049592395191184e-73,0.00020290948427170494,0.0,0.0,0.0,7.934025892711593e-45,0.0,4.695098207914029e-43,0.0,0.0,1.1936547441216166e-43,1.526143985408298e-48,0.0,-7.057174255469724e-45,0.0,1.349102276050286e-05,2.738340667888367e-49,4.5851745013289017e-48,0.0,-8.245844186471388e-48,1.458204072274412e-45,0.0
3.1236765587297946e-10,0.0026772599839999995,0.1557,0.0,0.007662678770441426,0.6422849626169567,0.2019,0.0,0.0,4.036117930165743e-39,0.0,-1.125078735180346e-43,-9.143803666588579e-73,0.00020291995885357653,0.0,0.0,0.0,8.003709655545491e-45,0.0,4.737952813520538e-43,0.0,0.0,1.1933329621025405e-43,1.5258186976770204e-48,0.0,-7.055380795116917e-45,0.0,1.3577403617010305e-05,2.7508113263345556e-49,4.606111752671214e-48,0.0,-8.325578372706511e-48,1.4648775969377214e-45,0.0
3.1379665136639025e-10,0.0026772599839999995,0.1557,0.0,0.007662582300249914,0.64228487118766,0.2019,0.0,0.0,4.0545790674336437e-39,0.0,-1.124791977774241e-43,-9.237990920384109e-73,0.0002029300406433516,0.0,0.0,0.0,8.073710009493584e-45,0.0,4.781002375121578e-43,0.0,0.0,1.1930114671307777e-43,1.525491070212751e-48,0.0,-7.053587627669223e-45,0.0,1.3663792018749018e-05,2.7632814202492075e-49,4.627048330836198e-48,0.0,-8.405172688667806e-48,1.4715509392013757e-45,0.0
3.1522564685980104e-10,0.0026772599839999995,0.1557,0.0,0.0076624862034538254,0.6422847799414534,0.2019,0.0,0.0,4.0730401822405414e-39,0.0,-1.1245052694498109e-43,-9.332154160648353e-73,0.00020293974182208408,0.0,0.0,0.0,8.144026939838827e-45,0.0,4.824246885258684e-43,0.0,0.0,1.1926902612278533e-43,1.5251611903093417e-48,0.0,-7.051794759277227e-45,0.0,1.3750187636103304e-05,2.77575093974575e-49,4.647984223389619e-48,0.0,-8.484627379503265e-48,1.478224096931556e-45,0.0
3.166546423532118e-10,0.0026772599839999995,0.1557,0.0,0.007662390468567991,0.6422846888727536,0.2019,0.0,0.0,4.091501274592293e-39,0.0,-1.1242186111528414e-43,-9.426293391532056e-73,0.00020294907419437388,0.0,0.0,0.0,8.214660431616302e-45,0.0,4.867686336382719e-43,0.0,0.0,1.1923693463807196e-43,1.5248291425721367e-48,0.0,-7.050002195885562e-45,0.0,1.3836590149648045e-05,2.7882198751753833e-49,4.6689194181980445e-48,0.0,-8.563942689015163e-48,1.484897068047622e-45,0.0
3.180836378466226e-10,0.0026772599839999995,0.1557,0.0,0.007662295084462254,0.6422845979761507,0.2019,0.0,0.0,4.1099623444946054e-39,0.0,-1.1239320037968738e-43,-9.520408617264009e-73,0.0002029580491999223,0.0,0.0,0.0,8.285610469618909e-45,0.0,4.911320720855994e-43,0.0,0.0,1.192048724542381e-43,1.5244950090019015e-48,0.0,-7.048209943236619e-45,0.0,1.3922999249835916e-05,2.8006882171121823e-49,4.6898539034062545e-48,0.0,-8.643118859685303e-48,1.4915698505158814e-45,0.0
3.195126333400334e-10,0.0026772599839999995,0.1557,0.0,0.007662200040350581,0.6422845072464014,0.2019,0.0,0.0,4.128423391953042e-39,0.0,-1.123645448263976e-43,-9.614499842148445e-73,0.00020296667792473827,0.0,0.0,0.0,8.356877038402949e-45,0.0,4.955150030954321e-43,0.0,0.0,1.1917283976327068e-43,1.5241588690709104e-48,0.0,-7.046418006875405e-45,0.0,1.400941463669413e-05,2.8131559563474357e-49,4.7107876674304783e-48,0.0,-8.722156132699203e-48,1.4982424423485177e-45,0.0
3.209416288334442e-10,0.0026772599839999995,0.1557,0.0,0.007662105325780479,0.6422844166784248,0.2019,0.0,0.0,4.146884416973029e-39,0.0,-1.1233589454058247e-43,-9.708567070562195e-73,0.00020297497111200407,0.0,0.0,0.0,8.428460122293694e-45,0.0,4.999174258869047e-43,0.0,0.0,1.191408367539578e-43,1.5238207998059103e-48,0.0,-7.044626392156318e-45,0.0,1.4095836019530327e-05,2.8256230838909208e-49,4.7317206989619244e-48,0.0,-8.80105474796944e-48,1.5049148416054086e-45,0.0
