Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44),CH2OX2(50),CHO3X(91),H(23),HCO(31),CH3X(53),CH4(39),OCHCO(417),CH4X(436),CH2O3(185),SX(574),CH2OX(174),CHOX(173)
3.68940107332297e-09,0.0005344628783687447,0.1557,0.0,0.001293015051602742,0.6421574663992904,0.2019,2.619903321850148e-61,4.906449528912646e-37,3.5185058909880088e-31,2.8307801657753713e-60,1.151699908721276e-29,6.962654285738217e-53,7.475119745096009e-05,5.656004814374911e-31,5.887048556852999e-41,7.552643340444597e-38,2.486159921676287e-31,2.5924052165963516e-61,4.9083701344968855e-27,5.199400193099201e-66,9.713447712492473e-73,2.3614150398559093e-29,5.7169037599170235e-34,2.725217029078834e-69,8.293802079408072e-31,1.8149964118166807e-57,0.00020515800198521203,1.3349108705134082e-36,2.6638709728624324e-35,1.114146787716977e-62,2.8214535601803683e-33,4.1614480535094276e-35,2.176919147443227e-99,3.5321904379017065e-23,1.8087521200520783e-25,1.4178146199209984e-31,-7.43059518529659e-24,5.812607067821483e-32,-5.305775734726126e-22,3.292060071571003e-97,6.053898532807962e-101,5.394085058502267e-37,1.8642498328054237e-36
3.789670207937111e-09,0.0005344628783687447,0.1557,0.0,0.0012884889490882888,0.6421528105655815,0.2019,3.4378776044827605e-61,5.668447804608662e-37,3.8873264057069244e-31,3.521919171650938e-60,1.2951359375494195e-29,8.463632258522314e-53,7.449173506220315e-05,6.360415511055817e-31,6.596904454881871e-41,8.479042179474072e-38,2.741768457172275e-31,3.235457559729842e-61,5.291761628981554e-27,6.32526578541911e-66,1.188723681679957e-72,2.585855455288322e-29,6.260410914127046e-34,3.447709264684888e-69,9.326714026944528e-31,2.317676586133829e-57,0.00020994356688842296,1.4293845245960433e-36,2.862350717511674e-35,1.3929688407406346e-62,3.1629133683016434e-33,4.4593115295712584e-35,3.0067630312853088e-99,3.612108148442611e-23,1.9017998575198467e-25,-5.387552491475321e-34,-7.622753939753336e-24,6.11170798381751e-32,-5.303854145053945e-22,4.6647103450141124e-97,8.770682229599394e-101,5.815898021332348e-37,2.009988047277007e-36
3.879912429089838e-09,0.0005344628783687447,0.1557,0.0,0.0012844465211032225,0.6421486522706873,0.2019,4.3619066387970414e-61,6.431142688929563e-37,4.241991078882545e-31,4.264216945471182e-60,1.4352172588466164e-29,1.0041468558969457e-52,7.426000124377151e-05,7.04835076437599e-31,7.287327265551454e-41,9.380091369158754e-38,2.9870358209212277e-31,3.9283565409525434e-61,5.652133248447242e-27,7.509745135028786e-66,1.418737475750498e-72,2.7995381573972515e-29,6.77788217048331e-34,4.2353261997454663e-69,1.0335465248741883e-30,2.87093549146041e-57,0.0002142177286919203,1.5174102713306687e-36,3.048122837215001e-35,1.6939357497633324e-62,3.495143093107101e-33,4.7371111734534056e-35,3.989601493736326e-99,3.683396753801585e-23,1.9872330077856282e-25,2.332534285105801e-31,-7.79563541818884e-24,6.386333574496976e-32,-5.302125331919574e-22,6.329713827585458e-97,1.2134301085489055e-100,6.21241259471984e-37,2.1469808838386526e-36
3.970154650242565e-09,0.0005344628783687447,0.1557,0.0,0.0012804331946099576,0.6421445239121338,0.2019,5.501995873293852e-61,7.272248990076902e-37,4.618986984460016e-31,5.138106782332293e-60,1.5862457734926594e-29,1.1862560489007004e-52,7.402993712369632e-05,7.790046792512439e-31,8.028833048044379e-41,1.0347654664817823e-37,3.2472145361844746e-31,4.746595162405333e-61,6.02722273209716e-27,8.87788155343775e-66,1.6858374194658174e-72,3.02456061680137e-29,7.322829774763512e-34,5.175317574896265e-69,1.1423046359088124e-30,3.5372111761769876e-57,0.00021846111930526086,1.608275277654167e-36,3.24070847703235e-35,2.049934955764771e-62,3.852069744258219e-33,5.024129687677614e-35,5.256465637876976e-99,3.754088870941147e-23,2.0742500513700563e-25,-2.4976808249501415e-30,-7.968458759048998e-24,6.666052145803242e-32,-5.300397070459933e-22,8.523961445296973e-97,1.6651911011318954e-100,6.6251485704882235e-37,2.2895734500355054e-36
4.060396871395292e-09,0.0005344628783687447,0.1557,0.0,0.001276448658130237,0.6421404251694995,0.2019,6.901397017520101e-61,8.19735005794414e-37,5.019090173989317e-31,6.162646863475477e-60,1.7487478256584496e-29,1.3956805109870168e-52,7.380152481475052e-05,8.588088372336073e-31,8.823603020881261e-41,1.1384399064100228e-37,3.522779305882197e-31,5.708816104200528e-61,6.41722255298222e-27,1.0452421210531452e-65,1.994843045188553e-72,3.2611772105680777e-29,7.895871310254989e-34,6.291993958517764e-69,1.2593247232159707e-30,4.335833141603923e-57,0.00022267406809392673,1.701975801377144e-36,3.4401516850702533e-35,2.4692639722122447e-62,4.23475560687759e-33,5.320369991829138e-35,6.879139418988586e-99,3.8241914315655993e-23,2.162834496968991e-25,-5.9972903096537455e-31,-8.14122399268798e-24,6.950810668746276e-32,-5.298669436305016e-22,1.1395829046665012e-96,2.2674571777067583e-100,7.054319337067546e-37,2.437839070949562e-36
4.1506390925480185e-09,0.0005344628783687447,0.1557,0.0,0.0012724926046164637,0.6421363557269206,0.2019,8.610617728929685e-61,9.212242840167262e-37,5.44307976163623e-31,7.359050331617185e-60,1.923258040046533e-29,1.6356857316882639e-52,7.357474668437671e-05,9.445100940792187e-31,9.67383370583457e-41,1.2492988932930857e-37,3.8142041978411913e-31,6.835850713176244e-61,6.822320354318019e-27,1.2258231604095563e-65,2.3510522057761327e-72,3.5096378955098407e-29,8.49761370754148e-34,7.61273529709494e-69,1.3849917343182415e-30,5.288812934857639e-57,0.000226856899738074,1.7985067230953015e-36,3.6464935214749127e-35,2.9612123191622116e-62,4.644270717856222e-33,5.625830502416684e-35,8.945021020738506e-99,3.89371126284614e-23,2.252970069075189e-25,2.506804518073215e-30,-8.313931149541788e-24,7.240556808271458e-32,-5.296942394944802e-22,1.5129989464218935e-96,3.064717377532007e-100,7.500132983305059e-37,2.5918492321597094e-36
4.2408813137007455e-09,0.0005344628783687447,0.1557,0.0,0.0012685647313731366,0.6421323152730104,0.2019,1.0688406968160636e-60,1.0322937396589519e-36,5.891737577796873e-31,8.750860359977653e-60,2.11031900362439e-29,1.90982991816493e-52,7.334958535016664e-05,1.0363749031849986e-30,1.0581735105203497e-40,1.3676083274217368e-37,4.121962420675386e-31,8.150907643380515e-61,7.242699055316679e-27,1.432243417607956e-65,2.760273726728304e-72,3.7701882049811805e-29,9.128653235308305e-34,9.168276533561086e-69,1.5196963476105629e-30,6.421130405442574e-57,0.00023100993431561114,1.8978616172370613e-36,3.8597721601169036e-35,3.5361493328507476e-62,5.08169199731197e-33,5.940505343941326e-35,1.1559979596383727e-98,3.9626550893610394e-23,2.344640704426703e-25,-1.9245753628786944e-30,-8.486580259583818e-24,7.535238911838255e-32,-5.295215858611934e-22,1.9955009438691257e-96,4.11300722191381e-100,7.962792414098334e-37,2.751673620065619e-36
4.331123534853472e-09,0.0005344628783687447,0.1557,0.0,0.0012646647399799855,0.6421283035007799,0.2019,1.320284525980934e-60,1.1535656203532643e-36,6.365847836502606e-31,1.0364133774752908e-59,2.310480952550556e-29,2.221981422413649e-52,7.312602367543881e-05,1.1346734738961335e-30,1.1549528956672117e-40,1.4936333135514789e-37,4.446526111321204e-31,9.67977189684714e-61,7.678536954481815e-27,1.6674542077049723e-65,3.2288614935724855e-72,4.0430692527450425e-29,9.78957550828118e-34,1.0993012113937152e-68,1.6638347468705684e-30,7.761041644314201e-57,0.0002351334873834901,2.0000328194813814e-36,4.0800229864337913e-35,4.205617061275213e-62,5.5481024088620844e-33,6.264384549985802e-35,1.4851716275685758e-98,4.031029534992479e-23,2.43783054852685e-25,-1.5600308724116856e-30,-8.659171352755667e-24,7.834805998229058e-32,-5.293489950342673e-22,2.61522960554509e-96,5.482504688518074e-100,8.442495463177063e-37,2.9173801612535356e-36
4.421365756006199e-09,0.0005344628783687447,0.1557,0.0,0.0012607923362167113,0.6421243201075613,0.2019,1.6232545103796163e-60,1.2856833263735083e-36,6.866196815805534e-31,1.2227633151896476e-59,2.524301464363753e-29,2.576336642113668e-52,7.290404476490949e-05,1.2396796203373277e-30,1.2579447177483454e-40,1.6276379153597658e-37,4.788366133464323e-31,1.1451014249169057e-60,8.130007830492855e-27,1.9346600408653465e-65,3.7637493837035427e-72,4.328517743101418e-29,1.0480955511183785e-33,1.3125314218608981e-68,1.817808399562206e-30,9.340409081342619e-57,0.00023922787005729355,2.1050114919516944e-36,4.307278692642925e-35,4.98242824643842e-62,6.044590148213177e-33,6.597454258059623e-35,1.8973524345396576e-98,4.0988411247821245e-23,2.5325239522325346e-25,4.618044479336352e-30,-8.831704459101178e-24,8.139207746578062e-32,-5.29176468000991e-22,3.406657091174922e-96,7.260617506222768e-100,8.939435004120009e-37,3.089035060862361e-36
4.511607977158926e-09,0.0005344628783687447,0.1557,0.0,0.001256947229989342,0.6421203647949318,0.2019,1.986797109660278e-60,1.4293113026606558e-36,7.393572551059612e-31,1.4373027627139648e-59,2.752345155729544e-29,2.9774383989137837e-52,7.268363196045662e-05,1.3516706129740324e-30,1.3673730221936152e-40,1.7698849232789426e-37,5.147951886731707e-31,1.3496211433813748e-60,8.597281040675202e-27,2.2373330125179963e-65,4.3724872754786057e-72,4.626765986884569e-29,1.1203357636098716e-33,1.560786869799862e-68,1.9820238391447027e-30,1.1195054956789775e-56,0.00024329338908911586,2.2127876858302726e-36,4.5415693701018864e-35,5.880769598703705e-62,6.572247860396992e-33,6.939696897217955e-35,2.410856074896999e-98,4.166096286745375e-23,2.628705468411117e-25,-1.9732542732808803e-30,-9.004179607954197e-24,8.448394485620405e-32,-5.290039861488481e-22,4.411809155713938e-96,9.555645083208703e-100,9.453799058039567e-37,3.266702840093326e-36
4.601850198311653e-09,0.0005344628783687447,0.1557,0.0,0.0012531291352581339,0.6421164372686387,0.2019,2.4212886894698757e-60,1.585134913348253e-36,7.948764540390093e-31,1.6835102303592315e-59,2.995183385860375e-29,3.430194777438985e-52,7.24647688369713e-05,1.4709270329605177e-30,1.4834625440273219e-40,1.920635635077014e-37,5.525751125985189e-31,1.5850177114700757e-60,9.08052161716376e-27,2.579227804926549e-65,5.063278675988232e-72,4.93804192255892e-29,1.1957335731688093e-33,1.8488031756050524e-68,2.1568924514701527e-30,1.3365138778900525e-56,0.00024733034694380884,2.323350400560344e-36,4.7829225979432277e-35,6.9163103973029335e-62,7.132171885000881e-33,7.291091366187824e-35,3.047485968393415e-98,4.2328013536460865e-23,2.7263598486630343e-25,-5.316828961603542e-30,-9.176596828667451e-24,8.76231718315262e-32,-5.288315654653035e-22,5.681684737462323e-96,1.250109936753599e-99,9.985770898114709e-37,3.4504463729009836e-36
4.69209241946438e-09,0.0005344628783687447,0.1557,0.0,0.0012493377699669807,0.6421125372385282,0.2019,2.9385937646100963e-60,1.7538602998399247e-36,8.532563461894095e-31,1.96519763442419e-59,3.253393965758327e-29,3.939898415742662e-52,7.224743919829716e-05,1.5977326293480924e-30,1.6064385756657638e-40,2.080149648808536e-37,5.922229790274326e-31,1.855120379653393e-60,9.579890360823638e-27,2.964396889483729e-65,5.845019119376107e-72,5.262569141836844e-29,1.2743433164996283e-33,2.181820167211068e-68,2.3428302653771566e-30,1.589555961411318e-56,0.0002513390418736362,2.4366876412221537e-36,5.031363529403822e-35,8.106316513585855e-62,7.725461529035921e-33,7.651613206286546e-35,3.833093307180334e-98,4.298962564732822e-23,2.8254720401085325e-25,8.068596922505568e-30,-9.348956151494267e-24,9.080927435699656e-32,-5.286592194010969e-22,7.277899270284046e-96,1.6260784188678877e-99,1.0535529153241292e-36,3.640326921685519e-36
4.782334640617107e-09,0.0005344628783687447,0.1557,0.0,0.0012455728559742796,0.6421086644184729,0.2019,3.552237639940583e-60,1.936214223480627e-36,9.14576090210905e-31,2.2865329800500555e-59,3.5275608733620415e-29,4.51224623679582e-52,7.203162707325441e-05,1.73237417919344e-30,1.7365268252854307e-40,2.2486846679023686e-37,6.337851840995001e-31,2.1641315795184913e-60,1.009554393299428e-26,3.397205917108196e-65,6.727335290656058e-72,5.600566919317261e-29,1.356218289227465e-33,2.5656207465541285e-68,2.5402577475390515e-30,1.883638400951231e-56,0.00025531976799138007,2.5527864737166456e-36,5.286914975882978e-35,9.46976993638636e-62,8.353218367027879e-33,8.021234768301895e-35,4.7981945028587285e-98,4.3645860674377397e-23,2.926027182236808e-25,1.0059228316506599e-30,-9.521257605403056e-24,9.404177458382359e-32,-5.284869107498724e-22,9.274579675262587e-96,2.1034741630629e-99,1.1103247908831251e-36,3.836404172196587e-36
4.872576861769834e-09,0.0005344628783687447,0.1557,0.0,0.001241834118985239,0.6421048185263031,0.2019,4.277594369431278e-60,2.1329438936666106e-36,9.789149095412376e-31,2.6520639089400416e-59,3.8182739746760417e-29,5.153359613412712e-52,7.181731671174531e-05,1.8751413506054683e-30,1.873953254424965e-40,2.4264963181117985e-37,6.7730791089284166e-31,2.516653343100633e-60,1.0627634945102914e-26,3.882349901320871e-65,7.720626092673312e-72,5.952250245758106e-29,1.4414107536788277e-33,3.006571963662375e-68,2.7495996016229907e-30,2.224330043004141e-56,0.0002592728153419302,2.6716330766889227e-36,5.54959748723391e-35,1.102749389968155e-61,9.016545568008461e-33,8.399925370105431e-35,5.978694045172497e-98,4.429677919038869e-23,3.028010603816445e-25,-1.4076959261034777e-29,-9.693501218495637e-24,9.732020074981851e-32,-5.283146519111302e-22,1.1760542265169884e-95,2.7066187675177226e-99,1.1689096803311463e-36,4.0387362678081515e-36
4.962819082922561e-09,0.0005344628783687447,0.1557,0.0,0.001238121288485583,0.6421009992837381,0.2019,5.132090964916589e-60,2.344816782276118e-36,1.0463520673990727e-30,3.066742119816045e-59,4.1261287509328607e-29,5.869804957837903e-52,7.160449258094043e-05,2.0263265687554037e-30,2.0189439673846882e-40,2.6138379758785373e-37,7.2283711498156525e-31,2.917714857588779e-60,1.1176312046198828e-26,4.424869660606154e-65,8.836104599299712e-72,6.317829864602524e-29,1.529971947724024e-33,3.511667765913792e-68,2.971284571796077e-30,2.6178101043795152e-56,0.00026319846997239056,2.7932127920628847e-36,5.8194294300008e-35,1.280228369827132e-61,9.716547248966011e-33,8.787651450173644e-35,7.416702002342154e-98,4.494244088286636e-23,3.131407819865841e-25,1.1178735091611346e-29,-9.865687021507993e-24,1.006440870819733e-31,-5.28142491212627e-22,1.4841788465021246e-95,3.464957200996379e-99,1.229324112480455e-36,4.2473798427795137e-36
5.053061304075288e-09,0.0005344628783687447,0.1557,0.0,0.0012344340976766317,0.6420972064163193,0.2019,6.135428814832842e-60,2.572620425313287e-36,1.1169668427999025e-30,3.5359486813579414e-59,4.4517260318250094e-29,6.668614726737073e-52,7.139313936154478e-05,2.186224884868297e-30,2.171725106850046e-40,2.8109606077113728e-37,7.704185108091669e-31,3.3728011668816667e-60,1.1741720008461755e-26,5.030168023794848e-65,1.0085839950838168e-71,6.697512311384917e-29,1.6219520943678634e-33,4.088573342435288e-68,3.2057452506051174e-30,3.070919166442412e-56,0.0002670970140007379,2.9175101735937197e-36,6.096427064050013e-35,1.4819043270450868e-61,1.0454327854241624e-32,9.184376715940438e-35,9.161403162220121e-98,4.558290456995521e-23,3.236204528682251e-25,1.3564991350517945e-29,-1.0037815043861602e-23,1.0401297370092166e-31,-5.279703654166311e-22,1.864435493076994e-95,4.413991160118909e-99,1.2915841906552784e-36,4.462390054652399e-36
5.1433035252280145e-09,0.0005344628783687447,0.1557,0.0,0.0012307722834117032,0.6420934396533455,0.2019,7.309823294389674e-60,2.817162212656492e-36,1.190838507553208e-30,4.065520206668795e-59,4.7956717348217493e-29,7.557308830932552e-52,7.118324194414035e-05,2.3551338482032448e-30,2.3325226799818527e-40,3.0181126202300883e-37,8.200975588428513e-31,3.8878830293121775e-60,1.232399981073965e-26,5.704027042900504e-65,1.1482801549694676e-71,7.091499955661225e-29,1.7174004114733227e-33,4.745671722492376e-68,3.453417891240668e-30,3.5912130632368254e-56,0.00027096872568307023,3.044509032316134e-36,6.380604615303168e-35,1.7104927615064487e-61,1.1230991560305931e-32,9.590062282980712e-35,1.1270058704179283e-97,4.6218228216017676e-23,3.3423866089280357e-25,-3.1177538911532407e-29,-1.0209885310959152e-23,1.0742640652723553e-31,-5.277982502380941e-22,2.331755787619756e-95,5.596356307531354e-99,1.35570560154288e-36,4.683820616330293e-36
5.233545746380741e-09,0.0005344628783687447,0.1557,0.0,0.001227135586133832,0.6420896987278086,0.2019,8.680262579492827e-60,3.079269166741832e-36,1.26804630420623e-30,4.661775878832874e-59,5.158576610569063e-29,8.543916439672918e-52,7.097478542560257e-05,2.5333533810215257e-30,2.50156245206241e-40,3.235539720427024e-37,8.719194534769399e-31,4.469447940158406e-60,1.2923288720167578e-26,6.4526259209663464e-65,1.3040904945381455e-71,7.499991045149185e-29,1.8163651223512995e-33,5.4921122481700225e-68,3.714742224184108e-30,4.187019741498688e-56,0.00027481387947947996,3.1741924811897e-36,6.671974346521354e-35,1.9689491109124932e-61,1.2047641705354479e-32,1.0004666811593198e-34,1.3809182159289643e-97,4.684846894688004e-23,3.4499401167727783e-25,4.10375496311826e-30,-1.038189785381913e-23,1.1088393718952484e-31,-5.276262727983082e-22,2.9037677432327513e-95,7.06306156585554e-99,1.421703624084745e-36,4.911723827207554e-36
