Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44),CH2OX2(50),CHO3X(91),H(23),HCO(31),CH3X(53),CH4(39),OCHCO(417),CH4X(436),CH2O3(185),SX(574),CH2OX(174),CHOX(173)
2.6388713072390126e-10,0.0005344628783687447,0.1557,0.0,0.0014731352530933683,0.642342749992995,0.2019,3.5300603374072347e-73,4.760906488817566e-44,8.880545946869962e-36,1.666780979205504e-70,2.825723774869006e-35,5.418433091193049e-62,8.507798187870379e-05,1.3877459672292952e-36,1.6451308476156323e-46,5.794490820825525e-44,6.69119666846886e-36,1.3372807454790194e-71,1.696187141265742e-30,3.879970651305044e-75,5.1857340779636586e-82,8.695708293901223e-34,2.1033100096598773e-38,1.3369244524563725e-80,2.03506977044503e-36,7.290766840657043e-69,1.4711016066841964e-05,5.944518305795025e-40,1.0421457799061467e-38,5.163551932215763e-73,7.637484018192125e-39,1.794863261726672e-38,2.317511885575178e-114,2.7161998044127362e-24,8.827201752382496e-28,-1.2117884160540953e-26,-8.223982707996471e-25,2.816036848956652e-34,-5.371743110668111e-22,2.443797042497365e-113,3.553783251750121e-118,1.810461461934384e-40,6.23892909879446e-40
2.656279143109523e-10,0.0005344628783687447,0.1557,0.0,0.0014730290575176279,0.64234264076291,0.2019,3.773218348341387e-73,4.973466813142216e-44,9.135514578897116e-36,1.7760242976431243e-70,2.926901196363818e-35,5.733426876340236e-62,8.507191286004884e-05,1.4374353703991831e-36,1.7039275702814954e-46,6.036070480592612e-44,6.883580768680457e-36,1.4252261811297863e-71,1.7329407495534782e-30,4.106275238552904e-75,5.49002539595666e-82,8.944129444967426e-34,2.1634009750086542e-38,1.4363995733953183e-80,2.1079370801631492e-36,7.823834306027753e-69,1.4823280661237301e-05,6.072481256874463e-40,1.064654984946944e-38,5.504695088652357e-73,7.910620176620325e-39,1.8335700671822565e-38,2.5429719707471875e-114,2.735854867982834e-24,8.955240961020879e-28,1.0076812138169709e-26,-8.257781538680755e-25,2.857043577466425e-34,-5.371931258800363e-22,2.700448783902139e-113,3.9544022954572727e-118,1.8500826253908468e-40,6.375650972806135e-40
2.6736869789800335e-10,0.0005344628783687447,0.1557,0.0,0.001472922880795166,0.6423425315513526,0.2019,4.0313586827018913e-73,5.193948470918381e-44,9.39595986657731e-36,1.891587206597157e-70,3.030951367775579e-35,6.064338551699293e-62,8.506584319030711e-05,1.4885356138370754e-36,1.7643889184255374e-46,6.285867466195336e-44,7.080091494320472e-36,1.518276337122206e-71,1.770222664176266e-30,4.344046224443223e-75,5.809847465668894e-82,9.197815323324281e-34,2.224765482980807e-38,1.5424854225190892e-80,2.1828733219642685e-36,8.391735875373168e-69,1.493552705344067e-05,6.202259503680293e-40,1.08748567583613e-38,5.865734307059263e-73,8.191499701596157e-39,1.8728273882936075e-38,2.788538977096043e-114,2.755506255129506e-24,9.084200627735737e-28,5.165459444099202e-27,-8.291578867449443e-25,2.898346281851636e-34,-5.371848347944645e-22,2.9819550239253225e-113,4.39687251178792e-118,1.8902791185999428e-40,6.5143609541800306e-40
2.691094814850544e-10,0.0005344628783687447,0.1557,0.0,0.0014728167227868356,0.6423424223582532,0.2019,4.3052984442851507e-73,5.422588891863205e-44,9.661959593681536e-36,2.013787145095337e-70,3.1379346875537536e-35,6.4118524451428514e-62,8.505977300835699e-05,1.5410763598928123e-36,1.826549713505681e-46,6.54409817478122e-44,7.280787179190203e-36,1.6166885265995127e-71,1.808036607584354e-30,4.593777749727009e-75,6.145875583793504e-82,9.456838553486524e-34,2.287421101702283e-38,1.6555693132467829e-80,2.2599219942183623e-36,8.996480056527573e-69,1.5047755243721024e-05,6.333865322672368e-40,1.1106400732890438e-38,6.247677558966776e-73,8.48028496151966e-39,1.9126389723538753e-38,3.055845123431494e-114,2.7751539664522216e-24,9.214080542058912e-28,-1.7611941995904626e-26,-8.32537511144668e-25,2.9399448944363502e-34,-5.371586777686243e-22,3.2905219633362225e-113,4.885224556065347e-118,1.9310550406687772e-40,6.655073221632629e-40
2.7085026507210543e-10,0.0005344628783687447,0.1557,0.0,0.0014727105833649342,0.6423423131835477,0.2019,4.5958936863065336e-73,5.659630902598065e-44,9.933592075892114e-36,2.1429550991381498e-70,3.2479123769979515e-35,6.776677171412897e-62,8.505370244128027e-05,1.595087675026546e-36,1.890445246340951e-46,6.81098301546305e-44,7.48572655022959e-36,1.720731086060314e-71,1.8463863004960756e-30,4.85598138383233e-75,6.498809361618373e-82,9.721272212178886e-34,2.351385511988212e-38,1.7760582299362388e-80,2.3391271879004908e-36,9.640175869193446e-69,1.515996523269904e-05,6.467310977139865e-40,1.1341203964777745e-38,6.651576234547015e-73,8.777140523850409e-39,1.9530085628986512e-38,3.346642215520446e-114,2.794798002581432e-24,9.34488049356798e-28,1.0870007420061926e-26,-8.359173574540917e-25,2.981839347559073e-34,-5.371837798717322e-22,3.628534031613067e-113,5.4238448024139705e-118,1.972414488731891e-40,6.797801947264854e-40
2.7259104865915647e-10,0.0005344628783687447,0.1557,0.0,0.0014726044624122333,0.6423422040271771,0.2019,4.90404100930473e-73,5.905322810046225e-44,1.0210936160339619e-35,2.2794360780856892e-70,3.360946485202496e-35,7.159546313607623e-62,8.504763160536333e-05,1.6506000322370546e-36,1.9561112798344374e-46,7.086746450863391e-44,7.69496872710335e-36,1.830683764776242e-71,1.88527546189873e-30,5.131186642622151e-75,6.869373406253099e-82,9.991189827334515e-34,2.4166765043529434e-38,1.9043796744202436e-80,2.420533590151724e-36,1.0325037115111984e-68,1.5272157021317168e-05,6.602608717530367e-40,1.1579288630644301e-38,7.078526685930258e-73,9.082233168032896e-39,1.9939398996873234e-38,3.662809476396654e-114,2.814438364175912e-24,9.476600271887654e-28,1.1263921295161043e-26,-8.392970496340865e-25,3.0240295735732204e-34,-5.371807940934313e-22,3.998566879250339e-113,6.017503905099795e-118,2.014361557943365e-40,6.942561296577708e-40
2.743318322462075e-10,0.0005344628783687447,0.1557,0.0,0.0014724983598210885,0.642342094889087,0.2019,5.230679214495179e-73,6.159918485490732e-44,1.0494071225140631e-35,2.4235896042241934e-70,3.477099893988334e-35,7.561219115967793e-62,8.504156060701314e-05,1.7076443134838485e-36,2.023584051650873e-46,7.371617038688688e-44,7.908573221788285e-36,1.9468381250143722e-71,1.9247078090494446e-30,5.419941881818403e-75,7.258318029057266e-82,1.026666537709591e-33,2.4833119736185087e-38,2.040982542427883e-80,2.5041864878309652e-36,1.1053386797535685e-68,1.5384330610812192e-05,6.7397707814294945e-40,1.1820676887460571e-38,7.529671813817746e-73,9.395731898382516e-39,2.0354367187389176e-38,4.006361805098375e-114,2.8340750519203327e-24,9.609239666691048e-28,-2.46127214162026e-26,-8.426765451941167e-25,3.0665155048475536e-34,-5.371415379551548e-22,4.4034012156093624e-113,6.671387428212853e-118,2.0569003415043045e-40,7.089365428456672e-40
2.7607261583325855e-10,0.0005344628783687447,0.1557,0.0,0.0014723922754926286,0.6423419857692267,0.2019,5.576791014193249e-73,6.423677449291727e-44,1.0783077178936347e-35,2.5757902157785513e-70,3.596436322819202e-35,7.982481192154693e-62,8.503548954359524e-05,1.7662518121015308e-36,2.0929002769188416e-46,7.66582747333035e-44,8.126599938160614e-36,2.0694979533998097e-71,1.9646870574760476e-30,5.722814403513124e-75,7.666419986614415e-82,1.0547773288817058e-33,2.551309927031361e-38,2.18633803071157e-80,2.5901317710554213e-36,1.1827661694099794e-68,1.5496486002690134e-05,6.878809393205409e-40,1.2065390876616268e-38,8.006202698279384e-73,9.71780795693237e-39,2.0775027523415617e-38,4.379458540400827e-114,2.8537080665230386e-24,9.742798467700823e-28,1.0118404782336781e-26,-8.460563543302709e-25,3.1092970737665595e-34,-5.371728892722123e-22,4.84603754104211e-113,7.391128677349258e-118,2.100034930662512e-40,7.238228495180287e-40
2.778133994203096e-10,0.0005344628783687447,0.1557,0.0,0.0014722862093360092,0.6423418766675504,0.2019,5.943404800535042e-73,6.696864956262615e-44,1.1078034460431857e-35,2.7364279836463097e-70,3.719020333706813e-35,8.424145250065454e-62,8.502941850420121e-05,1.8264542352087778e-36,2.1640971509372154e-46,7.969614627490956e-44,8.349109171582804e-36,2.198979683534742e-71,2.0052169209779306e-30,6.040390891844134e-75,8.094483202147173e-82,1.0834588438068628e-33,2.6206884823059934e-38,2.3409405757190062e-80,2.6784159367331656e-36,1.2650417087272396e-68,1.560862319870333e-05,7.019736764351342e-40,1.2313452725526107e-38,8.509360274609104e-73,1.0048634836240854e-38,2.12014172901678e-38,4.784412720970952e-114,2.873337408714013e-24,9.877276464690272e-28,2.0787186979271288e-26,-8.494360296580917e-25,3.152374212730818e-34,-5.371801783790835e-22,5.329711824179865e-113,8.18284387455659e-118,2.1437694146951874e-40,7.38916464244336e-40
2.7955418300736064e-10,0.0005344628783687447,0.1557,0.0,0.001472180161267734,0.6423417675840152,0.2019,6.33159647449359e-73,6.979752081704644e-44,1.1379024037936214e-35,2.9059090421184365e-70,3.8449173361043683e-35,8.887051827079541e-62,8.502334757035027e-05,1.8882837061115795e-36,2.237212351823762e-46,8.283219593833953e-44,8.576161608491865e-36,2.3356128300616235e-71,2.0463011116269078e-30,6.37327853362088e-75,8.543339515450982e-82,1.1127186147645912e-33,2.6914658587399077e-38,2.505308824670472e-80,2.769086092087308e-36,1.3524331656648524e-68,1.5720742200829345e-05,7.1625650936833605e-40,1.2564884541131633e-38,9.040437055176425e-73,1.038838829216021e-38,2.1633573735616453e-38,5.223700824104677e-114,2.8929630792430125e-24,1.001267344748426e-27,-3.3045617278445164e-26,-8.52815373385931e-25,3.1957468541573257e-34,-5.371229662310867e-22,5.857912177529881e-113,9.053169825784957e-118,2.188107880936825e-40,7.542188009340411e-40
2.812949665944117e-10,0.0005344628783687447,0.1557,0.0,0.0014720741312110306,0.6423416585185816,0.2019,6.742491337021618e-73,7.272615808099062e-44,1.1686127408903285e-35,3.0846561338604374e-70,3.9741935917832893e-35,9.37207004110992e-62,8.501727681663174e-05,1.9517727666982394e-36,2.3122840431819818e-46,8.606887726654304e-44,8.807818325987911e-36,2.479740434568471e-71,2.087943339768078e-30,6.722105106745557e-75,9.013849479531411e-82,1.1425642186577494e-33,2.763660387435543e-38,2.679986639909738e-80,2.8621899581680538e-36,1.4452212537433338e-68,1.583284301125181e-05,7.3073065667740285e-40,1.2819708414320792e-38,9.60077889821038e-73,1.0737246356566039e-38,2.2071534070725126e-38,5.699973101402985e-114,2.912585078877868e-24,1.0148989205960124e-27,6.457360182545326e-27,-8.56195137945624e-25,3.2394149304797935e-34,-5.371590894439785e-22,6.434396587761415e-113,1.0009304238456773e-117,2.2330544147877246e-40,7.697312728365841e-40
2.830357501814627e-10,0.0005344628783687447,0.1557,0.0,0.0014719681190952778,0.642341549471213,0.2019,7.17726604345228e-73,7.575739112456022e-44,1.1999426599473256e-35,3.273109169443056e-70,4.1069162196990324e-35,9.880098360856173e-62,8.501120631129304e-05,2.016954379829013e-36,2.389350876792094e-46,8.940868683568161e-44,9.04414079142159e-36,2.6317195234530528e-71,2.1301473140206822e-30,7.087519252977714e-75,9.506903123410971e-82,1.1730032769136863e-33,2.837290511646426e-38,2.865544137415234e-80,2.9577758733569204e-36,1.5437000549543668e-68,1.5944925632342783e-05,7.453973356197228e-40,1.307794642356768e-38,1.0191786824408295e-72,1.1095389350047951e-38,2.251533546885761e-38,6.2160644970078585e-114,2.9322034084029206e-24,1.0286223530048462e-27,3.499054706837888e-26,-8.595748327607903e-25,3.2833783741489173e-34,-5.371842429360566e-22,7.063211759487326e-113,1.1059048855541756e-117,2.2786130996873186e-40,7.85455292544484e-40
2.8477653376851376e-10,0.0005344628783687447,0.1557,0.0,0.0014718621248554897,0.642341440441876,0.2019,7.637150623347941e-73,7.889411054320012e-44,1.231900416401479e-35,3.4717258016980664e-70,4.243153200846736e-35,1.0412065385246191e-61,8.500513611677724e-05,2.0838619317207575e-36,2.468451995234656e-46,9.285416467220118e-44,9.285190861983336e-36,2.791921577882818e-71,2.1729167412789507e-30,7.470191881166464e-75,1.0023420741558427e-81,1.204043455385727e-33,2.912374773054519e-38,3.0625787603850966e-80,3.0558927968636204e-36,1.6481775601847364e-68,1.6056990066646665e-05,7.602577622093057e-40,1.3339620626021692e-38,1.0814918882340323e-72,1.1462999894561347e-38,2.2965015066234955e-38,6.775006087818368e-114,2.9518180686175972e-24,1.0424376209733893e-27,-4.2419681959755856e-26,-8.629539981838329e-25,3.3276371176326316e-34,-5.371034535416055e-22,7.748713133639913e-113,1.221085558171731e-117,2.3247880171385854e-40,8.013922719919256e-40
2.865173173555648e-10,0.0005344628783687447,0.1557,0.0,0.0014717561484318329,0.6423413314305393,0.2019,8.12343056793207e-73,8.213926864430703e-44,1.264494318466801e-35,3.680982015177981e-70,4.3829733830988135e-35,1.0968930638207653e-61,8.499906629021556e-05,2.1525292343227026e-36,2.5496270345180383e-46,9.640789467005762e-44,9.531030784293315e-36,2.9607330163242764e-71,2.216255326712962e-30,7.870816288544485e-75,1.056435375276591e-81,1.2356924642546736e-33,2.988931823817315e-38,3.2717163888147882e-80,3.156590312209942e-36,1.7589762276142071e-68,1.6169036316865453e-05,7.753131511396982e-40,1.3604753061802625e-38,1.1471692063641877e-72,1.1840262926040453e-38,2.3420609962427184e-38,7.380037229336382e-114,2.971429060335103e-24,1.0563447035055699e-27,-2.1933131765822407e-27,-8.663336983367303e-25,3.3721910934163328e-34,-5.371403002102294e-22,8.4955861454775e-113,1.3473875786834632e-117,2.371583246728837e-40,8.175436224536506e-40
2.8825810094261585e-10,0.0005344628783687447,0.1557,0.0,0.0014716501897691905,0.6423412224371734,0.2019,8.637448986056292e-73,8.549588034038467e-44,1.297732727088799e-35,3.90137273102306e-70,4.526446486031259e-35,1.1551685386607463e-61,8.499299688387791e-05,2.2229905276866955e-36,2.632916126753463e-46,1.0007250500807191e-43,9.781723193989415e-36,3.138555689776019e-71,2.2601667737694866e-30,8.290108155889271e-75,1.1130685506556075e-81,1.2679580579305726e-33,3.0669804311674214e-38,3.493612486002193e-80,3.259918630705505e-36,1.876433559556068e-68,1.628106438584527e-05,7.905647157785202e-40,1.3873365760705548e-38,1.2163684268906774e-72,1.222736570697274e-38,2.3882157219452665e-38,8.034618395234841e-114,2.991036384381227e-24,1.0703435796108466e-27,5.530684368350243e-26,-8.697134656818495e-25,3.4170402340030865e-34,-5.371944205997424e-22,9.308868790053595e-113,1.485801298200641e-117,2.419002866095306e-40,8.339107545486723e-40
2.899988845296669e-10,0.0005344628783687447,0.1557,0.0,0.0014715442488167647,0.6423411134617519,0.2019,9.180608831064704e-73,8.896702404874125e-44,1.33162405589889e-35,4.133412427523795e-70,4.6736431057419954e-35,1.2161353465919112e-61,8.498692794558496e-05,2.2952804823335176e-36,2.718359902759311e-46,1.0385066856740575e-43,1.0037331115317291e-35,3.325807389759012e-71,2.3046547841728363e-30,8.72880728483596e-75,1.172343210746201e-81,1.300848034954885e-33,3.1465394573091214e-38,3.728953282950155e-80,3.365928594917777e-36,2.0009026982187627e-68,1.6393074276563995e-05,8.060136682788768e-40,1.4145480730448496e-38,1.2892536325275127e-72,1.2624497838934654e-38,2.434969386220025e-38,8.742444566286531e-114,3.0106400415932453e-24,1.084434228304262e-27,-5.150583202777171e-26,-8.730924256252722e-25,3.462184471913818e-34,-5.370842289640634e-22,1.0193975565112216e-112,1.6373979074197974e-117,2.467050950940907e-40,8.504950782395713e-40
2.9173966811671793e-10,0.0005344628783687447,0.1557,0.0,0.0014714383255277081,0.6423410045042495,0.2019,9.754375201142411e-73,9.25558425977205e-44,1.36617677116889e-35,4.377635776660875e-70,4.824634719649739e-35,1.2798992119263946e-61,8.498085951908549e-05,2.369434201609652e-36,2.8059994946454966e-46,1.0774510334913427e-43,1.0297917960721978e-35,3.5229223696242954e-71,2.3497230579257054e-30,9.187677849401559e-75,1.2343643344135178e-81,1.3343702379026088e-33,3.2276278723471904e-38,3.978457001637738e-80,3.4746716821280614e-36,2.1327530408753936e-68,1.6505065992119984e-05,8.216612194910834e-40,1.4421119960003583e-38,1.3659954056773575e-72,1.303185127508895e-38,2.482325687933749e-38,9.50745945006763e-114,3.030240032818925e-24,1.0986166286064953e-27,-1.8871954309168256e-26,-8.76472020984551e-25,3.5076237396874843e-34,-5.37113483246398e-22,1.1156722866179454e-112,1.803335441627238e-117,2.515731575069978e-40,8.67298002830028e-40
2.9348045170376897e-10,0.0005344628783687447,0.1557,0.0,0.0014713324198587902,0.642340895564643,0.2019,1.0360277713818346e-72,9.626554413945532e-44,1.4013993917655578e-35,4.634598296939514e-70,4.979493691280484e-35,1.3465692865365288e-61,8.497479164440171e-05,2.445487224037953e-36,2.89587653846991e-46,1.1175857289189238e-43,1.0563547530436376e-35,3.730351879360355e-71,2.395375293310017e-30,9.66750795874641e-75,1.2992403543692417e-81,1.3685325532846143e-33,3.310264765986529e-38,4.24287511814211e-80,3.586200007778572e-36,2.272370874936428e-68,1.6617039535721773e-05,8.37508578894515e-40,1.4700305430710318e-38,1.446771040834608e-72,1.3449620332643487e-38,2.530288322203498e-38,1.0333870547340374e-113,3.0498363589155995e-24,1.1128907595439067e-27,8.317398386876483e-26,-8.79851935099363e-25,3.5533579698812303e-34,-5.372121492704774e-22,1.2203355912004477e-112,1.984865188102142e-117,2.5650488103498908e-40,8.843209369688383e-40
2.9522123529082e-10,0.0005344628783687447,0.1557,0.0,0.0014712265317700902,0.6423407866429115,0.2019,1.0999912957085307e-72,1.0009940306914001e-43,1.4373004891051824e-35,4.9048770228223774e-70,5.138293275049101e-35,1.4162582372996432e-61,8.496872435814508e-05,2.52347552566593e-36,2.9880331768305606e-46,1.158938866895853e-43,1.0834284012071866e-35,3.948564713827872e-71,2.441615186887756e-30,1.0169111760759957e-74,1.367083242234924e-81,1.4033429114504912e-33,3.394469319468384e-38,4.522993666640611e-80,3.700566328915976e-36,2.4201600334313775e-68,1.6728994910678527e-05,8.535569547829844e-40,1.4983059101394266e-38,1.5317647624577854e-72,1.3878001705271756e-38,2.5788609804214317e-38,1.1226164765883736e-113,3.0694290207493404e-24,1.1272566001485822e-27,-5.785398163037335e-26,-8.832306676376474e-25,3.5993870950705313e-34,-5.370677425724592e-22,1.3340577280148535e-112,2.1833385199822346e-117,2.615006726712031e-40,9.015652886504633e-40
2.9696201887787106e-10,0.0005344628783687447,0.1557,0.0,0.001471120661224717,0.6423406777390338,0.2019,1.16749470204004e-72,1.0406076095081374e-43,1.4738886871082584e-35,5.1890711910445e-70,5.301107621020112e-35,1.4890823344295974e-61,8.496265769380559e-05,2.6034355224037984e-36,3.082512061404378e-46,1.20153900609145e-43,1.1110191980211889e-35,4.178047775071648e-71,2.4884464335018155e-30,1.0693329990405311e-74,1.438008609391801e-81,1.4388092864912932e-33,3.48026081734516e-38,4.8196345853209e-80,3.81782404761995e-36,2.576542571413935e-68,1.6840932120391484e-05,8.698075541900775e-40,1.5269402909375411e-38,1.6211679484243298e-72,1.431719447549508e-38,2.628047350409481e-38,1.2189125000460194e-113,3.0890180191941804e-24,1.1417141294583702e-27,-4.783238040957095e-26,-8.86610085619608e-25,3.6457110478493253e-34,-5.370743847556951e-22,1.4575577138354682e-112,2.4002141819233925e-117,2.6656093922035283e-40,9.190324652111148e-40
2.987028024649221e-10,0.0005344628783687447,0.1557,0.0,0.0014710148081885513,0.6423405688529917,0.2019,1.2387118105841973e-72,1.0815302744964089e-43,1.511172662154203e-35,5.487802944138265e-70,5.468011779653779e-35,1.565161543498643e-61,8.495659168201624e-05,2.6854040723553162e-36,3.179356355579478e-46,1.245415173083049e-43,1.139133639600094e-35,4.419306648990745e-71,2.5358727262768245e-30,1.1241028902337646e-74,1.512135798040457e-81,1.4749396961423918e-33,3.567658670234586e-38,5.133657105225766e-80,3.938027214421163e-36,2.7419594638132415e-68,1.695285116834596e-05,8.862615827095113e-40,1.5559358787668115e-38,1.715179359165404e-72,1.4767400127026617e-38,2.677851116250366e-38,1.3227847782854368e-113,3.108603355131416e-24,1.156263326516918e-27,1.1966908731259934e-25,-8.899902458363546e-25,3.6923297608301335e-34,-5.37238506063231e-22,1.5916065261705473e-112,2.6370660542095905e-117,2.7168608729511872e-40,9.367238733325307e-40
3.021843696390242e-10,0.0005344628783687447,0.1557,0.0,0.0014708031545198964,0.642340351134345,0.2019,1.3930201179822924e-72,1.167442711205127e-43,1.5878629109159268e-35,6.131486692680624e-70,5.81439426714644e-35,1.7275841941645223e-61,8.494446172571725e-05,2.8555164892381443e-36,3.3803164002498443e-46,1.337114061370504e-43,1.1969596345465183e-35,4.939271193872514e-71,2.6325252142219045e-30,1.241047472735413e-74,1.6704922096394833e-81,1.5492249078599964e-33,3.7473515365317997e-38,5.817479068989253e-80,4.187489357158299e-36,3.1017592083558492e-68,1.7176634793299963e-05,9.197847435964327e-40,1.6150194373094305e-38,1.9178602395319485e-72,1.5701668088527316e-38,2.779325553346455e-38,1.5554646366911987e-113,3.14776304304091e-24,1.1856366400840488e-27,2.3615852053601524e-29,-8.967482972423689e-25,3.786451197941381e-34,-5.371121025402739e-22,1.8947153687403113e-112,3.177621156965085e-117,2.821326535092875e-40,9.727850077181176e-40
3.053177800957161e-10,0.0005344628783687447,0.1557,0.0,0.0014706127258062164,0.6423401552483952,0.2019,1.5464995889313826e-72,1.2495973132711019e-43,1.6593518061931537e-35,6.76725682476479e-70,6.140897173836672e-35,1.886179521049886e-61,8.493354725370896e-05,3.015865812759784e-36,3.569713723961778e-46,1.4243079983766764e-43,1.2508598541329633e-35,5.452988369241653e-71,2.7215845255182984e-30,1.3552549156234855e-74,1.8252401673113224e-81,1.6184339208727007e-33,3.9147655772506405e-38,6.501798901764995e-80,4.422634350210273e-36,3.4613136703130032e-68,1.737797797898827e-05,9.506633854258425e-40,1.6694519301092696e-38,2.1181867192256366e-72,1.6582244189802267e-38,2.8728009239598936e-38,1.7966087822239776e-113,3.18299424535175e-24,1.212385915880864e-27,-4.553048891212428e-27,-9.028309470002385e-25,3.87216789558521e-34,-5.37101443225652e-22,2.212513029697303e-112,3.750890870221677e-117,2.9176053313865247e-40,1.0060209990440389e-39
3.08451190552408e-10,0.0005344628783687447,0.1557,0.0,0.0014704223533956709,0.6423399594199904,0.2019,1.7150737310528857e-72,1.3365557513158297e-43,1.733232347031508e-35,7.460929409127758e-70,6.481859911268789e-35,2.0573659691714343e-61,8.492263526532048e-05,3.1833165221142964e-36,3.7674699104212855e-46,1.5161095145171468e-43,1.3065594728187477e-35,6.0136400951609464e-71,2.8126291434042394e-30,1.4785478019930257e-74,1.9923987047250045e-81,1.6899210824312947e-33,4.0876906748338704e-38,7.257658732556684e-80,4.6681931867517716e-36,3.857940815357428e-68,1.7579262377922705e-05,9.82219830034666e-40,1.7250887583568892e-38,2.3368978779643547e-72,1.7501746546207755e-38,2.968333784303618e-38,2.071863145640966e-113,3.2182135951133527e-24,1.2394318695385353e-27,4.194862453025364e-25,-9.089155496261968e-25,3.958838569133124e-34,-5.37519397824344e-22,2.579234551419635e-112,4.4195580441578385e-117,3.0160494382222816e-40,1.040005347447917e-39
3.115846010090999e-10,0.0005344628783687447,0.1557,0.0,0.001470232037162814,0.6423397636490568,0.2019,1.900054581082523e-72,1.4285427537747964e-43,1.8095570249575521e-35,8.217060316414964e-70,6.837753352281622e-35,2.2419893846192384e-61,8.49117258634538e-05,3.358099868087892e-36,3.973855527878537e-46,1.6127053621846795e-43,1.3640977683147092e-35,6.6249319274220266e-71,2.9056805441624782e-30,1.6115376887022694e-74,2.172811651484165e-81,1.7637347173754415e-33,4.2662437039696123e-38,8.091617775295207e-80,4.9245049841443397e-36,4.294996820374198e-68,1.7780488012646077e-05,1.0144610630520703e-39,1.7819426488319355e-38,2.575452199563938e-72,1.8461438647084495e-38,3.0659454875004256e-38,2.3855989903012594e-113,3.2534210976548885e-24,1.266774379052846e-27,-1.0909917680779371e-25,-9.149955830788321e-25,4.046462826265336e-34,-5.369847323023228e-22,3.0017508550481277e-112,5.198189030407036e-117,3.116682500299187e-40,1.0747462330666264e-39
3.147180114657918e-10,0.0005344628783687447,0.1557,0.0,0.0014700417769971353,0.6423395679355273,0.2019,2.102853777832461e-72,1.5257909643876382e-43,1.888378878596436e-35,9.040508351657859e-70,7.209058196353857e-35,2.4409422497926244e-61,8.490081913563163e-05,3.5404519274287884e-36,4.1891467190787626e-46,1.714287538890435e-43,1.4235144208803586e-35,7.290816789870337e-71,3.000760186104197e-30,1.7548697340941763e-74,2.3673700863929752e-81,1.8399236010385857e-33,4.45054268951725e-38,9.010753740621844e-80,5.1919159367354104e-36,4.776100237432441e-68,1.7981654906146748e-05,1.0473940563321955e-39,1.8400263127735234e-38,2.8354060464184705e-72,1.946261016014039e-38,3.16565734837122e-38,2.7426908025191166e-113,3.288616758342975e-24,1.2944133224823246e-27,-3.20197635676943e-25,-9.21077057771375e-25,4.13504027486348e-34,-5.3676755242119995e-22,3.4878072122316485e-112,6.103379412277397e-117,3.219528142522525e-40,1.1102518291793956e-39
3.178514219224837e-10,0.0005344628783687447,0.1557,0.0,0.0014698515728008477,0.6423393722793411,0.2019,2.3249890618356027e-72,1.6285411292956947e-43,1.9697514928244694e-35,9.936451740049161e-70,7.596265057247168e-35,2.655165702610215e-61,8.488991515627596e-05,3.730613645889361e-36,4.413625248708301e-46,1.8210533661047436e-43,1.484849512556801e-35,8.01550850264942e-71,3.0978895095845212e-30,1.909224228397802e-74,2.5770144358659904e-81,1.918536957448716e-33,4.6407067563871757e-38,1.0022697307228144e-79,5.470779378975786e-36,5.3051492942317106e-68,1.8182763081790352e-05,1.081025768198166e-39,1.8993524452098409e-38,3.1184190450389493e-72,2.0506577158291684e-38,3.267490643655056e-38,3.1485676662220973e-113,3.323800582575616e-24,1.3223485779485245e-27,4.21643451542944e-25,-9.271630221271513e-25,4.224570523011571e-34,-5.375033075414824e-22,4.0461230129779774e-112,7.154009491023092e-117,3.3246099699585437e-40,1.1465303022214384e-39
3.209848323791756e-10,0.0005344628783687447,0.1557,0.0,0.0014696614244870039,0.6423391766804435,0.2019,2.568091139035158e-72,1.7370422863508915e-43,2.0537289979240053e-35,1.091040532400688e-69,7.999874550231777e-35,2.8856516130590104e-61,8.487901398864835e-05,3.9288308810631936e-36,4.647578550608615e-46,1.933205568047978e-43,1.5481435264016084e-35,8.803495897749463e-71,3.197089937017977e-30,2.075318521921445e-74,2.802736616446314e-81,1.9996244575360725e-33,4.836856018513424e-38,1.1135668470355839e-79,5.7614558482363194e-36,5.886340141019571e-68,1.8383812563261793e-05,1.1153631443140865e-39,1.9599337207701245e-38,3.426259707290595e-72,2.1594682345212558e-38,3.37146661192564e-38,3.6092693791565556e-113,3.358972575777053e-24,1.3505800236362535e-27,-6.235487702419575e-26,-9.332430880416375e-25,4.315053178996788e-34,-5.370132291174294e-22,4.686501765952213e-112,8.371529150526443e-117,3.4319515677140495e-40,1.183589811804115e-39
