Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60)
2.978425421774213e-10,0.002719578564615631,0.0915567593028733,0.0,0.007251533818631343,0.4514626338508508,2.1741367474108884e-18,0.4566045138533635,2.4779139294047522e-17,7.465715701269606e-23,8.768143079618128e-18,4.6376538580046466e-23,1.1166187152414574e-36,0.0001599888660801792,8.344301615121136e-17,4.189527964440494e-20,9.897853068992034e-18,8.230525689539053e-17,1.6583397658163185e-11,3.3676338265574e-17,2.306751265398535e-22,1.9698518811940201e-19,6.04866027356661e-21,6.521115745129552e-26,9.833185450244244e-33,1.7588063675015044e-24,0.0002960984710797263,7.221007234648336e-11,3.609540769529889e-25
2.9965790113975963e-10,0.002719578564615631,0.0915567593028733,0.0,0.007248254693789398,0.45146264619124854,2.2131319214537737e-18,0.45660286195028627,2.5033981601076335e-17,7.592614679237872e-23,8.838758711196269e-18,4.757384701843356e-23,1.1552087110571812e-36,0.00015996418444211627,8.443118395952425e-17,4.189076751821981e-20,9.94306671291092e-18,8.326337953951108e-17,1.6679133045269192e-11,3.3967334832136574e-17,2.313895851327965e-22,1.969638009586852e-19,6.1510058181879595e-21,6.633257983602645e-26,9.913313988100259e-33,1.804213634500832e-24,0.00029775037406120866,7.26313789513666e-11,3.6499093347183256e-25
3.0147326010209796e-10,0.002719578564615631,0.0915567593028733,0.0,0.007244979993833636,0.45146265924367585,2.252579444742079e-18,0.4566012115476227,2.5289279288579084e-17,7.720584963189029e-23,8.909355655851165e-18,4.879146066852424e-23,1.1947970387123897e-36,0.0001599380787450795,8.542484663582364e-17,4.1885996307262506e-20,9.987744086583172e-18,8.422654227248805e-17,1.6774812812194206e-11,3.425825179556294e-17,2.320035178554132e-22,1.9694120087210799e-19,6.254203710173668e-21,6.746322726307564e-26,9.993306326403675e-33,1.850390964143483e-24,0.00029940077662920866,7.305249514002496e-11,3.69046299610119e-25
3.032886190644363e-10,0.002719578564615631,0.0915567593028733,0.0,0.0072417096663556875,0.4514626729846241,2.292481686058557e-18,0.4565995626426771,2.5545024310617903e-17,7.849624769201024e-23,8.97993286960702e-18,5.002952987555631e-23,1.2354004683219923e-36,0.0001599105960068143,8.642399918918109e-17,4.188097436419432e-20,1.0031888795834373e-17,8.519473760274737e-17,1.6870437025292197e-11,3.454908485744948e-17,2.3280725769061994e-22,1.969174275071218e-19,6.3582523181800484e-21,6.860307933844839e-26,1.0073161983879484e-32,1.8973440581421886e-24,0.0003010496814790391,7.347342116870979e-11,3.731201176422769e-25
3.051039780267746e-10,0.002719578564615631,0.0915567593028733,0.0,0.007238443660486724,0.4514626873913278,2.332841010635976e-18,0.45659791523278087,2.5801208733064937e-17,7.979732306648145e-23,9.050489345080067e-18,5.12882043512002e-23,1.2770358873271047e-36,0.0001598817817580667,8.742863663759618e-17,4.1875709951481474e-20,1.0075504482748044e-17,8.616795805559666e-17,1.6966005750212796e-11,3.483982986297231e-17,2.3353443438894134e-22,1.9689251924276595e-19,6.4631500061003086e-21,6.975211570800212e-26,1.0152880526791886e-32,1.9450785941814454e-24,0.0003026970912797413,7.389415729064925e-11,3.772123300135849e-25
3.0691933698911294e-10,0.002719578564615631,0.0915567593028733,0.0,0.007235181926849855,0.45146270244174197,2.3736597801651057e-18,0.45659626931529024,2.605782473182947e-17,8.110905778819527e-23,9.121024106969258e-18,5.2567633179158607e-23,1.319720299890539e-36,0.00015985168008871237,8.843875400791035e-17,4.1870211056985033e-20,1.0118594822985938e-17,8.714619617299293e-17,1.7061519051921033e-11,3.513048279638759e-17,2.3411207550844694e-22,1.968665132303205e-19,6.568895133564101e-21,7.091031611378357e-26,1.0232461570594722e-32,1.993600226129881e-24,0.00030434300867482117,7.431470375613748e-11,3.813228793392502e-25
3.0873469595145127e-10,0.002719578564615631,0.0915567593028733,0.0,0.007231924417513943,0.45146271811451966,2.4149403528026003e-18,0.45659462488758673,2.631486459108034e-17,8.243143383508639e-23,9.191536211624521e-18,5.386796482071867e-23,1.363470826299918e-36,0.00015982033369252565,8.945434633572297e-17,4.186448529539598e-20,1.0161163523166999e-17,8.812944451331722e-17,1.7156976994716993e-11,3.5421039776667723e-17,2.349173077663074e-22,1.968394454326898e-19,6.6754860564135884e-21,7.207766042819623e-26,1.0311904772361557e-32,2.0429145842508267e-24,0.0003059874362829626,7.47350608126203e-11,3.854517084035272e-25
3.105500549137896e-10,0.002719578564615631,0.0915567593028733,0.0,0.00722867108594876,0.4514627343889905,2.456685083178769e-18,0.4565929819470754,2.6572320701359268e-17,8.37644331357488e-23,9.262024749422915e-18,5.518934712025669e-23,1.4083047023761622e-36,0.00015978778391062518,9.047540866531044e-17,4.185854010206727e-20,1.0203214318198943e-17,8.911769565115556e-17,1.7252379642256185e-11,3.571149705326967e-17,2.356666621344042e-22,1.9681135066250222e-19,6.782921127157003e-21,7.325412856200376e-26,1.0391209828964675e-32,2.0930272754110767e-24,0.00030763037669871804,7.515522870477881e-11,3.8959876015877383e-25
3.123654138761279e-10,0.002719578564615631,0.0915567593028733,0.0,0.00722542188698151,0.4514627512451389,2.4988963224052513e-18,0.4565913404911857,2.6830185557831166e-17,8.510803757478382e-23,9.332488840419267e-18,5.65319273106646e-23,1.4542392788849746e-36,0.00015975407077362816,9.150193604954654e-17,4.1852382724730826e-20,1.0244750968807306e-17,9.011094217708631e-17,1.7347727057567373e-11,3.600185100203119e-17,2.362020377524243e-22,1.9678226261899282e-19,6.89119869539994e-21,7.443970051945878e-26,1.047037648085223e-32,2.143943883286693e-24,0.00030927183249317744,7.557520767461014e-11,3.937639777245637e-25
3.1418077283846625e-10,0.002719578564615631,0.0915567593028733,0.0,0.007222176776754627,0.4514627686635847,2.5415764180825912e-18,0.4565897005173689,2.7088451758622375e-17,8.646222899789166e-23,9.40292763294303e-18,5.789585201871628e-23,1.5012920209561792e-36,0.0001597192330425489,9.253392354982558e-17,4.184602011027919e-20,1.0285777259209984e-17,9.11091766974737e-17,1.7443019303070263e-11,3.629209812119189e-17,2.3700467903146293e-22,1.9675221392374297e-19,7.000317108255831e-21,7.563435645326803e-26,1.0549404504207302e-32,2.1956699685665226e-24,0.00031091180621461653,7.599499796150565e-11,3.979473043868452e-25
3.159961318008046e-10,0.002719578564615631,0.0915567593028733,0.0,0.0072189357126848435,0.45146278662556216,2.584727714307712e-18,0.4565880620230991,2.734711200309879e-17,8.782698921671625e-23,9.473340306607558e-18,5.928126727038014e-23,1.5494805075085268e-36,0.00015968330824847398,9.357136623598787e-17,4.183945898216856e-20,1.0326296994786292e-17,9.21123918342671e-17,1.75382564405943e-11,3.6582235027536114e-17,2.3778870710288286e-22,1.9672123615524894e-19,7.110274710736701e-21,7.683807655140303e-26,1.062829370817582e-32,2.248211069153678e-24,0.0003125503003891247,7.641459980232696e-11,4.0214868359703042e-25
3.178114907631429e-10,0.002719578564615631,0.0915567593028733,0.0,0.007215698653423497,0.45146280511290143,2.628352551681302e-18,0.4565864250058719,2.760615909018828e-17,8.920230001345354e-23,9.543726067750726e-18,6.068831849604118e-23,1.598822430676094e-36,0.00015964633273104616,9.461425918624672e-17,4.1832705897399205e-20,1.0366313999843555e-17,9.312058022480626e-17,1.7633438531394967e-11,3.687225845265303e-17,2.382755349759029e-22,1.9668935988237556e-19,7.22106984612419e-21,7.805084108691462e-26,1.070704394075023e-32,2.3015727003635825e-24,0.00031418731752121235,7.68340134314792e-11,4.0636805897113764e-25
3.1962684972548123e-10,0.002719578564615631,0.0915567593028733,0.0,0.0072124655588180235,0.45146282410801,2.6724532673151078e-18,0.4565847894632036,2.7865585916797883e-17,9.058814314523387e-23,9.614084147739142e-18,6.21171505356525e-23,1.649335595242802e-36,0.00015960834167579022,9.566259748711747e-17,4.1825767180549106e-20,1.0405832115529985e-17,9.413373452163197e-17,1.772856563616936e-11,3.716216523931132e-17,2.3906800794059194e-22,1.9665661469678317e-19,7.332700856322171e-21,7.927263050106187e-26,1.0785655080493216e-32,2.3557603551193435e-24,0.00031582286009440076,7.725323908098241e-11,4.1060537428898965e-25
3.2144220868781956e-10,0.002719578564615631,0.0915567593028733,0.0,0.007209236389874609,0.4514628435938536,2.7170321948391384e-18,0.4565831553926311,2.8125385476226854e-17,9.198450034828596e-23,9.684413807428499e-18,6.356790764383176e-23,1.7010379180828363e-36,0.0001595693691503113,9.671637623334907e-17,4.181864893133287e-20,1.0444855197792775e-17,9.515184739230231e-17,1.7823637815073786e-11,3.745195233794577e-17,2.399029692639291e-22,1.96623029244287e-19,7.445166082192192e-21,8.050342526689038e-26,1.0864127032351565e-32,2.410779504145036e-24,0.000317456930571791,7.767227698054049e-11,4.148605734933315e-25
3.232575676501579e-10,0.002719578564615631,0.0915567593028733,0.0,0.007206011108721999,0.45146286355394016,2.7620916644087843e-18,0.45658152279171127,2.838555085658721e-17,9.339135334189353e-23,9.754714331977905e-18,6.504073349485696e-23,1.753947427600855e-36,0.00015952944813939684,9.777559052785687e-17,4.181135708139189e-20,1.0483387115390929e-17,9.617491151921405e-17,1.7918655127738627e-11,3.7741616803251365e-17,2.4033537599288465e-22,1.9658863125519055e-19,7.558463863871371e-21,8.174320592736269e-26,1.094245973627878e-32,2.466635596155171e-24,0.00031908953139661784,7.809112735760784e-11,4.19133600689002e-25
3.250729266124962e-10,0.002719578564615631,0.0915567593028733,0.0,0.0072027896785763846,0.45146288397230167,2.8076340027118526e-18,0.45657989165802015,2.86460752392933e-17,9.480868383215196e-23,9.824985027966012e-18,6.653577118758341e-23,1.808082263180565e-36,0.00015948861057905238,9.88402354816572e-17,4.1803897375469834e-20,1.0521431748022754e-17,9.720291959942919e-17,1.8013617633281885e-11,3.8031155790882084e-17,2.4110500016704714e-22,1.965534475737048e-19,7.672592541074032e-21,8.29919532157563e-26,1.1020653158684601e-32,2.5233340580411688e-24,0.00032072066499278337,7.850979043745429e-11,4.234244001421687e-25
3.2688828557483454e-10,0.002719578564615631,0.0915567593028733,0.0,0.0071995720637073645,0.451462904833478,2.853661532975525e-18,0.45657826198915263,2.8906951897581025e-17,9.623647351553375e-23,9.895225229814391e-18,6.805316325030832e-23,1.8634606746401556e-36,0.00015944688738950082,9.991030621380439e-17,4.179627535467499e-20,1.0558992984526785e-17,9.823586434450653e-17,1.8108525390325765e-11,3.8320566554252726e-17,2.4201165057071362e-22,1.965175041863926e-19,7.787550453378533e-21,8.424964789491499e-26,1.1098707285862844e-32,2.5808802950558502e-24,0.000322350333765376,7.892826644322779e-11,4.277329162794737e-25
3.2870364453717287e-10,0.002719578564615631,0.0915567593028733,0.0,0.007196358229404956,0.4514629261225008,2.9001765749732307e-18,0.456576633782722,2.9168174195031273e-17,9.767470408227104e-23,9.965434294454078e-18,6.959305164552724e-23,1.9201010216852263e-36,0.00015940430850717375,1.0098579785132896e-16,4.1788496391002425e-20,1.0596074721129159e-17,9.927373848033792e-17,1.8203378457010287e-11,3.8609846441438863e-17,2.4238543814418375e-22,1.9648082624966392e-19,7.903335940498473e-21,8.551627077422175e-26,1.1176622135893472e-32,2.6392796909938236e-24,0.0003239785401011713,7.934655559601507e-11,4.320590936872305e-25
3.305190034995112e-10,0.002719578564615631,0.0915567593028733,0.0,0.007193148141947606,0.4514629478248785,2.947181445031449e-18,0.4565750070363593,2.942973558413615e-17,9.912335721956267e-23,1.0035611596646547e-17,7.115557777460374e-23,1.978021773370188e-36,0.00015936090291572444,1.0206670552917699e-16,4.178056569498929e-20,1.0632680859774146e-17,1.0031653474698934e-16,1.829817689100487e-11,3.889899289217258e-17,2.431122610293449e-22,1.964434381164637e-19,8.019947342539526e-21,8.679180287826754e-26,1.1254397750351088e-32,2.698537608368589e-24,0.0003256052863691187,7.976465811490042e-11,4.364028771106944e-25
3.323343624618495e-10,0.002719578564615631,0.0915567593028733,0.0,0.007189941768571196,0.45146296992658036,2.994678456036432e-18,0.45657338174771284,2.969162960490528e-17,1.0058241461461339e-22,1.0105756537577054e-17,7.274088248239314e-23,2.037241507568263e-36,0.00015931669867608802,1.0315302439015224e-16,4.177248830026259e-20,1.0668815306533763e-17,1.013642458985462e-16,1.839292074952396e-11,3.9188003434932607e-17,2.4411645844887787e-22,1.9640536336207274e-19,8.137383000243597e-21,8.807622526250748e-26,1.1332034184172677e-32,2.7586593885878848e-24,0.0003272305749208116,8.01825742170229e-11,4.407642114532349e-25
3.3414972142418785e-10,0.002719578564615631,0.0915567593028733,0.0,0.007186739077439207,0.451462992414023,3.0426699174408464e-18,0.45657175791444804,2.9953849883493683e-17,1.0205185795747542e-22,1.0175868511014194e-17,7.434910606168424e-23,2.097778910403736e-36,0.00015927172295539873,1.0424474958485982e-16,4.176426907442509e-20,1.0704481970084935e-17,1.0241686470296464e-16,1.848761008934033e-11,3.94768756841461e-17,2.4396259596861885e-22,1.9636662480883558e-19,8.255641255214824e-21,8.936951896569175e-26,1.1409531517011007e-32,2.819650352122155e-24,0.0003288544080909393,8.060030411763096e-11,4.451430417755372e-25
3.359650803865262e-10,0.002719578564615631,0.0915567593028733,0.0,0.007183540037613027,0.4514630152740553,3.0911581352703985e-18,0.45657013553424663,3.021639013082446e-17,1.0353166894386743e-22,1.0245946940670437e-17,7.598038825770496e-23,2.1596527757627218e-36,0.00015922600205580154,1.0534187627164846e-16,4.175591274688927e-20,1.0739684760185559e-17,1.0347438394192259e-16,1.8582244966793344e-11,3.976560733739917e-17,2.439438276165732e-22,1.96327244550829e-19,8.374720450146724e-21,9.067166530393416e-26,1.148688984339255e-32,2.8815157986754073e-24,0.00033047678819773767,8.101784803013701e-11,4.495393132949925e-25
3.377804393488645e-10,0.002719578564615631,0.0915567593028733,0.0,0.007180344619023915,0.45146303849394487,3.1401454121303346e-18,0.4565685146048063,3.047924414128463e-17,1.0502182927772287e-22,1.0315991341045494e-17,7.76348682726584e-23,2.2228820048698962e-36,0.00015917956144161918,1.0644439961655729e-16,4.174742389047533e-20,1.0774427586289327e-17,1.0453679641067924e-16,1.8676825437802173e-11,4.0054196172809906e-17,2.46212933620649e-22,1.9628724397718658e-19,8.494618929028675e-21,9.198264578688599e-26,1.156410927491164e-32,2.9442610073572628e-24,0.0003320977175434135,8.143520616616889e-11,4.539529713848001e-25
3.3959579831120283e-10,0.002719578564615631,0.0915567593028733,0.0,0.007177152792446127,0.4514630620613659,3.189634047211856e-18,0.4565668951238406,3.074240579144747e-17,1.065223206735562e-22,1.0386001239673057e-17,7.931268476981461e-23,2.2874856056554896e-36,0.00015913242576543268,1.075523147932661e-16,4.1738806917125326e-20,1.0808714356229296e-17,1.056040949179393e-16,1.8771351557884724e-11,4.034264004650937e-17,2.4687847138098818e-22,1.9624664379418984e-19,8.61533503733184e-21,9.330244155418526e-26,1.1641189964611421e-32,3.007891236838125e-24,0.0003337171984145511,8.18523787356192e-11,4.583839615730778e-25
3.4141115727354116e-10,0.002719578564615631,0.0915567593028733,0.0,0.007173964529470398,0.45146308596438467,3.239626336298506e-18,0.45656527708907824,3.10058690387913e-17,1.0803312485876143e-22,1.0455975924802517e-17,8.101397587704623e-23,2.3534826918975805e-36,0.00015908461889377654,1.0866561698304227e-16,4.173006610584586e-20,1.0842548974911453e-17,1.0667627228571922e-16,1.8865823382163722e-11,4.063093689015623e-17,2.432132826470163e-22,1.962054640471426e-19,8.73686712218078e-21,9.463103388528328e-26,1.1718132048557729e-32,3.072411725483273e-24,0.00033533523308251274,8.226936594669384e-11,4.62832229542456e-25
3.432265162358795e-10,0.002719578564615631,0.0915567593028733,0.0,0.0071707798024778,0.4514631101914486,3.2901245717725295e-18,0.4565636604982624,3.1269627920433194e-17,1.095542235758626e-22,1.0525915082485482e-17,8.273887919243443e-23,2.420892483615273e-36,0.00015903616393250918,1.0978430137468551e-16,4.1721205620270454e-20,1.087593534303628e-17,1.0775332134921488e-16,1.896024096535996e-11,4.091908470847976e-17,2.462976942887655e-22,1.961637241423135e-19,8.859213532560756e-21,9.59684052070309e-26,1.1794935744891412e-32,3.1378276915654694e-24,0.00033695182380383417,8.268616800595991e-11,4.672977211296264e-25
3.450418751982178e-10,0.002719578564615631,0.0915567593028733,0.0,0.007167598584614704,0.45146313473137273,3.3411310426211457e-18,0.45656204534915124,3.1533676551928674e-17,1.1108559858458687e-22,1.059581841912214e-17,8.44875317874931e-23,2.4897343059885563e-36,0.0001589870832510839,1.1090836316448803e-16,4.1712229463959246e-20,1.0908877355927134e-17,1.0883523495667446e-16,1.9054604361836026e-11,4.120708157694415e-17,2.509074660384084e-22,1.9612144286743013e-19,8.982372619468e-21,9.731453688273508e-26,1.1871601221168e-32,3.2041443333872387e-24,0.0003385669728206036,8.310278511839174e-11,4.7178038232345845e-25
3.4685723416055614e-10,0.002719578564615631,0.0915567593028733,0.0,0.007164420849769096,0.451463159573329,3.3926480344427187e-18,0.4565604316395167,3.179800912607368e-17,1.1262723166373946e-22,1.0665685352088058e-17,8.626007021036398e-23,2.5600275884532385e-36,0.00015893739850551903,1.1203779755618506e-16,4.1703141512383604e-20,1.0941378902410152e-17,1.0992200596927738e-16,1.9148913625597288e-11,4.149492563952786e-17,2.471165571497218e-22,1.9607863841060724e-19,9.106342736044139e-21,9.86694098976097e-26,1.1948128686921884e-32,3.2713668294020405e-24,0.0003401806823608179,8.351921748741409e-11,4.762801592652357e-25
3.4867259312289447e-10,0.002719578564615631,0.0915567593028733,0.0,0.007161246572547543,0.4514631847068351,3.4446778294528805e-18,0.4565588193671446,3.20626199117296e-17,1.1417910461298125e-22,1.0735515206960564e-17,8.805663048993372e-23,2.6317918644389752e-36,0.00015888713066073855,1.1317259976090156e-16,4.169394553948279e-20,1.0973443863739704e-17,1.110136272610164e-16,1.9243168810274643e-11,4.178261510655891e-17,2.4583505744119764e-22,1.9603532837996267e-19,9.231122237724505e-21,1.0003300683439087e-25,1.2024518327622003e-32,3.339500338370412e-24,0.0003417929546387316,8.393546531494445e-11,4.807969982484598e-25
3.504879520852328e-10,0.002719578564615631,0.0915567593028733,0.0,0.0071580757282519725,0.45146321012174295,3.497222706490669e-18,0.456557208529834,3.232750325266835e-17,1.1574119925462584e-22,1.080530820988192e-17,8.987734814222009e-23,2.705046772447049e-36,0.00015883630001309437,1.1431276499710858e-16,4.1684645193290366e-20,1.1005076112536473e-17,1.1211009171857857e-16,1.9337369969141845e-11,4.2070148252542356e-17,2.626606526315008e-22,1.9599152982355573e-19,9.356709482426358e-21,1.0140531097632377e-25,1.2100770460392237e-32,3.408549999602165e-24,0.000343403791855206,8.435152880143544e-11,4.853308457168073e-25
3.523033110475711e-10,0.002719578564615631,0.0915567593028733,0.0,0.007154908292857798,0.4514632358082278,3.550284941024556e-18,0.456555599125397,3.259265356645741e-17,1.1731349743525035e-22,1.0875063859837512e-17,9.172235817035801e-23,2.779812052943378e-36,0.00015878492621157147,1.154582884906008e-16,4.1675243975782156e-20,1.1036279511813214e-17,1.1321139224123259e-16,1.9431517155202445e-11,4.2357523414135606e-17,2.5412556391372347e-22,1.9594725924510914e-19,9.483102830608168e-21,1.0278630117414016e-25,1.2176885409326114e-32,3.47852093295586e-24,0.0003450131961980401,8.47674081459149e-11,4.898816482630861e-25
3.5411867000990945e-10,0.002719578564615631,0.0915567593028733,0.0,0.007151744242993205,0.451463261756779,3.603866805158396e-18,0.45655399115165857,3.285806534334263e-17,1.1889598102714386e-22,1.0944779423947768e-17,9.35917950643914e-23,2.85610754578905e-36,0.00015873302827788837,1.1660916547443223e-16,4.166574529955052e-20,1.1067057914036068e-17,1.143175217407211e-16,1.9525610421122298e-11,4.2644738988186996e-17,2.07247387976216e-22,1.9590253262129868e-19,9.610300645310114e-21,1.0417595830064843e-25,1.2252863088979407e-32,3.5494182388309066e-24,0.0003466211698422823,8.518310354602386e-11,4.944493526312828e-25
3.559340289722478e-10,0.002719578564615631,0.0915567593028733,0.0,0.00714858355591792,0.45146328795818885,3.6579705676374084e-18,0.45655238460645636,3.312373314513152e-17,1.2048863192981314e-22,1.101445664941341e-17,9.548579282009725e-23,2.9339531999089644e-36,0.000158680624627082,1.1776539118882887e-16,4.165615251240281e-20,1.1097415160170261e-17,1.1542847314115125e-16,1.9619649819073115e-11,4.293179342970319e-17,2.4665985336497433e-22,1.9585736542358492e-19,9.738301292568042e-21,1.055742738066444e-25,1.232870393223263e-32,3.6212469988814755e-24,0.00034822771495055107,8.559861519805528e-11,4.990339057160322e-25
3.577493879345861e-10,0.002719578564615631,0.0915567593028733,0.0,0.00714542620950364,0.4514633144035438,3.712598493854028e-18,0.45655077948763956,3.338965160419803e-17,1.2209143207127763e-22,1.1084097124081632e-17,9.74044849327208e-23,3.013369065248556e-36,0.0001586277330864881,1.1892696088125853e-16,4.1646468783637764e-20,1.1127355078901937e-17,1.1654423937889176e-16,1.971363540113626e-11,4.321868525013015e-17,2.7890142684540536e-22,1.958117726304424e-19,9.86710314133123e-21,1.0698122362261941e-25,1.2404408064701235e-32,3.6940122757788954e-24,0.0003498328336733295,8.601394329698992e-11,5.036352545536392e-25
3.5956474689692443e-10,0.002719578564615631,0.0915567593028733,0.0,0.007142272182215121,0.4514633410842149,3.7677528458537194e-18,0.45654917579306975,3.3655815422420066e-17,1.2370436340927193e-22,1.1153693175545537e-17,9.93480043798228e-23,3.094375279303115e-36,0.00015857437091408547,1.2009386980637709e-16,4.163669716626375e-20,1.1156881485813605e-17,1.1766481340247415e-16,1.9807567219269707e-11,4.35054130155713e-17,1.1460017232419362e-22,1.9576576873644992e-19,9.996704563137723e-21,1.0839677602004013e-25,1.2479975017248356e-32,3.7677191125611555e-24,0.0003514365281492508,8.642908803653084e-11,5.08253346329409e-25
3.6138010585926276e-10,0.002719578564615631,0.0915567593028733,0.0,0.007139121453090889,0.45146336799184833,3.8234358823408014e-18,0.45654757352061964,3.392221937006987e-17,1.253274079324858e-22,1.1223245624112519e-17,1.0131648366221257e-22,3.1769920936223004e-36,0.00015852055481720283,1.2126611322577102e-16,4.162684073438511e-20,1.1185998182499895e-17,1.1879018817249132e-16,1.9901445324525884e-11,4.379197534476173e-17,1.0177012514783046e-22,1.9571936777913633e-19,1.0127103932971041e-20,1.098209377486376e-25,1.255540533955218e-32,3.8423725341852664e-24,0.00035303880050538845,8.684404960913889e-11,5.128881283894069e-25
3.631954648216011e-10,0.002719578564615631,0.0915567593028733,0.0,0.007135974001725274,0.45146339511835715,3.879649858684178e-18,0.4565459726681737,3.4188858284905356e-17,1.269605476616443e-22,1.1292762588916289e-17,1.0331005480685561e-22,3.261239870460862e-36,0.00015846630096993486,1.224436864081458e-16,4.161690239889569e-20,1.1214708955927019e-17,1.199203566615027e-16,1.9995269767861085e-11,4.407837090761346e-17,3.324621742727421e-22,1.9567258336338633e-19,1.0258299629343202e-20,1.112536993917701e-25,1.2630698034777105e-32,3.917977547637549e-24,0.0003546396528575273,8.725882820606533e-11,5.175395482070643e-25
3.650108237839394e-10,0.002719578564615631,0.0915567593028733,0.0,0.007132829808251291,0.45146342245591264,3.936397026923012e-18,0.45654437323362707,3.4455727071214127e-17,1.2860376465048044e-22,1.1362238911983127e-17,1.0532884932714153e-22,3.347139051612833e-36,0.00015841162502975813,1.2362658462946971e-16,4.1606884877166187e-20,1.1243017577769884e-17,1.2105531185394283e-16,2.008904060080535e-11,4.436459842380327e-17,1.6596955889124836e-22,1.9562542864275695e-19,1.0390290033473844e-20,1.1269499849885077e-25,1.2705853755727276e-32,3.994539140426797e-24,0.0003562390873104218,8.767342401738335e-11,5.22207553392886e-25
3.6682618274627774e-10,0.002719578564615631,0.0915567593028733,0.0,0.00712968885332313,0.45146344999693583,3.99367963577241e-18,0.4565427752148858,3.472282069871376e-17,1.3025704098674393e-22,1.1431655667729821e-17,1.0737299821702602e-22,3.4347101566890415e-36,0.00015835654215450826,1.2481480317252875e-16,4.1596790924774986e-20,1.1270927803593739e-17,1.2219504674602856e-16,2.0182757874024665e-11,4.4650656660727315e-17,-3.1624188625076974e-22,1.9557791632979684e-19,1.0523073529255189e-20,1.141448196794976e-25,1.278087147835076e-32,4.0720622803621235e-24,0.0003578371059580598,8.808783723201994e-11,5.268920917462787e-25
3.6864154170861607e-10,0.002719578564615631,0.0915567593028733,0.0,0.007126551118099963,0.45146347773408974,4.0514999306290114e-18,0.45654117860986626,3.499013420163408e-17,1.3192035879306132e-22,1.150102663708722e-17,1.094426320590374e-22,3.523973857949972e-36,0.00015830106701808744,1.260083373266131e-16,4.158662328273245e-20,1.1298443372257454e-17,1.2333955434567168e-16,2.0276421636290193e-11,4.493654443168543e-17,2.9476047208184835e-22,1.955300587988689e-19,1.0656648505366747e-20,1.1560324768947828e-25,1.285574746351504e-32,4.1505519196490705e-24,0.0003594337108839063,8.850206803778571e-11,5.315931111854592e-25
3.704569006709544e-10,0.002719578564615631,0.0915567593028733,0.0,0.007123416584230345,0.451463505660272,4.109860153576544e-18,0.4565395834164955,3.5257662677930314e-17,1.335937002277135e-22,1.1570412683883371e-17,1.1153788106950735e-22,3.614950996514301e-36,0.00015824521382557584,1.2720718238838312e-16,4.157638443331697e-20,1.1325568005465901e-17,1.2448882767239521e-16,2.0370031937654065e-11,4.522226059534341e-17,1.4246429728940152e-21,1.9548186803082153e-19,1.0791013356212684e-20,1.1707023004765288e-25,1.2930491826883381e-32,4.230012996604966e-24,0.0003610289041611396,8.891611662140329e-11,5.36310559722316e-25
3.722722596332927e-10,0.002719578564615631,0.0915567593028733,0.0,0.007120285233836337,0.4514635337686066,4.168762543391379e-18,0.45653798963271014,3.55254012882913e-17,1.352770474854602e-22,1.163972371272788e-17,1.1365887465656002e-22,3.707662266217041e-36,0.000158188996328659,1.2841133366256407e-16,4.1566076693288717e-20,1.1352305407106615e-17,1.2564285975724692e-16,2.0463588832265573e-11,4.5507804055018375e-17,-4.247348211185504e-22,1.9543335547567073e-19,1.0926166473113713e-20,1.1854549486804366e-25,1.3005096722064354e-32,4.310450418895834e-24,0.0003626226878528897,8.93299831685364e-11,5.410443855816229e-25
3.7408761859563105e-10,0.002719578564615631,0.0915567593028733,0.0,0.0071171570494987,0.4514635620524373,4.2282093355480194e-18,0.456536397256457,3.579334525502668e-17,1.369703827982186e-22,1.1708923707252453e-17,1.1580574186133688e-22,3.802128567027484e-36,0.00015813242783995797,1.2962078645826136e-16,4.1555702656658216e-20,1.1378659262496914e-17,1.2680164364271872e-16,2.055709236521127e-11,4.5793173753564433e-17,-4.481048938092587e-22,1.9538453234197334e-19,1.1062106252843764e-20,1.2002936043235591e-25,1.307956014542927e-32,4.391869080269685e-24,0.00036421506401246247,8.974366786381702e-11,5.457945371831325e-25
3.759029775579694e-10,0.002719578564615631,0.0915567593028733,0.0,0.007114032014242783,0.4514635905053204,4.288202762224512e-18,0.4565348062856925,3.606148986144178e-17,1.386736884356623e-22,1.1778319768784283e-17,1.1797861200639574e-22,3.898371432411982e-36,0.0001580755212467402,1.308355360906003e-16,4.1545264779182625e-20,1.1404633238139874e-17,1.279651723826708e-16,2.065054257811508e-11,4.607836867370266e-17,6.089857092610026e-21,1.9533540969988447e-19,1.1198831111330081e-20,1.2152215391339816e-25,1.315391902932356e-32,4.474273885146778e-24,0.00036580603468355246,9.015717089087123e-11,5.505609629449308e-25
