Time (s),Volume (m^3),Ne,N2,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(52),COX(53),CHOX(64),CH2O2X(54),CH3OX(48),SX(57),OCO(174),SX(231),CH3X(25),CH4(24),CH4X(249),CH3O2X(51),C2HO2X(68),SX(130),SX(55),SX(162)
0.0,0.0007926750507772021,0.0,0.0,0.0021560761381139897,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0587297850760375e-25,0.0007926750507772021,0.0,0.0,0.002156076138113985,0.8,0.1,0.1,-4.692630503501244e-76,1.3620510974970669e-53,1.6883989098182744e-49,-1.5606589944425682e-121,5.461092337897662e-149,2.096466519899671e-18,2.3891390140839707e-53,5.0357448140646386e-51,2.3295191803671756e-79,6.418956399937701e-19,3.048170519860634e-21,3.3566078278031487e-47,8.360089888681445e-47,1.8721448759134073e-50,1.005280534815706e-71,1.836169468854683e-94,3.3001468841475815e-92,-1.1150430316298474e-139,2.2787679564126913e-18,1.0552700022329321e-22,1.3957596429516319e-46,1.0065117341207081e-67,1.836169468854683e-94,6.344723203913928e-169,-3.2514105028135237e-118,-1.8971736307608975e-136,2.1421816765420277e-128,-3.9931264049088236e-157,-4.031995473455271e-175,2.126614549045176e-93,2.234720993058064e-75,-1.1257336416910642e-173,-2.05789629032781e-122,-3.7683380276201735e-193
1.4164443398212905e-24,0.0007926750507772021,0.0,0.0,0.0021560761381139754,0.8,0.1,0.1,4.636619282293822e-75,3.8137430729917878e-53,4.727516947491169e-49,1.5420309943221246e-120,1.5021491844663848e-147,5.870106255719047e-18,1.4430400269067283e-52,7.610017704870148e-50,1.5237077076882683e-78,1.7973077919823386e-18,8.534877455428023e-21,5.072505786798791e-46,5.049494292741432e-46,1.1307755050504066e-49,6.071894430286841e-71,2.774819353961654e-93,4.987182065870174e-91,1.8716167102153744e-138,6.380550277955515e-18,2.954756006250024e-22,8.43038824342782e-46,6.079330874088001e-67,2.774819353961654e-93,3.2048146277810412e-167,3.212601703132916e-117,3.184434814166677e-135,6.041295187435562e-127,7.708791337157881e-156,1.3607692051337549e-173,3.213739967465096e-92,6.30227080062928e-74,1.1122968980877737e-172,2.033333247466303e-121,3.5537392930516984e-191
3.2375870624486637e-24,0.0007926750507772021,0.0,0.0,0.002156076138113957,0.8,0.1,0.1,2.5573034383153446e-73,8.717127023981229e-53,1.0805753022836956e-48,8.504992365478848e-119,3.679643493519005e-145,1.341738572735767e-17,6.9476178986375e-52,8.186509790564731e-49,2.652576167432048e-77,4.108132095958608e-18,1.9508291325835803e-20,5.456770256295294e-45,2.431114139595321e-45,5.444197299136816e-49,2.92335579524404e-70,2.9850240423818637e-92,5.364982894768562e-90,2.2062764873171118e-136,1.4584114921041084e-17,6.753728014275463e-22,4.058869041703288e-45,2.926936122821407e-66,2.9850240423818637e-92,1.5422146836612829e-164,1.7718938900625378e-115,3.7538367888275275e-133,1.314113664032387e-125,8.139669497217203e-154,2.972412048965292e-171,3.4571948098590534e-91,1.3708815589006567e-72,6.1348161385139045e-171,1.1214744591653858e-119,4.022131795402598e-188
6.87987250770341e-24,0.0007926750507772021,0.0,0.0,0.002156076138113921,0.8,0.1,0.1,1.0064662023245996e-71,1.8523894925960113e-52,2.2962225173528532e-48,3.3472708951800935e-117,6.1824875314819495e-143,2.851194467063442e-17,3.034209715098389e-51,7.52481290755556e-48,4.6142105368208066e-76,8.72978070390767e-18,4.1455119063743375e-20,5.015711984379829e-44,1.0617314158281927e-44,2.3776239923900106e-48,1.2767062792159143e-69,2.7437513696095904e-91,4.9313435858118985e-89,1.7439589586962636e-134,3.0991244207211914e-17,1.4351672030291368e-21,1.7726147465485137e-44,1.2782699023316345e-65,2.7437513696095904e-91,5.18706953197723e-162,6.973561635937207e-114,2.9672334065340363e-131,2.436145262830605e-124,6.433730362476161e-152,4.70710062434201e-169,3.1777576528063915e-90,2.541383372365495e-71,2.4144514919871905e-169,4.413735668707105e-118,2.873387796792069e-185
1.4164443398212904e-23,0.0007926750507772021,0.0,0.0,0.0021560761381138487,0.8,0.09999999999999999,0.1,3.5560720862582246e-70,3.813743072991788e-52,4.727516947491168e-48,1.1826663006627905e-115,9.014178546283397e-141,5.870106255718587e-17,1.2667269957717902e-50,6.437635863198134e-47,7.700657115984788e-75,1.7973077919791893e-17,8.534877452792651e-20,4.291047201367679e-43,4.4325196586697445e-44,9.926112131912741e-48,5.329997395592585e-69,2.347337062621746e-90,4.218868260014895e-88,1.2342091104562676e-132,6.380550277955234e-17,2.9547560062183272e-21,7.400317626929022e-44,5.336525214293013e-65,2.347337062621746e-90,1.5132581385646437e-159,2.463916605518407e-112,2.0999269992351016e-129,4.1871112690904764e-123,4.560000234497658e-150,6.677388645539389e-167,2.7186385752645065e-89,4.367988690705054e-70,8.530801668288313e-168,1.5594723578180803e-116,1.7255125702107954e-182
2.873358517923189e-23,0.0007926750507772021,0.0,0.0,0.0021560761381137043,0.7999999999999999,0.09999999999999998,0.1,1.1946915444274007e-68,7.73645023378334e-52,9.590105807767798e-48,3.973264311469615e-114,1.2299924294010926e-138,1.1907929833028067e-16,5.175061860572854e-50,5.322761817042035e-46,1.2584012567073563e-73,3.6459672351504745e-17,1.7313608540976482e-19,3.5479208065243275e-42,1.8108289099862024e-43,4.055140686870954e-47,2.1774778496319687e-68,1.9408236764262697e-89,3.4882418617673406e-87,8.299094657468051e-131,1.294340199242282e-16,5.993933612540749e-21,3.0232712170185034e-43,2.1801446765621362e-64,1.9408236764262697e-89,4.130684515693386e-157,8.277729658985402e-111,1.41203729499254e-127,6.93982986032319e-122,3.068671113345145e-148,8.990573520536045e-165,2.247822947282531e-88,7.239620921154347e-69,2.8659926968853026e-166,5.239175124947515e-115,9.553787368679968e-180
5.787186874126987e-23,0.0007926750507772021,0.0,0.0,0.002156076138113415,0.7999999999999997,0.09999999999999994,0.1,3.916364603364074e-67,1.5581864555366435e-51,1.9315283528321055e-47,1.3024911591822264e-112,1.6250737590403667e-136,2.3983576987643785e-16,2.0919544427258686e-49,4.328381501134816e-45,2.036626040042974e-72,7.343286121470802e-17,3.4871070698732965e-19,2.8851102770244295e-41,7.31965997970213e-43,1.63915270169077e-46,8.801713616966218e-68,1.5782455812859246e-88,2.8365803498717566e-86,5.443189483748378e-129,2.6069105421356007e-16,1.2072288824961751e-20,1.2220545638666457e-42,8.812493357754858e-64,1.5782455812859246e-88,1.0916293211644706e-154,2.7135546116524784e-109,9.261234953580975e-126,1.1299713894057273e-120,2.0134673597644422e-146,1.1800368423864255e-162,1.8278922897266054e-87,1.1787845919027954e-67,9.39512163017007e-165,1.717474284525828e-113,5.084936006097708e-177
1.1614843586534582e-22,0.0007926750507772021,0.0,0.0,0.0021560761381128365,0.7999999999999994,0.09999999999999987,0.1,1.268380117042367e-65,3.12726931985326e-51,3.876563896942756e-47,4.218335277679182e-111,2.113163588489652e-134,4.813487129686225e-16,8.413457503091501e-49,3.490996470449663e-44,3.28395846188084e-71,1.4737923894022499e-16,6.998599493980121e-19,2.3269459579697445e-40,2.943203083923429e-42,6.590960920430549e-46,3.539130334038464e-67,1.2729122371793419e-87,2.2878048129595143e-85,3.5264116354008356e-127,5.232051227921442e-16,2.4228999248908394e-20,4.913827653393941e-42,3.543464820356705e-63,1.2729122371793419e-87,2.8391725582212226e-152,8.788300065375238e-108,5.999961378637622e-124,1.8237783782015554e-119,1.3046968844594057e-144,1.5294414775655314e-160,1.4742613514407912e-86,1.9025630832409813e-66,3.04276713767051e-163,5.56232747497728e-112,2.654223308972043e-174
2.327015701134977e-22,0.0007926750507772021,0.0,0.0,0.00215607613811168,0.7999999999999986,0.09999999999999971,0.1,4.0832126944491345e-64,6.265435048486487e-51,7.766634985164053e-47,1.3579809463317822e-109,2.7262180906447684e-132,9.643745991524732e-16,3.377064758312325e-48,2.8041581869230093e-43,5.2964035028022606e-70,2.952719943877003e-16,1.4021584312415875e-18,1.8691295369893452e-39,1.180356073922232e-41,2.6432701166131672e-45,1.4193495554217813e-66,1.0224723328388158e-86,1.8376892396953082e-84,2.27068734536124e-125,1.0482332599489941e-15,4.854242009322022e-20,1.970664665323138e-41,1.4210878782664672e-62,1.0224723328388158e-86,7.325927445918309e-150,2.829159665968152e-106,3.8634276901144426e-122,2.9307628931154816e-118,8.40188270595868e-143,1.9699311952606142e-158,1.1842068909765715e-85,3.0573677971825215e-65,9.7953802209968e-162,1.7906435184218815e-110,1.3721101577745033e-171
4.658078386098015e-22,0.0007926750507772021,0.0,0.0,0.0021560761381093667,0.799999999999997,0.09999999999999942,0.1,1.310544845242126e-62,1.2541766505752903e-50,1.5546777161606634e-46,4.358565413186259e-108,3.503300896797427e-130,1.9304263715180997e-15,1.3572232932111369e-47,2.2478798292125422e-42,8.57761146253577e-69,5.91057505268417e-16,2.806755383017583e-18,1.4983386737986323e-38,4.727580994620858e-41,1.0586867686875477e-44,5.68480150965247e-66,8.196381314571897e-86,1.473135382329852e-83,1.4576663839079949e-123,2.0982895342614224e-15,9.716926176751815e-20,7.892937593597385e-41,5.691763867806137e-62,8.196381314571897e-86,1.8828518405734022e-147,9.080449524905942e-105,2.480125090170694e-120,4.699417896600476e-117,5.393848178946354e-141,2.5293782512769555e-156,9.492883980917648e-85,4.902426244877952e-64,3.1439179409669164e-160,5.7472359372670855e-109,7.059067983960983e-169
9.320203756024091e-22,0.0007926750507772021,0.0,0.0,0.00215607613810474,0.7999999999999939,0.09999999999999883,0.1,4.200020968943582e-61,2.509442942028561e-50,3.1107061514491834e-46,1.3968287221755606e-106,4.493040960338564e-128,3.8625299162410534e-15,5.506674819568411e-47,1.800126905636471e-41,1.4029942683817029e-67,1.1826285269729144e-15,5.6159492389249504e-18,1.1998861420884374e-37,1.892264436482845e-40,4.237506089455615e-44,2.275402105886555e-65,6.563752609388223e-85,1.179703065486827e-82,9.343254661826918e-122,4.1984020828811884e-15,1.9442294505881088e-19,3.159231996332189e-40,2.2781888633756744e-61,6.563752609388223e-85,4.829614092205606e-145,2.9100934466993577e-103,1.589694353686881e-118,7.527235761871453e-116,3.4573982895263405e-139,3.2426478437301714e-154,7.60200624542097e-84,7.852401908204031e-63,1.0075602209124599e-158,1.8418684702373225e-107,3.6229383782447896e-166
1.864445449587624e-21,0.0007926750507772021,0.0,0.0,0.0021560761380954867,0.7999999999999878,0.09999999999999765,0.1,1.3450118877679603e-59,5.01997552493505e-50,6.222763022026372e-46,4.473195231850706e-105,5.756741290945079e-126,7.726737005653763e-15,2.3222345104483323e-46,1.4408310155330268e-40,2.3406349564785568e-66,2.365770570154165e-15,1.1234336760161195e-17,9.603952287407149e-37,7.571522498252446e-40,1.6955543943988327e-43,9.104572272007792e-65,5.253662410091775e-84,9.4424058290034e-82,5.984227734044732e-120,8.398627180100359e-15,3.88930311412184e-19,1.2641043075506673e-39,9.11572293016162e-61,5.253662410091775e-84,1.2376003776175853e-142,9.319264272491709e-102,1.0181776365869602e-116,1.2050114646529309e-114,2.214443790692688e-137,4.1538201546446844e-152,6.084686117279364e-83,1.2570662826010049e-61,3.2266312612020855e-157,5.898387602098865e-106,1.8571738829883718e-163
3.7292955975580545e-21,0.0007926750507772021,0.0,0.0,0.00215607613807698,0.7999999999999756,0.09999999999999527,0.09999999999999999,4.30564652880444e-58,1.004104069074782e-49,1.2446876763183446e-45,1.4319576341650092e-103,7.3722462341155435e-124,1.545515118434639e-14,1.1192454231016151e-45,1.1529565484744662e-39,4.050117084952754e-65,4.73205465560569e-15,2.2471111040319784e-17,7.685107506032886e-36,3.029101998233556e-39,6.783321639411336e-43,3.642421762918829e-64,4.2039943169851256e-83,7.555837542001735e-81,3.8313607122165006e-118,1.679907737445726e-14,7.779450432020806e-19,5.057240365444737e-39,3.646882750889998e-60,4.2039943169851256e-83,3.1698183750273357e-140,2.983279439537799e-100,6.518812274743272e-115,1.9285414866613438e-113,1.4177911158145845e-135,5.318958530217794e-150,4.8689816297896236e-82,2.0118517744456468e-60,1.0330464062493048e-155,1.888189679405048e-104,9.514441766971252e-161
7.458995893498915e-21,0.0007926750507772021,0.0,0.0,0.0021560761380399664,0.7999999999999511,0.09999999999999054,0.09999999999999996,1.378063992605801e-56,2.008317102237252e-49,2.489510424554203e-45,4.5831208681110135e-102,9.43879085495713e-122,3.091197954120047e-14,7.520909517486166e-45,9.224817368250853e-39,7.455233026365475e-64,9.464622822864831e-15,4.494465655138176e-17,6.148864275407636e-35,1.211739388697302e-38,2.71354947371188e-42,1.4570872844188952e-63,3.363621261082408e-82,6.0454351019407884e-80,2.4525365464922352e-116,3.3599977762845296e-14,1.555974503114475e-18,2.0230607849208299e-38,1.4588718237345575e-59,3.363621261082408e-82,8.116733879485199e-138,9.548278108819024e-99,4.17283203980796e-113,3.086084952766975e-112,9.075614222570212e-134,6.809591210096673e-148,3.89567843693021e-81,3.219399431052918e-59,3.313455359541863e-154,6.043336158331229e-103,4.87285667316984e-158
1.4918396485380636e-20,0.0007926750507772021,0.0,0.0,0.0021560761379659393,0.799999999999902,0.09999999999998108,0.09999999999999992,4.410214203705309e-55,4.016743168561857e-49,4.9791559210975567e-45,1.466735722555049e-100,1.2083134184148115e-119,6.182563625278393e-14,7.87847084744286e-44,7.380316545177713e-38,1.5047509687393018e-62,1.892975914280749e-14,8.989173537648814e-17,4.919402595740124e-34,4.84715460137856e-38,1.0854639465333259e-41,5.828586304493583e-63,2.691067342173971e-81,4.8366538450443885e-79,1.5697724270893708e-114,6.720177853831828e-14,3.112033408269671e-18,8.092572428654696e-38,5.83572474346924e-59,2.6910673421739725e-81,2.0781395755506535e-135,3.055734273962693e-97,2.6708658798855537e-111,4.93807080731056e-111,5.80895351116499e-132,8.717124391568725e-146,3.1167399804638853e-80,5.151388234255914e-58,1.096707073362801e-152,1.9340482007014928e-101,2.4952768721999847e-155
2.983719766914408e-20,0.0007926750507772021,0.0,0.0,0.002156076137817885,0.7999999999998039,0.09999999999996215,0.09999999999999984,1.4113327885373308e-53,8.033595301209728e-49,9.95844691533259e-45,4.693773594965986e-99,1.5467359303654604e-117,1.236529496674521e-13,1.094364630469032e-42,5.904432909781637e-37,3.405652936349267e-61,3.78600317243903e-14,1.7978584423865756e-16,3.935646307639792e-33,1.9389011391788496e-37,4.341944036895078e-41,2.331481955902207e-62,2.1529220090033318e-80,3.869444933418834e-78,1.0047020477487906e-112,1.3440538008405198e-13,6.2241511599016914e-18,3.23709483023749e-37,2.3343373827511166e-58,2.1529220090033337e-80,5.32036367638608e-133,9.778805023805905e-96,1.7094350524051842e-109,7.901181206820333e-110,3.7179095875220185e-130,1.1158461741434389e-143,2.4934708243613253e-79,8.242500008070765e-57,5.3684465971900795e-151,6.189242889782446e-100,1.2776773593245968e-152
