Time (s),Volume (m^3),Ne,N2,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(52),COX(53),CHOX(64),CH2O2X(54),CH3OX(48),SX(57),OCO(174),SX(231),CH3X(25),CH4(24),CH4X(249),CH3O2X(51),C2HO2X(68),SX(130),SX(55),SX(162)
5.967480003667097e-20,0.0007926750507772021,0.0,0.0,0.0021560761375217768,0.7999999999996076,0.09999999999992427,0.09999999999999966,4.5163595964782535e-52,1.6067299566500186e-48,1.991702892218455e-44,1.5020426362290742e-97,1.979882397478497e-115,2.4730757646279353e-13,1.6845162260811193e-41,4.723609570417434e-36,8.642804618964208e-60,7.572057665434589e-14,3.59573866811034e-16,3.1485663506206674e-32,7.755682263531188e-37,1.7367952131412705e-40,9.326022691836737e-62,1.7223648615027003e-79,3.0956039695401735e-77,6.430245729777168e-111,2.6881258315467037e-13,1.2448386428452251e-17,1.294851103814482e-36,9.337444466075432e-58,1.7223648615027027e-79,1.3620543852605414e-130,3.1292897476883816e-94,1.0940640698573645e-107,1.2642104265037351e-108,2.3795195259907536e-128,1.4283178247093226e-141,1.9948081095368373e-78,1.3188221507993172e-55,1.1235446582241703e-148,1.980603668956599e-98,6.541950599404347e-150
1.1935000477172473e-19,0.0007926750507772021,0.0,0.0,0.00215607613692956,0.7999999999992151,0.09999999999984854,0.0999999999999993,1.4452450222317296e-50,3.2134708097062114e-48,3.9834193230034556e-44,4.806592571829521e-96,2.534287518581533e-113,4.946168299174965e-13,2.6686390862581842e-40,3.778899147724472e-35,2.404885732722869e-58,1.5144166558141695e-13,7.19149131349629e-16,2.5188721805796725e-31,3.102287733933163e-36,6.9472156340778696e-40,3.730428049804051e-61,1.3779027906510224e-78,2.4765012436637517e-76,4.115406104726778e-109,5.376269892125107e-13,2.489685602669953e-17,5.179430757591102e-36,3.734996760342812e-57,1.377902790651027e-78,3.486909552219566e-128,1.0013838074730027e-92,7.002088930735606e-106,2.0227538290501088e-107,1.522910861217398e-126,1.8282690369638423e-139,1.5958589373134867e-77,2.1101326568817274e-54,5.232581352714931e-146,6.338003712474988e-97,3.349538509967584e-147
2.3870041424183227e-19,0.0007926750507772021,0.0,0.0,0.0021560761357451263,0.7999999999984302,0.09999999999969708,0.09999999999999858,4.624766730331816e-49,6.426952515817875e-48,7.966852655222083e-44,1.538118603384187e-94,3.2439108113564685e-111,9.892353362829831e-13,4.259161638679612e-39,3.023101821966196e-34,7.118581352703509e-57,3.028838397041986e-13,1.438296538015784e-15,2.0151043895325768e-30,1.2409174889548402e-35,2.778892877620755e-39,1.4921750140166162e-60,1.1023265925511148e-77,1.9812064742221033e-75,2.633875531677706e-107,1.075255800994606e-12,4.979379146777924e-17,2.0717775705363657e-35,1.4940025396272477e-56,1.1023265925511217e-77,8.926539975764898e-126,3.204443140055469e-91,4.4813582911732846e-104,3.2364198452343803e-106,9.746688279256176e-125,2.340198588190967e-137,1.2766919713351739e-76,3.3762244102374904e-53,2.662455749114927e-143,2.028171718003889e-95,1.7149766886310983e-144
4.774012331820473e-19,0.0007926750507772021,0.0,0.0,0.002156076133376259,0.7999999999968603,0.09999999999939414,0.09999999999999713,1.4799012842348119e-47,1.2853915928258387e-47,1.5933726850095123e-43,4.921993890597654e-93,4.152216417475173e-109,1.9784723468382785e-12,6.810289076077656e-38,2.4184390996606653e-33,2.1857772043734174e-55,6.05768173024321e-13,2.8765788618122428e-15,1.612084577671425e-29,4.963670183961971e-35,1.1115582099849929e-38,5.968707640124205e-60,8.818630171642388e-77,1.5849650737714357e-74,1.6856853357120437e-105,2.1505134232244542e-12,9.958764732828406e-17,8.28712080932956e-35,5.976019795026938e-56,8.818630171642505e-77,2.2851942260719338e-123,1.025422729554463e-89,2.8680720630387094e-102,5.178282745569403e-105,6.23789932124868e-123,2.99546329984535e-135,1.0213555740152284e-75,5.401963621176409e-52,1.3626420816832638e-140,6.490160038184609e-94,8.780689909643173e-142
9.548028710624775e-19,0.0007926750507772021,0.0,0.0,0.002156076128638525,0.7999999999937206,0.09999999999878828,0.09999999999999426,4.7355092204803155e-46,2.570784276105016e-47,3.1867595726822175e-43,1.5750403350177432e-91,5.41275116519253e-107,3.956946359246156e-12,1.0894360611433602e-36,1.9346777264920082e-32,6.709471229932047e-54,1.211536779962808e-12,5.753093552129459e-15,1.2896655413863937e-28,1.9854644691265574e-34,4.4462328309147124e-38,2.3874845700477955e-59,7.054911097244641e-76,1.2679715371027739e-73,1.0788402064443679e-103,4.301028662346785e-12,1.9917529896271057e-16,3.3148504229078363e-34,2.390416665521016e-55,7.054911097244826e-76,5.957420817094696e-121,3.2813528566779583e-88,1.8355662111667723e-100,8.285261335070208e-104,3.9922616459197435e-121,3.834198900433406e-133,8.170874268827488e-75,8.643128925447044e-51,7.10475979557628e-138,2.0768488625560295e-92,4.578355502406772e-139
1.909606146823338e-18,0.0007926750507772021,0.0,0.0,0.0021560761191630577,0.7999999999874411,0.09999999999757654,0.0999999999999885,1.5152475825756844e-44,5.141569668362037e-47,6.373726126357296e-43,5.040132717104055e-90,6.929271456612934e-105,7.913894349251066e-12,1.7428987974856795e-35,1.5476220718868806e-31,2.145041994913046e-52,2.4230737550327977e-12,1.1505923110600904e-14,1.031727509372404e-27,7.941821467124332e-34,1.7784914290443603e-37,9.549941317563785e-59,5.643931663472958e-75,1.0143967076849e-72,6.904582364649621e-102,8.602059119241983e-12,3.98350361885521e-16,1.32594058398887e-33,9.56190664678887e-55,5.643931663473262e-75,1.5253997181209929e-118,1.0500526590424402e-86,1.1747841161256229e-98,1.325642637086047e-102,2.5550495948378355e-119,4.907778711001732e-131,6.53687779695661e-74,1.3828943121520453e-49,3.6381798320317716e-135,6.645886797553851e-91,2.34449991793623e-136
3.819212698345058e-18,0.0007926750507772021,0.0,0.0,0.002156076100212125,0.7999999999748821,0.09999999999515306,0.099999999999977,4.8480470352897066e-43,1.0283141276762245e-46,1.2750743655586954e-42,1.6128431363108245e-88,8.869390430151683e-103,1.5827790190017525e-11,2.788189147530213e-34,1.2379041550880294e-30,6.869439139958492e-51,4.846146749945203e-12,2.3010782994406877e-14,8.25373517418285e-27,3.176697944974108e-33,7.1139486974583226e-37,3.819977346092623e-58,4.515146726998088e-74,8.116875581850182e-72,4.418934522410806e-100,1.7204119947634513e-11,7.966995263492833e-16,5.303763125530402e-33,3.825526010471268e-54,4.51514672699858e-74,3.9049124055573327e-116,3.360853475503591e-85,7.520129166539327e-97,2.1210297062100068e-101,1.635233042218229e-117,6.281961697099111e-129,5.230683571510237e-73,2.2126089303737708e-48,1.862652108588845e-132,2.1266626762272496e-89,1.2003515034678741e-133
5.728819249866779e-18,0.0007926750507772021,0.0,0.0,0.002156076081261194,0.7999999999623232,0.09999999999272959,0.09999999999996549,2.3192580596510003e-42,1.5424715439657162e-46,1.913481124735765e-42,7.716132385344579e-88,5.907395439396582e-102,2.3741685891540622e-11,1.0547518481386405e-33,3.6747087279494484e-30,3.2934078315679247e-50,7.269218789630407e-12,3.4514843700582645e-14,2.4503136278310398e-26,6.75043770229532e-33,1.5117115031874235e-36,8.117453111785767e-58,1.3404344023374507e-73,2.4102537590405613e-71,2.5229586332998548e-99,2.58061806906292e-11,1.1950477294335002e-15,1.127049709012611e-32,8.13148420422427e-54,1.3404344023376383e-73,2.981155407803185e-115,1.6081285055138286e-84,4.294093444401869e-96,8.024289368544235e-101,9.284371648994609e-117,4.167044088793442e-128,1.5532314702665245e-72,8.370709753311528e-48,1.609607828522713e-131,1.0174297887145046e-88,1.03728763245252e-132
9.548032352910221e-18,0.0007926750507772021,0.0,0.0,0.00215607604335934,0.7999999999372052,0.09999999998788266,0.09999999999994248,3.4962665489859256e-41,2.570791801679894e-46,3.198534228371816e-42,1.1635489362256752e-86,3.243022308891609e-100,3.956947673761349e-11,8.321949701857127e-33,1.7208226011635936e-29,4.964672838508416e-49,1.2115359048094928e-11,5.751976884646814e-14,1.1477574128171834e-25,1.8662649541959038e-32,4.179418868152931e-36,2.244240492740583e-57,6.278888963494333e-73,1.1318101058998593e-70,6.528551894338272e-98,4.301030183502723e-11,1.9917402901022437e-15,3.1159610430997637e-32,2.252696756669284e-53,6.278888963495873e-73,2.8741384037666426e-113,2.430776220139558e-83,1.1137514935365518e-94,6.332872328277464e-100,2.495901615791107e-115,1.944355160270805e-126,7.293890365080175e-72,6.606133177170513e-47,3.4144692569974556e-129,1.5341975617693506e-87,2.2004988883235597e-130
1.2985324145649318e-17,0.0007926750507772021,0.0,0.0,0.002156076009247678,0.7999999999145989,0.09999999998352041,0.09999999999992178,1.275286861956454e-40,3.4962918669748975e-46,4.3683550081454853e-42,4.244697363949379e-86,1.755440590685502e-99,5.3814488049180475e-11,2.3351156945973795e-32,3.9703423433031816e-29,1.8116302239925197e-48,1.6476882194354564e-11,7.822161999237615e-14,2.6485407008522344e-25,3.323226503183622e-32,7.442284408756768e-36,3.9963364025912847e-57,1.4489213110835028e-72,2.619029992577355e-70,2.709307756082172e-97,5.849401058906298e-11,2.708760488491052e-15,5.548603440251091e-32,4.0207974519562143e-53,1.4489213110839444e-72,1.6801993466041013e-112,8.886340050811839e-83,4.62990100147755e-94,1.777216273026918e-99,1.083756809970829e-114,9.3662635932714e-126,1.6878452427431339e-71,1.853882073189943e-46,2.5709368703183167e-128,5.596806709080554e-87,1.6568802164518842e-129
1.6422615938388415e-17,0.0007926750507772021,0.0,0.0,0.002156075975136022,0.7999999998919927,0.09999999997915816,0.09999999999990107,3.419206596864098e-40,4.421814750218266e-46,5.559871537271883e-42,1.1381816925395361e-85,6.0486782945230056e-99,6.805949888453908e-11,5.345657507450015e-32,7.643425918668742e-29,4.86234291192077e-48,2.083840207376953e-11,9.892073907487991e-14,5.099551749467318e-25,5.187542894101083e-32,1.16174757745019e-35,6.238362524626588e-57,2.7898209050157495e-72,5.05992556944135e-70,8.53251748676574e-97,7.39777190510405e-11,3.425777399033005e-15,8.661448254876237e-32,6.298853715628861e-53,2.7898209050167775e-72,6.764741729515587e-112,2.387882136137628e-82,1.4608280238656336e-93,4.06906061553019e-99,3.281631141606426e-114,3.322277033193399e-125,3.2609427678488656e-71,4.244536959102635e-46,1.089360609919359e-127,1.50072842461569e-86,7.020668549907829e-129
1.9859907731127514e-17,0.0007926750507772021,0.0,0.0,0.0021560759410243734,0.7999999998693864,0.09999999997479594,0.09999999999988037,7.85465947201601e-40,5.3473805618475e-46,6.78400267245191e-42,2.61497529229798e-85,1.7954678348059402e-98,8.230450927006846e-11,1.0423038693563983e-31,1.299369855815923e-28,1.1176335652376536e-47,2.5199918867305527e-11,1.196172777502722e-13,8.67040816203516e-25,7.436637456732516e-32,1.6654448789086508e-35,8.943202261241508e-57,4.743411536091759e-72,8.6453520205088e-70,2.1805624266619966e-96,8.946142723713807e-11,4.142791203868301e-15,1.2416816327525184e-31,9.072268163879564e-53,4.743411536093803e-72,2.1766610940540163e-111,5.502918682997016e-82,3.7423427003271852e-93,7.93496339615844e-99,8.519491932576938e-114,9.471475757126931e-125,5.571704224674887e-71,8.277040328356478e-46,3.978663815498002e-127,3.4479101402220964e-86,2.5641737925600795e-128
2.673449131660571e-17,0.0007926750507772021,0.0,0.0,0.00215607587280109,0.799999999824174,0.09999999996607149,0.099999999999839,2.831540180608257e-39,7.198729367951143e-46,9.358040585241369e-42,9.429329253597069e-85,1.0906734159972131e-97,1.1079452901530015e-10,2.766698229397308e-31,2.872171926406285e-28,4.0314948625296694e-47,3.392294541709321e-11,1.610044714435911e-13,1.9170071270530127e-24,1.2812272484769e-31,2.86936524374302e-35,1.5408456272902354e-56,1.0488002702056205e-71,1.9407514488691601e-69,8.88547156481385e-96,1.2042884298019427e-10,5.576811731069933e-15,2.1392814912239187e-31,1.5812518756112041e-52,1.048800270206188e-71,1.4064462605495528e-110,2.0072242479950071e-81,1.537863224053473e-92,2.1067414514197467e-98,3.768397729716795e-113,4.644068298897592e-124,1.2507916590214627e-70,2.197493942730658e-45,4.00231933825874e-126,1.2432861703668114e-85,2.57942455525449e-127
