Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(48),CH2O2X(49),CH3OX(44),CH3X(50),CH4(39),CH4X(236),CH3O2X(47),CH4O2(169),H(23),HCO(31)
8.713534651779452e-10,0.0005360053254522017,0.1557,0.0,0.00041004782752378086,0.6412454617531123,0.2019,3.2732184498600435e-70,-6.8688231750942895e-43,1.217095929611447e-34,-1.3103208736096697e-67,4.02888861408751e-34,-4.235378142174779e-59,2.575519688116988e-05,2.0521938907221627e-35,-6.768522203928703e-46,1.0127573909069239e-43,3.696890296091466e-36,-2.4450953658351618e-70,2.209468801689364e-29,-4.94100236096285e-73,-9.94715060078336e-76,9.469883482840336e-33,-2.707194531319595e-36,5.184959607350603e-80,1.479545168915872e-35,0.001141660648449686,-1.1423579542357832e-73,1.3189523663451256e-37,5.5652481848303205e-21,-1.3265064141304828e-23,-4.473856664844218e-21,-1.439840354918809e-79,-1.843759733420564e-77,6.0252061586746715e-24,8.339486756219624e-27
8.748749870391774e-10,0.0005360053254522017,0.1557,0.0,0.0004090022736844857,0.6412443806574311,0.2019,3.6613706765834544e-70,-6.8351691531800865e-43,1.2301451614854066e-34,-1.2754888610004888e-67,3.3079044240835927e-34,1.829017184298723e-58,2.5684113200816695e-05,1.6846263561064741e-35,7.041065925658272e-45,1.0031613188540827e-43,3.736688483343787e-36,-3.6744519520716744e-70,2.2288983290990848e-29,8.798791703703043e-71,-9.770427709840407e-76,9.398060413127769e-33,2.5348690343421623e-34,-2.7749947424000656e-79,1.208573042136552e-35,0.001142777285971013,-1.1277905144100012e-73,1.3359374620057383e-37,3.3823416690963378e-19,-1.6720318347078026e-23,-3.3717858869916497e-19,-1.423830239442662e-79,-1.7739619667982034e-77,6.039125011539983e-24,8.397071004942591e-27
8.783965089004096e-10,0.0005360053254522017,0.1557,0.0,0.0004079666992132035,0.6412433098521182,0.2019,4.418291572510458e-70,-6.747155012978986e-43,1.2432737968954075e-34,-1.2032856034471196e-67,3.5118059703896794e-34,5.566454919897964e-58,2.5613651523516585e-05,1.7884555476428675e-35,3.4189209362756986e-45,1.0469612931334783e-43,3.776733842545882e-36,-3.529928500730391e-70,2.24841198393564e-29,1.281207306159743e-72,-9.444194584963445e-76,9.73083262283313e-33,5.067594918434849e-36,4.704254225417359e-80,1.2826002852116106e-35,0.0011438833221223282,-1.0882941918631136e-73,1.3535787373755884e-37,-5.3721713524452074e-21,-1.382266255941072e-23,6.36079075858195e-21,-1.4051483712775854e-79,-1.6374178949658724e-77,6.053004328712329e-24,8.454787542547181e-27
8.815531251718665e-10,0.0005360053254522017,0.1557,0.0,0.0004070468359339052,0.6412423586707517,0.2019,4.576800059572669e-70,-6.665005322970364e-43,1.2551100502060897e-34,-1.170877452487122e-67,3.518241520052344e-34,6.391429947990529e-58,2.5551015350266932e-05,1.7916513283627915e-35,-9.187440601130651e-46,1.088402237293309e-43,3.812840287569537e-36,-3.6190480641048284e-70,2.2659751904709622e-29,-2.787490699869721e-72,-9.170182974033055e-76,9.839643877721959e-33,-8.401857535852106e-36,5.975070549281439e-80,1.2832833750127004e-35,0.0011448658215754822,-1.0429918128360442e-73,1.368764909893688e-37,-4.5465873701233405e-23,-1.395359841523102e-23,1.0199971274927847e-21,-1.3834906081836033e-79,-1.5800052093863002e-77,6.065412128600427e-24,8.50663552929911e-27
8.843940798161778e-10,0.0005360053254522017,0.1557,0.0,0.0004062256925807863,0.641241509551268,0.2019,4.4016313793480736e-70,-6.620340083888916e-43,1.2658174209483047e-34,-1.17450015417331e-67,3.6408898362613523e-34,5.500655935629249e-58,2.549506308773198e-05,1.8540821575597322e-35,1.0409854469106244e-45,1.0956213143296801e-43,3.84550679532911e-36,-3.471918837878004e-70,2.2818400033759425e-29,2.340899171516225e-72,-9.00445203746262e-76,9.89745502519267e-33,7.315918903830978e-36,4.340247263172912e-80,1.327450792328871e-35,0.0011457429171904746,-1.019470017564295e-73,1.3820592239097158e-37,6.344284410921462e-22,-1.384557913618976e-23,3.550262221628971e-22,-1.3607137998345088e-79,-1.5898851118252492e-77,6.076552426932118e-24,8.553389115177102e-27
8.872350344604891e-10,0.0005360053254522017,0.1557,0.0,0.00040541087724710393,0.6412406669574243,0.2019,4.181122117848758e-70,-6.567296226805824e-43,1.2765763454468228e-34,-1.1758673972766692e-67,4.066456081009516e-34,4.216140784826546e-58,2.5439506056617663e-05,2.0708965791789296e-35,1.703907509087151e-45,1.1107079956845266e-43,3.878335422086941e-36,-2.8633452478271338e-70,2.2977597522210687e-29,-3.4325453714659316e-71,-8.9174168902935e-76,1.004372057402973e-32,-9.796896774512459e-35,1.6320735662575056e-79,1.4844800339113738e-35,0.0011466132895497662,-1.0164702811884978e-73,1.3953584038776619e-37,-1.5128823302247733e-19,-1.2215036962844609e-23,1.5252637007338356e-19,-1.3382085741240348e-79,-1.5961156360555282e-77,6.087667594240289e-24,8.600228138361275e-27
8.897918936403692e-10,0.0005360053254522017,0.1557,0.0,0.0004046829134381989,0.6412399141607552,0.2019,4.058238884599618e-70,-6.507770142360566e-43,1.286303465539189e-34,-1.1634903971699356e-67,3.989087482800256e-34,3.595911429593074e-58,2.5389840324821965e-05,2.0313853675183234e-35,3.465320777661709e-46,1.1356017050670107e-43,3.9080201167011446e-36,-3.0405557261848965e-70,2.3121345430991154e-29,-1.7235188651327077e-72,-8.850928510995942e-76,1.0038358865530558e-32,-5.266747381787638e-36,6.185393121031847e-80,1.4540721886936292e-35,0.0011473909190848862,-1.0135267826504865e-73,1.4075021351329632e-37,1.2887043338958517e-21,-1.359518987728064e-23,2.1971357934074156e-22,-1.3205596191067316e-79,-1.5757293805939627e-77,6.097649903493219e-24,8.642456147689121e-27
8.920930669022612e-10,0.0005360053254522017,0.1557,0.0,0.0004040320652956187,0.6412392410980764,0.2019,4.059908056185587e-70,-6.461397956885614e-43,1.295093748773e-34,-1.151294890160946e-67,3.960229238649047e-34,3.6191548290366604e-58,2.5345411250255996e-05,2.0166061223661017e-35,7.473468939269776e-46,1.1502792027798922e-43,3.9348491161983336e-36,-3.1378258711109345e-70,2.3251099744111805e-29,1.0243534077104414e-71,-8.756849548690092e-76,1.0077499923133197e-32,3.0050733198269845e-35,3.289292499976026e-80,1.4418842194014854e-35,0.0011480861963007731,-1.0018078713282819e-73,1.4186456808775035e-37,3.6836694095105505e-20,-1.3925621767291424e-23,-3.526391398456792e-20,-1.3062342633576073e-79,-1.5543064078969018e-77,6.106616804896624e-24,8.680520275083604e-27
8.943942401641533e-10,0.0005360053254522017,0.1557,0.0,0.0004033852824946624,0.6412385722279097,0.2019,4.054852110309039e-70,-6.419364008853502e-43,1.3039181653102914e-34,-1.1380878792302528e-67,4.465511779846541e-34,3.362973580346871e-58,2.530123651451621e-05,2.2740615838930368e-35,2.110951204893011e-45,1.1601265509696537e-43,3.96178516339081e-36,-2.41857644158149e-70,2.3381215508952278e-29,-5.928944462189926e-71,-8.642412171779893e-76,1.0293187718781196e-32,-1.6903214624141284e-34,2.413693822462528e-79,1.628841561775361e-35,0.00114877715383553,-9.852651602092073e-74,1.4298274027548864e-37,-2.7620620836831096e-19,-1.0856649022208525e-23,2.778732506486958e-19,-1.2919627465033146e-79,-1.5305208750437179e-77,6.115567529319391e-24,8.718640114837243e-27
8.961777966412202e-10,0.0005360053254522017,0.1557,0.0,0.00040288676474747,0.6412380566780547,0.2019,3.944116271308722e-70,-6.377057679721087e-43,1.310781187173483e-34,-1.1248797247832895e-67,4.218995628932397e-34,2.849866971221612e-58,2.5267172293289533e-05,2.1483615627693252e-35,1.3359079287079869e-45,1.1772149893423519e-43,3.98273609190766e-36,-2.8446737784952773e-70,2.3482312388432694e-29,-3.478762907950841e-72,-8.569917497171803e-76,1.0217130560797936e-32,-1.0469815720799432e-35,7.313901451825817e-80,1.535777618047984e-35,0.0011493097358011288,-9.751879082067532e-74,1.4383815661380081e-37,-6.53182054147497e-23,-1.3440440377407498e-23,1.8734691255394142e-21,-1.2803570420444245e-79,-1.507289580377449e-77,6.122493843755777e-24,8.748223688792979e-27
8.979613531182872e-10,0.0005360053254522017,0.1557,0.0,0.0004023906620301314,0.6412375436188422,0.2019,3.89977167878753e-70,-6.334403357400595e-43,1.317664702827201e-34,-1.1136835231245157e-67,4.239542523960276e-34,2.5996676659521216e-58,2.5233259299203525e-05,2.1587753781141093e-35,6.016468185930285e-46,1.1943717407946947e-43,4.00375154918085e-36,-2.850321246267783e-70,2.3583626734211512e-29,3.4379302723893517e-72,-8.491746705685479e-76,1.0249630615684903e-32,1.0637485558372606e-35,5.319948554056988e-80,1.5422746580087297e-35,0.001149839751510749,-9.672306503727772e-74,1.4470581950502838e-37,6.949522273488667e-23,-1.3397498162564476e-23,1.826877333016907e-21,-1.2685669674483164e-79,-1.4880523113428742e-77,6.129410538090454e-24,8.777840622737847e-27
8.997449095953541e-10,0.0005360053254522017,0.1557,0.0,0.0004018969626027571,0.6412370330381884,0.2019,3.877708307225747e-70,-6.29672246565116e-43,1.3245687758737876e-34,-1.1054823921636949e-67,4.341316908053939e-34,2.4427415428221074e-58,2.5199496856828003e-05,2.2105878854249566e-35,9.573841953979931e-46,1.2062386822906939e-43,4.0248316312329565e-36,-2.7391213644602435e-70,2.368515869400292e-29,-3.5907395086795963e-72,-8.411617491059471e-76,1.0315919318479563e-32,-1.0717888944611165e-35,8.587400628653303e-80,1.5790433563259804e-35,0.0011503672133860619,-9.586406604230861e-74,1.45579787517405e-37,-9.884810036400529e-21,-1.326347195760936e-23,1.1756494715992277e-20,-1.2570085867981639e-79,-1.4738144373053116e-77,6.136317654705498e-24,8.807490869957531e-27
9.000583277375758e-10,0.0005360053254522017,0.1557,0.0,0.0004018104539193836,0.6412369435707769,0.2019,3.867375985833771e-70,-6.28995864106965e-43,1.3257841367320915e-34,-1.1039229511941421e-67,4.322711664245103e-34,2.393474974565436e-58,2.519357940289507e-05,2.2010948707948392e-35,9.986327509209245e-46,1.2084355267226436e-43,4.028542643463676e-36,-2.773097218828232e-70,2.3703023041572297e-29,1.2074689271237085e-72,-8.3981845415316e-76,1.0313478475065993e-32,3.607052998829384e-36,6.352400594908569e-80,1.5718974158891587e-35,0.001150459639524658,-9.569002135083284e-74,1.4573277396479986e-37,4.326552945741186e-23,-1.3349974040791142e-23,1.8217566050878535e-21,-1.2550106789035076e-79,-1.4710709235335454e-77,6.13753043190776e-24,8.81270464208659e-27
9.006851640220194e-10,0.0005360053254522017,0.1557,0.0,0.00040163765785412414,0.6412367648641912,0.2019,3.858428127603568e-70,-6.275973670683344e-43,1.328216761939037e-34,-1.1006675524179036e-67,4.344646181015448e-34,2.3372418933293482e-58,2.5181758364990944e-05,2.2122533663152125e-35,9.967494746203907e-46,1.2132607815349028e-43,4.0359706660746426e-36,-2.7529179646570805e-70,2.3738771913379497e-29,7.678243067439169e-73,-8.369530102859095e-76,1.0331816637501988e-32,2.6159660340405524e-36,6.247691031861052e-80,1.5796579827863945e-35,0.0011506442566292182,-9.53427284639099e-74,1.4604069302579182e-37,4.952054345023855e-24,-1.3336772766241874e-23,1.8539268769512595e-21,-1.2510177486864403e-79,-1.4654323319722977e-77,6.139955103861064e-24,8.823135267149912e-27
9.013967778003232e-10,0.0005360053254522017,0.1557,0.0,0.0004014418487941154,0.6412365623564261,0.2019,3.8584288131249963e-70,-6.259914225838452e-43,1.330981473718559e-34,-1.0969974158668606e-67,4.381092641311727e-34,2.3281910405013488e-58,2.5168360954795072e-05,2.2308053690969832e-35,9.705050412003214e-46,1.2188781899190868e-43,4.04441300132754e-36,-2.7142672409017738e-70,2.377938831241524e-29,-2.3220299099794196e-72,-8.335871467452497e-76,1.0359516507647812e-32,-6.622299409130007e-36,7.60474442909911e-80,1.5927715259879946e-35,0.0011508534630995373,-9.496188571621634e-74,1.4639219312486468e-37,-4.903289841036469e-21,-1.3282837162046614e-23,6.763006979873728e-21,-1.2464804940072318e-79,-1.459154364521855e-77,6.142706280402591e-24,8.834981575587224e-27
9.02108391578627e-10,0.0005360053254522017,0.1557,0.0,0.00040124641873473055,0.6412363602395423,0.2019,3.854689924128857e-70,-6.244020896081725e-43,1.333749472464524e-34,-1.093427861291168e-67,4.3349197578362796e-34,2.3345212533180915e-58,2.5154987304864563e-05,2.2072486114967994e-35,9.912379526233147e-46,1.224281594014009e-43,4.0528656542576926e-36,-2.8000096321960254e-70,2.3820039399186568e-29,7.489731573471214e-72,-8.303177807987965e-76,1.0358546031094432e-32,2.182727704151245e-35,3.672684615919613e-80,1.5750769648149785e-35,0.0011510622668081565,-9.459131646400155e-74,1.4674370412575615e-37,1.6962035105717536e-20,-1.3490452456099587e-23,-1.5096556902339482e-20,-1.2419411951510013e-79,-1.4530379129258974e-77,6.145455945181534e-24,8.846833172920048e-27
9.028200053569308e-10,0.0005360053254522017,0.1557,0.0,0.0004010513669403208,0.6412361585127825,0.2019,3.8565923438677964e-70,-6.2280726987218344e-43,1.3365207571279754e-34,-1.0898949574641027e-67,4.329859182222586e-34,2.354365691037925e-58,2.5141637372874936e-05,2.2046455713595072e-35,1.0096446938690717e-45,1.2296931362821356e-43,4.061328630957828e-36,-2.8217640933128677e-70,2.3860725183274336e-29,1.0301421375658577e-71,-8.27034509546079e-76,1.0372929373171539e-32,3.04753910686533e-35,2.3476342085002403e-80,1.5727107028784666e-35,0.0011512706685339958,-9.4232531560974e-74,1.4709648859952426e-37,2.19294439131435e-20,-1.353624448405197e-23,-2.0060706875353742e-20,-1.237411206572697e-79,-1.44699600769982e-77,6.1482041008579324e-24,8.858690056215249e-27
9.035316191352346e-10,0.0005360053254522017,0.1557,0.0,0.00040085669267596915,0.6412359571753902,0.2019,3.8708514960677316e-70,-6.211911725228897e-43,1.3392953249412278e-34,-1.0862584023192247e-67,4.472280027931735e-34,2.3797179169649526e-58,2.512831111650485e-05,2.2772094896390655e-35,9.928575746122002e-46,1.2352708331155918e-43,4.06980193756841e-36,-2.6211094428120033e-70,2.390144567428882e-29,-1.0505617506759998e-71,-8.235793503794865e-76,1.0440189713432401e-32,-2.977677951239317e-35,1.081472657363226e-79,1.6253343169553907e-35,0.0011514786690544664,-9.387367501452532e-74,1.4745146131688638e-37,-2.6407942937101588e-20,-1.3067432486519222e-23,2.827791970125318e-20,-1.2328918956412172e-79,-1.4408161569867401e-77,6.150950750087046e-24,8.870552222544782e-27
9.042432329135385e-10,0.0005360053254522017,0.1557,0.0,0.0004006623952081624,0.6412357562266106,0.2019,3.874213533687189e-70,-6.195723863840558e-43,1.3420731905990377e-34,-1.0826366847527681e-67,4.52495089381738e-34,2.383274447538822e-58,2.5115008493522657e-05,2.304030325746019e-35,9.807475707973488e-46,1.240828497752703e-43,4.078285580365541e-36,-2.5599836481143494e-70,2.3942200881884025e-29,-1.61762390280939e-71,-8.203454153058966e-76,1.0474372150118106e-32,-4.715752254499643e-35,1.3500100413036035e-79,1.6444914126385394e-35,0.0011516862691454658,-9.351823800549761e-74,1.4780546850093654e-37,-3.6828659009514256e-20,-1.2962242309939289e-23,3.8696196347384156e-20,-1.2283936455552706e-79,-1.4346226090840827e-77,6.15369589551933e-24,8.882419668985727e-27
9.049548466918423e-10,0.0005360053254522017,0.1557,0.0,0.0004004684738039994,0.6412355556656907,0.2019,3.853126731237118e-70,-6.179605500822425e-43,1.3448543601270743e-34,-1.07898570728267e-67,4.3306265013916e-34,2.3565062313359175e-58,2.5101729461742068e-05,2.2049646430438086e-35,9.989269302012504e-46,1.2462685809504565e-43,4.0867795656677665e-36,-2.8725337064550306e-70,2.3982990815738965e-29,1.821449019477336e-71,-8.174723822539219e-76,1.0418979246788123e-32,5.194290062318962e-35,-2.3183910246843733e-81,1.5715490937321423e-35,0.0011518934695813885,-9.315702730513673e-74,1.4815663079095093e-37,4.9146563186765517e-20,-1.3784178525782717e-23,-4.7277321933869634e-20,-1.223902738118772e-79,-1.4282576397132434e-77,6.156439539800477e-24,8.894292392620254e-27
9.056664604701461e-10,0.0005360053254522017,0.1557,0.0,0.00040027492773296125,0.6412353554918784,0.2019,3.851678612162387e-70,-6.163444002460293e-43,1.347638816372052e-34,-1.0753621046258279e-67,4.2997764460759745e-34,2.367626283102949e-58,2.508847397908478e-05,2.1892171356039922e-35,1.0141063269708794e-45,1.2517051330520577e-43,4.095283899790244e-36,-2.929918953958457e-70,2.4023815485547237e-29,2.4963400679740457e-71,-8.143501135008075e-76,1.0423791039458575e-32,7.307493578246928e-35,-3.2824337264246374e-80,1.559560659066638e-35,0.0011521002711351205,-9.28006869840461e-74,1.4851094962989474e-37,6.048309474112532e-20,-1.3889176909520515e-23,-5.861434787750047e-20,-1.2194342146329989e-79,-1.4219818077829335e-77,6.159181685571386e-24,8.906170390535613e-27
9.063780742484499e-10,0.0005360053254522017,0.1557,0.0,0.0004000817562656838,0.6412351557044231,0.2019,3.885014777572109e-70,-6.147128823085891e-43,1.3504265491703208e-34,-1.0716283932719829e-67,4.6690876351529065e-34,2.39900247937057e-58,2.507524200348989e-05,2.3774202063874617e-35,1.0036765681145875e-45,1.257247864963779e-43,4.103798588874484e-36,-2.37984408259356e-70,2.4064674901034238e-29,-3.290621197919414e-71,-8.10655754019579e-76,1.0572315953541449e-32,-9.302735753820441e-35,1.9806936580985276e-79,1.6967784410846398e-35,0.0011523066745780502,-9.243955446338217e-74,1.4887047687656044e-37,-9.494725177403548e-20,-1.2387402107747226e-23,9.68147957833002e-20,-1.2149635003257249e-79,-1.4156561343393666e-77,6.16192233546821e-24,8.918053659824132e-27
9.070896880267537e-10,0.0005360053254522017,0.1557,0.0,0.00039988895867427326,0.6412349563025765,0.2019,3.867217733401598e-70,-6.130777899927002e-43,1.353217604641803e-34,-1.0678911300719138e-67,4.545732587645681e-34,2.361275366542087e-58,2.5062033493071918e-05,2.3145252776650724e-35,1.0056700901907813e-45,1.2627790210754319e-43,4.1123236393305704e-36,-2.5912205334050236e-70,2.4105569072001237e-29,-9.016357337311384e-72,-8.077645106339266e-76,1.0541726424232699e-32,-2.637410066304832e-35,1.0527359295261049e-79,1.6502932983068416e-35,0.0011525126806799099,-9.207887978348694e-74,1.4922363816014807e-37,-1.5607333406172256e-20,-1.3144374618166161e-23,1.7476019743641426e-20,-1.2105028616549884e-79,-1.4091624112941414e-77,6.164661492121844e-24,8.929942197583732e-27
9.078013018050575e-10,0.0005360053254522017,0.1557,0.0,0.00039969653423183016,0.641234757285591,0.2019,3.845294002561096e-70,-6.114403942345361e-43,1.3560119636261773e-34,-1.0641548706834934e-67,4.260790237416796e-34,2.373562780113367e-58,2.5048848406030127e-05,2.1692740002602318e-35,1.0160801960120703e-45,1.2682858971669052e-43,4.120859057688074e-36,-3.04522203100536e-70,2.414649800823889e-29,3.97172699176468e-71,-8.049636037376325e-76,1.0456041017563339e-32,1.129863403794382e-34,-8.267353729356238e-80,1.54355618128298e-35,0.0011527182902088715,-9.171885509093987e-74,1.4957680977592614e-37,1.226723591320061e-19,-1.4473682849396148e-23,-1.207974285619745e-19,-1.2060543669250766e-79,-1.4025553972748154e-77,6.167399158158234e-24,8.94183600091762e-27
9.085129155833613e-10,0.0005360053254522017,0.1557,0.0,0.00039950448221388673,0.6412345586527205,0.2019,3.867220564695677e-70,-6.097979254417797e-43,1.3588096031924135e-34,-1.0604098868997402e-67,4.434767365404622e-34,2.4267674180213984e-58,2.5035686700533175e-05,2.2579207591863535e-35,1.0172294412513923e-45,1.2737963159682284e-43,4.129404849942625e-36,-2.7872217286530566e-70,2.418746171954732e-29,1.2403288906832839e-71,-8.015031267478523e-76,1.0536057153800112e-32,3.6729670931130097e-35,2.4509879415400057e-80,1.607935438769041e-35,0.0011529235039320792,-9.135995901447727e-74,1.4993632647498245e-37,2.5346634325049153e-20,-1.3534474461404044e-23,-2.3470492082259924e-20,-1.2016188906440107e-79,-1.3961054326133409e-77,6.170135336200068e-24,8.953735066932475e-27
9.092245293616651e-10,0.0005360053254522017,0.1557,0.0,0.0003993128018969136,0.6412343604032203,0.2019,3.8889843679835094e-70,-6.081502955341093e-43,1.3616105467085007e-34,-1.0566527430642855e-67,4.719949704941225e-34,2.4283368639158714e-58,2.5022548334873e-05,2.403245438027674e-35,1.0135854470002091e-45,1.2793111310699798e-43,4.13796102228599e-36,-2.3644218560293528e-70,2.4228460215795316e-29,-3.1484066941829506e-71,-7.980585870065379e-76,1.0653155848540065e-32,-8.868496252702026e-35,1.9118368529273783e-79,1.7137781149981857e-35,0.0011531283226149608,-9.100111657249059e-74,1.502962868757247e-37,-1.0603782471598864e-19,-1.2262342009881419e-23,1.0791062824594416e-19,-1.1971944693232946e-79,-1.3896793933033191e-77,6.172870028864583e-24,8.965639392740786e-27
9.09936143139969e-10,0.0005360053254522017,0.1557,0.0,0.0003991214925578591,0.6412341625363476,0.2019,3.871074192723419e-70,-6.0649779712271566e-43,1.3644148141233772e-34,-1.0528863674708147e-67,4.600325070418796e-34,2.388375140969072e-58,2.5009433267462866e-05,2.3422515060122706e-35,1.0184474274007158e-45,1.2848273330521587e-43,4.1465275813585346e-36,-2.5720174922284194e-70,2.4269493506883686e-29,-7.947394020005878e-72,-7.952328555240889e-76,1.0623848554157376e-32,-2.361376817314904e-35,9.90120761018802e-80,1.668678204093583e-35,0.0011533327470215563,-9.064178637952077e-74,1.506514742695206e-37,-1.2381430808407699e-20,-1.3156916872307335e-23,1.425399639876424e-20,-1.1927803308894427e-79,-1.383108374971284e-77,6.175603238764614e-24,8.977548975459739e-27
9.106477569182728e-10,0.0005360053254522017,0.1557,0.0,0.0003989305534753295,0.6412339650513598,0.2019,3.861664184636027e-70,-6.0484037102850474e-43,1.3672223838778885e-34,-1.049102909949242e-67,4.496874640022806e-34,2.3870320921597415e-58,2.4996341456751297e-05,2.289501090247912e-35,1.0248563204468273e-45,1.2903454533524486e-43,4.1551045335618545e-36,-2.744274874139168e-70,2.4310561602706633e-29,1.1190430016958273e-71,-7.922769227831506e-76,1.0602258012856061e-32,3.2007076716709647e-35,3.0097003505433988e-80,1.6296077055856578e-35,0.0011535367779146864,-9.028174592125114e-74,1.5100826791290272e-37,3.5266363173813516e-20,-1.361197011470684e-23,-3.339242178089068e-20,-1.188375440467984e-79,-1.3765087371978449e-77,6.178334968509127e-24,8.989463812210646e-27
9.113593706965766e-10,0.0005360053254522017,0.1557,0.0,0.0003987399839307763,0.641233767947517,0.2019,3.8870906554340904e-70,-6.031770243503634e-43,1.3700332429916394e-34,-1.0452950976526263e-67,4.838844206815656e-34,2.3783997105402003e-58,2.49832728612458e-05,2.463768283626128e-35,1.0225514129990533e-45,1.2958753624245005e-43,4.163691884822271e-36,-2.2204997285079284e-70,2.4351664513199116e-29,-4.321386636814333e-71,-7.88770036207753e-76,1.0739143464279002e-32,-1.1929448441227557e-34,2.4024259375490326e-79,1.7566189694091768e-35,0.0011537404160551193,-8.992095785984038e-74,1.5137010414445158e-37,-1.8205427722384577e-19,-1.1510772905185464e-23,1.8392289602348492e-19,-1.1839788380779437e-79,-1.3700172954316658e-77,6.181065220700576e-24,9.001383900121766e-27
9.120709844748804e-10,0.0005360053254522017,0.1557,0.0,0.00039854978320565956,0.6412335712240805,0.2019,3.880862418276882e-70,-6.015082519150659e-43,1.372847426596945e-34,-1.0414706804097225e-67,4.953873789493034e-34,2.2974113595841524e-58,2.497022743957716e-05,2.5223704799220427e-35,1.0231675868951626e-45,1.3014120976787009e-43,4.1722896416829625e-36,-2.068621704382677e-70,2.439280224835905e-29,-5.701953991789062e-71,-7.857500980075623e-76,1.0791502916948655e-32,-1.6134660874087705e-34,2.8400772571134917e-79,1.7990087526446818e-35,0.0011539436622024452,-8.955907550096232e-74,1.5172831243444186e-37,-1.9841851043573948e-19,-1.1339579051088845e-23,2.0028233108650343e-19,-1.1795896224055965e-79,-1.363410261236534e-77,6.18379399793768e-24,9.013309236325349e-27
9.127825982531842e-10,0.0005360053254522017,0.1557,0.0,0.000398359950582579,0.6412333748803132,0.2019,3.8170903017044305e-70,-5.998328920761773e-43,1.375664947248946e-34,-1.037628441992226e-67,4.299159907166019e-34,2.24577462712501e-58,2.4957205150522053e-05,2.1886565659219434e-35,1.0412181703928312e-45,1.3069670338690956e-43,4.180897811281593e-36,-3.121272912809756e-70,2.4433974818216645e-29,5.6186138905368545e-71,-7.83607987918624e-76,1.057087575032722e-32,1.5338213622544605e-34,-1.4422289299241245e-79,1.5543817286125237e-35,0.0011541465171142787,-8.919573017649277e-74,1.5207957138812513e-37,2.717158900529111e-19,-1.586336737536358e-23,-2.6984496240979197e-19,-1.1752071042928475e-79,-1.3564531397185749e-77,6.186521302812878e-24,9.025239817960326e-27
9.13494212031488e-10,0.0005360053254522017,0.1557,0.0,0.00039817048534623704,0.641233178915479,0.2019,3.8242478230982335e-70,-5.9815262859500865e-43,1.3784857504104606e-34,-1.0337604473820551e-67,4.106727725553088e-34,2.3797260907088534e-58,2.4944205952825937e-05,2.0905546273272872e-35,1.0515968286815214e-45,1.312523497544513e-43,4.189516399828229e-36,-3.416470880944046e-70,2.447518223276345e-29,8.607428481206325e-71,-7.803823704500662e-76,1.0524388880640888e-32,2.436891945373037e-34,-2.3128617304024453e-79,1.4821262482845163e-35,0.0011543489815473943,-8.883146011161747e-74,1.5244068362003954e-37,3.1939062504408585e-19,-1.6333588880656618e-23,-3.175113278099596e-19,-1.1708308751742931e-79,-1.3495507942337335e-77,6.1892471379159624e-24,9.03717564216848e-27
9.142058258097918e-10,0.0005360053254522017,0.1557,0.0,0.0003979813867855413,0.6412329833288437,0.2019,3.92320824190478e-70,-5.964648395185917e-43,1.3813098216412348e-34,-1.0298585415075398e-67,5.230232884388905e-34,2.425119425267631e-58,2.4931229805223495e-05,2.663147721948041e-35,1.0305278866246596e-45,1.3181071285088939e-43,4.198145411947923e-36,-1.6486899622854166e-70,2.4516424502041718e-29,-1.0088168819746803e-70,-7.757178609489909e-76,1.0942720340851766e-32,-2.7400281536596026e-34,4.7325686109495703e-79,1.900542075796082e-35,0.0011545510562564806,-8.846637401654135e-74,1.5281412814302566e-37,-5.176457527008828e-19,-8.260660876397235e-24,5.195102382303746e-19,-1.166460286011936e-79,-1.343045595711171e-77,6.191971505830079e-24,9.049116706098667e-27
9.149174395880956e-10,0.0005360053254522017,0.1557,0.0,0.0003977926541864247,0.6412327881196739,0.2019,3.9034490289855584e-70,-5.947751369737791e-43,1.384137269456656e-34,-1.0259620980410631e-67,5.517500510126304e-34,2.1925953204529528e-58,2.4918276666681228e-05,2.8095340744198253e-35,1.0217732566748029e-45,1.323662606771321e-43,4.206784854806202e-36,-1.2569886342052756e-70,2.4557701636214754e-29,-1.374721095594963e-70,-7.729060566654383e-76,1.1048982129361044e-32,-3.885946131230703e-34,5.643503904482019e-79,2.007147067063918e-35,0.0011547527419955707,-8.81000791846078e-74,1.5317259668985784e-37,-5.418873668301308e-19,-7.99258284135301e-24,5.43739347953642e-19,-1.1620946629567917e-79,-1.3362480343537818e-77,6.194694409136324e-24,9.061063006901942e-27
