Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),CHOX2(61),SX(53),CH3OX(46),CH3X(55),CH4(41),CH2OX2(52),CHX(32),SX(406),SX(420),C2HOX(418),C2H4O(376)
2.614573011653104e-11,0.000539690409995138,0.1557,0.0,0.0014987457764755127,0.6423746918879405,0.20186105312386196,3.978586364840969e-24,1.182264773122527e-28,2.6369383215952346e-15,1.3033542975948924e-36,6.644736298370264e-19,1.498577479759204e-27,5.0616223810594486e-05,4.340783154212649e-22,1.0671135361146747e-29,1.2583086233825316e-28,3.894687563974449e-05,1.5971538687012652e-29,3.023916353372497e-13,1.820975715334379e-40,7.193300769498353e-37,4.2378748013611e-18,4.690137692248178e-21,4.9365051611183095e-50,2.690837220337046e-20,1.4804862108275742e-18,9.273798931779756e-16,1.929900286682611e-13,1.1461357060679156e-16,6.6103635539752124e-40,3.66744080277722e-24,-7.841119300384542e-25,-1.962707543652348e-24,1.0749402897316241e-16,1.4809268218684944e-18,5.347512566334614e-27,9.442794605527193e-27,1.5041259245302037e-25,2.7749240120588654e-26
2.6282875847753287e-11,0.000539690409995138,0.1557,0.0,0.0014983591303002646,0.6423745974921267,0.20186085526931075,4.0788946066613685e-24,1.227534127481045e-28,2.6865914578954507e-15,1.3436189635748292e-36,6.673505553526953e-19,1.5151308193291084e-27,5.0805015433768805e-05,4.403509260838359e-22,1.0593868247654233e-29,1.3013285601677294e-28,3.914473018557444e-05,1.637444808473593e-29,3.067658863252056e-13,1.874137775462761e-40,7.1133708498088555e-37,4.365402179055409e-18,-6.0959625201362015e-21,5.037031564934278e-50,2.7024877823648362e-20,1.5093891524958179e-18,9.321099301954942e-16,1.9391995681571815e-13,1.1559171598961933e-16,6.823211425438761e-40,3.796698294336934e-24,-7.766385988147046e-25,-1.9822353223518446e-24,1.0883812243937461e-16,1.509836140775264e-18,5.5355303843590685e-27,9.813211980517962e-27,1.562292303574044e-25,2.9118145038133123e-26
2.6420021578975535e-11,0.000539690409995138,0.1557,0.0,0.0014979734112506855,0.6423745035302332,0.20186065747404472,4.181155416742673e-24,1.2729332918647953e-28,2.7368631797897053e-15,1.383514874710386e-36,6.693835904078676e-19,1.525286752309562e-27,5.099293921642736e-05,4.466731469112642e-22,1.0602866795319597e-29,1.344405490328192e-28,3.9342525446215086e-05,1.6785230726286047e-29,3.111773615220222e-13,1.9285394075100607e-40,7.167983096586656e-37,4.471567892343971e-18,7.535740100257607e-21,5.136909922082185e-50,2.710720917277173e-20,1.5386856253515924e-18,9.36838747574128e-16,1.948492025940771e-13,1.1657154653332682e-16,7.036455074766361e-40,3.928791099761957e-24,-7.7211891366188035e-25,-2.001835164657871e-24,1.1018918488739094e-16,1.5391390451935318e-18,5.729030156739608e-27,1.019582710606079e-26,1.6223395953729973e-25,3.0545867233819274e-26
2.6557167310197783e-11,0.000539690409995138,0.1557,0.0,0.001497588618144949,0.6423744100017317,0.20186045973793815,4.285395298756807e-24,1.3188350566566157e-28,2.7877567050176495e-15,1.4239448407369075e-36,6.728133548912023e-19,1.5469162462809615e-27,5.117999621465874e-05,4.530493144028625e-22,1.0618551118342384e-29,1.3879112340581894e-28,3.9540261547403694e-05,1.7203968470608484e-29,3.1562616469195743e-13,1.9841984408737307e-40,7.253131066663778e-37,4.608831547973635e-18,-9.180310777698145e-21,5.23905839754662e-50,2.724610158703213e-20,1.5683784811475598e-18,9.415663482419806e-16,1.9577776856593863e-13,1.1755303125693944e-16,7.252937757723477e-40,4.063820887676601e-24,-7.656839204417001e-25,-2.0221167245511565e-24,1.1154706456731755e-16,1.5688383869722202e-18,5.928133058215008e-27,1.0590960803856666e-26,1.6843163569756297e-25,3.203454987256435e-26
2.669431304142003e-11,0.000539690409995138,0.1557,0.0,0.0014972047497695275,0.6423743169060786,0.20186026206086533,4.3916409468080905e-24,1.364985538407226e-28,2.839275150597598e-15,1.4651778005559021e-36,6.682087206546226e-19,1.516886859900641e-27,5.136618751641498e-05,4.595126145134547e-22,1.0568206197368663e-29,1.4315908670481115e-28,3.973793861471872e-05,1.7630791730501158e-29,3.201122019940453e-13,2.0410742822969135e-40,7.282305612765227e-37,4.7187105910813706e-18,1.207710923400257e-20,5.345254561069764e-50,2.7059635556442224e-20,1.598470576011249e-18,9.462927351233677e-16,1.9670565728749996e-13,1.1853614133865944e-16,7.472042613139012e-40,4.2022479769760416e-24,-7.250359686547335e-25,-2.0422584715558034e-24,1.1291171820709844e-16,1.5989370223245967e-18,6.1329691460394274e-27,1.0998938772674376e-26,1.7482720016666034e-25,3.358639916951295e-26
2.683145877264228e-11,0.000539690409995138,0.1557,0.0,0.0014968218048795545,0.6423742242427137,0.20186006444270096,4.4999192450761775e-24,1.4110071657128837e-28,2.891421592773785e-15,1.5068040221970477e-36,6.713656531924261e-19,1.5393866777281862e-27,5.155151424115809e-05,4.659989395778493e-22,1.0500533022182519e-29,1.475066954241267e-28,3.9935556773559857e-05,1.8065841891343505e-29,3.246357964482155e-13,2.099290359659197e-40,7.258741793875787e-37,4.872292596317447e-18,-1.6189718951270003e-20,5.451303604897059e-50,2.718747973907443e-20,1.6289647800600708e-18,9.510179111387176e-16,1.976328712962783e-13,1.1952084930330417e-16,7.69169688920508e-40,4.341963936316723e-24,-7.151906399929884e-25,-2.0614155336597376e-24,1.1428315113432793e-16,1.629437821450213e-18,6.343664427166317e-27,1.1420097299434768e-26,1.814256787454388e-25,3.520368555718914e-26
2.6968604503864527e-11,0.000539690409995138,0.1557,0.0,0.0014964397821992021,0.6423741320110624,0.2018598668833198,4.610257270156672e-24,1.4568457305238468e-28,2.944199123020023e-15,1.5484821701444866e-36,6.660080341068962e-19,1.5009484869718272e-27,5.1735977539482885e-05,4.72568001006331e-22,1.0436877571070567e-29,1.5182861099104255e-28,4.013311614916511e-05,1.8509221763273177e-29,3.2919673265243887e-13,2.158775289491548e-40,7.262303868143015e-37,4.970333398253778e-18,2.2224578919293212e-20,5.558852772561326e-50,2.6970521427792954e-20,1.6598639644869567e-18,9.557418792044713e-16,1.9855941312254316e-13,1.2050712695578518e-16,7.911408075050295e-40,4.484997073116302e-24,-6.762999928412598e-25,-2.0797929921874846e-24,1.15661322023435e-16,1.6603436556297035e-18,6.560357652663425e-27,1.1854775038747048e-26,1.8823219264283305e-25,3.6888745609524584e-26
2.7105750235086775e-11,0.000539690409995138,0.1557,0.0,0.0014960586804220368,0.6423740402105333,0.20185966938259678,4.722682292105797e-24,1.5026817855076518e-28,2.9976108322434006e-15,1.5902651027535025e-36,6.74863202895436e-19,1.5627220446349346e-27,5.191957859276985e-05,4.791341333360393e-22,1.0428291514695581e-29,1.5614293672404388e-28,4.0330616866581146e-05,1.8961036383814064e-29,3.3379545907389985e-13,2.2196805003987827e-40,7.283263285215326e-37,5.147568983249608e-18,-3.103800013890664e-20,5.664117539652132e-50,2.7329119588270673e-20,1.6911709915499261e-18,9.604646422329891e-16,1.9948528528732488e-13,1.2149494622473392e-16,8.131721264489326e-40,4.629121914926685e-24,-6.937490736252924e-25,-2.0977378025369028e-24,1.1704614516517757e-16,1.6916573872068909e-18,6.783173653629845e-27,1.2303321419088286e-26,1.9525195813717472e-25,3.864398370736715e-26
2.7242895966309023e-11,0.000539690409995138,0.1557,0.0,0.0014956784982114012,0.642373948840521,0.20185947194040704,4.8372217733808616e-24,1.5486735297184484e-28,3.051659770580593e-15,1.6324017869759186e-36,6.634588379954478e-19,1.4789729609155508e-27,5.210231861280033e-05,4.858347310209774e-22,1.0385523984148428e-29,1.6046547082476043e-28,4.052805905069331e-05,1.942137535547002e-29,3.384314423964374e-13,2.281815874130735e-40,7.329925537266239e-37,5.219224808308672e-18,4.469167479359857e-20,5.774132658540566e-50,2.6867293935026548e-20,1.7228887168339289e-18,9.651862031324494e-16,2.0041049030002814e-13,1.224842793730012e-16,8.353685905436855e-40,4.778456380839454e-24,-6.298249308837112e-25,-2.115636455923547e-24,1.1843754624688154e-16,1.7233818718538357e-18,7.01226113697685e-27,1.2766085352069188e-26,2.0249029091325836e-25,4.047187349880444e-26
2.738004169753127e-11,0.000539690409995138,0.1557,0.0,0.0014952992342007595,0.6423738579004042,0.20185927455662592,4.953903367615993e-24,1.5947654575907843e-28,3.1063489417196315e-15,1.6749388136719815e-36,6.803140099170759e-19,1.6036145395180614e-27,5.228419884142349e-05,4.924747442615507e-22,1.0380427626668863e-29,1.647906338943514e-28,4.072544282617424e-05,1.9890376623496738e-29,3.431055829292514e-13,2.3455105007154804e-40,7.327291330741243e-37,5.44976805486682e-18,-6.551183748563061e-20,5.880241068576262e-50,2.754985763261102e-20,1.7550199950193296e-18,9.699065648067571e-16,2.0133503065987304e-13,1.2347509889299443e-16,8.576789290530592e-40,4.9271584456198335e-24,-6.801076862585198e-25,-2.133016076217323e-24,1.1983548009568574e-16,1.7555199643276296e-18,7.247739066699857e-27,1.324343356553974e-26,2.099525953277346e-25,4.237495911449977e-26
2.751718742875352e-11,0.000539690409995138,0.1557,0.0,0.0014949208869940976,0.6423737673895475,0.20185907723112886,5.0727549195089465e-24,1.6408868866052764e-28,3.1616813248278574e-15,1.7178288774802794e-36,6.546569197413318e-19,1.4101451876836687e-27,5.246522055015225e-05,4.993428479619282e-22,1.0282733647478832e-29,1.6911135371394837e-28,4.092276831754579e-05,2.0368125817128877e-29,3.478166953402272e-13,2.410327076659263e-40,7.36502771857018e-37,5.452965930229052e-18,9.824874502060526e-20,5.995641248725123e-50,2.651085813993985e-20,1.787567681076374e-18,9.746257301554496e-16,2.0225890885601436e-13,1.2446737745804188e-16,8.801393924502279e-40,5.083716811615591e-24,-5.556918017257181e-25,-2.1501730496466674e-24,1.2123990475611097e-16,1.788074519683317e-18,7.489777813813376e-27,1.3735722862627283e-26,2.1764438022686994e-25,4.435585678791769e-26
2.7654333159975767e-11,0.000539690409995138,0.1557,0.0,0.0014945434551662388,0.6423736773073002,0.20185887996379157,5.1938044652686695e-24,1.6869490337951879e-28,3.217659886012571e-15,1.76091477317504e-36,6.939132689134465e-19,1.709842233690754e-27,5.264538503985957e-05,5.059918768618081e-22,1.0321816783837496e-29,1.7341878887972618e-28,4.1120035649081126e-05,2.085478905916557e-29,3.525667350476891e-13,2.4770022168792675e-40,7.332001794551537e-37,5.803149073273963e-18,-1.501077871467572e-19,6.098833294138587e-50,2.8100573009336547e-20,1.820534627822209e-18,9.79343702073603e-16,2.0318212736665642e-13,1.2546108790339812e-16,9.026110909760413e-40,5.235077747310318e-24,-7.045031556927676e-25,-2.1663958440064346e-24,1.2265076236141735e-16,1.8210483908066134e-18,7.738473640557482e-27,1.4243341691976544e-26,2.2557123892066037e-25,4.6417256163029577e-26
2.7791478891198016e-11,0.000539690409995138,0.1557,0.0,0.0014941669372632834,0.6423735876529973,0.20185868275448998,5.31708023267475e-24,1.7330808383514078e-28,3.2742875694191446e-15,1.804323483398461e-36,6.331961834870657e-19,1.2360622819508328e-27,5.2824693640330965e-05,5.131199482791864e-22,1.0164416103006456e-29,1.777258405301014e-28,4.131724494493892e-05,2.135039481198214e-29,3.573528140675365e-13,2.5444349064362797e-40,7.426833095721142e-37,5.627194512138748e-18,2.3413320618758795e-19,6.222595407842154e-50,2.5641794848430628e-20,1.8539236841255717e-18,9.84060483451741e-16,2.0410468865977443e-13,1.2645620318617577e-16,9.252982993643557e-40,5.401882773483913e-24,-4.272383361866481e-25,-2.1829439868530457e-24,1.2406798745402534e-16,1.854444426658552e-18,7.994044728898684e-27,1.4766645107075183e-26,2.337388863074219e-25,4.856192225832249e-26
2.7928624622420264e-11,0.000539690409995138,0.1557,0.0,0.0014937913318028666,0.6423734984259603,0.2018584856031001,5.442610640653512e-24,1.7791890111736947e-28,3.331567287018649e-15,1.8479125924932583e-36,7.300570791815184e-19,2.0009504300812444e-27,5.3003147710030324e-05,5.196197023223615e-22,1.0340238459136666e-29,1.8202320416837067e-28,4.15143963289529e-05,2.1855190933103387e-29,3.621796232113604e-13,2.614442964010044e-40,7.3281222013263455e-37,6.279896988448813e-18,-3.717795731517849e-19,6.313687442687911e-50,2.956424546928376e-20,1.88773769537528e-18,9.887760771757458e-16,2.0502659519226623e-13,1.2745269651829461e-16,9.478983098480019e-40,5.551674890158064e-24,-8.330966141068107e-25,-2.1980088746816782e-24,1.2549152088388785e-16,1.888265472678593e-18,8.256518904239583e-27,1.530606038697824e-26,2.4215310037789002e-25,5.079269639709637e-26
2.8052055780520288e-11,0.000539690409995138,0.1557,0.0,0.00149345406577912,0.6423734184863656,0.20185830821626158,5.557539367455181e-24,1.8229242544111198e-28,3.3836789035121705e-15,1.8881513802721985e-36,8.573160328544585e-19,3.6631735363188415e-27,5.3163026894445925e-05,5.246986371451125e-22,1.1459502116142626e-29,1.8610786244276272e-28,4.169178316218413e-05,2.2316905723701722e-29,3.665577487609283e-13,2.6799829328033898e-40,7.657654369227647e-37,6.012632419953416e-18,-1.0198331798776298e-19,6.390281538135799e-50,3.4717684032281004e-20,1.918535991495974e-18,9.930190984644358e-16,2.0585575327333442e-13,1.2835069674962723e-16,9.691649728860704e-40,5.67037900339854e-24,-2.0003524190868798e-24,-2.2261640837823995e-24,1.2677805145747855e-16,1.9190701474698268e-18,8.498881639374974e-27,1.5805575032359813e-26,2.4994156887938098e-25,5.287642614241113e-26
2.8175486938620312e-11,0.000539690409995138,0.1557,0.0,0.0014931175364905885,0.6423733388917798,0.2018581308761413,5.674338512879812e-24,1.87203133386429e-28,3.4363230852329286e-15,1.932342599990883e-36,9.414031557853814e-19,4.746941891642717e-27,5.3322216061931674e-05,5.302392524500302e-22,1.2973994070927244e-29,1.9072230408339726e-28,4.186912327712025e-05,2.278516996630725e-29,3.7096555472296046e-13,2.7459398653138066e-40,8.742793615842483e-37,5.902192182025119e-18,5.794696267378879e-20,6.529268922063116e-50,3.812285045865471e-20,1.9496828743882497e-18,9.97261162184095e-16,2.0668438475639167e-13,1.292497723423043e-16,9.932608706864052e-40,5.81184115787028e-24,-2.7227888018449432e-24,-2.280927685211936e-24,1.2806960953076561e-16,1.95022345407116e-18,8.747169886351604e-27,1.63187858656065e-26,2.5793893781465087e-25,5.50344520552723e-26
2.8298918096720336e-11,0.000539690409995138,0.1557,0.0,0.0014927817427991407,0.642373259641678,0.20185795358264946,5.793029190333866e-24,1.925453172938832e-28,3.4895019012131593e-15,1.9814821405604748e-36,7.843912267940975e-19,2.880794275891224e-27,5.348071626071201e-05,5.378580562205509e-22,1.3173636088583268e-29,1.957602607983277e-28,4.2046416763743217e-05,2.3260970642948047e-29,3.7539846695750655e-13,2.8099139049880073e-40,9.487710717167723e-37,6.1298680033325924e-18,1.3268204483644143e-19,6.719457770496477e-50,3.1764545489976594e-20,1.981180412981172e-18,1.0015022704285325e-15,2.0751249141083548e-13,1.3014990409751652e-16,1.019734127816355e-39,6.018313807777385e-24,-1.4094971510355876e-24,-2.3365738466946158e-24,1.2936615183274614e-16,1.981727461297333e-18,9.001427307371792e-27,1.6845975079773193e-26,2.661496871382885e-25,5.726901769032169e-26
2.842234925482036e-11,0.000539690409995138,0.1557,0.0,0.0014924466835488381,0.6423731807355276,0.20185777633569618,5.913632638140691e-24,1.9767372631209834e-28,3.5432174031664294e-15,2.031358250166773e-36,5.689864448741992e-19,1.9485047106096763e-28,5.3638528556976694e-05,5.46115755337143e-22,1.1293532182694183e-29,2.0057710225631464e-28,4.222366371173384e-05,2.3745780574963115e-29,3.7986070387839307e-13,2.8741732235507908e-40,8.689909110363816e-37,6.611975679914548e-18,1.5816804957298326e-20,6.870423905078692e-50,2.3041582345945945e-20,2.0130306741107166e-18,1.005742425288291e-15,2.0834007499818475e-13,1.310510729949156e-16,1.0454479792239418e-39,6.2340497711414534e-24,4.619091988512477e-25,-2.3545657657167135e-24,1.3066763474935228e-16,2.0135842357798676e-18,9.261755164012639e-27,1.7387329812353416e-26,2.7457829380567277e-25,5.958241369732534e-26
2.8545780412920385e-11,0.000539690409995138,0.1557,0.0,0.0014921123575662217,0.6423731021727864,0.20185759913519194,6.036170219377509e-24,2.019446465192296e-28,3.597471623829437e-15,2.074666354641549e-36,4.939099591634295e-19,-7.328885977778386e-28,5.3795654034581026e-05,5.532007761741402e-22,8.970637256426288e-30,2.0453074816932412e-28,4.2400864210613954e-05,2.4239897531015342e-29,3.8435718139210435e-13,2.9419141560442836e-40,6.9612712438125654e-37,6.858817348691986e-18,-9.702099114687716e-21,6.928753574686776e-50,2.000130971237494e-20,2.045235722225963e-18,1.0099816288506036e-15,2.0916713727268946e-13,1.3195326014842872e-16,1.066888500630294e-39,6.403231295775192e-24,1.0760773541970574e-24,-2.331120161301859e-24,1.3197401655095092e-16,2.0457958419783085e-18,9.528271211321159e-27,1.7943140544999866e-26,2.832292608816193e-25,6.197697587696176e-26
2.8656868455210405e-11,0.000539690409995138,0.1557,0.0,0.0014918120901419721,0.6423730317594796,0.20185743969437805,6.148125483552965e-24,2.050920410058585e-28,3.6467626923820235e-15,2.10606958762056e-36,5.289415815012088e-19,-3.003256124009799e-28,5.3936480644286456e-05,5.587420650005234e-22,8.14202844279311e-30,2.0738889564344524e-28,4.2560305019573834e-05,2.469163258116152e-29,3.8843287574944884e-13,3.0054954504363994e-40,6.0995095564499815e-37,6.935575409183853e-18,7.780930570747e-21,6.950673862694942e-50,2.1419940313317052e-20,2.0745253127581286e-18,1.0137961004197552e-15,2.0991104904183224e-13,1.3276608365300876e-16,1.0825310110333885e-39,6.5292202172191534e-24,7.49900189526306e-25,-2.3034004161166798e-24,1.3315391499672244e-16,2.075091373253114e-18,9.773563298716882e-27,1.8456069180612338e-26,2.9120906127783466e-25,6.420345559725408e-26
2.8767956497500426e-11,0.000539690409995138,0.1557,0.0,0.0014915124148204453,0.6423729616234809,0.20185728029105035,6.261680549910466e-24,2.0808717278231283e-28,3.696493212514708e-15,2.1348543311328276e-36,5.577753041361194e-19,4.2282123419943445e-29,5.407675263738072e-05,5.643851280902673e-22,8.353568393327274e-30,2.100913285227136e-28,4.271970834240037e-05,2.5149362979906102e-29,3.92533466604234e-13,3.0699247957730913e-40,6.2166141869002914e-37,7.04663298802499e-18,-8.588991186554843e-22,7.00052459854718e-50,2.2587583033037807e-20,2.1041054528918586e-18,1.0176098046427302e-15,2.106545412325013e-13,1.3357970307299705e-16,1.0974242784326816e-39,6.662852376908771e-24,5.036805319811874e-25,-2.289150736218732e-24,1.3433771784135828e-16,2.104677490742481e-18,1.0024104115843457e-26,1.898131807047869e-26,2.9937617934548365e-25,6.649941227332316e-26
2.8879044539790446e-11,0.000539690409995138,0.1557,0.0,0.001491213330710692,0.6423728917643775,0.20185712092514374,6.3768512507352964e-24,2.112575608881835e-28,3.746664630517488e-15,2.1647067019081206e-36,5.528860233972597e-19,-1.5394840213945533e-29,5.4216470839789673e-05,5.703357023453076e-22,8.77268692992618e-30,2.1296514811550917e-28,4.287907424412777e-05,2.5613278575054694e-29,3.966583620419536e-13,3.1349399404918972e-40,6.598368072866712e-37,7.185408326818521e-18,-3.8557660800752756e-22,7.071041934655998e-50,2.2389589490371274e-20,2.1339776431408032e-18,1.0214227430340397e-15,2.1139761510902979e-13,1.3439410485858727e-16,1.1129903011100297e-39,6.81010792348596e-24,5.397229734993319e-25,-2.284939409291871e-24,1.3552539386468745e-16,2.134555694970702e-18,1.0279960208767849e-26,1.9519086957380732e-26,3.0773412340031817e-25,6.886668188373201e-26
2.8990132582080467e-11,0.000539690409995138,0.1557,0.0,0.0014909148369107934,0.6423728221817511,0.20185696159659325,6.493653499826659e-24,2.1460620260168873e-28,3.7972783811426125e-15,2.1972511546053725e-36,5.276132370370281e-19,-3.107624843804708e-28,5.4355636088507743e-05,5.76484173218001e-22,8.504228588686952e-30,2.1601287827418993e-28,4.303840278967507e-05,2.6083824603659846e-29,4.0080790040616253e-13,3.2008265756055397e-40,6.595975212587074e-37,7.341313607409826e-18,5.9226018910310595e-21,7.153035662643883e-50,2.1366152412797126e-20,2.1641433825736977e-18,1.0252349171058955e-15,2.121402719309319e-13,1.35209275544374e-16,1.129694905579681e-39,6.963070966948185e-24,7.365159823848563e-25,-2.278823225500122e-24,1.3671691188752644e-16,2.1647274849695965e-18,1.0541216876119533e-26,2.0069580826807269e-26,3.1628644279089593e-25,7.130713738358749e-26
2.9101220624370488e-11,0.000539690409995138,0.1557,0.0,0.0014906169325079922,0.6423727528751776,0.2018568023053341,6.612103292422104e-24,2.1786879482872054e-28,3.8483358873243294e-15,2.2298062141834174e-36,5.11101017607952e-19,-5.154410112702609e-28,5.4494249231468746e-05,5.826067173789487e-22,7.903142838529971e-30,2.1897037076805263e-28,4.319769404385417e-05,2.656139249490491e-29,4.049827584991849e-13,3.267916024012999e-40,6.172384832973226e-37,7.50405893637356e-18,-1.9549182381084606e-21,7.213786001213028e-50,2.069748023165454e-20,2.1946041687172785e-18,1.0290463283681892e-15,2.128825129529379e-13,1.36025201749119e-16,1.1459923648667475e-39,7.114046304946491e-24,8.624940693542166e-25,-2.2630223552654395e-24,1.379122410990357e-16,2.1951943582383196e-18,1.0807932740494108e-26,2.0633030195377523e-26,3.250366781292297e-25,7.382268530207679e-26
2.921230866666051e-11,0.000539690409995138,0.1557,0.0,0.0014903196165788261,0.6423726838442274,0.20185664305130152,6.732216705103688e-24,2.2088245800963676e-28,3.899838560388407e-15,2.2608026072528464e-36,5.091624756561646e-19,-5.412527922443026e-28,5.463231112741182e-05,5.886401991024776e-22,7.422433272265644e-30,2.216751487811317e-28,4.335694807138543e-05,2.704593795906665e-29,4.0918311841298223e-13,3.336309824470014e-40,5.771533890681651e-37,7.645167227094041e-18,-1.5750536487633661e-21,7.261375646293694e-50,2.0618979091160348e-20,2.2253614974823574e-18,1.0328569783284585e-15,2.1362433942504488e-13,1.3684187016829098e-16,1.161587245378535e-39,7.261526333066719e-24,8.574772517191367e-25,-2.240534052451669e-24,1.3911135081899067e-16,2.2259578107394803e-18,1.1080222154667074e-26,2.1209674088825653e-26,3.3398845070107403e-25,7.641526944506712e-26
2.9323396708950535e-11,0.000539690409995138,0.1557,0.0,0.0014900228881892501,0.642372615088466,0.20185648383443103,6.854009895712683e-24,2.2371193456044994e-28,3.951787800255019e-15,2.2893137745134938e-36,5.200484970732455e-19,-4.082429459686088e-28,5.4769822645761926e-05,5.946003949329738e-22,7.491785241934254e-30,2.241923813137779e-28,4.3516164936890766e-05,2.7537308331950996e-29,4.1340896305283737e-13,3.4060892694772245e-40,5.687957216269752e-37,7.771255600076528e-18,2.279970803654907e-21,7.29843713476612e-50,2.1059816993805975e-20,2.256416863193089e-18,1.0366668684918655e-15,2.1436575259248233e-13,1.3765926757116374e-16,1.1760384701331732e-39,7.408904272837807e-24,7.4423174049940995e-25,-2.218408382066168e-24,1.4031421021115153e-16,2.257019336868361e-18,1.1358185795907086e-26,2.1799780108698084e-26,3.431453968473085e-25,7.908687509939298e-26
2.943448475124056e-11,0.000539690409995138,0.1557,0.0,0.0014897267463947587,0.6423725466074535,0.201856324654658,6.977499103258559e-24,2.265624896115615e-28,4.004184995487347e-15,2.3177020497346417e-36,5.25903084117832e-19,-3.4168176588684876e-28,5.490678466650523e-05,6.00642202935166e-22,7.726874592855066e-30,2.2672729703196487e-28,4.367534470489537e-05,2.803537532617693e-29,4.1765988483399764e-13,3.4769183586447045e-40,5.8648420727542815e-37,7.911272338738802e-18,-7.44197767421842e-22,7.347758008104325e-50,2.1296903675813733e-20,2.2877717585928637e-18,1.0404760003611644e-15,2.151067536957373e-13,1.3847738080347304e-16,1.1907647734709496e-39,7.561091657311666e-24,6.819803907866324e-25,-2.2010260073301704e-24,1.415207882155443e-16,2.2883804294343497e-18,1.1641911735784424e-26,2.2403614369312787e-26,3.5251126939553906e-25,8.183953274503737e-26
2.954557279353058e-11,0.000539690409995138,0.1557,0.0,0.001489431190240507,0.6423724784007445,0.20185616551191798,7.102700647838824e-24,2.2955160365568725e-28,4.0570315231458764e-15,2.3467694341544704e-36,5.260851415109767e-19,-3.4106546170221996e-28,5.504319808007514e-05,6.06764003959334e-22,7.912446658464427e-30,2.293971512652402e-28,4.38344874398121e-05,2.8540262780590277e-29,4.2193590115022137e-13,3.548691736049167e-40,6.017063781814028e-37,8.055709247014431e-18,-4.577557600314446e-22,7.40112297199901e-50,2.1304277226234326e-20,2.319427674849178e-18,1.0442843754366786e-15,2.1584734397043958e-13,1.392961967972048e-16,1.2057174992418434e-39,7.7183296828907e-24,6.678312128878079e-25,-2.1871230410098903e-24,1.4273105370010747e-16,2.320042579624076e-18,1.1931490269839712e-26,2.3021412844748627e-26,3.6208982784229614e-25,8.467531586212486e-26
2.9656660835820606e-11,0.000539690409995138,0.1557,0.0,0.001489136218761433,0.6423724104678888,0.20185600640614676,7.229630930549702e-24,2.32638730379388e-28,4.110328748690422e-15,2.377520057315239e-36,5.223940013125802e-19,-3.8457713611960006e-28,5.517906378722568e-05,6.129517327278405e-22,7.779476488305081e-30,2.3216113179043735e-28,4.399359320594742e-05,2.905211209482044e-29,4.2623707592800015e-13,3.6216367471328894e-40,6.025041812792681e-37,8.205106477768005e-18,7.412886580704846e-22,7.464125215995866e-50,2.1154803350530235e-20,2.3513861014892642e-18,1.0480919952162722e-15,2.1658752464737314e-13,1.401157025581526e-16,1.2215655241238043e-39,7.878322774635164e-24,6.845902392424594e-25,-2.1735763097992256e-24,1.439449755846625e-16,2.3520072769800443e-18,1.2227018846287916e-26,2.3653425296149244e-26,3.718849048662158e-25,8.759633969546097e-26
2.976774887811063e-11,0.000539690409995138,0.1557,0.0,0.001488841830982383,0.6423723428084307,0.2018558473372801,7.358306433400368e-24,2.357033429801948e-28,4.164078025966596e-15,2.408246417134692e-36,5.203316201785108e-19,-4.11627707806113e-28,5.5314382698910206e-05,6.191634521840403e-22,7.629348918245101e-30,2.3489873884335147e-28,4.415266206749918e-05,2.9571099142182913e-29,4.3056355202983944e-13,3.695924185804091e-40,5.928710563290763e-37,8.356740307206106e-18,-1.335763251394309e-22,7.521229530783619e-50,2.1071287026286262e-20,2.3836485263725607e-18,1.0518988611953254e-15,2.173272969525097e-13,1.409358851687014e-16,1.237122560218191e-39,8.040227586913144e-24,6.881837835603039e-25,-2.1582473661873978e-24,1.4516252284194107e-16,2.3842760093700847e-18,1.2528575943671652e-26,2.429991178112493e-26,3.819003377787101e-25,9.060476078319978e-26
2.9878836920400654e-11,0.000539690409995138,0.1557,0.0,0.0014885480259182373,0.6423722754219099,0.2018556883052539,7.48874371921644e-24,2.3869022641671153e-28,4.218280697267191e-15,2.438970130027066e-36,5.20217239049487e-19,-4.144693900486581e-28,5.544915573615708e-05,6.253938905025059e-22,7.520511633753273e-30,2.37554885591452e-28,4.431169408855969e-05,3.0097253175016707e-29,4.349153626858038e-13,3.771249601974258e-40,5.8753500189036395e-37,8.50726513081998e-18,-5.427732342805785e-23,7.579219718785888e-50,2.1066656418701033e-20,2.416216435640453e-18,1.0557049748667084e-15,2.180666621070065e-13,1.4175673179983534e-16,1.252829047412194e-39,8.20354095059853e-24,6.739651693185419e-25,-2.1417860272384325e-24,1.4638366442569714e-16,2.4168502629702764e-18,1.2836271986526612e-26,2.4961126642220336e-26,3.9214004872637414e-25,9.3702778130513e-26
