Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),CHOX2(61),SX(53),CH3OX(46),CH3X(55),CH4(41),CH2OX2(52),CHX(32),SX(406),SX(420),C2HOX(418),C2H4O(376),CH2X(63),SX(57),CH4X(383),SX(56),CH2OX(176),CHOX(175),OCCO(371),SX(421)
6.051039748496378e-12,0.00053584454179025,0.1557,0.0,0.0015539775760707376,0.6423931018627151,0.2018907833641905,2.5395134544069825e-27,1.8231548497750847e-30,7.918994595728441e-18,1.5047810232829758e-40,4.2065752057506573e-26,1.432888754219076e-36,1.3796274565552788e-05,6.02127132758417e-24,2.2278506066294633e-30,1.8058144158021805e-30,9.216635762782949e-06,1.0194451213095754e-32,3.8714904426268406e-15,2.6609382208354236e-44,1.9162578065908184e-40,3.433827647350341e-21,1.2173936153401323e-26,1.551822233874921e-51,1.5628207169493502e-27,5.277677403715793e-21,2.1879460368038464e-16,4.278905338727054e-14,6.893984735919166e-18,1.669374257125786e-41,9.114735555746285e-29,-2.8237156502248516e-22,-9.363311297552086e-26,1.6716622450529478e-18,4.443704127129063e-21,6.6684806816571805e-31,4.5523070161504105e-31,4.8228268501318e-30,5.9242624575069445e-33,8.399923037288682e-22,5.0551861164263575e-42,2.8247168127549066e-22,1.9547794265318425e-38,1.395679036149921e-26,1.172208988002595e-25,1.6489324667414794e-58,2.850754372368193e-37
6.198764716903321e-12,0.00053584454179025,0.1557,0.0,0.0015534278458890403,0.6423929385686803,0.20189056022207913,2.8731517162837794e-27,2.1187247493687324e-30,8.73936101175943e-18,1.8300240389410683e-40,5.064474545013438e-26,1.8097764846534667e-36,1.4122862634957025e-05,6.4954341248792e-24,2.4630324583014862e-30,2.098020923310738e-30,9.439777872818759e-06,1.1533911930909654e-32,4.158388521594405e-15,3.083082226737747e-44,2.1716347521363647e-40,3.8691814581950774e-21,1.3962887409764703e-26,1.9939961072185363e-51,1.881546222467583e-27,5.830931492410272e-21,2.2409608807468886e-16,4.381021733742752e-14,7.22536259493486e-18,1.9996659735745548e-41,1.0773779903544956e-28,3.5131491881550277e-23,-1.0082599894640993e-25,1.798589348246488e-18,4.888198730262645e-21,8.06637996522269e-31,5.606350168893207e-31,5.971083905712969e-30,2.387698435714473e-32,9.492253569127238e-22,6.119976837065213e-42,-3.501141174106521e-23,2.4094451618686605e-38,1.5583829140642207e-26,1.3180267369545724e-25,2.3570521695045464e-58,3.4956998900855068e-37
6.293128044341256e-12,0.00053584454179025,0.1557,0.0,0.001553077050491721,0.6423928344170915,0.20189041772985983,3.1041861341669434e-27,2.327414932946315e-30,9.295379359780915e-18,2.0683320700661578e-40,5.688315090513997e-26,2.0946241158695222e-36,1.4331165812306865e-05,6.811475713241375e-24,2.622543155817495e-30,2.3042844698529133e-30,9.582270091300817e-06,1.2461472379405434e-32,4.348761996261326e-15,3.381018480284574e-44,2.348035314072595e-40,4.169473649095306e-21,1.521362787619388e-26,2.3333345255838122e-51,2.113314546315681e-27,6.206798142698557e-21,2.274815728914104e-16,4.4461919743716234e-14,7.440833882253979e-18,2.2393483466498132e-41,1.1963145279382214e-28,6.306769792944837e-22,-1.0992022765285688e-25,1.8828353935093496e-18,5.188903438546645e-21,9.08742432857065e-31,6.387467005604494e-31,6.82553383114966e-30,3.696866293938249e-32,1.024702900335834e-21,6.898143242602883e-42,-6.305345404307817e-22,2.7463809411456376e-38,1.67009046973378e-26,1.4183033329581316e-25,2.9487936680758198e-58,3.972593375197478e-37
6.387491371779192e-12,0.00053584454179025,0.1557,0.0,0.001552726537718028,0.6423927303889577,0.20189027527335404,3.349999259006403e-27,2.552777076416313e-30,9.877226389689274e-18,2.333147893757618e-40,6.377500700650394e-26,2.418846406329464e-36,1.453922207956555e-05,7.138002695975287e-24,2.789560576130791e-30,2.5269821879875168e-30,9.72472659622131e-06,1.3448389085819363e-32,4.544769107095603e-15,3.7026922076706785e-44,2.5353258494078213e-40,4.487998309881208e-21,1.6554095810667538e-26,2.7242587091165736e-51,2.3693597712925135e-27,6.60087121649059e-21,2.3086629287015436e-16,4.511316703042286e-14,7.65928192467847e-18,2.503767179101544e-41,1.326281013133721e-28,-1.7443838876353404e-23,-1.0556016043593074e-25,1.9695823712254183e-18,5.5031368111126125e-21,1.021934819064342e-30,7.26325207276982e-31,7.78650847404983e-30,5.429772130457814e-32,1.1048686363871287e-21,7.761212701483579e-42,1.7589241711878572e-23,3.1240863511217853e-38,1.788176919002258e-26,1.5244097698851157e-25,3.676873382632332e-58,4.5064103754099245e-37
6.481854699217127e-12,0.00053584454179025,0.1557,0.0,0.001552376309444787,0.6423926264852309,0.20189013285253488,3.6113018824248415e-27,2.7958474603364353e-30,1.0485663127272816e-17,2.6269450804822126e-40,7.137708021501389e-26,2.787173534219476e-36,1.4747029532949099e-05,7.475208380417318e-24,2.9643175478031838e-30,2.7671314402540076e-30,9.867147414555437e-06,1.449752058794737e-32,4.746486422953839e-15,4.04960443464935e-44,2.7339768443911527e-40,4.825561145598744e-21,1.79891448322889e-26,3.1737507882709226e-51,2.6517908763090654e-27,7.013752022751407e-21,2.342502486298657e-16,4.5763954570504806e-14,7.880670729599735e-18,2.7950894026498816e-41,1.4681117331214147e-28,-8.186318218649697e-22,-9.899158435735041e-26,2.0588649770314435e-18,5.831289352098741e-21,1.147229220952878e-30,8.243491984787387e-31,8.86541957479595e-30,7.510276780960355e-32,1.1899335584347968e-21,8.716950595415645e-42,8.187757998698883e-22,3.546762037961845e-38,1.9129179590792974e-26,1.6365788190076584e-25,4.5708062949795876e-58,5.1030320559591536e-37
6.5762180266550625e-12,0.00053584454179025,0.1557,0.0,0.0015520263675390092,0.642392522706858,0.20188999046737513,3.8888275498041625e-27,3.0577082310633116e-30,1.1121458503968634e-17,2.9523752388541013e-40,7.974986812320206e-26,3.204782406097081e-36,1.4954586278309762e-05,7.823286797204056e-24,3.147050765137219e-30,3.0257943381151087e-30,1.0009532573450511e-05,1.5611817769673012e-32,4.953990218144478e-15,4.4233273148353015e-44,2.9444714046989315e-40,5.182990020875076e-21,1.952380429237474e-26,3.6895517359571447e-51,2.962855458695074e-27,7.446050855046221e-21,2.3763344079359417e-16,4.6414272828910624e-14,8.104945010426999e-18,3.115627074412125e-41,1.622688037084061e-28,2.4217335546196143e-22,-1.0878372756790994e-25,2.1507149783033708e-18,6.173754749093246e-21,1.285714994750549e-30,9.338792517316661e-31,1.0074628851131064e-29,1.0097716918938363e-31,1.2801144614045182e-21,9.773707839141141e-42,-2.420199199561135e-22,4.01893778706271e-38,2.0445973290997772e-26,1.7550479775841224e-25,5.664092516084023e-58,5.76882146486567e-37
6.674459826165341e-12,0.00053584454179025,0.1557,0.0,0.0015516623487688756,0.642392414797244,0.2018898422678337,4.195812934053221e-27,3.351515217906715e-30,1.1813295339417246e-17,3.327865149886492e-40,8.935534247496762e-26,3.698063545385291e-36,1.5170405506342094e-05,8.197434228712747e-24,3.3460287717072896e-30,3.3159550606350616e-30,1.0157732113969979e-05,1.6844435429244104e-32,5.1762526409918805e-15,4.842670102801125e-44,3.176735254062407e-40,5.577133732524894e-21,2.123298856713826e-26,4.3063345011978035e-51,3.319716624111162e-27,7.917420388373123e-21,2.411548765071988e-16,4.709083604019028e-14,8.341560097334852e-18,3.4830552952267535e-41,1.7981649950387793e-28,1.348123220724967e-22,-1.0705170223713371e-25,2.249102831002906e-18,6.545934303920557e-21,1.445158196149134e-30,1.0613844280449561e-30,1.1486495383507942e-29,1.3256998882040783e-31,1.3796778799311116e-21,1.0990910856892084e-41,-1.3466279140212956e-22,4.568414597680546e-38,2.1893753613759882e-26,1.8853411146961044e-25,7.05786208754005e-58,6.542922542817276e-37
6.77270162567562e-12,0.00053584454179025,0.1557,0.0,0.0015512986444871275,0.6423923070255789,0.20188969410688265,4.522086284305004e-27,3.668249715227473e-30,1.2536524272034656e-17,3.744201459840356e-40,9.994430675416137e-26,4.2580448495059896e-36,1.538594883634776e-05,8.583799563232467e-24,3.554189514077374e-30,3.62869478515649e-30,1.0305893064129742e-05,1.815454067254499e-32,5.4049547348089595e-15,5.294799074306842e-44,3.422947715261846e-40,5.994718541503142e-21,2.3061873395351464e-26,5.0153218080546576e-51,3.713116259816978e-27,8.411227643441e-21,2.4467548595705186e-16,4.776691232795206e-14,8.581375076050799e-18,3.887847750624923e-41,1.9895829812749606e-28,-1.3046166963701691e-21,-9.28061618548012e-26,2.350343381781966e-18,6.934518029307191e-21,1.621566650950112e-30,1.2040321369901974e-30,1.307077473048138e-29,1.6763298123607762e-31,1.4852869880723268e-21,1.2338177664817616e-41,1.3047505666552987e-21,5.182904244349309e-38,2.3423291638650387e-26,2.0230039894727992e-25,8.767164221119451e-58,7.407996654305271e-37
6.870943425185899e-12,0.00053584454179025,0.1557,0.0,0.0015509352567661108,0.6423921993929144,0.20188954598449071,4.8685589670559215e-27,4.0093059405192136e-30,1.3292048412789774e-17,4.205106071431263e-40,1.1159998825407123e-25,4.8925169462896166e-36,1.560121416475774e-05,8.982605572219675e-24,3.7718139120812575e-30,3.965380706787764e-30,1.0454015455148991e-05,1.954580076757169e-32,5.640181740949622e-15,5.78174837711455e-44,3.683697992966857e-40,6.436757833605855e-21,2.5016763225720684e-26,5.828696436590799e-51,4.1461464134212345e-27,8.928200345164056e-21,2.481952698601817e-16,4.844248208358308e-14,8.824272722935698e-18,4.333219229099008e-41,2.1981205590008274e-28,-1.1187529773353145e-22,-1.0398562120540032e-25,2.454469344390316e-18,7.33996793238699e-21,1.8164597723494117e-30,1.3633539889293011e-30,1.4845464973151977e-29,2.0801372873139434e-31,1.5972077193847923e-21,1.3827133774847915e-41,1.1202083359917447e-22,5.868918803745336e-38,2.5038074685303374e-26,2.168320587946208e-25,1.0856575229762233e-57,8.373262395300968e-37
6.969185224696178e-12,0.00053584454179025,0.1557,0.0,0.0015505721876662812,0.6423920919002969,0.2018893979006265,5.2361717689498615e-27,4.376140914535025e-30,1.4080779909062208e-17,4.7145821590034405e-40,1.2441127593343135e-25,5.6100575689261235e-36,1.581619939969828e-05,9.394075765804343e-24,3.9991873874157136e-30,4.327441170805819e-30,1.0602099318443363e-05,2.1022002346413683e-32,5.8820184476846116e-15,6.305649115822945e-44,3.959590501782393e-40,6.90429254995587e-21,2.7104186465759566e-26,6.760081682402853e-51,4.622109473820302e-27,9.46907731695074e-21,2.517142289383027e-16,4.911754343731012e-14,9.070233847197036e-18,4.822612754590229e-41,2.4250246721970477e-28,1.237664078636991e-21,-1.1654512216900732e-25,2.5615106107066584e-18,7.762749956321319e-21,2.03146130349043e-30,1.54101619596167e-30,1.6830167072965842e-29,2.559423790151467e-31,1.7157131701547863e-21,1.5470333786984163e-41,-1.237505626238966e-21,6.633509968133478e-38,2.67416892434317e-26,2.3215802157850214e-25,1.3403889369470844e-57,9.448743052420436e-37
7.0674270242064565e-12,0.00053584454179025,0.1557,0.0,0.001550209439236203,0.6423919845487661,0.2018892498552584,5.6258951298273416e-27,4.770274928072396e-30,1.4903641858175378e-17,5.2769198736213264e-40,1.3847281413057091e-25,6.420056397034241e-36,1.6030902460993505e-05,9.818434635237025e-24,4.236599992819116e-30,4.716366120855145e-30,1.075014468562461e-05,2.2587052008442018e-32,6.1305491974602705e-15,6.868728205341581e-44,4.251244699154866e-40,7.398391256905528e-21,2.9330894305399694e-26,7.824605864143161e-51,5.1445216528487176e-27,1.0034612247936616e-20,2.552323639178088e-16,4.97921286982016e-14,9.319416061216866e-18,5.359715756989215e-41,2.6716115327777717e-28,-5.658887404197787e-22,-9.966746355361265e-26,2.671501384199931e-18,8.203337655731344e-21,2.2683052758059363e-30,1.7388271930171398e-30,1.904611773825902e-29,3.0854866455227627e-31,1.84108369143412e-21,1.7281221737066735e-41,5.660326927612452e-22,7.484303978696858e-38,2.8537822024523446e-26,2.4830774669912677e-25,1.6499294850089601e-57,1.0645288247742293e-36
7.171165140785211e-12,0.00053584454179025,0.1557,0.0,0.0015498267465160612,0.6423918713455489,0.20188909356897333,6.062530024896929e-27,5.217847378810677e-30,1.581061927206808e-17,5.933192134714185e-40,1.5478975636426922e-25,7.387131686085864e-36,1.6257308895340222e-05,1.0280775153475786e-23,4.498518150864204e-30,5.157930817034565e-30,1.0906430969721483e-05,2.4340562411901953e-32,6.400343909672865e-15,7.508408679941588e-44,4.5770271588666985e-40,7.950181063604888e-21,3.184108923591623e-26,9.111848821061033e-51,5.750726263805646e-27,1.0659400195700547e-20,2.589464336516994e-16,5.050392313628193e-14,9.58592269593649e-18,5.983017939848603e-41,2.9548972857950647e-28,-3.470119128409907e-23,-1.0507970929727469e-25,2.7908853678797876e-18,8.688431951134524e-21,2.5441729306943616e-30,1.9717342842979803e-30,2.1662566544190978e-29,3.7171212946924516e-31,1.98123843535556e-21,1.939120929912066e-41,3.485361558389986e-23,8.485382900954728e-38,3.05390599482042e-26,2.662883375509279e-25,2.048176815056808e-57,1.2053206424686757e-36
7.274903257363966e-12,0.00053584454179025,0.1557,0.0,0.0015494444160042294,0.6423917583020101,0.20188893732553917,6.526150942569756e-27,5.699579435159501e-30,1.675780277569916e-17,6.659364605906636e-40,1.7273990912099564e-25,8.482123714064411e-36,1.6483395972300547e-05,1.0758005800007798e-23,4.7723108373912025e-30,5.6330946101470754e-30,1.1062674402888525e-05,2.620253291393859e-32,6.6777954203749414e-15,8.1972306524292e-44,4.921858027279754e-40,8.534139061625986e-21,3.45228710500852e-26,1.0588494639516287e-50,6.417607664704687e-27,1.1313452557652289e-20,2.626595861775517e-16,5.121514953456772e-14,9.855768204407783e-18,6.668879237627626e-41,3.2634101545602364e-28,7.060005273086541e-22,-1.118410217689012e-25,2.9136308420650285e-18,9.194482062878642e-21,2.8488296916357932e-30,2.23176932658854e-30,2.4592094996157522e-29,4.4942948135693784e-31,2.1297165335514493e-21,2.1722147011018712e-41,-7.058400140792814e-22,9.60224718004734e-38,3.265226651658963e-26,2.852567958936801e-25,2.5346757980296126e-57,1.3624283472457476e-36
7.37864137394272e-12,0.00053584454179025,0.1557,0.0,0.0015490624500688857,0.6423916454193532,0.20188878112491798,7.018012699317486e-27,6.217507912263524e-30,1.7746315522242688e-17,7.461684942345266e-40,1.9245822134630022e-25,9.719644292578063e-36,1.6709161285774824e-05,1.125039482046e-23,5.0583357228921635e-30,6.143851819952371e-30,1.1218875023047164e-05,2.817801870521215e-32,6.963001898844644e-15,8.938195386602555e-44,5.286522309346296e-40,9.151626314906331e-21,3.7385034923192586e-26,1.2279186328976589e-50,7.150179457743964e-27,1.1997702851077188e-20,2.663718223673628e-16,5.192583350867708e-14,1.0129100410985627e-17,7.422620258371568e-41,3.598977421253802e-28,-2.1593714558756604e-22,-1.0331263182885437e-25,3.0397756863800875e-18,9.722064713814767e-21,3.18478911185791e-30,2.5216341817495526e-30,2.786672072170393e-29,5.3281621722457855e-31,2.286875037370311e-21,2.429362733309711e-41,2.16091814775454e-22,1.084623500046108e-37,3.4882153845852284e-26,3.052496738432322e-25,3.1271821735938914e-57,1.5374828459997613e-36
7.482379490521476e-12,0.00053584454179025,0.1557,0.0,0.0015486808510630588,0.6423915326987736,0.2018886249670717,7.539410083182754e-27,6.773759346614465e-30,1.8777294028762102e-17,8.346862100111921e-40,2.1408854517929847e-25,1.1115737715863463e-35,1.6934602444575106e-05,1.1758212109732368e-23,5.3569558810140196e-30,6.692283950231103e-30,1.1375032868355854e-05,3.02722370256526e-32,7.256061237146724e-15,9.73443626163209e-44,5.671824240459515e-40,9.804039880557854e-21,4.0436669091393134e-26,1.421141301525212e-50,7.953786015114398e-27,1.271310460124829e-20,2.700831430987844e-16,5.2635994054859595e-14,1.0406001742098833e-17,8.249955166441373e-41,3.963529722110011e-28,-4.6932118478491145e-23,-1.0489450977426596e-25,3.169365353545775e-18,1.0271766928504742e-20,3.554744640846602e-30,2.8442520645132136e-30,3.1521231604392073e-29,6.301933438303751e-31,2.4530807053451752e-21,2.712639608047294e-41,4.7090434000068567e-23,1.2229640108121385e-37,3.723356336737583e-26,3.263041437099645e-25,3.8468556461730305e-57,1.7322545597934053e-36
7.586117607100232e-12,0.00053584454179025,0.1557,0.0,0.0015482996213245503,0.6423914201414597,0.2018884688519618,8.091678057101e-27,7.370551296676851e-30,1.9851886515493373e-17,9.322081071903344e-40,2.3778386539195847e-25,1.2687946956502107e-35,1.7159717072505056e-05,1.228172926265895e-23,5.668539676640278e-30,7.280560934743082e-30,1.1531147977209317e-05,3.2490568648923874e-32,7.557071226365715e-15,1.0589222408106126e-43,6.078587329106988e-40,1.0492812982060954e-20,4.368716162208733e-26,1.6415683802610724e-50,8.834111003085251e-27,1.3460622780313788e-20,2.737935492551049e-16,5.334559070787971e-14,1.068618267853274e-17,9.156962211268152e-41,4.359103219896809e-28,-2.313616155438109e-23,-1.0503487462509566e-25,3.3024334123709426e-18,1.0844177711801532e-20,3.961585364024646e-30,3.202780160490563e-30,3.5593280337355484e-29,7.416673009366686e-31,2.62870976353219e-21,3.024243193464328e-41,2.3296849221634046e-23,1.376566094367409e-37,3.9711467421364717e-26,3.4845799195905174e-25,4.718433306776677e-57,1.9486590010188724e-36
7.689855723678987e-12,0.00053584454179025,0.1557,0.0,0.0015479187631758273,0.6423913077485913,0.20188831277954977,8.676192907141719e-27,8.010196197894422e-30,2.097125309684423e-17,1.0395042363832709e-39,2.6370694388445185e-25,1.4455481790239028e-35,1.7384502808469704e-05,1.2821218868201413e-23,5.993460690008359e-30,7.910944821005048e-30,1.168722038823609e-05,3.483856236106432e-32,7.86612899153947e-15,1.1505974950953067e-43,6.507654402073152e-40,1.1219415554069278e-20,4.714621271338182e-26,1.8925928348643055e-50,9.797201326182133e-27,1.4241233642079515e-20,2.7750304172519277e-16,5.405461101962653e-14,1.0969564977576682e-17,1.0150116149613547e-40,4.78784585377739e-28,8.546535717372465e-23,-1.0611295486980665e-25,3.439001208125817e-18,1.1439888069200928e-20,4.4083945125298905e-30,3.600633084299717e-30,4.0123678988187923e-29,8.676595757571846e-31,2.8141477191839947e-21,3.3665675735251345e-41,-8.530096624807162e-23,1.5468489863746188e-37,4.232097012015433e-26,3.7174960542594023e-25,5.771267817798324e-57,2.1887710480876916e-36
7.793593840257743e-12,0.00053584454179025,0.1557,0.0,0.0015475382789239785,0.6423911955213423,0.20188815674979668,9.294372323375823e-27,8.69510261195054e-30,2.2136563113206157e-17,1.1573977005764769e-39,2.9203055205160527e-25,1.6439289164593454e-35,1.7608957306518228e-05,1.3376953955865975e-23,6.332097626485073e-30,8.585790964171196e-30,1.1843250140297728e-05,3.73219362728147e-32,8.183330808033295e-15,1.248826960959368e-43,6.9598876135748694e-40,1.198535437378241e-20,5.082383310201569e-26,2.177968666678855e-50,1.0849475760021588e-26,1.505593587781657e-20,2.8121162140347875e-16,5.476312513715689e-14,1.1256610439185888e-17,1.1236360665538255e-40,5.252019505866987e-28,5.948056630130795e-24,-1.055089483150927e-25,3.579109826618628e-18,1.2059502043926823e-20,4.8984569416001276e-30,4.041497272784411e-30,4.515650491060996e-29,1.0104222056327487e-30,3.0097894789004726e-21,3.7421912902476927e-41,-5.781379841252476e-24,1.7353471895119162e-37,4.5067307364867534e-26,3.962179653148317e-25,7.039590253130481e-57,2.4548307546390957e-36
7.897331956836498e-12,0.00053584454179025,0.1557,0.0,0.0015471581708605972,0.6423910834608775,0.20188800076266347,9.947677005454255e-27,9.427779046760767e-30,2.3349003334567306e-17,1.2867689956592328e-39,3.2293815247018066e-25,1.8662249625976087e-35,1.7833078235964795e-05,1.3949210455127732e-23,6.68483417621597e-30,9.307551672186903e-30,1.1999237272486601e-05,3.994658227535481e-32,8.508773177479111e-15,1.3539824287889722e-43,7.436168451861466e-40,1.2792173561757336e-20,5.473034189575302e-26,2.501861233925182e-50,1.1997750277233093e-26,1.590575751219223e-20,2.8491928918990077e-16,5.547113758708586e-14,1.1547292105582446e-17,1.2423167837559852e-40,5.754006476529122e-28,-4.0317814966516265e-23,-1.0539487350556706e-25,3.7228237978481574e-18,1.2703642232353413e-20,5.4352871523163376e-30,4.529341660475537e-30,5.073942322862451e-29,1.1713079566194496e-30,3.2160407315427712e-21,4.153788785045495e-41,4.048781658656194e-23,1.943725389292741e-37,4.795584840318492e-26,4.219026313468189e-25,8.563698377240823e-57,2.7492596914862456e-36
8.001070073415254e-12,0.00053584454179025,0.1557,0.0,0.0015467784412617452,0.6423909715683542,0.2018878448181108,1.0637609918193726e-26,1.0210835407793866e-29,2.460976415211967e-17,1.428557781148773e-39,3.5662416717145167e-25,2.1149259451209187e-35,1.8056863281424998e-05,1.453826566443419e-23,7.052058960977691e-30,1.0078777589056718e-29,1.2155181824125134e-05,4.271856770486461e-32,8.842552902946329e-15,1.466450594237743e-43,7.937397732811893e-40,1.3641454811267132e-20,5.88763795681844e-26,2.8688690853722127e-50,1.3249248014271958e-26,1.679171463372777e-20,2.886260459898835e-16,5.617849848992089e-14,1.1840518825595873e-17,1.371833002269136e-40,6.296312014876517e-28,1.526387269087847e-24,-1.058055885942133e-25,3.870146736102571e-18,1.3372910274553101e-20,6.022635185165348e-30,5.068442918677488e-30,5.692380736093033e-29,1.3568011263427293e-30,3.4333161865881456e-21,4.604176549524585e-41,-1.352781991462217e-24,2.1737356243558507e-37,5.0992098349123317e-26,4.4884373564582495e-25,1.0390451269733901e-56,3.074667751058315e-36
8.10480818999401e-12,0.00053584454179025,0.1557,0.0,0.001546399092387808,0.6423908598449236,0.2018876889160991,1.1365719744968074e-26,1.104698767237215e-29,2.5920062099038246e-17,1.583768322468032e-39,3.932948322076983e-25,2.3927483283054656e-35,1.828031014296504e-05,1.514439808073715e-23,7.434165392678485e-30,1.0902122145282163e-29,1.2311083834762562e-05,4.5644140875459536e-32,9.184764936602413e-15,1.5866370959933216e-43,8.464495578467822e-40,1.453481795097574e-20,6.327292027845842e-26,3.2840888299842604e-50,1.461163102011936e-26,1.7714840622907227e-20,2.9233189271427017e-16,5.688526050988684e-14,1.2136714708905302e-17,1.51301735570361e-40,6.881572366527275e-28,7.505602862129652e-24,-1.0603968790536524e-25,4.021066621306021e-18,1.4067915778489713e-20,6.664476777998438e-30,5.663406575107684e-30,6.376517003090824e-29,1.5651651897794443e-30,3.66203987781026e-21,5.096551406476645e-41,-7.327795251490074e-24,2.4272660722561366e-37,5.418169728121264e-26,4.770819636995742e-25,1.2575175223019369e-56,3.433873826557234e-36
8.208546306572765e-12,0.00053584454179025,0.1557,0.0,0.001546020126483491,0.6423907482917267,0.20188753305658863,1.2133597802758775e-26,1.1939058419383309e-29,2.7281100536947822e-17,1.7534704206617955e-39,4.331683249370013e-25,2.702640558647286e-35,1.850341653610242e-05,1.576788297293859e-23,7.831551643974385e-30,1.1780342059291572e-29,1.2466943344174598e-05,4.872973122417345e-32,9.535502567139373e-15,1.7149644119066546e-43,9.018401388140405e-40,1.5473920932395603e-20,6.793125223794205e-26,3.753131683732683e-50,1.609300498513991e-26,1.8676212208591508e-20,2.960368302793152e-16,5.759170140780069e-14,1.2437904508893475e-17,1.6667736521483228e-40,7.512555906670134e-28,-3.140595143126356e-25,-1.0643628680066334e-25,4.1756747600734175e-18,1.4789302704248577e-20,7.365052650558318e-30,6.319172725577267e-30,7.132322080357404e-29,1.798206812183509e-30,3.902644831025386e-21,5.63424037094061e-41,4.971908767125514e-25,2.706378941436076e-37,5.753041713796152e-26,5.06658551701334e-25,1.5181983319919358e-56,3.829909851150248e-36
8.31228442315152e-12,0.00053584454179025,0.1557,0.0,0.0015456415457777493,0.6423906369098985,0.2018873772395394,1.2942882236444054e-26,1.2889979447936343e-29,2.869412441166876e-17,1.93880293611124e-39,4.7647528611545825e-25,3.0478006271460734e-35,1.872618019187905e-05,1.6409005494914943e-23,8.244620435212364e-30,1.2716299825214522e-29,1.2622760392362517e-05,5.198195252174933e-32,9.894862295458259e-15,1.8518683934301486e-43,9.60007378565359e-40,1.646046016254574e-20,7.286299247857216e-26,4.282173008504558e-50,1.770193863775262e-26,1.9676969175633598e-20,2.9974085960664753e-16,5.829767635112929e-14,1.27428781882513e-17,1.8340847851363897e-40,8.19216795796279e-28,-1.6963308053474664e-23,-1.0685327196357532e-25,4.33412883141032e-18,1.5537762243109058e-20,8.128875065107455e-30,7.041045838497898e-30,7.966213505960645e-29,2.0608225892407006e-30,4.155579905708642e-21,6.220509795763346e-41,1.7152344091620906e-23,3.013329816455097e-37,6.104416698080189e-26,5.3761527161140615e-25,1.8285209738302866e-56,4.266034881404324e-36
