Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),CHOX2(61),SX(53),CH3OX(46),CH3X(55),CH4(41),CH2OX2(52),CHX(32),SX(406),SX(420),C2HOX(418),C2H4O(376),CH2X(63),SX(57),CH4X(383),SX(56),CH2OX(176),CHOX(175),OCCO(371),SX(421)
1.2399211624736085e-09,0.00053584454179025,0.1557,0.0,0.0005947262802219127,0.642381882644171,0.20095397018760003,1.3241335992561316e-17,4.2375482717365226e-21,4.121096129359097e-12,3.5482734960835116e-27,1.828018471332249e-15,1.2001018411768647e-21,3.6234396200369746e-05,3.5733373648239726e-18,1.1378046378914205e-24,4.300540002625931e-22,0.0009460294998675688,4.261074819175777e-22,3.061658153999716e-10,3.815956706316867e-33,5.209148988044182e-33,4.4460419597186235e-13,1.7988543522538529e-19,5.849584624868753e-36,6.770138890675929e-17,6.414086695487283e-14,2.6848327079324415e-14,1.681711741990159e-12,7.255167460252267e-16,2.3823446793176885e-28,1.3196368373065832e-17,1.224828702417956e-23,4.0700867161954476e-19,5.948770887198411e-16,4.0646329891497345e-14,4.746457712178015e-18,1.560618737157728e-17,3.117496894559489e-16,5.395197185103019e-15,1.7532169706463617e-14,1.3347507753356671e-28,2.51478657297529e-16,1.1164052978653085e-25,3.703916330858077e-20,1.2196573242709315e-19,1.8920562740110725e-33,5.023769252374721e-24
1.248065063948744e-09,0.00053584454179025,0.1557,0.0,0.0005921473751619422,0.6423819614850126,0.2009512335991126,1.3454605267496721e-17,4.279008404152733e-21,4.13657953070948e-12,3.60928119765356e-27,1.845059929277543e-15,1.2220733684828638e-21,3.607671279045283e-05,3.560198674430525e-18,1.135416691594682e-24,4.2940324142563515e-22,0.000948766086651258,4.30159088869323e-22,3.0785081496985246e-10,3.837174557488414e-33,5.247109419434028e-33,4.4932052596370585e-13,1.8073913632137262e-19,5.945180332244132e-36,6.833050122732189e-17,6.460486522734803e-14,2.695995993448329e-14,1.6792676592595353e-12,7.213883397796577e-16,2.4275078351176374e-28,1.3378916372755779e-17,1.1869060520379142e-23,4.1448567696515343e-19,5.891503351034506e-16,4.103881279778708e-14,4.79456463067883e-18,1.5762853766891167e-17,3.1509637466337446e-16,5.491139110392199e-15,1.7502129359533467e-14,1.3567896305880895e-28,2.5373368542018327e-16,1.134463731181461e-25,3.7243435055974214e-20,1.2264271124328593e-19,1.9618353271539835e-33,5.104348370731406e-24
1.2562089654238796e-09,0.00053584454179025,0.1557,0.0,0.0005895929381718215,0.6423820395996435,0.2009485229311265,1.3669408240418962e-17,4.32034479467823e-21,4.151914642460978e-12,3.670820706047535e-27,1.862037905541249e-15,1.2442620330165037e-21,3.592048181191459e-05,3.54468432226042e-18,1.1425299783677804e-24,4.286975550149728e-22,0.0009514767529428261,4.342040557118226e-22,3.0952669786874175e-10,3.86027254431788e-33,5.294884403254301e-33,4.5404207772069795e-13,1.8096630903475846e-19,6.041412148656151e-36,6.895721710683744e-17,6.506672928242615e-14,2.707111000808416e-14,1.676805239078116e-12,7.172887144433029e-16,2.4730698971034108e-28,1.356223436036615e-17,1.1194357270359431e-23,4.220290437827529e-19,5.834933600461922e-16,4.143054592416685e-14,4.8422931208597665e-18,1.5918188098201404e-17,3.1842118735753265e-16,5.587614728960804e-15,1.7470205211963796e-14,1.3730760201715018e-28,2.5597705821483583e-16,1.1526396943519132e-25,3.7446773982849015e-20,1.233158765929649e-19,2.03354892036764e-33,5.18545288924522e-24
1.2643528668990151e-09,0.00053584454179025,0.1557,0.0,0.0005870627364663543,0.6423821169948584,0.2009458379372662,1.388573784491767e-17,4.361513806752966e-21,4.167103273140465e-12,3.733023929982176e-27,1.8790807080847396e-15,1.2666115027542064e-21,3.5765689674390216e-05,3.533352918684579e-18,1.1434444941958188e-24,4.278964028680449e-22,0.0009541617451178961,4.382421674424882e-22,3.1119352522999025e-10,3.882600514161414e-33,5.338157829243678e-33,4.587685374884811e-13,1.8221737100585212e-19,6.138217288814053e-36,6.958630351394225e-17,6.552646161863582e-14,2.7181781880354554e-14,1.6743254387686646e-12,7.132180076441263e-16,2.5190288029170928e-28,1.3746313190033505e-17,1.2378295060086508e-23,4.2963856107970607e-19,5.779055119070926e-16,4.182150186551501e-14,4.8895895780927325e-18,1.6072228347730986e-17,3.217236390995942e-16,5.684611649944897e-15,1.743644017328878e-14,1.4197983400055043e-28,2.5821521422607845e-16,1.1709625755181369e-25,3.764851236935862e-20,1.2398584271884984e-19,2.1072317642900956e-33,5.267075859410725e-24
1.2724967683741506e-09,0.00053584454179025,0.1557,0.0,0.0005845565394829564,0.642382193677387,0.20094317837350978,1.4103587023850567e-17,4.402705338964244e-21,4.182147214255065e-12,3.795251082978394e-27,1.8959732987489803e-15,1.2892146935485926e-21,3.5612322918561794e-05,3.5152640660114206e-18,1.139355474232462e-24,4.271912716257483e-22,0.0009568213071981027,4.422735469293325e-22,3.12851360192901e-10,3.902072980876028e-33,5.369727933910588e-33,4.634999735237481e-13,1.817234278514867e-19,6.235481046550648e-36,7.020977145843819e-17,6.598406531002286e-14,2.729198008795177e-14,1.671829191757964e-12,7.091763420501381e-16,2.565382518672818e-28,1.393114364750433e-17,1.3383878549159087e-23,4.373138488133447e-19,5.72386134146451e-16,4.2211653849284246e-14,4.936500060277563e-18,1.622494464056292e-17,3.250032388692771e-16,5.7821175303960924e-15,1.740087694519934e-14,1.4671483588588784e-28,2.604371714824723e-16,1.1893817384924865e-25,3.784878875560508e-20,1.2465251481046397e-19,2.1829188048149472e-33,5.349203163663364e-24
1.2806406698492862e-09,0.00053584454179025,0.1557,0.0,0.0005820741188602865,0.6423822696538944,0.2009405439981663,1.4322948730799008e-17,4.4437524295659265e-21,4.197048240170484e-12,3.857974508918206e-27,1.913080468998019e-15,1.3119115944519021e-21,3.546036821485746e-05,3.5090227863596696e-18,1.145875243130264e-24,4.264183670465681e-22,0.000959455680874634,4.462977763559617e-22,3.1450026339504993e-10,3.9246100599664365e-33,5.4238227342975294e-33,4.682358197500557e-13,1.8421537914146022e-19,6.3333882388329e-36,7.084117372073303e-17,6.643954380651703e-14,2.740170912437872e-14,1.6693174080950293e-12,7.051638256536088e-16,2.612129110064413e-28,1.4116716962371388e-17,9.894959080010879e-24,4.450548043050677e-19,5.669345650410643e-16,4.260097573083206e-14,4.98310898674503e-18,1.637617630106306e-17,3.282596098804742e-16,5.880120087538517e-15,1.7363558001898856e-14,1.4405609220037681e-28,2.626613882571785e-16,1.2079818388680272e-25,3.804913437602708e-20,1.253145847510418e-19,2.260645215119224e-33,5.4318400072538915e-24
1.2887845713244217e-09,0.00053584454179025,0.1557,0.0,0.0005796152484170773,0.6423823449309809,0.20093793457185347,1.4543815931976308e-17,4.484630494715702e-21,4.211808108011102e-12,3.921485411538962e-27,1.9297697440045158e-15,1.3349787877203408e-21,3.5309812362180966e-05,3.482420740281001e-18,1.1509772498327375e-24,4.255534312144807e-22,0.0009620651055292128,4.503153594615712e-22,3.1614030058255337e-10,3.9479879999109035e-33,5.459972883723101e-33,4.729766119310882e-13,1.8146973690131542e-19,6.432109940535519e-36,7.145701274827933e-17,6.689290121522305e-14,2.7510973440395982e-14,1.6667909748927678e-12,7.011805524997142e-16,2.6592668222849497e-28,1.4303023939505828e-17,8.866968779865773e-24,4.528608437132431e-19,5.615501402948336e-16,4.298944198891098e-14,5.029244082962174e-18,1.6525997123493407e-17,3.3149239974072336e-16,5.978607123492645e-15,1.7324525571252165e-14,1.4469183101681763e-28,2.6485569197294513e-16,1.2266146177158606e-25,3.8248601015270535e-20,1.2597292279040748e-19,2.340446402178294e-33,5.5150005286207635e-24
1.2969284727995572e-09,0.00053584454179025,0.1557,0.0,0.0005771797041311895,0.642382419515183,0.20093534985747522,1.476618160720712e-17,4.5254641156486795e-21,4.226428557569213e-12,3.9849977674193764e-27,1.9471544205928827e-15,1.3579258781378891e-21,3.5160642286624164e-05,3.492191281800555e-18,1.1397887955653786e-24,4.247268902170745e-22,0.0009646498182588186,4.543252319507176e-22,3.177715292861373e-10,3.9651690034746626e-33,5.504153295774693e-33,4.777209676352569e-13,1.8802132332504322e-19,6.531101862040398e-36,7.20986497154178e-17,6.734414177181237e-14,2.761977744442955e-14,1.6642507568678326e-12,6.972266033600446e-16,2.7067932644062473e-28,1.4490056457672257e-17,1.801207518799953e-23,4.60732215779499e-19,5.56232192613801e-16,4.337702772047334e-14,5.0747504776532096e-18,1.6674704177732098e-17,3.34701037232366e-16,6.077566509959253e-15,1.7283821617260743e-14,1.6252002540565394e-28,2.670765332975336e-16,1.245539943126801e-25,3.8443947732267995e-20,1.266303861529021e-19,2.4223579885121745e-33,5.59864779749272e-24
1.3042579841271793e-09,0.00053584454179025,0.1557,0.0,0.0005750074747075912,0.6423824860539012,0.20093304454910396,1.4967586126486436e-17,4.562247644946073e-21,4.239469183454404e-12,4.042356890475724e-27,1.963250279547806e-15,1.3785394728638487e-21,3.50275633539909e-05,3.519483777116375e-18,1.157808367601126e-24,4.240849129974625e-22,0.0009669551251543153,4.579530909849498e-22,3.1923215675962454e-10,3.985790248482824e-33,5.55069513990699e-33,4.819939829351962e-13,1.847104087759987e-19,6.620450743912075e-36,7.269279631283233e-17,6.77484576378501e-14,2.7717311091082636e-14,1.6619534716443847e-12,6.936931773456099e-16,2.7498976784678826e-28,1.4658998858349635e-17,1.211598619235102e-23,4.678726445303404e-19,5.515023228545726e-16,4.3725081940972153e-14,5.11567230461282e-18,1.680705654897183e-17,3.3756785344908844e-16,6.1670238516343225e-15,1.7245793362947288e-14,1.5611719569336454e-28,2.690906033428314e-16,1.2627867741851449e-25,3.8621266935574774e-20,1.2721696808205594e-19,2.497912438900556e-33,5.674332851535392e-24
1.3115874954548014e-09,0.00053584454179025,0.1557,0.0,0.0005728537994325144,0.6423825520413045,0.20093075889751866,1.5170193666458697e-17,4.599033275276836e-21,4.252399519419136e-12,4.100533681404096e-27,1.978965536502559e-15,1.3994705022114501e-21,3.4895587058725766e-05,3.520468487493842e-18,1.1631206343690762e-24,4.23500449179381e-22,0.0009692407752706533,4.616130003802409e-22,3.2068575121655613e-10,4.005085574456475e-33,5.593172947515621e-33,4.862706824649267e-13,1.8522723713959692e-19,6.710497070290758e-36,7.327277256322175e-17,6.815107451369856e-14,2.7814478576823227e-14,1.6596463031516139e-12,6.901835995444748e-16,2.7933141310664606e-28,1.4828515339037365e-17,1.0217030546150069e-23,4.750662562675404e-19,5.468252663652917e-16,4.407238596734154e-14,5.156155736011748e-18,1.693826326297612e-17,3.404146965611459e-16,6.2568452711128894e-15,1.720647512156265e-14,1.5563972445579928e-28,2.7107818188315277e-16,1.280044924237415e-25,3.879784616597766e-20,1.2780062130396322e-19,2.5752316486033336e-33,5.75042049772847e-24
1.3189170067824235e-09,0.00053584454179025,0.1557,0.0,0.0005707185193975846,0.6423826174820284,0.20092849273453942,1.5373999149712316e-17,4.636014891675326e-21,4.265220797512965e-12,4.157890722983867e-27,1.9928491015189716e-15,1.4213628368637805e-21,3.4764704129266756e-05,3.433292351866693e-18,1.127020020418392e-24,4.231505396836609e-22,0.0009715069367864872,4.652473769789859e-22,3.2213236593584696e-10,4.0170420977115184e-33,5.582129698478868e-33,4.905525442011855e-13,1.8381155192734417e-19,6.80056644256107e-36,7.378466781469176e-17,6.85519847043867e-14,2.791128302903697e-14,1.6573298370762907e-12,6.866979029415216e-16,2.837040439489759e-28,1.4998599601767912e-17,4.0685949013662073e-23,4.823114240470708e-19,5.42200532620864e-16,4.441892290978171e-14,5.195580853900338e-18,1.7069000366777113e-17,3.4324112945531435e-16,6.347022203477575e-15,1.7165896870171978e-14,2.0724903872670977e-28,2.7296554800341424e-16,1.2969691475639401e-25,3.896751199102969e-20,1.2838677180356802e-19,2.6543420482606767e-33,5.826855935315178e-24
1.3262465181100456e-09,0.00053584454179025,0.1557,0.0,0.0005686014770599786,0.6423826823806684,0.20092624589343216,1.5578997483672352e-17,4.67275363920614e-21,4.2779342382807145e-12,4.214671025284566e-27,2.0063443929795586e-15,1.4435758867074169e-21,3.463490537439386e-05,3.3443939075007952e-18,1.134900231578988e-24,4.2259533233180435e-22,0.0009737537764370485,4.687920415040946e-22,3.235720403151775e-10,4.041426276111179e-33,5.632424204407e-33,4.948378879557423e-13,1.862543399508542e-19,6.891241299933173e-36,7.428210780020492e-17,6.895117941064096e-14,2.8007727548328293e-14,1.655004645593993e-12,6.8323611274317835e-16,2.8810754538262863e-28,1.5169245819601455e-17,1.3606221470532585e-23,4.896063903180271e-19,5.376276287338699e-16,4.4764676270960936e-14,5.235927862900387e-18,1.7197361123533137e-17,3.4604691778645643e-16,6.4375459389774814e-15,1.7124088367756658e-14,1.6675294417811508e-28,2.748260356601115e-16,1.3139105187062267e-25,3.91454064785005e-20,1.2896217837616498e-19,2.735270206579613e-33,5.903672035318582e-24
1.3335760294376677e-09,0.00053584454179025,0.1557,0.0,0.0005665025162306101,0.6423827467417805,0.2009240182088963,1.5785183566806112e-17,4.708963221712666e-21,4.290541050744427e-12,4.2721422636786474e-27,2.0211445673802926e-15,1.4653575817443317e-21,3.4506181682534554e-05,3.335326174040013e-18,1.140737951732615e-24,4.2157335164113203e-22,0.0009759814595243913,4.722684736305766e-22,3.2500481261616733e-10,4.060377310669266e-33,5.675205110584812e-33,4.991247756936935e-13,1.867943832394412e-19,6.98356892141906e-36,7.482799652465445e-17,6.934866763933352e-14,2.8103815208750212e-14,1.6526712875461299e-12,6.797982470765598e-16,2.9254190241727466e-28,1.5340448463984618e-17,-1.7300596835552704e-23,4.969513981594739e-19,5.33106063401213e-16,4.5109629943250325e-14,5.275987457981351e-18,1.7324313956206873e-17,3.4883227667727756e-16,6.528407706305578e-15,1.7081079151005398e-14,1.1980736316945896e-28,2.7674551310835945e-16,1.3312722043076023e-25,3.932452832924947e-20,1.2953302364930314e-19,2.8180428349792706e-33,5.98096307733637e-24
1.3401725896325274e-09,0.00053584454179025,0.1557,0.0,0.0005646287831650946,0.6423828042109289,0.2009220295362068,1.5971762374564276e-17,4.741342902086337e-21,4.301797004731625e-12,4.3248802332501556e-27,2.035259125336068e-15,1.4847347427293685e-21,3.4391242071660775e-05,3.364512297662079e-18,1.1440244348337693e-24,4.2052744602322753e-22,0.0009779701309168415,4.754101350254988e-22,3.2628844636948593e-10,4.073571020299747e-33,5.7097210857260016e-33,5.029845604492606e-13,1.8721222512208574e-19,7.066751448071141e-36,7.534878418558204e-17,6.970496660486504e-14,2.8189991508285248e-14,1.6505647342897214e-12,6.767246326849842e-16,2.9655905260066444e-28,1.549500158193723e-17,2.0624661615389614e-23,5.036058357564681e-19,5.29080142370313e-16,4.541939151300498e-14,5.310339935294987e-18,1.7439095420353133e-17,3.513211785997442e-16,6.610465281404692e-15,1.7041368476743385e-14,1.8323346010394065e-28,2.785070792432999e-16,1.3471769765155673e-25,3.9473693255077565e-20,1.3005434972650758e-19,2.8941374184879726e-33,6.0508883855112114e-24
1.346769149827387e-09,0.00053584454179025,0.1557,0.0,0.000562769458716386,0.6423828612516032,0.20092005612908725,1.615929550067634e-17,4.773812420772641e-21,4.312968424907962e-12,4.378226811281058e-27,2.049152507324919e-15,1.5043295860981873e-21,3.4277159413840415e-05,3.373574557487497e-18,1.1541799340055409e-24,4.1965070510865844e-22,0.0009799435367447802,4.785935994089502e-22,3.275665671668292e-10,4.091576649250123e-33,5.754145181991637e-33,5.068468331811298e-13,1.8768219504570897e-19,7.14904776656622e-36,7.586133046868563e-17,7.005991083671891e-14,2.8275883424844783e-14,1.6484523974715004e-12,6.736704094332568e-16,3.006008396659401e-28,1.5649995919390052e-17,2.2672736722574248e-23,5.103022431662241e-19,5.250950476636423e-16,4.572848140052834e-14,5.345199330344224e-18,1.7552245041458248e-17,3.5379267739602866e-16,6.692783886811742e-15,1.700073017934746e-14,1.8939986109108129e-28,2.8025153946522166e-16,1.3631130964901548e-25,3.9626095421408016e-20,1.3056999644385294e-19,2.9717674521600933e-33,6.121069167550684e-24
1.3533657100222468e-09,0.00053584454179025,0.1557,0.0,0.0005609244317889094,0.6423829178670436,0.20091809786996243,1.6347779315427778e-17,4.806313513870236e-21,4.324056168706706e-12,4.4320118394478516e-27,2.0628085465401905e-15,1.5241485039483957e-21,3.4163927229419504e-05,3.3651369874631582e-18,1.1538615545549836e-24,4.18882093165814e-22,0.000981901794583383,4.818020529602391e-22,3.288392090276711e-10,4.109508902231733e-33,5.785958204861848e-33,5.107115422961938e-13,1.87901273700415e-19,7.233847124229457e-36,7.636503480639253e-17,7.041350072111106e-14,2.8361493145151746e-14,1.646334657906501e-12,6.706355763532151e-16,3.046675037504368e-28,1.5805427506615457e-17,-1.2520107300084414e-22,5.170404896146054e-19,5.211504206271046e-16,4.603688865903274e-14,5.3828972815309655e-18,1.766069423935357e-17,3.562476836335819e-16,6.7753571001495265e-15,1.695918529677368e-14,-4.5505896621935993e-29,2.8197817201273086e-16,1.37907395577209e-25,3.9803079268618614e-20,1.310613457830453e-19,3.050952692555059e-33,6.191727620499446e-24
1.3599622702171065e-09,0.00053584454179025,0.1557,0.0,0.0005590935921464358,0.6423829740604651,0.2009161546421669,1.653721019024942e-17,4.838953397680768e-21,4.335061086005578e-12,4.485351883957048e-27,2.0761054087215505e-15,1.544246221649654e-21,3.405153908925592e-05,3.3412278879356788e-18,1.1397454416565332e-24,4.18297696311838e-22,0.0009838450210978911,4.849954356293386e-22,3.301064065064912e-10,4.115944536502963e-33,5.799460077489954e-33,5.145787516669573e-13,1.8853866299239033e-19,7.320951052302625e-36,7.685537084312387e-17,7.0765732013541e-14,2.844682283907094e-14,1.6442118883194583e-12,6.676201283517344e-16,3.087588979819169e-28,1.5961291874328165e-17,-1.276259320668559e-22,5.238193024789317e-19,5.172459036294571e-16,4.634460258915376e-14,5.417080054006025e-18,1.7770856334530412e-17,3.586860224244594e-16,6.858178836352804e-15,1.6916754707610232e-14,-4.769272452162184e-29,2.836804842259631e-16,1.3950370742441348e-25,3.9961525703570127e-20,1.3156623763151243e-19,3.131712990973314e-33,6.262849544603592e-24
1.3665588304119662e-09,0.00053584454179025,0.1557,0.0,0.0005572768304054107,0.6423830298350565,0.20091422632993813,1.6727584483123827e-17,4.871301735607075e-21,4.345984019132483e-12,4.539082584050088e-27,2.0895563110060436e-15,1.564394649567841e-21,3.393998861431676e-05,3.3300796733195168e-18,1.1504421248984855e-24,4.174897084675732e-22,0.0009857733320512998,4.881631297356327e-22,3.313681910699329e-10,4.129996871891933e-33,5.846268235098246e-33,5.184478368228911e-13,1.8908357793490354e-19,7.399600773307364e-36,7.735140565152505e-17,7.111660663625265e-14,2.8531874659738804e-14,1.6420844535137753e-12,6.646240561030277e-16,3.1287385705193406e-28,1.6117585789274482e-17,3.6934244259295534e-22,5.306390217278408e-19,5.133811381794206e-16,4.665161273672353e-14,5.4406840617032016e-18,1.7892594709831556e-17,3.611038017764324e-16,6.9412440213556835e-15,1.6873459142413612e-14,7.527404020628925e-28,2.8538416193828593e-16,1.411114891370179e-25,4.0039062205789453e-20,1.3213910338729863e-19,3.2140682709785165e-33,6.3337070361121404e-24
1.3731553906068259e-09,0.00053584454179025,0.1557,0.0,0.000555474038028307,0.6423830851939825,0.2009123128184092,1.691889854933336e-17,4.903382877916997e-21,4.3568258028811344e-12,4.593690995914222e-27,2.103048915499579e-15,1.584642776154944e-21,3.3829269475269475e-05,3.325325938716203e-18,1.1763990200957619e-24,4.164582254638559e-22,0.000987686842310333,4.913083910723867e-22,3.326245972377564e-10,4.1679753907059714e-33,5.909884627550792e-33,5.223188550001734e-13,1.8934969187484581e-19,7.47079864794799e-36,7.784896565660178e-17,7.14661294824967e-14,2.8616650743693424e-14,1.639952710455135e-12,6.616473464700733e-16,3.1701193640303285e-28,1.6274304379046248e-17,4.639491580191083e-22,5.374985994817987e-19,5.095557658220203e-16,4.695790889026e-14,5.4731238641964685e-18,1.8006676844834032e-17,3.635002518719347e-16,7.024547142970559e-15,1.6829319149533474e-14,9.094696082275341e-28,2.870843942241058e-16,1.4272929024397867e-25,4.0161510604050407e-20,1.3266959699904655e-19,3.298038580314375e-33,6.404092896415889e-24
1.3797519508016856e-09,0.00053584454179025,0.1557,0.0,0.000553685107317079,0.6423831401403837,0.20091041399360213,1.7111148773481645e-17,4.935374313581333e-21,4.36758726451248e-12,4.6484130525672435e-27,2.1167913990932474e-15,1.6048984719907778e-21,3.371937539206858e-05,3.331017858891839e-18,1.1421145240934138e-24,4.1544388994498066e-22,0.0009895856658532147,4.9446300072636e-22,3.3387565794772834e-10,4.1754737292502735e-33,5.899071476630548e-33,5.261915152706688e-13,1.8989273652039814e-19,7.568893704338205e-36,7.8355785155303e-17,7.181431142145797e-14,2.870115321100181e-14,1.6378170083940385e-12,6.586899829663648e-16,3.2117650323979184e-28,1.6431444855911873e-17,-1.0590040749487618e-21,5.443997343678834e-19,5.057694315330842e-16,4.7263481076815725e-14,5.538301302780066e-18,1.8078900523871348e-17,3.6588840418208417e-16,7.108079487767124e-15,1.678435504327333e-14,-1.5314408185858058e-27,2.8879295275300704e-16,1.4436015379596262e-25,4.0528856266760654e-20,1.3298324861986982e-19,3.38364399586736e-33,6.4763327480629545e-24
1.3863485109965453e-09,0.00053584454179025,0.1557,0.0,0.0005519099314065906,0.6423831946773753,0.20090852974242063,1.7304331552063655e-17,4.967899677902315e-21,4.37826922378557e-12,4.7018167906294585e-27,2.1303088809963103e-15,1.6253722535996868e-21,3.361030013359457e-05,3.3236977375414756e-18,1.1163056898913791e-24,4.150016443419867e-22,0.0009914699157757576,4.976237946519054e-22,3.35121409462203e-10,4.14049814425081e-33,5.8992134747503283e-33,5.300662722535075e-13,1.9034402031030453e-19,7.694856560351368e-36,7.885422137513187e-17,7.216115627545609e-14,2.878538416538846e-14,1.6356776891227513e-12,6.557519450887884e-16,3.2536867830305855e-28,1.658900166855011e-17,-1.5426956073761234e-21,5.513405902949011e-19,5.02021780600425e-16,4.7568319564674486e-14,5.578756598387485e-18,1.816416384237336e-17,3.682721707812288e-16,7.191833754656209e-15,1.673858698312665e-14,-2.3090695038918444e-27,2.904830676410146e-16,1.4599501881362347e-25,4.078963664389105e-20,1.333884704481284e-19,3.4709047756889084e-33,6.551295795344054e-24
1.392945071191405e-09,0.00053584454179025,0.1557,0.0,0.0005501484042581525,0.6423832488080481,0.20090665995264334,1.7498443329839888e-17,4.999595255609917e-21,4.388872492966498e-12,4.757901473802538e-27,2.1439907312261255e-15,1.6458888523009974e-21,3.3502037517305965e-05,3.320758980479975e-18,1.2127149787405162e-24,4.138543800468755e-22,0.0009933397042995234,5.00802331418255e-22,3.363618837122593e-10,4.199466567062114e-33,6.05046049878685e-33,5.339426411496388e-13,1.9068104604975788e-19,7.743398051753626e-36,7.93587403225787e-17,7.250667100553996e-14,2.886934569436038e-14,1.6335350870714513e-12,6.528332080827904e-16,3.2957839453067976e-28,1.674697284347897e-17,3.1799559822535863e-21,5.583232545215718e-19,4.983124542606935e-16,4.787241486225361e-14,5.513297553419349e-18,1.837962922948936e-17,3.7060831317203433e-16,7.275811148081287e-15,1.6692035114190357e-14,5.267865492545592e-27,2.9217032847673504e-16,1.4764029533120317e-25,4.030333436011653e-20,1.3444430658594368e-19,3.559841115226353e-33,6.622155121706398e-24
1.3995416313862647e-09,0.00053584454179025,0.1557,0.0,0.000548400420653085,0.64238330253547,0.2009048045129173,1.7693480515120143e-17,5.0310935615073476e-21,4.399397876854817e-12,4.815591170482143e-27,2.157345931808916e-15,1.666666915870075e-21,3.339458140875191e-05,3.3040534480366163e-18,1.217296637916108e-24,4.125028296210749e-22,0.0009951951427772108,5.03965572015857e-22,3.375971169931567e-10,4.312053180925461e-33,6.084689141938558e-33,5.378210962132479e-13,1.9118265317641645e-19,7.697749603804728e-36,7.985109962555739e-17,7.285085352962814e-14,2.8953039869334204e-14,1.6313895291856867e-12,6.49933745208211e-16,3.3380018457638076e-28,1.6905352025464108e-17,5.3997449833137365e-21,5.653443568005874e-19,4.946410984212101e-16,4.817575770797502e-14,5.5099360778830666e-18,1.8572616890775193e-17,3.728767172564435e-16,7.360010502380572e-15,1.6644719344252126e-14,8.834364185758072e-27,2.9383751620245315e-16,1.4928811992165719e-25,4.0035427547961944e-20,1.3530320107033557e-19,3.650473507624863e-33,6.68524914028817e-24
1.4061381915811244e-09,0.00053584454179025,0.1557,0.0,0.0005466658761864392,0.6423833558626842,0.20090296331275054,1.7889439581035852e-17,5.0636647416866466e-21,4.409846172772584e-12,4.868422625395472e-27,2.1709743963952558e-15,1.687443606884332e-21,3.328792572102622e-05,3.3001823976823683e-18,1.0112866900955009e-24,4.123799648061365e-22,0.0009970363417010299,5.071322646493263e-22,3.3882714038888437e-10,4.173748917009472e-33,5.866844644180239e-33,5.417009263797413e-13,1.915968244250964e-19,7.878944583645294e-36,8.035358747296149e-17,7.319371250013481e-14,2.903646874575857e-14,1.6292413353079146e-12,6.470535272719583e-16,3.3806415789872953e-28,1.7064138654603612e-17,-9.196644422185336e-21,5.724077500575416e-19,4.910073668387949e-16,4.8478339056571186e-14,5.845960162926677e-18,1.834393539739247e-17,3.7521805223873634e-16,7.44440762341216e-15,1.659665895064948e-14,-1.456441379856978e-26,2.9552938960199093e-16,1.5094793946139196e-25,4.204470211235279e-20,1.3416765568385546e-19,3.74282222176578e-33,6.761068362015336e-24
1.412734751775984e-09,0.00053584454179025,0.1557,0.0,0.0005449446672605227,0.6423834087927102,0.20090113624250613,1.8086316918926458e-17,5.096618069695481e-21,4.420218170649035e-12,4.920374394639959e-27,2.1843037366256847e-15,1.7084748977935414e-21,3.318206441466583e-05,3.286092899297919e-18,1.1299562845753574e-24,4.125848945751418e-22,0.000998863410707552,5.102731876367415e-22,3.4005199063880517e-10,4.031106127626075e-33,6.054002058104981e-33,5.455826973062137e-13,1.9198958410717284e-19,8.38582121215381e-36,8.084493832997505e-17,7.353524681965603e-14,2.911963436324005e-14,1.627090818676296e-12,6.441925182713087e-16,3.423906762871476e-28,1.7223325086380218e-17,-1.8700953795219894e-20,5.79508307125515e-19,4.87410904162652e-16,4.878015010875348e-14,6.037821486975439e-18,1.8101849923095516e-17,3.777219492275927e-16,7.528982703931183e-15,1.654787309668469e-14,-2.9774628515232585e-26,2.971949856340669e-16,1.5261213055540336e-25,4.373853088070079e-20,1.3331520959869199e-19,3.8369080424160564e-33,6.863853154080596e-24
1.4186716559513578e-09,0.00053584454179025,0.1557,0.0,0.0005434068961365227,0.6423834560926146,0.20089950387043815,1.826428871789631e-17,5.125483667919108e-21,4.4294883808241074e-12,4.971166751135177e-27,2.1960175642005788e-15,1.727625887647734e-21,3.308746348158133e-05,3.2634040637801097e-18,1.1859279343553788e-24,4.119044252912047e-22,0.001000495781665667,5.13077564020412e-22,3.4114996058962037e-10,4.2671831012071625e-33,6.140835065384376e-33,5.490779333499407e-13,1.9238824045041341e-19,8.528412344300069e-36,8.127663533787779e-17,7.384149917489867e-14,2.919426000564103e-14,1.625153620618523e-12,6.416340030953306e-16,3.462989571557048e-28,1.736693180562887e-17,3.071650775790225e-21,5.859301229305497e-19,4.842056562483243e-16,4.9051114344808336e-14,5.630425044657313e-18,1.8733423284042433e-17,3.797727139940003e-16,7.60518649266885e-15,1.650336037175106e-14,5.0981004906520806e-27,2.986442188677957e-16,1.541127720899505e-25,4.1112695001625765e-20,1.3617802437225636e-19,3.9230875080357176e-33,6.951339111298507e-24
