Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44),CH2OX2(50),CH3X(53),CH4(39),H(23)
5.725169519600528e-08,0.0027792097116130575,0.0915567593028733,0.0,0.0006060711900300763,0.4515362893018546,1.5631700540699547e-37,0.45312037984409353,4.487753602722343e-17,3.61709766960308e-22,3.364057487772527e-16,-7.209051098338567e-22,3.1224443300372506e-33,1.2678107927018972e-05,7.39115234408644e-13,-2.6991781240403775e-22,1.2189601192190857e-20,7.391598688531765e-13,1.1082506596586877e-10,2.525854978709765e-19,5.694556303762179e-21,3.703325084386224e-20,6.001867558973024e-20,-5.759559323819324e-20,4.1002824088557847e-32,-3.5488766104036805e-23,0.003780232385372872,2.779407252362718e-13,3.6729755753493596e-22,1.1729031559431482e-26,6.627488091383239e-19,8.648030391876088e-25,6.127295284405565e-28,1.9633006953898002e-26,5.145908111689287e-27,7.369604740855336e-22
5.750080002832942e-08,0.0027792097116130575,0.0915567593028733,0.0,0.000604463082281022,0.4515363063400497,1.5711781862825196e-37,0.45311955875225557,4.489607026428815e-17,3.62417194243594e-22,3.3654708562232285e-16,3.17069179270327e-20,-1.8625317998553136e-32,1.2644031535907172e-05,7.427913417664798e-13,-2.2154016357021025e-22,1.2031205040501781e-20,7.428359935604846e-13,1.1036095551463393e-10,2.5364950376816985e-19,-1.4877977959898655e-21,3.6934378062801505e-20,-1.8391766704453072e-20,-1.3191558332517528e-20,4.090990244083513e-32,1.5590660716752436e-21,0.0037810534776713117,2.7841824724328393e-13,3.681449061946239e-22,1.1724973133395778e-26,6.632401550675317e-19,-5.888441662027857e-24,6.109032058935052e-28,-7.8459739917094e-27,4.471977054038307e-27,7.378147824084562e-22
5.772499437742115e-08,0.0027792097116130575,0.0915567593028733,0.0,0.0006030294696877909,0.45153632152996764,1.5783883853924947e-37,0.45311882675624804,4.491248075689706e-17,3.6305268359117255e-22,3.3667523382913606e-16,3.9773004443112453e-20,-2.4355767202433767e-32,1.2613651699292255e-05,7.461005173710793e-13,3.781529685703685e-23,1.1859140330413678e-20,7.461451846909842e-13,1.0994657099972629e-10,2.5460627600394127e-19,8.119739260861958e-22,3.684622991688316e-20,-4.498479681814322e-20,4.954116138842802e-21,4.0826963915554757e-32,1.955696958698071e-21,0.0037817854740899762,2.7884693736628024e-13,3.689079388043486e-22,1.1721465458500141e-26,6.636800369795138e-19,-7.63369999847944e-24,6.092815552989414e-28,-9.60155015298563e-27,-3.473615105282395e-27,7.385807509227801e-22
5.794918872651288e-08,0.0027792097116130575,0.0915567593028733,0.0,0.0006016086698914627,0.4515363365846243,1.585601315250534e-37,0.45311810130189856,4.492892181187364e-17,3.6368705187170675e-22,3.3680280609532253e-16,3.0685880322564646e-20,-1.8373200096149502e-32,1.2583542385028171e-05,7.494103302543145e-13,-1.4547013478425455e-23,1.1889571818498117e-20,7.494550130178241e-13,1.0953530580600876e-10,2.5556163372077157e-19,1.5536212746344979e-21,3.675886358236789e-20,-2.4646295738584166e-20,-5.8336950872155835e-21,4.0744928393968725e-32,1.50886508583325e-21,0.003782510928847333,2.7927461412242593e-13,3.6967137931849725e-22,1.1718106799369461e-26,6.641177370527739e-19,-5.69113968457281e-24,6.076811632042014e-28,3.992026915861774e-27,-1.0060280553516502e-26,7.393439884114415e-22
5.817338307560461e-08,0.0027792097116130575,0.0915567593028733,0.0,0.0006002005391067535,0.45153635150553356,1.5928169557589773e-37,0.45311738231580084,4.494530854517491e-17,3.6432027949381135e-22,3.36929069403671e-16,1.9028284597656092e-20,-1.2184098763457819e-32,1.2553700565504435e-05,7.52720774726584e-13,-2.3648293257618695e-23,1.1853289625953165e-20,7.527654728557227e-13,1.0912713988094838e-10,2.565154817323558e-19,-1.5968458358317877e-21,3.6672269691272677e-20,-3.310410560842505e-20,1.4873391670600804e-20,4.06635061190947e-32,9.356380285089428e-22,0.0037832299153499485,2.7970128655807125e-13,3.7043523828344164e-22,1.1714890839501008e-26,6.645532779965978e-19,-3.669028836350148e-24,6.06101347587048e-28,-9.513050421477525e-28,-8.520830699774514e-27,7.401045185344774e-22
5.839757742469634e-08,0.0027792097116130575,0.0915567593028733,0.0,0.0005988049356134397,0.45153636629418775,1.6000352753112871e-37,0.4531166697256025,4.4961384941161205e-17,3.6495239940304984e-22,3.3705259854546e-16,2.0039072663984897e-21,-2.4120205179906284e-33,1.2524123256521587e-05,7.560318451637175e-13,4.25882583182914e-22,1.1591811304120416e-20,7.560765585807256e-13,1.0872205289617894e-10,2.5747597237826685e-19,5.676540074752423e-21,3.65864431068571e-20,-3.073185907385469e-20,3.037447610006e-20,4.05823383596529e-32,9.851052652240241e-23,0.003783942505950004,2.801269636181935e-13,3.7119952606102634e-22,1.171181785830163e-26,6.649866830061395e-19,-6.189796151602075e-25,6.045426279507295e-28,-7.964900458763289e-27,-8.338817844773154e-28,7.408623646653878e-22
5.862177177378807e-08,0.0027792097116130575,0.0915567593028733,0.0,0.0005974217197195625,0.45153638095205717,1.6072562426411156e-37,0.4531159634599869,4.497779009837285e-17,3.6558342017428594e-22,3.3717497213983175e-16,-8.01044898552667e-21,5.506280490627635e-33,1.2494807516565735e-05,7.593435360042178e-13,6.82544789304104e-23,1.1732686109395895e-20,7.593882646333444e-13,1.0832002578537493e-10,2.584454159263157e-19,3.0182759765673678e-21,3.6501370638488274e-20,1.9590814793310096e-20,-9.438169545843944e-21,4.0502292971196524e-32,-3.939217013925612e-22,0.003784648771964309,2.805516541479616e-13,3.7196425282784744e-22,1.1708906787782302e-26,6.654179760705242e-19,1.7746520580337027e-24,6.030047062886003e-28,3.474147132161693e-27,5.941987837768708e-27,7.416175498955648e-22
5.88459661228798e-08,0.0027792097116130575,0.0915567593028733,0.0,0.0005960507537255276,0.45153639548059205,1.6144798966030286e-37,0.4531152634486542,4.4994676277754463e-17,3.6621334348326194e-22,3.373038183334912e-16,-8.285191734761113e-21,6.0065846417207096e-33,1.2465750446044931e-05,7.626558417498952e-13,-1.1131787355482513e-21,1.2141135465988345e-20,7.627005855161107e-13,1.0792104199120228e-10,2.5941922176805197e-19,-1.981269621934048e-20,3.641704129682412e-20,2.6946279039182684e-20,-1.6504916274668625e-20,4.0423808641524085e-32,-4.0743590238747236e-22,0.0037853487836926034,2.8097536689422967e-13,3.727294285882379e-22,1.1706142140182393e-26,6.658471829113996e-19,1.855032148508567e-24,6.014861034602096e-28,3.1963952841110593e-27,9.153748393218406e-27,7.423700970385672e-22
5.907016047197153e-08,0.0027792097116130575,0.0915567593028733,0.0,0.0005946919018879566,0.4515364098812214,1.6217063244376594e-37,0.45311456962230373,4.501029713870471e-17,3.6684219879795907e-22,3.374347141900556e-16,-8.540691934661887e-21,4.7989467674691154e-33,1.2436949186458854e-05,7.659687569618759e-13,-2.5552221446678434e-23,1.1471475334246183e-20,7.660135157903526e-13,1.0752507995498445e-10,2.603888719910935e-19,3.8409990368789433e-22,3.6333461974799374e-20,-4.311164191736277e-21,1.5025958531140866e-20,4.034573820565065e-32,-4.2000160337106846e-22,0.003786042610435735,2.8139811050645197e-13,3.7349506317432463e-22,1.1703494066927921e-26,6.662743323584305e-19,1.4505823832119841e-24,5.999882470326081e-28,-5.852099929521943e-27,7.110221032277597e-27,7.431200286343731e-22
5.929435482106326e-08,0.0027792097116130575,0.0915567593028733,0.0,0.0005933450303855599,0.4515364241553544,1.6289355349005862e-37,0.4531138819126158,4.5025908075160334e-17,3.6747001120014664e-22,3.375594400711854e-16,-6.70803400515801e-21,4.693182906975161e-33,1.2408400919755635e-05,7.692822762602425e-13,4.965422353366896e-22,1.130373735555211e-20,7.693270500780005e-13,1.0713211659171044e-10,2.613548001829551e-19,9.690457489519009e-21,3.625061194005985e-20,1.712095429096832e-20,-8.32037168556665e-21,4.0268167374943837e-32,-3.2988554275791385e-22,0.003786730320513264,2.8181989353827437e-13,3.7426116623236997e-22,1.1700996811121311e-26,6.666994489886252e-19,1.4198773074292693e-24,5.985098122275726e-28,3.4669727456903624e-27,5.526069642783423e-27,7.438673669535059e-22
5.9496129735245824e-08,0.0027792097116130575,0.0915567593028733,0.0,0.0005921429801390917,0.451536436895068,1.6354440919756383e-37,0.4531132681479543,4.5040531512262044e-17,3.680341608692592e-22,3.3766783649502253e-16,-6.109754472392302e-21,4.1273368757870684e-33,1.2382921491586134e-05,7.722649557254795e-13,-2.119824234924235e-22,1.1695385262578582e-20,7.723097429719692e-13,1.0678099781252393e-10,2.622246485501338e-19,-2.4003018335393764e-21,3.617666080429458e-20,1.194925160193931e-20,-3.769317858081643e-21,4.0198246826366974e-32,-3.004672808673544e-22,0.003787344085522953,2.8219868396443493e-13,3.74951067373268e-22,1.1698866343737292e-26,6.670803263297087e-19,1.2411684369432269e-24,5.971950958100185e-28,6.613777059851376e-28,6.525741612414666e-27,7.445377723818368e-22
5.969790464942838e-08,0.0027792097116130575,0.0915567593028733,0.0,0.0005909504321817244,0.4515364495344443,1.6419546977832678e-37,0.4531126592347736,4.505476331882404e-17,3.6859749244313885e-22,3.377763130571617e-16,-7.096056658044868e-21,4.3003203742281436e-33,1.2357642738438102e-05,7.752481163557898e-13,2.7963412066299934e-23,1.1471863783443952e-20,7.752929169720442e-13,1.0643227990712677e-10,2.6309675115949473e-19,2.2000448596539474e-21,3.610329417620319e-20,2.6883081941418186e-21,6.531618480356247e-21,4.0129008823511837e-32,-3.489676347089155e-22,0.0037879529990493812,2.8257670927654926e-13,3.7564136246284874e-22,1.1696847959744496e-26,6.674595753326461e-19,1.2675070518580193e-24,5.958965050457457e-28,-3.002057129462342e-27,6.967402216400128e-27,7.452061109441739e-22
5.989967956361095e-08,0.0027792097116130575,0.0915567593028733,0.0,0.0005897672928183498,0.45153646207446957,1.6484672908911015e-37,0.4531120551252396,4.506809517218401e-17,3.691599587567959e-22,3.378794660607709e-16,2.6652083201299883e-20,-1.3367722598375193e-32,1.2332562687199159e-05,7.78231754349057e-13,1.6875047281387696e-21,1.0670953792330134e-20,7.782765682830897e-13,1.0608594636829499e-10,2.6395865803044217e-19,2.79485082740268e-20,3.6030507722548154e-20,4.2564205307413923e-20,-6.87367146894365e-20,4.00602535423059e-32,1.3105118568771057e-21,0.003788557108926755,2.829539755167589e-13,3.7633205819125724e-22,1.1694942841024859e-26,6.678372075627659e-19,-4.0185464612875906e-24,5.946130943671364e-28,1.9494500335834935e-26,-1.2376421993703864e-27,7.458723983319502e-22
6.010145447779351e-08,0.0027792097116130575,0.0915567593028733,0.0,0.0005885934695324728,0.451536474516118,1.6549818330974461e-37,0.4531114557721199,4.5082968820579e-17,3.6972159529286577e-22,3.3798080083279767e-16,6.456696689066895e-20,-3.893286657473215e-32,1.2307679389527234e-05,7.812158659452702e-13,1.0524305961841001e-22,1.1512869669490677e-20,7.812606931421576e-13,1.0574198440711124e-10,2.648089091174096e-19,-1.0988871791213335e-22,3.595827694998006e-20,-4.1389243362155596e-20,-2.453547360463239e-20,3.999102500996705e-32,3.174884706155113e-21,0.0037891564623874553,2.833304886679281e-13,3.770231611447427e-22,1.1693124003898928e-26,6.682132363696426e-19,-1.1603671790628645e-23,5.933435261491211e-28,1.9484146721921847e-27,-1.4231814027381447e-26,7.465366500697312e-22
6.030322939197607e-08,0.0027792097116130575,0.0915567593028733,0.0,0.0005874288709676253,0.4515364868603517,1.6614984960127764e-37,0.45311086112877463,4.509981356260549e-17,3.702826406359445e-22,3.3809863515273467e-16,-2.1974669000202396e-20,2.772148285418498e-33,1.2282990921426643e-05,7.842004474308186e-13,-4.49900778903758e-21,1.3349035758482419e-20,7.842452878109352e-13,1.0540038734696701e-10,2.656827105961371e-19,-6.616350353459816e-20,3.5886600125369474e-20,-2.2785026957308676e-19,2.5272815183688136e-19,3.9923469399332035e-32,-1.0805751122415018e-21,0.0037897511060713453,2.8370625465453043e-13,3.7771467779586907e-22,1.169141724996232e-26,6.685876904101167e-19,8.981764747686084e-25,5.920908245963583e-28,-6.971782029511014e-26,-9.912135459106458e-27,7.471988815174268e-22
