Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44),CH2OX2(50),CH3X(53),CH4(39),H(23)
7.81906414282855e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006640465235182667,0.45147274448946506,1.649024589846476e-40,0.456201121711145,5.384183912781491e-18,1.1306863182619654e-24,4.8674287960777336e-17,-3.324003700964914e-27,-1.3422639337898455e-46,0.00013976773323071337,1.1387329197214261e-15,1.0949645062619095e-23,1.326293333559451e-18,1.1454432101652933e-15,4.691910260698189e-11,1.9040975015513939e-22,7.419838022384487e-22,3.8265107580417803e-19,5.8254316942497765e-27,5.901752991637074e-32,6.501962914012352e-32,-1.634102069917659e-28,0.0006994905829611777,1.8063866307332878e-14,6.233392282494082e-24,2.0873550570256255e-27,1.5226677444785754e-20,-3.1029635165169402e-30,1.0015859207533276e-27,6.49465132908045e-36,-1.6374444595310595e-32,5.997105452620593e-23
7.873835781187608e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006632558115728888,0.4514728276997382,1.67458556012597e-40,0.45619708494099986,5.432813589957949e-18,1.1510848294958813e-24,4.9017314508111264e-17,-3.320834539919544e-27,-1.3357338552037292e-46,0.00013960131268418968,1.1537383105196065e-15,1.093751400562185e-23,1.3238780786882593e-18,1.1604948118545648e-15,4.720933189689807e-11,1.938320182365536e-22,6.391433565927149e-22,3.822266495782608e-19,7.821030901748783e-27,7.930995162554609e-32,6.540402138863759e-32,-1.6325392258193486e-28,0.0007035273528161421,1.8178972717162347e-14,6.307785989445964e-24,2.109852670676867e-27,1.5438121093365032e-20,-3.091969253100809e-30,1.0114002944027878e-27,1.4173181674692457e-35,-1.636875187228933e-32,6.038724370997488e-23
7.928607419546665e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006624669921428007,0.45147291071182405,1.700325830247774e-40,0.4561930578316186,5.481353830567867e-18,1.1716824165933683e-24,4.9359556719217834e-17,-3.3167331059412846e-27,-1.3271199865218433e-46,0.0001394352885122782,1.1688299388703799e-15,1.0925409991551141e-23,1.3214460959103364e-18,1.1756325448959113e-15,4.7499094341168903e-11,1.9728979331528835e-22,6.189576922793897e-22,3.8180316573770773e-19,9.847928253963183e-27,9.987672662944351e-32,6.578644221083997e-32,-1.6305179855852077e-28,0.0007075544619075842,1.8293942167987653e-14,6.382470548885516e-24,2.1323961173038568e-27,1.5650541178987725e-20,-3.0800037341808754e-30,1.021217571825874e-27,2.1974071242623427e-35,-1.6358802909565198e-32,6.08028103298141e-23
7.983379057905723e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006616800584182789,0.45147299352635195,1.7262449903452425e-40,0.45618904034832325,5.52980404143149e-18,1.1924791371481474e-24,4.970101620097781e-17,-3.311687005165308e-27,-1.3163359478586774e-46,0.00013926965945618895,1.1840075984376264e-15,1.091333293387014e-23,1.3189983444215208e-18,1.1908562033194329e-15,4.7788390984388755e-11,2.0078296923925418e-22,8.004055214972244e-22,3.8138062158272256e-19,1.1906302112715194e-26,1.2066309749365506e-31,6.616690234736223e-32,-1.628032256321547e-28,0.0007115719449135164,1.8408774987362366e-14,6.457443811854472e-24,2.1549845210015108e-27,1.5863929093783318e-20,-3.0670559800609897e-30,1.0310373257715635e-27,2.989838341632634e-35,-1.6344540229915547e-32,6.121775605732627e-23
8.038150696264781e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006608950036236899,0.4514730761439555,1.7523426319899148e-40,0.45618503245660225,5.578163663864219e-18,1.2134750402231688e-24,5.0041697164572607e-17,-3.3056837877290586e-27,-1.3032694066718785e-46,0.00013910442424876218,1.1992710836261554e-15,1.0901282737466709e-23,1.3165357473346217e-18,1.2061655818940212e-15,4.8077222868739e-11,2.0431185308132631e-22,6.716248923546227e-22,3.8095901430181683e-19,1.399653191972426e-26,1.4192928812364986e-31,6.654541247517428e-32,-1.6250759176131618e-28,0.0007155798363456872,1.8523471501663164e-14,6.5327036434243e-24,2.177617019074105e-27,1.6078276294455858e-20,-3.0531149495109766e-30,1.0408591468630378e-27,3.794707586168015e-35,-1.6325905985958554e-32,6.163208255810166e-23
8.092922334623839e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006601118210171534,0.4514731585652719,1.7786183482716656e-40,0.45618103412210903,5.6264321723774424e-18,1.2346701664715099e-24,5.0381602618994416e-17,-3.2987108959120685e-27,-1.2877936864817015e-46,0.00013893958161579768,1.2146201895774863e-15,1.0889259307850623e-23,1.3140591929788194e-18,1.2215604761238148e-15,4.8365591032334604e-11,2.07876563794234e-22,5.274918404340299e-22,3.8053834108897965e-19,1.6118905328314503e-26,1.6352666432473498e-31,6.692198324889886e-32,-1.6216427960224798e-28,0.0007195781705505953,1.8638032036095313e-14,6.608247922461267e-24,2.200292764811881e-27,1.629357430132386e-20,-3.0381695392850736e-30,1.0506826174152017e-27,4.612124719973824e-35,-1.630284196298817e-32,6.20457914917057e-23
8.147693972982897e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006593305038902225,0.4514732407909411,1.8050717335362121e-40,0.4561770453106612,5.67460907342622e-18,1.2560645482387625e-24,5.072073257882998e-17,-3.290755689972103e-27,-1.269827404791935e-46,0.00013877513027725667,1.2300547121657086e-15,1.0877262566073998e-23,1.3115695361533003e-18,1.2370406822446721e-15,4.8653496508447944e-11,2.1147674493346217e-22,8.660675634761208e-22,3.8011859923447665e-19,1.827347956072136e-26,1.8520812458250922e-31,6.729662519524463e-32,-1.6177266777938847e-28,0.0007235669817104941,1.875245691469679e-14,6.684074542425092e-24,2.2230109067679923e-27,1.650981469928254e-20,-3.0222085883824256e-30,1.060507323273899e-27,5.442202058498054e-35,-1.6275289581405508e-32,6.245888451167097e-23
8.202465611341954e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006585510455675749,0.45147332282160546,1.8317023834765575e-40,0.45617306598823987,5.722693904202062e-18,1.2776582096791233e-24,5.105909159028109e-17,-3.2818055045112405e-27,-1.2492584961197864e-46,0.0001386110689483571,1.2455744479955765e-15,1.0865292419282953e-23,1.3090675993355531e-18,1.2526059972206685e-15,4.89409403288352e-11,2.151127573352785e-22,7.8436354811402e-22,3.7969978586113066e-19,2.0460661132609693e-26,2.074348651902352e-31,6.7669348752695e-32,-1.6133213365703614e-28,0.0007275463038443869,1.886674646034618e-14,6.760181410541441e-24,2.2457706055371773e-27,1.6726989136672528e-20,-3.0052208772539817e-30,1.0703328750047286e-27,6.28502785947389e-35,-1.6243189899014446e-32,6.287136326549197e-23
8.257237249701012e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006577734394067159,0.45147340465790914,1.8585098954574646e-40,0.4561690961209882,5.7706862314692666e-18,1.2994511668756911e-24,5.1396684791765693e-17,-3.271847560256947e-27,-1.2259180143816065e-46,0.0001384473963405634,1.2611791943985141e-15,1.0853348763293341e-23,1.3065541738474175e-18,1.2682562187406139e-15,4.922792352202834e-11,2.1878505952445033e-22,3.481593685575793e-22,3.792818980422676e-19,2.2680903266572496e-26,2.3017375200801573e-31,6.804016439111133e-32,-1.6084204900141364e-28,0.0007315161708090147,1.8980900994768956e-14,6.836566447308952e-24,2.2685710430394806e-27,1.694508932280009e-20,-2.987195124688381e-30,1.0801588731353483e-27,7.140707935014232e-35,-1.6206483614126855e-32,6.328322939462382e-23
8.31200888806007e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006569976787976936,0.45147348630049816,1.885493868042578e-40,0.4561651356752108,5.8185856504432635e-18,1.321443427936668e-24,5.173350958654452e-17,-3.2608689595925706e-27,-1.1997299263575879e-46,0.00013828411116247735,1.2768687494271314e-15,1.0841431529510338e-23,1.3040300209804192e-18,1.283991145214596e-15,4.9514447109684376e-11,2.2249288437531393e-22,8.837134062446686e-22,3.7886493312222087e-19,2.4934063584571987e-26,2.527529383912277e-31,6.840908244801307e-32,-1.6030177976089874e-28,0.0007354766162998352,1.9094920838539548e-14,6.913227587667635e-24,2.291411391892164e-27,1.7164107030334955e-20,-2.968119994288919e-30,1.0899849143363748e-27,8.009368523481653e-35,-1.6165111068132805e-32,6.36944845344832e-23
8.366780526419128e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006562237571628232,0.4514735677500189,1.9126539008695785e-40,0.45616118461737254,5.8663917837094405e-18,1.3436349931069224e-24,5.206956931039394e-17,-3.248856827959013e-27,-1.1706138482317959e-46,0.00013812121212065294,1.2926429118543991e-15,1.0829540637075854e-23,1.301495873079537e-18,1.2998105757705367e-15,4.9800512112605574e-11,2.262364011243444e-22,1.0858896274709479e-21,3.7844888822881996e-19,2.7220456342893174e-26,2.758413565384446e-31,6.877611310301079e-32,-1.5971069301909573e-28,0.0007394276738519926,1.920880631108925e-14,6.990162780132574e-24,2.3142908336881455e-27,1.738403409553781e-20,-2.9479840956344423e-30,1.0998106287869765e-27,8.891089794548063e-35,-1.6119012247295375e-32,6.410513031445237e-23
8.421552164778185e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006554516679564218,0.45147364900711895,1.939989595531072e-40,0.45615724291409776,5.914104280181026e-18,1.366025854889206e-24,5.2404874347823196e-17,-3.235798196068145e-27,-1.1383264476683492e-46,0.0001379586979203365,1.3085014811710719e-15,1.0817675957980265e-23,1.2989524345889833e-18,1.315714310250781e-15,5.0086119551259805e-11,2.3001690069671237e-22,7.113398925438506e-23,3.78033760224422e-19,2.95409402501107e-26,2.998948521458101e-31,6.914126664504823e-32,-1.5906815120298447e-28,0.0007433693768412827,1.9322557730715303e-14,7.06736998589557e-24,2.337208579563021e-27,1.760486241208374e-20,-2.9267759759008516e-30,1.1096356366949483e-27,9.785960956983167e-35,-1.6068126786083854e-32,6.451516835788506e-23
8.476323803137243e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006546814046645492,0.45147373007244596,1.9675005549571106e-40,0.4561533105321688,5.961722814094668e-18,1.3886159981333249e-24,5.2739419222141135e-17,-3.2216798867804427e-27,-1.102770956513877e-46,0.00013779656726612126,1.32444425757737e-15,1.080583742984161e-23,1.296400383062476e-18,1.3317021492086947e-15,5.037127043572252e-11,2.338331646056634e-22,6.799149522839819e-22,3.776195465513882e-19,3.1895152884742766e-26,3.234600697813258e-31,6.950455327338273e-32,-1.583735065204243e-28,0.000747301758485106,1.943617541457967e-14,7.144847180446679e-24,2.3601638264326228e-27,1.782658393453209e-20,-2.904484128179896e-30,1.1194595427503449e-27,1.0694134587582717e-34,-1.6012393970384117e-32,6.492460028211491e-23
8.531095441496301e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006539129608047595,0.4514738109466477,1.9951863824727585e-40,0.4561493874385257,6.009247084042353e-18,1.4114054001419223e-24,5.3073201065323713e-17,-3.206488802267135e-27,-1.06397712304857e-46,0.0001376348188625501,1.3404710419826424e-15,1.0794025011942106e-23,1.2938403701349817e-18,1.3477738939052949e-15,5.065596577379529e-11,2.3768437967328096e-22,1.755079221942108e-21,3.772062445234887e-19,3.428293124850551e-26,3.4712566115220014e-31,6.98659828778957e-32,-1.5762611508062536e-28,0.0007512248518434172,1.954965967871519e-14,7.222592352767141e-24,2.3831557736428773e-27,1.804919068407671e-20,-2.8810969991691222e-30,1.1292819960032443e-27,1.1615691917457984e-34,-1.595175273846741e-32,6.533342769846547e-23
8.585867079855359e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006531463299258592,0.45147389163037144,2.023046683674396e-40,0.45614547360026525,6.056676812038288e-18,1.434394030795172e-24,5.340624050291811e-17,-3.1902118501267145e-27,-1.02159776157194e-46,0.00013747345141467462,1.356581636007212e-15,1.0782238533615376e-23,1.2912730224597618e-18,1.3639293463058888e-15,5.0940206580219433e-11,2.415734575161497e-22,-1.7559466500544699e-22,3.7679385060989583e-19,3.670592382511096e-26,3.7269300823524217e-31,7.022556553610515e-32,-1.568253332611183e-28,0.0007551386898196631,1.9663010838040898e-14,7.300603503827274e-24,2.406183662236087e-27,1.8272674735498338e-20,-2.8566029718666817e-30,1.1391026389704641e-27,1.2550676453474604e-34,-1.5886141684157414e-32,6.574165221226207e-23
8.640638718214417e-10,0.0027792097116130575,0.0915567593028733,0.0,0.0065238150560766985,0.4514739721242644,2.051081066314861e-40,0.45614156898463937,6.104011742619636e-18,1.4575818526325066e-24,5.373853313211002e-17,-3.172835554398255e-27,-9.7540315019473e-47,0.00013731246362853224,1.3727758419694845e-15,1.0770477906294508e-23,1.2886989426157527e-18,1.380168309076745e-15,5.122399385537562e-11,2.4549935686391476e-22,-1.6939315403930431e-22,3.763823622714552e-19,3.9163853363485946e-26,3.976252635410892e-31,7.058331140692447e-32,-1.5597049858033356e-28,0.0007590433051617184,1.97762292063576e-14,7.378878648735616e-24,2.429246714926033e-27,1.849702821722627e-20,-2.8309903717441737e-30,1.1489210809010579e-27,1.3499278267748172e-34,-1.5815499061595986e-32,6.614927542284531e-23
8.695410356573474e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006516184814607986,0.4514740524289727,2.079289137183021e-40,0.45613767355905493,6.151251641979865e-18,1.4809688209496528e-24,5.40700577910343e-17,-3.1543465176407204e-27,-9.256869488133993e-47,0.0001371518542115795,1.3890534628826083e-15,1.0758743191812479e-23,1.2861187099789338e-18,1.3964905855817747e-15,5.150732858890026e-11,2.494583702862137e-22,2.9642247499237457e-21,3.7597177744634153e-19,4.1655148109684374e-26,4.212687261604113e-31,7.093923007031868e-32,-1.5506095241918151e-28,0.0007629387304628084,1.988931509634638e-14,7.457415816160159e-24,2.4523441442117994e-27,1.8722243332332956e-20,-2.8042474905980558e-30,1.158736988148373e-27,1.446161815068477e-34,-1.5739762785128295e-32,6.655629892358563e-23
8.750181994932532e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006508572511264161,0.45147413254514185,2.1076705050740072e-40,0.4561337872910724,6.198396297133393e-18,1.5045548839301055e-24,5.440084944085461e-17,-3.134731644113857e-27,-8.720531852104459e-47,0.00013699162187312704,1.4054143024668248e-15,1.0747034177296072e-23,1.283532881560455e-18,1.4128959798792379e-15,5.179021179174168e-11,2.5345567250967224e-22,1.8003613442239815e-22,3.7556209198577327e-19,4.418256041675933e-26,4.4833206133719e-31,7.129333127360892e-32,-1.540960509954e-28,0.0007668249981624288,2.000226881959544e-14,7.536213045965487e-24,2.4754752212958762e-27,1.8948312337787635e-20,-2.7763625579184194e-30,1.1685500299511466e-27,1.5437640197325057e-34,-1.5658870430938632e-32,6.696272430189964e-23
8.859725271650647e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006493401466113124,0.451474292214438,2.1649515145608165e-40,0.4561260420989183,6.292399122257145e-18,1.5523240478474962e-24,5.5060086210942915e-17,-3.0920735202905932e-27,-7.545772887763164e-47,0.0001366722832801077,1.4383848559332365e-15,1.0723692917017725e-23,1.2783465584307531e-18,1.4459553415367144e-15,5.235462750634515e-11,2.615403894727307e-22,7.417672087694083e-22,3.747454097012667e-19,4.933444366310565e-26,5.003051511336089e-31,7.199603979895984e-32,-1.5199768180765524e-28,0.0007745701897520386,2.0227781006677677e-14,7.694579921531814e-24,2.5218351414467975e-27,1.9402980862331775e-20,-2.7171236634818725e-30,1.1881659731092751e-27,1.7430256427348802e-34,-1.5481372316048032e-32,6.777378701125063e-23
8.952048657674789e-10,0.0027792097116130575,0.0915567593028733,0.0,0.00648067041971153,0.45147442620431016,2.213762801907725e-40,0.4561195425856082,6.371327557914993e-18,1.5932018705749112e-24,5.561337110477142e-17,-3.052510050586563e-27,-6.424629224053189e-47,0.00013640430353551575,1.4664292767784427e-15,1.0704099920142678e-23,1.2739627570119878e-18,1.474074299903377e-15,5.282892499185594e-11,2.68462922677634e-22,2.9313640006920813e-21,3.7405987696124345e-19,5.378538809055501e-26,5.443152357510442e-31,7.258262771493044e-32,-1.5005162127556136e-28,0.0007810697025877923,2.0417435561850782e-14,7.828842406326612e-24,2.5610051970485023e-27,1.9788759513222064e-20,-2.663552301814729e-30,1.2046862956895949e-27,1.9151380038788076e-34,-1.531521420368658e-32,6.845550923304711e-23
9.044372043698931e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006467989505264647,0.45147455966703404,2.2630612456688156e-40,0.4561130686654244,6.449983273455884e-18,1.6346444144610355e-24,5.616467428814495e-17,-3.0095720003967284e-27,-5.151818504990379e-47,0.00013613737808733026,1.4947075572651905e-15,1.0684578904181837e-23,1.2695696839851122e-18,1.5024268357920923e-15,5.330195273057148e-11,2.755056234391909e-22,-7.400894516320987e-22,3.733768628200938e-19,5.834731925104382e-26,5.924819149874845e-31,7.316422130655588e-32,-1.4793964052641403e-28,0.0007875436222986688,2.0606718702399996e-14,7.963818203615954e-24,2.6002611511356883e-27,2.017686262715671e-20,-2.6065839998672566e-30,1.2211940198731785e-27,2.0912874956076584e-34,-1.5133590810990807e-32,6.913555293657257e-23
9.136695429723073e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006455358426839825,0.45147469260565826,2.312845088934262e-40,0.4561066201873517,6.528365772402182e-18,1.676651240390784e-24,5.671396695557706e-17,-2.9631875418229342e-27,-3.72151786206605e-47,0.00013587150083845955,1.5232187770806585e-15,1.066512951366381e-23,1.2651694396099836e-18,1.5310120305024508e-15,5.377371538301659e-11,2.826622867074057e-22,2.6559387467098626e-21,3.7269635487175976e-19,6.301854426090738e-26,6.3812675130201655e-31,7.374096226377694e-32,-1.456582084493523e-28,0.0007939920998995332,2.079563188919804e-14,8.099498295473092e-24,2.6395995438911373e-27,2.0567255361210167e-20,-2.5461554087443386e-30,1.237687552575698e-27,2.2717436175715478e-34,-1.4936189965470282e-32,6.98139255543853e-23
9.229018815747215e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006442776890849969,0.4514748250232162,2.3631125693979725e-40,0.4561001970015635,6.606474683697117e-18,1.7192218565070037e-24,5.726119822160519e-17,-2.9132857029957536e-27,-2.1413090051317109e-47,0.0001356066657223557,1.5519620213289004e-15,1.0645751278909204e-23,1.2607639867353138e-18,1.5598289707482714e-15,5.4244217573843454e-11,2.89923180265563e-22,7.000925860421841e-21,3.7201833859928725e-19,6.779562110927787e-26,6.843085749975876e-31,7.431283150146837e-32,-1.432038360404772e-28,0.0008004152852171674,2.098417657447426e-14,8.23587376288734e-24,2.6790169645927146e-27,2.0959903227843042e-20,-2.482203607121249e-30,1.2541653774414357e-27,2.4565463150133567e-34,-1.4722680502517484e-32,7.049063447215677e-23
9.321342201771357e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006430244606028085,0.45147495692272466,2.4138618661207655e-40,0.45609379895940955,6.684309753476901e-18,1.7623557156129127e-24,5.780639474490291e-17,-2.8598001913706717e-27,-4.0522305710852426e-48,0.0001353428667051505,1.5809363805253795e-15,1.0626443777430733e-23,1.2563551590444359e-18,1.5888767486149861e-15,5.47134639360868e-11,2.9729080381007425e-22,-3.949023743996223e-21,3.7134279945263645e-19,7.268087407162476e-26,7.394924713945974e-31,7.487975469694531e-32,-1.4057326440252802e-28,0.0008068133269019763,2.1172354201988057e-14,8.37293578253849e-24,2.718510103403093e-27,2.135477156956761e-20,-2.4146705858050436e-30,1.2706260600689773e-27,2.6455426163793135e-34,-1.4492733894484844e-32,7.116568702897798e-23
9.4136655877955e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006417761283402192,0.45147508830718314,2.4650911368436446e-40,0.45608742591340384,6.7618708373047535e-18,1.8060522190892168e-24,5.834951713225017e-17,-2.8026648799846966e-27,1.4979367029892124e-47,0.0001350800977876209,1.6101409505103697e-15,1.0607206732654342e-23,1.2519446688895707e-18,1.6181544615174399e-15,5.518145904805844e-11,3.0475730712596047e-22,-3.899957083220612e-21,3.706697263837447e-19,7.767145880699926e-26,7.901432810378041e-31,7.544175523914971e-32,-1.3776324279239167e-28,0.0008131863724395594,2.136016620699275e-14,8.510675630019882e-24,2.7580756452323136e-27,2.1751825882211196e-20,-2.343500435466487e-30,1.2870680831238337e-27,2.838697751302039e-34,-1.4246034221289148e-32,7.183909051767438e-23
9.505988973819643e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006405326636271039,0.4514752191795735,2.5167985491699035e-40,0.4560810777172146,6.839157892950116e-18,1.8503107202800745e-24,5.889053115277957e-17,-2.7418137829025024e-27,3.567611939857333e-47,0.00013481835300662435,1.6395748324100405e-15,1.0588039770692942e-23,1.247534114707513e-18,1.6476612121582968e-15,5.564820746465942e-11,3.1231571605790656e-22,1.319340938500228e-20,3.699991063547472e-19,8.276493126174263e-26,8.329351337162796e-31,7.599893059850417e-32,-1.347705274124848e-28,0.0008195345681621276,2.154761401626116e-14,8.649084677929784e-24,2.7977104149772048e-27,2.2151032142426326e-20,-2.2686368089868916e-30,1.3034900447209647e-27,3.03608453437772e-34,-1.3982276994014733e-32,7.251085218513006e-23
9.598312359843786e-10,0.0027792097116130575,0.0915567593028733,0.0,0.0063929403801805534,0.4514753495428586,2.568982329869834e-40,0.45607475422565136,6.916170973556709e-18,1.8951305283201375e-24,5.942962244660503e-17,-2.677179355732686e-27,5.829494643427789e-47,0.00013455762643602615,1.66923713266694e-15,1.0568942281221211e-23,1.2431249878951774e-18,1.6773961084867115e-15,5.611371381218847e-11,3.1999366934702684e-22,-2.182625954806104e-21,3.6933092202725784e-19,8.797591649218419e-26,8.93652153977802e-31,7.655137004645591e-32,-1.3159179784389346e-28,0.0008258580592597904,2.1734699048334034e-14,8.788154388418885e-24,2.8374114461898984e-27,2.2552357107795953e-20,-2.190019578390468e-30,1.3198907460880759e-27,3.237774075954226e-34,-1.3701150189247106e-32,7.318097923261623e-23
9.69063574586793e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006380602232900475,0.45147547939998245,2.621640744544078e-40,0.4560684552946551,6.99291022123773e-18,1.94051090808079e-24,5.996680794121683e-17,-2.6086890440072194e-27,8.315253612611851e-47,0.0001342979121877584,1.6991269629186451e-15,1.0549913964552345e-23,1.2387186792588098e-18,1.7073582636573541e-15,5.657798261789049e-11,3.2779216731872293e-22,-1.851494861866042e-20,3.686651623367939e-19,9.330613381208129e-26,9.56322151556269e-31,7.709911348821306e-32,-1.282234873223252e-28,0.0008321569897917084,2.192142271349319e-14,8.92787631890863e-24,2.8771755790924647e-27,2.2955768087392313e-20,-2.1075865832062645e-30,1.336268773268868e-27,3.443932829563758e-34,-1.3402327773749718e-32,7.384947881612296e-23
9.782959131892073e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006368311914401234,0.4514756087538697,2.6747720339969605e-40,0.4560621807812866,7.069375861039028e-18,1.98645107846585e-24,6.050178350275554e-17,-2.536270112217942e-27,1.0986150110774297e-46,0.00013403920441290291,1.7292434398831064e-15,1.0530954930107848e-23,1.2343164853301139e-18,1.737546795990011e-15,5.704101824283782e-11,3.356617220432724e-22,2.2459049811182816e-20,3.6800182008805716e-19,9.87324921455498e-26,9.901565284536478e-31,7.764215353808407e-32,-1.2466202019453949e-28,0.0008384315026971193,2.210778641358548e-14,9.06824212475187e-24,2.9169995777207716e-27,2.3361232725478372e-20,-2.0212768993539736e-30,1.35262266265095e-27,3.654645773631807e-34,-1.308547476265942e-32,7.45163580466942e-23
9.875282517916216e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006356069146832021,0.4514757376074252,2.7283744266426032e-40,0.45605593054371574,7.145568195284081e-18,2.0329502130182657e-24,6.103478390444399e-17,-2.4598566858926002e-27,1.3849811067586702e-46,0.00013378149730185497,1.7595856855297945e-15,1.0512064300892388e-23,1.229919614026911e-18,1.7679608289294602e-15,5.750282526000954e-11,3.4363774224641173e-22,1.6590520437662938e-20,3.6734087433769705e-19,1.0427332809046157e-25,1.049046006086035e-30,7.8180517444312e-32,-1.2090415819384627e-28,0.0008446817398062246,2.2293791542452226e-14,9.209243543941943e-24,2.956880739704072e-27,2.37687189267253e-20,-1.9310307203385485e-30,1.3689514024194014e-27,3.86970862931816e-34,-1.2750259364819302e-32,7.518162399076468e-23
9.967605903940359e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006343873654498951,0.45147586596353345,2.7824462088887333e-40,0.45604970444121035,7.221487598261325e-18,2.080007443600289e-24,6.156622201514159e-17,-2.379378229863922e-27,1.7020905888044128e-46,0.00013352478508463217,1.7901528270058816e-15,1.0493240924838585e-23,1.2255291898461201e-18,1.798599491005564e-15,5.796340829637682e-11,3.5178351866196986e-22,-5.127727983537897e-20,3.666823064943091e-19,1.0996080116815141e-25,1.1422382735836211e-30,7.87143033445291e-32,-1.169464338879979e-28,0.0008509078418509531,2.2479439486103132e-14,9.350872402883455e-24,2.9968162659034323e-27,2.417819486731441e-20,-1.8367867356051827e-30,1.385253804991908e-27,4.089187637908583e-34,-1.2396354851084906e-32,7.584528367049852e-23
9.999999999999999e-10,0.0027792097116130575,0.0915567593028733,0.0,0.006339605697361155,0.45147591088330097,2.801529642718842e-40,0.45604752554279326,7.248061320631592e-18,2.0966508130342688e-24,6.175224440700084e-17,-2.3501626526680988e-27,1.8204366309946917e-46,0.0001334349455494532,1.80093125305333e-15,1.0486652311259663e-23,1.2239904182093373e-18,1.8094029490287387e-15,5.812472671833662e-11,3.5466957042411593e-22,-6.206944292824594e-20,3.6645179415005117e-19,1.1198532711005308e-25,1.1686392712545692e-30,7.890052189680471e-32,-1.1550969766263523e-28,0.0008530867401067373,2.2544494570571518e-14,9.400713823224516e-24,3.0108409727623515e-27,2.4322336019814795e-20,-1.8027600049878236e-30,1.3909674098694287e-27,4.167308280917182e-34,-1.2267688261467709e-32,7.607776680082557e-23
1.0059929289964502e-09,0.0027792097116130575,0.0915567593028733,0.0,0.006331725163842643,0.45147599382505954,2.8369856391395934e-40,0.4560435023341263,7.297134511252214e-18,2.1276218602915566e-24,6.209535314705e-17,-2.2947568166385632e-27,2.04255958389958e-46,0.00013326906203204857,1.8209439962381484e-15,1.0474486201351823e-23,1.2211462593163353e-18,1.8294619157941557e-15,5.842277144624351e-11,3.599802062109692e-22,1.593151142093113e-20,3.6602612317832683e-19,1.157378544900726e-25,1.1663842215545165e-30,7.924354284507784e-32,-1.127850163579517e-28,0.0008571099484755918,2.2664731622064564e-14,9.493120631521927e-24,3.036802703275782e-27,2.4589629166513582e-20,-1.738484639880674e-30,1.4015282593059815e-27,4.3134908063165555e-34,-1.2023434171463083e-32,7.650734406412872e-23
1.0152252675988645e-09,0.0027792097116130575,0.0915567593028733,0.0,0.0063196234034174365,0.45147612119484776,2.891990919331369e-40,0.45603732408389647,7.372509437849647e-18,2.1757925116621312e-24,6.262202500315764e-17,-2.205927049684699e-27,2.3940195373298434e-46,0.00013301432245546168,1.851958330249699e-15,1.0455800170016344e-23,1.2167717957650363e-18,1.8605472418781582e-15,5.888091903946964e-11,3.682024743805116e-22,8.275453116472016e-20,3.6537230823755586e-19,1.2159292754109584e-25,1.189963696215467e-30,7.976820903199295e-32,-1.084166908750737e-28,0.000863288198247295,2.2849669319826663e-14,9.635980236864201e-24,3.0768374662099307e-27,2.50029911562177e-20,-1.636064754397443e-30,1.4177738611563558e-27,4.542371250838406e-34,-1.1631163601361901e-32,7.716781210629652e-23
