Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(262),SX(259),SX(436),C2HOX(464),C2H6O(236),SX(357),OCCO(227),SX(387)
1.954841928213276e-11,0.0028149649241145727,0.1557,0.0,0.008207717002820377,0.6423761402929872,0.2018697132302157,4.0748830565959204e-33,6.5548476217796e-36,5.951308198230737e-23,2.940139720782041e-42,6.273925186813958e-26,4.462435340260507e-34,4.515658410952357e-05,5.038163435474241e-27,6.073090539111201e-36,6.336507496386e-36,3.0286769782840096e-05,1.9528775306215384e-31,1.5062215551983744e-15,7.131237196229895e-45,3.33510686020915e-41,4.0017515919584365e-21,9.402449776703932e-27,2.3184570336663926e-60,3.588655775783495e-27,1.2814149578469549e-06,1.2926321415272164e-48,4.273226586448219e-28,9.847227133050711e-22,8.056255720270843e-25,-9.883942814734365e-22,2.5350969755010275e-54,5.041541703127748e-56,9.461686408303177e-27,5.088253837009176e-40,1.8960151726617663e-27,9.319515300962934e-27,1.9072352117798734e-25,6.061966254624044e-33,2.991572852328954e-40,-2.554669334090877e-33,2.1939649435620585e-55,2.122275400501072e-32,3.952672125231344e-30,6.443521681733646e-44,6.987591150307728e-45,3.173825739726774e-49,4.979361736821184e-50
1.9647792048607375e-11,0.0028149649241145727,0.1557,0.0,0.008207338702144072,0.6423760241736767,0.20186956068515619,4.220037376529225e-33,6.875592983290975e-36,6.10226255830231e-23,3.114448991663593e-42,6.52507041312948e-26,4.643593564476007e-34,4.537585672277644e-05,5.239834454860956e-27,6.302681656259875e-36,6.645600477486301e-36,3.043931484230587e-05,2.0321465461450706e-31,1.5290357499121287e-15,7.456915876974344e-45,3.495562587861155e-41,4.1032533299424184e-21,9.680298532478908e-27,2.4618064184484578e-60,3.732309115051961e-27,1.287897961650653e-06,1.3697574650748185e-48,4.425704031599655e-28,-7.586556217520706e-22,8.191075192771457e-25,7.550169010633148e-22,2.706458859572159e-54,5.438095632495745e-56,-4.8475002575647874e-26,5.272714141114232e-40,1.901788549705769e-27,9.545028520150918e-27,1.9531178882319936e-25,6.244166006580876e-33,3.1055773366036522e-40,-6.503864616147894e-33,2.3665093541071813e-55,8.333583583977734e-33,3.965196253428556e-30,5.44616356915318e-44,-4.1489166666682667e-44,3.3878664580365706e-49,5.262423276112634e-50
1.974716481508199e-11,0.0028149649241145727,0.1557,0.0,0.008206960556201464,0.6423759081248305,0.20186940815420865,4.369555460380774e-33,7.210066393088825e-36,6.256239459665683e-23,3.298003468919884e-42,6.784869012673519e-26,4.8310866859641845e-34,4.559498902048124e-05,5.44845396650666e-27,6.539535609207804e-36,6.967869719818733e-36,3.059184578982776e-05,2.114186983438864e-31,1.5520755903000306e-15,7.795614498797663e-45,3.6627285253776547e-41,4.206787345577815e-21,9.964816198497447e-27,2.613123458132718e-60,3.880912098918375e-27,1.2943806590335727e-06,1.451005509142631e-48,4.582794775015592e-28,1.3401689812104206e-22,8.103658394221729e-25,-1.3763859125558162e-22,2.8883665194961157e-54,5.863427561868121e-56,-5.762286777665454e-26,5.46284871220638e-40,1.9009010354614175e-27,9.774911035766809e-27,1.9998353664896138e-25,6.430825283690916e-33,3.2232607663955767e-40,-2.0571407128001145e-33,2.5515733236216167e-55,-1.8588232053389556e-32,3.998445455894554e-30,5.321278480676175e-44,-3.0545249707761227e-44,3.615137763567352e-49,5.560010997446378e-50
1.9846537581556602e-11,0.0028149649241145727,0.1557,0.0,0.008206582565477143,0.6423757921466924,0.2018692556373695,4.5235443387344314e-33,7.558771136285627e-36,6.413283219585892e-23,3.4912354676327454e-42,7.053570709349952e-26,5.025100617679093e-34,4.581398051468888e-05,5.66422248843287e-27,6.783837162082081e-36,7.303795696090385e-36,3.074436262897211e-05,2.199080153263516e-31,1.5753421041168328e-15,8.147782101779848e-45,3.836842605689655e-41,4.312383434264702e-21,1.025612505581269e-26,2.772801111974412e-60,4.0346075659842215e-27,1.3008630501192774e-06,1.536570957872659e-48,4.744613379759278e-28,8.318521583009437e-23,8.093739044536065e-25,-8.678623431195497e-23,3.081404968493081e-54,6.319451028532731e-56,-8.387863569614051e-26,5.658801204676088e-40,1.8965511378032915e-27,1.0009225622259935e-26,2.0473975827436206e-25,6.622028205665004e-33,3.344720186841894e-40,-6.66976155642893e-33,2.7499891764635015e-55,-2.8392718617495016e-32,3.981759279480755e-30,4.824086169556065e-44,-4.2539725744084934e-44,3.856383590293275e-49,5.872790381921905e-50
1.9945910348031216e-11,0.0028149649241145727,0.1557,0.0,0.008206204730453599,0.6423756762395054,0.20186910313463516,4.682113079397637e-33,7.922225845453014e-36,6.573438562420297e-23,3.6945947690805396e-42,7.331431018055707e-26,5.225825677480482e-34,4.603283071877618e-05,5.887345188495612e-27,7.035774626267163e-36,7.653873420989322e-36,3.0896865363314105e-05,2.2869092919969537e-31,1.5988363176489218e-15,8.513877387805681e-45,4.018149654815881e-41,4.420071665039779e-21,1.0554349251086265e-26,2.94124925259944e-60,4.193541667182637e-27,1.3073451350317117e-06,1.6266564618447074e-48,4.911276628250002e-28,3.5743366204441447e-23,8.116876997330492e-25,-3.9374433835879587e-23,3.286188071898399e-54,6.808194994128614e-56,-4.720901501683365e-26,5.860718130556528e-40,1.8851944823176526e-27,1.0248035595912829e-26,2.0958145157875763e-25,6.817860017086632e-33,3.4700546191262457e-40,-6.57308879428796e-33,2.962639434035646e-55,-5.916001809249297e-33,3.963892991179635e-30,5.367923898497955e-44,1.8235051967221598e-44,4.1123855229737625e-49,6.201453714984867e-50
2.004528311450583e-11,0.0028149649241145727,0.1557,0.0,0.008205827051612833,0.6423755604035121,0.201868950646002,4.8453728009172835e-33,8.300964882928384e-36,6.736750620910452e-23,3.908549235632771e-42,7.618711346363618e-26,5.433456665851355e-34,4.625153914761706e-05,6.1180319660308226e-27,7.295539910091674e-36,8.01861280910255e-36,3.104935399643785e-05,2.377759595574421e-31,1.622559255710343e-15,8.894368377874562e-45,4.20690154868475e-41,4.529882381443612e-21,1.085961468937021e-26,3.1188952702974297e-60,4.3578639239378214e-27,1.3138269138952072e-06,1.7214729238487098e-48,5.08290355322032e-28,-1.1563317960038728e-22,8.123529226149108e-25,1.120076620445655e-22,3.503359843690507e-54,7.3318104359768375e-56,-5.737984187031155e-26,6.068748902168668e-40,1.8796135142813217e-27,1.0491404814703146e-26,2.1450961864380195e-25,7.01840721747513e-33,3.5993650845556147e-40,-5.7307020962178e-33,3.1904596807674473e-55,-4.9305149397892315e-33,3.9195232733084334e-30,5.166334729157316e-44,2.3064393226334644e-44,4.383964572024256e-49,6.54672103746039e-50
2.0144655880980443e-11,0.0028149649241145727,0.1557,0.0,0.008205449529434422,0.6423754446389544,0.2018687981714665,5.013436717506439e-33,8.695538710488968e-36,6.903264937505333e-23,4.133585397596165e-42,7.915679094284275e-26,5.648192950444946e-34,4.647010531738688e-05,6.356497531957212e-27,7.563328559949513e-36,8.398539021328297e-36,3.1201828531936244e-05,2.4717182564243703e-31,1.6465119416389034e-15,9.289744134419328e-45,4.4033573654712326e-41,4.64184620240975e-21,1.1172048116607709e-26,3.306184719684779e-60,4.527727285225747e-27,1.3203083868344723e-06,1.8212397710383687e-48,5.259615468137411e-28,7.623512892032329e-23,8.123335738105575e-25,-7.988413006520501e-23,3.733595682271419e-54,7.892576563318405e-56,-2.504244786921719e-26,6.283045872110069e-40,1.873109923216324e-27,1.073939767827398e-26,2.195252656968931e-25,7.223757280135828e-33,3.732754640386113e-40,-4.389120718678324e-34,3.434441267017446e-55,-4.341321058731117e-33,3.9416481040924406e-30,5.757814621383012e-44,8.039079934848426e-44,4.671982854230284e-49,6.909341080539821e-50
2.0244028647455056e-11,0.0028149649241145727,0.1557,0.0,0.008205072164397592,0.642375328946073,0.20186864571102497,5.186420150338271e-33,9.106514287607025e-36,7.07302746562826e-23,4.370209106727098e-42,8.222607750000372e-26,5.870238540969827e-34,4.668852874577915e-05,6.602961485646397e-27,7.839339811589303e-36,8.794192837405407e-36,3.1354288973411055e-05,2.568874496168272e-31,1.6706953972922225e-15,9.700509984381847e-45,4.607783547906371e-41,4.755994023114336e-21,1.149177792264895e-26,3.5035819926832166e-60,4.703288182330782e-27,1.3267895539746025e-06,1.9261852591708032e-48,5.441535998732846e-28,-4.7886783575657315e-23,8.11489707195462e-25,4.426367873124297e-23,3.977603773153403e-54,8.492908112657894e-56,-5.965958568941455e-26,6.5037643777578215e-40,1.8736166373397395e-27,1.0992079127682106e-26,2.2462940305229867e-25,7.433998716412184e-33,3.870328398254099e-40,-5.219377154311622e-33,3.69563448111465e-55,-1.300338743902371e-32,3.9059382765866475e-30,5.240502692301069e-44,5.680455812929751e-44,4.977345524775427e-49,7.290092275208114e-50
2.034340141392967e-11,0.0028149649241145727,0.1557,0.0,0.008204694956978871,0.6423752133251084,0.2018684932646739,5.36444057121982e-33,9.534475451694436e-36,7.246084570989522e-23,4.6189461496136905e-42,8.539777008258116e-26,6.099802176264536e-34,4.690680895176868e-05,6.857648409981285e-27,8.123776631428079e-36,9.206131012055312e-36,3.150673532447276e-05,2.66931960364793e-31,1.695110643043868e-15,1.0127169662981446e-44,4.820454059205637e-41,4.8723570158558725e-21,1.1818935229516333e-26,3.711570971175361e-60,4.884706596562597e-27,1.333270415441066e-06,2.036546757340257e-48,5.628791113780948e-28,7.71822537307826e-23,8.119867007179634e-25,-8.08245330804777e-23,4.236126404487513e-54,9.135362099105962e-56,-3.2028077983728956e-26,6.7310627815638954e-40,1.867664194261051e-27,1.1249514645287015e-26,2.298230450543011e-25,7.649221331163107e-33,4.012193561303261e-40,-4.1804284315785135e-33,3.9751514848847256e-55,-5.5869132917763116e-33,3.944468688607065e-30,5.798294843122943e-44,1.0978466855654035e-43,5.3010025735504775e-49,7.689783737619735e-50
2.0442774180404283e-11,0.0028149649241145727,0.1557,0.0,0.008204317907654779,0.6423750977763004,0.2018683408324096,5.5476176117963884e-33,9.980023333519872e-36,7.422483032825691e-23,4.8803429430259367e-42,8.867472869883728e-26,6.3370974036362615e-34,4.712494545589154e-05,7.12078795126397e-27,8.416845769071513e-36,9.634926663215375e-36,3.1659167588740767e-05,2.7731469695715377e-31,1.719758697779429e-15,1.0570244835963632e-44,5.041650551257503e-41,4.990966630889071e-21,1.2153651845763222e-26,3.93065573537852e-60,5.072146116176032e-27,1.339750971359718e-06,2.1525710723238758e-48,5.821509157235066e-28,-1.1220961144816461e-22,8.1146334910669775e-25,1.0859396126504383e-22,4.5099414860061245e-54,9.822645896925675e-56,-6.94403056935108e-26,6.9651025163233764e-40,1.8667938164481413e-27,1.1511770254357534e-26,2.351072100173784e-25,7.869516228433114e-33,4.158459445636989e-40,-6.393818630393169e-33,4.2741698270418646e-55,-1.3343578131170903e-32,3.87914031044291e-30,5.233040452930372e-44,8.099130142570618e-44,5.643950930635582e-49,8.109256341815821e-50
2.0542146946878897e-11,0.0028149649241145727,0.1557,0.0,0.008203941016899714,0.642374982299888,0.2018681884142285,5.736073108823591e-33,1.0443776751666329e-35,7.602270045193837e-23,5.1549671824347115e-42,9.205987737159604e-26,6.582342665321652e-34,4.734293778003263e-05,7.392614895798264e-27,8.718757800746998e-36,1.0081169641226566e-35,3.1811585769843056e-05,2.8804521242859072e-31,1.744640578892716e-15,1.1030298641762905e-44,5.271662525409266e-41,5.1118545972939294e-21,1.2496059927677615e-26,4.1613612979955863e-60,5.26577399092287e-27,1.3462312218567857e-06,2.2745147500230463e-48,6.0198208794975195e-28,-7.612824489081638e-24,8.037319157444208e-25,4.0813999119691375e-24,4.7998639652781405e-54,1.0557624675398734e-55,-1.7974869504667129e-25,7.206048125798826e-40,1.8665073988792433e-27,1.1778912518866048e-26,2.4048292016873522e-25,8.09497530913613e-33,4.3092375145519946e-40,-1.5410500290328392e-32,4.593935676295466e-55,-3.566442311984397e-32,3.692326398229012e-30,3.333094811142953e-44,-3.8951012839993726e-44,6.0072364115085944e-49,8.549383761271627e-50
2.064151971335351e-11,0.0028149649241145727,0.1557,0.0,0.008203564285186336,0.642374866896109,0.20186803601012687,5.929931124358572e-33,1.0926372633083532e-35,7.785493218216482e-23,5.443408553176099e-42,9.555620518941498e-26,6.835761376224158e-34,4.756078544746596e-05,7.673369254292185e-27,9.029727176047088e-36,1.0545466921840758e-35,3.196398987141638e-05,2.9913327717139144e-31,1.7697573022819059e-15,1.150788660639637e-44,5.510787502224461e-41,5.2350529238080935e-21,1.2846295140369706e-26,4.404234310068227e-60,5.465761192175309e-27,1.352711167058874e-06,2.402644407140859e-48,6.223859469653649e-28,-1.5234662126531929e-22,7.969577428655434e-25,1.4891059930157257e-22,5.106747409646741e-54,1.1343329943911361e-55,-3.0966206885931547e-25,7.454067309241604e-40,1.8592486186188516e-27,1.2051008543064446e-26,2.459512015889952e-25,8.325691536371941e-33,4.464641398313591e-40,-2.8423008044209685e-32,4.935767536673189e-55,-5.940980304251918e-32,3.443698363650906e-30,9.741748654324889e-45,-1.849697990595659e-43,6.391955912323651e-49,9.011073592010494e-50
2.0740892479828124e-11,0.0028149649241145727,0.1557,0.0,0.008203187712985591,0.6423747515652014,0.20186788362010116,6.1293179798037036e-33,1.1428466430155696e-35,7.972200579334005e-23,5.74627943330204e-42,9.916676776456651e-26,7.097582020182605e-34,4.777848798286349e-05,7.963296378920472e-27,9.349972267570028e-36,1.1028442996056963e-35,3.211637989710603e-05,3.105888831382545e-31,1.7951098823457214e-15,1.200354292678723e-44,5.759331190034688e-41,5.360593899667775e-21,1.3204495797356544e-26,4.659843838131588e-60,5.672282496319412e-27,1.3591908070929568e-06,2.5372370589436023e-48,6.433760587569015e-28,1.7603611269097252e-22,7.899173830518806e-25,-1.7942345869896208e-22,5.431485568145084e-54,1.2182967975531323e-55,-3.705939511648457e-25,7.7093309651706e-40,1.8335600510043102e-27,1.232812597104774e-26,2.5151308415323284e-25,8.561759757571177e-33,4.624786936057271e-40,-3.4557046144036835e-32,5.30105991001535e-55,-6.902257684009482e-32,3.282562640874705e-30,-3.932593314379489e-45,-2.4598816506418533e-43,6.799259575802869e-49,9.495268464325556e-50
