Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(48)
5.313411857779093e-22,0.002724645380668153,0.1557,0.0,0.008018631355303193,0.6423999999999974,0.2019,0.0,0.0,3.048307719273854e-50,0.0,3.8755208732751924e-106,1.691096373692405e-146,1.2409015907567632e-15,0.0,0.0,0.0,3.2223460747827246e-84,0.0,5.087937714116386e-66,0.0,0.0,1.589980535661883e-65,1.822084975463552e-86,0.0,1.5031386022377104e-107,1.9389087355575776e-15
1.0631440059483275e-21,0.002724645380668153,0.1557,0.0,0.00801863135530001,0.6423999999999949,0.2019,0.0,0.0,6.099263837956266e-50,0.0,1.2449651049883922e-104,1.086495305203073e-144,2.482881288889058e-15,0.0,0.0,0.0,2.5798361841883004e-83,0.0,2.0365010404807263e-65,0.0,0.0,6.364065751506371e-65,1.4626576927830578e-85,0.0,4.828654441397131e-106,3.879502013889693e-15
2.126749646289164e-21,0.002724645380668153,0.1557,0.0,0.008018631355293645,0.6423999999999898,0.2019,0.0,0.0,1.2201176075321026e-49,0.0,4.005711167734475e-103,6.991486526156137e-143,4.966840685149684e-15,0.0,0.0,0.0,2.064653012229462e-82,0.0,8.148656827358959e-65,0.0,0.0,2.5464552585529566e-64,1.176340921740688e-84,0.0,1.5536335069577018e-104,7.76068857054854e-15
4.2539609269708366e-21,0.002724645380668153,0.1557,0.0,0.008018631355280914,0.6423999999999795,0.2019,0.0,0.0,2.440500055005031e-49,0.0,1.2943708301663839e-101,4.518035592338179e-141,9.934759477655082e-15,0.0,0.0,0.0,1.6520361027570831e-81,0.0,3.259993339601835e-64,0.0,0.0,1.0187479186281992e-63,9.503084514923605e-84,0.0,5.020276819687956e-103,1.5523061683844704e-14
8.508383488334182e-21,0.002724645380668153,0.1557,0.0,0.008018631355255454,0.642399999999959,0.2019,0.0,0.0,4.881264949950789e-49,0.0,4.219984967019697e-100,2.9455860452788684e-139,1.9870597062602466e-14,0.0,0.0,0.0,1.3217543727925524e-80,0.0,1.3041034651249024e-63,0.0,0.0,4.0753233285363273e-63,7.747406526208124e-83,0.0,1.6367405858967465e-101,3.1047807910350894e-14
1.7017228611060876e-20,0.002724645380668153,0.1557,0.0,0.008018631355204532,0.642399999999918,0.2019,0.0,0.0,9.762794739841912e-49,0.0,1.3999494191502884e-98,1.953832981151834e-137,3.974227223224358e-14,0.0,0.0,0.0,1.0574536971373036e-79,0.0,5.216626126583777e-63,0.0,0.0,1.6301956645742372e-62,6.428694162121268e-82,0.0,5.429768234790738e-100,6.209730036301876e-14
3.403491885651426e-20,0.002724645380668153,0.1557,0.0,0.00801863135510269,0.6423999999998361,0.2019,0.0,0.0,1.952585431962259e-48,0.0,4.796401211881054e-97,1.3381695071349034e-135,7.948562257051121e-14,0.0,0.0,0.0,8.459830377872752e-79,0.0,2.0866929045725786e-62,0.0,0.0,6.5209153269237675e-62,5.511731776200688e-81,0.0,1.8603062785867418e-98,1.2419628526697643e-13
6.807029934742102e-20,0.002724645380668153,0.1557,0.0,0.008018631354899006,0.6423999999996721,0.2019,0.0,0.0,3.9051973479177676e-48,0.0,1.737354764046248e-95,9.686521391983833e-134,1.58972323242988e-13,0.0,0.0,0.0,6.767944623359009e-78,0.0,8.346856526655892e-62,0.0,0.0,2.608392664687533e-61,4.999244590318525e-80,0.0,6.738410389145612e-97,2.483942550693793e-13
1.3614106032923455e-19,0.002724645380668153,0.1557,0.0,0.008018631354491637,0.6423999999993443,0.2019,0.0,0.0,7.810421179826275e-48,0.0,6.855418713028679e-94,7.635658112405455e-132,3.1794572457170793e-13,0.0,0.0,0.0,5.4143878268118674e-77,0.0,3.3387595921963846e-61,0.0,0.0,1.0433623726474239e-60,4.943091980422118e-79,0.0,2.6589056900260315e-95,4.967901946521358e-13
2.722825822928616e-19,0.002724645380668153,0.1557,0.0,0.008018631353676899,0.6423999999986885,0.2019,0.0,0.0,1.562086884363325e-47,0.0,3.023065333377832e-92,6.725188525877849e-130,6.358925271642125e-13,0.0,0.0,0.0,4.331523111919618e-76,0.0,1.3355072330211838e-60,0.0,0.0,4.1734601038796305e-60,5.464340001088926e-78,0.0,1.1725097988159437e-93,9.93582073729451e-13
5.445656262201157e-19,0.002724645380668153,0.1557,0.0,0.00801863135204742,0.642399999997377,0.2019,0.0,0.0,3.1241764171207047e-47,0.0,1.4981361245316493e-90,6.657155988485477e-128,1.271786132089482e-12,0.0,0.0,0.0,3.4652236284161026e-75,0.0,5.342035723003688e-60,0.0,0.0,1.6693861639893982e-59,6.787186939688919e-77,0.0,5.810589888614576e-92,1.987165831531291e-12
1.089131714074624e-18,0.002724645380668153,0.1557,0.0,0.008018631348788467,0.642399999994754,0.2019,0.0,0.0,6.248355482619403e-47,0.0,8.190696245839832e-89,7.272312335358398e-126,2.543573340901062e-12,0.0,0.0,0.0,2.7721809561808112e-74,0.0,2.1368156462869294e-59,0.0,0.0,6.677548899052623e-59,9.294697709127044e-76,0.0,3.1767992241903667e-90,3.974333345723809e-12
2.1782638897836408e-18,0.002724645380668153,0.1557,0.0,0.008018631342270557,0.6423999999895078,0.2019,0.0,0.0,1.2496713613552548e-46,0.0,4.794671374692904e-87,8.508919019927236e-124,5.087147754368381e-12,0.0,0.0,0.0,2.2177455829546402e-73,0.0,8.54726529052664e-59,0.0,0.0,2.671020406814352e-58,1.361906190300042e-74,0.0,1.859635352450407e-88,7.948668368464191e-12
4.3565282412016744e-18,0.002724645380668153,0.1557,0.0,0.008018631329234738,0.6423999999790155,0.2019,0.0,0.0,2.4993429875161844e-46,0.0,2.925156861881334e-85,1.0378681549953443e-121,1.0174296564679655e-11,0.0,0.0,0.0,1.7741967881765414e-72,0.0,3.418906650252324e-58,0.0,0.0,1.068408331023673e-57,2.0786578531244583e-73,0.0,1.1345355467076766e-86,1.5897338391366357e-11
8.71305694403774e-18,0.002724645380668153,0.1557,0.0,0.0080186313031631,0.6423999999580311,0.2019,0.0,0.0,4.9986862397352476e-46,0.0,1.8258526911173036e-83,1.2954094815265184e-119,2.0348594118808716e-11,0.0,0.0,0.0,1.4193575506404005e-71,0.0,1.367562761281918e-57,0.0,0.0,4.2736336515645655e-57,3.2449131825450293e-72,0.0,7.081653658494272e-85,3.179467834685626e-11
1.7426114349709875e-17,0.002724645380668153,0.1557,0.0,0.008018631251019825,0.6423999999160621,0.2019,0.0,0.0,9.997372743762181e-46,0.0,1.1532999222280034e-81,1.6363336027933562e-117,4.069718896109259e-11,0.0,0.0,0.0,1.1354860747504257e-70,0.0,5.47025120247083e-57,0.0,0.0,1.7094535188189899e-56,5.12510912209588e-71,0.0,4.473126796388218e-83,6.358935789657846e-11
3.485222916105414e-17,0.002724645380668153,0.1557,0.0,0.00801863114673328,0.6423999998321241,0.2019,0.0,0.0,1.9994745750171293e-45,0.0,7.326627635494956e-80,2.078948607527139e-115,8.139437758176108e-11,0.0,0.0,0.0,9.083888514130813e-70,0.0,2.188100476441906e-56,0.0,0.0,6.83781413325576e-56,8.140383169228019e-70,0.0,2.8416662182949214e-81,1.271787155509923e-10
5.22783439723984e-17,0.002724645380668153,0.1557,0.0,0.008018631042446735,0.6423999997481862,0.2019,0.0,0.0,2.9992118754935646e-45,0.0,4.1752384566613236e-79,1.383304035904616e-114,1.220915651385273e-10,0.0,0.0,0.0,2.5974243323754884e-69,0.0,4.649713458409068e-56,0.0,0.0,1.453035498702422e-55,3.097695736493021e-69,0.0,1.619385432368611e-80,1.907680717603757e-10
6.970445878374266e-17,0.002724645380668153,0.1557,0.0,0.008018630938160196,0.6423999996642482,0.2019,0.0,0.0,3.9989491758055235e-45,0.0,1.631581755922575e-78,5.9765175393609686e-114,1.6278875163138815e-10,0.0,0.0,0.0,5.478720076822705e-69,0.0,7.9318640239638695e-56,0.0,0.0,2.4787076012344298e-55,8.323387874577351e-69,0.0,6.32816485175682e-80,2.5435742652472863e-10
1.045566884064312e-16,0.002724645380668153,0.1557,0.0,0.008018630729587119,0.6423999994963723,0.2019,0.0,0.0,5.998423776043427e-45,0.0,1.3636657947962e-77,5.642263439703717e-113,2.4418312212017725e-10,0.0,0.0,0.0,1.4964083116809408e-68,0.0,1.64219164610543e-55,0.0,0.0,5.131849167028992e-55,3.3605588284504533e-68,0.0,5.289040472818413e-79,3.815361326620366e-10
1.3940891802911973e-16,0.002724645380668153,0.1557,0.0,0.008018630521014052,0.6423999993284963,0.2019,0.0,0.0,7.997898375676495e-45,0.0,5.354790653302785e-77,2.520967071749948e-112,3.255774886965765e-10,0.0,0.0,0.0,3.130986611927974e-68,0.0,2.792937782346927e-55,0.0,0.0,8.727931168001607e-55,9.092557823330818e-68,0.0,2.0768801678462427e-78,5.087148334854525e-10
1.7426114765180826e-16,0.002724645380668153,0.1557,0.0,0.008018630312440994,0.6423999991606204,0.2019,0.0,0.0,9.997372974661522e-45,0.0,1.68006730250092e-76,8.784843333242744e-112,4.0697185108110884e-10,0.0,0.0,0.0,5.699841250653614e-68,0.0,4.266977703080736e-55,0.0,0.0,1.3334306445920138e-54,2.0405913085722807e-67,0.0,6.516218247390388e-78,6.358935286154127e-10
2.4396560689718533e-16,0.002724645380668153,0.1557,0.0,0.008018629895294909,0.6423999988248688,0.2019,0.0,0.0,1.3996322170646754e-44,0.0,1.5243823735869858e-75,1.2596309747180415e-110,5.697605630111251e-10,0.0,0.0,0.0,1.5049260231830143e-67,0.0,8.205246143121182e-55,0.0,0.0,2.564139727701178e-54,7.891294543413326e-67,0.0,5.912387049935845e-77,8.902509014373383e-10
3.8337452538793944e-16,0.002724645380668153,0.1557,0.0,0.00801862906100286,0.6423999981533655,0.2019,0.0,0.0,2.1994220554726484e-44,0.0,2.81547208685443e-74,4.384818785237377e-109,8.953379358282774e-10,0.0,0.0,0.0,5.819309009841613e-67,0.0,2.0018311869394177e-54,0.0,0.0,6.25572368370417e-54,5.046516802932619e-66,0.0,1.0919937599362525e-75,1.3989655777558296e-09
5.227834438786935e-16,0.002724645380668153,0.1557,0.0,0.008018628226710973,0.642399997481862,0.2019,0.0,0.0,2.9992118928276185e-44,0.0,1.4863372296462664e-73,2.8120823955719046e-108,1.2209152405286723e-09,0.0,0.0,0.0,1.4442071323901457e-66,0.0,3.7084594005158645e-54,0.0,0.0,1.1588938693491831e-53,1.659391779107298e-65,0.0,5.764827055972825e-75,1.907680161561047e-09
8.016012808602018e-16,0.002724645380668153,0.1557,0.0,0.008018626558127677,0.642399996138856,0.2019,0.0,0.0,4.598791564379506e-44,0.0,2.239445749910402e-72,7.099288667568044e-107,1.872069645632754e-09,0.0,0.0,0.0,5.245374367556053e-66,0.0,8.697204699713421e-54,0.0,0.0,2.7178775900438484e-53,9.39470422835024e-65,0.0,8.685792681150442e-74,2.925109051715391e-09
1.3592369548232184e-15,0.002724645380668153,0.1557,0.0,0.008018623220963013,0.6423999934528455,0.2019,0.0,0.0,7.797950894851285e-44,0.0,6.2368292010962735e-71,3.833931373945162e-105,3.1743776386160708e-09,0.0,0.0,0.0,2.621198945002018e-65,0.0,2.4976538085698837e-53,0.0,0.0,7.805173774199446e-53,8.08057514830864e-64,0.0,2.4189825246035373e-72,4.959965722218882e-09
2.4745083027492516e-15,0.002724645380668153,0.1557,0.0,0.008018616546641393,0.6423999880808302,0.2019,0.0,0.0,1.4196269505267806e-43,0.0,2.4822733187541733e-69,3.0288849793429954e-103,5.778990355323114e-09,0.0,0.0,0.0,1.6249105965194984e-64,0.0,8.274207251512003e-53,0.0,0.0,2.5856932557609032e-52,8.960727253341686e-63,0.0,9.627608298551284e-71,9.029674624088237e-09
4.705050998601317e-15,0.002724645380668153,0.1557,0.0,0.008018603198028993,0.642399977336824,0.2019,0.0,0.0,2.6992906523993543e-43,0.0,1.169838976212011e-67,2.8475683855100554e-101,1.0988202708390142e-08,0.0,0.0,0.0,1.1385540887529584e-63,0.0,2.990999576034273e-52,0.0,0.0,9.346898135486698e-52,1.1162048416064833e-61,0.0,4.5372714933459854e-69,1.71690746713478e-08
6.712539424868177e-15,0.002724645380668153,0.1557,0.0,0.008018591184312992,0.642399967667246,0.2019,0.0,0.0,3.8509879610445e-43,0.0,6.727633381858367e-67,1.8280750463887682e-100,1.567647891125432e-08,0.0,0.0,0.0,3.1428681122233726e-63,0.0,6.0876408825698824e-52,0.0,0.0,1.902394528228731e-51,3.947924557523755e-61,0.0,2.6093417632859805e-68,2.449451447154604e-08
8.720027851135036e-15,0.002724645380668153,0.1557,0.0,0.008018579170630301,0.6423999579976943,0.2019,0.0,0.0,5.002685247862191e-43,0.0,2.520444145075616e-66,8.069344596070275e-100,2.0364740979239597e-08,0.0,0.0,0.0,6.701354979414015e-63,0.0,1.0273199297107616e-51,0.0,0.0,3.2103891783860815e-51,1.0212371786188348e-60,0.0,9.77565064669738e-68,3.181993509486014e-08
1.0727516277401896e-14,0.002724645380668153,0.1557,0.0,0.008018567156980927,0.642399948328169,0.2019,0.0,0.0,6.154382512852495e-43,0.0,7.577986082345304e-66,2.717244564969796e-99,2.5052988907925304e-08,0.0,0.0,0.0,1.224660880522726e-62,0.0,1.5547668584931673e-51,0.0,0.0,4.858672745040521e-51,2.173025608042173e-60,0.0,2.9391540960766636e-67,3.914533654134167e-08
1.2735004703668755e-14,0.002724645380668153,0.1557,0.0,0.00801855514336487,0.6423999386586698,0.2019,0.0,0.0,7.306079756015473e-43,0.0,1.9210339257272002e-65,7.633840523924804e-99,2.9741222692694964e-08,0.0,0.0,0.0,2.023030650961679e-62,0.0,2.1911042298231682e-51,0.0,0.0,6.847244183595043e-51,4.063587870007414e-60,0.0,7.4508109600581e-67,4.6470718811043373e-08
1.6749981556202475e-14,0.002724645380668153,0.1557,0.0,0.008018531116232741,0.6423999193197503,0.2019,0.0,0.0,9.609474176859683e-43,0.0,8.729440916957563e-65,4.193562080378108e-98,3.9117647813901885e-08,0.0,0.0,0.0,4.513543758331289e-62,0.0,3.7904480007016655e-51,0.0,0.0,1.1845246976007319e-50,1.0963107341906047e-59,0.0,3.3857496994353323e-66,6.112142582029398e-08
2.0764958408736194e-14,0.002724645380668153,0.1557,0.0,0.008018507089233944,0.6423998999809357,0.2019,0.0,0.0,1.191286851039533e-42,0.0,2.7879202317162922e-64,1.5507990223973255e-97,4.849401630592282e-08,0.0,0.0,0.0,8.50302822045617e-62,0.0,5.825346119453774e-51,0.0,0.0,1.820438930925132e-50,2.3788405820199625e-59,0.0,1.081306163852437e-65,7.577205612302794e-08
2.4779935261269913e-14,0.002724645380668153,0.1557,0.0,0.008018483062368523,0.6423998806422262,0.2019,0.0,0.0,1.4216262756622949e-42,0.0,7.282941458860233e-64,4.6131024541144894e-97,5.787032812975676e-08,0.0,0.0,0.0,1.4373016777847258e-61,0.0,8.29579318229177e-51,0.0,0.0,2.5924662492533033e-50,4.487374000345054e-59,0.0,2.82471781649081e-65,9.042260971968357e-08
2.879491211380363e-14,0.002724645380668153,0.1557,0.0,0.008018459035636515,0.6423998613036217,0.2019,0.0,0.0,1.651965691554307e-42,0.0,1.6620949403305397e-63,1.1909947534829533e-96,6.724658324708678e-08,0.0,0.0,0.0,2.249834411911322e-61,0.0,1.1201783884957164e-50,0.0,0.0,3.5006058002098324e-50,7.6650097387172735e-59,0.0,6.446499985074726e-65,1.050730866106907e-07
3.280988896633735e-14,0.002724645380668153,0.1557,0.0,0.008018435009037955,0.6423998419651222,0.2019,0.0,0.0,1.8823050987156194e-42,0.0,3.421344730986895e-63,2.759790583588352e-96,7.662278162067481e-08,0.0,0.0,0.0,3.324329024266836e-61,0.0,1.4543313073645675e-50,0.0,0.0,4.544856755757552e-50,1.2156879051678672e-58,0.0,1.3269815811087053e-64,1.1972348679646707e-07
4.083984267140479e-14,0.002724645380668153,0.1557,0.0,0.00801838695624133,0.6423998032884389,0.2019,0.0,0.0,2.3429838868463516e-42,0.0,1.1544649605846155e-62,1.1801930455841911e-95,9.537500798782825e-08,0.0,0.0,0.0,6.404764419612787e-61,0.0,2.2532966305977537e-50,0.0,0.0,7.041689569008877e-50,2.60730055802952e-58,0.0,4.4776338584748596e-64,1.490240570539984e-07
4.777835800612211e-14,0.002724645380668153,0.1557,0.0,0.008018345435253326,0.642399769869063,0.2019,0.0,0.0,2.7410467807788583e-42,0.0,2.733756272829237e-62,3.2926385166285703e-95,1.1157823211084262e-07,0.0,0.0,0.0,1.0249977727904176e-60,0.0,3.0839664778583067e-50,0.0,0.0,9.63761544882852e-50,4.4669716668136425e-58,0.0,1.0602967098385344e-63,1.7434182093461766e-07
5.471687334083943e-14,0.002724645380668153,0.1557,0.0,0.00801830391466439,0.6423997364500011,0.2019,0.0,0.0,3.1391096486375814e-42,0.0,5.718529241443368e-62,7.925538208026472e-95,1.277812862431089e-07,0.0,0.0,0.0,1.5389965162576278e-60,0.0,4.044703987337661e-50,0.0,0.0,1.2640030587878428e-49,7.07397937113404e-58,0.0,2.217950081744713e-63,1.9965935573857797e-07
6.165538867555675e-14,0.002724645380668153,0.1557,0.0,0.008018262394474712,0.6423997030312535,0.2019,0.0,0.0,3.5371724904227845e-42,0.0,1.0897654165646318e-61,1.7067683347694376e-94,1.439841701922165e-07,0.0,0.0,0.0,2.2012952781779848e-60,0.0,5.135506494808465e-50,0.0,0.0,1.6048930703848863e-49,1.0560176375520585e-57,0.0,4.226688520505474e-63,2.2497666146804164e-07
6.859390401027407e-14,0.002724645380668153,0.1557,0.0,0.00801822087468448,0.6423996696128201,0.2019,0.0,0.0,3.935235306134732e-42,0.0,1.9320013426287973e-61,3.3739577785558395e-94,1.6018688376546482e-07,0.0,0.0,0.0,3.030745039080713e-60,0.0,6.356371331965762e-50,0.0,0.0,1.9864311507808415e-49,1.5057456867391878e-57,0.0,7.493322912418045e-63,2.5029373812517496e-07
8.24709346797087e-14,0.002724645380668153,0.1557,0.0,0.008018137836303126,0.6423996027768962,0.2019,0.0,0.0,4.731360859339921e-42,0.0,5.167943999200681e-61,1.0952739934127793e-93,1.9259179901522186e-07,0.0,0.0,0.0,5.266340997748128e-60,0.0,9.188277344844107e-50,0.0,0.0,2.8714498060619856e-49,2.761263477453755e-57,0.0,2.0044000845771782e-62,3.009272042311012e-07
9.496026228219989e-14,0.002724645380668153,0.1557,0.0,0.008018063103127927,0.6423995426256408,0.2019,0.0,0.0,5.447873768056712e-42,0.0,1.0907665636072782e-60,2.6739795259384566e-93,2.2175563812502437e-07,0.0,0.0,0.0,8.038791545423839e-60,0.0,1.218177920548445e-49,0.0,0.0,3.80697869647808e-49,4.36932874205968e-57,0.0,4.230562001477375e-62,3.464965403207704e-07
1.0744958988469108e-13,0.002724645380668153,0.1557,0.0,0.008017988371249892,0.6423994824754047,0.2019,0.0,0.0,6.164386592300266e-42,0.0,2.0907591456876173e-60,5.818559924745285e-93,2.509189222263609e-07,0.0,0.0,0.0,1.1645375649128914e-59,0.0,1.5596641601640758e-49,0.0,0.0,4.874200673243968e-49,6.510139478237503e-57,0.0,8.109048310002818e-62,3.920651342497411e-07
1.1993891748718225e-13,0.002724645380668153,0.1557,0.0,0.008017913640670142,0.6423994223261889,0.2019,0.0,0.0,6.880899332072128e-42,0.0,3.719932342954679e-60,1.158307934252546e-92,2.800816501982298e-07,0.0,0.0,0.0,1.619575575075181e-59,0.0,1.9432849009856032e-49,0.0,0.0,6.0731132411046245e-49,9.260655412907988e-57,0.0,1.4427814812740028e-61,4.3763298603063947e-07
1.3242824508967342e-13,0.002724645380668153,0.1557,0.0,0.008017838911389777,0.642399362177994,0.2019,0.0,0.0,7.59741198737384e-42,0.0,6.238256373746743e-60,2.1488356729860287e-92,3.092438209197316e-07,0.0,0.0,0.0,2.1799584401730196e-59,0.0,2.3690385907695924e-49,0.0,0.0,7.403713904936615e-49,1.269782353263339e-56,0.0,2.4195153003509636e-61,4.83200095676098e-07
1.574069002946558e-13,0.002724645380668153,0.1557,0.0,0.008017689456731633,0.6423992418846686,0.2019,0.0,0.0,9.03043704457299e-42,0.0,1.532215356977799e-59,6.316771734578123e-92,3.675664861278537e-07,0.0,0.0,0.0,3.6606216031053716e-59,0.0,3.346938607795143e-49,0.0,0.0,1.0459969539114002e-48,2.1939860214140633e-56,0.0,5.9427056258984245e-61,5.743320886112617e-07
1.8238555549963816e-13,0.002724645380668153,0.1557,0.0,0.00801754000728433,0.6423991215954326,0.2019,0.0,0.0,1.0463461763910071e-41,0.0,3.2824983314925365e-59,1.5748674137709785e-91,4.2588690888403263e-07,0.0,0.0,0.0,5.694244465322027e-59,0.0,4.493351793181096e-49,0.0,0.0,1.4042947613927866e-48,3.485166913181818e-56,0.0,1.273116589813785e-60,6.654611131564266e-07
2.0736421070462053e-13,0.002724645380668153,0.1557,0.0,0.008017390563056736,0.6423990013102906,0.2019,0.0,0.0,1.1896486145397445e-41,0.0,6.357384877113628e-59,3.476064631177297e-91,4.84205080222528e-07,0.0,0.0,0.0,8.368535377639836e-59,0.0,5.808265729542121e-49,0.0,0.0,1.8152628168072862e-48,5.204856943359371e-56,0.0,2.4657067833283598e-60,7.565871694128895e-07
2.323428659096029e-13,0.002724645380668153,0.1557,0.0,0.00801724112405771,0.6423988810292469,0.2019,0.0,0.0,1.3329510189047488e-41,0.0,1.1397363183017886e-58,6.992330071507052e-91,5.425209911788028e-07,0.0,0.0,0.0,1.1771191248069316e-58,0.0,7.291668000507988e-49,0.0,0.0,2.2788991241334805e-48,7.4145768679389545e-56,0.0,4.42045097111037e-60,8.477102574820469e-07
2.823001763195676e-13,0.002724645380668153,0.1557,0.0,0.008016942261780813,0.6423986404794726,0.2019,0.0,0.0,1.6195557262885132e-41,0.0,3.0908898242818028e-58,2.3225407518997157e-90,6.591459960928545e-07,0.0,0.0,0.0,2.1112325879635593e-58,0.0,1.0763887886204952e-48,0.0,0.0,3.364168511036588e-48,1.355013045361544e-55,0.0,1.1987929942711235e-59,1.0299475294645273e-06
3.3225748672953236e-13,0.002724645380668153,0.1557,0.0,0.008016643420524518,0.6423983999461442,0.2019,0.0,0.0,1.9061602985522188e-41,0.0,7.096050568771646e-58,6.298089341172884e-90,7.757618519344669e-07,0.0,0.0,0.0,3.441899197964583e-58,0.0,1.490991214007448e-48,0.0,0.0,4.6600869561791714e-48,2.2383762825208023e-55,0.0,2.7521739119150457e-59,1.212172929917031e-06
3.822147971394971e-13,0.002724645380668153,0.1557,0.0,0.008016344600359684,0.642398159429297,0.2019,0.0,0.0,2.1927647357057997e-41,0.0,1.4461993248754987e-57,1.4778903529900056e-89,8.923684870313287e-07,0.0,0.0,0.0,5.2392352070483986e-58,0.0,1.972964146798208e-48,0.0,0.0,6.166638495341041e-48,3.4407226424225406e-55,0.0,5.6090052508124345e-59,1.394386459654319e-06
4.821294179594265e-13,0.002724645380668153,0.1557,0.0,0.00801574702358772,0.6423976784451856,0.2019,0.0,0.0,2.7659732047224004e-41,0.0,4.706097601049975e-57,6.135566924493973e-89,1.1255538083993265e-06,0.0,0.0,0.0,1.0514290634546073e-57,0.0,3.138981824905292e-48,0.0,0.0,9.811577007190889e-48,6.9989739397839e-55,0.0,1.825221255741254e-58,1.7587779102502755e-06
