Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(318),SX(259),SX(262),SX(450),C2HOX(465),C2H6O(236),SX(357)
2.1117973626856866e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0011532244750216765,0.45108791561451367,1.2205499284117506e-19,0.4569006123278499,4.288969025930626e-18,2.0656291093980215e-23,1.1365769306563974e-13,3.2932127128659527e-21,6.653328386137107e-33,5.4299924438163886e-05,5.332034940940365e-20,4.264088545123182e-21,1.7352821370166396e-18,2.5852960519339086e-18,1.3061495643399561e-11,3.3728171250367334e-18,3.6947228491329685e-19,1.8145057160803414e-15,-4.896824812790431e-20,4.660505052253988e-20,2.94249782553789e-31,1.886485428772133e-22,0.0004275627792530911,2.246496537672974e-19,2.800757802487553e-26,-1.5830126898713083e-29,-7.639835483142181e-25,3.0959135343097956e-22,1.0423597874198025e-25,1.0421815426809444e-24,1.3326409003955083e-36,-6.589455851148205e-40,-4.242825993240255e-34,5.825946853017081e-28,2.5403300285400098e-27,5.0924804047912725e-33,1.8313073680104208e-41,-3.943751634240465e-32,4.454527816209518e-24,3.295553669463965e-34,-4.2523318118411495e-34,1.5286509664954073e-34,-2.807585547967558e-38,-6.444539490244937e-40
2.119286074565235e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0011520820648731871,0.4510867471474451,1.2293754287099434e-19,0.4569006123278103,4.308147041160558e-18,2.078852940226135e-23,1.1408160169585417e-13,5.669749739549148e-20,1.4406008862055493e-32,5.424781052002943e-05,5.792223579008514e-20,4.263995093167697e-21,1.737553135975173e-18,2.5935948854509728e-18,1.3100651278275646e-11,3.385393982006666e-18,8.937634351411913e-19,1.8144840787743475e-15,-4.2974146096397073e-20,-2.0118637281060336e-20,2.9512552369814003e-31,3.2429140817029792e-21,0.00042875730328032624,2.2527410727986143e-19,4.277312434298539e-26,3.002291098394557e-29,-7.594503957313782e-25,4.591314427880921e-21,1.0453025330950129e-25,1.0494991801799901e-24,7.761851462958509e-36,-9.138166959647222e-40,-3.5053026129386463e-34,5.848229280540938e-28,2.5499951054744972e-27,-1.363754703437296e-33,7.173230416681113e-42,5.122257890198429e-32,4.485622749289793e-24,4.4133504698228167e-35,-3.198525848471524e-34,1.9814264390499004e-34,-2.823553035650382e-38,-8.630972739726092e-40
2.1267747864447835e-10,0.0005555851823910342,0.0915567593028733,0.0,0.001150941462547648,0.45108558051837083,1.238229179686709e-19,0.4569006123277708,4.327327230609045e-18,2.0956393955975717e-23,1.145050671990052e-13,-4.356316709275576e-20,-4.499558718547862e-33,5.419575694520839e-05,5.02057916858773e-20,4.26390220861043e-21,1.7398009246592284e-18,2.6018827020349516e-18,1.313976936061375e-11,3.397960116402915e-18,-1.344164088262556e-18,1.8144624229096214e-15,1.3506192137250354e-19,-8.410966817691654e-20,2.95998816607644e-31,-2.492451432984668e-21,0.0004299499591415816,2.25896409282115e-19,-1.3130882137980516e-26,1.2915462030117493e-29,-7.563834187710753e-25,-3.447190930524659e-21,1.048235200013874e-25,1.056830804050217e-24,-7.923907363676301e-36,-2.056599722350586e-39,-3.542837640028311e-34,5.870489310497496e-28,2.5596507586711965e-27,-9.852068791776206e-33,-2.2864104943033987e-41,4.5926309938941816e-32,4.516774797672219e-24,-6.427515733402375e-34,9.691676430863667e-34,-3.957563134811128e-34,-2.83630524833382e-38,7.901754283732153e-40
2.134263498324332e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0011498026646620575,0.4510844157241224,1.2471111437456058e-19,0.4569006123277313,4.346509484456451e-18,2.115051313291532e-23,1.1492802841078696e-13,-8.95202882185837e-20,-8.466544008023241e-33,5.4143764143263287e-05,4.6843028902161913e-20,4.263809880832506e-21,1.7420256402777236e-18,2.6101595163396674e-18,1.3178845589702371e-11,3.410514088308141e-18,-1.0096235149251132e-18,1.8144407473734496e-15,6.837801231956574e-21,9.639325262416279e-20,2.9686954329362244e-31,-5.119946345181188e-21,0.0004311407497905154,2.265165678392922e-19,-7.09700239956483e-27,-7.101907567599489e-29,-7.673232838324275e-25,-7.131806241215192e-21,1.0511578194282913e-25,1.0641763148332506e-24,-1.1204594470336801e-35,-1.4643387090667627e-39,-4.905598550184529e-34,5.89272693975155e-28,2.569297038726766e-27,9.276387154718361e-33,1.970016751807949e-41,-1.3844408317046908e-31,4.547983526775302e-24,2.5281207129544717e-34,9.354627613199931e-35,-1.676687598531063e-34,-2.8418940025604593e-38,1.8323645701015815e-40
2.1417522102038804e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0011486656678528278,0.4510832527615446,1.256021283340501e-19,0.4569006123276918,4.36569369364801e-18,2.125446055370038e-23,1.1535070259781192e-13,1.484726307228857e-19,3.3903924189317963e-32,5.409183252811253e-05,6.624472326840858e-20,4.263718085652069e-21,1.7442274193653507e-18,2.618425343016341e-18,1.3217873597074394e-11,3.4230526638696463e-18,3.459747726324136e-18,1.814419060697072e-15,-2.818989256509312e-19,1.1445307661792068e-19,2.977378573995591e-31,8.493384405965756e-21,0.00043232967817553864,2.2713458931676743e-19,1.0741002817788437e-25,1.9532674909576805e-29,-7.661287567833766e-25,1.1949498226930673e-20,1.0540704228185926e-25,1.0715356136037841e-24,2.3926837979304151e-35,-1.2628461433328734e-38,-4.135359582093484e-34,5.914941982202529e-28,2.5789339380035818e-27,1.4912299892202965e-32,5.516500716292418e-41,-1.0068489765086937e-32,4.579248504358339e-24,1.0837998177619677e-33,-1.8825470920198002e-33,8.343126566385403e-34,-2.8585223166683527e-38,-2.8385065434661668e-39
2.1484920508954738e-10,0.0005555851823910342,0.0915567593028733,0.0,0.001147643907882427,0.45108220765870527,1.2640644680678003e-19,0.45690061232765633,4.382961064229516e-18,2.121642305306727e-23,1.157308837767819e-13,3.464250959118746e-19,6.502441326906475e-32,5.404514671917111e-05,8.240703680654858e-20,4.2636359270842964e-21,1.7461895221271402e-18,2.62585520468794e-18,1.325296878633816e-11,3.4343268218721706e-18,2.03491504014902e-19,1.8143995317752484e-15,-3.368523488470966e-19,-5.572167411225634e-20,2.985174549775337e-31,1.9811036103846118e-20,0.0004333981239189691,2.276890208361912e-19,1.8733424467345305e-25,2.7070861127541056e-29,-7.185170221717587e-25,2.7820141962921346e-20,1.056683255319621e-25,1.0781706899912105e-24,4.744048332570385e-35,-2.9581335055406577e-39,-1.4212348522670635e-34,5.9349155725517965e-28,2.5875989266402526e-27,-5.774150105029777e-33,5.827854739961688e-41,3.0971343279879542e-31,4.607434721731172e-24,-7.705046543564616e-35,-3.373087660629398e-34,-4.112535063026373e-35,-2.5274294644295475e-38,1.5229609789938272e-38
2.153750513895555e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0011468477344912713,0.45108139329048325,1.2703556181931153e-19,0.45690061232762863,4.396434155936303e-18,2.1147743782150437e-23,1.1602718719715335e-13,3.1551321003821693e-19,6.080827702292145e-32,5.400875700287838e-05,8.015559059078785e-20,4.2635721197687185e-21,1.7477076038947524e-18,2.6316458604573913e-18,1.3280327511399571e-11,3.443115094680764e-18,-8.366466603893092e-19,1.8143842826901093e-15,-3.592305277531877e-19,1.8331534299043264e-21,2.991242773668281e-31,1.803583847686646e-20,0.0004342306869988629,2.281204279218342e-19,1.8952936077147057e-25,-2.3237832811558266e-29,-6.569316938658609e-25,2.5341140868114112e-20,1.0587162441540395e-25,1.0833550701291248e-24,4.0459245526627207e-35,3.0895252938613756e-39,-1.136238419947193e-34,5.950485664142968e-28,2.5943538422650122e-27,-7.1247783246926275e-34,5.682755429648785e-41,3.856850510910612e-31,4.629456971816759e-24,-2.6721568549884807e-34,5.207142063447004e-34,-7.501671987170798e-34,-1.5756326146038035e-38,4.911112949807009e-38
2.159008976895636e-10,0.0005555851823910342,0.0915567593028733,0.0,0.001146052444879034,0.4510805798213729,1.2766606126060116e-19,0.45690061232760104,4.409908073573663e-18,2.11045564016117e-23,1.1632321435615873e-13,2.4729530298646493e-19,4.936858363494011e-32,5.397239795278468e-05,7.491259035359859e-20,4.263508547560833e-21,1.7492145501314736e-18,2.6374311173996287e-18,1.3307664946111493e-11,3.4518971439037067e-18,7.017927637549511e-19,1.814369023355259e-15,-3.061904549569074e-19,2.6399343571412524e-20,2.997298490202038e-31,1.412737253187186e-20,0.0004350623356340134,2.285507897791044e-19,1.8248280936026962e-25,9.811385349156722e-30,-6.010671893541453e-25,1.9871162161220892e-20,1.0607443906763427e-25,1.0885461234084167e-24,2.783012709357333e-35,-2.0067576024190706e-39,-1.981130397367961e-34,5.966044356163486e-28,2.60110388174428e-27,3.531485407586157e-33,6.406209420664351e-41,3.234946890850768e-31,4.6515064089206465e-24,1.8311603311373048e-34,-6.073952608162405e-35,-4.516648640316073e-34,4.810232254171254e-39,8.137250112043689e-38
2.164267439895717e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0011452580379049042,0.4510797672502966,1.2829794383672948e-19,0.4569006123275734,4.423382780266162e-18,2.1109007452863564e-23,1.1661905069861153e-13,2.272040451693784e-19,4.4669459715491475e-32,5.3936069694819394e-05,7.352964123406612e-20,4.263445210781794e-21,1.750710407285628e-18,2.643210980598995e-18,1.3334984476912543e-11,3.4606749992794043e-18,-8.143061244795206e-20,1.8143537566953194e-15,-2.289461153421275e-19,-2.7980071790522454e-20,3.0033422750051815e-31,1.2973913765727792e-20,0.00043589307083894546,2.2898007756744176e-19,1.853769982083748e-25,1.2285049850196463e-29,-5.637944599529205e-25,1.8259992445605985e-20,1.06276767004988e-25,1.093743816339253e-24,2.2295617510129443e-35,-7.662031446311274e-40,-2.071628963765641e-34,5.981592258923444e-28,2.607849221140274e-27,-2.917933952479657e-33,4.862692066918722e-41,2.6282867828320356e-31,4.673582886688792e-24,5.153311373045244e-35,-1.8219539056508966e-34,-1.7211305820587333e-34,3.270831180089495e-38,9.414985831295605e-38
2.1695259028957982e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0011444645124328912,0.4510789555761799,1.2893120825500094e-19,0.45690061232754586,4.436858239331406e-18,2.1125930012984e-23,1.1691470784268734e-13,2.385950020577121e-19,4.7406129365486524e-32,5.389977235159079e-05,7.467092883891743e-20,4.263382120706988e-21,1.752195221657479e-18,2.648985455125142e-18,1.3362283016384064e-11,3.469446957177935e-18,-5.09843246670306e-19,1.8143384835942926e-15,-2.7597208096429846e-19,6.1025684361078095e-21,3.009373749511057e-31,1.362203562504526e-20,0.0004367228936269103,2.294082979705165e-19,1.9835614394197019e-25,-2.1264574318939617e-29,-5.333501700327897e-25,1.9172971014455078e-20,1.064786045848091e-25,1.0989481153909301e-24,2.363190973184311e-35,2.124153278988602e-39,-1.7720808814795858e-34,5.9971293785973055e-28,2.6145899642378764e-27,-4.1649378083175626e-36,3.994366910527179e-41,2.5493421066234113e-31,4.695686258614649e-24,-1.489387796755404e-34,1.358900587773877e-34,-3.3791058491411984e-34,6.085640284677933e-38,9.213014395949172e-38
2.1747843658958793e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0011436718673316748,0.4510781447979513,1.2956585322393697e-19,0.4569006123275183,4.4503344142877615e-18,2.111765753978031e-23,1.172101752171553e-13,2.619274468366441e-19,5.180467819100656e-32,5.3863506042464316e-05,7.676921337003758e-20,4.263319271677312e-21,1.7536690394073434e-18,2.6547545460266093e-18,1.3389559584670244e-11,3.4782118057405485e-18,5.695296195581289e-19,1.814323203517586e-15,-3.1471106191739034e-19,1.831768291604435e-20,3.0153933859383884e-31,1.4952333909981383e-20,0.00043755180500989224,2.2983548260797277e-19,2.177725320379677e-25,9.660165971963532e-30,-4.950893314043329e-25,2.1043303907629545e-20,1.066799528000325e-25,1.1041589871467407e-24,2.5904165178966084e-35,-1.6292823307606498e-39,-1.7586519102093328e-34,6.012655323881251e-28,2.6213260692985698e-27,2.508066915281404e-33,5.995578223996198e-41,2.873659878759791e-31,4.71781637873031e-24,5.931787944073406e-35,2.6707332987026337e-36,-4.085447984832685e-34,8.809030770200086e-38,9.245668451986193e-38
2.1795169825959525e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0011429592385262446,0.4510774158626461,1.3013821300037052e-19,0.45690061232749346,4.462463553827539e-18,2.1084831883396791e-23,1.1747592667978367e-13,2.692519832157087e-19,5.098500134942868e-32,5.38308929945068e-05,7.756234492817367e-20,4.26326290111357e-21,1.7549861112910603e-18,2.659942129010148e-18,1.3414093400895242e-11,3.4860952134213925e-18,-4.573101766114136e-19,1.8143094445604027e-15,-2.2636717682518897e-19,-7.83425182726375e-20,3.020801428169718e-31,1.5366248812633465e-20,0.0004382970468387056,2.302190786968094e-19,2.3301511652687133e-25,3.8256550535785965e-29,-4.504368069085967e-25,2.1630168524990698e-20,1.0686075143955425e-25,1.1088543639161118e-24,2.3250962917694977e-35,-9.773124220136067e-40,-1.6517915889258072e-34,6.026618904282071e-28,2.6273844884745657e-27,-8.266496697949341e-33,5.707720771408282e-41,3.034201756802395e-31,4.737756236541537e-24,2.871875849472988e-35,-9.519938592743142e-35,-2.907757675878768e-34,1.1543104113457222e-37,1.0148529939739419e-37
2.1842495992960256e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0011422473210899746,0.45107668765136727,1.3071168903796104e-19,0.45690061232746865,4.474593217470993e-18,2.1060109107202944e-23,1.1774149592770116e-13,2.3992108946490557e-19,4.7192186235855395e-32,5.3798305260869854e-05,7.541646427387377e-20,4.2632067116035194e-21,1.7562943465714763e-18,2.6651253590445278e-18,1.3438610437982675e-11,3.493973673206228e-18,-5.842320083029289e-19,1.814295678947834e-15,-2.587591330328339e-19,-1.2576129368521802e-20,3.0261993066769694e-31,1.368357815408929e-20,0.00043904155198414024,2.3060183627238383e-19,2.3952584467566525e-25,-2.1091979656267218e-29,-4.0702455068981506e-25,1.9278098217344012e-20,1.0704115790682217e-25,1.1135550133811064e-24,1.8349122957822043e-35,1.6985887844889913e-39,-1.561556601651405e-34,6.040573543824636e-28,2.633439078859793e-27,-2.2033931392539328e-33,3.485393592412579e-41,2.8583009035938932e-31,4.757717536763551e-24,-1.0313620785807102e-34,2.703302489433166e-35,-2.8831521927086535e-34,1.4518199968370324e-37,1.1009306577880497e-37
2.1889822159960988e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0011415361142070855,0.4510759601633392,1.3128628039775439e-19,0.45690061232744394,4.4867233789748476e-18,2.104950648486269e-23,1.180069004123049e-13,2.3519839661236187e-19,4.7724841576238e-32,5.3765742922082134e-05,7.524329646182312e-20,4.263150704607623e-21,1.7575937785442314e-18,2.6703042398228706e-18,1.3463109815365831e-11,3.501847103117432e-18,6.627832248671505e-19,1.814281907596307e-15,-3.1334755212940867e-19,4.739675092316271e-20,3.0315874537307018e-31,1.3409241913578544e-20,0.0004397853211813389,2.3098374649678654e-19,2.5339716578674664e-25,-6.939433389911047e-30,-3.6995903724940004e-25,1.8899077306469717e-20,1.0722117226665546e-25,1.1182609115122623e-24,1.7657624280538645e-35,-1.5441533408950853e-39,-1.6740027384018706e-34,6.0545193763164045e-28,2.6394898960215735e-27,5.519590443073132e-33,5.401166220822448e-41,2.7728585951806837e-31,4.777700174416258e-24,9.316140185956912e-36,-1.0901962183999706e-36,-3.4387532012456478e-34,1.7665020340040182e-37,1.1232475438892032e-37
2.1932415710261645e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0011408966348636848,0.45107530604185386,1.3180436544665187e-19,0.45690061232742163,4.497640928409906e-18,2.1040903729770012e-23,1.1824564252561145e-13,2.5966203790960676e-19,5.111351176099155e-32,5.3736458594740404e-05,7.739056474052692e-20,4.263100452716363e-21,1.7587557679337118e-18,2.6749615169543052e-18,1.3485146848730554e-11,3.508929704826406e-18,6.623565166698122e-20,1.814269508703993e-15,-2.931060693573596e-19,-6.576257893195806e-22,3.0364289253329923e-31,1.4804988184257938e-20,0.000440454084830011,2.313267469884719e-19,2.7186072587444197e-25,-1.1882490156336115e-30,-3.381546858313903e-25,2.0860190315167773e-20,1.0738284952013735e-25,1.1225006876012683e-24,1.9654213138008833e-35,-5.342711809926338e-40,-1.655421985249631e-34,6.067063086259399e-28,2.6449324529835497e-27,4.6536358329183325e-35,6.287535374823535e-41,2.9048931353359027e-31,4.7957027051444025e-24,4.876209204403999e-35,-2.1821298928890336e-35,-3.592100172224123e-34,2.047968351316874e-37,1.1170741694675805e-37
2.1975009260562302e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0011402577298193827,0.4510746525050124,1.3232335246325973e-19,0.4569006123273994,4.508558840997595e-18,2.1026992900417762e-23,1.184842512134177e-13,2.7003559537380027e-19,5.295294175735446e-32,5.3707194956816335e-05,7.840812266145851e-20,4.263050342717604e-21,1.7599106776705865e-18,2.679615276856548e-18,1.3507170320063852e-11,3.516008138176028e-18,-8.113329046792723e-20,1.8142571049814773e-15,-3.0257901652883555e-19,-2.971417862561151e-21,3.041262540265499e-31,1.539448143470431e-20,0.00044112225349017894,2.316690749038003e-19,2.854542412641475e-25,-5.672442097420699e-30,-3.0385764634165067e-25,2.1691575436757648e-20,1.0754420918581405e-25,1.1267446781564242e-24,2.0257479410713036e-35,4.4573489053131575e-40,-1.5318210465638104e-34,6.079599671503428e-28,2.6503720018110187e-27,-6.165983981196983e-34,4.83172618904175e-41,3.0418016365032105e-31,4.813722357776689e-24,-1.3162370467312153e-35,2.569193020890391e-36,-3.37234217225672e-34,2.3204936664780008e-37,1.1281621224920795e-37
2.201760281086296e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0011396193984853002,0.45107399955225325,1.3284324076474125e-19,0.45690061232737716,4.5194770978528144e-18,2.1010515115090843e-23,1.18722721582079e-13,2.664811361432325e-19,5.243457776059298e-32,5.367795206299751e-05,7.830907545935232e-20,4.263000371487696e-21,1.7610585318152927e-18,2.6842655222139752e-18,1.3529180545576312e-11,3.523082542757127e-18,4.046791842808652e-20,1.8142446962346016e-15,-3.0401022804251795e-19,2.5147314185404746e-21,3.0460884155323257e-31,1.5187070457508803e-20,0.00044178982769606565,2.3201073203939744e-19,2.932629830695857e-25,4.895938504076515e-30,-2.6773533269326163e-25,2.1406247527526238e-20,1.077052526030925e-25,1.130992865744017e-24,1.8831777542337317e-35,-4.409377680989642e-41,-1.4895757869679569e-34,6.092129111213289e-28,2.6558085197382243e-27,4.341792454654718e-34,5.363240322414128e-41,3.056313960127759e-31,4.831759056169131e-24,-1.5565398092923173e-35,-5.983534715611319e-36,-3.2655052730380946e-34,2.5919506863649152e-37,1.1571735561560973e-37
2.2060196361163616e-10,0.0005555851823910342,0.0915567593028733,0.0,0.001138981640274271,0.4510733471830159,1.3336402966878377e-19,0.4569006123273549,4.530395680162465e-18,2.099695193631849e-23,1.1896105813056072e-13,2.614109535202322e-19,5.145185575980075e-32,5.364872996674421e-05,7.808878897577225e-20,4.2629505379327475e-21,1.762199354356025e-18,2.688912255711988e-18,1.3551177900458e-11,3.5301531692082634e-18,-1.5884671574407014e-21,1.8142322826395403e-15,-2.950783959667158e-19,-6.383549351017754e-22,3.050906560347893e-31,1.4893046931552274e-20,0.00044245680798136474,2.3235171589166713e-19,2.998861633397979e-25,-1.1632645203693804e-30,-2.323770951984514e-25,2.0999405675743308e-20,1.0786598096540805e-25,1.1352452330421019e-24,1.713287423446046e-35,-2.1976892233345393e-41,-1.4925665585600654e-34,6.104651401031816e-28,2.661241997677585e-27,-5.026659481215865e-35,5.861731252823457e-41,3.0030679779553946e-31,4.8498127246609046e-24,1.1975241300807425e-35,-5.614240207856491e-36,-3.4644402992787815e-34,2.871241698241865e-37,1.1794321303240552e-37
2.2102789911464273e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0011383444546008326,0.45107269539674094,1.3388571849359876e-19,0.45690061232733264,4.5413145691889505e-18,2.0987011026164842e-23,1.1919926436249806e-13,2.606733133605764e-19,5.139146353758664e-32,5.361952872032993e-05,7.821605944263344e-20,4.262900840942078e-21,1.7633331692129415e-18,2.6935554800347847e-18,1.3573162103862949e-11,3.537219939302652e-18,-7.18761615678771e-21,1.814219864416077e-15,-2.9495969431618973e-19,9.366627322938971e-23,3.0557169746488213e-31,1.4847022813606296e-20,0.000443123194879241,2.326920258313351e-19,3.084020437247609e-25,-9.722670539454945e-31,-1.985344308977992e-25,2.093994290556521e-20,1.0802639472121375e-25,1.1395017628002003e-24,1.636067804429671e-35,-4.131268572059257e-40,-1.4562955242634895e-34,6.117166573482495e-28,2.6666724488508287e-27,-6.176700049671797e-35,5.261436377054285e-41,2.9765837703008946e-31,4.867883287900927e-24,2.6210256212065536e-36,1.1762642624304854e-35,-3.5388536516873812e-34,3.1574269562948964e-37,1.1840785883674268e-37
2.214538346176493e-10,0.0005555851823910342,0.0915567593028733,0.0,0.001137707840881261,0.4510720441928704,1.3440830655792227e-19,0.4569006123273105,4.552233746271237e-18,2.097733415648823e-23,1.1943734117164733e-13,2.6316139862414676e-19,5.193272517652942e-32,5.3590348374839854e-05,7.860214064784166e-20,4.262851278377319e-21,1.7644600002397043e-18,2.69819519786497e-18,1.3595133163745348e-11,3.544282796163196e-18,9.229664383411824e-21,1.814207441605405e-15,-2.981117972304125e-19,4.275628937860875e-22,3.0605196986356032e-31,1.4985545607172358e-20,0.00044378898892232985,2.330316646903017e-19,3.1824536459866074e-25,1.1221696292931229e-30,-1.6496800964059382e-25,2.1139108733840844e-20,1.0818649403273164e-25,1.1437624377937044e-24,1.6147768972352996e-35,-5.956642625715511e-40,-1.4090455564096885e-34,6.129674654075216e-28,2.672099889295014e-27,1.0026183226886325e-34,5.269560080352719e-41,2.9929643582403484e-31,4.885970670654487e-24,-7.07241771504415e-36,2.198722536261303e-36,-3.362032695082927e-34,3.443991103053449e-37,1.182188097285024e-37
2.2187977012065587e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0011370717985336178,0.45107139357084713,1.3493179318101384e-19,0.4569006123272883,4.5631531928228614e-18,2.0965835846077735e-23,1.1967528709982877e-13,2.6460433451860353e-19,5.219889399014466e-32,5.3561188980115124e-05,7.89046290296335e-20,4.262801847894586e-21,1.7655798712217196e-18,2.7028314118843e-18,1.3617091185336933e-11,3.551341732444898e-18,-2.978113691355746e-21,1.8141950141407458e-15,-2.9901709107183166e-19,-2.964298391667981e-22,3.0653147566303694e-31,1.5064199217617215e-20,0.00044445419064273527,2.333706356621298e-19,3.274871652191254e-25,-4.377905850642731e-31,-1.3064380458960525e-25,2.125447176463681e-20,1.0834627941037526e-25,1.1480272408239313e-24,1.569044997480732e-35,3.745833332212154e-40,-1.3767754771777052e-34,6.142175644198083e-28,2.6775243229599483e-27,-3.7060425866083787e-35,5.592159175587288e-41,3.0131621734995843e-31,4.904074797805064e-24,1.5929522367368378e-36,-1.0048297584471283e-35,-3.313805317606856e-34,3.728133204035704e-37,1.1859351354383293e-37
2.2230570562366244e-10,0.0005555851823910342,0.0915567593028733,0.0,0.0011364363269775798,0.4510707435301152,1.3545617768265633e-19,0.4569006123272661,4.574072890330247e-18,2.0953462151659486e-23,1.1991310096428877e-13,2.638065919512268e-19,5.204164083857416e-32,5.3532050584905054e-05,7.902765887076187e-20,4.262752547610943e-21,1.766692805874736e-18,2.70746412477343e-18,1.3639036164038595e-11,3.55839675761625e-18,-1.4070430169322138e-21,1.8141825820092257e-15,-2.984305350809376e-19,3.6358761645980403e-23,3.070102156299221e-31,1.501462750235378e-20,0.0004451188005720376,2.337089399726515e-19,3.357559687365246e-25,1.6748276289542873e-32,-9.581755388584569e-26,2.119018097551627e-20,1.0850575170883395e-25,1.1522961547481158e-24,1.488894824802012e-35,1.428403479677759e-40,-1.3424245191262998e-34,6.154669543777212e-28,2.682945746242604e-27,-1.525129829043688e-35,5.47277038847539e-41,3.0132872796015376e-31,4.922195594482357e-24,3.182584209816246e-36,1.6569325322173954e-36,-3.436922437952601e-34,4.0123437852059226e-37,1.1944978843779814e-37
2.22731641126669e-10,0.0005555851823910342,0.0915567593028733,0.0,0.001135801425634414,0.4510700940701197,1.359814593831557e-19,0.4569006123272439,4.584992820352861e-18,2.0941904519458562e-23,1.2015078335529098e-13,2.627633202314766e-19,5.184758564028429e-32,5.3502933236883676e-05,7.913120236205899e-20,4.262703375849447e-21,1.7677988278454395e-18,2.7120933392122522e-18,1.3660968109834888e-11,3.565447905975061e-18,2.1683806797320813e-21,1.814170145275076e-15,-2.972659496404636e-19,7.033619772848826e-23,3.0748819013341347e-31,1.4951036750963824e-20,0.00044578281924129474,2.3404657773341716e-19,3.4388999106099826e-25,2.8370843404104606e-31,-6.120583230769718e-26,2.1106206928871214e-20,1.0866491170981635e-25,1.1565691624963e-24,1.4115452672731709e-35,-1.833828159982866e-40,-1.3048757592322754e-34,6.167156366907596e-28,2.688364159384092e-27,2.612616158502413e-35,5.353824318277623e-41,3.0030669352307115e-31,4.940332986133391e-24,-1.8801921132268364e-36,7.358026723451282e-36,-3.4392640526517227e-34,4.2992069067005625e-37,1.2005915370645969e-37
2.2315757662967558e-10,0.0005555851823910342,0.0915567593028733,0.0,0.001135167093927042,0.45106944519030684,1.36507637603341e-19,0.4569006123272218,4.5959129645238744e-18,2.0931428925999554e-23,1.2038833514055268e-13,2.626793729945847e-19,5.1840587263537e-32,5.3473836982592644e-05,7.931186222514144e-20,4.26265433081804e-21,1.7688979607125892e-18,2.7167190578799367e-18,1.3682887025774718e-11,3.572495184403892e-18,-1.0539483509556532e-21,1.8141577040031617e-15,-2.970037074738754e-19,-8.453645242822921e-23,3.0796540039666335e-31,1.4942365669438345e-20,0.0004464462471810404,2.343835497138087e-19,3.5237476641425196e-25,-1.3860068364619747e-31,-2.698376238768971e-26,2.1099151592264908e-20,1.0882375993390628e-25,1.1608462470608523e-24,1.356250948673487e-35,1.647324006737599e-40,-1.2721877005089977e-34,6.179636133083187e-28,2.6937795690495158e-27,-1.325138426732024e-35,5.428295913203363e-41,2.998611703662804e-31,4.9584868984772596e-24,-6.417243501743177e-37,-2.622929964761093e-36,-3.339636944888418e-34,4.588060674441552e-37,1.2017891687395232e-37
2.2358351213268215e-10,0.0005555851823910342,0.0915567593028733,0.0,0.001134533331280022,0.45106879689012397,1.3703471166456428e-19,0.45690061232719964,4.6068333045500054e-18,2.0921152299231598e-23,1.2062575645166133e-13,2.6310102868904097e-19,5.19347059965806e-32,5.344476186746217e-05,7.953325282012148e-20,4.2626054106743e-21,1.769990227987278e-18,2.7213412834545593e-18,1.3704792911476361e-11,3.5795385760821e-18,-1.0500378372251546e-22,1.8141452582193344e-15,-2.97578836039826e-19,2.2894121619859534e-23,3.0844184833476857e-31,1.4962623363926306e-20,0.0004471090849212846,2.3471985761555456e-19,3.610508037768607e-25,8.65240979299054e-32,7.177571074726402e-27,2.113263400946848e-20,1.089822968244886e-25,1.1651273914794686e-24,1.3129282720066294e-35,7.951696443710736e-41,-1.2384519557879044e-34,6.192108855171927e-28,2.699191982292969e-27,-1.975031214918736e-36,5.448759753415224e-41,3.001803451910792e-31,4.9766572574329246e-24,1.5011144429239866e-36,-3.8451966764666957e-36,-3.338938480839413e-34,4.876770024808744e-37,1.201532375906527e-37
