Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(318),SX(259),SX(262),SX(450),C2HOX(465),C2H6O(236),SX(357)
0.03531521890198436,0.0005555851823910342,0.0915567593028733,0.0,0.0004223666111255915,0.4503337899305768,2.783638832565433e-07,0.45689680612056804,1.3804201534008138e-06,4.082277484889615e-12,2.7667315699961825e-06,4.1778858581393015e-07,9.203467120802805e-15,1.9085432112925595e-05,1.0645680775269868e-10,2.8825531706134766e-17,9.72730386443834e-11,1.2229442829797837e-09,3.1442936305645383e-10,2.4067096672571423e-11,9.689053817631155e-23,3.448888639148588e-14,1.4832246817879777e-12,3.3518170087314814e-17,4.060131283388565e-24,2.6299557833411814e-10,0.0011936293425531261,2.0153847962009365e-12,2.7161294349445012e-11,1.0842325443429344e-20,3.377173609435083e-07,3.746964659240623e-09,2.9510594285153486e-18,1.2697772333521118e-11,4.103398822820902e-23,8.696211593833589e-24,4.597680851099135e-18,4.059616579367749e-21,1.8498364848268156e-20,1.0094395461945841e-25,3.578197440495304e-24,6.125575418451886e-20,1.568530450773771e-13,5.636415702253714e-26,3.120795941624504e-22,3.59156410866946e-15,5.464996914564555e-18,7.261223905632606e-25
0.03538877768513593,0.0005555851823910342,0.0915567593028733,0.0,0.00042236661277603133,0.45033377955643256,2.794882994254814e-07,0.45689680132879656,1.3850566600771448e-06,4.08676949139227e-12,2.768296141170169e-06,4.184761723856983e-07,9.220421433481706e-15,1.9085431967679733e-05,1.0657157900559952e-10,2.8849997934828824e-17,9.759974514782419e-11,1.2278841298379347e-09,3.1442936100341476e-10,2.4075915829389727e-11,9.689068572270184e-23,3.450738725440274e-14,1.4853259204884151e-12,3.356660416390983e-17,4.062428906277402e-24,2.6342840764251317e-10,0.0011936293197202699,2.0165244928705115e-12,2.720599590791031e-11,1.0885686849333872e-20,3.3911166058694085e-07,3.762421278763262e-09,2.952734418243447e-18,1.2704992780079506e-11,4.125658722047946e-23,8.71223117832541e-24,4.614397660424174e-18,4.061103321010342e-21,1.8505139664664645e-20,1.0113769808052761e-25,3.584789087571144e-24,6.147286795889862e-20,1.569422225271039e-13,5.657737158804914e-26,3.13912050175146e-22,3.612655816520583e-15,5.4934054729172226e-18,7.298561781288734e-25
0.0354623364682875,0.0005555851823910342,0.0915567593028733,0.0,0.00042236661441723733,0.4503337691850862,2.8061427879304283e-07,0.4568967965423946,1.389697077416207e-06,4.09124755543506e-12,2.7698535230473805e-06,4.1916191904376405e-07,9.237327973885973e-15,1.9085431822073675e-05,1.0668606342535543e-10,2.8874375861110484e-17,9.792672719544778e-11,1.2328308440236654e-09,3.1442935894729636e-10,2.408468326614534e-11,9.68908325787072e-23,3.452580310668273e-14,1.4874212316665026e-12,3.361490249094549e-17,4.064715971401066e-24,2.638600787397573e-10,0.0011936292968685995,2.017658952568878e-12,2.725057785103553e-11,1.0929108717494254e-20,3.4050802826067197e-07,3.7779007922280465e-09,2.9544017113154227e-18,1.2712180047652462e-11,4.1479691702514483e-23,8.728205607175011e-24,4.631133192964764e-18,4.06258134389231e-21,1.8511874752311487e-20,1.0133095553569577e-25,3.5913621613364875e-24,6.169018306041935e-20,1.5703099019366467e-13,5.679087517810648e-26,3.157510042472002e-22,3.6338223305419505e-15,5.521880024188236e-18,7.335985172774897e-25
0.035535895251439076,0.0005555851823910342,0.0915567593028733,0.0,0.0004223666160491743,0.45033375881652593,2.817418165731187e-07,0.45689679176133774,1.3943413912524197e-06,4.095711764128859e-12,2.771403748660774e-06,4.198458280326993e-07,9.254186794599432e-15,1.908543167610895e-05,1.0680026408799615e-10,2.889866414397079e-17,9.825398378880741e-11,1.2377844045024367e-09,3.144293568879984e-10,2.4093399713536322e-11,9.689097874747712e-23,3.4544134338902134e-14,1.4895106294791424e-12,3.366306537718741e-17,4.0669925272702536e-24,2.6429059303872973e-10,0.0011936292739982274,2.018788199357532e-12,2.729504032471289e-11,1.0972590875863311e-20,3.41906458226603e-07,3.7934031360721445e-09,2.9560613430985183e-18,1.271933428868742e-11,4.1703315038973754e-23,8.744134941476448e-24,4.647887267714725e-18,4.064050769201167e-21,1.851857066358202e-20,1.0152372826742629e-25,3.5979166822336795e-24,6.190770859693396e-20,1.5711934995986757e-13,5.700467050215692e-26,3.175964628952393e-22,3.65506372504272e-15,5.550420402042512e-18,7.3734939032674795e-25
0.03560945403459065,0.0005555851823910342,0.0915567593028733,0.0,0.00042236661767186366,0.45033374845074003,2.8287090799454273e-07,0.4568967869856012,1.398989587474523e-06,4.10016177316539e-12,2.7729468508915323e-06,4.2052790161272514e-07,9.270997955140549e-15,1.908543152978799e-05,1.069141766636306e-10,2.8922867171554796e-17,9.858151393371098e-11,1.2427447903269614e-09,3.1442935482539204e-10,2.4102065569737216e-11,9.689112423214242e-23,3.456238133976494e-14,1.4915941235459682e-12,3.371109305694646e-17,4.069258622171731e-24,2.647199519614577e-10,0.001193629251109219,2.019912257184893e-12,2.7339383475664235e-11,1.1016133151736355e-20,3.433069447550127e-07,3.808928246854391e-09,2.9577133488027304e-18,1.2726455654932384e-11,4.192752226968268e-23,8.760019278626906e-24,4.664659856432734e-18,4.0655116566658426e-21,1.852522767129744e-20,1.0171602040053748e-25,3.60445267339227e-24,6.212549384110037e-20,1.5720730369982707e-13,5.72187773639522e-26,3.1944843279660747e-22,3.67638007395788e-15,5.579026438373046e-18,7.411087955341063e-25
0.03568301281774222,0.0005555851823910342,0.0915567593028733,0.0,0.0004223666192854548,0.4503337380877168,2.840015482895787e-07,0.4568967822151605,1.4036416520138739e-06,4.104597825699653e-12,2.774482862469758e-06,4.212081420697955e-07,9.28776150280245e-15,1.908543138310995e-05,1.0702780177562963e-10,2.894698465955518e-17,9.890931663938696e-11,1.2477119805550996e-09,3.144293527597787e-10,2.4110680375658058e-11,9.689126903589608e-23,3.458054449641256e-14,1.4936717173177435e-12,3.3758985592775534e-17,4.071514304169376e-24,2.651481569477185e-10,0.001193629228201508,2.0210311498971903e-12,2.7383607452731832e-11,1.1059735376067936e-20,3.4470948212541005e-07,3.8244760612349974e-09,2.9593577634540135e-18,1.2733544297438314e-11,4.2152230166192485e-23,8.77585860871494e-24,4.681451018199835e-18,4.066963938719671e-21,1.8531845466740583e-20,1.0190782797795722e-25,3.6109701532098454e-24,6.234347807150337e-20,1.5729485327919078e-13,5.743317171507401e-26,3.2130692001293487e-22,3.697771450865405e-15,5.607697963702949e-18,7.448766867020578e-25
0.03574921572257864,0.0005555851823910342,0.0915567593028733,0.0,0.00042236662072982445,0.45033372876334815,2.850204449041087e-07,0.45689677792627187,1.4078318059167653e-06,4.108578697418481e-12,2.7758592373124758e-06,4.21818793069459e-07,9.302808031733623e-15,1.9085431250795316e-05,1.0712982327213688e-10,2.896861199963465e-17,9.920457129638405e-11,1.252188252202009e-09,3.144293508980583e-10,2.4118391059534048e-11,9.68913987796599e-23,3.4596819969050226e-14,1.4955365236689983e-12,3.380197367431315e-17,4.073535554483904e-24,2.6553255602137017e-10,0.0011936292075687234,2.0220337567823307e-12,2.7423307262572246e-11,1.109902849289059e-20,3.459735145080885e-07,3.838488453442633e-09,2.9608312751211363e-18,1.2739896221179767e-11,4.2354879090244244e-23,8.790075561925953e-24,4.696578795344843e-18,4.068263805681457e-21,1.853776873402953e-20,1.0208004011610152e-25,3.6168200753664716e-24,6.253982113771037e-20,1.5737330387829893e-13,5.762636645139603e-26,3.229851360381501e-22,3.717087899732069e-15,5.633558191398125e-18,7.482750213308726e-25
0.03581541862741505,0.0005555851823910342,0.0915567593028733,0.0,0.0004223666221667034,0.4503337194411993,2.860405887856561e-07,0.45689677364163545,1.4120250716082455e-06,4.112548267502348e-12,2.7772299187650513e-06,4.2242796280308816e-07,9.317816094049043e-15,1.9085431118195093e-05,1.0723161398025565e-10,2.8990168906077675e-17,9.950004520847962e-11,1.2566700032418655e-09,3.1442934903356546e-10,2.41260618747417e-11,9.689152797662261e-23,3.4613028119431384e-14,1.4973965757267302e-12,3.38448528470209e-17,4.075548443830955e-24,2.6591602264901913e-10,0.001193629186921033,2.0230322163695725e-12,2.7462910773021444e-11,1.1138369903469426e-20,3.4723919928878454e-07,3.852519138254044e-09,2.9622986916182755e-18,1.2746221869619982e-11,4.255800920053614e-23,8.804256207498225e-24,4.711721372719168e-18,4.069556942528545e-21,1.8543661335008417e-20,1.0225186489321972e-25,3.622655042133519e-24,6.273638078842203e-20,1.5745142995934032e-13,5.781981511819482e-26,3.246686412079458e-22,3.736465234154578e-15,5.659471207960403e-18,7.51680218877467e-25
0.03588162153225147,0.0005555851823910342,0.0915567593028733,0.0,0.0004223666235964002,0.45033371012126194,2.870619764777532e-07,0.4568967693612338,1.4162214389322723e-06,4.116506417859916e-12,2.7785949303765942e-06,4.2303565297933554e-07,9.332785723283774e-15,1.908543098530748e-05,1.0733317190792465e-10,2.9011661442817843e-17,9.979573766160615e-11,1.2611572185231631e-09,3.1442934716681657e-10,2.4133691202699937e-11,9.689165662913604e-23,3.4629169226157086e-14,1.4992518629384025e-12,3.3887622884152936e-17,4.077553006789772e-24,2.662985579069435e-10,0.0011936291662581937,2.024026545818404e-12,2.750241809538205e-11,1.1177759486274695e-20,3.4850653231580587e-07,3.86656806975096e-09,2.9637600381375235e-18,1.2752521351439357e-11,4.2761529001809624e-23,8.818400511268776e-24,4.7268788496524754e-18,4.070843088163981e-21,1.8549522078979904e-20,1.0242329776063231e-25,3.628475066559711e-24,6.293309047685784e-20,1.5752923286467705e-13,5.801349152624852e-26,3.263574397471933e-22,3.755903507155901e-15,5.685436888576374e-18,7.550922365302568e-25
0.03594782443708788,0.0005555851823910342,0.0915567593028733,0.0,0.0004223666250188522,0.4503337008035276,2.8808460452317185e-07,0.45689676508504945,1.4204208977573585e-06,4.120453618910542e-12,2.77995429559881e-06,4.2364186532288477e-07,9.347716932582704e-15,1.9085430852132466e-05,1.0743450139310553e-10,2.903308250739721e-17,1.0009164794129275e-10,1.2656498828296421e-09,3.1442934529781526e-10,2.414128002309076e-11,9.6891784739451e-23,3.4645243566619295e-14,1.5011024017895088e-12,3.393028411382364e-17,4.0795492778016086e-24,2.6668016288167355e-10,0.0011936291455803235,2.0250167622145988e-12,2.7541829341994834e-11,1.1217197118436813e-20,3.4977550944370626e-07,3.880635201995299e-09,2.965215339781141e-18,1.2758794774868268e-11,4.2965383179582e-23,8.832508455418541e-24,4.742051153810086e-18,4.072122413278509e-21,1.855535174321342e-20,1.0259433589411227e-25,3.63428015376582e-24,6.312990889467197e-20,1.5760671393108955e-13,5.820737865983786e-26,3.2805153604052043e-22,3.77540277151436e-15,5.711455107545669e-18,7.585110415294458e-25
0.0360140273419243,0.0005555851823910342,0.0915567593028733,0.0,0.00042236662643358136,0.4503336914879874,2.891084694765967e-07,0.4568967608130649,1.4246234379890305e-06,4.124389587502444e-12,2.781308037786407e-06,4.2424660156426837e-07,9.362609775881977e-15,1.9085430718677556e-05,1.0753559980201991e-10,2.905443009749553e-17,1.0038777533376437e-10,1.2701479809922812e-09,3.1442934342546175e-10,2.4148831308272406e-11,9.689191230960564e-23,3.4661251416532785e-14,1.5029482242185782e-12,3.397283728291304e-17,4.0815372911679724e-24,2.670608386597642e-10,0.0011936291248879525,2.0260028825546685e-12,2.7581144624550438e-11,1.125668266950705e-20,3.5104612653253447e-07,3.8947204890437104e-09,2.966664621597345e-18,1.2765042247689655e-11,4.31698431522508e-23,8.846580275932985e-24,4.757238083528325e-18,4.073395385810116e-21,1.856115246275302e-20,1.027649944277973e-25,3.6400703246815006e-24,6.332703669404607e-20,1.5768387448944567e-13,5.840155633492778e-26,3.2975093576875463e-22,3.7949630799577524e-15,5.737525741551416e-18,7.619366988205973e-25
0.03607360995627707,0.0005555851823910342,0.0915567593028733,0.0,0.00042236662770073435,0.45033368310587063,2.900310026468259e-07,0.4568967569718552,1.428408350480605e-06,4.127922324568695e-12,2.7825216172854624e-06,4.247896035602401e-07,9.375980599623628e-15,1.9085430598324356e-05,1.0762639009493413e-10,2.907358731600976e-17,1.0065447503475919e-10,1.2742009028382044e-09,3.1442934173841376e-10,2.4155592832118162e-11,9.689202666292316e-23,3.467560185967181e-14,1.5046054125663743e-12,3.401104230426651e-17,4.083319471138023e-24,2.674026533089913e-10,0.0011936291062519795,2.0268869027482877e-12,2.761644642411973e-11,1.1292260539183836e-20,3.5219108066245947e-07,3.907412732009265e-09,2.9679638488250675e-18,1.2770642874182613e-11,4.335418205673233e-23,8.859213957480625e-24,4.770918944583539e-18,4.0745352255851515e-21,1.8566346519512147e-20,1.0291825292384687e-25,3.645268751424921e-24,6.350457474561138e-20,1.5775304605357946e-13,5.857650834511622e-26,3.312849329562171e-22,3.8126195938537055e-15,5.761034027828958e-18,7.650255794021414e-25
0.03613319257062984,0.0005555851823910342,0.0915567593028733,0.0,0.000422366628962184,0.4503336747255188,2.909545324152694e-07,0.4568967531340207,1.432195743436725e-06,4.1314462896719844e-12,2.7837306778553008e-06,4.2533141261766574e-07,9.38932044142426e-15,1.9085430477738706e-05,1.0771699714046058e-10,2.90926878138564e-17,1.0092134950941856e-10,1.2782582028715074e-09,3.1442934004979816e-10,2.4162321475808873e-11,9.689214058234799e-23,3.46898988684067e-14,1.506258767182586e-12,3.4049159457397936e-17,4.085095014879764e-24,2.677437170141886e-10,0.0011936290876038058,2.0277676311791868e-12,2.7651670669456615e-11,1.1327877040379899e-20,3.533373568033515e-07,3.920119610064574e-09,2.969258238195856e-18,1.2776222645572623e-11,4.3538729490490134e-23,8.871818277527833e-24,4.7846117070894065e-18,4.075669536458352e-21,1.857151538156473e-20,1.030711898269353e-25,3.650455132762588e-24,6.368215498779516e-20,1.5782196004301292e-13,5.875161206278975e-26,3.32823231824162e-22,3.830325634459437e-15,5.78458458335035e-18,7.681199024516472e-25
0.036192775184982616,0.0005555851823910342,0.0915567593028733,0.0,0.00042236663021744754,0.4503336663469254,2.9187905628222196e-07,0.4568967492995488,1.4359856095625627e-06,4.134961244323696e-12,2.784935236321561e-06,4.258720300237882e-07,9.402629307746286e-15,1.9085430356927887e-05,1.0780741817261244e-10,2.911172971375008e-17,1.0118839824113745e-10,1.282319870076433e-09,3.1442933835851847e-10,2.4169019786239258e-11,9.689225406929002e-23,3.470414264123245e-14,1.5079083142343118e-12,3.408718937050903e-17,4.0868639471058546e-24,2.6808403058265127e-10,0.001193629068943952,2.0286450800874256e-12,2.7686817443393367e-11,1.1363532076529624e-20,3.5448495194967523e-07,3.9328410898164754e-09,2.9705478077667232e-18,1.2781781639510365e-11,4.372375721225664e-23,8.884393427003646e-24,4.798316217741784e-18,4.076798714664556e-21,1.85766608572229e-20,1.0322381977976612e-25,3.655629471164384e-24,6.385997805033235e-20,1.5789061741642642e-13,5.892694755915187e-26,3.343658367600903e-22,3.848081239623895e-15,5.808177313861197e-18,7.712197366328735e-25
0.03625235779933539,0.0005555851823910342,0.0915567593028733,0.0,0.000422366631466946,0.45033365797008457,2.9280457175090353e-07,0.4568967454684269,1.4397779415825066e-06,4.138467089213647e-12,2.7861353094472397e-06,4.264114570785317e-07,9.41590722844703e-15,1.9085430235888363e-05,1.0789765142756798e-10,2.913071974707981e-17,1.0145562071945883e-10,1.2863858935268814e-09,3.1442933666533967e-10,2.4175685990230947e-11,9.689236712549995e-23,3.471833337661391e-14,1.5095540414586777e-12,3.412513175703314e-17,4.0886262924291735e-24,2.6842359483412907e-10,0.001193629050272047,2.0295192616930304e-12,2.7721886830857668e-11,1.1399225562107812e-20,3.5563386310001183e-07,3.945577138121393e-09,2.9718325754551786e-18,1.2787319933357786e-11,4.390911345920276e-23,8.896939327088874e-24,4.812032591418918e-18,4.07792248043846e-21,1.8581781670100573e-20,1.0337613496158088e-25,3.6607917782593465e-24,6.403793390563271e-20,1.5795901912946825e-13,5.910247117854065e-26,3.35912750428236e-22,3.865886447192273e-15,5.831812128104018e-18,7.743250259393663e-25
0.03631194041368816,0.0005555851823910342,0.0915567593028733,0.0,0.0004223666327107319,0.4503336495949905,2.937310763225043e-07,0.4568967416406426,1.4435727322349678e-06,4.141964161593893e-12,2.787330913932929e-06,4.269496950930521e-07,9.429154248072425e-15,1.9085430114618805e-05,1.0798770118783496e-10,2.914965300701543e-17,1.0172301643290883e-10,1.2904562622326955e-09,3.144293349704833e-10,2.4182320233023463e-11,9.689247975262088e-23,3.473247127219986e-14,1.5111959557046575e-12,3.4162986735128356e-17,4.090382075376259e-24,2.68762410595365e-10,0.0011936290315880792,2.030390188166978e-12,2.7756878917458504e-11,1.1434957409770051e-20,3.567840872572576e-07,3.958327721796075e-09,2.9731125591296982e-18,1.2792837604188594e-11,4.40947036786997e-23,8.909455961180838e-24,4.82576076074362e-18,4.0790408688595286e-21,1.8586877979118302e-20,1.035281307820272e-25,3.665942071384872e-24,6.42159514172239e-20,1.5802716613420324e-13,5.927815388448732e-26,3.3746397575896243e-22,3.883741295116851e-15,5.8554889375439625e-18,7.774357303766702e-25
0.036371523028040934,0.0005555851823910342,0.0915567593028733,0.0,0.00042236663394853226,0.45033364122163677,2.946585675070393e-07,0.45689673781618345,1.4473699742834609e-06,4.145452318471984e-12,2.7885220664170276e-06,4.274867453811306e-07,9.442370401904412e-15,1.908542999312394e-05,1.0807756602904409e-10,2.9168529645161004e-17,1.0199058487002597e-10,1.2945309652374756e-09,3.1442933327328963e-10,2.418892374791958e-11,9.689259195212372e-23,3.4746556524425325e-14,1.5128340710967785e-12,3.420075465860724e-17,4.092131320382463e-24,2.6910047869124657e-10,0.0011936290128923615,2.0312578716186003e-12,2.779179378802207e-11,1.1470727525880482e-20,3.5793562142799705e-07,3.971092807617353e-09,2.974387776628747e-18,1.279833472878948e-11,4.428069972574377e-23,8.921943478534983e-24,4.839500612982336e-18,4.0801540670469616e-21,1.8591950638679384e-20,1.0367981683577374e-25,3.6710803642284394e-24,6.439415718629039e-20,1.580950593787381e-13,5.945404612771756e-26,3.390195167169075e-22,3.9016458210746405e-15,5.879207650761127e-18,7.8055188916967635e-25
0.036431105642393706,0.0005555851823910342,0.0915567593028733,0.0,0.00042236663518041426,0.4503336328500176,2.95587042818675e-07,0.4568967339950371,1.4511696605117943e-06,4.148931428384425e-12,2.789708783476018e-06,4.2802260926521536e-07,9.455555729903729e-15,1.90854298714044e-05,1.0816724402940443e-10,2.9187352923327767e-17,1.0225832552263123e-10,1.2986099916323639e-09,3.144293315737989e-10,2.4195496436629767e-11,9.689270372560616e-23,3.4760589329269674e-14,1.5144683903938306e-12,3.423843559818712e-17,4.093874051789656e-24,2.694377999539279e-10,0.001193628994184871,2.0321223241220206e-12,2.782663152843779e-11,1.1506535821071683e-20,3.590884626228146e-07,3.983872362492056e-09,2.975658245697957e-18,1.280381138366194e-11,4.446711364916612e-23,8.934401922850167e-24,4.8532521665310275e-18,4.0812620573518154e-21,1.859699956847239e-20,1.03831194195974e-25,3.676206672321918e-24,6.457256147771688e-20,1.5816269980787698e-13,5.963015220475807e-26,3.4057937660933605e-22,3.919600062630784e-15,5.9029681766366975e-18,7.836734947525828e-25
0.03649068825674648,0.0005555851823910342,0.0915567593028733,0.0,0.00042236663640675187,0.4503336244801271,2.965164997704564e-07,0.45689673017719123,1.4549717837188274e-06,4.1524017759631155e-12,2.790891081624595e-06,4.2855728808054175e-07,9.468710250138371e-15,1.9085429749455187e-05,1.0825673831066058e-10,2.9206121382703654e-17,1.0252623788533442e-10,1.3026933305095632e-09,3.144293298728774e-10,2.4202037296103195e-11,9.689281507481659e-23,3.4774569882441377e-14,1.5160989107416614e-12,3.427602942780371e-17,4.095610293849209e-24,2.6977437522702193e-10,0.0011936289754652795,2.0329835577219618e-12,2.7861392226346372e-11,1.1542382212156972e-20,3.60242607856619e-07,3.9966663534578496e-09,2.976923983983238e-18,1.2809267645020967e-11,4.465370806493152e-23,8.946831153719188e-24,4.867015472585086e-18,4.082364698980858e-21,1.8602024124544446e-20,1.0398225032650261e-25,3.6813210027323974e-24,6.475098956187585e-20,1.5823008836329683e-13,5.980640199032957e-26,3.4214355773774547e-22,3.937604057180923e-15,5.926770423554922e-18,7.868004650373673e-25
0.03655027087109925,0.0005555851823910342,0.0915567593028733,0.0,0.00042236663762732656,0.45033361611195943,2.974469358805361e-07,0.4568967263626334,1.458776336724479e-06,4.155863452139449e-12,2.792068977315996e-06,4.2909078316708013e-07,9.481833990632315e-15,1.908542962727929e-05,1.0834605036421603e-10,2.922483170162337e-17,1.027943214509697e-10,1.3067809709422215e-09,3.144293281700841e-10,2.4208547364158155e-11,9.689292600124878e-23,3.478849837834113e-14,1.517725645505868e-12,3.431353645935415e-17,4.097340070725421e-24,2.7011020535310577e-10,0.0011936289567338445,2.033841584397987e-12,2.7896075968603563e-11,1.1578266607804312e-20,3.6139805414830014e-07,4.0094747474427675e-09,2.978185009115236e-18,1.2814703588797776e-11,4.4840572833039534e-23,8.959231261453413e-24,4.880790390311699e-18,4.083462155475081e-21,1.8607025053048037e-20,1.0413299034907597e-25,3.68642336634212e-24,6.492950606475504e-20,1.5829722598268441e-13,5.998282077393157e-26,3.437120637117537e-22,3.955657842034233e-15,5.9506142999553195e-18,7.899328142876403e-25
0.036609853485452024,0.0005555851823910342,0.0915567593028733,0.0,0.0004223666388417039,0.45033360774550807,2.9837834867659154e-07,0.45689672255135155,1.462583312374141e-06,4.159316060632877e-12,2.79324248694217e-06,4.296230958671881e-07,9.494927002872205e-15,1.908542950488479e-05,1.0843517543383957e-10,2.924348815385932e-17,1.0306257571279714e-10,1.3108729020509209e-09,3.1442932646428614e-10,2.421502801378083e-11,9.689303650625824e-23,3.480237501018523e-14,1.5193486080570578e-12,3.4350957084072496e-17,4.099063406490342e-24,2.7044529117267306e-10,0.0011936289379910388,2.034696416069807e-12,2.7930682841266604e-11,1.1614188911205772e-20,3.6255479852048726e-07,4.02229751134515e-09,2.9794413386868075e-18,1.2820119290643267e-11,4.502803284295668e-23,8.971602509740886e-24,4.8945768098551635e-18,4.084554619661985e-21,1.8612003235926167e-20,1.0428343223763268e-25,3.691513783106213e-24,6.510835089125013e-20,1.5836411359981838e-13,6.015950472142382e-26,3.452848990576232e-22,3.973761454369661e-15,5.9744997140361285e-18,7.930706272782972e-25
0.036669436099804796,0.0005555851823910342,0.0915567593028733,0.0,0.0004223666400504094,0.45033359938076734,2.993107356853911e-07,0.45689671874333343,1.4663927035282622e-06,4.1627596552874525e-12,2.7944116268340716e-06,4.301542275373666e-07,9.507989326696595e-15,1.9085429382265953e-05,1.0852411376598945e-10,2.92620946459697e-17,1.0333100017055403e-10,1.3149691130119282e-09,3.144293247565547e-10,2.4221477691810697e-11,9.689314659161596e-23,3.4816199971519395e-14,1.520967790195264e-12,3.4388291062164424e-17,4.100780325123054e-24,2.7077963354260283e-10,0.0011936289192363877,2.035548064649133e-12,2.7965212933328423e-11,1.1650149040170615e-20,3.6371283800012837e-07,4.0351346123726914e-09,2.980692990140604e-18,1.2825514825926491e-11,4.521583589219445e-23,8.983944764195805e-24,4.908374886197253e-18,4.0856418605796456e-21,1.8616957618166815e-20,1.0443356289161024e-25,3.696592268554373e-24,6.528734111278662e-20,1.5843075214591037e-13,6.033638100759496e-26,3.468620659832855e-22,3.991914931289276e-15,5.998426574885234e-18,7.962138187070327e-25
0.03672306045272229,0.0005555851823910342,0.0915567593028733,0.0,0.0004223666411337404,0.450333591853959,3.001507148984994e-07,0.45689671531889753,1.4698232149326422e-06,4.165851718939387e-12,2.7954601300624545e-06,4.3063123739108176e-07,9.51971919960173e-15,1.9085429271710766e-05,1.086040046598185e-10,2.92787897191311e-17,1.0357272728715194e-10,1.3186593531611047e-09,3.1442932321891585e-10,2.4227255543652343e-11,9.689324531111277e-23,3.4828598418075354e-14,1.522421825907326e-12,3.4421817544910024e-17,4.102320084996717e-24,2.710799067429577e-10,0.001193628902346764,2.0363118366433338e-12,2.799622444357941e-11,1.1682545431489443e-20,3.6475617839503716e-07,4.0467002344812e-09,2.981815491018652e-18,1.2830353627333849e-11,4.538483999626083e-23,8.995027820556293e-24,4.920803124862972e-18,4.086615884171291e-21,1.862139608495205e-20,1.0456839786430015e-25,3.701152712046927e-24,6.544832556912955e-20,1.5849051464878022e-13,6.049564098278478e-26,3.4828522114423213e-22,4.008295725367064e-15,6.0199961124084866e-18,7.990471870415272e-25
0.03677668480563979,0.0005555851823910342,0.0915567593028733,0.0,0.00042236664221215507,0.45033358432852716,3.009914794232587e-07,0.4568967118970866,1.473255671948693e-06,4.168936614522286e-12,2.7965051188045834e-06,4.311072927139326e-07,9.531424250903286e-15,1.908542916097852e-05,1.0868374710670151e-10,2.9295440409585676e-17,1.0381459148925799e-10,1.3223530432612046e-09,3.1442932167903823e-10,2.423300955835482e-11,9.689334369295887e-23,3.4840955306863085e-14,1.5238728164766818e-12,3.445527425539567e-17,4.103854683707185e-24,2.713795790715327e-10,0.0011936288854479254,2.0370730485333285e-12,2.802717389784458e-11,1.1714972321540942e-20,3.6580056326077125e-07,4.0582774190035975e-09,2.982934229408801e-18,1.2835176209192531e-11,4.555426714281234e-23,9.00608752780261e-24,4.9332405533533866e-18,4.087585869377681e-21,1.862581615173522e-20,1.0470298891320492e-25,3.705703505152238e-24,6.560953134137063e-20,1.5855007682876339e-13,6.065509711267809e-26,3.4971189040418506e-22,4.024716966504899e-15,6.041599079777704e-18,8.01884935361197e-25
0.036830309158557284,0.0005555851823910342,0.0915567593028733,0.0,0.0004223666432855118,0.45033357680446723,3.0183302746807937e-07,0.4568967084778918,1.4766900694158884e-06,4.172014043322792e-12,2.797546604839885e-06,4.315823945058702e-07,9.54310452224399e-15,1.9085429050073194e-05,1.0876333723722294e-10,2.9312052123299346e-17,1.0405659241214014e-10,1.3260501754428866e-09,3.144293201364392e-10,2.4238740003861707e-11,9.68934417381908e-23,3.48532707768245e-14,1.5253207652692394e-12,3.4488661325624435e-17,4.105384138550514e-24,2.7167865115505647e-10,0.0011936288685400448,2.037831708888458e-12,2.8058061360410435e-11,1.1747429642000622e-20,3.6684599043834155e-07,4.069866141970083e-09,2.9840492179394594e-18,1.2839982625867283e-11,4.5724281047320157e-23,9.017124030892835e-24,4.945687171438738e-18,4.088551842372991e-21,1.86302179394135e-20,1.048373452620905e-25,3.71024466402269e-24,6.577108062822519e-20,1.586094393569397e-13,6.081479871706752e-26,3.5114207673845878e-22,4.0411786814801e-15,6.06323540982429e-18,8.047271042204139e-25
