Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(262),SX(259),SX(436),C2HOX(464),C2H6O(236),SX(357),OCCO(227),SX(387),SX(190),SX(495),SX(318),SX(533),SX(213),S(309),C2H4O3(79),SX(386),SX(390),SX(718),SX(572),S(233),SX(1093),SX(1139)
2.3488909656887762e-11,0.0027932438568483804,0.0915567593028733,0.0,0.00818126314040583,0.4515224613400617,1.0433650598841278e-22,0.4569006123393521,2.0471044074232885e-20,1.5224116185021407e-28,1.7961558342727905e-16,1.5547736117240683e-31,2.3452996959825064e-34,3.8173025171919855e-05,7.987404259454507e-22,5.912254825715494e-21,1.949790186105992e-20,4.16626323260545e-20,1.6733215848471238e-12,4.912961513205168e-21,5.6762599510961035e-25,6.281720384960552e-16,1.0688322703060591e-26,2.526124410166097e-32,9.597222008967501e-35,8.115883174344253e-33,1.0805034516192935e-06,8.043392045679209e-23,9.064472658909705e-34,1.0292416975131827e-23,-2.5042201162551896e-25,-6.04710411735895e-24,7.387576076335784e-30,2.9956321923400026e-31,1.6215124130524814e-37,8.065924610618892e-42,2.2553994272294353e-37,2.1199873585621036e-32,4.79922762972649e-31,-3.28957135023868e-34,-1.1371803289924659e-40,1.556273576883756e-40,1.2399517945934393e-30,3.1127303022503814e-40,5.407977000469857e-38,3.4417535117941746e-41,7.233824891923999e-41,1.6775856391123897e-60,2.7863760027814004e-61,8.169362863505297e-53,7.806740923507492e-46,3.6062192486963438e-34,3.194811165370529e-68,2.8022611167565116e-64,1.6450331015578845e-67,2.8460517306493807e-47,4.410201382735697e-44,1.6248463781570986e-67,1.226197392980996e-73,1.1524304862637717e-40,3.810407164601383e-33,4.2195551735259284e-35,7.768246589116397e-46
2.3604317640806916e-11,0.0027932438568483804,0.0915567593028733,0.0,0.008181077756365063,0.4515223660003172,1.062826977247224e-22,0.45690061233934387,2.0787273680635833e-20,1.5653972233544697e-28,1.8283343305020393e-16,1.622175877643063e-31,2.334858074579093e-34,3.8353113748182494e-05,8.065878972904805e-22,5.9346946505228134e-21,1.9791990419767833e-20,4.221327361739385e-20,1.6815174828803177e-12,5.0009791853243356e-21,5.7051727629787805e-25,6.3275568683474565e-16,1.0990070345009356e-26,2.6095605192627676e-32,9.794000780183014e-35,8.467718447297969e-33,1.085798907921565e-06,8.196124224364857e-23,9.413386834257234e-34,-5.193628990482273e-24,-2.5010589058269274e-25,9.438843847808104e-24,7.589430608155003e-30,3.1089554519801785e-31,1.592804265862456e-37,8.002712684814977e-42,2.2576178715333404e-37,2.1766477620410406e-32,4.929233563604037e-31,4.56145584038642e-35,-1.104772310520415e-40,1.5561275313229192e-40,1.2865500326873337e-30,3.11248634917756e-40,5.447010422317816e-38,3.507681006109524e-41,7.283958942562824e-41,1.7977414127810545e-60,2.9608035010939314e-61,8.479127063396138e-53,7.90272013456623e-46,3.6062204301379974e-34,3.421820484215031e-68,2.973185591072113e-64,1.687605623418805e-67,2.9934242620111417e-47,4.585389210285165e-44,1.6470043492537005e-67,1.2408498478402687e-73,1.1506750344771345e-40,3.812949213494393e-33,4.2226407335536974e-35,7.811273349839791e-46
2.3835133608645227e-11,0.0027932438568483804,0.0915567593028733,0.0,0.008180707294865051,0.4515221754743099,1.1025220549145444e-22,0.45690061233932744,2.1428101220019314e-20,1.6543059997815324e-28,1.893852457578558e-16,1.76470560295341e-31,2.3256065207295343e-34,3.871298470067162e-05,8.22397328156812e-22,5.979068903843647e-21,2.0387473736505133e-20,4.332658655567875e-20,1.6979085442938797e-12,5.180190646526096e-21,5.763012516315394e-25,6.419148546562639e-16,1.1614184442025436e-26,2.783343454929319e-32,1.0196136590556495e-34,9.211713649544837e-33,1.0963894390451362e-06,8.507741318878349e-23,1.0146060912776972e-33,8.766229459924395e-25,-2.5064499287547243e-25,3.3800330652988136e-24,8.006104514295937e-30,3.3466017958722207e-31,1.5266597723591867e-37,7.793274669661085e-42,2.2533299329617693e-37,2.2936568014946374e-32,5.19749687996602e-31,6.8634969507752945e-34,-1.0312652055451008e-40,1.5558154092434648e-40,1.3842406289015042e-30,3.1119581509210376e-40,5.525064974105798e-38,3.641838063565173e-41,7.38356447850293e-41,2.0626438570038796e-60,3.3399103855449625e-61,9.128078734499113e-53,8.095049325030874e-46,3.606191851824689e-34,3.921161992038597e-68,3.344480838977219e-64,1.7750162057921504e-67,3.3087398549534367e-47,4.953866828256309e-44,1.6927309345563273e-67,1.2703830664983135e-73,1.1475540647313412e-40,3.805670777996937e-33,4.2151745802917353e-35,7.87168535002917e-46
2.4065949576483538e-11,0.0027932438568483804,0.0915567593028733,0.0,0.008180337244666274,0.4515219851542073,1.1432578560755157e-22,0.456900612339311,2.2080107074846973e-20,1.747241598480349e-28,1.9609318358267315e-16,1.9180928731535888e-31,2.345393575137746e-34,3.907244486012609e-05,8.383593913792701e-22,6.02277210443563e-21,2.0992697896337964e-20,4.4455925549557417e-20,1.7142986268679322e-12,5.363672689281852e-21,5.820870613911338e-25,6.510617411391421e-16,1.2266562765940023e-26,2.9666699760453916e-32,1.0609857053337685e-34,1.0012384028541166e-32,1.1069794619753215e-06,8.827660606351367e-23,1.092733220220078e-33,-2.1468463013341863e-23,-2.5126115505471955e-25,2.5735740405590923e-23,8.440488156783294e-30,3.5995566698399392e-31,1.458913798180134e-37,7.727848957676401e-42,2.2453430192324207e-37,2.4157157338668094e-32,5.477026420759711e-31,2.275227667907703e-34,-9.327051624677406e-41,1.5555112008988862e-40,1.4881840997824169e-30,3.111288008122929e-40,5.603102088224386e-38,3.7790780732239685e-41,7.482266761286658e-41,2.3637654934976326e-60,3.762840884748808e-61,9.817946041885546e-53,8.287797745466645e-46,3.606150251841175e-34,4.487037168667561e-68,3.758490494549844e-64,1.8655078097575217e-67,3.653329519230101e-47,5.347626124398927e-44,1.7398976146417004e-67,1.3004262713819406e-73,1.1369292449603954e-40,3.793196912656453e-33,4.202010569068766e-35,7.921408540765586e-46
2.429676554432185e-11,0.0027932438568483804,0.0915567593028733,0.0,0.008179967608786287,0.4515217950415178,1.1850492450474345e-22,0.4569006123392946,2.2743314351015235e-20,1.8443384876933944e-28,2.029587933584519e-16,2.083037237946868e-31,2.3592888227730262e-34,3.943149120843998e-05,8.544740647365413e-22,6.0658075690097645e-21,2.160766038358173e-20,4.560127068095774e-20,1.7306877314448855e-12,5.551467628978351e-21,5.878746462418953e-25,6.601946368122836e-16,1.294814904471343e-26,3.1599555137806877e-32,1.103533785353069e-34,1.0873381127898952e-32,1.1175689772530688e-06,9.15600004643062e-23,1.1759861289947464e-33,1.5605833626236922e-23,-2.520532093629532e-25,-1.1334545486792193e-23,8.893095084928677e-30,3.8686171604771543e-31,1.3986981525241102e-37,7.775179239746699e-42,2.2413050112719116e-37,2.542985912516721e-32,5.768142625278979e-31,-1.63311857975036e-34,-8.475497844718672e-41,1.5552177833755196e-40,1.5987040255548934e-30,3.1106371863164987e-40,5.681119530187399e-38,3.9194164229817314e-41,7.580045902268293e-41,2.7056323734113906e-60,4.234114990240251e-61,1.0550773701217683e-52,8.480875413013718e-46,3.6061228086486838e-34,5.127465151936136e-68,4.219704877422928e-64,1.9591531744195553e-67,4.029540819651609e-47,5.768094807836076e-44,1.7894907687496803e-67,1.3311581230146736e-73,1.121361942531856e-40,3.7864753376488734e-33,4.1952582130263284e-35,7.981591989548469e-46
2.452758151216016e-11,0.0027932438568483804,0.0915567593028733,0.0,0.008179598390227152,0.45152160513774237,1.2279110662638706e-22,0.45690061233927814,2.3417744389430914e-20,1.9457338741009265e-28,2.0998359666117674e-16,2.2602750920711943e-31,2.3592127540715365e-34,3.9790120743005936e-05,8.707413260453251e-22,6.1081785636153606e-21,2.223235685486282e-20,4.6762599081256393e-20,1.7470758588731762e-12,5.743617090217627e-21,5.936639469489902e-25,6.693118576743324e-16,1.3659906221427278e-26,3.363624633648415e-32,1.1472753863303812e-34,1.1798548810058399e-32,1.1281579854232545e-06,9.492877239996749e-23,1.2646422872027397e-33,-1.1099979369695161e-23,-2.5183040387070803e-25,1.53701165008467e-23,9.364445120774386e-30,4.154611403199997e-31,1.3460932703296455e-37,7.775990024977898e-42,2.241670855776422e-37,2.6756317163038925e-32,6.071169592161406e-31,-1.4367121096953775e-34,-7.837644158669275e-41,1.5549258099981358e-40,1.716136514779422e-30,3.1100624123451534e-40,5.759117367275803e-38,4.0628675982097946e-41,7.676886097672533e-41,3.0932806740050547e-60,4.758662965770785e-61,1.1328690787596106e-52,8.674192741450904e-46,3.6061110044640976e-34,5.851329858153541e-68,4.7330410344641687e-64,2.0560344413500617e-67,4.439879145068501e-47,6.21676256675315e-44,1.8419045596161476e-67,1.3628418256592883e-73,1.106923456915414e-40,3.7859830532761957e-33,4.195448367837944e-35,8.05456102583858e-46
2.4758397479998472e-11,0.0027932438568483804,0.0915567593028733,0.0,0.008179229591975345,0.45152141544437374,1.2718581414889714e-22,0.4569006123392617,2.4103416774313368e-20,2.0515677119193307e-28,2.1716908940531287e-16,2.450581140052134e-31,2.3545250859092184e-34,4.014833047680546e-05,8.871611531610095e-22,6.149888315156206e-21,2.2866781151886736e-20,4.7939884975189635e-20,1.7634630100072373e-12,5.940161995773525e-21,5.994549043797546e-25,6.784117455811853e-16,1.4402816517994404e-26,3.578111858555907e-32,1.1922279090435569e-34,1.2791930903015532e-32,1.1387464870346652e-06,9.83840940247431e-23,1.3589909286279247e-33,1.5932655433151316e-23,-2.5198548608406414e-25,-1.1663695733982777e-23,9.855064195903389e-30,4.458399341838514e-31,1.2970932907445356e-37,7.692860967210878e-42,2.243353719151071e-37,2.8138205395353454e-32,6.3864349674248865e-31,1.544865258737292e-35,-7.298765381762731e-41,1.5546347839221646e-40,1.8408305087764595e-30,3.109503106623038e-40,5.837096884509036e-38,4.209445245699263e-41,7.772772902177814e-41,3.532308816334046e-60,5.341857470502564e-61,1.215393420744574e-52,8.867660757800954e-46,3.60610390700402e-34,6.668463790810351e-68,5.303878178820432e-64,2.1562371743415148e-67,4.887016344198171e-47,6.695182847207108e-44,1.8968332224839815e-67,1.3957170844966052e-73,1.095951232362237e-40,3.7874176624466446e-33,4.1978269229978986e-35,8.131182639409925e-46
2.4989213447836783e-11,0.0027932438568483804,0.0915567593028733,0.0,0.00817886121700165,0.4515212259628973,1.3169052671593478e-22,0.4569006123392454,2.480034934238122e-20,2.161982710739493e-28,2.245167414725917e-16,2.6547698256741e-31,2.3528535889179974e-34,4.0506117438498835e-05,9.037335239777524e-22,6.1909400216232324e-21,2.3510925314975107e-20,4.913309972423177e-20,1.7798491857074647e-12,6.1411425564369984e-21,6.052474595059164e-25,6.874926686011602e-16,1.5177881489370692e-26,3.803864778473422e-32,1.2384086627733183e-34,1.3857778668360463e-32,1.1493344826399754e-06,1.0192713338503565e-22,1.4593334000795817e-33,-2.082648792751471e-23,-2.5157511440680824e-25,2.509468601659767e-23,1.0365484187880489e-29,4.780873467428634e-31,1.249577574046922e-37,7.589892437680828e-42,2.244751363171993e-37,2.957722780429901e-32,6.714269832239675e-31,5.914262032865322e-35,-6.768285093602921e-41,1.5543454234090058e-40,1.9731480776727927e-30,3.1089227499238907e-40,5.915058709921725e-38,4.3591621939602095e-41,7.867691652931017e-41,4.02893294677715e-60,5.989546863645695e-61,1.302883203372915e-52,9.06119120932037e-46,3.606095690860137e-34,7.589736671492268e-68,5.9380963530983596e-64,2.2598454403127345e-67,5.373799468075379e-47,7.204974588971885e-44,1.9541418769415933e-67,1.429901312896315e-73,1.0869681294594982e-40,3.788330666582591e-33,4.1996900883445415e-35,8.207450273952612e-46
2.5450845383513405e-11,0.0027932438568483804,0.0915567593028733,0.0,0.008178125748692906,0.45152084764152167,1.4103587139279376e-22,0.4569006123392126,2.6228057699140943e-20,2.3971408438042583e-28,2.397042709606496e-16,3.1082606234828795e-31,2.369770554289857e-34,4.1220411239035834e-05,9.373358084875452e-22,6.271081999221389e-21,2.4828332480697676e-20,5.1567187174040306e-20,1.8126186142776414e-12,6.556567872194027e-21,6.168371272651736e-25,7.055912251997789e-16,1.682857860082239e-26,4.2910267614480825e-32,1.3345236145398546e-34,1.6224960589937286e-32,1.170508958062322e-06,1.0928101554120078e-22,1.6792678542702702e-33,1.2299683897241082e-24,-2.525541850135824e-25,3.046961188710363e-24,1.1447883174433254e-29,5.485617266107718e-31,1.1481493176176849e-37,7.467007238631956e-42,2.2373161128343773e-37,3.2633640490247454e-32,7.408988852397253e-31,-3.1270434892411634e-34,-5.591854026237499e-41,1.5537575207293965e-40,2.2621695820173577e-30,3.1076631391814493e-40,6.070930084063588e-38,4.668061111185293e-41,8.054568157163308e-41,5.223288658469724e-60,7.504398122901925e-61,1.493725765067326e-52,9.448090046762241e-46,3.6060441553875173e-34,9.79394441900588e-68,7.422951628768783e-64,2.4775995716631794e-67,6.47862140417147e-47,8.325485795568462e-44,2.074642237694019e-67,1.5021821566215533e-73,1.0690756489928363e-40,3.776565744312467e-33,4.1885877559353903e-35,8.331493327358481e-46
2.5866314125622364e-11,0.0027932438568483804,0.0915567593028733,0.0,0.00817746530430528,0.451520507891691,1.4983768169098066e-22,0.45690061233918305,2.7551648580395716e-20,2.625939035981869e-28,2.539418332589651e-16,3.572919863516945e-31,2.377530675903869e-34,4.186180029419884e-05,9.680993430432999e-22,6.3409910719364825e-21,2.6047124665940294e-20,5.381199819415865e-20,1.8421077727595882e-12,6.946009086490545e-21,6.272727024053633e-25,7.21799242768168e-16,1.843461998595413e-26,4.772773936821018e-32,1.4253992249543012e-34,1.865043842162634e-32,1.1895642610249124e-06,1.1621112929148881e-22,1.9009914161455164e-33,7.369310927996304e-24,-2.5350913125236186e-25,-3.08385152630738e-24,1.2495212947905951e-29,6.193439257898134e-31,1.0609776719841232e-37,7.44369466052531e-42,2.2282624493897933e-37,3.559751521450151e-32,8.08061125399325e-31,-2.2764948538716514e-34,-4.749262202575379e-41,1.5532186347965244e-40,2.5522730541271582e-30,3.106617911741422e-40,6.211150677973833e-38,4.956918101137374e-41,8.219303150872251e-41,6.57242401731941e-60,9.158060101609679e-61,1.6849436010964357e-52,9.795642822351494e-46,3.605989788040482e-34,1.2267697075016605e-67,9.046849928561683e-64,2.6860337188200543e-67,7.641024654138438e-47,9.45887965967682e-44,2.1926199370457437e-67,1.5715232069528535e-73,1.0473963302162542e-40,3.762906230741972e-33,4.175452192735154e-35,8.435253161885068e-46
2.6281782867731323e-11,0.0027932438568483804,0.0915567593028733,0.0,0.008176806276815331,0.4515201688511247,1.5901877678588005e-22,0.4569006123391535,2.8911921145413575e-20,2.8719261865219666e-28,2.6872642619519535e-16,4.097208198774564e-31,2.3766240013792647e-34,4.250177408237307e-05,9.993567772032312e-22,6.408817416124559e-21,2.7297204720405317e-20,5.610784715843014e-20,1.8715937844860486e-12,7.350413673523854e-21,6.377125410615083e-25,7.379216659369516e-16,2.016130679896272e-26,5.298606814078629e-32,1.520518811342773e-34,2.1387172072649978e-32,1.2086179332985165e-06,1.234434005888494e-22,2.1474131108974534e-33,-7.374847432602196e-23,-2.5335069971172e-25,7.803737594155412e-23,1.3615223036443854e-29,6.977250250202395e-31,9.832264087553854e-38,7.347081423192821e-42,2.2212333156775006e-37,3.8774362032307287e-32,8.798252300178787e-31,1.0328879947779657e-34,-4.1284857417542384e-41,1.5526848429330384e-40,2.8733391895566648e-30,3.105628237361098e-40,6.351310137330345e-38,5.256107611233699e-41,8.380691404198359e-41,8.240011468909764e-60,1.1137428642772626e-60,1.8961946863214504e-52,1.0142061560132125e-45,3.6059446524429666e-34,1.530626581286278e-67,1.0995134205756071e-63,2.9068010254828564e-67,8.98515983720001e-47,1.0722272705943751e-43,2.3210027000675496e-67,1.6453081441616456e-73,1.0255781449284933e-40,3.753591058388901e-33,4.1673887183281276e-35,8.55450424486447e-46
2.669725160984028e-11,0.0027932438568483804,0.0915567593028733,0.0,0.008176148682971274,0.4515198305281949,1.6858766072605287e-22,0.456900612339124,3.030891777581049e-20,3.1360349244069973e-28,2.8406563836469686e-16,4.687525422307857e-31,2.3762741318161488e-34,4.314031585198375e-05,1.031107983482078e-21,6.474579722884326e-21,2.857846321072964e-20,5.845446946420641e-20,1.901076654686308e-12,7.769989237122226e-21,6.481563030292292e-25,7.539499653226202e-16,2.2015184157166688e-26,5.871627124326348e-32,1.6199793942815331e-34,2.446856731599816e-32,1.2276699782442272e-06,1.3098446139194033e-22,2.4207763982738892e-33,4.780952512518821e-24,-2.5406195596584006e-25,-4.928018368927875e-25,1.4811207198532198e-29,7.843529924157159e-31,9.194099080258978e-38,7.174850666863681e-42,2.221772293995578e-37,4.2175182523332723e-32,9.563951170224263e-31,1.0425769492441754e-34,-3.5972918732924245e-41,1.552173072454235e-40,3.227993482152556e-30,3.1045662051229045e-40,6.491410906549507e-38,5.565674305491766e-41,8.538675033742948e-41,1.0293895851115858e-59,1.3499119888317717e-60,2.129115519959973e-52,1.0486862805007591e-45,3.605924685901975e-34,1.902510629725391e-67,1.3326403300158638e-63,3.140463704205189e-67,1.0535244838500833e-46,1.2127705963889772e-43,2.4591408244272728e-67,1.724492719018331e-73,1.0100114042274168e-40,3.7538689103689316e-33,4.170231714790108e-35,8.680585806264537e-46
2.711272035194924e-11,0.0027932438568483804,0.0915567593028733,0.0,0.008175492539350546,0.45151949293118876,1.7855279114465164e-22,0.45690061233909446,3.1742663550059106e-20,3.4192271266182057e-28,2.9996676168432903e-16,5.350822393627596e-31,2.37655120759856e-34,4.3777409022197816e-05,1.0633528348215116e-21,6.5382969515696756e-21,2.989077318460122e-20,6.085157411581235e-20,1.9305563886497032e-12,8.204935266934955e-21,6.586036493646054e-25,7.698759087425428e-16,2.400300237565642e-26,6.495089228549864e-32,1.7238766732672881e-34,2.793090632947848e-32,1.2467203992622967e-06,1.388408821332247e-22,2.723481591674681e-33,-6.335811576971166e-24,-2.536648728606431e-25,1.0621337074661818e-23,1.6086507132495381e-29,8.799158719678922e-31,8.642431211143264e-38,7.056236985864129e-42,2.226709055807943e-37,4.5811277673227295e-32,1.03797731524346e-30,-4.944419240395099e-35,-3.1251552863391324e-41,1.55166436209277e-40,3.619022913042808e-30,3.1035158520172407e-40,6.631454107083157e-38,5.885654623337531e-41,8.693206877695987e-41,1.2814797990166225e-59,1.6308277973738222e-60,2.385440268332443e-52,1.0829575086922558e-45,3.605917415266992e-34,2.3560526556511405e-67,1.6108694022044733e-63,3.387590766412524e-67,1.2318155171403554e-46,1.3688048014179434e-43,2.6074717646595075e-67,1.8092514899948927e-73,9.98403115773247e-41,3.7581850529570146e-33,4.177871621268814e-35,8.82438294134646e-46
2.75281890940582e-11,0.0027932438568483804,0.0915567593028733,0.0,0.008174837862358408,0.4515191560683071,1.8892257490666143e-22,0.4569006123390649,3.3213166558764554e-20,3.722493920160299e-28,3.1643678736872946e-16,6.094636476900174e-31,2.375969763979345e-34,4.4413037184316996e-05,1.0960912045948159e-21,6.599988414620767e-21,3.1233990569086406e-20,6.329884463742337e-20,1.960032991724998e-12,8.65544302834916e-21,6.690542424225397e-25,7.856915648979644e-16,2.613171697622318e-26,7.172400111116455e-32,1.8323049524684326e-34,3.18135326655732e-32,1.2657691997917355e-06,1.4701916781232027e-22,3.05809336655978e-33,3.390206696510141e-23,-2.539488985585533e-25,-2.961696492471476e-23,1.7444508735527075e-29,9.851431775599355e-31,8.094448097227928e-38,6.984416757179929e-42,2.228435758364573e-37,4.969424232741972e-32,1.1247807063347276e-30,-6.405978510696627e-35,-2.7157400351120316e-41,1.551149209037491e-40,4.049381530714532e-30,3.1025355836025518e-40,6.771440098302839e-38,6.216077068978391e-41,8.84424435577562e-41,1.5898459255205218e-59,1.9639659921016145e-60,2.66699294757883e-52,1.116974009967503e-45,3.605900853695829e-34,2.9072957628263298e-67,1.942080502630072e-63,3.648752300829734e-67,1.4363650652941476e-46,1.5417028164956824e-43,2.7666133134426696e-67,1.8992657228180586e-73,9.861475179618968e-41,3.759525520594219e-33,4.182588087508258e-35,8.971877171207203e-46
2.810555803579278e-11,0.0027932438568483804,0.0915567593028733,0.0,0.008173930535979585,0.45151868917060395,2.0402082842555737e-22,0.4569006123390239,3.531771077862786e-20,4.1791903884562605e-28,3.4028198823340356e-16,7.277425850336689e-31,2.376893146769434e-34,4.5293894453646676e-05,1.1424063135392677e-21,6.682393285032839e-21,3.3151649508611627e-20,6.678242314377706e-20,2.000990873105971e-12,9.307686155606722e-21,6.83581991442663e-25,8.074728986726444e-16,2.933737320013297e-26,8.209767967701814e-32,1.990683034146467e-34,3.798755461568227e-32,1.2922382683050778e-06,1.589308755046546e-22,3.581243260492484e-33,1.1175931842086426e-22,-2.5497043523079268e-25,-1.0747091740591744e-22,1.9475454079075798e-29,1.1488799161360622e-30,7.335305431902237e-38,6.8716239126566e-42,2.2254745587180528e-37,5.55225817245036e-32,1.2544753695674566e-30,4.784717998158441e-35,-2.2105295381689318e-41,1.5504355621056445e-40,4.7186450682934885e-30,3.1011298277863373e-40,6.965881791273452e-38,6.692634678207919e-41,9.048266307128369e-41,2.133432270275116e-59,2.529907543516858e-60,3.103751867403852e-52,1.1637399900781126e-45,3.6058604962359424e-34,3.871482519483281e-67,2.507666993931171e-63,4.036016087249828e-67,1.770455461604442e-46,1.8127376221012243e-43,3.004990115813784e-67,2.0325189284146015e-73,9.652901465742525e-41,3.755030143382794e-33,4.1827945394154407e-35,9.1420137755727e-46
2.868292697752736e-11,0.0027932438568483804,0.0915567593028733,0.0,0.008173026116294453,0.45151822372780426,2.199388972255189e-22,0.4569006123389829,3.749314710840738e-20,4.679461879074932e-28,3.652556904060022e-16,8.655618375365497e-31,2.3913873970474685e-34,4.617184814262711e-05,1.1896739306915218e-21,6.760978646390062e-21,3.5128200996100553e-20,7.036123006587846e-20,2.041942733226495e-12,9.99079839863978e-21,6.98114463149676e-25,8.290070733211374e-16,3.2848862262171644e-26,9.368093516346323e-32,2.158234700866209e-34,4.518154974898694e-32,1.3187042234851012e-06,1.7149362854881869e-22,4.179250148414824e-33,-3.4901868727079074e-22,-2.5137658963634967e-25,3.533059519110409e-22,2.1682045965790867e-29,1.3349944104173055e-30,6.560145627596771e-38,6.743959975471462e-42,2.2117858437927065e-37,6.188345309425619e-32,1.3952328119986493e-30,-1.9667100748430943e-34,-1.6675825728517341e-41,1.5497157793483362e-40,5.478892007025244e-30,3.0995330314685786e-40,7.160212931377211e-38,7.18942769334992e-41,9.245382555822906e-41,2.844982970787325e-59,3.240347430826689e-60,3.598358059360618e-52,1.2098137995079845e-45,3.605793640355209e-34,5.1223097127058416e-67,3.222375342325454e-63,4.453086435736066e-67,2.171583958870788e-46,2.1234012538208625e-43,3.264131507650053e-67,2.1758907358065736e-73,9.437515752663698e-41,3.74355480189724e-33,4.1761815901971917e-35,9.28488847238808e-46
2.926029591926194e-11,0.0027932438568483804,0.0915567593028733,0.0,0.008172124645645732,0.4515177597610747,2.3669876446359806e-22,0.45690061233894186,3.9739341796452374e-20,5.22624854211113e-28,3.9137369973398394e-16,1.0255935146071735e-30,2.39571794655643e-34,4.7046855898943546e-05,1.2378937204479417e-21,6.835800958730338e-21,3.716310346217954e-20,7.40341917649988e-20,2.082888586999003e-12,1.0705212195502469e-20,7.1265076470892035e-25,8.502757540104986e-16,3.668681677789382e-26,1.0658052716199264e-31,2.3351981183035564e-34,5.353499663496341e-32,1.3451670749249863e-06,1.8472417662711232e-22,4.860752564949641e-33,-3.9991246466690115e-22,-2.5121377838081244e-25,4.042010728458726e-22,2.4073709564245326e-29,1.5458739847300037e-30,5.93625600025148e-38,6.65086830507306e-42,2.206966221978564e-37,6.881064828419861e-32,1.5476302284074337e-30,-2.2943494047642935e-34,-1.3122332453606683e-41,1.5489920019018906e-40,6.339779706763089e-30,3.098176474384217e-40,7.354430820689192e-38,7.70645917256202e-41,9.435550887422927e-41,3.770859159453518e-59,4.1275135638773267e-60,4.1566015984175586e-52,1.2550866278765137e-45,3.6057499116003107e-34,6.735334403392218e-67,4.12140522428666e-63,4.901360921156753e-67,2.651075357225727e-46,2.478278878245595e-43,3.5438324805024225e-67,2.3285700643701285e-73,9.274070443640807e-41,3.738724406459063e-33,4.177943589084348e-35,9.52308902637259e-46
2.983766486099652e-11,0.0027932438568483804,0.0915567593028733,0.0,0.008171226165711695,0.4515172972912493,2.5432215472465683e-22,0.45690061233890095,4.205610439522515e-20,5.822598162854609e-28,4.1865065993623745e-16,1.2107987683364078e-30,2.3837047351952407e-34,4.7918876034585454e-05,1.2870653488869296e-21,6.906918761930963e-21,3.925575959041889e-20,7.780015628378059e-20,2.1238284495462532e-12,1.1451328199259701e-20,7.271900087845737e-25,8.712617624957967e-16,4.087262437766817e-26,1.2090937072808364e-31,2.521805132355547e-34,6.32024609485444e-32,1.3716268323551013e-06,1.986389662657753e-22,5.635143543008541e-33,7.050981653205418e-22,-2.6156505482827746e-25,-7.008010210449714e-22,2.665996458097049e-29,1.7840846017467677e-30,5.460623317384313e-38,6.55971368207541e-42,2.2104831068672083e-37,7.633892092645953e-32,1.7122487011048438e-30,2.862111025531776e-34,-1.219545402973409e-41,1.548290158259415e-40,7.31168452126408e-30,3.0970449859192417e-40,7.548533353822478e-38,8.243705289817581e-41,9.618740575768333e-41,4.968704099088411e-59,5.229789420949866e-60,4.784650459228072e-52,1.2994556896540455e-45,3.6057257286156968e-34,8.803503333801351e-67,5.247304684911e-63,5.3828087961106476e-67,3.221803601345e-46,2.8823334152603163e-43,3.849137430323089e-67,2.4922558965179426e-73,9.116132408927169e-41,3.739002055630763e-33,4.186522488786702e-35,9.753949114061417e-46
3.04150338027311e-11,0.0027932438568483804,0.0915567593028733,0.0,0.00817033071750047,0.4515168363388275,2.7283051632971202e-22,0.45690061233886,4.4443189954766996e-20,6.4716653147531265e-28,4.471000495753322e-16,1.4244503709870273e-30,2.379354886321948e-34,4.878786753157301e-05,1.3371884837848529e-21,6.974392732536763e-21,4.1405518917545373e-20,8.165789829741764e-20,2.1647623361979728e-12,1.2229515195029492e-20,7.417313137202829e-25,8.91949078316503e-16,4.542842173205715e-26,1.367866182153642e-31,2.7182810020572178e-34,7.435477409990524e-32,1.398083505640823e-06,2.1325412670179243e-22,6.512613924509467e-33,1.8843133408029147e-22,-2.560386226486693e-25,-1.8414062863840872e-22,2.9450404120994525e-29,2.052377499329345e-30,5.14484534253259e-38,6.351856856557586e-42,2.229721660616846e-37,8.450393928012745e-32,1.8896717149746423e-30,1.4959671729531935e-34,-1.0467875158550249e-41,1.5476456992381707e-40,8.405728331418967e-30,3.095473855855639e-40,7.742535915799765e-38,8.801119454427998e-41,9.794980760464404e-41,6.509797113840169e-59,6.592678377871131e-60,5.489058109516463e-52,1.3428251482459227e-45,3.6057409872963726e-34,1.1440582650095301e-66,6.651221001164308e-63,5.898644757212571e-67,3.898350836948431e-46,3.3409210000022992e-43,4.173979310498519e-67,2.6645326049323426e-73,8.980576875513877e-41,3.748566468798639e-33,4.2066956051651085e-35,9.816530104361353e-46
