Time (s),Volume (m^3),Ne,N2,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(41),COX(42),CHOX(51),CH2O2X(43),CH3OX(38),CH3X(25),CH4(24),CH4X(158),SX(46),CH3O2X(40),SX(93),SX(44),SX(115)
1.7848821645572563e-11,0.0007926750507772021,0.0,0.0,0.002004542208166079,0.7998886001635507,0.09999421329930447,0.09999999984597124,1.669849355517441e-19,2.0123785200094805e-34,9.10691920075014e-22,1.1138735958728183e-39,1.1330959517698927e-55,6.869447754801675e-05,3.2049532746040764e-17,2.823791805357957e-20,9.429101933762766e-24,5.786546210730261e-06,1.5402871005824934e-10,1.7906837814168567e-20,5.835715216674492e-22,5.09211044532087e-25,1.0490417013888261e-29,5.799562830791005e-38,5.827796809676653e-40,1.9863674198943424e-42,7.705259767406369e-05,1.544846719919712e-10,4.2566154340924505e-19,1.9495422354227074e-27,2.2167252148329788e-39,1.3255700757863334e-46,4.899826385963964e-50,9.059484897770782e-50,1.394149399974793e-60,1.9025117546079416e-40,1.9848035921883675e-74,1.6680519314233802e-59,1.7227494696689781e-75
1.7942868458364752e-11,0.0007926750507772021,0.0,0.0,0.0020038149337214773,0.7998880423270018,0.09999421222338241,0.09999999984602714,1.6930510552251582e-19,2.0582911766001745e-34,9.246007689971944e-22,1.1574805993306468e-39,1.1852657174799474e-55,6.903120160695498e-05,3.2304388589704057e-17,2.8744354580708935e-20,9.595797138578738e-24,5.787622188992059e-06,1.5397282176661562e-10,1.811120705267412e-20,5.863725777716207e-22,5.117724070710463e-25,1.0724551572567898e-29,5.963141673498748e-38,5.946161794210805e-40,2.0641393369751018e-42,7.744207219354732e-05,1.5442847794891575e-10,4.2998280800619187e-19,1.9821396824504364e-27,2.290281474376896e-39,1.3703250479833987e-46,5.119049115425738e-50,9.464800980966806e-50,1.4404882994930184e-60,1.94163785365186e-40,2.076993449317585e-74,1.732065574379112e-59,1.8111674728902454e-75
1.8036915271156942e-11,0.0007926750507772021,0.0,0.0,0.0020030881284954735,0.7998874847773338,0.09999421120755049,0.09999999984608299,1.7166578135567598e-19,2.1049817176325435e-34,9.386444968613654e-22,1.2025330662919301e-39,1.239512634199186e-55,6.9367681171132e-05,3.255962641302512e-17,2.871445931608179e-20,9.764559489623845e-24,5.788638077053995e-06,1.5391696956112595e-10,1.831661235674533e-20,5.891708487851657e-22,5.143319015692368e-25,1.0962507323433755e-29,6.130348588974974e-38,6.0662601166736425e-40,2.1444895347176646e-42,7.783138207932175e-05,1.543723212027533e-10,4.343239270389092e-19,2.0150842899052965e-27,2.3658421220572043e-39,1.4163212514844809e-46,5.346759519446777e-50,9.885809049118727e-50,1.4880856511876298e-60,1.981344443646865e-40,2.172969888772277e-74,1.798111606388944e-59,1.9035696022489789e-75
1.813096208394913e-11,0.0007926750507772021,0.0,0.0,0.0020023617909846526,0.7998869275143224,0.0999942102506532,0.09999999984613882,1.740019184603997e-19,2.152458692848385e-34,9.528236377792996e-22,1.2490702039182392e-39,1.2959064202718992e-55,6.970391648691943e-05,3.281675813470869e-17,2.865043689611112e-20,9.935415837105219e-24,5.789595030484481e-06,1.5386115332387614e-10,1.852305123986369e-20,5.919663386983947e-22,5.16889529932091e-25,1.1204323042067442e-29,6.301241885528394e-38,6.188107135606519e-40,2.2274879597541975e-42,7.822052743285989e-05,1.5431620161802483e-10,4.386848736916231e-19,2.0483774845833876e-27,2.4434497798078356e-39,1.4635855538033596e-46,5.583234984027629e-50,1.0323021904404447e-49,1.5369678948848525e-60,2.021636742901252e-40,2.272867986804624e-74,1.8662405080454258e-59,2.0001103680857232e-75
1.822500889674132e-11,0.0007926750507772021,0.0,0.0,0.0020016359197083835,0.7998863705377435,0.09999420935155671,0.09999999984619459,1.7638878157515963e-19,2.200730693630362e-34,9.671387243316862e-22,1.2971320443743628e-39,1.354518694687015e-55,7.003990780001815e-05,3.3074050874822996e-17,2.9097547495836876e-20,1.010838599272541e-23,5.79049418304152e-06,1.5380537294113537e-10,1.8730521226095384e-20,5.947590514910797e-22,5.194452940594739e-25,1.145003764097694e-29,6.475880441986292e-38,6.311718249857714e-40,2.3132060309424617e-42,7.860950835533547e-05,1.5426011906139137e-10,4.430656211865967e-19,2.0820206860984255e-27,2.5231477157022274e-39,1.5121452369427206e-46,5.828760277636393e-50,1.077696598972985e-49,1.5871618595259814e-60,2.06251998375886e-40,2.3768268976465655e-74,1.9365036364293663e-59,2.1009492968391088e-75
1.831905570953351e-11,0.0007926750507772021,0.0,0.0,0.002000910513208394,0.7998858138473733,0.09999420850914871,0.09999999984625033,1.7881057054873292e-19,2.249806352934255e-34,9.815902875719492e-22,1.346759457064785e-39,1.4154230167341351e-55,7.037565535546316e-05,3.333186411973852e-17,2.906688117225133e-20,1.0283470116720575e-23,5.791336647084407e-06,1.537496283015196e-10,1.8939019850142517e-20,5.9754899113255355e-22,5.219991958459448e-25,1.1699690168597614e-29,6.654323709440144e-38,6.437108898270219e-40,2.4017166612119882e-42,7.899832494762758e-05,1.5420407340159522e-10,4.474661427840419e-19,2.1160153069013457e-27,2.6049798496297963e-39,1.5620280010887705e-46,6.083627696639561e-50,1.1248181667348751e-49,1.638694766335108e-60,2.103999412491094e-40,2.4849899536653374e-74,2.0089532325673055e-59,2.2062510618323553e-75
1.84131025223257e-11,0.0007926750507772021,0.0,0.0,0.002000185570048351,0.7998852574429897,0.09999420772233783,0.09999999984630605,1.8121384171653793e-19,2.2996943452217825e-34,9.961788570300433e-22,1.3979941609716712e-39,1.4786949262250004e-55,7.071115939763297e-05,3.3591406523704893e-17,2.9058977628707565e-20,1.046069562778826e-23,5.79212351397723e-06,1.5369391929252574e-10,1.9148544657377996e-20,6.0033616158179e-22,5.245512371807844e-25,1.1953319808618567e-29,6.836631712932507e-38,6.564294559369143e-40,2.4930942795916658e-42,7.938697731032482e-05,1.5414806450942133e-10,4.51886411782032e-19,2.150362752300012e-27,2.6889907589797024e-39,1.6132619683107394e-46,6.348137219379815e-50,1.1737223501396718e-49,1.6915942319638515e-60,2.1460802891893215e-40,2.597504767388374e-74,2.0836424288354073e-59,2.3161856166169547e-75
1.850714933511789e-11,0.0007926750507772021,0.0,0.0,0.001999461088813458,0.7998847013243698,0.0999942069900533,0.09999999984636171,1.836678025886842e-19,2.3504033863940813e-34,1.0109049607162512e-21,1.4508787370949062e-39,1.5444119842860828e-55,7.104642017025952e-05,3.385112713949842e-17,2.9450500810142816e-20,1.0640080497357061e-23,5.792855854484598e-06,1.53638245805599e-10,1.935909320390568e-20,6.031205667874877e-22,5.271014199479332e-25,1.221096587943653e-29,7.022865053205307e-38,6.693290751052718e-40,2.587414853419722e-42,7.977546554372991e-05,1.540920922576595e-10,4.563264015164145e-19,2.1850644204790252e-27,2.7752256843366366e-39,1.665875686265564e-46,6.622596665028114e-50,1.2244660544366516e-49,1.745888271632784e-60,2.1887678876578784e-40,2.7145233353962012e-74,2.160625256320356e-59,2.4309283309025904e-75
1.860119614791008e-11,0.0007926750507772021,0.0,0.0,0.001998737068110048,0.7998841454912926,0.09999420631124455,0.09999999984641736,1.8615165129130117e-19,2.4019422337258437e-34,1.0257691251249638e-21,1.505456640994665e-39,1.6126538147276438e-55,7.138143791643352e-05,3.411148701033449e-17,2.942506967719014e-20,1.0821626616669062e-23,5.793534719160457e-06,1.5358260773404466e-10,1.9570663056594185e-20,6.059022106881627e-22,5.296497460262227e-25,1.2472667833191982e-29,7.213084908408504e-38,6.824113030283965e-40,2.6847559107369606e-42,8.016378974786351e-05,1.5403615652106725e-10,4.607860853607268e-19,2.22012170251962e-27,2.8637305351841752e-39,1.7198981319089182e-46,6.907321845576287e-50,1.2771076627553186e-49,1.8016053023037863e-60,2.2320674953074783e-40,2.8362021441599664e-74,2.239956652126563e-59,2.5506601291110495e-75
1.869524296070227e-11,0.0007926750507772021,0.0,0.0,0.0019980135065651963,0.7998835899435368,0.09999420568488088,0.09999999984647295,1.8862322224734843e-19,2.4543196858000237e-34,1.0407718752384465e-21,1.5617722154357453e-39,1.6835021459906546e-55,7.171621287861307e-05,3.437341422211693e-17,2.946289021922786e-20,1.1005361534030508e-23,5.794161138729168e-06,1.5352700497048747e-10,1.9783251793100523e-20,6.08681097212226e-22,5.321962172893889e-25,1.2738465255129834e-29,7.407353035758099e-38,6.956776992782276e-40,2.7851965628618622e-42,8.055195002246874e-05,1.5398025717633343e-10,4.652654367261092e-19,2.2555359824196587e-27,2.954551895615338e-39,1.775358715210806e-46,7.202636726807698e-50,1.3317070655497092e-49,1.85877414582642e-60,2.275984413049002e-40,2.9627022778202592e-74,2.321692466627486e-59,2.675567631585512e-75
1.878928977349446e-11,0.0007926750507772021,0.0,0.0,0.001997290402826331,0.7998830346808824,0.09999420510995102,0.09999999984652853,1.9114462728485312e-19,2.5075445824431695e-34,1.0559137345306038e-21,1.619870703134261e-39,1.7570408536775418e-55,7.205074529863297e-05,3.4635553411738465e-17,2.980404862077864e-20,1.1191301512051475e-23,5.794736124459316e-06,1.53471437411225e-10,1.999685700191381e-20,6.114572302780623e-22,5.347408356060425e-25,1.3008397863031626e-29,7.60573177325328e-38,7.091298272718419e-40,2.888817527148653e-42,8.093994646701487e-05,1.5392439410204244e-10,4.697644290612234e-19,2.2913086371136963e-27,3.047737030054622e-39,1.8322872828761575e-46,7.508873592975306e-50,1.388325690445252e-49,1.917424032083921e-60,2.3205239551878866e-40,3.094189527898959e-74,2.4058894706707945e-59,2.805843298484694e-75
1.8883336586286648e-11,0.0007926750507772021,0.0,0.0,0.001996567755560855,0.7998824797031092,0.09999420458546276,0.09999999984658406,1.936916604840062e-19,2.5616258046613895e-34,1.071195224970723e-21,1.6797982596071245e-39,1.8333560036718093e-55,7.238503541770984e-05,3.489842712921753e-17,2.978842645598808e-20,1.1379450406566019e-23,5.7952606685309095e-06,1.534159049540205e-10,2.021147628237398e-20,6.1423061379411975e-22,5.372836028398684e-25,1.3282505506290514e-29,7.808284041349053e-38,7.227692542410051e-40,2.995701149929072e-42,8.132777918070161e-05,1.5386856717863905e-10,4.742830358521682e-19,2.3274410364931328e-27,3.143333888986974e-39,1.8907141220713425e-46,7.826373205613066e-50,1.4470265324909769e-49,1.977584602168876e-60,2.365691449318903e-40,3.230834505030182e-74,2.4926053627263616e-59,2.941685576400809e-75
1.8977383399078838e-11,0.0007926750507772021,0.0,0.0,0.001995845563455777,0.7998819250099981,0.09999420411044269,0.09999999984663957,1.9623254026017341e-19,2.6165722745768637e-34,1.0866168670272134e-21,1.741601966123503e-39,1.9125358958479566e-55,7.271908347645037e-05,3.516271635872343e-17,2.986198930794672e-20,1.1569835492272875e-23,5.795735744395285e-06,1.5336040749635558e-10,2.0427107244685173e-20,6.170012516589818e-22,5.3982452084963405e-25,1.3560828165300157e-29,8.015073344586996e-38,7.365975512017424e-40,3.1059314296364145e-42,8.171544826246285e-05,1.5381277628839395e-10,4.788212306223976e-19,2.36393454342643e-27,3.2413911146939257e-39,1.950669964154959e-46,8.1554849714464365e-50,1.5078741848198879e-49,2.039285911530649e-60,2.4114922362213282e-40,3.3728127527043795e-74,2.581898775976354e-59,3.0832990477325744e-75
1.9071430211871027e-11,0.0007926750507772021,0.0,0.0,0.001995123825217344,0.7998813706013304,0.09999420368393569,0.09999999984669503,1.9882174021396535e-19,2.672392955364955e-34,1.102179179671334e-21,1.8053298427589558e-39,1.994671108377915e-55,7.305288971485992e-05,3.5427263180506346e-17,3.0158896600394646e-20,1.1762471566053432e-23,5.796162307128211e-06,1.5330494493907743e-10,2.0643747509944347e-20,6.197691477614434e-22,5.423635914891796e-25,1.3843405950867182e-29,8.226163773281002e-38,7.506162929242334e-40,3.219594040113103e-42,8.210295381097041e-05,1.5375702131536956e-10,4.833789869326401e-19,2.4007905137793997e-27,3.341958047000569e-39,2.0121859884134383e-46,8.496567113023585e-50,1.5709348697202428e-49,2.1025584331256675e-60,2.457931669754695e-40,3.520304863012396e-74,2.673829285356037e-59,3.2308945828433183e-75
1.9165477024663217e-11,0.0007926750507772021,0.0,0.0,0.0019944025395706878,0.7998808164768879,0.09999420330500478,0.09999999984675044,2.0143319794458225e-19,2.729096851191934e-34,1.117882680380909e-21,1.8710308615525493e-39,2.0798545426386737e-55,7.338645437234745e-05,3.569261567900975e-17,3.015611278980768e-20,1.1957364526342351e-23,5.796541293776664e-06,1.5324951718419592e-10,2.0861394710146956e-20,6.22534305980596e-22,5.449008166075954e-25,1.4130279103327033e-29,8.441620005155049e-38,7.648270579027445e-40,3.3367763541023056e-42,8.249029592463807e-05,1.537013021453875e-10,4.879562783808167e-19,2.438010296435558e-27,3.445084729028961e-39,2.0752938258021456e-46,8.849986834575555e-50,1.6362764701205293e-49,2.1674330605951216e-60,2.5050151167549265e-40,3.67349659448452e-74,2.768457414534273e-59,3.3846894950442615e-75
1.9259523837455407e-11,0.0007926750507772021,0.0,0.0,0.001993681705259468,0.7998802626364532,0.09999420297273054,0.09999999984680584,2.0404424989795494e-19,2.7866930071532154e-34,1.1337278851440326e-21,1.9387549597661767e-39,2.1681814687226915e-55,7.371977768773356e-05,3.5959246650210446e-17,3.0256451816435617e-20,1.2154541041775484e-23,5.796873623698746e-06,1.5319412413378327e-10,2.1080046488190954e-20,6.252967301858954e-22,5.47436198049222e-25,1.4421487991955022e-29,8.661507306947902e-38,7.792314283256108e-40,3.4575674669222523e-42,8.287747470162496e-05,1.536456186659953e-10,4.925530786019632e-19,2.4755952333165304e-27,3.550821912958601e-39,2.140025562690489e-46,9.216120496900399e-50,1.7039685614909195e-49,2.2339411114130133e-60,2.552747956930872e-40,3.832578992014286e-74,2.8658446428343454e-59,3.5449076984339317e-75
1.9353570650247596e-11,0.0007926750507772021,0.0,0.0,0.001992961321045536,0.7998797090798093,0.09999420268621098,0.09999999984686118,2.0670164525280415e-19,2.8451905092121854e-34,1.1497153084627667e-21,2.008553053246835e-39,2.259749571557438e-55,7.405285989925812e-05,3.6226187691899347e-17,3.0515558658942525e-20,1.2354014748777144e-23,5.797160198897227e-06,1.5313876569295668e-10,2.129970049789168e-20,6.280564242372351e-22,5.499697376536613e-25,1.471707311436249e-29,8.885891536067313e-38,7.938309900455135e-40,3.5820582203245834e-42,8.326449023983944e-05,1.535899707664345e-10,4.971693612681498e-19,2.513546659402518e-27,3.6592210657971195e-39,2.2064137446116437e-46,9.595353794111864e-50,1.774082444163947e-49,2.3021143300403164e-60,2.601135582761407e-40,3.997748508851468e-74,2.9660534121024224e-59,3.7117798686245663e-75
1.9447617463039786e-11,0.0007926750507772021,0.0,0.0,0.0019922413857085927,0.7998791558067395,0.09999420244456117,0.09999999984691653,2.093788230432919e-19,2.9045984841395994e-34,1.1658454633568227e-21,2.080477049892049e-39,2.3546589976384122e-55,7.43857012445853e-05,3.649398305260758e-17,3.0527209484930203e-20,1.2555793534920675e-23,5.797401904347028e-06,1.5308344176777438e-10,2.152035440397635e-20,6.308133919850271e-22,5.525014372559288e-25,1.5017075095653793e-29,9.114839142194219e-38,8.086273325497951e-40,3.710341226537048e-42,8.365134263694248e-05,1.5353435833760933e-10,5.018051000884033e-19,2.5518659027528148e-27,3.770334375156916e-39,2.2744913800173747e-46,9.988081926747189e-50,1.8466911760771675e-49,2.3719848911034914e-60,2.6501833993929022e-40,4.169207130767044e-74,3.069147133512961e-59,3.8855436063964983e-75
1.9541664275831975e-11,0.0007926750507772021,0.0,0.0,0.001991521898045855,0.7998786028170279,0.09999420224691276,0.0999999998469718,2.1206078890359034e-19,2.964926099453483e-34,1.1821188613672374e-21,2.1545798632177153e-39,2.4530124023774322e-55,7.471830196081119e-05,3.6762937232503165e-17,3.064670239770739e-20,1.2759903219754822e-23,5.797599608316285e-06,1.5302815226463995e-10,2.1742005882079366e-20,6.335676372702652e-22,5.550312986864517e-25,1.5321534687854197e-29,9.348417168862296e-38,8.236220489308434e-40,3.8425108924892955e-42,8.403803199035116e-05,1.5347878127205591e-10,5.064602688086298e-19,2.590554284526362e-27,3.884214755038811e-39,2.344291944036614e-46,1.0394709783657293e-49,1.92186960594059e-49,2.4435854025428284e-60,2.699896824537114e-40,4.347162502374216e-74,3.1751901943128453e-59,4.0664436043111897e-75
1.9635711088624165e-11,0.0007926750507772021,0.0,0.0,0.001990802856871736,0.7998780501104594,0.09999420209241393,0.09999999984702707,2.147868563656389e-19,3.0261825633595967e-34,1.1985360125600378e-21,2.2309154260291584e-39,2.5549149980726167e-55,7.505066228447082e-05,3.7032256269657626e-17,3.087433963890619e-20,1.2966356601929577e-23,5.797754162681374e-06,1.5297289709268448e-10,2.1964652618744846e-20,6.363191639245973e-22,5.575593237710961e-25,1.5630492769293807e-29,9.586693255080522e-38,8.388167358567506e-40,3.9786634442231546e-42,8.44245583972422e-05,1.5342323946391177e-10,5.111348412115385e-19,2.629613119002357e-27,4.0009158516252397e-39,2.415849382238445e-46,1.0815652125064379e-49,1.9996944068315746e-49,2.516948908769931e-60,2.750281288369611e-40,4.531828055590467e-74,3.2842479645101993e-59,4.254731816314777e-75
1.9729757901416355e-11,0.0007926750507772021,0.0,0.0,0.001990084261017523,0.7998774976868185,0.09999420198022889,0.0999999998470823,2.1753105532803015e-19,3.088377124692438e-34,1.2150974255298947e-21,2.3095387041954684e-39,2.6604746025040874e-55,7.538278245154304e-05,3.730245878580705e-17,3.090083318042211e-20,1.317516340706864e-23,5.797866403236215e-06,1.5291767616182546e-10,2.2188292311411555e-20,6.390679757703998e-22,5.600855143312943e-25,1.5943990343804746e-29,9.829735636905246e-38,8.54212993542007e-40,4.11889695148753e-42,8.481092195455531e-05,1.533677328088862e-10,5.158287911165645e-19,2.6690437136008958e-27,4.120492049078974e-39,2.48919811439979e-46,1.125133376308531e-49,2.080244110219974e-49,2.592108893845946e-60,2.801342233428572e-40,4.7234231403492294e-74,3.3963868034977586e-59,4.450667630373785e-75
1.9823804714208544e-11,0.0007926750507772021,0.0,0.0,0.001989366109331066,0.7998769455458912,0.0999942019095376,0.09999999984713748,2.2028458587727323e-19,3.1515190728567317e-34,1.2318036074037636e-21,2.390505710526477e-39,2.7698016881574273e-55,7.571466269745782e-05,3.757371857047832e-17,3.1033305271223237e-20,1.3386348455603065e-23,5.797937149995489e-06,1.5286248938254742e-10,2.2412922668400126e-20,6.418140766208394e-22,5.626098721840467e-25,1.6262068540161257e-29,1.0077613148995143e-37,8.698124257182813e-40,4.2633113525167614e-42,8.51971227589963e-05,1.533122612042311e-10,5.205420923797943e-19,2.7088473689036446e-27,4.2429984753487837e-39,2.5643730382766342e-46,1.1702189750668016e-49,2.1635991404262677e-49,2.6690992846299457e-60,2.853085114514011e-40,4.922173157538856e-74,3.511674066613527e-59,4.654518044173447e-75
1.9917851527000734e-11,0.0007926750507772021,0.0,0.0,0.0019886484006764703,0.7998763936874632,0.09999420187953555,0.09999999984719264,2.230798879386262e-19,3.2156177377694593e-34,1.2486550638445226e-21,2.4738735187531586e-39,2.8830094320813427e-55,7.604630325710257e-05,3.7845396606725913e-17,3.123535229317771e-20,1.3599924013455657e-23,5.797967207492214e-06,1.5280733666776125e-10,2.2638541408904676e-20,6.445574702799423e-22,5.651323991419565e-25,1.6584768611455982e-29,1.0330395226202218e-37,8.856166396054553e-40,4.412008478993881e-42,8.558316090704058e-05,1.5325682454871227e-10,5.25274718893891e-19,2.7490253786745578e-27,4.368491007983956e-39,2.641409533379423e-46,1.2168665571166156e-49,2.249841849515377e-49,2.747954453939053e-60,2.905515398587514e-40,5.12830969415703e-74,3.6301781116433003e-59,4.86655784391164e-75
2.0011898339792923e-11,0.0007926750507772021,0.0,0.0,0.0019879311339337916,0.7998758421113216,0.09999420188943338,0.09999999984724775,2.2589237793828053e-19,3.2806824898024003e-34,1.265652299054592e-21,2.5597002776114357e-39,3.0002137663832343e-55,7.637770436482706e-05,3.8117971467499625e-17,3.127620784009099e-20,1.381590143133858e-23,5.79795736506984e-06,1.5275221793106157e-10,2.286514626296943e-20,6.472981605426632e-22,5.676530970133403e-25,1.6912131934335043e-29,1.0588151905113205e-37,9.016272458826926e-40,4.5650920811986914e-42,8.596903649493615e-05,1.5320142274258137e-10,5.300266445880207e-19,2.7895790298806097e-27,4.4970262799540043e-39,2.7203434647527966e-46,1.265121732641823e-49,2.33905655262893e-49,2.828709223725422e-60,2.9586385646723503e-40,5.3420706607929205e-74,3.751968305255728e-59,5.087069786230533e-75
2.0105945152585113e-11,0.0007926750507772021,0.0,0.0,0.001987214307998751,0.7998752908172528,0.09999420193845664,0.09999999984730285,2.2871806455446394e-19,3.3467227397251367e-34,1.2827958157795506e-21,2.6480452250288207e-39,3.1215334293650306e-55,7.670886625445039e-05,3.8391519446286245e-17,3.1416874545793385e-20,1.4034304465361785e-23,5.797908397168648e-06,1.5269713308677465e-10,2.309273497146857e-20,6.500361511949458e-22,5.7017196760223e-25,1.724420000844702e-29,1.0850953825580142e-37,9.178458586596126e-40,4.722667853339701e-42,8.63547496187068e-05,1.5314605568754845e-10,5.347978434277783e-19,2.8305096027125614e-27,4.6286616854751874e-39,2.8012111867586425e-46,1.3150311932784065e-49,2.4313295637586764e-49,2.9113988682244317e-60,3.0124601037540177e-40,5.56370043140802e-74,3.8771150293733237e-59,5.3163447833162445e-75
2.0199991965377303e-11,0.0007926750507772021,0.0,0.0,0.0019864979217824315,0.7998747398050449,0.09999420202584552,0.09999999984735788,2.3158324623282824e-19,3.413747938648582e-34,1.3000861153117367e-21,2.7389687024146756e-39,3.2470900173056354e-55,7.703978915926646e-05,3.8665535002414633e-17,3.1598554340947013e-20,1.4255145113233798e-23,5.79782106360681e-06,1.5264208205137585e-10,2.3321305286088156e-20,6.527714460137887e-22,5.726890127084161e-25,1.7581014455815716e-29,1.1118872232280207e-37,9.342740954476967e-40,4.8848434590712666e-42,8.674030037415515e-05,1.5309072328675467e-10,5.395882894151151e-19,2.871818370605745e-27,4.7634553858452234e-39,2.8840495468630894e-46,1.3666427317451744e-49,2.5267492319637734e-49,2.996059117116678e-60,3.0669855186812788e-40,5.793449985409327e-74,4.005689687482733e-59,5.554682091200731e-75
2.0294038778169492e-11,0.0007926750507772021,0.0,0.0,0.0019857819742110034,0.7998741890744858,0.09999420215085457,0.09999999984741291,2.3446524247220617e-19,3.481767577968984e-34,1.3175236974938426e-21,2.8325321690539693e-39,3.37700803689349e-55,7.737047331204933e-05,3.894044863998507e-17,3.1652697941121734e-20,1.4478436108377324e-23,5.797696109856257e-06,1.52587064741961e-10,2.3550854969295684e-20,6.555040487673111e-22,5.75204234127539e-25,1.7922617020110426e-29,1.1391978976227686e-37,9.509135771317253e-40,5.051728557195773e-42,8.712568885686573e-05,1.5303542544474587e-10,5.443979565882675e-19,2.913506600260868e-27,4.90146631528289e-39,2.9688958894274896e-46,1.420005261418996e-49,2.6254059780346384e-49,3.082726158702874e-60,3.122220324067568e-40,6.0315770521286345e-74,4.13776471087586e-59,5.802389501308276e-75
2.0388085590961682e-11,0.0007926750507772021,0.0,0.0,0.001985066464225441,0.7998736386253639,0.09999420231275237,0.09999999984746788,2.373636453619087e-19,3.5507911893123847e-34,1.335109060722499e-21,2.9287982166040707e-39,3.511414958311833e-55,7.77009189450592e-05,3.921626700837736e-17,3.179800838769716e-20,1.4704200146792298e-23,5.7975342673131784e-06,1.525320810764711e-10,2.378138179431307e-20,6.582339632148086e-22,5.777176336510971e-25,1.826904956610117e-29,1.1670346516280378e-37,9.677659279413432e-40,5.2234348275499916e-42,8.751091516220771e-05,1.5298016206744655e-10,5.492268190216842e-19,2.9555755516648388e-27,5.0427541867742965e-39,3.0557880595024974e-46,1.4751688366555067e-49,2.7273923316061057e-49,3.171436643051627e-60,3.178170046192835e-40,6.278346257672348e-74,4.273413564825689e-59,6.059783535276832e-75
2.048213240375387e-11,0.0007926750507772021,0.0,0.0,0.0019843513907812503,0.7998730884574683,0.09999420251082133,0.09999999984752284,2.4029942279353897e-19,3.6208283444795676e-34,1.352842701951846e-21,3.0278305836953073e-39,3.650441268982977e-55,7.803112629004807e-05,3.949259653702323e-17,3.196379294281126e-20,1.4932449170463715e-23,5.797336253563496e-06,1.5247713097474773e-10,2.401288354509024e-20,6.609611931068193e-22,5.802292130664919e-25,1.8620354079031892e-29,1.1954047920668612e-37,9.848327754228277e-40,5.400075997076952e-42,8.789597938533809e-05,1.5292493306213416e-10,5.540748508259564e-19,2.9980264781115963e-27,5.1873794979266706e-39,3.1447644066258726e-46,1.5321846731144668e-49,2.832802968722533e-49,3.2622276851624315e-60,3.2348402229058733e-40,6.534029274142891e-74,4.412710754699015e-59,6.327189643089689e-75
2.057617921654606e-11,0.0007926750507772021,0.0,0.0,0.0019836367528482,0.7998725385705885,0.09999420274435745,0.09999999984757776,2.432520741381149e-19,3.6918886553914647e-34,1.3707251166970995e-21,3.129694170635117e-39,3.794220527974819e-55,7.836109557826441e-05,3.97698167134028e-17,3.202981343652355e-20,1.516319704965061e-23,5.797102772643393e-06,1.5242221435721666e-10,2.4245358016268438e-20,6.636857421851833e-22,5.827389741571063e-25,1.8976572663922534e-29,1.2243156868479097e-37,1.0021157504108993e-39,5.5817678660830004e-42,8.82808816212043e-05,1.5286973833741419e-10,5.589420261477467e-19,3.0408606262229613e-27,5.3354035368268155e-39,3.235863788623914e-46,1.5911051681124038e-49,2.941734749857596e-49,3.3551368681378385e-60,3.2922364035270087e-40,6.798904971344582e-74,4.555731831998633e-59,6.604942404559934e-75
2.067022602933825e-11,0.0007926750507772021,0.0,0.0,0.001982922549410054,0.7998719889645141,0.09999420301266997,0.09999999984763264,2.462237449074805e-19,3.7639817740349976e-34,1.388756799038105e-21,3.234455054215395e-39,3.942889421072521e-55,7.86908270404591e-05,4.0047886859561995e-17,3.217724696857481e-20,1.53964654755127e-23,5.796834515294802e-06,1.5236733114522012e-10,2.4478803013147134e-20,6.664076141830988e-22,5.852469187023154e-25,1.9337747545029188e-29,1.2537747651137097e-37,1.0196164870006659e-39,5.768628334679359e-42,8.86656219645471e-05,1.528145778031954e-10,5.638283191697198e-19,3.0840792359694866e-27,5.4868883879060056e-39,3.3291255754158054e-46,1.6519839216691106e-49,3.054286758391434e-49,3.450202246330502e-60,3.350364148751226e-40,7.073259570932765e-74,4.702553400339079e-59,6.89338573419802e-75
