Time (s),Volume (m^3),Ne,N2,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(41),COX(42),CHOX(51),CH2O2X(43),CH3OX(38),CH3X(25),CH4(24),CH4X(158),SX(46),CH3O2X(40),SX(93),SX(44),SX(115)
5.2539851610135945e-08,0.0007926750507772021,0.0,0.0,8.660652608722515e-05,0.798808579382184,0.09999974743895573,0.09999999999275688,5.866969593125499e-13,1.2628674684422242e-22,2.260518213398946e-15,6.288211375740769e-23,2.372802532031112e-36,0.0017555928530778317,1.832572956276036e-17,7.298065476174177e-19,7.260721361291605e-18,2.5255496289225537e-07,6.654127459521577e-12,1.6941315530388076e-16,8.9739467304597e-21,1.3238572505491514e-23,1.5326705009355105e-20,2.1276825812144935e-26,3.737445066553528e-32,2.5275916358310366e-26,0.0003136241907084319,6.654451031860846e-12,1.2789023651036895e-14,3.0173126498548907e-22,4.648854538638438e-25,5.945594886941176e-35,8.521488213080773e-33,5.228525804070514e-33,1.1041575357720397e-46,1.2779035898078483e-32,6.751091383126058e-54,4.941305223448614e-47,9.464206401396903e-55
5.264314328367986e-08,0.0007926750507772021,0.0,0.0,8.650659738211349e-05,0.798808717728801,0.09999974773040143,0.09999999999276292,5.883351460845132e-13,1.2705274485973348e-22,2.266493977789265e-15,6.332555543237056e-23,2.392349706772489e-36,0.001756069986628861,1.830439859720008e-17,7.220341407964364e-19,7.272599718433322e-18,2.522635264912595e-07,6.646449766700986e-12,1.6966271370557178e-16,8.975366036378654e-21,1.3242149660712804e-23,1.538711661740281e-20,2.1372403578091296e-26,3.748343599925593e-32,2.5412768217251138e-26,0.0003132472773142218,6.6467728448224035e-12,1.2816954456759298e-14,3.0217981824141775e-22,4.678671386637823e-25,5.963866565302901e-35,8.574552948681891e-33,5.252728170974686e-33,1.1117701389959878e-46,1.2816300245437336e-32,6.808535179071747e-54,4.966765038712663e-47,9.544766096679092e-55
5.274643495722377e-08,0.0007926750507772021,0.0,0.0,8.640702005707058e-05,0.7988088555770045,0.09999974802082226,0.09999999999276893,5.899710083075922e-13,1.2782175562309258e-22,2.2724723066570497e-15,6.377110777490061e-23,2.412013473530415e-36,0.0017565454185433467,1.8283706742886746e-17,6.943932238308181e-19,7.284446448190881e-18,2.519731149115656e-07,6.638799085819812e-12,1.6991205192478778e-16,8.976779959755872e-21,1.3245714048319478e-23,1.544763039367654e-20,2.1468180310440758e-26,3.759248104282666e-32,2.5550024629761893e-26,0.00031287171315174647,6.639121656794982e-12,1.2844887807052313e-14,3.026281029178826e-22,4.708613736265261e-25,5.982152581542112e-35,8.627828221527149e-33,5.276978206053229e-33,1.119418458438455e-46,1.2853585009027117e-32,6.866334069939492e-54,4.992300036915398e-47,9.625824141349793e-55
5.284972663076768e-08,0.0007926750507772021,0.0,0.0,8.630779253598106e-05,0.7988089929291019,0.09999974831022285,0.0999999999927749,5.916093360527225e-13,1.2859378421356886e-22,2.2784531911571122e-15,6.421877557087662e-23,2.43179424763649e-36,0.0017570191565966697,1.826274579744953e-17,7.296201074325212e-19,7.296290187789197e-18,2.5168372356333344e-07,6.631175233889361e-12,1.7016117057632095e-16,8.978188527250903e-21,1.324926572505442e-23,1.5508246237410983e-20,2.1564155815580493e-26,3.770158556376129e-32,2.5687685666989833e-26,0.0003124974920260989,6.631497346690479e-12,1.2872823689131628e-14,3.0307612082713738e-22,4.738681820423688e-25,6.000452919480925e-35,8.681314351098218e-33,5.3012758293317966e-33,1.1271025822002459e-46,1.2890890109356254e-32,6.92448937208578e-54,5.017910265209585e-47,9.707382386072578e-55
5.29426891369572e-08,0.0007926750507772021,0.0,0.0,8.621878555429736e-05,0.7988091161237146,0.09999974856981483,0.09999999999278027,5.930880384056533e-13,1.2929119438114853e-22,2.283838164993232e-15,6.462348925186359e-23,2.4496973291722574e-36,0.0017574440789827391,1.8243489995408492e-17,7.314249099838143e-19,7.306968753337445e-18,2.514241398727723e-07,6.6243366692454666e-12,1.7038519013909503e-16,8.97945168061684e-21,1.3252451413718396e-23,1.556288768132242e-20,2.1650703560194356e-26,3.7799830294397727e-32,2.5811926612941704e-26,0.0003121618362189036,6.624658348723826e-12,1.2897968137174889e-14,3.034791103660875e-22,4.765850791488688e-25,6.016935456103716e-35,8.729632413851227e-33,5.32318431221491e-33,1.1340489793178632e-46,1.2924482022133628e-32,6.977134964482375e-54,5.041023831292359e-47,9.781214008260265e-55
5.3026355392527765e-08,0.0007926750507772021,0.0,0.0,8.613891950403187e-05,0.7988092266582506,0.09999974880274694,0.09999999999278505,5.944192773414873e-13,1.299209600968835e-22,2.288686399964562e-15,6.498920281180212e-23,2.4658916745296872e-36,0.001757825346031656,1.8226656347999688e-17,7.200555340313125e-19,7.316592270595072e-18,2.511912152050433e-07,6.618200428227234e-12,1.7058665647719178e-16,8.98058484364434e-21,1.3255309807020295e-23,1.5612135537531906e-20,2.1728733938414504e-26,3.788829144375827e-32,2.592402377817148e-26,0.0003118606681570547,6.6185217093648875e-12,1.292059987738466e-14,3.038416185564633e-22,4.790390244074099e-25,6.031779639731318e-35,8.773265111981681e-33,5.342934800719575e-33,1.1403256473099157e-46,1.2954728725517238e-32,7.02476453707252e-54,5.061878202267861e-47,9.84801128153346e-55
5.311002164809833e-08,0.0007926750507772021,0.0,0.0,8.605928018914777e-05,0.7988093368713494,0.09999974903501777,0.09999999999278984,5.957492349785412e-13,1.305527148236218e-22,2.2935362960850207e-15,6.535631281545691e-23,2.4821635280420578e-36,0.0017582055154132803,1.8209884242481238e-17,7.203916503185081e-19,7.326197842221691e-18,2.509589518270387e-07,6.612081598958434e-12,1.7078797984474325e-16,8.981714539523348e-21,1.3258159963528667e-23,1.5661450181665853e-20,2.18068943858191e-26,3.797679120610815e-32,2.603638654220374e-26,0.0003115603703664909,6.612402491694167e-12,1.2943233256214996e-14,3.042039549433746e-22,4.815012604397392e-25,6.046633194892108e-35,8.817036719578915e-33,5.362716370135582e-33,1.1466259634777871e-46,1.2984988631608314e-32,7.072630295301487e-54,5.082782015253063e-47,9.915140031973432e-55
5.31936879036689e-08,0.0007926750507772021,0.0,0.0,8.597986678917394e-05,0.7988094467642104,0.09999974926662965,0.09999999999279463,5.970787664190498e-13,1.3118646125106227e-22,2.298387848727314e-15,6.572482179760249e-23,2.4985131111119324e-36,0.0017585845911724813,1.8193005901685216e-17,7.20376379450121e-19,7.335776057076621e-18,2.507273473473991e-07,6.605980127393686e-12,1.7098916056503518e-16,8.98284078209699e-21,1.326100191397206e-23,1.571083156053776e-20,2.188518479913931e-26,3.8065329459798696e-32,2.6149014941704914e-26,0.00031126093962468437,6.606300632669039e-12,1.2965868267015417e-14,3.0456612048153576e-22,4.839717995766536e-25,6.061496114437856e-35,8.860947405441212e-33,5.3825289782538953e-33,1.1529499747660398e-46,1.3015261698812184e-32,7.120732940910023e-54,5.10373529512989e-47,9.982601246238755e-55
5.326898753368241e-08,0.0007926750507772021,0.0,0.0,8.590858721128065e-05,0.7988095453949692,0.09999974947451894,0.0999999999927989,5.982762010757174e-13,1.3175853816116299e-22,2.302755658620178e-15,6.605767810157139e-23,2.5132943777571225e-36,0.0017589248276361714,1.817790881727149e-17,7.20280804089004e-19,7.344393789724966e-18,2.505194647028168e-07,6.6005035917820835e-12,1.7117010151641781e-16,8.983851459220245e-21,1.3263552678132613e-23,1.575533181582983e-20,2.195575720662219e-26,3.814504669801439e-32,2.6250607649687026e-26,0.0003109921906326483,6.600823749307586e-12,1.2986241166599088e-14,3.048919241755172e-22,4.862023941373054e-25,6.074880742648242e-35,8.90058607396874e-33,5.400386828820207e-33,1.1586618830603092e-46,1.304251867778554e-32,7.164228441053268e-54,5.122635561745115e-47,1.0043601411682844e-54
5.334428716369592e-08,0.0007926750507772021,0.0,0.0,8.583748937056371e-05,0.7988096437681702,0.09999974968187819,0.09999999999280317,5.99474665932112e-13,1.3233223248351143e-22,2.307124803210317e-15,6.639167147483126e-23,2.52813894641639e-36,0.0017592641844484857,1.8162886620372993e-17,7.229365084374746e-19,7.353020625831272e-18,2.503121121069707e-07,6.5950410173161984e-12,1.713509274194381e-16,8.984859360311811e-21,1.3266096841638444e-23,1.5799886044566438e-20,2.202643472755157e-26,3.8224794927943247e-32,2.635241557828081e-26,0.0003107241390244938,6.59536083010084e-12,1.3006615377913502e-14,3.0521759094305196e-22,4.884397331666603e-25,6.088272944303162e-35,8.940337655159088e-33,5.418269755924685e-33,1.164393056684665e-46,1.306978625356899e-32,7.207916901045998e-54,5.14157593474889e-47,1.0104872392839362e-54
5.341958679370943e-08,0.0007926750507772021,0.0,0.0,8.5766572677283e-05,0.7988097418846758,0.09999974988870908,0.09999999999280741,6.006736665327433e-13,1.329075461744375e-22,2.3114952791580494e-15,6.672680376119897e-23,2.543046978804264e-36,0.0017596026645187097,1.8147819459103747e-17,7.211680845430057e-19,7.361646344810176e-18,2.5010528784105703e-07,6.589592364031448e-12,1.7153163850832719e-16,8.985864495315825e-21,1.3268634426668002e-23,1.5844494208125098e-20,2.2097217286572438e-26,3.830457406178523e-32,2.645443875370722e-26,0.0003104567824826322,6.589911829735055e-12,1.3026990896175843e-14,3.055431214751703e-22,4.906838256322438e-25,6.101672714133386e-35,8.980202271585036e-33,5.436177728933831e-33,1.1701435299049651e-46,1.3097064396141675e-32,7.251798833470421e-54,5.1605564321994145e-47,1.0166414910427331e-54
5.349488642372294e-08,0.0007926750507772021,0.0,0.0,8.569583654398015e-05,0.7988098397453453,0.09999975009501334,0.09999999999281164,6.018726554825857e-13,1.3348448118886588e-22,2.3158670831342158e-15,6.706307680321458e-23,2.5580186367331934e-36,0.001759940270743663,1.813282649722157e-17,7.189325390914279e-19,7.370260421328982e-18,2.4989899019047984e-07,6.5841575838310795e-12,1.7171223501677668e-16,8.986866874129537e-21,1.327116545484467e-23,1.5889156267939383e-20,2.2168104808330096e-26,3.8384384012012614e-32,2.65566772020304e-26,0.00031019011869942405,6.584476703069459e-12,1.3047367716623733e-14,3.058685164595869e-22,4.929346804947631e-25,6.115080047410365e-35,9.020180045679117e-33,5.4541107172581134e-33,1.1759133369914664e-46,1.3124353075575705e-32,7.295874751228999e-54,5.179577072131277e-47,1.0228229685616722e-54
5.357018605373645e-08,0.0007926750507772021,0.0,0.0,8.562528038562774e-05,0.7988099373510341,0.09999975030079268,0.09999999999281586,6.030720112432601e-13,1.3406303948031822e-22,2.3202402118201454e-15,6.740049244214064e-23,2.5730540821132715e-36,0.001760277006007964,1.8117928847270333e-17,7.228376916638989e-19,7.378868800663109e-18,2.4969321744838603e-07,6.57873662685216e-12,1.7189271717798527e-16,8.987866506604493e-21,1.3273689947521954e-23,1.593387218548802e-20,2.2239097217546268e-26,3.846422469137539e-32,2.665913094915958e-26,0.0003099241453771004,6.579055405153134e-12,1.3067745834515118e-14,3.061937765807769e-22,4.951923067081157e-25,6.128494938792755e-35,9.060271099721396e-33,5.472068690353972e-33,1.1817025122309623e-46,1.315165226203807e-32,7.340145167544816e-54,5.198637872552095e-47,1.0290317440030338e-54
5.364548568374996e-08,0.0007926750507772021,0.0,0.0,8.555490361953616e-05,0.7988100347025943,0.0999997505060488,0.09999999999282007,6.042719629081557e-13,1.3464322300091515e-22,2.3246146619076073e-15,6.773905251796157e-23,2.5881534769519628e-36,0.0017606128731839118,1.8102992042767096e-17,7.219288543493144e-19,7.387477655939185e-18,2.4948796791678847e-07,6.573329456498689e-12,1.7207308522462145e-16,8.988863402547001e-21,1.3276207926735303e-23,1.5978641922304634e-20,2.2310194438891535e-26,3.854409601289433e-32,2.676180002085097e-26,0.0003096588602276792,6.573647891214879e-12,1.3088125245128146e-14,3.0651890252272764e-22,4.974567132193946e-25,6.141917383176908e-35,9.100475555851733e-33,5.49005161772398e-33,1.1875110899270607e-46,1.317896192578861e-32,7.384610595948945e-54,5.217738851443772e-47,1.0352678895740543e-54
5.3720785313763466e-08,0.0007926750507772021,0.0,0.0,8.54847056653909e-05,0.7988101318008741,0.09999975071078337,0.09999999999282426,6.054720929138932e-13,1.3522503370137806e-22,2.3289904300987716e-15,6.807875886938291e-23,2.6033169833538218e-36,0.0017609478751315327,1.8088103321138096e-17,7.181077631410317e-19,7.396083181782794e-18,2.492832399023627e-07,6.567936026745872e-12,1.7225333938883586e-16,8.989857571717231e-21,1.3278719413938113e-23,1.60234654399787e-20,2.238139639699669e-26,3.8623997889857985e-32,2.686468444270938e-26,0.000309394260972903,6.568254116662248e-12,1.310850594376107e-14,3.0684389496693025e-22,4.997279089688942e-25,6.155347375982077e-35,9.140793536070533e-33,5.5080594689161926e-33,1.1933391043852395e-46,1.3206282037178586e-32,7.429271550287945e-54,5.236880026765645e-47,1.041531477526496e-54
5.3796084943776975e-08,0.0007926750507772021,0.0,0.0,8.541468594553021e-05,0.7988102286467179,0.09999975091499815,0.09999999999282844,6.066729144612503e-13,1.3580847353103062e-22,2.3333675131061674e-15,6.841961333382992e-23,2.6185447635202013e-36,0.001761282014698965,1.8073310814520312e-17,7.235913871160953e-19,7.404684267826487e-18,2.490790317191898e-07,6.5625562841095544e-12,1.7243347990236085e-16,8.990849023830516e-21,1.3281224429981057e-23,1.6068342700138405e-20,2.245270301656042e-26,3.870393023583354e-32,2.6967784240190074e-26,0.0003091303453442058,6.5628740371094744e-12,1.312888792573213e-14,3.0716875459184463e-22,5.020059028901171e-25,6.168784911770967e-35,9.181225162218587e-33,5.5260922135235555e-33,1.1991865899310575e-46,1.3233612566654294e-32,7.474128544729207e-54,5.256061416450604e-47,1.0478225801570974e-54
5.3871384573790484e-08,0.0007926750507772021,0.0,0.0,8.534484388462563e-05,0.7988103252409666,0.09999975111869472,0.0999999999928326,6.078746150397975e-13,1.36393544437801e-22,2.3377459076526423e-15,6.876161774744677e-23,2.6338369797489716e-36,0.0017616152947222466,1.8058494776925763e-17,7.238575515905999e-19,7.413284397936105e-18,2.4887534169069436e-07,6.557190195236263e-12,1.7261350699642085e-16,8.991837768558112e-21,1.328372299673765e-23,1.6113273664465482e-20,2.2524114222241757e-26,3.878389296465738e-32,2.7071099438600614e-26,0.00030886711108267707,6.557507608352187e-12,1.3149271186379466e-14,3.0749348207577116e-22,5.042907039097797e-25,6.182229985503502e-35,9.221770555994976e-33,5.54414982118452e-33,1.2050535809121848e-46,1.3260953484754513e-32,7.519182093743612e-54,5.275283038405859e-47,1.0541412698072293e-54
5.3946684203803994e-08,0.0007926750507772021,0.0,0.0,8.527517890948963e-05,0.7988104215844575,0.09999975132187479,0.09999999999283675,6.090760163900167e-13,1.3698024836822348e-22,2.3421256104713204e-15,6.910477394509549e-23,2.6491937944342357e-36,0.0017619477180252031,1.8043727149551187e-17,7.166961312380715e-19,7.42188133668571e-18,2.4867216814486296e-07,6.551837717707116e-12,1.7279342090167496e-16,8.992823815525602e-21,1.3286215135573633e-23,1.6158258294704588e-20,2.2595629938656904e-26,3.8863885990424986e-32,2.717463006310258e-26,0.0003086045559390093,6.55215478634553e-12,1.3169655721061003e-14,3.0781807809436848e-22,5.0658232094781795e-25,6.195682593255556e-35,9.262429838968548e-33,5.5622322615845145e-33,1.2109401116700556e-46,1.3288304762106525e-32,7.564432712111273e-54,5.294544910517793e-47,1.0604876188620195e-54
5.40219838338175e-08,0.0007926750507772021,0.0,0.0,8.520569044956359e-05,0.7988105176780245,0.09999975152454003,0.09999999999284089,6.10277906156271e-13,1.3756858726744023e-22,2.3465066183055597e-15,6.944908376035527e-23,2.664615370066058e-36,0.001762279287420019,1.8029037208832446e-17,7.237203972666082e-19,7.43047312435204e-18,2.4846950941621904e-07,6.546498791559626e-12,1.7297322184836928e-16,8.993807174314146e-21,1.3288700866737588e-23,1.6203296552636076e-20,2.2667250090501084e-26,3.894390922751049e-32,2.727837613871331e-26,0.00030834267767343703,6.546815527248097e-12,1.3190041525154348e-14,3.08142543319609e-22,5.088807629173949e-25,6.209142729612128e-35,9.303203132548072e-33,5.5803395044558677e-33,1.2168462165668084e-46,1.3315666369432337e-32,7.609880914934677e-54,5.313847050646303e-47,1.066861699751254e-54
5.409728346383101e-08,0.0007926750507772021,0.0,0.0,8.513637793667453e-05,0.7988106135224976,0.09999975172669212,0.099999999992845,6.114812930932811e-13,1.381585630792034e-22,2.350888927908918e-15,6.979454902552136e-23,2.6801018692301856e-36,0.0017626100057070494,1.801431961203612e-17,7.270908001087546e-19,7.439063241160524e-18,2.482673638487779e-07,6.54117338649016e-12,1.7315291006626662e-16,8.99478785446229e-21,1.329118021190726e-23,1.6248388400089396e-20,2.2738974602436056e-26,3.9023962590558785e-32,2.738233769030785e-26,0.00030808147405568363,6.541489787406592e-12,1.3210428594056679e-14,3.084668784237936e-22,5.111860387249056e-25,6.222610389148506e-35,9.344090557996803e-33,5.598471519577088e-33,1.2227719299966866e-46,1.3343038277547225e-32,7.655527217616305e-54,5.333189476624346e-47,1.0732635849492352e-54
5.417258309384452e-08,0.0007926750507772021,0.0,0.0,8.506724080462265e-05,0.7988107091187032,0.09999975192833264,0.09999999999284911,6.126839981344551e-13,1.387501777458768e-22,2.355272536045103e-15,7.014117157160462e-23,2.6956534546077715e-36,0.0017629398756744564,1.7999691333436092e-17,7.146768732294938e-19,7.4476508020075e-18,2.480657297912601e-07,6.535861468016582e-12,1.7333248578452596e-16,8.995765865463466e-21,1.3293653192537919e-23,1.6293533798965586e-20,2.2810803399076243e-26,3.9104045994461707e-32,2.748651474262044e-26,0.0003078209428649111,6.5361775233138734e-12,1.323081692318466e-14,3.0879108407674927e-22,5.134981572699842e-25,6.236085568686686e-35,9.385092236456685e-33,5.6166282767740015e-33,1.2287172863359673e-46,1.337042045735098e-32,7.70137213585882e-54,5.352572206266507e-47,1.079693346973038e-54
5.424788272385803e-08,0.0007926750507772021,0.0,0.0,8.499827848988153e-05,0.7988108044674651,0.09999975212946333,0.0999999999928532,6.138867277005723e-13,1.393434332084377e-22,2.359657439487941e-15,7.04889532283303e-23,2.711270288975096e-36,0.0017632689000990171,1.798511883477268e-17,7.224677429425096e-19,7.456233800860431e-18,2.478646055987974e-07,6.530562965956077e-12,1.735119492319178e-16,8.996741216766735e-21,1.3296119828176688e-23,1.633873271119784e-20,2.288273640511769e-26,3.9184159354389693e-32,2.7590907320246225e-26,0.00030756108188967487,6.530878691666576e-12,1.3251206507974315e-14,3.0911516094404626e-22,5.158171274455101e-25,6.249568263060358e-35,9.426208288908235e-33,5.634809745919997e-33,1.2346823199806785e-46,1.3397812879837636e-32,7.747416185689973e-54,5.371995257361495e-47,1.0861510583840272e-54
5.432318235387154e-08,0.0007926750507772021,0.0,0.0,8.49294904314378e-05,0.798810899569602,0.09999975233008575,0.0999999999928573,6.150920952164612e-13,1.3993833140647877e-22,2.364043635021329e-15,7.08378958241372e-23,2.7269525352032944e-36,0.0017635970817460457,1.7970457033624912e-17,7.3259929867445575e-19,7.464815685921111e-18,2.4766398963602153e-07,6.525277850606191e-12,1.736913006367825e-16,8.997713917780303e-21,1.3298580140190174e-23,1.6383985098759027e-20,2.2954773545210007e-26,3.9264302585792193e-32,2.7695515447643414e-26,0.0003073018889278807,6.525593249362448e-12,1.3271597343880935e-14,3.0943910969244108e-22,5.181429581376134e-25,6.26305846607241e-35,9.46743883617832e-33,5.653015896934997e-33,1.240667065378751e-46,1.342521551609749e-32,7.79365988343653e-54,5.391458647668576e-47,1.0926367917884082e-54
5.439848198388505e-08,0.0007926750507772021,0.0,0.0,8.486087606993705e-05,0.7988109944259307,0.09999975253020157,0.09999999999286137,6.162963567640765e-13,1.405348742782098e-22,2.368431119439201e-15,7.118800118617698e-23,2.742700356258077e-36,0.0017639244233685718,1.7955978295231127e-17,7.124647939541534e-19,7.473394561364147e-18,2.474638802714473e-07,6.520006103310485e-12,1.7387054022678354e-16,8.99868397786802e-21,1.330103415038124e-23,1.6429290923707728e-20,2.302691474397463e-26,3.934447560434722e-32,2.78003391491345e-26,0.00030704336178672965,6.520321153422587e-12,1.3291989426378998e-14,3.097629309860147e-22,5.204756582256827e-25,6.276556175553352e-35,9.50878399898592e-33,5.6712466997874577e-33,1.2466715569412318e-46,1.345262833729958e-32,7.840103745712493e-54,5.410962394932066e-47,1.0991506198338242e-54
5.447378161389856e-08,0.0007926750507772021,0.0,0.0,8.479243484866695e-05,0.7988110890372637,0.09999975272981243,0.09999999999286541,6.174992461549533e-13,1.4113306376045959e-22,2.3728198895454838e-15,7.153927114031353e-23,2.75851391519947e-36,0.0017642509277084255,1.7941574300296535e-17,7.180341206672003e-19,7.481967429233416e-18,2.4726427588049885e-07,6.514747639433604e-12,1.7404966822919465e-16,8.999651406348667e-21,1.3303481877513188e-23,1.64746501481347e-20,2.3099159926141873e-26,3.942467832600708e-32,2.7905378448907846e-26,0.0003067854982826645,6.515062361064094e-12,1.3312382750962037e-14,3.100866254833362e-22,5.228152365823696e-25,6.290061387024163e-35,9.550243897891726e-33,5.689502124495032e-33,1.252695829089576e-46,1.3480051314704964e-32,7.886748289460444e-54,5.430506516872036e-47,1.1056926152115235e-54
5.454155128091072e-08,0.0007926750507772021,0.0,0.0,8.473098532641415e-05,0.7988111739786607,0.09999975290903175,0.09999999999286903,6.185831607557284e-13,1.4167284374615577e-22,2.376770879271199e-15,7.185641133331721e-23,2.772802458984676e-36,0.0017645440679947407,1.792845628658376e-17,7.259631925028972e-19,7.489664094138496e-18,2.4708506234609756e-07,6.510026358413659e-12,1.7421078821150067e-16,9.00051984962778e-21,1.3305679477469626e-23,1.6515519075367505e-20,2.316426943362062e-26,3.949688610242925e-32,2.800009817512081e-26,0.00030655398674140586,6.510340787316327e-12,1.3330737801360116e-14,3.103778426667549e-22,5.249267453508808e-25,6.302222485992976e-35,9.58765600578803e-33,5.705953033677825e-33,1.2581346149493992e-46,1.3504740654253572e-32,7.928900388987026e-54,5.448130761585884e-47,1.1116045542370125e-54
5.460932094792288e-08,0.0007926750507772021,0.0,0.0,8.466967519634992e-05,0.798811258722854,0.0999997530878445,0.09999999999287268,6.196687652551432e-13,1.4221396046409316e-22,2.3807229055078348e-15,7.217449765306375e-23,2.787144501615882e-36,0.0017648365342766356,1.7915447621664172e-17,7.226003855915212e-19,7.497367126746826e-18,2.4690625535747755e-07,6.5053157955572775e-12,1.7437181815664612e-16,9.001386175557573e-21,1.3307872020681003e-23,1.6556431197930617e-20,2.322946305164001e-26,3.9569117809613204e-32,2.8094992572877067e-26,0.00030632300940606593,6.5056299240540644e-12,1.334909385095359e-14,3.106689581612057e-22,5.270438391570572e-25,6.314389653134272e-35,9.62516123513658e-33,5.7224238405255165e-33,1.2635894761374146e-46,1.3529438176303673e-32,7.971215836729896e-54,5.4657877369981e-47,1.1175394207707015e-54
5.4677090614935043e-08,0.0007926750507772021,0.0,0.0,8.460850405732294e-05,0.7988113432704288,0.0999997532662519,0.09999999999287627,6.207557897669353e-13,1.427564153233576e-22,2.3846759659460646e-15,7.249353142792846e-23,2.8015401621586922e-36,0.0017651283285291368,1.790260706687631e-17,7.268000753777626e-19,7.50510154760612e-18,2.467278537441481e-07,6.500615905925201e-12,1.7453275822930296e-16,9.002250390844172e-21,1.331005952139882e-23,1.6597386488293696e-20,2.3294740725298976e-26,3.964137338682724e-32,2.819006165953863e-26,0.00030609256470387616,6.500929740450706e-12,1.3367450896496486e-14,3.1095997244364845e-22,5.291665244550918e-25,6.326562886207875e-35,9.662759673530961e-33,5.7389145232762414e-33,1.2690604377755228e-46,1.3554143860089283e-32,8.013695010160223e-54,5.483477455977761e-47,1.1234972678939022e-54
5.4744860281947205e-08,0.0007926750507772021,0.0,0.0,8.454747150967553e-05,0.7988114276219684,0.09999975344425506,0.09999999999287987,6.218441333129549e-13,1.4330020973213392e-22,2.388630058283021e-15,7.28135139854397e-23,2.8159895597399164e-36,0.0017654194527198434,1.7889557259337084e-17,7.345289488663311e-19,7.512841295335546e-18,2.465498563414476e-07,6.4959266619914114e-12,1.7469360859382682e-16,9.003112502166616e-21,1.331224199451671e-23,1.6638384918959312e-20,2.3360102399756776e-26,3.9713652773548e-32,2.828530545238391e-26,0.0003058626510680046,6.496240205802437e-12,1.3385808934755073e-14,3.1125088599055616e-22,5.31294807694774e-25,6.33874218224802e-35,9.70045140847528e-33,5.755425060204762e-33,1.274547525082268e-46,1.3578857684915458e-32,8.056338286963318e-54,5.501199931375283e-47,1.12947814871939e-54
5.4812629948959367e-08,0.0007926750507772021,0.0,0.0,8.448657715503774e-05,0.7988115117780533,0.09999975362185518,0.09999999999288345,6.229307975418415e-13,1.4384534509770644e-22,2.3925851802222696e-15,7.313444665227895e-23,2.8304928135474245e-36,0.0017657099088087469,1.787655960720159e-17,7.162321150273911e-19,7.520548810517483e-18,2.463722619869418e-07,6.491248055141987e-12,1.7485436941419998e-16,9.003972516177488e-21,1.3314419455610847e-23,1.667942646247413e-20,2.3425548020079695e-26,3.9785955909363016e-32,2.838072396860881e-26,0.00030563326693751477,6.491561289500224e-12,1.3404167962507823e-14,3.1154169927806246e-22,5.334286953214938e-25,6.350927539049235e-35,9.73823652739321e-33,5.771955429623565e-33,1.2800507631719107e-46,1.3603579630126865e-32,8.099146044985928e-54,5.518955176031606e-47,1.1354821163833154e-54
5.488039961597153e-08,0.0007926750507772021,0.0,0.0,8.44258205967119e-05,0.7988115957392625,0.09999975379905336,0.09999999999288703,6.240151018803379e-13,1.443918228264605e-22,2.3965413294737945e-15,7.345633075428007e-23,2.845050042829979e-36,0.0017659996987486736,1.786397759455839e-17,7.099860354001067e-19,7.528238922797775e-18,2.461950695222556e-07,6.48658002620181e-12,1.7501504085414212e-16,9.004830439500508e-21,1.3316591918246285e-23,1.6720511091407612e-20,2.3491077531323378e-26,3.9858282734008505e-32,2.847631722532754e-26,0.00030540441075735094,6.486892961052686e-12,1.3422527976545365e-14,3.118324127789739e-22,5.355681937762462e-25,6.363118953195542e-35,9.776115117607782e-33,5.788505609876885e-33,1.285570177106631e-46,1.3628309675117867e-32,8.142118662268394e-54,5.536743202774285e-47,1.1415092240475539e-54
5.494816928298369e-08,0.0007926750507772021,0.0,0.0,8.436520143992187e-05,0.7988116795061719,0.09999975397585081,0.09999999999289061,6.251029716776113e-13,1.449396443238831e-22,2.40049850375397e-15,7.377916761642844e-23,2.8596613668970663e-36,0.0017662888244856139,1.7851035951102188e-17,7.470917509692877e-19,7.535940905623484e-18,2.460182777982799e-07,6.4819225217925245e-12,1.7517562307718452e-16,9.00568627873264e-21,1.3318759396264278e-23,1.6761638778337343e-20,2.3556690878652373e-26,3.993063318751818e-32,2.8572085239573836e-26,0.0003051760809783327,6.482235190131714e-12,1.344088897367041e-14,3.121230269663222e-22,5.377133094956337e-25,6.375316418603725e-35,9.814087266328887e-33,5.805075579335806e-33,1.291105792221215e-46,1.3653047799382168e-32,8.185256517110546e-54,5.554564024401732e-47,1.1475595249123125e-54
