Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(318),SX(259),SX(262),SX(450),C2HOX(465),C2H6O(236),SX(357),SX(497),OCCO(227),SX(387),SX(190),SX(577),SX(213),SX(496),S(309),SX(390),C2H4O3(79),SX(386),SX(747),SX(616),S(233),SX(1122),SX(1168),SX(1172),SX(217),SX(993),SX(1423),S(257)
1.177991934018803e-09,0.0005476130450981914,0.0915567593028733,0.0,0.0005069754851668414,0.45045023894798636,1.5651757046057544e-18,0.4569006123010193,1.557711215239441e-17,1.9453914897089537e-22,3.678494194456093e-13,1.2589240869926575e-21,-1.410145692015924e-32,2.452051838486827e-05,4.459104803612286e-19,2.817409737383458e-21,7.650254000612277e-19,5.842675244635304e-18,3.963880247187024e-11,9.36890433109965e-18,1.2644794687633445e-23,1.3557287292220335e-15,1.2439029153226923e-20,2.621352306299453e-25,4.100290884555135e-31,4.987121824884975e-23,0.0010801291485527853,3.4939275316997165e-19,4.838417114311685e-25,5.357830591404143e-22,8.094585851384503e-24,1.1743428825183806e-21,1.3874824430643094e-25,8.356174395585337e-24,-1.0651425545696422e-33,-6.848593579192978e-43,-9.956746659827304e-31,1.3147580668452702e-27,5.5309921572838716e-27,2.2206311062534186e-32,-6.441142746901495e-42,-7.104248687191337e-29,2.8836117195540984e-23,-2.0972190573323634e-35,-5.030668630190896e-35,-8.609939238296967e-32,-3.0456325565430655e-33,-2.253229900681508e-35,-1.3434034404792402e-42,6.482201255828529e-44,1.6381305533423238e-47,2.4586901595589224e-45,2.872243437892807e-53,1.6901308788488088e-48,-1.903981049832829e-40,-2.9919077278607507e-58,5.042963859770981e-63,2.9039572772327317e-35,6.93837804391168e-36,-1.3490569419207202e-66,2.9615934127681416e-34,9.123279244242328e-30,1.3168988333567623e-27,4.549967396134532e-36,1.9116311049986882e-52,1.4196761039982918e-39,2.829145223016584e-40,3.891096268172711e-37,4.159617907956006e-35
1.1849252458178417e-09,0.0005476130450981914,0.0915567593028733,0.0,0.0005056002500668094,0.4504488273812086,1.5797812521232008e-18,0.4569006123008866,1.5640365466215167e-17,1.9602660824952996e-22,3.6921905120541094e-13,1.2727177533778536e-21,-1.4046808604882247e-32,2.4447854769372875e-05,4.490552228118145e-19,2.8174766123205642e-21,7.621222278277278e-19,5.8566123892826626e-18,3.9770203750147334e-11,9.403750514569231e-18,1.2625365745127864e-23,1.3556305292746765e-15,1.2527514377801141e-20,2.6342868983832183e-25,4.108257944292005e-31,5.03521785004401e-23,0.0010815770471369155,3.4974086704032503e-19,4.886339784724976e-25,-7.429515553420416e-22,8.150910675837999e-24,2.4538846570766447e-21,1.3888746289609659e-25,8.402732507931676e-24,-1.0677388849288397e-33,5.160741977246765e-43,-1.0086078097435703e-30,1.31933763358047e-27,5.55166735028057e-27,-6.470808193039909e-33,-4.085268593578655e-42,-7.102741660414671e-29,2.898394510292901e-23,-2.52061972583685e-35,-4.455880208578318e-35,-8.722146736129618e-32,-3.085129545072252e-33,-2.252682166786687e-35,-1.3570642697239165e-42,6.616052755833355e-44,1.665059014666433e-47,2.4780339158391615e-45,2.9234917956222484e-53,1.7236979677519664e-48,-1.9093954312179716e-40,-3.0441171351658312e-58,4.7320494352962924e-63,2.9530884876972796e-35,7.00860003617835e-36,-1.360774489054825e-66,3.0025655918779034e-34,9.328634236823011e-30,1.3349543370415908e-27,-9.3792977880683e-36,1.6705847535558224e-51,-1.6316698661077025e-38,2.866560633520065e-40,3.960043011392071e-37,4.167834052112062e-35
1.1918585576168805e-09,0.0005476130450981914,0.0915567593028733,0.0,0.0005042447631722009,0.45044743605748927,1.5944213573475114e-18,0.4569006123007542,1.5703403561185947e-17,1.975155517969597e-22,3.7058454739144704e-13,1.2865666845833625e-21,-1.402530111681579e-32,2.4376180860571408e-05,4.522018489542368e-19,2.817545130155701e-21,7.592574338330003e-19,5.870445481349492e-18,3.990114698554017e-11,9.438491156918101e-18,1.2662708790453504e-23,1.3555330969167904e-15,1.2616014863277126e-20,2.6535975785142785e-25,4.116227994316363e-31,5.08340298717256e-23,0.001083004207809373,3.50091719245003e-19,4.934391812346447e-25,1.517445191694483e-22,8.192065183782813e-24,1.5601989834263587e-21,1.3902774342636595e-25,8.449235357205908e-24,-1.0761704634538843e-33,-1.713480228789603e-42,-1.0216138982139258e-30,1.323899916759462e-27,5.572279883304787e-27,-1.8859626542011504e-32,-7.795166317399274e-42,-7.101253950172918e-29,2.913144991732731e-23,-2.4738822708953354e-35,-4.6114468110099156e-35,-8.833770325368991e-32,-3.124499888604314e-33,-2.2522426054594038e-35,-1.3706250048685032e-42,6.751694584682331e-44,1.6922106794147707e-47,2.4973805219438014e-45,2.975320949996627e-53,1.7576579581912906e-48,-1.9147433891098784e-40,-3.096365192644748e-58,-1.0361098289131787e-62,3.0027008327898867e-35,7.079058404984709e-36,-1.3702467026974242e-66,3.044236810069015e-34,9.534992435853503e-30,1.3531235553148407e-27,5.447079621163693e-36,-9.58461640267313e-52,1.5394163998894778e-38,2.9071187324698745e-40,4.029770063221531e-37,4.1801339503583717e-35
1.1987918694159193e-09,0.0005476130450981914,0.0915567593028733,0.0,0.000502908740145113,0.4504460646858221,1.609095761351688e-18,0.4569006123006224,1.576622933678588e-17,1.9900599039509871e-22,3.719459643393634e-13,1.300469998124461e-21,-1.4112787490826824e-32,2.4305483322122052e-05,4.553503894190216e-19,2.8176152435746142e-21,7.564305700093023e-19,5.884175824189785e-18,4.0031638133673626e-11,9.47312769498295e-18,1.2721802669057244e-23,1.355436432375938e-15,1.2704532689475789e-20,2.6761543723521377e-25,4.124201449633257e-31,5.131672665241484e-23,0.001084410928244418,3.504453485287292e-19,4.98257310245695e-25,7.276188044155182e-22,8.226124655090353e-24,9.850594033326384e-22,1.3916910197441568e-25,8.495684632050656e-24,-1.0685670911979401e-33,-1.5097135158082901e-43,-1.0344748393691272e-30,1.3284451138145862e-27,5.592830677825261e-27,2.6803298209640105e-32,-6.799543492100817e-42,-7.099804516971561e-29,2.9278638107221295e-23,-2.0540843223739304e-35,-5.088558616356608e-35,-8.94499270330262e-32,-3.1637465650191824e-33,-2.2518356116824577e-35,-1.3840934609310843e-42,6.889137714455488e-44,1.7195831510150475e-47,2.5167300579333785e-45,3.0277346198244198e-53,1.7920166066639106e-48,-1.920160028371386e-40,-3.1491885471125023e-58,-1.2139698452226226e-62,3.0527955765857753e-35,7.149752223933935e-36,-1.4117338347200755e-66,3.086592275211811e-34,9.747437506031643e-30,1.3714229721988412e-27,5.83674037721629e-36,1.0078247279916113e-52,2.7372448858442708e-39,2.9502723290933857e-40,4.100284412494353e-37,4.181467094652162e-35
1.205725181214958e-09,0.0005476130450981914,0.0915567593028733,0.0,0.0005015919007507689,0.45044471297939503,1.6238042084424029e-18,0.456900612300491,1.582884565613432e-17,2.0049793504042615e-22,3.733033576256245e-13,1.314428420754384e-21,-1.4062248705643888e-32,2.42357489995353e-05,4.585008751277589e-19,2.8176869077152188e-21,7.536411908671729e-19,5.89780470369331e-18,4.016168306470267e-11,9.507661546219963e-18,1.269672677856522e-23,1.3553405357398466e-15,1.2793069214066653e-20,2.688255793225299e-25,4.132178984995137e-31,5.180030072633231e-23,0.0010857975018313054,3.508017914013099e-19,5.030883535447337e-25,-9.317382499416677e-22,8.286395339991258e-24,2.6452807624727684e-21,1.3931155371920771e-25,8.54208200658433e-24,-1.066490404947377e-33,1.6624692968890878e-42,-1.0474014985989626e-30,1.3329737062583873e-27,5.613320394457506e-27,-4.278859585856763e-33,-3.669399724292726e-42,-7.098393572788002e-29,2.942551608247531e-23,-2.504494763628646e-35,-4.4517161135206217e-35,-9.056280922288795e-32,-3.202873454897139e-33,-2.251358616968129e-35,-1.3974770333834812e-42,7.02839311931801e-44,1.7471949294766119e-47,2.5360821170634958e-45,3.080736601921788e-53,1.8267951824370823e-48,-1.9255624204966504e-40,-3.202242569259889e-58,7.392594262238132e-63,3.103373982599025e-35,7.220680582986873e-36,-1.423635301082641e-66,3.1283990235397106e-34,9.961179148648076e-30,1.3898433322334801e-27,-1.1589879798040811e-35,2.063404040717535e-51,-2.0813478687726369e-38,2.9883032001199403e-40,4.171592633393103e-37,4.191705073374892e-35
1.2126584930139969e-09,0.0005476130450981914,0.0915567593028733,0.0,0.000500293968798287,0.45044338065552986,1.6385464461167049e-18,0.45690061230036005,1.5891255346337144e-17,2.0199139693085388e-22,3.746567820778569e-13,1.3284422548719682e-21,-1.4006012271385993e-32,2.416696491756478e-05,4.616533371407985e-19,2.817760070218981e-21,7.508888536277338e-19,5.9113333885179605e-18,4.029128756454455e-11,9.542094108969034e-18,1.273088861309573e-23,1.3552454069582935e-15,1.2881623203842564e-20,2.70698526770976e-25,4.140161137168875e-31,5.228476348433515e-23,0.0010871642177361516,3.5116108220970117e-19,5.07932300544818e-25,3.705651121205086e-23,8.328445303472403e-24,1.6775766390993051e-21,1.3945511297021757e-25,8.588429140368957e-24,-1.0747459963013293e-33,-1.3667015261509256e-42,-1.0604224489154166e-30,1.337485867598304e-27,5.63374994381351e-27,-2.9121464140120617e-32,-7.598645559714486e-42,-7.096932453210073e-29,2.9572090194261e-23,-2.56219052977906e-35,-4.507696554587382e-35,-9.166993132136858e-32,-3.241881492990174e-33,-2.2508627614908996e-35,-1.4107678231120822e-42,7.169471834271031e-44,1.7750309012285037e-47,2.5554361383240976e-45,3.1343307012995503e-53,1.8619708220546847e-48,-1.9308279652883113e-40,-3.255324480630448e-58,8.728182203730693e-63,3.154437313855721e-35,7.291842589502476e-36,-1.4230826129739003e-66,3.17083963740877e-34,1.0175565685873365e-29,1.4083741648636947e-27,5.649213389286732e-36,-1.1594392470167567e-51,1.8045026582684463e-38,3.0290357871093933e-40,4.243694683316463e-37,4.204076293229501e-35
1.2195918048130357e-09,0.0005476130450981914,0.0915567593028733,0.0,0.0004990146720823106,0.4504420674356217,1.6533222250193039e-18,0.45690061230022955,1.5953461198825048e-17,2.0348638745659385e-22,3.76006291785047e-13,1.3425102450679794e-21,-1.4114300796893137e-32,2.409911827761703e-05,4.648078065651166e-19,2.8178346832673945e-21,7.481731183352563e-19,5.924763130319135e-18,4.0420457336094126e-11,9.57642676271445e-18,1.2803019623703249e-23,1.355151045845073e-15,1.2970196958673467e-20,2.7316019637535656e-25,4.148148211980709e-31,5.27700512794574e-23,0.0010885113609629107,3.515232532080119e-19,5.127891478255004e-25,1.1600749513248032e-21,8.35446686237833e-24,5.552600838806013e-22,1.3959979319534743e-25,8.634727678387236e-24,-1.0658892579004107e-33,1.1450082367411251e-43,-1.0732337890722496e-30,1.3419817172296557e-27,5.6541202735204986e-27,3.4646606620963456e-32,-7.560370120685987e-42,-7.095428009200765e-29,2.971836673502127e-23,-1.973015482866801e-35,-5.20733549251991e-35,-9.277214006517239e-32,-3.280770355328423e-33,-2.250415530344289e-35,-1.4239721334660797e-42,7.312384874234679e-44,1.8030818093960067e-47,2.57479228838445e-45,3.188520708040306e-53,1.897544749337091e-48,-1.936012437621076e-40,-3.3087524126806146e-58,-8.597986591011434e-63,3.205986833190476e-35,7.363237362590585e-36,-1.4723970356012462e-66,3.2142773971497726e-34,1.0397510596173161e-29,1.4270380628316363e-27,9.312575998806428e-36,-2.5114096361200284e-52,7.212354358349978e-39,3.074310046309373e-40,4.316597238658129e-37,4.201103324173661e-35
1.2265251166120745e-09,0.0005476130450981914,0.0915567593028733,0.0,0.0004977537423254773,0.45044077304508107,1.6681312989004186e-18,0.4569006123000995,1.601546596970013e-17,2.049829181951926e-22,3.773519401076108e-13,1.3566332660745063e-21,-1.4074736208896733e-32,2.4032196455156135e-05,4.679643147836616e-19,2.8179107054682498e-21,7.45493547967189e-19,5.938095163976175e-18,4.054919800042286e-11,9.610660868342152e-18,1.276706762140438e-23,1.3550574520800225e-15,1.305879232345109e-20,2.742292221784773e-25,4.1561408464391285e-31,5.325620319747472e-23,0.0010898392124134642,3.518883346255462e-19,5.176588882704447e-25,-1.2169374523809262e-21,8.419947677729108e-24,2.9330707166313347e-21,1.3974560704794343e-25,8.68097925102832e-24,-1.0640238550700475e-33,3.329529955367815e-42,-1.0861263891822053e-30,1.3464617612693929e-27,5.674431983233691e-27,3.583457903679663e-33,-2.8850889513574085e-42,-7.093986714752677e-29,2.986435193846514e-23,-2.4543830449925605e-35,-4.4726510027181785e-35,-9.387639334083129e-32,-3.319542434629699e-33,-2.2499767291998336e-35,-1.4371000806602936e-42,7.45714323852171e-44,1.8313743946835042e-47,2.5941502806040622e-45,3.2433104943028328e-53,1.9335477356631336e-48,-1.941220296004953e-40,-3.362345907653878e-58,1.881457222090049e-63,3.2580238034394733e-35,7.434864036326209e-36,-1.4927178132543447e-66,3.256919887074956e-34,1.0620435719852393e-29,1.445825146834551e-27,-1.5712622234832355e-35,2.849009810811874e-51,-3.002820008559239e-38,3.1129558929874793e-40,4.390308603893048e-37,4.2119466470005546e-35
1.2334584284111133e-09,0.0005476130450981914,0.0915567593028733,0.0,0.0004965109151217061,0.45043949721327514,1.6829734245741955e-18,0.45690061229996987,1.6077272380091218e-17,2.0648100089739494e-22,3.786937796872932e-13,1.3708121006160763e-21,-1.397160055068979e-32,2.3966186997224133e-05,4.7112289329242295e-19,2.817988086253331e-21,7.428497085426289e-19,5.951330707815894e-18,4.0677515097958394e-11,9.644797768392616e-18,1.2791507702966239e-23,1.3549646252110114e-15,1.3147407253624045e-20,2.7592873291883577e-25,4.164139580297005e-31,5.374325381346633e-23,0.0010911480489468439,3.522563547329087e-19,5.225415145293264e-25,-3.4193334351190376e-22,8.468792257340166e-24,2.0592651059929107e-21,1.3989256639304229e-25,8.727185474081881e-24,-1.0791509234031088e-33,-1.0699497957097308e-42,-1.0992211254886261e-30,1.3509262246967838e-27,5.694685897303202e-27,-4.983239335419964e-32,-7.127288904480997e-42,-7.092555574736101e-29,3.001005197959213e-23,-2.7343189608776876e-35,-4.296070073906049e-35,-9.497529338457047e-32,-3.358200243452786e-33,-2.2495019172489535e-35,-1.450140300423987e-42,7.60375800801598e-44,1.8598952540663412e-47,2.6135093943386768e-45,3.2987039582193834e-53,1.9699531349292025e-48,-1.9464125303724958e-40,-3.4160866105318124e-58,1.488583315649219e-62,3.310549487381478e-35,7.506721762937443e-36,-1.4739993763193634e-66,3.299979948276599e-34,1.0841635413344757e-29,1.4647158328032335e-27,4.707748945175877e-36,-1.387385879366965e-51,2.1026323020058333e-38,3.1529657878697784e-40,4.46482736474146e-37,4.2301807722752436e-35
1.240391740210152e-09,0.0005476130450981914,0.0915567593028733,0.0,0.0004952859298802999,0.45043823967347174,1.697848361877677e-18,0.4569006122998406,1.61388831164982e-17,2.0798064747779953e-22,3.80031862456923e-13,1.385044830074126e-21,-1.4121347644102787e-32,2.3901077619988274e-05,4.742835735117812e-19,2.8180667759860743e-21,7.402411692103098e-19,5.964470963833271e-18,4.0805414089647426e-11,9.678838787310217e-18,1.2890126716075458e-23,1.3548725646559908e-15,1.3236044217896579e-20,2.7879240498831346e-25,4.172144570472117e-31,5.423110753190192e-23,0.0010924381434375915,3.526273399061887e-19,5.274370294431026e-25,2.0096087636048097e-21,8.480659966255548e-24,-2.915677090358843e-22,1.4004068233295142e-25,8.773347948739966e-24,-1.0655616872119682e-33,-3.543640700040007e-43,-1.1119864892981616e-30,1.3553751065584126e-27,5.714883026087106e-27,4.4084136269156334e-32,-9.088155355812454e-42,-7.091042614077937e-29,3.0155472974747975e-23,-1.8639858126049242e-35,-5.390559905525751e-35,-9.606724738212033e-32,-3.3967440356120754e-33,-2.24902231671223e-35,-1.4630979095382436e-42,7.752240255960591e-44,1.8886209113956215e-47,2.6328699580948335e-45,3.35470495560338e-53,2.006751703535488e-48,-1.9515015034234543e-40,-3.470320615279284e-58,-1.545348955554845e-63,3.3635651480448715e-35,7.578809705458484e-36,-1.5288321929093472e-66,3.3446399250375635e-34,1.1073119023903945e-29,1.4837427109818069e-27,1.6759788022203315e-35,-1.1543090928288832e-51,1.8332375512198865e-38,3.2011926781660604e-40,4.5401593642198675e-37,4.2227682106897004e-35
1.2473250520091908e-09,0.0005476130450981914,0.0915567593028733,0.0,0.000494078529770866,0.45043700016278165,1.7127558736303177e-18,0.4569006122997118,1.6200300831138856e-17,2.0948187001382618e-22,3.8136623965006215e-13,1.3993323452474177e-21,-1.4116333878863258e-32,2.3836856206247778e-05,4.774463871384029e-19,2.8181467372482344e-21,7.376675023307741e-19,5.9775171179092455e-18,4.0932900358104254e-11,9.712785231689761e-18,1.2839510387777141e-23,1.3547812697050921e-15,1.3324706217067508e-20,2.797001726445807e-25,4.18015641193754e-31,5.471980427373563e-23,0.001093709764833284,3.5300131468930973e-19,5.323454310291718e-25,-1.504337129805538e-21,8.551041874807521e-24,3.223058227041171e-21,1.4018996523210757e-25,8.819468261606243e-24,-1.055939378043742e-33,5.813057228516494e-42,-1.1247837380537227e-30,1.3598089317482221e-27,5.7350239147208315e-27,2.6276380259772207e-32,-1.8433339824510616e-42,-7.089579318835298e-29,3.0300620981705836e-23,-2.3048208434463775e-35,-4.5935042465601254e-35,-9.716318392962013e-32,-3.435175634339993e-33,-2.2485688541293505e-35,-1.475990463440754e-42,7.902601005518322e-44,1.917589863575452e-47,2.6522318896890285e-45,3.4113174252555994e-53,2.043991124533613e-48,-1.9565152885982034e-40,-3.524553339213694e-58,5.546788565961473e-63,3.417072048987096e-35,7.651127039839076e-36,-1.5702664436834694e-66,3.388215215467574e-34,1.1306786272730325e-29,1.5028993145570148e-27,-2.21145518131169e-35,4.2317988062015335e-51,-4.6419339957600813e-38,3.2410463641535514e-40,4.616316207053949e-37,4.231303569839032e-35
1.2542583638082296e-09,0.0005476130450981914,0.0915567593028733,0.0,0.0004928884616690207,0.450435778422104,1.7276957255940445e-18,0.45690061229958334,1.6261528142310515e-17,2.1098468073084611e-22,3.82696961810483e-13,1.41367648318403e-21,-1.391162715113421e-32,2.3773510803070432e-05,4.806113660080628e-19,2.8182279232468164e-21,7.351282835651945e-19,5.990470340025777e-18,4.1059979208739873e-11,9.746638390518535e-18,1.2838292985312636e-23,1.3546907395226589e-15,1.3413389791745203e-20,2.809477031459294e-25,4.188175729056758e-31,5.520942944937261e-23,0.0010949631782112177,3.53378301854606e-19,5.37266713178072e-25,-1.3913845390230923e-21,8.617314115015653e-24,3.1114724375845544e-21,1.4034042474116514e-25,8.865547984712181e-24,-1.0846874617285331e-33,-4.00117604920222e-43,-1.1380159535940249e-30,1.3642280461135375e-27,5.75510924301777e-27,-8.793579227499907e-32,-5.714399633994868e-42,-7.088170253745434e-29,3.044550199977108e-23,-3.0439389396844603e-35,-3.890198324540867e-35,-9.825520140975995e-32,-3.4734974633214684e-33,-2.248116869394409e-35,-1.4888005922168826e-42,8.054851386793248e-44,1.9467987243417274e-47,2.671594065313594e-45,3.4685453693829997e-53,2.0816428637279527e-48,-1.961527262088258e-40,-3.578732394741057e-58,2.2852477942368627e-62,3.4710714540995134e-35,7.72367296191934e-36,-1.5227772129909123e-66,3.431577454384514e-34,1.1533606320248695e-29,1.5221473141722096e-27,-4.099917172500767e-38,-1.3686019434197318e-51,2.1041401777905528e-38,3.2784683977747315e-40,4.693294486724915e-37,4.259328987953574e-35
1.2611916756072684e-09,0.0005476130450981914,0.0915567593028733,0.0,0.0004917154761028747,0.4504345741960713,1.7426676864338463e-18,0.45690061229945533,1.6322567634739812e-17,2.124890919907948e-22,3.84024078801497e-13,1.428074258011904e-21,-1.4105522865034156e-32,2.3711029619485037e-05,4.837785416986404e-19,2.818310280297714e-21,7.326230919447575e-19,6.0033317844781e-18,4.1186655870874377e-11,9.780399535414817e-18,1.2984973984518014e-23,1.3546009731493516e-15,1.3502097178382452e-20,2.8452252418332825e-25,4.196202472787508e-31,5.569983601269114e-23,0.0010961986448342772,3.5375832246165374e-19,5.422008852786706e-25,3.536286392199521e-21,8.60360484698833e-24,-1.815442907730307e-21,1.4049206982039312e-25,8.911588675539862e-24,-1.0700388647808667e-33,-2.512579067990231e-42,-1.1507553639811925e-30,1.3686322744425183e-27,5.7751401316002316e-27,4.672766727494769e-32,-1.1912155304108946e-41,-7.086609530356482e-29,3.0590121969914104e-23,-1.7777277740048006e-35,-5.606049514893157e-35,-9.93363406710339e-32,-3.511709192897044e-33,-2.247639375035988e-35,-1.5015267132040753e-42,8.209002559391646e-44,1.976196368485527e-47,2.6909569592562178e-45,3.526392709666949e-53,2.1196739223492344e-48,-1.9665155989969352e-40,-3.633731170860344e-58,-3.746986402340383e-63,3.5255646279107457e-35,7.796446677951884e-36,-1.5745063247898832e-66,3.4776075616422112e-34,1.1774325883119604e-29,1.5415336366266825e-27,3.161726359239506e-35,-3.238652123585858e-51,4.3679307847739964e-38,3.3304865491188905e-40,4.771097077377712e-37,4.245314576103836e-35
1.2681249874063072e-09,0.0005476130450981914,0.0915567593028733,0.0,0.000490559327200299,0.450433387232996,1.7576715276788927e-18,0.4569006122993277,1.638342185992477e-17,2.13995116297236e-22,3.8534763981520575e-13,1.442526051135972e-21,-1.4215103222109237e-32,2.3649401024076112e-05,4.869479460610499e-19,2.818393774241603e-21,7.301515099260306e-19,6.016102590084233e-18,4.1312935498837464e-11,9.814069920864254e-18,1.2922703725705115e-23,1.3545119695043522e-15,1.359083387666546e-20,2.8540338515076384e-25,4.204237139296847e-31,5.61910394181645e-23,0.0010974164222059917,3.5414139591441117e-19,5.471479520070874e-25,-1.3594997215427554e-21,8.67178760131738e-24,3.080741040545919e-21,1.406449087624511e-25,8.957591877051008e-24,-1.0406185903861613e-33,9.3898920316641e-42,-1.1633186136127062e-30,1.3730221037265038e-27,5.7951171224481576e-27,8.436820782016716e-32,-1.0865732277922475e-42,-7.085077276154308e-29,3.073448677492499e-23,-1.917863175923998e-35,-4.987480784798772e-35,-1.0042363836631598e-31,-3.5498127166188474e-33,-2.24715570073131e-35,-1.514201664919656e-42,8.365065568592979e-44,2.0058323562418253e-47,2.7103210837269562e-45,3.5848634306305243e-53,2.158158951147983e-48,-1.9714168637952742e-40,-3.688785742346491e-58,4.698611781720091e-63,3.58055283604088e-35,7.869447403126188e-36,-1.6643397323241713e-66,3.5224851869373962e-34,1.2021937499600175e-29,1.5610663326813927e-27,-2.994267099796576e-35,6.417766248803487e-51,-7.24618256669754e-38,3.3737327587238777e-40,4.84974178267223e-37,4.2458558958840716e-35
1.275058299205346e-09,0.0005476130450981914,0.0915567593028733,0.0,0.0004894197726369437,0.4504322172848166,1.772707023684172e-18,0.4569006122992005,1.6444093336498935e-17,2.1550276627976533e-22,3.86667693381582e-13,1.4570359477604828e-21,-1.383130121988394e-32,2.3588613542717664e-05,4.901196112299694e-19,2.8184783665115597e-21,7.277131234621711e-19,6.028783880391804e-18,4.143882317304962e-11,9.847650784451709e-18,1.2859354981700618e-23,1.3544237273874267e-15,1.367959426262643e-20,2.85571804314874e-25,4.212280600936968e-31,5.668323345851778e-23,0.0010986167641248018,3.5452754001671694e-19,5.521079050687121e-25,-4.003241258073792e-21,8.781982013442924e-24,5.726095102668163e-21,1.4079894921452e-25,9.003559117721775e-24,-1.0914160612718097e-33,2.043509464070789e-42,-1.1767988146779289e-30,1.3773981361503708e-27,5.81504063511799e-27,-1.4968845995586024e-31,-1.9449864810432662e-42,-7.083700209656161e-29,3.0878602239584756e-23,-3.544034117367764e-35,-3.170467230202886e-35,-1.0151121335562453e-31,-3.587811527149002e-33,-2.2466867822632224e-35,-1.52680309001676e-42,8.523051578436869e-44,2.0357357824235664e-47,2.7296846166288267e-45,3.6439616528273685e-53,2.197078796848018e-48,-1.976246880091692e-40,-3.743283485585201e-58,4.606724665164226e-62,3.636037344766535e-35,7.9426743750273e-36,-1.5748488185804962e-66,3.565552796051304e-34,1.225216311543687e-29,1.5806697285972817e-27,-1.5260363128959534e-35,-2.5674212014893718e-52,7.898839461696189e-39,3.4051388888884295e-40,4.929223912569708e-37,4.2938198500095e-35
1.2819916110043848e-09,0.0005476130450981914,0.0915567593028733,0.0,0.000488296573584996,0.4504310641070457,1.7877739515926435e-18,0.45690061229907364,1.6504584550589086e-17,2.1701205467612253e-22,3.879842873773803e-13,1.4715995692865498e-21,-1.4016287909661456e-32,2.35286558564346e-05,4.932935688036785e-19,2.818563996850204e-21,7.253075220617391e-19,6.041376763882194e-18,4.156432390108517e-11,9.881143347089102e-18,1.3085674557531331e-23,1.3543362454810232e-15,1.3768378906597417e-20,2.9026095628918373e-25,4.220332549509126e-31,5.71762038785371e-23,0.0010997999207375325,3.5491677102618233e-19,5.570807599635675e-25,5.877140126610249e-21,8.729270803622878e-24,-4.153286358684713e-21,1.409541981997653e-25,9.049491911583182e-24,-1.0868840887496918e-33,-8.248761298685628e-42,-1.1896466477862148e-30,1.3817599858621622e-27,5.834911930960632e-27,1.31137557564427e-32,-1.6501365556701307e-41,-7.082075415007013e-29,3.1022474130862727e-23,-1.8888748622587212e-35,-5.686205705800344e-35,-1.0258092918123176e-31,-3.6257037521873306e-33,-2.2462128768995247e-35,-1.539309528016376e-42,8.682971878452427e-44,2.0658080249067272e-47,2.749047844969021e-45,3.703691379090527e-53,2.2363495139883335e-48,-1.981058535980945e-40,-3.798945185115545e-58,-4.4945670002562477e-63,3.6920194212315416e-35,8.016126843451538e-36,-1.5893977911445123e-66,3.6129102885015747e-34,1.2499296991996805e-29,1.6004053875063997e-27,5.926937687201635e-35,-7.719716648604691e-51,9.788119094841086e-38,3.460626506435094e-40,5.009538086776094e-37,4.273396117652153e-35
1.2889249228034236e-09,0.0005476130450981914,0.0915567593028733,0.0,0.0004871894946626962,0.45042992745871857,1.8028720912978936e-18,0.4569006122989472,1.656489795614835e-17,2.1852299434761267e-22,3.892974690350116e-13,1.4862151300114964e-21,-1.4419876004499956e-32,2.346951679907343e-05,4.964698505658262e-19,2.8186506298879636e-21,7.2293429881813e-19,6.0538823341720375e-18,4.1689442618727235e-11,9.914548813242294e-18,1.3038431837756844e-23,1.3542495223525934e-15,1.385719845591812e-20,2.9174312320118894e-25,4.228393181770824e-31,5.766986179456518e-23,0.0011009661385920982,3.553091037065357e-19,5.620665327917393e-25,6.486575901449972e-22,8.763187162255071e-24,1.0750036235691324e-21,1.4111066213818022e-25,9.095391758266711e-24,-1.010053028116921e-33,1.3447339012332198e-41,-1.2016499205435894e-30,1.3861079248162776e-27,5.8547317049227155e-27,2.178671468999934e-31,-2.5503451008965988e-42,-7.080350357203187e-29,3.116610815813418e-23,-1.0381281633073675e-35,-6.014738050780387e-35,-1.0365742332497103e-31,-3.6634903238891866e-33,-2.24571168973513e-35,-1.5517806195313424e-42,8.844837547767716e-44,2.0960910849090352e-47,2.7684126617192856e-45,3.7640565982937547e-53,2.276081072066349e-48,-1.985836379475274e-40,-3.855043015226034e-58,-1.8887423977797692e-62,3.748500334339438e-35,8.089804059986504e-36,-1.7833475966735025e-66,3.660119747193147e-34,1.2768101615699014e-29,1.620326270776648e-27,-3.335673557544057e-35,9.203516521199476e-51,-1.0569625221432852e-37,3.5131892587815034e-40,5.0907122147119176e-37,4.2488907216523437e-35
