Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(318),SX(259),SX(262),SX(450),C2HOX(465),C2H6O(236),SX(357),SX(497),OCCO(227),SX(387),SX(190),SX(577),SX(213),SX(496),S(309),SX(390),C2H4O3(79),SX(386),SX(747),SX(616),S(233),SX(1122),SX(1168),SX(1172),SX(217),SX(993),SX(1423),S(257)
3.069960467376839e-11,0.0005476130450981914,0.0915567593028733,0.0,0.0014945670067004482,0.4514462074210972,6.601511058613744e-22,0.4569006123390073,1.4507445464945907e-19,2.8205107258113064e-26,4.295937748408941e-15,1.4476483254349861e-27,6.290628335707079e-34,4.1274496026138036e-05,1.0817792951603269e-21,3.594359735489166e-21,1.4008368489667658e-19,1.7970805503990786e-19,2.014267998746123e-12,1.0946398889583446e-19,2.7049821673820614e-24,1.3459692985546297e-15,2.0535425589783373e-24,2.654300062234808e-29,1.0744223507413159e-32,6.968288191385411e-29,7.57836869837503e-05,1.01669425713159e-20,1.3319949851652542e-30,1.9571439314931632e-21,-1.378357668421045e-25,-1.869185408463317e-21,3.0804570156479037e-27,1.2805125836264822e-27,-2.6609685767562994e-36,3.3050762713884316e-42,-2.1956508653064065e-35,6.1707656253656314e-30,4.227384441034399e-29,4.724372249285518e-34,-2.822167711041249e-43,-3.8262937790321403e-35,1.5908045633508293e-26,-1.430973814157136e-41,-2.9012608990119853e-41,-7.47083671225214e-40,1.4860951229217884e-40,-7.259881183020251e-42,-4.9416396265048607e-45,6.470352581792987e-54,1.2381827729828884e-55,8.696653340228912e-48,1.1361716559580989e-62,2.6132294951045183e-58,-1.5253572218506606e-47,-3.980735252876859e-65,1.0434570648368617e-65,7.760910119364193e-43,2.647698569952745e-40,1.8547161500720916e-74,6.407046620675443e-40,3.747745976971021e-32,1.588406672072216e-33,1.6138153241868803e-43,1.4776664343528217e-60,3.480810048411469e-49,8.542371426261233e-46,4.220434310202704e-44,-6.186223301805518e-43
3.080802513410107e-11,0.0005476130450981914,0.0915567593028733,0.0,0.0014942106529070227,0.4514459014581504,6.672009916666151e-22,0.4569006123390004,1.4612292436393783e-19,2.8647004441137373e-26,4.331836617577019e-15,1.4842853005338951e-27,6.275451741704761e-34,4.137527770577568e-05,1.0891534653245775e-21,3.5910515200072796e-21,1.4103511178298264e-19,1.8079018837579676e-19,2.0211169246995477e-12,1.10378735590383e-19,2.7129043040147875e-24,1.3465873442272071e-15,2.0856955108981835e-24,2.7023621769731584e-29,9.78255771676762e-33,7.144507163229573e-29,7.603925909068308e-05,1.0258602638296537e-20,1.3622844884673209e-30,1.1457777338521665e-21,-1.293906427478241e-25,-1.0583151364055838e-21,3.1149066147199438e-27,1.3050384246555616e-27,-2.5938763424408154e-36,3.2868081405772485e-42,-2.1847206263194193e-35,6.253747744640061e-30,4.275459423810277e-29,-3.4259783521909074e-34,4.945767860928658e-42,-3.8072904790791824e-35,1.5998205340143632e-26,-1.421761356474396e-41,-2.859131620813063e-41,-7.789263874984183e-40,1.4827316676269481e-40,-7.478120756600847e-42,-4.7580772757021765e-45,6.739687890981301e-54,1.2803895198139832e-55,8.564469234942697e-48,1.1793499503831346e-62,2.7630859139700357e-58,-1.597096250524852e-47,-3.940456389605752e-65,1.1961641983558635e-65,7.978282190613981e-43,2.699576863485398e-40,1.9507228808836277e-73,6.492295495237108e-40,3.7310633466774887e-32,1.615673560474183e-33,1.6500805825910358e-43,1.5136220915424706e-60,1.3523536371293932e-48,8.624858107247214e-46,4.31581835018732e-44,-6.1384713747619754e-43
3.091644559443375e-11,0.0005476130450981914,0.0915567593028733,0.0,0.0014938547117715134,0.451445595740341,6.742932094919038e-22,0.45690061233899354,1.4717351115301376e-19,2.9093669904900433e-26,4.367839225532143e-15,1.5216748769889384e-27,6.278749261658081e-34,4.147572434436401e-05,1.096550900230961e-21,3.587740574393896e-21,1.4198759564175921e-19,1.8187283005204638e-19,2.0279641685187194e-12,1.112961258420878e-19,2.720810942031844e-24,1.3471916097983086e-15,2.1181949364538558e-24,2.7510569373309116e-29,7.12227706028079e-33,7.32434419892635e-29,7.629475358075768e-05,1.0350551328278803e-20,1.393121212623155e-30,-2.2640146634046862e-21,-9.682840909220923e-26,2.351482290296331e-21,3.1495047725132063e-27,1.3298976400778412e-27,-2.5500173516459946e-36,3.2988900617122304e-42,-2.186192805386478e-35,6.337342060377561e-30,4.3237667810800906e-29,-2.975414726417892e-34,2.4261303518017132e-42,-3.8096532948599564e-35,1.608958185303158e-26,-1.426085412550016e-41,-2.8366571422899265e-41,-8.102823098413168e-40,1.4791245402033389e-40,-7.684645532295413e-42,1.9074875390806114e-45,7.018858511488777e-54,1.3238130735794927e-55,8.433020746429599e-48,1.2276391599047183e-62,2.9404719467578238e-58,-1.6703628468714208e-47,-3.894657148071668e-65,1.3442237734822391e-65,8.200679769901487e-43,2.752174513357158e-40,3.6487740434896417e-73,6.594067804276467e-40,3.733157893931334e-32,1.6453164830859553e-33,1.6852630143753915e-43,1.5510163809452474e-60,2.4734859167846445e-48,8.74061647932375e-46,4.41210743119034e-44,-6.1295945434092895e-43
3.102486605476643e-11,0.0005476130450981914,0.0915567593028733,0.0,0.0014934991828767972,0.45144529026742203,6.814277789626556e-22,0.45690061233898666,1.4822620321377723e-19,2.954512860733406e-26,4.403944995021804e-15,1.5598286541418993e-27,6.2797160735269355e-34,4.157583628230488e-05,1.1039715838317199e-21,3.584427466045646e-21,1.429411214508793e-19,1.8295596848217374e-19,2.034809732109169e-12,1.122161449422763e-19,2.7287020726516087e-24,1.3477823776946956e-15,2.1510426394214036e-24,2.800383692241432e-29,9.445080961927891e-33,7.507855011452593e-29,7.655017053068987e-05,1.0442786618041063e-20,1.4245122857549471e-30,2.449384089654412e-22,-1.210906206685196e-25,-1.572197707433522e-22,3.1842502806789158e-27,1.355092534755308e-27,-2.5132722775604357e-36,3.2922232799815096e-42,-2.1912785961886592e-35,6.421547682004795e-30,4.372305033580746e-29,3.225196155774729e-34,-1.4008513658862937e-42,-3.818474538589021e-35,1.6182185230091652e-26,-1.429591069314509e-41,-2.845599726922106e-41,-8.41388346017531e-40,1.475456477122254e-40,-7.883669901510411e-42,2.346716564604463e-45,7.308171249548383e-54,1.3684807073862947e-55,8.3033790159017e-48,1.2778817834554028e-62,3.0098851011403417e-58,-1.744247647278006e-47,-3.843478014096164e-65,1.4893164304201751e-65,8.428193604903214e-43,2.805496723149649e-40,5.300808251060702e-73,6.698567893019223e-40,3.7406826882224967e-32,1.6760340688296054e-33,1.7168172139817025e-43,1.5973148494873358e-60,9.121990570701927e-49,8.877003097449731e-46,4.509645796217756e-44,-6.1317833667511575e-43
3.113328651509911e-11,0.0005476130450981914,0.0915567593028733,0.0,0.001493144065800558,0.451444985039144,6.8860471925603805e-22,0.4569006123389798,1.4928098890561474e-19,3.0001405438304e-26,4.440153353579969e-15,1.5987583359001204e-27,6.290669040872103e-34,4.1675613865274344e-05,1.1114155001142137e-21,3.581112748030853e-21,1.4389567438581374e-19,1.8403959230379946e-19,2.041653617374483e-12,1.131387783042264e-19,2.736577687416598e-24,1.348359925753983e-15,2.1842404184996082e-24,2.850346577658751e-29,1.0912315259179881e-32,7.695095817113705e-29,7.68055100171172e-05,1.0535306498012646e-20,1.4564648874829878e-30,2.1275944185744338e-21,-1.391555559307538e-25,-2.039724866858408e-21,3.2191419359707662e-27,1.3806254098876695e-27,-2.4709066203834615e-36,3.2744724103870635e-42,-2.1928473056801253e-35,6.506363689831976e-30,4.421072702990429e-29,7.216103866750472e-35,-2.4485617282921906e-43,-3.8211980835747836e-35,1.6276034528679512e-26,-1.4286461056439435e-41,-2.860991447311124e-41,-8.725429596197034e-40,1.4717481196421043e-40,-8.07582880651888e-42,-7.427608692431307e-46,7.607940647398474e-54,1.4144208466804082e-55,8.176433416985953e-48,1.3289364150891467e-62,3.1020077486391068e-58,-1.8185257388675722e-47,-3.786998577269745e-65,1.631626948937471e-65,8.660915601727953e-43,2.8595486855813826e-40,6.928095505367748e-73,6.799858530086403e-40,3.742945472959159e-32,1.7067852084242717e-33,1.754729511003601e-43,1.6419220827175617e-60,8.006030830710604e-49,9.006043696265497e-46,4.608637196693825e-44,-6.1225155224832294e-43
3.124170697543179e-11,0.0005476130450981914,0.0915567593028733,0.0,0.0014927893601153275,0.4514446800552551,6.958240491090535e-22,0.4569006123389729,1.5033785674823935e-19,3.046252521923564e-26,4.476463733500071e-15,1.638475739623169e-27,6.301682558319829e-34,4.1775057444181043e-05,1.1188826331274794e-21,3.577796959303253e-21,1.4485123981732632e-19,1.8512369037529373e-19,2.048495826216284e-12,1.1406401146247813e-19,2.7444377781926957e-24,1.348924527257819e-15,2.217790067129994e-24,2.90095570641741e-29,7.978704085189712e-33,7.88612337305896e-29,7.706077211659832e-05,1.0628108972328936e-20,1.488986248871095e-30,-1.53070765504966e-21,-1.0419975721363175e-25,1.618580187864297e-21,3.254178540440556e-27,1.4064985545755456e-27,-2.4286792923514837e-36,3.269914580435453e-42,-2.1941956071222358e-35,6.591789135618943e-30,4.470068312245717e-29,-2.3058190732857987e-34,2.0716819747583372e-42,-3.8233298156423025e-35,1.6371138200143567e-26,-1.427853772418862e-41,-2.8643144931850494e-41,-9.038733645691805e-40,1.467934414147542e-40,-8.261021946872082e-42,-1.1451299918576416e-45,7.918489070101554e-54,1.4616625509330012e-55,8.051687351414126e-48,1.380099280143777e-62,3.2356619638087145e-58,-1.8933325308316008e-47,-3.7252718409509123e-65,1.7712088487423883e-65,8.898938832529725e-43,2.9143355823613653e-40,8.536741639477491e-73,6.901397010745353e-40,3.744809466806757e-32,1.7380537244485224e-33,1.7954716226847633e-43,1.6805300777284985e-60,2.6747245089130703e-48,9.123542103880379e-46,4.709085742478727e-44,-6.1123183405010735e-43
3.135012743576447e-11,0.0005476130450981914,0.0915567593028733,0.0,0.0014924350653885323,0.4514443753155005,7.030857868273843e-22,0.456900612338966,1.5139679541953545e-19,3.09285127027002e-26,4.512875571804918e-15,1.678992801954947e-27,6.296937972440247e-34,4.187416737512081e-05,1.12637296694024e-21,3.5744806249709775e-21,1.4580780330894855e-19,1.8620825177208073e-19,2.055336360534207e-12,1.149918300720672e-19,2.7522823373196466e-24,1.3494764509685919e-15,2.2516933736219333e-24,2.9522139270723026e-29,8.459882734284825e-33,8.080995006675565e-29,7.731595690561193e-05,1.0721192058872277e-20,1.5220836523670229e-30,-1.1546835255957354e-21,-1.0780643977505681e-25,1.2425346926989292e-21,3.289358901652554e-27,1.432714247597673e-27,-2.3866905099023356e-36,3.2682743366219915e-42,-2.1952557154625275e-35,6.677823043174668e-30,4.5192903858881806e-29,7.153866897043246e-35,1.3569784026062803e-42,-3.825089379983393e-35,1.6467498491285176e-26,-1.427789943485901e-41,-2.8580357944817453e-41,-9.352716409533058e-40,1.4640186964709927e-40,-8.438288505451717e-42,2.9384075328799304e-46,8.24014701005084e-54,1.5102359432792198e-55,7.929126517597612e-48,1.4332145859076883e-62,3.3531744059264764e-58,-1.9685228558373995e-47,-3.658364588792784e-65,1.908020533986385e-65,9.142357543933897e-43,2.9698625840298324e-40,1.012137650720019e-72,7.005040767892952e-40,3.746125887148075e-32,1.7698321671264607e-33,1.828891864794403e-43,1.7270538645590923e-60,1.6822883919478184e-48,9.24235336070369e-46,4.810874716586698e-44,-6.100929505834791e-43
3.156696835642983e-11,0.0005476130450981914,0.0915567593028733,0.0,0.001491727707054657,0.4514437665673644,7.177365569713382e-22,0.45690061233895224,1.5352084073911076e-19,3.1875189441192785e-26,4.586001395134054e-15,1.7624741971803526e-27,6.350100670665865e-34,4.207138774318821e-05,1.1414231734553697e-21,3.567848351839614e-21,1.47723867677108e-19,1.8837872190931463e-19,2.0690124131868896e-12,1.1685516686347397e-19,2.7679248318508024e-24,1.3505433176718928e-15,2.3205680876083102e-24,3.056690139705881e-29,7.759092050614126e-33,8.482502446747661e-29,7.782609485774724e-05,1.0908192209151215e-20,1.5900359720337613e-30,-2.4044829606675634e-21,-9.707301477223213e-26,2.4926159761463195e-21,3.360146153143193e-27,1.4861823612816182e-27,-2.341405354431914e-36,3.2903682273554966e-42,-2.218430788541059e-35,6.851712202417353e-30,4.618408034249842e-29,6.992297428484426e-34,-2.6508587470310586e-42,-3.8648541013199977e-35,1.6664013291392467e-26,-1.4446974060921084e-41,-2.8465492450557847e-41,-9.981317923955546e-40,1.455792768872765e-40,-8.774415169610326e-42,8.014958017416923e-45,8.918154728292012e-54,1.6114990919065895e-55,7.68751604014101e-48,1.5460945016459551e-62,3.6184989006386794e-58,-2.1199604773812454e-47,-3.5092347099071764e-65,2.174534158571808e-65,9.645764311754757e-43,3.0831575275631423e-40,1.3215165617253344e-72,7.234910339044037e-40,3.779966051887597e-32,1.838167931403904e-33,1.910470663244717e-43,1.8235856674689656e-60,2.4690598824486306e-48,9.512350515916908e-46,5.018534500882201e-44,-6.14403932212215e-43
3.1783809277095186e-11,0.0005476130450981914,0.0915567593028733,0.0,0.001491021987237975,0.4514431587926497,7.325571678140422e-22,0.45690061233893847,1.5565303737347522e-19,3.2841632283282417e-26,4.659526413171998e-15,1.8493002338329928e-27,6.652113284880294e-34,4.2267277920238594e-05,1.1565659930690677e-21,3.561219860459752e-21,1.4964375576328274e-19,1.9055091952970668e-19,2.082681790488984e-12,1.1872867629895883e-19,2.783505117329065e-24,1.3515625869783367e-15,2.3908787620745227e-24,3.163796794638605e-29,8.607777234807155e-32,8.900087357666966e-29,7.833592448372246e-05,1.1096291368406643e-20,1.6603811313263988e-30,9.98720155118718e-20,-1.0828746043748044e-24,-9.978171591619145e-20,3.4314942681867516e-27,1.541047774255592e-27,-2.4966471190044614e-36,3.361836439240551e-42,-2.3582087215030485e-35,7.02802282112694e-30,4.7184138882629437e-29,4.923279182507029e-33,-3.034032619191478e-42,-4.1087814847203757e-35,1.686548071480297e-26,-1.5104200952104486e-41,-2.949725069938352e-41,-1.0617996293149979e-39,1.447271697241402e-40,-9.124219449451921e-42,-9.049271630980396e-47,9.644775201821203e-54,1.7184525407058145e-55,7.434961225778101e-48,1.6443636895035948e-62,3.0048871662625948e-58,-2.2716111234734483e-47,-3.339742169647561e-65,2.446746660873299e-65,1.0171913668741518e-42,3.199474651778814e-40,1.6289027696163794e-72,7.520748543748217e-40,3.9823908234651936e-32,1.925371463558802e-33,1.9265565225131993e-43,2.0595013473848237e-60,-4.640347678732707e-47,9.878332918546177e-46,5.232810188579314e-44,-6.55743369780622e-43
3.2000650197760544e-11,0.0005476130450981914,0.0915567593028733,0.0,0.0014903179022984624,0.4514425519892323,7.475477511131199e-22,0.4569006123389247,1.5779330022703936e-19,3.382803673263071e-26,4.73344628910161e-15,1.939570322121395e-27,7.1380702373710584e-34,4.2461840937418075e-05,1.1718012991332366e-21,3.554598875365322e-21,1.5156735876603417e-19,1.9272476469276917e-19,2.0963445075636427e-12,1.2061224787367646e-19,2.7990231453246612e-24,1.3525362501957905e-15,2.4626395167506004e-24,3.2736122915750466e-29,5.134170375569996e-32,9.3342272061369e-29,7.884544639240238e-05,1.1285474178185486e-20,1.7331792328790846e-30,5.719788112592825e-20,-6.836270822213813e-25,-5.710689565211901e-20,3.503393924791799e-27,1.5973285614180612e-27,-2.6898185229247953e-36,3.5951299313461136e-42,-2.5235553828907504e-35,7.206746143759058e-30,4.8192962340401264e-29,4.493978947684029e-33,8.182980152965303e-42,-4.3915920203437934e-35,1.70722259814946e-26,-1.604695933429759e-41,-3.1366159373903143e-41,-1.1282629161294885e-39,1.4383965810865514e-40,-9.51363529970714e-42,-4.3136000764362335e-45,1.0422962042860657e-53,1.8313589207740432e-55,7.188471642468177e-48,1.7636155721256852e-62,3.1934052735249025e-58,-2.4241387697415574e-47,-3.149070237136477e-65,2.730775781871816e-65,1.0721602699635728e-42,3.3188549044245427e-40,1.9496560337575362e-72,7.839039510083284e-40,4.222606419375078e-32,2.0186801643388124e-33,2.0800401390056614e-43,2.109846067964798e-60,-2.424574817166119e-47,1.0253214253235749e-45,5.455288981252083e-44,-7.051323970952472e-43
3.219580702635936e-11,0.0005476130450981914,0.0915567593028733,0.0,0.0014896856206018478,0.45144200669482915,7.611847064868644e-22,0.4569006123389124,1.5972636496085191e-19,3.4733028579492344e-26,4.800308254991766e-15,2.023841731673594e-27,7.3853285208498655e-34,4.263581550008633e-05,1.185592046094317e-21,3.548649322878177e-21,1.5330169009616151e-19,1.946825704500927e-19,2.108635270908278e-12,1.2231597557654646e-19,2.8129361059340662e-24,1.3533751444550322e-15,2.528475615338624e-24,3.3747689511195884e-29,1.4198323344553844e-32,9.739509324913618e-29,7.930375351405723e-05,1.145665271365506e-20,1.800845121934604e-30,8.54281535546873e-21,-2.2104241963770227e-25,-8.452123253019673e-21,3.56856756390828e-27,1.64920617333894e-27,-2.6941660261633915e-36,3.752879555184159e-42,-2.576959974081845e-35,7.369652443830461e-30,4.910830108093881e-29,4.798729727142342e-34,7.544715791037414e-42,-4.481551580294645e-35,1.7262900815454732e-26,-1.6611664119558282e-41,-3.270603588195462e-41,-1.19143747961062e-39,1.4300453169806464e-40,-9.885893377925248e-42,2.0793534301250893e-45,1.1169978216265507e-53,1.9382881065426466e-55,6.989549887251339e-48,1.9119751310874481e-62,4.32206593229612e-58,-2.5632086863096245e-47,-2.958378438253797e-65,2.9943843732686996e-65,1.1237123806740921e-42,3.428949795494629e-40,2.251982673057387e-72,8.102588998089261e-40,4.2996842677558166e-32,2.0911223329749986e-33,2.2030890105241146e-43,2.1788986609658204e-60,-1.532191688407851e-48,1.0559587086852029e-45,5.662661159920514e-44,-7.189971459764749e-43
3.239096385495818e-11,0.0005476130450981914,0.0915567593028733,0.0,0.00148905465738236,0.45144146218382336,7.749595288746278e-22,0.4569006123389,1.6166583750162441e-19,3.5654487680715915e-26,4.867483541526937e-15,2.111059824073848e-27,6.834205385804732e-34,4.2808719902633505e-05,1.1994575126519288e-21,3.54271114102227e-21,1.5503886934004854e-19,1.966415945900009e-19,2.1209206626673516e-12,1.2402768762467482e-19,2.826798577625666e-24,1.3541800112002182e-15,2.5955078204318047e-24,3.478168759438574e-29,-1.3021478403265721e-31,1.0158954957331187e-28,7.976181231870985e-05,1.1628685862896777e-20,1.8705921999662943e-30,-1.9373677947637643e-19,1.7282954820632866e-24,1.9382475252878486e-19,3.6341738417462456e-27,1.7022577443364794e-27,-2.1349986175819134e-36,3.5555199859126905e-42,-2.299657796725173e-35,7.534498702211721e-30,5.003056039468591e-29,-8.648654018710554e-33,-1.9161424708870283e-41,-3.9984876202503644e-35,1.7458301399692446e-26,-1.560950719648346e-41,-3.230731988564193e-41,-1.256085198917725e-39,1.4213827332451785e-40,-1.0200269704850168e-41,2.065725218843181e-45,1.1963637263996082e-53,2.050467215099132e-55,6.850294124522273e-48,2.146680664714155e-62,7.123169034648626e-58,-2.703738734072498e-47,-2.7494584240656377e-65,3.241580543790552e-65,1.1772982348557652e-42,3.5415884114643067e-40,2.5511910563345093e-72,8.227299709362412e-40,3.905625051011634e-32,2.1194158190484867e-33,2.3694419414355967e-43,2.04600749630635e-60,8.922890246498457e-47,1.0754864861054288e-45,5.875295084524297e-44,-6.268434624460079e-43
3.2586120683557e-11,0.0005476130450981914,0.0915567593028733,0.0,0.0014884250098286173,0.45144091845458845,7.88872302038347e-22,0.4569006123388876,1.6361166053460482e-19,3.659255417842648e-26,4.9349691355578445e-15,2.2013009720961768e-27,5.788236152541358e-34,4.298055651545996e-05,1.2133976084397058e-21,3.536786639145787e-21,1.5677882295919074e-19,1.9860178516141467e-19,2.133200693793696e-12,1.2574730724076408e-19,2.8406105383245785e-24,1.354952162295203e-15,2.6637462424371827e-24,3.583791749013611e-29,1.2909244014655202e-32,1.0592930657163688e-28,8.021962324734578e-05,1.1801562892003869e-20,1.942465971233709e-30,1.1237240923193297e-20,-2.155446428865498e-25,-1.1148042056911674e-20,3.700206189889329e-27,1.7564958292971517e-27,-1.5299161948997947e-36,2.971681397917973e-42,-1.984169169394761e-35,7.701277756519551e-30,5.095965618195033e-29,-1.7497856464676295e-33,-2.8205173905037954e-41,-3.463917527388032e-35,1.7657848121267162e-26,-1.3282189778626685e-41,-2.9041897015494775e-41,-1.317414626869713e-39,1.4124587494436474e-40,-1.0358856339582402e-41,-1.592909028330361e-45,1.2806403472196976e-53,2.1680530973619377e-55,6.718350813257578e-48,2.260818232534824e-62,6.0264955617202674e-58,-2.8424066007125537e-47,-2.5245322881321304e-65,3.4365340774369266e-65,1.2329800549799836e-42,3.656800198004587e-40,2.814111458183172e-72,8.236423734005544e-40,3.453447109462304e-32,2.1440925788446096e-33,2.280410303948205e-43,2.2978357740701078e-60,-2.4653206501835705e-48,1.0777607046584767e-45,6.090088802497346e-44,-5.222934122215363e-43
3.278127751215582e-11,0.0005476130450981914,0.0915567593028733,0.0,0.0014877966750810195,0.45144037550547444,8.029231061511858e-22,0.45690061233887536,1.6556377815291607e-19,3.7547367450708383e-26,5.002762069273148e-15,2.2946426393766418e-27,5.43105938006441e-34,4.31513277581206e-05,1.2274122432650143e-21,3.5308780079758144e-21,1.5852147914290417e-19,2.0056309207900632e-19,2.145475375216566e-12,1.2747475880265328e-19,2.854371968508475e-24,1.3556928672159062e-15,2.7332009389967823e-24,3.691710480900211e-29,1.1990369672154525e-33,1.1041808406517836e-28,8.06771867400097e-05,1.1975273212687998e-20,2.016512470017723e-30,-2.3832812352181637e-20,1.2577271129327143e-25,2.3921531715419516e-20,3.766658116727746e-27,1.8119332228531963e-27,-1.2924730717493844e-36,2.6796912666474125e-42,-1.871951755324458e-35,7.869982220056634e-30,5.189550485401657e-29,2.8817513961199484e-34,4.475419462533639e-42,-3.2701513482443704e-35,1.7861738678306375e-26,-1.202192868442846e-41,-2.510583716748412e-41,-1.3710694684211358e-39,1.4034060141250565e-40,-1.0374347276185137e-41,-1.3596890451638979e-45,1.3700840777063053e-53,2.2912762857319463e-55,6.559392357575084e-48,2.3335711680854516e-62,5.032688962106773e-58,-2.974040488883689e-47,-2.2877406915755535e-65,3.569175287829029e-65,1.29082139560966e-42,3.77461446839164e-40,3.016169318690847e-72,8.347447980777659e-40,3.2944959910851686e-32,2.1996397487244465e-33,2.3546209150726654e-43,2.3880727515657275e-60,1.1194010641850604e-47,1.0828041251453079e-45,6.305042318435634e-44,-4.828387043778683e-43
3.295691865789476e-11,0.0005476130450981914,0.0915567593028733,0.0,0.0014872322938554751,0.4514398875168928,8.156869097881062e-22,0.45690061233886425,1.673260207774607e-19,3.8421132464045756e-26,5.064036068097744e-15,2.3813660262612478e-27,5.576778119402767e-34,4.330411302405373e-05,1.2400890705512201e-21,3.525575527631083e-21,1.6009212240672783e-19,2.0232918284144156e-19,2.1565180235143895e-12,1.2903609993616168e-19,2.8667140395087973e-24,1.3563336309035716e-15,2.7967583458521648e-24,3.7908208475630607e-29,1.2931496335163012e-32,1.1458851416187896e-28,8.108878268857807e-05,1.2132316331098624e-20,2.0850504740313744e-30,1.1823120693998484e-20,-2.176469572239121e-25,-1.1733913555514817e-20,3.8268182889375495e-27,1.8628626900445744e-27,-1.336387323526959e-36,2.7852698405511116e-42,-1.9184417377502998e-35,8.023456184282942e-30,5.274347373534249e-29,-4.012923553948364e-34,7.398428963350199e-42,-3.351124837920113e-35,1.8048890126046466e-26,-1.2365547617338193e-41,-2.415858739286186e-41,-1.4140228050630418e-39,1.3952657989235193e-40,-1.0364333013078491e-41,7.806108405255267e-46,1.4552223022609619e-53,2.4071964872408852e-55,6.397631338531368e-48,2.472994659137446e-62,5.764363270334744e-58,-3.0839204112112507e-47,-2.067111413310269e-65,3.6705949657449937e-65,1.3447786055541074e-42,3.882896554692297e-40,3.1614476259123186e-72,8.591088562407522e-40,3.360517488501817e-32,2.271983402053777e-33,2.437066932763293e-43,2.4952735253709404e-60,-2.3393820796949202e-48,1.1084347268409683e-45,6.500519328829449e-44,-4.945015509665507e-43
3.31325598036337e-11,0.0005476130450981914,0.0915567593028733,0.0,0.0014866689714966813,0.4514394001576185,8.285626342839322e-22,0.45690061233885315,1.6909327899173371e-19,3.930867515736049e-26,5.125554543052382e-15,2.470722595563977e-27,5.689333017810299e-34,4.345603917127792e-05,1.25282613483434e-21,3.520289021508363e-21,1.6166484793881168e-19,2.040961047329017e-19,2.1675563553190775e-12,1.3060367107154345e-19,2.8790151602001533e-24,1.35695078531943e-15,2.8613162857936e-24,3.8918170309985486e-29,1.245904472090789e-32,1.1888549712848475e-28,8.15001788891078e-05,1.2290018441342549e-20,2.155420405075932e-30,1.5664896102100116e-22,-1.0840135757275588e-25,-6.748707569055866e-23,3.8873085057754e-27,1.9147830147315946e-27,-1.3760109978587431e-36,2.8420115588802826e-42,-1.9647872882028117e-35,8.178477892892325e-30,5.359678506484e-29,2.093614771094166e-34,-6.420267655261834e-42,-3.430132548200142e-35,1.8239699072635217e-26,-1.279777081306114e-41,-2.5347601766895184e-41,-1.4567837135664574e-39,1.3871360767243631e-40,-1.0393524864900426e-41,5.663592527188957e-46,1.5449658894980472e-53,2.528030177381633e-55,6.241601664413673e-48,2.6448659081964234e-62,6.274378547670142e-58,-3.186455459255536e-47,-1.8395309970921942e-65,3.785594056878401e-65,1.4005858365960219e-42,3.993331467127591e-40,3.307660242915775e-72,8.849900913943133e-40,3.4261413614129856e-32,2.3460810768795437e-33,2.5261810424774575e-43,2.6124908912764194e-60,2.2278720447370068e-48,1.1430331757527663e-45,6.70126702362229e-44,-5.06015002448383e-43
3.330820094937264e-11,0.0005476130450981914,0.0915567593028733,0.0,0.0014861067058235316,0.4514389134264015,8.415503311281657e-22,0.45690061233884205,1.7086551481623234e-19,4.021009552946503e-26,5.187315421785902e-15,2.5627712415092933e-27,5.723448865589259e-34,4.3607108062934114e-05,1.2656233704253217e-21,3.515019853769825e-21,1.6323960680487436e-19,2.058638248845627e-19,2.178590378547517e-12,1.3217741940345037e-19,2.8912753244275736e-24,1.3575451712810127e-15,2.926881970364655e-24,3.994724671534201e-29,1.2857590135319033e-32,1.2331186051587212e-28,8.191137566037822e-05,1.2448372124500162e-20,2.227656916266885e-30,5.136289661750686e-21,-1.5681820723109137e-25,-5.048126443597906e-21,3.948124202556416e-27,1.9677032951850076e-27,-1.371690670062642e-36,2.808320042565026e-42,-1.988321672544496e-35,8.335041534246773e-30,5.445537913034843e-29,8.921525001004348e-34,-5.481018846239789e-43,-3.470040531814094e-35,1.843421769565955e-26,-1.2773580498027452e-41,-2.6020147778710536e-41,-1.5021432643418616e-39,1.379116862679565e-40,-1.0451431321848645e-41,1.0702505860607402e-44,1.639525581487312e-53,2.6539305737695425e-55,6.095691869536007e-48,2.7840416808481957e-62,6.083516170678296e-58,-3.2831084430933164e-47,-1.6038562387062113e-65,3.909869927122017e-65,1.4582922479015415e-42,4.105940293094708e-40,3.469966651820913e-72,9.069668561631933e-40,3.454985335584765e-32,2.418400150389046e-33,2.6151798189068343e-43,2.7259517473444126e-60,2.3229837179589917e-49,1.1697940385071017e-45,6.90826672905025e-44,-5.10198873455288e-43
