Time (s),Volume (m^3),Ne,N2,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(52),COX(53)
7.268274366218134e-10,0.0007926750507772021,0.0,0.0,0.0004319309199818132,0.7986095916057792,0.0999984432706215,0.09999999996681161,1.4730132834299337e-15,8.869673302063652e-15,3.4483759235946566e-19,3.901263840169602e-18,2.8236387443759287e-19,0.0006646525461718268,9.221743702418087e-17,2.274612084992343e-19,8.855833434477214e-20,1.2643757211194906e-06,3.318692041927634e-11,2.922174293531999e-07,5.810843857153588e-21,2.9433050815283017e-24,1.0300664378366901e-10,2.795826523941356e-17,1.920238195393093e-36,5.039342808451295e-19,0.001057935909399745,3.3214026105292956e-11
7.274763042251465e-10,0.0007926750507772021,0.0,0.0,0.0004316432487165997,0.7986093570287615,0.09999844391149348,0.09999999996683372,1.475343632088386e-15,8.90200951350772e-15,3.4554902849631e-19,3.919604130377327e-18,2.8385134741939474e-19,0.0006647602273855886,9.215738005594564e-17,4.399626553471051e-19,8.862996947032125e-20,1.2635242062905727e-06,3.316481610532017e-11,2.924278288910414e-07,5.8117813300842536e-21,2.943583648549113e-24,1.0327206872993655e-10,2.805361152850849e-17,3.940591302758918e-36,5.062780804922346e-19,0.0010581165403453028,3.319186684890504e-11
7.281251718284795e-10,0.0007926750507772021,0.0,0.0,0.0004313561770126936,0.7986091229812905,0.09999844455070467,0.09999999996685578,1.4775796246850582e-15,8.934428943053332e-15,3.4622555544979503e-19,3.938010045610102e-18,2.8534496403291405e-19,0.0006648677651314792,9.209594854957532e-17,2.2194644125850295e-19,8.870158362222307e-20,1.262674469698539e-06,3.314275810336208e-11,2.926381105710702e-07,5.812717552356836e-21,2.943861806700182e-24,1.0353787559832072e-10,2.814916741441125e-17,3.2850972099654476e-36,5.086301152948104e-19,0.0010582967135365827,3.316975378813773e-11
7.287740394318125e-10,0.0007926750507772021,0.0,0.0,0.0004310697034947119,0.7986088894621839,0.09999844518825896,0.09999999996687778,1.4794467442196491e-15,8.96693171030863e-15,3.467650162662984e-19,3.9564817404930765e-18,2.8684474212275653e-19,0.0006649751598035474,9.202861508579523e-17,1.1441545007918506e-19,8.877311761634562e-20,1.2618265072546107e-06,3.3120745924018105e-11,2.9284827455928645e-07,5.813652527350946e-21,2.944139557157277e-24,1.0380406444918412e-10,2.8244933044993644e-17,1.4315640229284109e-36,5.109904038935199e-19,0.001058476429958875,3.314768681698722e-11
7.294229070351455e-10,0.0007926750507772021,0.0,0.0,0.0004307838267907804,0.7986086564702624,0.0999984458241603,0.09999999996689975,1.4816380179255206e-15,8.99951793490065e-15,3.47425399391315e-19,3.975019369788982e-18,2.883506995601253e-19,0.0006650824117944432,9.196665105317407e-17,4.173587208101105e-19,8.884470596328911e-20,1.2609803148807561e-06,3.309877942001983e-11,2.930583210215246e-07,5.814586258519388e-21,2.944416901094434e-24,1.0407063534274211e-10,2.834090856771379e-17,3.282259739265926e-36,5.133589649424167e-19,0.0010586556905952328,3.312566582972e-11
7.300717746384785e-10,0.0007926750507772021,0.0,0.0,0.00043049854553251925,0.798608424004349,0.09999844645841256,0.09999999996692167,1.4840606088921618e-15,9.03218773647527e-15,3.481721313497332e-19,3.993623088397859e-18,2.8986285424280485e-19,0.0006651895214956393,9.19086109666118e-17,3.623747084041022e-19,8.891633766490662e-20,1.260135888507873e-06,3.307685892874428e-11,2.932682501234618e-07,5.815518749326503e-21,2.944693839682461e-24,1.0433758833904195e-10,2.843709412961654e-17,4.293191359736578e-36,5.157358171089047e-19,0.0010588344964264792,3.310369072087214e-11
7.307206422418116e-10,0.0007926750507772021,0.0,0.0,0.00043021385835503157,0.79860819206327,0.09999844709101964,0.09999999996694353,1.4859822212027675e-15,9.064941234697146e-15,3.487324317431719e-19,4.012293051356805e-18,2.9138122409514606e-19,0.0006652964892974115,9.184255295398887e-17,5.713750850387632e-20,8.898786688556441e-20,1.259293224077782e-06,3.3054984140595856e-11,2.9347806203061676e-07,5.816450003114369e-21,2.9449703740848872e-24,1.0460492349796554e-10,2.8533489877335185e-17,1.6264936308604962e-36,5.181209790736985e-19,0.0010590128484312114,3.3081761385248435e-11
7.313695098451446e-10,0.0007926750507772021,0.0,0.0,0.00042992976389689844,0.7986079606458548,0.09999844772198545,0.09999999996696536,1.48793178731188e-15,9.097778549249681e-15,3.49303394396137e-19,4.0310294138396965e-18,2.929058270680499e-19,0.0006654033155886224,9.17770258166917e-17,2.931154292665663e-19,8.905938874775109e-20,1.2584523175440758e-06,3.303315457986584e-11,2.9368775690834023e-07,5.817380023254021e-21,2.9452465054620284e-24,1.0487264087925318e-10,2.8630095957090865e-17,2.0617598891959197e-36,5.205144695307831e-19,0.0010591907475858073,3.305987771792164e-11
7.320183774484776e-10,0.0007926750507772021,0.0,0.0,0.0004296462608001662,0.7986077297509349,0.09999844835131382,0.09999999996698715,1.4904402300061673e-15,9.13069979983497e-15,3.5008291390446276e-19,4.049832331156919e-18,2.9443668113895215e-19,0.0006655100007568756,9.172072208289986e-17,5.005305141270227e-19,8.913101877058299e-20,1.2576131648693196e-06,3.30113705770554e-11,2.938973349218208e-07,5.818308813210976e-21,2.945522234973235e-24,1.0514074054248908e-10,2.872691251469188e-17,4.853377603914903e-36,5.229163071873749e-19,0.0010593681948644297,3.3038039614231645e-11
7.326672450518106e-10,0.0007926750507772021,0.0,0.0,0.00042936334771033187,0.7986074993773451,0.09999844897900861,0.0999999999670089,1.4925973185943744e-15,9.163705106173743e-15,3.5073159993697625e-19,4.068701958755107e-18,2.9597380431180694e-19,0.0006656165451886826,9.165886800543174e-17,1.17705293722147e-19,8.920257773527433e-20,1.2567757620255642e-06,3.298963219526827e-11,2.941067962360901e-07,5.819236376330739e-21,2.945797563771073e-24,1.0540922254708566e-10,2.8823939695535656e-17,2.750573883623451e-36,5.253265107638791e-19,0.0010595451912390342,3.301624696978475e-11
7.333161126551436e-10,0.0007926750507772021,0.0,0.0,0.0004290810232763385,0.7986072695239232,0.09999844960507373,0.09999999996703057,1.4943144825873873e-15,9.196794588005327e-15,3.512164202418897e-19,4.08763845221688e-18,2.975172146170717e-19,0.0006657229492692078,9.158994686710286e-17,1.0080621093276637e-19,8.92740379317422e-20,1.2559401049971455e-06,3.296793875357687e-11,2.9431614101601293e-07,5.820162715888913e-21,2.9460724930021532e-24,1.0567808695231042e-10,2.892117764460931e-17,7.97496372300439e-37,5.277450989938531e-19,0.0010597217376793725,3.2994499680452814e-11
7.339649802584766e-10,0.0007926750507772021,0.0,0.0,0.00042879928615056613,0.7986070401895096,0.09999845022951297,0.09999999996705222,1.496690176012158e-15,9.229968365087591e-15,3.5194720790407207e-19,4.106641967260566e-18,2.9906693011169056e-19,0.0006658292133822415,9.153182355866431e-17,5.43448326421136e-19,8.934562259997983e-20,1.2551061897784806e-06,3.2946290283677646e-11,2.9452536942628565e-07,5.821087835312575e-21,2.946347023813302e-24,1.0594733381729079e-10,2.901862650648801e-17,4.352559991759203e-36,5.30172090623965e-19,0.001059897835152999,3.2972797642372485e-11
7.346138478618097e-10,0.0007926750507772021,0.0,0.0,0.0004285181349888157,0.7986068113729472,0.09999845085233017,0.09999999996707383,1.4992023007792575e-15,9.26322655719691e-15,3.5272910306237117e-19,4.125712659739942e-18,3.0062296887907897e-19,0.0006659353379105093,9.147608931632817e-17,3.136810103382691e-19,8.941723396236988e-20,1.254274012372007e-06,3.2924687253551136e-11,2.9473448163144665e-07,5.822011737992259e-21,2.9466211573471504e-24,1.0621696320098335e-10,2.9116286425336184e-17,4.5683440315000544e-36,5.326075044139525e-19,0.0010600734846252758,3.295114075194445e-11
7.352627154651427e-10,0.0007926750507772021,0.0,0.0,0.00042823756845030027,0.7986065830730827,0.09999845147352915,0.0999999999670954,1.5008745672656906e-15,9.296569284128091e-15,3.5319761985614795e-19,4.144850685643966e-18,3.021853490291073e-19,0.0006660413232355444,9.140683037285679e-17,-6.126121172490246e-20,8.948867348141387e-20,1.253443568791746e-06,3.2903129091498675e-11,2.9494347779587166e-07,5.82293442713152e-21,2.946894894737652e-24,1.0648697516218785e-10,2.9214157544909705e-17,3.6408048209897668e-37,5.350513591365854e-19,0.0010602486870593785,3.2929528905832624e-11
7.359115830684757e-10,0.0007926750507772021,0.0,0.0,0.00042795758519764145,0.7986063552887643,0.09999845209311371,0.09999999996711689,1.502864510210981e-15,9.329996665694361e-15,3.5378505208823867e-19,4.164056201096516e-18,3.03754088698085e-19,0.0006661471697374226,9.13427942120779e-17,4.109136177884011e-19,8.956016138838086e-20,1.2526148550636402e-06,3.288161530925551e-11,2.9515235808376274e-07,5.82385590605577e-21,2.9471682371176895e-24,1.067573697595762e-10,2.9312240008554216e-17,2.5344386164306622e-36,5.375036735776249e-19,0.001060423443416301,3.29079620009634e-11
7.365604506718087e-10,0.0007926750507772021,0.0,0.0,0.00042767818389685425,0.7986061280188438,0.0999984527110877,0.09999999996713836,1.505657980305127e-15,9.36350882172729e-15,3.546729010402895e-19,4.1833293623561074e-18,3.0532920604874457e-19,0.000666252877795065,9.12919544786237e-17,5.77543373949631e-19,8.963181220748988e-20,1.2517878672211895e-06,3.286014654723064e-11,2.9536112265915904e-07,5.82477617821144e-21,2.947441185619988e-24,1.0702814705166265e-10,2.941053395920446e-17,6.190792287517131e-36,5.399644665357831e-19,0.0010605977546548622,3.288643993452488e-11
7.372093182751417e-10,0.0007926750507772021,0.0,0.0,0.00042739936321733226,0.7986059012621755,0.09999845332745487,0.09999999996715979,1.507630432490688e-15,9.397105872076762e-15,3.552540759763946e-19,4.202670325815651e-18,3.069107192702252e-19,0.0006663584477863841,9.122794972424717e-17,-5.766866426761673e-20,8.970329938642614e-20,1.2509626013073492e-06,3.283872273316039e-11,2.955697716859419e-07,5.8256952468010925e-21,2.9477137413678943e-24,1.0729930709678962e-10,2.950903953938768e-17,1.610097126875634e-36,5.42433756822683e-19,0.0010607716217317107,3.286496260396605e-11
7.378581858784748e-10,0.0007926750507772021,0.0,0.0,0.0004271211218318469,0.7986056750176168,0.099998453942219,0.09999999996718117,1.5091205414803015e-15,9.430787936610915e-15,3.556551822196647e-19,4.222079248002169e-18,3.0849864657805697e-19,0.0006664638800878709,9.115617893789304e-17,1.0197745719788767e-19,8.977467168690084e-20,1.250139053378475e-06,3.2817342901833786e-11,2.957783053278188e-07,5.826613114993811e-21,2.947985905479521e-24,1.0757084995317158e-10,2.9607756891223355e-17,-4.72648293974073e-38,5.449115632628215e-19,0.0010609450456013298,3.2843529906996085e-11
7.385070534818078e-10,0.0007926750507772021,0.0,0.0,0.0004268434584165371,0.7986054492840274,0.0999984545553839,0.09999999996720249,1.5118481640755844e-15,9.464555135216108e-15,3.5651933912524423e-19,4.2415562855765344e-18,3.1009300621414445e-19,0.0006665691750746684,9.110458668829789e-17,7.488287686822697e-19,8.984629341223722e-20,1.249317219499906e-06,3.279600738826667e-11,2.9598672374832525e-07,5.827529786239125e-21,2.948257679076147e-24,1.0784277567888917e-10,2.9706686156420585e-17,6.261323872880479e-36,5.473979046935268e-19,0.001061118027216043,3.282214174158354e-11
7.391559210851408e-10,0.0007926750507772021,0.0,0.0,0.0004265663716508901,0.7986052240602703,0.09999845516695331,0.09999999996722378,1.5144597934034974e-15,9.498407587796863e-15,3.5734025506429944e-19,4.261101595333205e-18,3.116938164467503e-19,0.000666674333121014,9.105130084879036e-17,2.0791206976862693e-19,8.991789272269139e-20,1.2484970957436711e-06,3.277471684403041e-11,2.961950271108409e-07,5.828445263837516e-21,2.948529063272796e-24,1.0811508433184451e-10,2.980582747628063e-17,4.682530933645981e-36,5.498927999649189e-19,0.0010612905675260204,3.2800798005955624e-11
7.398047886884738e-10,0.0007926750507772021,0.0,0.0,0.0004262898602177364,0.7986049993452107,0.09999845577693095,0.09999999996724503,1.5156721728466143e-15,9.532345414275832e-15,3.576377656529688e-19,4.280715334199969e-18,3.133010955704795e-19,0.000666779354599928,9.097542377625392e-17,-2.4839887273013415e-19,8.998920472411455e-20,1.2476786781947937e-06,3.2753470256762617e-11,2.9640321557857766e-07,5.8293595508088175e-21,2.9488000591737054e-24,1.0838777596979414e-10,2.990518099169983e-17,-1.838221584847289e-36,5.523962679398718e-19,0.0010614626674792832,3.277949859859738e-11
7.404536562918068e-10,0.0007926750507772021,0.0,0.0,0.00042601392280324857,0.7986047751377168,0.0999984563853206,0.09999999996726623,1.517796144059232e-15,9.566368734593732e-15,3.5827681362861147e-19,4.300397659237663e-18,3.1491486190626253e-19,0.000666884239882885,9.091437572349295e-17,6.326386730064669e-19,9.006068453489259e-20,1.2468619629505333e-06,3.2732267148091744e-11,2.96611289314566e-07,5.830272650481422e-21,2.9490706678858757e-24,1.0866085065038507e-10,3.0004746843165854e-17,3.674850437997166e-36,5.549083274939729e-19,0.0010616343280217084,3.2758243418250977e-11
7.411025238951399e-10,0.0007926750507772021,0.0,0.0,0.00042573855809692105,0.7986045514366596,0.099998456992126,0.09999999996728741,1.5210869452311698e-15,9.600477668709322e-15,3.5935296320406944e-19,4.320148727639914e-18,3.165351338013391e-19,0.0006669889893403638,9.087241018092999e-17,6.874055276617342e-19,9.013240822731649e-20,1.2460469461132954e-06,3.2711108676593845e-11,2.9681924848167593e-07,5.8311845663188486e-21,2.9493408905169598e-24,1.0893430843109896e-10,3.010452517075752e-17,8.346463886297179e-36,5.574289975154837e-19,0.0010618055500970355,3.2737032363914996e-11
7.417513914984729e-10,0.0007926750507772021,0.0,0.0,0.0004254637647915562,0.7986043282409127,0.09999845759735086,0.09999999996730849,1.5226519108189621e-15,9.63467233659934e-15,3.597828046902301e-19,4.339968696732876e-18,3.1816192962924207e-19,0.0006670936033419426,9.080264033191506e-17,-3.772086767411576e-19,9.020379068733239e-20,1.2452336237952172e-06,3.268999450438698e-11,2.9702709324261946e-07,5.8320953013074306e-21,2.9496107281605695e-24,1.0920814936924285e-10,3.0204516114150267e-17,-7.605963884350766e-37,5.59958296905298e-19,0.0010619763346468723,3.271586533484359e-11
7.424002591018059e-10,0.0007926750507772021,0.0,0.0,0.0004251895415832687,0.7986041055493526,0.09999845820099888,0.09999999996732954,1.523764025154076e-15,9.668952858258462e-15,3.6004327070876817e-19,4.359857723974974e-18,3.197952677897806e-19,0.0006671980822556214,9.072556933205839e-17,1.3427379701961691e-19,9.027504882837372e-20,1.2444219921240442e-06,3.266892318959238e-11,2.9723482375992476e-07,5.833004858507874e-21,2.9498801819068072e-24,1.0948237352202098e-10,3.0304719812614536e-17,-1.2820852620687707e-36,5.624962445769071e-19,0.0010621466826106966,3.269474223054572e-11
7.430491267051389e-10,0.0007926750507772021,0.0,0.0,0.000424915887171474,0.7986038833608583,0.09999845880307377,0.09999999996735058,1.5271963791348915e-15,9.703319353699273e-15,3.6117365001978824e-19,4.379815966956615e-18,3.2143516670902406e-19,0.0006673024264480874,9.068618457612241e-17,1.1168359625253617e-18,9.034679698153371e-20,1.243612047234501e-06,3.264789562592519e-11,2.9744244019594535e-07,5.833913241489613e-21,2.9501492528539363e-24,1.0975698094650923e-10,3.040513640501121e-17,9.887408960160993e-36,5.650428594563575e-19,0.0010623165949258668,3.2673662950784566e-11
7.436979943084719e-10,0.0007926750507772021,0.0,0.0,0.0004246428002588619,0.7986036616743116,0.09999845940357922,0.09999999996737158,1.5299177774523408e-15,9.7377719429522e-15,3.620375598266699e-19,4.399843583399948e-18,3.2308164483928516e-19,0.0006674066362853746,9.063549491129837e-17,-1.7259506882622684e-20,9.041840210470566e-20,1.242803785265776e-06,3.262691276008053e-11,2.976499427128847e-07,5.834820453420817e-21,2.9504179420896285e-24,1.100319716995868e-10,3.0505766029797065e-17,4.4182100205229715e-36,5.675981604822089e-19,0.0010624860725276222,3.265262739557665e-11
7.443468619118049e-10,0.0007926750507772021,0.0,0.0,0.00042437027955139975,0.798603440488597,0.09999846000251895,0.0999999999673925,1.5302245152621714e-15,9.772310746065478e-15,3.6199608296595043e-19,4.419940731158594e-18,3.2473472065910347e-19,0.0006675107121322158,9.054579567615961e-17,-5.779483329659194e-19,9.048950946755596e-20,1.241997202373051e-06,3.2605972768069484e-11,2.9785733147277155e-07,5.835726497042693e-21,2.950686250687283e-24,1.1030734583800479e-10,3.060660882502846e-17,-5.9830821523708906e-36,5.701621666054998e-19,0.0010626551163490918,3.2631635465191056e-11
7.44995729515138e-10,0.0007926750507772021,0.0,0.0,0.00042409832375833414,0.7986032198026016,0.09999846059989659,0.0999999999674134,1.532693654107451e-15,9.806935883105102e-15,3.6276623739110765e-19,4.440107568217373e-18,3.263944126732294e-19,0.0006676146543516214,9.04911263400485e-17,1.073593222125137e-18,9.056104640671593e-20,1.2411922947244017e-06,3.2585075225993473e-11,2.9806460663744236e-07,5.8366313757934314e-21,2.9509541797303608e-24,1.105831034184321e-10,3.070766492835384e-17,6.263384523454703e-36,5.727348967897075e-19,0.0010628237273212979,3.2610687060148826e-11
7.45644597118471e-10,0.0007926750507772021,0.0,0.0,0.000423826931592162,0.7986029996152156,0.09999846119571584,0.09999999996743428,1.5369348376450147e-15,9.841647474154798e-15,3.642015428287904e-19,4.460344252692046e-18,3.280607394126063e-19,0.0006677184633058788,9.046532088022782e-17,8.658020341919913e-19,9.063295777240272e-20,1.2403890584884976e-06,3.256422224888901e-11,2.982717683685799e-07,5.837535093223702e-21,2.9512217303037807e-24,1.108592444973524e-10,3.0808934477014546e-17,1.2201665244601227e-35,5.753163700107041e-19,0.0010629919063731604,3.258978208122225e-11
7.462285779614707e-10,0.0007926750507772021,0.0,0.0,0.0004235831594823442,0.7986028018719639,0.09999846173062374,0.09999999996745297,1.5399513658346285e-15,9.87296192354295e-15,3.6519300675339024e-19,4.478617119057988e-18,3.2956612150708967e-19,0.0006678117777215801,9.042838108401905e-17,2.246689387862054e-19,9.06998993742501e-20,1.239667571779158e-06,3.2545491384527104e-11,2.984581170744183e-07,5.8383474481306154e-21,2.951462203104386e-24,1.111080994061353e-10,3.090025967964895e-17,4.0397857688144776e-36,5.776471869005353e-19,0.0010631428989938444,3.257100464772681e-11
7.468125588044703e-10,0.0007926750507772021,0.0,0.0,0.000423339841936327,0.7986026045308832,0.09999846226427495,0.09999999996747169,1.5423108968925424e-15,9.904346585528876e-15,3.65938071525976e-19,4.496946805472467e-18,3.31076906308574e-19,0.0006679049847475131,9.03801969862386e-17,2.644733213837203e-19,9.076840637982476e-20,1.23894743304756e-06,3.252679512811712e-11,2.9864437414753283e-07,5.8391588668102604e-21,2.951702370982895e-24,1.1135726503529282e-10,3.099175798331103e-17,1.351625795687005e-36,5.799851148825363e-19,0.0010632935431838255,3.255226223725102e-11
7.4739653964747e-10,0.0007926750507772021,0.0,0.0,0.0004230969780220955,0.7986024075911697,0.09999846279667213,0.09999999996749034,1.5448584853343162e-15,9.935801547689398e-15,3.6675406750507326e-19,4.5153334274666094e-18,3.3259310737922147e-19,0.0006679980846453372,9.033474640388383e-17,4.582150121376704e-19,9.083802908385669e-20,1.2382286395235605e-06,3.25081338137911e-11,2.988305397054374e-07,5.839969351692116e-21,2.9519422347190924e-24,1.116067414257318e-10,3.108342948722532e-17,4.5310727984813276e-36,5.823301678151269e-19,0.0010634438396160415,3.253355477796465e-11
7.479805204904697e-10,0.0007926750507772021,0.0,0.0,0.0004228545668098076,0.7986022110520214,0.0999984633278179,0.09999999996750894,1.5470493194256385e-15,9.967326897613196e-15,3.6743626778869953e-19,4.533777100659272e-18,3.341147382988324e-19,0.0006680910776760522,9.028351045812711e-17,2.7354412788550823e-19,9.090786818244724e-20,1.2375111884425429e-06,3.248950743530278e-11,2.990166138655343e-07,5.840778905029841e-21,2.9521817950874697e-24,1.1185652861825449e-10,3.117527429034894e-17,4.002841568331578e-36,5.846823595649982e-19,0.0010635937889620275,3.251488219820524e-11
7.485645013334694e-10,0.0007926750507772021,0.0,0.0,0.00042261260737178194,0.798602014912638,0.09999846385771494,0.09999999996752755,1.548747990684054e-15,9.998922722900725e-15,3.679337104942103e-19,4.552277940756532e-18,3.356418126647632e-19,0.000668183964099852,9.022444245549985e-17,1.5805890600851403e-19,9.097750743392322e-20,1.236795077047594e-06,3.2470915667125116e-11,2.9920259674510823e-07,5.8415875290077375e-21,2.952421052857619e-24,1.121066266535754e-10,3.1267292491370886e-17,1.965667964765794e-36,5.870417040070555e-19,0.0010637433918919198,3.249624442647688e-11
7.49148482176469e-10,0.0007926750507772021,0.0,0.0,0.00042237109878213536,0.7986018191722207,0.09999846438636584,0.09999999996754612,1.5504281211812833e-15,1.0030589111162243e-14,3.6842436967078534e-19,4.570836063537039e-18,3.3717434408899745e-19,0.0006682767441762407,9.016536951088961e-17,3.0751556933118474e-19,9.104655647999729e-20,1.23608030258733e-06,3.245235844764175e-11,2.99388488461345e-07,5.842395225929708e-21,2.9526600087994534e-24,1.1235703557233856e-10,3.135948418874524e-17,2.9732739589044787e-36,5.894082150230329e-19,0.001063892649074694,3.247764139142231e-11
7.497324630194687e-10,0.0007926750507772021,0.0,0.0,0.00042213004011753267,0.798601623829973,0.09999846491377327,0.09999999996756462,1.5523006493880761e-15,1.0062326150021908e-14,3.6898753448251476e-19,4.589451584882467e-18,3.3871234620430663e-19,0.0006683694181638374,9.010973781953781e-17,3.380852992566888e-19,9.11151049705934e-20,1.2353668623171778e-06,3.2433835905477744e-11,2.995742891312932e-07,5.84320199810075e-21,2.952898663680458e-24,1.1260775541507825e-10,3.1451849480626976e-17,4.4769523898652826e-36,5.917819065043473e-19,0.0010640415611776774,3.2459073021880677e-11
7.503164438624684e-10,0.0007926750507772021,0.0,0.0,0.00042188943045670164,0.7986014288850996,0.0999984654399398,0.09999999996758312,1.5540023848815322e-15,1.0094133927115151e-14,3.694865766359471e-19,4.608124620757997e-18,3.402558326603371e-19,0.000668461986320573,9.005166550879032e-17,1.0919268215440355e-19,9.118314824093882e-20,1.234654753498565e-06,3.241534793200579e-11,2.9975999887189074e-07,5.8440078477337355e-21,2.953137018264628e-24,1.1285878622223727e-10,3.154438846489945e-17,2.2906353683685367e-36,5.941627923502558e-19,0.0010641901288668606,3.244053924685033e-11
7.509004247054681e-10,0.0007926750507772021,0.0,0.0,0.0004216492688805381,0.7986012343368072,0.09999846596486812,0.09999999996760157,1.5556985604750062e-15,1.0126012530089235e-14,3.699836776063111e-19,4.626855287216595e-18,3.418048171244978e-19,0.0006685544489035654,8.999366177280182e-17,1.8155862553317438e-19,9.12510106913909e-20,1.2339439734004519e-06,3.2396894200568806e-11,2.999456177999556e-07,5.844812777043381e-21,2.9533750733133422e-24,1.1311012803417194e-10,3.163710123918802e-17,1.2505051203875993e-36,5.965508864682452e-19,0.0010643383528068323,3.2422039995496704e-11
7.514844055484677e-10,0.0007926750507772021,0.0,0.0,0.00042140955447188787,0.7986010401843046,0.09999846648856076,0.09999999996762,1.557923378111195e-15,1.0157962046602077e-14,3.706799232888769e-19,4.645643700390246e-18,3.43359313280215e-19,0.000668646806169211,8.994429758777641e-17,5.310764596617187e-19,9.131890420915291e-20,1.2332345192972938e-06,3.237847477829129e-11,3.0013114603219726e-07,5.845616788331898e-21,2.9536128295873884e-24,1.1336178089116024e-10,3.1729987900860195e-17,4.816387853032089e-36,5.989462027732012e-19,0.0010644862336609178,3.2403575197135495e-11
7.520683863914674e-10,0.0007926750507772021,0.0,0.0,0.0004211702863156617,0.7986008464268015,0.09999846701102039,0.09999999996763836,1.5601579710101974e-15,1.0189982564322897e-14,3.713800124282805e-19,4.664489976494748e-18,3.449193348279182e-19,0.000668739058373257,8.989524554588342e-17,3.1937474271610826e-19,9.138679932085555e-20,1.2325263884681482e-06,3.2360089959147345e-11,3.003165836852143e-07,5.846419883843931e-21,2.953850287844659e-24,1.1361374483338518e-10,3.1823048547026895e-17,5.02136638542793e-36,6.013487551878503e-19,0.001064633772091104,3.2385144781241766e-11
7.526523672344671e-10,0.0007926750507772021,0.0,0.0,0.00042093146349879304,0.7986006530635099,0.09999846753224957,0.09999999996765674,1.5616421571703917e-15,1.0222074170931967e-14,3.717976777668638e-19,4.683394231828064e-18,3.4648489548472722e-19,0.0006688312057707489,8.983423198851843e-17,-1.2651832277952366e-19,9.145447697572143e-20,1.2318195781991187e-06,3.2341739357659685e-11,3.005019308754938e-07,5.8472220657007405e-21,2.95408744883863e-24,1.138660199009437e-10,3.1916283274537096e-17,-8.275744526714692e-39,6.037585576425966e-19,0.0010647809687580657,3.236674867744655e-11
7.532363480774668e-10,0.0007926750507772021,0.0,0.0,0.00042069308511030545,0.7986004600936432,0.09999846805225088,0.09999999996767504,1.5633591313023638e-15,1.0254236954120995e-14,3.7230325052219577e-19,4.702356582772943e-18,3.4805600898500337e-19,0.0006689232486158573,8.977701902502884e-17,3.4275823679006523e-19,9.152211432453315e-20,1.2311140857846019e-06,3.232342242589617e-11,3.0068718771940164e-07,5.848023336127503e-21,2.954324313321905e-24,1.1411860613386035e-10,3.2009692179978126e-17,1.562190010381249e-36,6.061756240757611e-19,0.001064927824321125,3.23483868155419e-11
7.538203289204664e-10,0.0007926750507772021,0.0,0.0,0.00042045515024127924,0.7986002675164169,0.09999846857102694,0.09999999996769332,1.5661083291289716e-15,1.0286471001592944e-14,3.731979615225447e-19,4.721377145795728e-18,3.496326890801278e-19,0.0006690151871620411,8.973657941942304e-17,8.520824951100087e-19,9.158985562156277e-20,1.2304099085229578e-06,3.23051397213614e-11,3.00872354333189e-07,5.848823697480903e-21,2.9545608820474244e-24,1.14371503572073e-10,3.210327535967377e-17,8.263354331074344e-36,6.08599968433461e-19,0.0010650743394382694,3.2330059125478376e-11
7.544043097634661e-10,0.0007926750507772021,0.0,0.0,0.00042021765798485786,0.7986000753310473,0.09999846908858029,0.09999999996771156,1.568136030906165e-15,1.0318776401062092e-14,3.738208499258819e-19,4.7404560374468746e-18,3.5121494953862874e-19,0.0006691070216622209,8.96847708593864e-17,-2.6772763623903182e-20,9.165734027394663e-20,1.2297070437163246e-06,3.228689171887756e-11,3.0105743083299895e-07,5.849623151904675e-21,2.9547971557626528e-24,1.1462471225541346e-10,3.2197032909688147e-17,3.625346156528073e-36,6.110316046696483e-19,0.0010652205147661457,3.2311765537365924e-11
7.549882906064658e-10,0.0007926750507772021,0.0,0.0,0.00041998060743623285,0.7985998835367533,0.09999846960491354,0.09999999996772979,1.569576202831192e-15,1.0351153240253938e-14,3.7422249702353434e-19,4.759593374360159e-18,3.5280280414603864e-19,0.0006691987523684476,8.962339560740013e-17,1.4205151598793967e-19,9.172470739895288e-20,1.2290054886781841e-06,3.226867689635094e-11,3.012424173348535e-07,5.8504217014393676e-21,2.95503313521068e-24,1.1487823222364438e-10,3.229096492582514e-17,1.0192947158353688e-36,6.134705467460294e-19,0.0010653663509600712,3.22935059814723e-11
7.555722714494655e-10,0.0007926750507772021,0.0,0.0,0.0004197439976926374,0.7985996921327556,0.09999847012002921,0.09999999996774796,1.5712644875506646e-15,1.0383601606905157e-14,3.747178994658476e-19,4.778789273252459e-18,3.543962667048788e-19,0.0006692903795320012,8.956641538223212e-17,4.878056730618849e-19,9.179126659688847e-20,1.2283052407253348e-06,3.2250496033274355e-11,3.0142731395465697e-07,5.851219348404162e-21,2.9552688211369397e-24,1.151320635164502e-10,3.238507150362745e-17,4.4111041807602115e-36,6.15916808632035e-19,0.0010655118486740404,3.227528038822245e-11
