Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),CHOX2(61),SX(53),CH3OX(46),CH3X(55),CH4(41),CH2OX2(52),CHX(32),SX(406),SX(420),C2HOX(418),C2H4O(376),CH2X(63)
2.218750731222716e-11,0.0005367589272267694,0.1557,0.0,0.0015018036210839424,0.6423776241787303,0.20186687374076928,2.2189477017982687e-24,-7.072766347806489e-28,1.326071433130371e-15,-3.196033296510151e-36,-2.4582682967692203e-18,-2.8999887808065987e-27,4.47516423617609e-05,4.006554425347914e-22,-4.264308173929804e-29,-6.770118029038974e-28,3.3126258903351036e-05,9.138385508256877e-30,1.7371112444771898e-13,8.201742541369767e-41,-1.9319492902054234e-36,4.535390674054425e-18,-9.791019936017012e-21,-1.0624014296832258e-49,-9.322914689256613e-20,1.2093429833317968e-18,7.881072423132628e-16,1.5229089640454465e-13,7.940868986919663e-17,-8.124694924563972e-38,-7.104494991898675e-24,1.7791690142842886e-23,1.1338835632350185e-23,6.787728658593837e-17,7.142789631222684e-19,1.672674786298084e-26,3.0202692452461956e-26,3.8603241016363456e-25,6.164844971117087e-26,4.954372680377557e-19
2.2389061860143547e-11,0.0005367589272267694,0.1557,0.0,0.0015011954750616847,0.6423774664331252,0.20186658108595415,2.324547799219868e-24,-7.314608127976075e-28,1.3708489182881436e-15,-3.337565676862364e-36,-2.4614091309649904e-18,-2.9166124424322284e-27,4.5067133567617e-05,4.1197265516645585e-22,-4.2089931706236176e-29,-6.9951034060148915e-28,3.34189137127279e-05,9.572104538783403e-30,1.7815936068445738e-13,8.655419133120405e-41,-1.9330633020950994e-36,4.599845409996503e-18,1.4211859912891532e-20,-1.1131988358448776e-49,-9.334827232350905e-20,1.2551548823887778e-18,7.950913792217275e-16,1.535735859116192e-13,8.063771466752914e-17,-8.667735516030142e-38,-7.314840459325465e-24,1.8431852271927386e-23,1.1959205272009199e-23,6.944122692315175e-17,7.389455087417673e-19,1.789596814138789e-26,3.2519760860909786e-26,4.15830387745506e-25,6.752140658407566e-26,5.165927445534544e-19
2.2590616408059935e-11,0.0005367589272267694,0.1557,0.0,0.0015005893448905361,0.6423773096280555,0.2018662885659188,2.4341286245459262e-24,-7.555168961083861e-28,1.4166519866896327e-15,-3.480623170955122e-36,-2.451648720034899e-18,-2.8815011968615346e-27,4.538074370218403e-05,4.2346121257339153e-22,-4.158546803048509e-29,-7.21825571626825e-28,3.371143374221542e-05,1.0021906813694004e-29,1.8267628477592732e-13,9.129608768729394e-41,-1.9370473592880196e-36,4.7130338924473766e-18,-2.112665223768777e-20,-1.1649382851364582e-49,-9.297812320827907e-20,1.3022412358986254e-18,8.020726903563911e-16,1.5485476495710075e-13,8.187186981820181e-17,-9.234806676486406e-38,-7.522434545118833e-24,1.9066882655277045e-23,1.2605462654531356e-23,7.102232629600851e-17,7.642119792081558e-19,1.9134138174302438e-26,3.498863489697848e-26,4.475900986820064e-25,7.388680909742707e-26,5.384229025696042e-19
2.2792170955976323e-11,0.0005367589272267694,0.1557,0.0,0.0014999852303282718,0.6423771537636019,0.2018659961802605,2.5478003436291374e-24,-7.794633731064615e-28,1.4634917897116012e-15,-3.6249995869603314e-36,-2.467883105541205e-18,-2.9395312905755583e-27,4.56924726048791e-05,4.352530835322216e-22,-4.137398097412822e-29,-7.439766657778089e-28,3.400381939462927e-05,1.0488236399066324e-29,1.8726167763561113e-13,9.623709496411432e-41,-1.9447376137314618e-36,4.7667111555565314e-18,3.2869909143224735e-20,-1.2167374983655139e-49,-9.359381618642577e-20,1.35062400133338e-18,8.090511851050358e-16,1.5613444168616198e-13,8.311105904123583e-17,-9.82619523502352e-38,-7.72478063269619e-24,1.9827634203333325e-23,1.3279474920559527e-23,7.262046243986643e-17,7.900865475622012e-19,2.044462156865538e-26,3.761755466484537e-26,4.814179427122953e-25,8.078026333022069e-26,5.609415257232841e-19
2.299372550389271e-11,0.0005367589272267694,0.1557,0.0,0.001499383130942614,0.6423769988397494,0.20186570392857645,2.665675008488536e-24,-8.034415081932065e-28,1.5113793980968335e-15,-3.771070829474307e-36,-2.4444863916181333e-18,-2.8496735532465215e-27,4.600232030526393e-05,4.471242217103669e-22,-4.109253019787813e-29,-7.661054464403962e-28,3.429607107267382e-05,1.097159463328209e-29,1.9191666209703417e-13,1.0140594248504302e-40,-1.9588842821645363e-36,4.92157010957487e-18,-5.254522876507138e-20,-1.2701516379272472e-49,-9.270651575220393e-20,1.4003252369595397e-18,8.160268728538576e-16,1.5741262421373745e-13,8.435518673478309e-17,-1.044202886267706e-37,-7.928372409166778e-24,2.0488061980455542e-23,1.398409658116637e-23,7.423551034847232e-17,8.165773937169415e-19,2.1830731380242426e-26,4.041501356685366e-26,5.174247535334493e-25,8.823952906047058e-26,5.841624914627185e-19
2.3195280051809098e-11,0.0005367589272267694,0.1557,0.0,0.0014987830461134844,0.6423768448563894,0.20186541181046416,2.7878665658109208e-24,-8.274041178241178e-28,1.560325800196803e-15,-3.918888357452098e-36,-2.403411283957552e-18,-2.6542431790991424e-27,4.631028702082725e-05,4.590729115430449e-22,-4.0352872224871804e-29,-7.8816482680813685e-28,3.458818917894054e-05,1.1472323515740423e-29,1.9664128296434128e-13,1.0680831575452478e-40,-1.9578776773401403e-36,4.938991767475067e-18,-1.5906090812926702e-20,-1.3244396711164405e-49,-9.114876927506154e-20,1.4513670986495843e-18,8.229997629865838e-16,1.5868932062388649e-13,8.560415796640216e-17,-1.108272133340972e-37,-8.130570527835017e-24,2.1049516454861465e-23,1.4717157946984876e-23,7.586734235636085e-17,8.43692703620041e-19,2.3296096700367775e-26,4.338992630743922e-26,5.557259580452827e-25,9.630461612473165e-26,6.08099768762955e-19
2.3396834599725486e-11,0.0005367589272267694,0.1557,0.0,0.0014981849750352319,0.6423766918133199,0.20186511982552108,2.914490865180512e-24,-8.509788131491502e-28,1.6103419002633887e-15,-4.0666431786383146e-36,-2.2842771874912737e-18,-2.121053626922388e-27,4.661637315479379e-05,4.709044064031608e-22,-3.8849734069371386e-29,-8.097827865025476e-28,3.4880174115846075e-05,1.1990603928676586e-29,2.0143659808788717e-13,1.124676084687185e-40,-1.923477617635156e-36,5.013923746400216e-18,-1.1476828566202536e-19,-1.3780285736318063e-49,-8.663066689370979e-20,1.5037718367394885e-18,8.299698648836054e-16,1.5996453896895857e-13,8.685787849225935e-17,-1.174858074827244e-37,-8.331822129358086e-24,2.132541626198244e-23,1.5471449672675653e-23,7.751582821836776e-17,8.714406684272817e-19,2.4844381484102136e-26,4.655169705938499e-26,5.964417532016359e-25,1.0501790515681242e-25,6.327674157886601e-19
2.3598389147641873e-11,0.0005367589272267694,0.1557,0.0,0.001497588916718939,0.6423765397102478,0.20186482797334507,3.0456656670414214e-24,-8.73871014939778e-28,1.6614385167868842e-15,-4.211828112583404e-36,-2.3093253975601217e-18,-2.1874437626889004e-27,4.69205792938491e-05,4.8353248682227465e-22,-3.7696879084039955e-29,-8.30666069388268e-28,3.517202628566063e-05,1.2526775516245467e-29,2.0629984644266828e-13,1.1830282887937896e-40,-1.8622250396281304e-36,4.885615600087314e-18,1.4235093725627865e-19,-1.4258469457708743e-49,-8.758061977702505e-20,1.5575617929537152e-18,8.369371879211168e-16,1.6123828726911662e-13,8.81162547329392e-17,-1.2439591368208757e-37,-8.506625759553303e-24,2.223147951581441e-23,1.6246063418819147e-23,7.918083518691019e-17,8.998294836872823e-19,2.6479612951814176e-26,4.991011485571295e-26,6.396974557244919e-25,1.1442427688928853e-25,6.581795776233777e-19
2.379994369555826e-11,0.0005367589272267694,0.1557,0.0,0.001496994869994639,0.6423763885467892,0.2018645362535341,3.1815106503991044e-24,-8.964973875565005e-28,1.7136263808799636e-15,-4.355411022952556e-36,-2.4243497227628684e-18,-2.764539330339527e-27,4.722290620596776e-05,4.969958520912132e-22,-3.8115567628730037e-29,-8.512328444185986e-28,3.546374609037328e-05,1.308191455453401e-29,2.1123182807690296e-13,1.2432459746386313e-40,-1.861905248548803e-36,5.2093320714647924e-18,4.3986863212555385e-20,-1.4724451031570974e-49,-9.194288061737158e-20,1.6127593973851017e-18,8.439017414702682e-16,1.6251057351122687e-13,8.937919382545166e-17,-1.3154660682048444e-37,-8.664821016246342e-24,2.3786726815657407e-23,1.7061970983969236e-23,8.08622280885835e-17,9.288673485367144e-19,2.820538563317879e-26,5.347491143804421e-26,6.856233200145066e-25,1.2457118954462468e-25,6.843504838565509e-19
2.400149824347465e-11,0.0005367589272267694,0.1557,0.0,0.0014964028335136212,0.6423762383224704,0.2018642446656865,3.322147420255569e-24,-9.197701677529399e-28,1.7669161347346134e-15,-4.503640300952374e-36,-2.48414641629754e-18,-3.0690574011161565e-27,4.752335483814353e-05,5.103949277957261e-22,-3.923812742357314e-29,-8.723953139379858e-28,3.575533393166935e-05,1.3657211080442284e-29,2.162350090977261e-13,1.3063526914983281e-40,-1.9561948904895587e-36,5.469532278480833e-18,-4.496736890834853e-20,-1.528231088703641e-49,-9.42106564271273e-20,1.6693871652503622e-18,8.508635348963296e-16,1.6378140564814233e-13,9.0646603619924e-17,-1.3893305654781012e-37,-8.838905036585216e-24,2.5071248779549116e-23,1.794093322683633e-23,8.255986941403511e-17,9.585624649149853e-19,3.002546588190894e-26,5.725596412143422e-26,7.343541640811523e-25,1.3550873765964232e-25,7.112944462585679e-19
2.4203052791391036e-11,0.0005367589272267694,0.1557,0.0,0.0014958128057507764,0.6423760890367299,0.2018639532094008,3.46769951476484e-24,-9.43884174646843e-28,1.8213183301418696e-15,-4.660299880713381e-36,-2.456167765812746e-18,-2.9200524773660554e-27,4.7821926314070494e-05,5.235123294978773e-22,-3.947512755424653e-29,-8.943465135370432e-28,3.604679021095546e-05,1.4252855241793167e-29,2.2131014107809694e-13,1.3725547995033507e-40,-2.032204061401922e-36,5.507179408806882e-18,8.076752698619313e-22,-1.591316535642898e-49,-9.314958809139035e-20,1.7274676935621466e-18,8.578225775578634e-16,1.650507915983498e-13,9.191839265835825e-17,-1.4657229521221363e-37,-9.029353648505353e-24,2.587772483009627e-23,1.8874179096252212e-23,8.427361940427564e-17,9.889230367938527e-19,3.1944400304547765e-26,6.126453486316985e-26,7.86029901733547e-25,1.4728980428488526e-25,7.390258564928291e-19
2.4404607339307424e-11,0.0005367589272267694,0.1557,0.0,0.0014952247850069278,0.6423759406889183,0.20186366188427596,3.618292412115232e-24,-9.682228826941532e-28,1.8768434270335384e-15,-4.821617139659905e-36,-2.4957941680187663e-18,-3.107979747753813e-27,4.811862193184448e-05,5.371828439441416e-22,-3.9112654812925174e-29,-9.164682361850572e-28,3.633811532933938e-05,1.4868922554167178e-29,2.2645516720105706e-13,1.4411047595570447e-40,-2.0527837040235392e-36,5.5470297892724914e-18,1.1789399733844918e-19,-1.655918557606296e-49,-9.465241405732177e-20,1.787023658199664e-18,8.64778878805906e-16,1.663187392453586e-13,9.319447017648331e-17,-1.5447271756880475e-37,-9.204931605179264e-24,2.7053817013372187e-23,1.9850155236500044e-23,8.600333611322187e-17,1.0199572694088607e-18,3.396664948251985e-26,6.551248657391336e-26,8.407962619569249e-25,1.5997032150751724e-25,7.675591837921971e-19
2.460616188722381e-11,0.0005367589272267694,0.1557,0.0,0.001494638769411125,0.6423757932783009,0.20186337068991123,3.774053537154828e-24,-9.924977408575635e-28,1.933501792071792e-15,-4.984936177244e-36,-2.57880200674793e-18,-3.565884045145513e-27,4.841344316171317e-05,5.514061011984426e-22,-3.9438548296336437e-29,-9.384716714710639e-28,3.6629309687524564e-05,1.5505960333350297e-29,2.3167060311526125e-13,1.5121167671740746e-40,-2.0698234687312554e-36,5.861872520514426e-18,8.425111813917211e-21,-1.720336004256263e-49,-9.780046354057523e-20,1.8480778109270333e-18,8.717324479831647e-16,1.675852564367421e-13,9.447474613987844e-17,-1.6263605763934852e-37,-9.3698074472037e-24,2.859672709746763e-23,2.087282180776096e-23,8.77488754813629e-17,1.0516733685048495e-18,3.609689990680414e-26,7.001106736131794e-26,8.988051385652729e-25,1.7360931550599959e-25,7.969089725440205e-19
2.48077164351402e-11,0.0005367589272267694,0.1557,0.0,0.0014940547569230027,0.6423756468040571,0.20186307962590638,3.935112267761542e-24,-1.0172832979947892e-27,1.991303697301799e-15,-5.152540781609453e-36,-2.6988336836960363e-18,-4.167813557187421e-27,4.8706391643747e-05,5.659720235691425e-22,-4.081441807953841e-29,-9.609314107154514e-28,3.69203736858006e-05,1.6164702350125503e-29,2.3695690607637554e-13,1.5858589101704722e-40,-2.1094134958806074e-36,6.036012638995977e-18,8.156232051370419e-20,-1.7833049532121193e-49,-1.0235262722162438e-19,1.9106529762553187e-18,8.786832944232217e-16,1.688503509835755e-13,9.575913123570309e-17,-1.710738700991751e-37,-9.539467320576201e-24,3.028791988900696e-23,2.1952294266065597e-23,8.951009142201623e-17,1.084079539598162e-18,3.833942873644469e-26,7.477268150380719e-26,9.602140450290521e-25,1.8826900420675142e-25,8.270898399759446e-19
2.5009270983056587e-11,0.0005367589272267694,0.1557,0.0,0.0014934727453351187,0.6423755012652834,0.2018627886918615,4.101599940947486e-24,-1.042875482938275e-27,2.05025931886166e-15,-5.32592981359238e-36,-2.5755883322886532e-18,-3.583090399940709e-27,4.89974691855361e-05,5.796521889039365e-22,-4.113101755783174e-29,-9.841423021247746e-28,3.721130772398012e-05,1.6845734028161533e-29,2.42318311990712e-13,1.6637223962153075e-40,-2.168277067227038e-36,6.3526877349743494e-18,-2.3679653417148914e-19,-1.852930156848095e-49,-9.767860826615589e-20,1.9747720483125276e-18,8.856314274497552e-16,1.701140306597402e-13,9.704753689927213e-17,-1.7979076718408751e-37,-9.74336698427634e-24,3.089955715445668e-23,2.308975207366836e-23,9.128683590466841e-17,1.117183987252371e-18,4.0698971311718295e-26,7.980878866516162e-26,1.0251858419878546e-24,2.0401499183509865e-25,8.581164737735772e-19
2.5210825530972974e-11,0.0005367589272267694,0.1557,0.0,0.0014928927322754078,0.6423753566609937,0.20186249788737723,4.273649858690461e-24,-1.0687303381945579e-27,2.110378735744576e-15,-5.5021015755097515e-36,-2.7213932288105334e-18,-4.221259565432424e-27,4.928667775975345e-05,5.945768924958288e-22,-4.1336136388787385e-29,-1.0075588879330574e-27,3.75021122015185e-05,1.7549020177746815e-29,2.477477544326289e-13,1.7434698583115604e-40,-2.151132947507751e-36,5.9712711902466974e-18,4.257991145299803e-19,-1.916109778818025e-49,-1.032082107625323e-19,2.0404579877003833e-18,8.925768563757618e-16,1.7137630320197428e-13,9.833987521894813e-17,-1.8879789129213494e-37,-9.914427050171819e-24,3.2577322141227827e-23,2.4271398898324893e-23,9.307895902749857e-17,1.1509949143664236e-18,4.3180614825700585e-26,8.513433109344023e-26,1.0938891790216359e-24,2.2091625842877317e-25,8.900036299298407e-19
2.5392224624097723e-11,0.0005367589272267694,0.1557,0.0,0.0014923724271718739,0.6423752273152354,0.201862236273786,4.433362265704239e-24,-1.0924855406703102e-27,2.165489506965432e-15,-5.66423856599972e-36,-2.9810098258521357e-18,-5.7527187286540936e-27,4.954536927097327e-05,6.093317299274085e-22,-4.3052448384848005e-29,-1.029069885901637e-27,3.77637257866412e-05,1.8202429078284404e-29,2.526935087628969e-13,1.8168724813561258e-40,-2.219913091624116e-36,6.716240334496536e-18,7.029210415405313e-20,-1.9781845785897493e-49,-1.130540755706891e-19,2.1009340331977923e-18,8.988254380912008e-16,1.725111517538928e-13,9.950627010340465e-17,-1.971364320729835e-37,-1.0042892684642183e-23,3.522853223234651e-23,2.5403255566114016e-23,9.470489321211296e-17,1.1820355664955349e-18,4.552267529934445e-26,9.018453537220993e-26,1.159057114273685e-24,2.371752058810768e-25,9.19450065919549e-19
2.5555483807909996e-11,0.0005367589272267694,0.1557,0.0,0.0014919055332893913,0.642375111549803,0.20186200091076487,4.581131834014734e-24,-1.1151126194930988e-27,2.2159080586097416e-15,-5.819388821677769e-36,-3.1116149267729253e-18,-6.499631866290046e-27,4.977690013128855e-05,6.221241350898775e-22,-4.560225565211952e-29,-1.0496353659438407e-27,3.7999088802271925e-05,1.8808292257642377e-29,2.571963613201044e-13,1.885941639760817e-40,-2.4135346863222065e-36,7.088738824788426e-18,-5.606404124117511e-20,-2.0506047252233283e-49,-1.180072314745033e-19,2.156477459719211e-18,9.044473009497757e-16,1.735315508883358e-13,1.0055863665000955e-16,-2.048249167611372e-37,-1.0193798308108382e-23,3.695544925477124e-23,2.6504072506917664e-23,9.617868701943206e-17,1.2104720443430196e-18,4.772122261605436e-26,9.494587483025918e-26,1.2205224196918682e-24,2.527045612646264e-25,9.465670430364921e-19
2.571874299172227e-11,0.0005367589272267694,0.1557,0.0,0.0014914399458955863,0.6423749963954668,0.20186176563203992,4.732794277997775e-24,-1.1390477299110006e-27,2.2671077724529873e-15,-5.987579687109045e-36,-3.080931859875346e-18,-6.3050176145122985e-27,5.0007208799237764e-05,6.341088625432221e-22,-4.6814023430456886e-29,-1.0714670767914594e-27,3.8234367521520555e-05,1.9430724204697588e-29,2.6174925042250425e-13,1.958224329416343e-40,-2.574363666218931e-36,7.0945647170805e-18,1.933433770265023e-20,-2.1349457587878246e-49,-1.168435993370927e-19,2.2130899358451135e-18,9.100674061679041e-16,1.7455104043126282e-13,1.016134296268631e-16,-2.1271448413502633e-37,-1.0378313304279569e-23,3.7731426586557536e-23,2.766383962291022e-23,9.766229844291644e-17,1.239386619329611e-18,5.0008773385159406e-26,9.992095466841629e-26,1.2847557444556807e-24,2.6912674304483116e-25,9.74275056856311e-19
2.588200217553454e-11,0.0005367589272267694,0.1557,0.0,0.0014909756634239487,0.6423748818515489,0.20186153043740016,4.888424238412213e-24,-1.1637049150900823e-27,2.319093813137141e-15,-6.164239573604387e-36,-3.1888822299373503e-18,-6.953591715064931e-27,5.023629663012376e-05,6.470480691623577e-22,-4.737926184623106e-29,-1.0939768502008959e-27,3.8469562155637274e-05,2.0069647606525392e-29,2.6634750851759745e-13,2.0319042094696903e-40,-2.658316112308562e-36,7.292568859138124e-18,4.8968756488003205e-20,-2.2236959505734734e-49,-1.2093758442830506e-19,2.270783778369899e-18,9.15685758671062e-16,1.7556962441957196e-13,1.0267060372335782e-16,-2.2081114809458805e-37,-1.0538607506341616e-23,3.933034437694371e-23,2.887182204042596e-23,9.915564454819826e-17,1.2687836445586918e-18,5.238874641278678e-26,1.0511841139520947e-25,1.3518585589340272e-24,2.8648580266192032e-25,1.0025820700032245e-18
2.6045261359346814e-11,0.0005367589272267694,0.1557,0.0,0.0014905126842416846,0.6423747679173387,0.20186129532663458,5.0480972118559065e-24,-1.1888314634182742e-27,2.371871301306792e-15,-6.34590856638902e-36,-3.3987483262259154e-18,-8.200876473877295e-27,5.0464165045802746e-05,6.607374555119801e-22,-4.9023232237658054e-29,-1.1169105484100515e-27,3.870467291555628e-05,2.07254173359418e-29,2.7099185923668535e-13,2.107199731050248e-40,-2.7336275300538883e-36,7.678488891906768e-18,-9.72494280601407e-22,-2.3132274394869743e-49,-1.2889668249385068e-19,2.3295713269826983e-18,9.213023633786826e-16,1.7658730687267317e-13,1.0373011398240193e-16,-2.291216252894811e-37,-1.0688362454290205e-23,4.1544434746991973e-23,3.01326783387753e-23,1.0065864172663155e-16,1.2986674710874227e-18,5.486460885649026e-26,1.1054583148151165e-25,1.4219362342073365e-24,3.048276333356596e-25,1.0314960698307355e-18
2.6208520543159087e-11,0.0005367589272267694,0.1557,0.0,0.0014900510066505716,0.6423746545920922,0.20186106029953246,5.211889552291615e-24,-1.2149749713644206e-27,2.4254453132735322e-15,-6.534906263168791e-36,-3.569772069962202e-18,-9.185029990543856e-27,5.06908155338366e-05,6.743406675323156e-22,-5.198727457165785e-29,-1.1408145677011121e-27,3.8939700011918976e-05,2.1398343379323378e-29,2.7568468030326495e-13,2.1850005257770546e-40,-2.8225429861382706e-36,7.989616079752632e-18,-1.3840493489427473e-20,-2.399165781196905e-49,-1.3538270039651708e-19,2.3894649431425467e-18,9.269172252039117e-16,1.7760409179243678e-13,1.0479191577823903e-16,-2.3767328263047323e-37,-1.0862453915357791e-23,4.353458730095653e-23,3.145040878978971e-23,1.0217120573378022e-16,1.3290424477045127e-18,5.743902266391839e-26,1.1621214780336058e-25,1.4950970392510933e-24,3.242000196047112e-25,1.0610250676707685e-18
2.637177972697136e-11,0.0005367589272267694,0.1557,0.0,0.001489590628887806,0.6423745418750334,0.20186082535588346,5.379878472545732e-24,-1.2423941627922485e-27,2.479820880681318e-15,-6.732928507241776e-36,-3.590291588855204e-18,-9.278237780316219e-27,5.0916249646651724e-05,6.872541206700673e-22,-5.374902880305101e-29,-1.1659460274902477e-27,3.9174643655086534e-05,2.2088986680341417e-29,2.804278035095231e-13,2.2663303001086143e-40,-2.9460639580367382e-36,8.124576831735383e-18,-4.1209709456050694e-21,-2.495216957102364e-49,-1.361609069103979e-19,2.450477009111564e-18,9.325303490533623e-16,1.7861998316311812e-13,1.0585596481025109e-16,-2.4646348907681096e-37,-1.1066960167176323e-23,4.469496914209362e-23,3.282858993759074e-23,1.0369325171832749e-16,1.3599129207065982e-18,6.011408495955136e-26,1.2212450263217964e-25,1.571451629256401e-24,3.446526672926198e-25,1.0911770980688064e-18
2.6535038910783632e-11,0.0005367589272267694,0.1557,0.0,0.0014891315491268574,0.6423744297653541,0.20186059049547753,5.55214204568671e-24,-1.2706593816377071e-27,2.535002990206499e-15,-6.939484340750789e-36,-3.56345428619909e-18,-9.115500361297497e-27,5.114046900069347e-05,7.00070193682293e-22,-5.378822775263188e-29,-1.1918730298131619e-27,3.9409504055157004e-05,2.2797215033656098e-29,2.8521966148674957e-13,2.3504862611492715e-40,-3.018544453043678e-36,8.207150885597254e-18,1.150320445792783e-20,-2.5975919181169045e-49,-1.3514312526844873e-19,2.512619926753163e-18,9.381417398268703e-16,1.7963498495140465e-13,1.0692221707073598e-16,-2.554984322309625e-37,-1.1275637678364906e-23,4.5632613464937043e-23,3.425374852161985e-23,1.0522469424781217e-16,1.391283233685067e-18,6.289426166537308e-26,1.2829107601452026e-25,1.651113521789868e-24,3.6623698874861736e-25,1.121960218018786e-18
2.6698298094595905e-11,0.0005367589272267694,0.1557,0.0,0.0014886737654782837,0.6423743182622141,0.2018603557181049,5.72875920637839e-24,-1.2989344023693965e-27,2.5909965832388297e-15,-7.152003317348546e-36,-3.514662897403088e-18,-8.841763007296321e-27,5.1363475275625844e-05,7.129413607753607e-22,-5.172889130816504e-29,-1.2177582438986007e-27,3.964428142191329e-05,2.3523213500708727e-29,2.900599565069585e-13,2.4368173541185812e-40,-3.050719730923813e-36,8.300425788260933e-18,-3.6515356445046854e-21,-2.7115923921515613e-49,-1.3329274379681124e-19,2.5759061167113562e-18,9.437514024172585e-16,1.8064910110601712e-13,1.0799062887714757e-16,-2.6477531239640817e-37,-1.1471057484056879e-23,4.6507478400008475e-23,3.571970592532e-23,1.0676544731714187e-16,1.4231577273009674e-18,6.578145655157764e-26,1.3472320420648018e-25,1.7341972224048857e-24,3.8900667216674754e-25,1.1533825060983158e-18
2.6861557278408178e-11,0.0005367589272267694,0.1557,0.0,0.0014882172759905755,0.6423742073647425,0.201860121023556,5.909809752117717e-24,-1.32649941833725e-27,2.6478065555992532e-15,-7.364515885086678e-36,-3.529373413720924e-18,-8.940108844198436e-27,5.158527021349198e-05,7.263179704780177e-22,-5.10986926090328e-29,-1.2428824149470561e-27,3.9878975964831256e-05,2.4266710579294588e-29,2.949474599956582e-13,2.525231586490896e-40,-3.0092161816588684e-36,8.440643666482201e-18,2.906790353407745e-21,-2.816513393507559e-49,-1.3385064612440833e-19,2.6403480172525654e-18,9.493593417100937e-16,1.8166233555752978e-13,1.0906115687996215e-16,-2.7430285428478462e-37,-1.1653017907042377e-23,4.7780704330904334e-23,3.7216907783649424e-23,1.0831542437973225e-16,1.4555407390796953e-18,6.878126438541611e-26,1.4142866748060279e-25,1.8208251804208734e-24,4.130174803758947e-25,1.185452061698045e-18
2.702481646222045e-11,0.0005367589272267694,0.1557,0.0,0.0014877620786509812,0.6423740970720379,0.20185988641162175,6.095374344461335e-24,-1.353810452396314e-27,2.7054377572384217e-15,-7.578470564338603e-36,-3.5241106044036946e-18,-8.904466926391376e-27,5.180585561790652e-05,7.397433449991433e-22,-5.0377009772232457e-29,-1.267702866525753e-27,4.011358789303845e-05,2.5028541315623258e-29,2.9988360592066685e-13,2.6169339428304987e-40,-3.012010371798828e-36,8.581718734912793e-18,-9.339665961342919e-21,-2.9252318167323957e-49,-1.3365106815616025e-19,2.7059580835709203e-18,9.549655625834639e-16,1.8267469221821229e-13,1.1013375807411119e-16,-2.8407980353596786e-37,-1.1831127270731969e-23,4.898326224352202e-23,3.875924586610621e-23,1.0987453837372223e-16,1.488436603195179e-18,7.18957377343564e-26,1.4841869788175844e-25,1.9111177945645962e-24,4.38327333755986e-25,1.2181770041863895e-18
2.7188075646032723e-11,0.0005367589272267694,0.1557,0.0,0.001487308171386365,0.6423739873831676,0.20185965188209343,6.2855345101234544e-24,-1.3808867050043364e-27,2.763894991994901e-15,-7.788802890283039e-36,-3.563741197413578e-18,-9.139063678848948e-27,5.202523335319991e-05,7.535706962874245e-22,-5.199408161445156e-29,-1.2922403204967421e-27,4.034811741534746e-05,2.5808746384325137e-29,3.048674333858557e-13,2.7105435350024216e-40,-3.0022552749606734e-36,8.737434097370778e-18,1.3189968921628468e-20,-3.0220517704298592e-49,-1.3515405423008525e-19,2.7727487864162722e-18,9.605700699077415e-16,1.8368617498216438e-13,1.1120838973553347e-16,-2.9409773612367368e-37,-1.2009889277360163e-23,5.0470687098401634e-23,4.0345780878930783e-23,1.114427017478262e-16,1.521849650269585e-18,7.512867234712602e-26,1.5570084628500032e-25,2.00520578421828e-24,4.649966155928494e-25,1.2515654721845613e-18
2.7351334829844996e-11,0.0005367589272267694,0.1557,0.0,0.0014868555520640226,0.64237387829717,0.20185941743476246,6.480372642072041e-24,-1.4088511849784445e-27,2.823183017320471e-15,-8.006621782019782e-36,-3.531510782362655e-18,-8.938607736297648e-27,5.2243405343617633e-05,7.671720013418927e-22,-5.077700869213362e-29,-1.3176164706986568e-27,4.058256474020322e-05,2.660841496571126e-29,3.099009023274888e-13,2.8066388130148295e-40,-3.06772783617108e-36,8.872702647505421e-18,-1.5561333389433994e-20,-3.1343724538680194e-49,-1.3393174086956013e-19,2.840732611463868e-18,9.661728685453643e-16,1.846967877246811e-13,1.1228500950681334e-16,-3.0436447717110777e-37,-1.2189923110989307e-23,5.1601270943560434e-23,4.199188189011106e-23,1.1301982647601402e-16,1.5557842071597986e-18,7.848305145419442e-26,1.6328524589993947e-25,2.1032145572715365e-24,4.9308744544927155e-25,1.285625622710252e-18
