Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(48)
0.0,0.0006811613451670383,0.0915567593028733,0.0,0.0020046578388265932,0.4515426283560999,0.0,0.4569006123410269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2094645481158595e-25,0.0006811613451670383,0.0915567593028733,0.0,0.0020046578388265898,0.4515426283560999,7.116019638472172e-87,0.4569006123410269,1.5368899245069025e-84,7.581859336506765e-98,3.205738988417558e-48,1.445758052398232e-137,5.0436034645700704e-185,1.3476338675563074e-18,1.5434540125217263e-44,2.8962414221387762e-59,6.867634001160902e-74,1.543454012521729e-44,7.061367526628804e-22,1.2873657739233769e-64,4.020394175818797e-48,5.283396190731243e-42,3.619894809636731e-85,-3.7656958242197145e-113,1.6411661043147526e-89,-8.163341515805823e-123,2.1056779180567336e-18
2.2986500734724408e-24,0.0006811613451670383,0.0915567593028733,0.0,0.0020046578388265837,0.4515426283560999,4.298075861637194e-86,0.4569006123410269,9.310545602573623e-83,4.612405453501417e-96,8.976069167569164e-48,2.7842137972573224e-135,3.265120817969661e-182,3.773374829157649e-18,9.322462235624441e-44,3.4384178163346454e-58,2.159293597723915e-72,9.322462235624477e-44,1.977182907454347e-21,1.5283577981898892e-63,2.428318082069891e-47,3.191171299201656e-41,1.1381527030694352e-83,1.9514545079483063e-111,2.480130024722161e-88,8.065903544053177e-122,5.895898170558843e-18
5.25405731079415e-24,0.0006811613451670383,0.0915567593028733,0.0,0.002004657838826571,0.4515426283560999,2.0693385108677084e-85,0.4569006123410269,4.201485925438752e-81,2.0822582010777144e-94,2.0516729525872375e-47,1.3127010802915954e-132,1.0673849720928727e-178,8.624856752360269e-18,4.488364268403003e-43,3.375859001602148e-57,4.817265205148832e-71,4.4883642684030365e-43,4.519275217030405e-21,1.5005492730472095e-62,1.1691306261367815e-46,1.5364116122646197e-40,2.5391560606287028e-82,2.048130884065183e-109,2.6680106924382955e-87,4.448707467649504e-120,1.3476338675563004e-17
1.1164871785437568e-23,0.0006811613451670383,0.0915567593028733,0.0,0.0020046578388265464,0.4515426283560999,9.037344940859661e-85,0.4569006123410269,1.5863308364420726e-79,7.862206870933752e-93,4.35980502424788e-47,4.443132312712488e-130,1.6674915718916193e-175,1.8327820598765273e-17,1.9601865958920765e-42,2.985909056523864e-56,9.022204590559439e-70,1.960186595892106e-42,9.603459836155029e-21,1.327218202563649e-61,5.105900601292645e-46,6.709913162228397e-40,4.755558286150314e-81,1.6352152116720142e-107,2.4523614828703107e-86,1.7508574233222014e-118,2.8637219685571084e-17
2.2986500734724406e-23,0.0006811613451670383,0.0915567593028733,0.0,0.0020046578388264965,0.4515426283560998,3.7729136123179455e-84,0.4569006123410269,5.503688739574045e-78,2.7277641294966504e-91,8.976069167569162e-47,1.302794090707457e-127,2.09240919793448e-172,3.773374829157431e-17,8.18339317429555e-42,2.5098364765226474e-55,1.5583614768904768e-68,8.183393174295802e-42,1.9771829074294296e-20,1.1156066072350024e-60,2.1316129902129624e-45,2.8012566603254467e-39,8.214044312905247e-80,1.1647850231953484e-105,2.0980468793514238e-85,6.186174158903228e-117,5.89589817055863e-17
4.662975863329808e-23,0.0006811613451670383,0.0915567593028733,0.0,0.002004657838826397,0.45154262835609976,1.541358317771627e-83,0.4569006123410269,1.832956646493984e-76,9.08459232324793e-90,1.8208597454211737e-46,3.5660905796449313e-125,2.367362034105281e-169,7.654560367718853e-17,3.3431831292024306e-41,2.057715581384801e-54,2.5892409020358905e-67,3.3431831292026366e-41,4.010856755013292e-20,9.146415914238357e-60,8.708334585262565e-45,1.1444047484969293e-38,1.3647757468932557e-78,7.858068532432603e-104,1.7347057317182466e-84,2.078295880344429e-115,1.196025057456129e-16
9.391627443044543e-23,0.0006811613451670383,0.0915567593028733,0.0,0.002004657838826198,0.4515426283560996,6.230416762425054e-83,0.4569006123410269,5.98307469622783e-75,2.965362055941034e-88,3.667365402749702e-46,9.437860377343524e-123,2.5469456773479293e-166,1.5416931444840153e-16,1.3513680736894603e-40,1.666391427683666e-53,4.221116163970096e-66,1.3513680736896269e-40,8.078204450005051e-20,7.407004302452066e-59,3.520048067226747e-44,4.6258669680005326e-38,2.224928916317482e-77,5.1624303110986e-102,1.4106338911697339e-83,6.812942198416818e-114,2.408895538256508e-16
1.8848930602474014e-22,0.0006811613451670383,0.0915567593028733,0.0,0.0020046578388258,0.45154262835609926,2.5052231778027554e-82,0.4569006123410269,1.933626234059174e-73,9.58353743476259e-87,7.360376717406991e-46,2.4564622445032752e-120,2.672984530172233e-163,3.094167359907657e-16,5.433791588708622e-40,1.341256793776637e-52,6.817113889644883e-65,5.4337915887099615e-40,1.6212899839284715e-19,5.961801264850283e-58,1.41539584092915e-43,1.8600407625302126e-37,3.5932661341163925e-76,3.34727968645754e-100,1.1377273359844992e-82,2.2064851806958783e-112,4.834636499856658e-16
3.7763536921332954e-22,0.0006811613451670383,0.0915567593028733,0.0,0.002004657838825004,0.4515426283560986,1.0047065431443428e-81,0.4569006123410269,6.218252013123743e-72,3.081921948916362e-85,1.4746399346725315e-45,6.340775390691732e-118,2.7709083488596817e-160,6.199115790752471e-16,2.1791934591247102e-39,1.0762741076020746e-51,1.0958311507198106e-63,2.1791934591257862e-39,3.2482290615028597e-19,4.783969952278307e-57,5.676370331928804e-43,7.459595381304327e-37,5.776070336856214e-75,2.156232428628256e-98,9.138844669778162e-82,7.103192706561617e-111,9.68611842305452e-16
