Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44),CH2OX2(50),CH3X(53),CH4(39),H(23),CH4X(405),CH2OX(174),CHOX(173)
8.480716389134554e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0007234818301336154,0.451524264892773,1.4087167726119761e-40,0.4564894043986292,1.1781611286458154e-17,4.619085422861651e-25,1.0745320617078644e-16,8.532543409425285e-27,-1.0135602568145535e-35,3.6726926626860644e-05,4.2483084594330334e-16,3.581132473374166e-24,1.8465758509848788e-18,4.3845896502584133e-16,3.197160730053709e-11,7.002627186236022e-23,1.0068026208592662e-21,3.1289246867281595e-19,6.237478822310129e-26,1.5575898973580943e-30,1.4742603459017352e-31,3.3093231963000632e-28,0.0004112079104258085,1.4045176844955069e-14,9.97380591830694e-25,4.37038463330748e-28,2.0761514356492564e-20,2.1147872189985987e-30,3.505421424038547e-28,-8.503002464934226e-28,3.09747114595867e-25,7.73192985279348e-24,-7.165288307123702e-23,7.313098829754192e-33,2.8880283665734036e-32
8.534037548640586e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0007211372512697718,0.4515243244075059,1.424236468275316e-40,0.4564881725943965,1.184169676478569e-17,4.680371933288026e-25,1.0783422407100112e-16,8.617938724804752e-27,-1.0135606067851338e-35,3.660789716076273e-05,4.291282220691148e-16,3.570694529245972e-24,1.834842476368938e-18,4.4280469247279313e-16,3.210708589760482e-11,7.078483996201205e-23,7.764048833931462e-22,3.119801784809956e-19,6.310316754369596e-26,1.39618491321071e-30,1.4747321159435271e-31,3.3424416606865992e-28,0.00041243971452300447,1.4107593966263319e-14,1.0040039347205233e-24,4.385534928603521e-28,2.090362150370635e-20,2.1382487932288877e-30,3.5075195159442487e-28,1.1233077964588054e-28,3.0835360366565715e-25,7.767822680489172e-24,-7.165244765449827e-23,7.391754356618538e-33,2.9191138931787227e-32
8.587358708146618e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0007188078432437463,0.45152438353715757,1.4398109299732144e-40,0.4564869487606643,1.1901400189024882e-17,4.741694489720797e-25,1.0821292148993965e-16,8.704063583192185e-27,-1.0135601791973545e-35,3.6489637857234095e-05,4.3343840620779386e-16,3.56031734557422e-24,1.823194386420113e-18,4.471629311604305e-16,3.2242044384547537e-11,7.15462073159794e-23,5.207848923242868e-22,3.1107320164604444e-19,6.38369285205494e-26,1.1542012057248808e-30,1.4751686565043396e-31,3.375843050535604e-28,0.0004136635481202668,1.4169809149234093e-14,1.010612825648921e-24,4.400527315873149e-28,2.104530857591005e-20,2.161881003235198e-30,3.509479718194794e-28,9.938528639403003e-28,3.0696011160105056e-25,7.803593435249903e-24,-7.165193110892557e-23,7.470636250974666e-33,2.9502873092526747e-32
8.640679867652651e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0007164934593181928,0.45152444228545263,1.455439823392318e-40,0.45648573282033916,1.1960724347562612e-17,4.803050704267687e-25,1.0858930075757952e-16,8.79077447997818e-27,-1.0135600620474979e-35,3.637214126696221e-05,4.377613155831844e-16,3.550000428338588e-24,1.8116315219582284e-18,4.51533601042827e-16,3.237648599961038e-11,7.230938733291551e-23,1.076427367145352e-21,3.1017149211318066e-19,6.457444216358698e-26,1.6577732348919536e-30,1.4755705989885988e-31,3.4094717068160937e-28,0.00041487948831092327,1.42318236983725e-14,1.0172072244991094e-24,4.415363104859204e-28,2.1186575008877165e-20,2.1856852780985022e-30,3.511304251196168e-28,-1.1527045761467191e-27,3.055666811294803e-25,7.839242925684857e-24,-7.164838651428863e-23,7.549736913584203e-33,2.981546598312262e-32
8.694001027158683e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0007141939546424559,0.4515245006560678,1.471122816463517e-40,0.45648452469731915,1.2019672026280047e-17,4.864438227484311e-25,1.089633860337802e-16,8.878312222423897e-27,-1.0135605771874183e-35,3.625540003641464e-05,4.4209686821981487e-16,3.539743241003544e-24,1.800153792909308e-18,4.559166228402045e-16,3.251041395417388e-11,7.30745087204683e-23,8.709387730438408e-22,3.0927500392040517e-19,6.53169463815772e-26,1.5415681471489696e-30,1.4759385641928875e-31,3.4434210276201435e-28,0.00041608761119706636,1.4293638905586643e-14,1.0237870933883455e-24,4.430043602836667e-28,2.132742030955757e-20,2.2096626008657493e-30,3.5129953079789492e-28,-2.0906275496367897e-28,3.041732586123687e-25,7.874771952462372e-24,-7.164793208294049e-23,7.629045036685821e-33,3.0128909664252037e-32
8.747322186664715e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0007119091862223429,0.45152455865263286,1.4868595811264999e-40,0.45648332431647737,1.2078246007569453e-17,4.925854747893629e-25,1.0933522146137835e-16,8.966642599104059e-27,-1.0135603421054106e-35,3.6139406906302646e-05,4.464449829325923e-16,3.52954522920075e-24,1.788761079800241e-18,4.603119180291805e-16,3.264383143280666e-11,7.384271973636246e-23,3.307170764280171e-22,3.0838369178078447e-19,6.606540582972107e-26,1.0174994874751328e-30,1.4762731717253524e-31,3.4776777437555494e-28,0.00041728799190543487,1.435525605034875e-14,1.030352396610379e-24,4.4445701092535e-28,2.1467844038984127e-20,2.233811257795899e-30,3.5145550465860776e-28,1.8256607099840846e-27,3.027798377018391e-25,7.910181308413151e-24,-7.164856869273274e-23,7.708570664657606e-33,3.0443196288507685e-32
8.800643346170748e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0007096390128904675,0.4515246162787309,1.5026497924779583e-40,0.4564821316036468,1.2136449069398877e-17,4.987297991427215e-25,1.0970480072381337e-16,9.055476184127654e-27,-1.0135601895961437e-35,3.602415471008123e-05,4.508055793129736e-16,3.519405937297888e-24,1.7774532351932846e-18,4.647194088331647e-16,3.277674158138361e-11,7.461263707520871e-23,1.1457284657778401e-21,3.0749751136498268e-19,6.681712881945078e-26,1.7429356633970247e-30,1.4765750266106728e-31,3.5121295999515968e-28,0.00041848070460299313,1.4416676399856013e-14,1.036903100579314e-24,4.458943912776909e-28,2.1607845817066914e-20,2.2581327754642583e-30,3.515985597756358e-28,-1.4966877672330841e-27,3.013864986992004e-25,7.945471778631832e-24,-7.164384828575847e-23,7.788312718076426e-33,3.0758316861103695e-32
8.85396450567678e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0007073832952771689,0.45152467353789977,1.518493126972617e-40,0.45648094648560517,1.2194283984422743e-17,5.048765720909906e-25,1.1007213711427765e-16,9.145139825090508e-27,-1.0135610118880656e-35,3.5909636372469814e-05,4.551785777226568e-16,3.5093248641085085e-24,1.766230085066382e-18,4.691390182129083e-16,3.290914751968576e-11,7.538388101522005e-23,1.127388058376057e-21,3.0661641823511063e-19,6.757325341903652e-26,1.857158603862343e-30,1.4768447175993156e-31,3.546903365449496e-28,0.00041966582251221025,1.4477901209186274e-14,1.0434391737749134e-24,4.473166299713533e-28,2.174742533747315e-20,2.2826293482957426e-30,3.517289062835872e-28,-1.2175195621493906e-27,2.9999317473872597e-25,7.980644140576912e-24,-7.164272936641157e-23,7.868252276689794e-33,3.1074265942575676e-32
8.907285665182812e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0007051418957819841,0.4515247304336318,1.5343892653709514e-40,0.4564797688900594,1.2251753519136527e-17,5.1102557355763915e-25,1.1043729715025744e-16,9.235745849815684e-27,-1.0135609328991763e-35,3.579584490799964e-05,4.595638992856287e-16,3.4993014228225236e-24,1.7550914301434074e-18,4.7357066985721095e-16,3.304105234760825e-11,7.615876666946223e-23,-2.077474830963184e-23,3.0574036845835897e-19,6.833656245508977e-26,7.404108306658755e-31,1.4770828276971443e-31,3.5820426069663865e-28,0.0004208434179260504,1.453893172145066e-14,1.0499605866892934e-24,4.487238548458625e-28,2.188658233925414e-20,2.3072977103088287e-30,3.5184675113609986e-28,3.417422589925003e-27,2.9859981198172866e-25,8.015699164169063e-24,-7.164596613214912e-23,7.948399206822402e-33,3.1391026883882674e-32
8.960606824688845e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0007029146785456515,0.451524786969376,1.5503378924219852e-40,0.4564785987456314,1.2308860433074075e-17,5.171765870509959e-25,1.1080026694352138e-16,9.326719618124063e-27,-1.0135604823737289e-35,3.568277341960047e-05,4.639614658715431e-16,3.489335194398862e-24,1.7440370471688437e-18,4.7801428817376e-16,3.317245912224226e-11,7.69355659696731e-23,1.1020682187272125e-21,3.048693194743248e-19,6.910270847282489e-26,1.678194865142383e-30,1.4772899261440924e-31,3.617324447553342e-28,0.0004220135622226779,1.4599769167947792e-14,1.0564673117748899e-24,4.501161924664146e-28,2.2025316605498803e-20,2.3321388091876995e-30,3.519522986748207e-28,-1.414023192231706e-27,2.9720655952462924e-25,8.05063761188787e-24,-7.163973660071794e-23,8.02876158636108e-33,3.1708582892358015e-32
9.013927984194877e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0007007015094226539,0.45152484314853714,1.566338692475864e-40,0.4564774359818433,1.2365607478045731e-17,5.233293996151852e-25,1.1116102770177078e-16,9.41842863022395e-27,-1.0135621041331463e-35,3.5570415097205354e-05,4.683712000901015e-16,3.4794257596290385e-24,1.733066690133316e-18,4.824697982801203e-16,3.330337087142051e-11,7.771231928510455e-23,1.7709997887094277e-21,3.040032283891993e-19,6.987147234417278e-26,2.567350409193533e-30,1.4774665697034495e-31,3.6528914237784177e-28,0.00042317632587988367,1.4660414768312627e-14,1.0629593233937538e-24,4.514937692837265e-28,2.2163628002557244e-20,2.357157887001862e-30,3.5204575031486723e-28,-3.974659837292736e-27,2.9581336138327995e-25,8.085460238867054e-24,-7.163577789368071e-23,8.109310476117301e-33,3.2026941418303717e-32
9.067249143700909e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0006985022559542853,0.45152489897447756,1.5823913540960021e-40,0.4564762805291035,1.2421997397415698e-17,5.294838017869073e-25,1.1151968736010182e-16,9.511414360271662e-27,-1.0135630067249045e-35,3.545876321637347e-05,4.727930252886774e-16,3.469572455241174e-24,1.7221800914572393e-18,4.869371259948738e-16,3.343379061698376e-11,7.849346773461668e-23,-5.571297182100292e-22,3.031420522884387e-19,7.064969926293817e-26,3.4618151312737505e-31,1.4776133143148401e-31,3.688953548721546e-28,0.0004243317784892393,1.472086973066019e-14,1.0694365977681716e-24,4.528567110233356e-28,2.2301516438133334e-20,2.3823495153961684e-30,3.521273043705726e-28,5.9718680156907925e-27,2.9442003878544483e-25,8.120167792988143e-24,-7.164432615885532e-23,8.190052426883708e-33,3.2346094212911795e-32
9.120570303206942e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0006963167873422075,0.45152495445051716,1.5984955725413197e-40,0.45647513231869286,1.2478032925417183e-17,5.356395875382906e-25,1.1187624317479457e-16,9.60462553857944e-27,-1.0135619623841473e-35,3.534781113695846e-05,4.772268655308117e-16,3.45977485528298e-24,1.7113769631223609e-18,4.91416197828881e-16,3.356372133374028e-11,7.92778796139182e-23,5.615810387842577e-22,3.022857504338221e-19,7.143142092090989e-26,1.0288952734541989e-30,1.477730698268018e-31,3.725103082461021e-28,0.00042547998876998585,1.478113525173362e-14,1.0758991129324126e-24,4.542051417471882e-28,2.2438981832969525e-20,2.4077113788378723e-30,3.5219715672701316e-28,8.539415371595146e-28,2.930268414319284e-25,8.154761014972683e-24,-7.163781008296702e-23,8.271015856637618e-33,3.2666003703750654e-32
9.173891462712974e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0006941449744225067,0.4515250095799347,1.614651039825601e-40,0.45647399128275074,1.253371678650386e-17,5.417965542280492e-25,1.1223059275481942e-16,9.698156358158253e-27,-1.0135655306034492e-35,3.5237552301796075e-05,4.816726455875968e-16,3.450032738726904e-24,1.7006569977566095e-18,4.959069409766805e-16,3.3693165951786364e-11,8.005941608077884e-23,3.219521248880936e-21,3.0143428176631024e-19,7.221106873483904e-26,4.0491250209763255e-30,1.4778192432427506e-31,3.761376558163986e-28,0.00042662102458266063,1.4841212517047943e-14,1.0823468486856858e-24,4.555391856420405e-28,2.2576024210593133e-20,2.433255455596124e-30,3.522555004645319e-28,-1.0570873155589623e-26,2.916338313562957e-25,8.189240638472974e-24,-7.162498728916425e-23,8.352158528347599e-33,3.2986679798617785e-32
9.227212622219006e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0006919866896402577,0.4515250643659679,1.6308574498245236e-40,0.45647285735426196,1.2589051694736057e-17,5.479545025655814e-25,1.125829015340968e-16,9.793610658326952e-27,-1.0135696121938863e-35,3.5127980235392765e-05,4.861302909479561e-16,3.440345334076954e-24,1.6900198696878634e-18,5.004092833080411e-16,3.382212742086605e-11,8.084545533791734e-23,-9.762985868610447e-22,3.0058760378488647e-19,7.300327125158144e-26,2.8677549877065627e-31,1.47787947981864e-31,3.7983960321199282e-28,0.0004277549529424716,1.4901102701023855e-14,1.0887797865464018e-24,4.568589664315453e-28,2.2712643653836218e-20,2.4589755084153024e-30,3.523025254697933e-28,8.199414803458596e-27,2.902405472334033e-25,8.223607390161405e-24,-7.164235922177314e-23,8.433465640199571e-33,3.3308143386325005e-32
9.280533781725039e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0006898418070245353,0.4515251188118142,1.64711451001301e-40,0.4564717304670435,1.2644040353200458e-17,5.541132365499529e-25,1.1293325549149577e-16,9.889434728616776e-27,-1.0135688028285514e-35,3.501908854266775e-05,4.905997277920083e-16,3.430712024115217e-24,1.6794652359490166e-18,5.049231533596268e-16,3.395060865011472e-11,8.16393707916131e-23,-1.5388261540071212e-21,2.997456774061051e-19,7.380413965587311e-26,-1.342208934151804e-30,1.4779119191594774e-31,3.835558890351751e-28,0.0004288818400324203,1.4960806967129056e-14,1.0951979097074362e-24,4.581646053612108e-28,2.284884018939554e-20,2.484857931263543e-30,3.523384194213358e-28,1.0494618649735276e-26,2.888472918722176e-25,8.25786198981834e-24,-7.1643256079387e-23,8.51500562347151e-33,3.3630328927720744e-32
9.33385494123107e-10,0.0005377589567108198,0.0915567593028733,0.0,0.000687710202163878,0.45152517292063155,1.6634219219276702e-40,0.45647061055573174,1.2698685453462106e-17,5.602725634190161e-25,1.1328136674360643e-16,9.984329728932842e-27,-1.0135785675796385e-35,3.491087090772891e-05,4.950808829669364e-16,3.421133008059905e-24,1.668992737232277e-18,5.094484803267715e-16,3.4078612457163745e-11,8.242570312199146e-23,5.9123516944659395e-21,2.989084644114354e-19,7.459255318373761e-26,6.503835828493691e-30,1.4779170454811934e-31,3.8723613718196013e-28,0.00043000175121618236,1.5020326468020712e-14,1.1016012029923985e-24,4.594562242067345e-28,2.2984613963098564e-20,2.5109264541033223e-30,3.5236336750703575e-28,-2.3420184526145435e-26,2.874545771463813e-25,8.292005150418686e-24,-7.160794351998437e-23,8.596737578933942e-33,3.3953223944141804e-32
9.387176100737102e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0006855917521822586,0.4515252266955391,1.6797793786457775e-40,0.4564694975557696,1.2752989675047174e-17,5.664322936310678e-25,1.1362741052408512e-16,1.0082023311631377e-26,-1.0135919512166931e-35,3.4803321092617717e-05,4.995736840218507e-16,3.411607545750124e-24,1.658601998827516e-18,5.139851940554286e-16,3.420614171436948e-11,8.321236528179664e-23,3.1661343513189706e-22,2.9807592185595145e-19,7.539348655314234e-26,2.5581581401760326e-30,1.4778953707817008e-31,3.910249263543877e-28,0.0004311147510507489,1.5079662345668204e-14,1.1079896528132835e-24,4.607339451916882e-28,2.3119965273526265e-20,2.5371843931413736e-30,3.523775514063995e-28,2.3412978955421006e-27,2.860614457284807e-25,8.326037578217047e-24,-7.163230668080258e-23,8.678581113619176e-33,3.4276919246347564e-32
9.440497260243134e-10,0.0005377589567108198,0.0915567593028733,0.0,0.000683486335715471,0.45152528013961724,1.6961866009264479e-40,0.45646839140339446,1.280695568495523e-17,5.725922407947885e-25,1.1397179412672292e-16,1.0181571054539676e-26,-1.0136037925490305e-35,3.4696432936106515e-05,5.040780591878519e-16,3.402134288992196e-24,1.6482926315211043e-18,5.185332250342269e-16,3.433319930869377e-11,8.401896174756151e-23,-7.50799583383953e-21,2.9724801105687673e-19,7.622172911797493e-26,-7.642225078685983e-30,1.4778473860623593e-31,3.948856266584172e-28,0.00043222090329883523,1.5138815731483474e-14,1.1143632471290594e-24,4.619978862151992e-28,2.3254894230976248e-20,2.5635879260699997e-30,3.5238115071870844e-28,3.9327723188514076e-26,2.8466782610762025e-25,8.359959972831612e-24,-7.166789419777069e-23,8.760655816042464e-33,3.460132837629172e-32
9.493818419749167e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0006813938328878921,0.451525333255909,1.712643309432094e-40,0.4564672920356256,1.2860586137200354e-17,5.787522216008143e-25,1.1431392256067308e-16,1.0277325408233232e-26,-1.0136332140344079e-35,3.4590200352578785e-05,5.085939373056542e-16,3.392714063705472e-24,1.638064232424783e-18,5.230925043865854e-16,3.445978792696514e-11,8.481457161737805e-23,8.89744669438424e-21,2.9642469912719244e-19,7.70209341072115e-26,8.021174826238985e-30,1.4777735218440786e-31,3.985991953052498e-28,0.0004333202709410602,1.51977877464694e-14,1.1207219754048865e-24,4.63248165998615e-28,2.3389400997667832e-20,2.5901698932802758e-30,3.523743432937338e-28,-3.8022124239837035e-26,2.8327546044449096e-25,8.393773027326682e-24,-7.158914689752858e-23,8.842987378499277e-33,3.492633010770849e-32
9.5471395792552e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0006793141252897642,0.4515253860474198,1.7291491845261149e-40,0.4564661993902527,1.2913883672379432e-17,5.84912055846944e-25,1.1465365119834254e-16,1.0375630262942115e-26,-1.0136841791489652e-35,3.448461733083186e-05,5.131212478922162e-16,3.3833470044970795e-24,1.6279163858054545e-18,5.27662963863028e-16,3.458591030958536e-11,8.559102646546355e-23,8.647127996926544e-21,2.956059425443097e-19,7.781247137536062e-26,1.3200884909494003e-29,1.4776742800856523e-31,4.024116830234154e-28,0.00043441291618790285,1.525657950133375e-14,1.1270658285728516e-24,4.644849068086584e-28,2.3523486180241615e-20,2.616981892287645e-30,3.5235730291685933e-28,-3.9020099257527807e-26,2.8188302567656654e-25,8.427477428294002e-24,-7.158675126509823e-23,8.925359150423163e-33,3.525214689989787e-32
9.600460738761231e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0006772470959549113,0.4515254385171187,1.7457039512525488e-40,0.4564651134058236,1.2966850917266383e-17,5.910715663632482e-25,1.1499223212657937e-16,1.0481326439753692e-26,-1.01378917314272e-35,3.437967793288289e-05,5.176599211824156e-16,3.374029914745718e-24,1.6178486639093398e-18,5.322445358336518e-16,3.4711569415467725e-11,8.641056257926206e-23,-2.023692871460386e-20,2.947916982933649e-19,7.867954502585455e-26,-1.9376741420638165e-29,1.4775501635577013e-31,4.065108431950252e-28,0.00043549890049144024,1.5315192096595234e-14,1.1333947989938697e-24,4.657082226688773e-28,2.365715004851764e-20,2.643920941789016e-30,3.5233020092410248e-28,1.0262451309668277e-25,2.804884653605868e-25,8.461073855932739e-24,-7.17269957017707e-23,9.00788564110834e-33,3.557878594459364e-32
9.653781898267264e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0006751926293386909,0.45152549066793857,1.7623073797521962e-40,0.4564640340216328,1.3019490484432036e-17,5.972305788683258e-25,1.1532893852906901e-16,1.0579076344812004e-26,-1.0138808305664851e-35,3.427537629297499e-05,5.222098879468826e-16,3.364763558317937e-24,1.6078606276697115e-18,5.368371532805409e-16,3.483676783385704e-11,8.723561344631123e-23,4.248784198523082e-21,2.9398194300824803e-19,7.951447014777416e-26,-2.1837495770663754e-30,1.4774015053270627e-31,4.1030180016880925e-28,0.0004365782845568709,1.5373626622746267e-14,1.139708880419506e-24,4.669182264749326e-28,2.3790392486842244e-20,2.67097835649362e-30,3.5229320850689884e-28,-1.254969108352677e-26,2.7909587190198877e-25,8.494562984128289e-24,-7.161042371095138e-23,9.090823802020483e-33,3.5905803960842727e-32
9.707103057773296e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0006731506112964544,0.45152554250277677,1.7789591276921418e-40,0.4564629611777111,1.3071804971888106e-17,6.033889220878968e-25,1.1566214037011214e-16,1.0672328473373577e-26,-1.0141989425627274e-35,3.417170661648872e-05,5.267710795385345e-16,3.355551693023455e-24,1.5979518274086636e-18,5.414407497903696e-16,3.496150797274853e-11,8.798316299371947e-23,3.6642501729192316e-20,2.9317663774208483e-19,8.02521199090879e-26,4.4465894764792217e-29,1.477228781593142e-31,4.139183055602853e-28,0.00043765112835382925,1.543188416037667e-14,1.1460080679552023e-24,4.6811504428467e-28,2.392321447524757e-20,2.6983545413434247e-30,3.522464923081261e-28,-1.8291014010644752e-25,2.7770576509861276e-25,8.527945480529912e-24,-7.143866820095399e-23,9.173794821645643e-33,3.623350808799397e-32
9.760424217279328e-10,0.0005377589567108198,0.0915567593028733,0.0,0.000671120929062603,0.45152559402449566,1.7956588714838219e-40,0.4564618948148132,1.3123796962753816e-17,6.095464277466435e-25,1.159945867131928e-16,1.0786675447902625e-26,-1.0147235297386947e-35,3.40686631786583e-05,5.313434281583728e-16,3.3463883616752065e-24,1.588121803638374e-18,5.46055259547354e-16,3.508579297960772e-11,8.879099838054446e-23,-3.473830869620061e-20,2.9237572252634874e-19,8.114553798515905e-26,-2.4937139345405195e-29,1.4770326215750016e-31,4.183529808817013e-28,0.00043871749112749434,1.5489965780225004e-14,1.152292358025803e-24,4.692987881160962e-28,2.405561692970983e-20,2.725903204893077e-30,3.521902145631455e-28,1.7185253712336346e-25,2.763100599798424e-25,8.561222006627109e-24,-7.179202909810863e-23,9.256640571109175e-33,3.6562449528559023e-32
9.81374537678536e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0006691034712296741,0.45152564523592303,1.8124064952990915e-40,0.4564608348744075,1.3175469024945452e-17,6.157029301744825e-25,1.1632716698144315e-16,1.0895709135905663e-26,-1.0153110410248589e-35,3.396624032367605e-05,5.359268665277196e-16,3.337269560144151e-24,1.5783700876816034e-18,5.506806173259767e-16,3.520962565331074e-11,8.970300761479265e-23,-3.769675249447953e-20,2.915791840027088e-19,8.211530890420517e-26,-5.888186213740542e-29,1.4768131870551457e-31,4.225815743544028e-28,0.00043977743140949827,1.554787254334815e-14,1.1585617483399464e-24,4.704695552910867e-28,2.418759886476562e-20,2.7533590102613916e-30,3.5212454025892694e-28,2.1510623538845573e-25,2.7491410950023517e-25,8.594393217824809e-24,-7.183388105320135e-23,9.340084347730858e-33,3.689159455717949e-32
9.867066536291393e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0006670981277277163,0.45152569613985283,1.8292016856721598e-40,0.4564597812986649,1.322682371088708e-17,6.2185826653285695e-25,1.1665401493749392e-16,1.0971406390769662e-26,-1.0174181256645663e-35,3.3864432463905994e-05,5.405213276258671e-16,3.3282082704227e-24,1.5686962021554092e-18,5.553167584836646e-16,3.533300759224081e-11,9.042258838692716e-23,9.902930865453887e-20,2.907870117939391e-19,8.274206932294504e-26,1.0088677926016466e-28,1.4765707599455832e-31,4.255171957072097e-28,0.0004408310070286385,1.5605605501319135e-14,1.1648162378544385e-24,4.716274809313515e-28,2.4319161110294187e-20,2.7812160331556375e-30,3.5204963104944132e-28,-5.042257874339978e-25,2.735292843578543e-25,8.627459763517559e-24,-7.111316018377049e-23,9.423892390154845e-33,3.722066509643412e-32
9.920387695797425e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0006651047898047206,0.45152574673904566,1.8460438941998743e-40,0.45645873403044906,1.3277863557240623e-17,6.280122772315622e-25,1.1697813166711801e-16,1.1085558248324767e-26,-1.0195478039473724e-35,3.376323407838978e-05,5.451267454870545e-16,3.3192008082751805e-24,1.5590996617977645e-18,5.599636189543014e-16,3.545594191851313e-11,9.110041331173629e-23,-2.5176165328567962e-21,2.899991081287157e-19,8.350540025299645e-26,4.442153178748309e-29,1.4763064212831573e-31,4.299442933766019e-28,0.00044187827512139635,1.5663165696186792e-14,1.1710558267437263e-24,4.727726905822484e-28,2.4450306835949132e-20,2.809606625691545e-30,3.5196563837642848e-28,-3.131266799656784e-26,2.721365067641687e-25,8.660422287162524e-24,-7.158467446106392e-23,9.50701569052872e-33,3.755181028491832e-32
9.968376739352855e-10,0.0005377589567108198,0.0915567593028733,0.0,0.0006633209616069551,0.45152579202002385,1.8612417591487103e-40,0.4564577968353169,1.3323532314761391e-17,6.335496099025077e-25,1.1727032518812212e-16,1.1195257744132165e-26,-1.0198252264863141e-35,3.36726721218306e-05,5.492809355726109e-16,3.311121901430745e-24,1.5505284983939467e-18,5.64154905898628e-16,3.556620272367135e-11,9.181626812852332e-23,-3.6224768352964276e-20,2.8929363447016236e-19,8.432724368087438e-26,-4.2537302085955555e-29,1.4760358505489804e-31,4.341987345295998e-28,0.0004428154701433987,1.571482301279842e-14,1.1766587177918604e-24,4.737919297225103e-28,2.4567979233616797e-20,2.8351220082300663e-30,3.5188196552621153e-28,1.9824945064519066e-25,2.7088194317649293e-25,8.690000146681676e-24,-7.181297618805854e-23,9.575795961406443e-33,3.7830672622305e-32
