Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44),CH2OX2(50),CH3X(53),CH4(39)
3.607757787611712,0.0005284065757894736,0.1557,0.0,0.0013548147458923253,0.64224132760376,0.2019,3.0531376989173725e-30,6.615277963611585e-25,-2.2661917791280194e-31,3.398471963567217e-33,1.8319950197795393e-27,1.8943859948943336e-35,8.322682083304229e-05,-2.5574017995268105e-31,2.35953684343321e-38,1.9222583545307594e-28,-1.1090423985059556e-27,4.768005331039338e-39,-8.983567222091092e-32,1.1060165033959084e-49,6.756600217874023e-47,1.1412177091358425e-33,4.24837757776505e-38,8.411208170107001e-48,8.95881850166262e-31,1.9767608156214187e-29,0.00011705898582292912,-1.228303070423999e-36,3.90866453522824e-40,2.2455383621559852e-32,9.668282438559221e-32,4.827520774414615e-39,8.596001243535884e-38,-4.983827792956899e-28
3.678704461185237,0.0005284065757894736,0.1557,0.0,0.00135275352406551,0.6422392030023595,0.2019,3.067685422011857e-30,6.623540974816976e-25,1.6187927015921896e-32,-7.715463885940383e-34,-2.0042566586951062e-28,-3.236459586382623e-36,8.310006168575431e-05,-2.0839605126601078e-31,2.0671006857175217e-38,1.921267266376749e-28,1.0260387125763366e-28,4.782920322400932e-39,2.6648506330131255e-33,5.468838827450415e-50,-1.4196354228112027e-47,-1.2578487142559213e-34,-4.3867817118696415e-39,-2.0693209372671082e-48,-1.023092101372449e-31,1.9798028930001556e-29,0.00011924696679703235,2.010880592146084e-38,-3.986121397289327e-40,-5.9420883837384095e-33,-8.366059644514666e-33,-3.0371132423639246e-39,-7.429877306201126e-39,3.278310134852704e-28
3.8205978083322862,0.0005284065757894736,0.1557,0.0,0.0013486430747073148,0.642234966163286,0.2019,3.1068949542233902e-30,6.630619796388962e-25,-3.2925675706461605e-33,-6.348032409006972e-33,-7.531185934765129e-28,-1.0033143806190733e-37,8.284728225537391e-05,-1.6409971556169477e-31,1.5676194897198488e-38,1.9175350007150638e-28,-4.046820809796044e-29,4.8292205998761345e-39,-1.8476763197254795e-32,-1.7952240394334218e-50,-1.1578681383399282e-46,-3.2360587145578775e-33,-1.0890610878085828e-37,-1.5480062617556917e-47,-2.606934568341193e-30,1.992954566078455e-29,0.00012361019558560817,-1.3342782554998666e-37,-2.1717004902929277e-40,-4.072254440140834e-32,-1.8712265780136168e-31,-1.3755096952187934e-39,-1.6635408522369753e-37,1.035460326256704e-27
3.9624911554793356,0.0005284065757894736,0.1557,0.0,0.0013445485659206052,0.642230745755759,0.2019,3.132500639399508e-30,6.62075654567457e-25,-1.2884475530422562e-31,-6.067544371556685e-34,4.596813987848573e-28,-2.137113075760327e-36,8.259548477419265e-05,-2.1451978973158554e-31,1.8843941590991484e-38,1.9088886251739584e-28,-2.5866805056321727e-28,4.8539374145531064e-39,-2.610245993994062e-33,6.196972462595751e-50,2.2309922758398486e-49,-1.1814103640075963e-33,-3.990730737327684e-38,-8.384891736131097e-49,-9.910154742040717e-31,1.996824497049695e-29,0.00012795650185349895,3.9682144283668616e-38,1.3810862261534887e-40,-5.35233698843947e-34,-6.948972474244859e-32,2.499798506731845e-40,-6.178418536192499e-38,4.834057096089679e-29
4.1043845026263845,0.0005284065757894736,0.1557,0.0,0.0013404699357311243,0.6422265417158881,0.2019,3.146048296780003e-30,6.622244240251777e-25,8.877738724973515e-32,1.0068736169660582e-32,-2.2063541050031228e-28,-3.3882288337483146e-36,8.234466541176767e-05,-2.01970735985178e-31,2.297617465476997e-38,1.9034656094245957e-28,2.8014441357793074e-28,4.861670508188422e-39,1.7426064968649042e-32,1.982151094225473e-49,1.8237799350221394e-46,1.465294000833611e-33,4.891860124416532e-38,2.393268655811381e-47,1.187774626948292e-30,1.9943783146442646e-29,0.00013228595140540506,1.6215839506776652e-37,-4.5688853472661024e-41,6.133579083803045e-32,8.181168453376888e-32,-1.4930836936385443e-40,7.274874616318e-38,1.965703226908082e-28
4.246277849773434,0.0005284065757894736,0.1557,0.0,0.001336407122406764,0.6422223539800342,0.2019,3.159479235851721e-30,6.625186366584146e-25,1.6104802665137121e-32,8.702880673346847e-33,-2.11126810957998e-28,1.8559892127688207e-36,8.209482035272178e-05,-1.8065070743257097e-31,1.9863085706413146e-38,1.898379915830361e-28,-1.1729918040334709e-29,4.866358617753983e-39,-1.7725862531581345e-33,1.8272104525942565e-49,1.6474705430762382e-46,-4.8813825247467556e-34,-1.646794664653997e-38,2.119015201576397e-47,-3.907183666812043e-31,1.9897463411215943e-29,0.0001365986097888109,-1.9377368235588596e-39,6.030165734742046e-41,5.565564516654925e-32,-2.8549593744800925e-32,4.548321205808964e-40,-2.537321158727769e-38,4.901645525826499e-28
4.388171196920483,0.0005284065757894736,0.1557,0.0,0.0013323600644565919,0.6422181824848061,0.2019,3.1472336907628026e-30,6.622311329423401e-25,-5.019945673027979e-32,1.1075410377661054e-32,1.4837338786959641e-28,4.600534739784973e-37,8.184594579668129e-05,-1.9206772347601348e-31,1.9825440048681786e-38,1.892152205154807e-28,-7.331296337856891e-29,4.8323952051920026e-39,-4.324794658400663e-33,2.2038222967009996e-49,2.2309273813875227e-46,-4.84182503326736e-34,-1.6218695228600115e-38,2.796401305032299e-47,-3.9313442568975538e-31,1.9696381001472236e-29,0.0001408945422950239,-3.7045130071124244e-38,-4.1798359023873744e-41,7.601298363285189e-32,-2.747607428693857e-32,-3.1702112129878234e-40,-2.4423200087412853e-38,2.018256313281462e-28
4.530064544067533,0.0005284065757894736,0.1557,0.0,0.0013283287006299008,0.6422140271670601,0.2019,3.1307190068886102e-30,6.622396348664002e-25,3.3785553788980136e-32,9.560271822963542e-33,1.2565683149468553e-29,-1.1837116087459244e-36,8.159803795821674e-05,-1.8692521602933173e-31,2.157622470331398e-38,1.8863676855499223e-28,6.312127651710854e-29,4.795263738746329e-39,3.648950078582602e-33,1.8031675951082867e-49,1.484165502056869e-46,6.5666800848459306e-34,2.2089590675675868e-38,2.0911331389066383e-47,5.306602216320131e-31,1.9498133644051354e-29,0.00014517381396017933,1.916999752793245e-38,6.641692263451568e-42,4.874935724052591e-32,3.797361806463734e-32,1.584503502149896e-40,3.377192756689229e-38,2.0959126593884103e-28
4.813851238361631,0.0005284065757894736,0.1557,0.0,0.0013203128115398428,0.6422057648126742,0.2019,2.9828631530912574e-30,6.619731568346517e-25,4.474656023460329e-33,3.4242294285104797e-32,2.930432481805304e-28,-1.7582442029851125e-38,8.110510736667624e-05,-1.9052761105605833e-31,2.2367184022536384e-38,1.874171712404575e-28,6.969463787827385e-29,4.5399675136580715e-39,1.915771460688473e-32,5.0951273228513045e-49,6.184002896852488e-46,1.2968246816595334e-33,4.314722069352969e-38,8.174627541330742e-47,1.0317347618605893e-30,1.83384989776209e-29,0.00015368263364177808,2.249664526501408e-37,3.009831405373728e-40,2.1053103460577196e-31,7.128274692051842e-32,1.821555524078909e-39,6.33813491750815e-38,-5.880025872196686e-29
5.09763793265573,0.0005284065757894736,0.1557,0.0,0.001312358969899891,0.6421975664166467,0.2019,2.881626242087815e-30,6.621507688221484e-25,-5.961575368268991e-32,1.7673922077489192e-32,1.641623357760626e-28,-3.599768384247122e-36,8.061599859130562e-05,-1.6841925480423286e-31,1.9289005788186644e-38,1.864093831868057e-28,4.333535592751026e-29,4.374775922492127e-39,-2.2434201294895913e-33,2.4266530405978963e-49,1.8243219769413327e-46,-6.128674617689206e-34,-2.068606101041297e-38,3.1579095056372517e-47,-4.898493714505569e-31,1.7631120594242348e-29,0.00016212558405709996,-1.3166007694403801e-38,-7.634477628370123e-41,5.420629707443768e-32,-3.586053954802184e-32,-3.517983509244208e-40,-3.1873436994955756e-38,1.172517986586098e-28
5.353045957520419,0.0005284065757894736,0.1557,0.0,0.0013052531649949822,0.6421902421343221,0.2019,2.997786336938495e-30,6.625145944598196e-25,3.460308991824585e-32,-2.24862893578157e-32,-1.6687828433701234e-28,-9.316747570768069e-38,8.017904375186851e-05,-1.390118544055744e-31,2.011445245575678e-38,1.854205324913474e-28,2.701585263798061e-29,4.510140947437706e-39,9.921131340172153e-35,-2.270672182800664e-49,-3.895587421591424e-46,-3.500925364982936e-35,-1.1985551293044393e-39,-5.271931217342083e-47,-2.5831031181038567e-32,1.801860071573624e-29,0.00016966834380144618,6.9628269783809e-40,1.1340570490124777e-41,-1.3340432415643098e-31,-2.1390375037358663e-33,1.5208428795080452e-40,-1.8894738687821497e-39,4.804697692250614e-28
5.608453982385108,0.0005284065757894736,0.1557,0.0,0.0012981968801208353,0.6421829688970494,0.2019,3.173702304957569e-30,6.620037538129381e-25,-1.1091603102435003e-31,1.7321220837812827e-34,5.586662001179087e-28,7.581134665510164e-36,7.974513895475706e-05,-1.5955375302293584e-31,1.99804076792491e-38,1.8426482179091793e-28,-1.7154592699181378e-28,4.737380853857999e-39,1.5937231530048835e-32,9.537979418943076e-50,5.022354914537737e-47,4.178220233557915e-35,7.928582865184514e-40,2.976881563337682e-48,1.781818459937021e-33,1.8771182977157937e-29,0.00017715853347270426,2.538870443695542e-37,3.3188009064903427e-40,1.4996292197154395e-32,-2.4093002542053283e-33,1.4446180910434867e-39,-2.147805101672332e-39,-3.0555540473208653e-29
5.863862007249797,0.0005284065757894736,0.1557,0.0,0.0012911897693443804,0.6421757463482081,0.2019,3.2265017177550526e-30,6.619801892890135e-25,-1.7822982647141558e-31,3.552110656807833e-32,5.042523232759512e-28,-2.710208876126061e-36,7.931426282496177e-05,-1.5294393770320588e-31,1.804273535176402e-38,1.8337413824020075e-28,-7.578177635733635e-29,4.829572167417966e-39,-1.1689362753076927e-32,4.03521880938934e-49,3.366236679821789e-46,-1.219512701847107e-33,-4.081732998353455e-38,6.229477440706724e-47,-9.790482951066487e-31,1.9191736054963808e-29,0.0001845965203789545,-1.1683069559039735e-37,-1.8735466376891034e-40,1.036111760061412e-31,-6.897817238926926e-32,-1.0761640354757897e-39,-6.132145336237461e-38,-5.449085385952052e-29
6.119270032114486,0.0005284065757894736,0.1557,0.0,0.0012842314891606467,0.6421685741336811,0.2019,3.258943172486067e-30,6.63110736225109e-25,2.0469817632342915e-31,-1.790502742662586e-32,-8.39287495740403e-28,-8.382679331045365e-36,7.888639413844977e-05,-8.248131757184469e-32,2.1280125413644775e-38,1.8254834267855815e-28,1.5304953671503926e-28,4.836687611377937e-39,-1.3496869466105258e-32,-1.0304240613537186e-49,-1.0242463216427715e-46,7.883113964220305e-34,2.7236862921763763e-38,-2.5356097089313804e-47,6.656326894227663e-31,1.9060225820819284e-29,0.00019198266924920032,-2.469935237484793e-37,-1.7207159625628935e-40,-2.232452160479604e-32,5.113649677008209e-32,-3.0284602749889177e-40,4.549540932115383e-38,1.0750406222942308e-27
6.3746780569791754,0.0005284065757894736,0.1557,0.0,0.0012773216984755373,0.6421614519018374,0.2019,3.330680055090369e-30,6.625553031251366e-25,9.675333557600327e-32,-4.17506820582811e-32,-3.1911198607073165e-29,1.3667510895079722e-35,7.84615118210809e-05,-1.0610026095165815e-31,2.0787535633975475e-38,1.8139169124362314e-28,-8.035702027027988e-29,4.8462993713275736e-39,2.992229161357128e-32,-1.7830383443341482e-49,-1.775573726875934e-46,7.978403906023215e-34,2.5790080326744516e-38,-6.036752696997579e-47,6.029123385854542e-31,1.8709736957053927e-29,0.00019931734225167843,4.171088416487809e-37,3.941806447872764e-40,-5.635101574106404e-32,3.818362012146147e-32,1.497313221028888e-39,3.394552976564992e-38,5.181633159550345e-28
6.6300860818438645,0.0005284065757894736,0.1557,0.0,0.0012704600585887738,0.6421543793035137,0.2019,3.259416354279598e-30,6.610484802562636e-25,-5.064395532299799e-31,6.362974668491815e-32,1.5585883583731726e-27,5.2728027312025013e-36,7.803959494753352e-05,-1.8098271248151857e-31,1.486537756242873e-38,1.803184602787693e-28,-1.4255347211914823e-28,4.7885553148300675e-39,-8.865116124807928e-33,4.547002652528835e-49,1.162799354124213e-46,-2.9301851075033843e-33,-9.885552323134058e-38,7.673415986934472e-47,-2.369551111851436e-30,1.8680990126422263e-29,0.0002066008990119893,1.0876159879334418e-39,-2.064978134494374e-40,1.0362274899324833e-32,-1.717520990964005e-31,-1.4872945752440364e-39,-1.5271115812066382e-37,-9.897060150981306e-28
6.8854941067085536,0.0005284065757894736,0.1557,0.0,0.0012636462331769615,0.6421473559919983,0.2019,3.216108463984496e-30,6.632917180217368e-25,2.1084808962960734e-31,3.33953985912178e-32,-1.0439593612363089e-27,-3.3681856056621894e-35,7.762062274024006e-05,-4.768945711723042e-32,2.3466918216464103e-38,1.7965021038031966e-28,2.2870723798491725e-28,4.773830671869916e-39,-4.240424468610171e-32,7.701293179385676e-50,8.312968184153914e-47,2.1446866228778688e-33,7.44055807291632e-38,4.812093857532141e-47,1.805310744186303e-30,1.8823660643073297e-29,0.0002138336966310951,-7.301645907444982e-37,-2.863561376633588e-40,4.521194999482485e-32,1.4106026837329538e-31,3.415363739976297e-40,1.2547326612291983e-37,1.2530647743845148e-27
7.140902131573243,0.0005284065757894736,0.1557,0.0,0.001256879888276759,0.642140381623012,0.2019,3.4995590499589056e-30,6.648203938711536e-25,9.555907808999626e-31,-1.5125242043294025e-31,-2.3554606007254023e-27,1.3288831056917955e-35,7.720457456832799e-05,4.121951988947457e-32,2.6253186268757863e-38,1.7877988485215792e-28,2.663948945231765e-29,4.966168768182942e-39,5.727153186845342e-32,-4.5579706831147914e-49,2.058193176501099e-47,4.437623698487219e-33,1.4784521100843918e-37,-1.7086083746790673e-46,3.514340363858458e-30,1.8673185745701373e-29,0.00022101608970320964,6.527465097116545e-37,5.560665429124382e-40,2.9775336255820094e-32,2.463181267892117e-31,1.7791321968891063e-39,2.190080007363026e-37,2.780831179602226e-27
7.396310156437932,0.0005284065757894736,0.1557,0.0,0.0012501606922681568,0.6421334558546926,0.2019,3.534483777406879e-30,6.593334670868889e-25,-1.1472596838680575e-30,3.3999837451143854e-32,3.4847478347031736e-27,6.595290668222498e-35,7.67914299465673e-05,-2.5716703017974973e-31,2.5265450601195725e-39,1.7727352473895272e-28,-2.9356287051518164e-28,4.989869751018579e-39,2.075404322124701e-32,5.204582388820219e-49,-1.4359660875139557e-46,-1.0043263662868619e-32,-3.4100894765100277e-37,2.0918615932397084e-47,-8.168090131740037e-30,1.8675840194289274e-29,0.00022814843033357253,7.391860734848775e-37,-2.2556145304761987e-40,-9.612615960541323e-32,-6.048672460826274e-31,-3.369642747637459e-39,-5.378503601674093e-37,-2.7078336425065392e-27
7.651718181302621,0.0005284065757894736,0.1557,0.0,0.0012434883158578764,0.6421265783475762,0.2019,3.067135508509488e-30,6.595762210539717e-25,-1.4357499872949636e-30,3.051934892064983e-31,2.8216428722624294e-27,-7.436189480213728e-35,7.638116853432731e-05,-2.2802825704844997e-31,1.944661775281787e-38,1.7629156717445775e-28,1.358428585728382e-28,4.70024978531546e-39,-1.2712311897638485e-31,3.675276948005838e-49,-2.6032401386371067e-46,-5.535207162610427e-34,-1.3209196257097842e-38,3.39625898463331e-46,-2.572804859916931e-31,1.9130004903442442e-29,0.00023523106815609313,-1.831604074613451e-36,-4.750029431418027e-40,-7.257589087592344e-32,7.294026048651484e-33,2.1584826517848306e-39,6.57814710808537e-39,-2.465774817042944e-27
7.90712620616731,0.0005284065757894736,0.1557,0.0,0.001236862432062898,0.6421197487645814,0.2019,3.4524760026867764e-30,6.710612625269149e-25,3.6085200934945366e-30,-2.663436187354329e-31,-8.73685189281585e-27,-1.0903319812958151e-34,7.597377013454167e-05,4.134893497311055e-31,5.937836312716383e-38,1.765863347789631e-28,1.9868506704700376e-28,4.939951555322628e-39,8.316464781577641e-32,-9.377867748116611e-49,6.5491934043070044e-46,2.4807370500245586e-32,8.364603389245186e-37,-2.568622654698971e-46,1.993954540944294e-29,1.8748555592311227e-29,0.00024226435035085695,1.600296598642121e-37,8.377791236440038e-40,2.6378701458424925e-31,1.4515565824055852e-30,3.747272068309267e-39,1.290667464162229e-36,9.019936532680669e-27
8.162534231031998,0.0005284065757894736,0.1557,0.0,0.0012302827161941143,0.6421129667709916,0.2019,4.3777226418712215e-30,6.644013034019033e-25,1.3535295874792239e-30,-5.441199587203352e-31,-1.727003416265629e-27,2.4364006553030244e-34,7.556921469267902e-05,3.118437105384604e-32,-1.5677955793243844e-38,1.7529625870469097e-28,-9.050286304019324e-29,5.5033764546577654e-39,1.7516194207440217e-31,8.256952517764961e-49,4.1022362226730695e-46,-2.0049780977696356e-32,-6.868427346759493e-37,-6.148077501334543e-46,-1.6481255570931647e-29,1.7856619262462266e-29,0.00024924862166150286,3.358813224284691e-36,-2.843667401341116e-40,5.551033705489086e-32,-1.2503985068572882e-30,-9.257266495935567e-39,-1.1119395947309471e-36,2.3578140780357265e-27
8.417942255896687,0.0005284065757894736,0.1557,0.0,0.0012237488458400978,0.6421062320344392,0.2019,3.0512220183123597e-30,6.428553012215716e-25,-9.667929157474263e-30,9.25896414911527e-31,1.9870072426668436e-26,1.3678010631080057e-34,7.51674822957225e-05,-1.1398081486485425e-30,-5.065648654116225e-38,1.716664595436627e-28,-9.028584163652181e-29,4.695924362866139e-39,-3.3731623489653523e-31,9.625909961096984e-49,-2.0602827336580257e-45,-4.394927778557095e-32,-1.473134446581543e-36,9.358330081402469e-46,-3.497280857996271e-29,1.9224500955786033e-29,0.00025618422441247624,-3.014941686846196e-36,-9.258800838420624e-40,-6.524352769678368e-31,-2.5106989387488148e-30,4.222735021277105e-39,-2.232194032311604e-36,-1.919221937132952e-26
8.673350280761376,0.0005284065757894736,0.1557,0.0,0.0012172605008509759,0.6420995442248876,0.2019,1.8013828902845197e-30,6.6759178760324e-25,1.4803450655461566e-30,8.335245227134977e-31,-4.4226666607505706e-27,-6.8475599958953124e-34,7.476855317115978e-05,2.7787506891370496e-31,1.5378853071687164e-37,1.7266214048247292e-28,-6.409588107331074e-28,3.9565252119764576e-39,-6.493877741648878e-32,-3.0692868772522606e-48,2.3364794434681544e-46,8.137708655218921e-32,2.758969198025145e-36,9.878547712308479e-46,6.58333491661045e-29,2.0508458046787122e-29,0.0002630714985261608,-4.256533755162099e-36,1.493040077921034e-39,1.8764901987023765e-31,4.8694863072630185e-30,1.2961995043335667e-38,4.32989371146947e-36,5.547430348185786e-27
8.928758305626065,0.0005284065757894736,0.1557,0.0,0.001210817363322432,0.6420929030146165,0.2019,5.814627704753231e-30,7.053192562235721e-25,2.4241297233444966e-29,-2.6679346415981643e-30,-4.366064342403529e-26,-3.3673446365844104e-35,7.437240768597524e-05,2.3128858624316482e-30,9.385933672331797e-38,1.773439577410067e-28,8.894651235948768e-28,6.379604513929044e-39,8.014818945603318e-31,2.24629027577385e-48,5.1248535518720576e-45,4.98816517842983e-32,1.652023878266936e-36,-2.7540438145075203e-45,3.8925373933723885e-29,1.6512648433692602e-29,0.00026991078153988933,9.321260886810936e-36,-9.84976988744727e-41,1.4699203443757114e-30,2.7141514846320017e-30,-2.1392381216274187e-38,2.412665689150294e-36,4.3279391196586495e-26
9.184166330490754,0.0005284065757894736,0.1557,0.0,0.0012044191175798196,0.6420863080782035,0.2019,6.913088278404405e-30,6.350296977206835e-25,-1.424849425850335e-29,-9.178548660805817e-31,2.5394355831223263e-26,1.8137536491977625e-33,7.397902634564763e-05,-1.648688478958049e-30,-3.5541388707203376e-37,1.699790227103183e-28,2.4333622467795936e-27,7.005615101478698e-39,-5.380087307621384e-31,6.494617888929153e-48,-3.399606338740203e-45,-2.2955404352386023e-31,-7.748933339690847e-36,-1.2582107710960042e-45,-1.8436589650703399e-28,1.5417246643115305e-29,0.00027670240862282924,1.6618588944106345e-36,-2.3909406824116742e-39,-1.1114376758479604e-30,-1.3504024786248432e-29,-1.4127487010572342e-39,-1.2006877377557495e-35,-2.702233393080151e-26
9.439574355355443,0.0005284065757894736,0.1557,0.0,0.0011980654501623845,0.6420797590925101,0.2019,-3.4651432496775815e-30,5.722790706978106e-25,-5.934607419783599e-29,7.16082521517575e-30,9.586120205503422e-26,-6.123706579778304e-34,7.358838979316641e-05,-4.93402530249124e-30,6.034478218938073e-38,1.5785622134462015e-28,-5.433157643073067e-27,8.064711126405716e-40,-1.4137912221706295e-30,-1.389516223530843e-47,-1.1100323255069578e-44,1.7581714331813626e-32,6.63121185979413e-37,7.495135373498515e-45,1.6710899769109517e-29,2.57645226057917e-29,0.00028344671259274606,-2.04781022925637e-35,2.367268779591604e-39,-3.1451354967194303e-30,1.5056991065376187e-30,3.806579205596061e-38,1.3403097397825581e-36,-8.978233430030919e-26
9.694982380220132,0.0005284065757894736,0.1557,0.0,0.0011917560498075992,0.6420732557366627,0.2019,-1.3811680857546391e-30,7.541877500419247e-25,5.949848710004672e-29,-2.202923353263723e-31,-8.810587827534871e-26,-4.723594026888276e-33,7.320047880805157e-05,5.263532662668283e-30,8.988103273325879e-37,1.7557794166234195e-28,-3.9588971041268755e-27,2.111093348535362e-39,2.357980697391037e-30,-5.934619487653031e-48,1.3517935394564274e-44,5.4664411502355345e-31,1.8398774912008977e-35,5.316617170874337e-46,4.367577839722383e-28,2.365054311014664e-29,0.00029014402393264595,1.1205694921222371e-35,2.01872236845775e-39,3.968270341008339e-30,3.18049856215408e-29,-3.3092491935017737e-38,2.827750446422566e-35,9.215399113972086e-26
9.950390405084821,0.0005284065757894736,0.1557,0.0,0.0011854906074356365,0.6420667976920397,0.2019,2.4530775390134124e-29,8.572654220601882e-25,1.4576585930076314e-28,-1.8777143909000267e-29,-2.1481070085809946e-25,3.158068771781534e-33,7.281527430536069e-05,1.0470188643851065e-29,-5.344051486212407e-37,1.9769779906149874e-28,2.035941171751373e-26,1.742152310697938e-38,1.6595061314610283e-30,4.769409276934058e-47,2.261662233199154e-44,-3.259557654792074e-31,-1.1120614419157218e-35,-1.985047779613599e-44,-2.6610992163054855e-28,-2.2503643558394803e-30,0.00029679467080729943,3.5598477688820567e-35,-5.362162795428974e-39,6.598409988994922e-30,-1.9963042558085334e-29,-2.9322286984395963e-38,-1.7752678016880614e-35,1.9524306724724008e-25
9.999999999999998,0.0005284065757894736,0.1557,0.0,0.0011842787012753115,0.6420655485316134,0.2019,2.880129040017078e-29,8.256174911738533e-25,1.261448881710044e-28,-2.0174460563832653e-29,-1.8654135153742885e-25,5.980686627509389e-33,7.274076577361486e-05,8.584954344438907e-30,-1.0401887678986555e-36,1.9668308167518835e-28,2.4040204659581154e-26,1.9921840067498194e-38,4.165874553252667e-31,5.418468403950737e-47,1.7061575567480175e-44,-6.394430478347156e-31,-2.1676915891186255e-35,-2.1730561392620854e-44,-5.167382018805599e-28,-6.518127868746125e-30,0.00029808108549937,3.0622064560813393e-35,-6.411274749011415e-39,4.999762943526475e-30,-3.8237603537578767e-29,-9.548500765496557e-39,-3.4000526121497823e-35,1.635892414715382e-25
10.20579842994951,0.0005284065757894736,0.1557,0.0,0.0011792688161339283,0.6420603846422526,0.2019,9.03249849697344e-30,4.0027019253668264e-25,-2.0684089568776483e-28,6.0200292344087146e-30,2.667969751894296e-25,1.2414677477243715e-32,7.243275733472358e-05,-1.4986535809373185e-29,-1.8439614404530485e-36,1.458508529583636e-28,-3.0994265265096487e-27,8.117804340874088e-39,-6.821477167048848e-30,-1.6990607481446503e-47,-4.216781392502634e-44,-1.1672420386250498e-30,-3.919027949659312e-35,4.332207853671404e-45,-9.283443345921423e-28,1.320618092220508e-29,0.0003033989790796447,-4.838751375612094e-35,3.2788410384618138e-40,-1.2238884129739327e-29,-6.73165319346028e-29,7.943019914724093e-38,-5.9847282104001e-35,-2.618235108235385e-25
10.4612064548142,0.0005284065757894736,0.1557,0.0,0.0011730903711418075,0.6420540162731329,0.2019,-5.395262122695896e-29,2.20863394594532e-25,-3.6740839718380287e-28,4.9407207227950114e-29,4.990558308095472e-25,-1.1907065448904256e-32,7.205290907941337e-05,-2.357283956360451e-29,2.1537741767969418e-36,9.526997425211856e-29,-5.792656027767025e-26,-2.875522758765816e-38,2.992251888277305e-31,-1.3138289559340626e-46,-4.590034699758821e-44,1.2973217758856252e-30,4.3918554036538925e-35,5.258918310071312e-44,1.045808656175082e-27,7.612878864846209e-29,0.00030995727232707585,-4.508370957644682e-35,7.939435721931387e-39,-1.3937965306210373e-29,7.71980350215739e-29,-3.883255027938838e-38,6.864273689147618e-35,-4.412478146725194e-25
10.716614479678888,0.0005284065757894736,0.1557,0.0,0.0011669549698353234,0.6420476922727141,0.2019,8.569394239797799e-30,1.377340857554569e-24,6.703999541641347e-28,-2.7279798307754534e-29,-7.662850194815947e-25,-3.356787422846369e-32,7.167571085536233e-05,4.0613083815229297e-29,3.650970699843333e-36,2.332613485716799e-28,4.8923541118571924e-26,8.163854644087051e-39,1.6507632239802549e-29,1.2586246172433992e-46,1.2153889651913476e-43,2.2967301631435776e-30,7.69357464410706e-35,-2.333120522279812e-44,1.8185060540015622e-27,1.3553438047538972e-29,0.0003164698718576106,1.3557978842787391e-34,-4.731518300205287e-39,3.5719860443322784e-29,1.3140824010903395e-28,-8.297897726102813e-38,1.1682059347139777e-34,7.1540479748642435e-25
10.972022504543578,0.0005284065757894736,0.1557,0.0,0.0011608623117121924,0.6420414123312184,0.2019,1.6176283336459503e-28,1.7488313487216043e-24,9.707682301383888e-28,-1.3276943629737863e-28,-1.216577964491343e-24,4.0231667304059494e-32,7.130114411015976e-05,5.762706175176693e-29,-6.363859227247344e-36,3.4660888523020913e-28,1.3289435788641348e-25,9.699458277463072e-38,-9.735711650953779e-30,3.246156939780246e-46,9.776181922265852e-44,-3.929137009527764e-30,-1.325435855439322e-34,-1.4185970411300886e-43,-3.147978727302146e-27,-1.3959940300238613e-28,0.0003229370967259443,1.415112637390663e-35,-7.539118165495149e-39,3.050785746473625e-29,-2.308662228748111e-28,1.930594030509842e-37,-2.052681699045936e-34,1.0869150021135658e-24
11.227430529408267,0.0005284065757894736,0.1557,0.0,0.0011548120983767049,0.6420351761410389,0.2019,-5.173214243428986e-29,-1.2589576448528528e-24,-2.109225995570101e-27,9.641681843036024e-29,2.1512880430199183e-24,9.47537836376101e-32,7.092919042220627e-05,-1.08938466668126e-28,-6.645106163136687e-36,-3.5465592639006176e-29,-2.2349489182065644e-25,-2.771488244904345e-38,-3.564868307165672e-29,-5.1248238003672e-46,-3.4379570505516314e-43,-4.245341583641141e-30,-1.4190334898103172e-34,8.650836336850005e-44,-3.346492316055706e-27,7.386796623839464e-29,0.00032935926374938566,-3.126196950175525e-34,9.378609068917183e-39,-1.0239845058575966e-28,-2.411365472493827e-28,-9.056291573237284e-38,-2.143528910663466e-34,-1.9213263867362212e-24
11.482838554272956,0.0005284065757894736,0.1557,0.0,0.001148804033524767,0.6420289833967258,0.2019,-4.297010566037404e-28,-2.246016181012229e-24,-2.7389027693633513e-27,3.68711660752805e-28,3.1382705990853825e-24,-1.289955672367898e-31,7.055983149984825e-05,-1.5392512760979763e-28,1.6864238987593253e-35,-3.1641032881597347e-28,-2.3568666453935372e-25,-2.44887731847321e-37,4.0216819317416876e-29,-7.514515110486203e-46,-2.2797235756867472e-43,1.046389355973915e-29,3.5214079752078484e-34,3.9423609368186534e-43,8.34672909932811e-27,4.516645497540969e-28,0.0003357366875236813,1.560702660784932e-34,-3.944739365690441e-39,-7.169633541179978e-29,6.099377050880551e-28,-4.159905753364355e-37,5.422823329481318e-34,-2.908408028330382e-24
