Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51)
8.737023247454898e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00012705201473868114,0.45153943533612706,5.3818745129220264e-39,0.4561735128299736,2.8694086271239687e-17,1.3733431355489326e-23,2.2575729817995583e-16,2.2499533587101913e-22,1.0896621417138267e-36,6.386039848159039e-06,1.175140629696016e-14,1.1598232073136984e-23,5.452680968202714e-20,1.1779878229159664e-14,7.95151453925556e-11,2.7558991579255664e-19,1.3712776371284032e-21,6.390540177547172e-20,8.505052926695267e-22,1.8792959742727452e-26,5.625314838273994e-32,9.064922170986493e-24,0.000727099431526943,4.8128222144101806e-14,4.923648523114519e-24,5.6046625271342655e-28,7.956932582666037e-20
8.751922579464015e-09,0.0005394621125486658,0.0915567593028733,0.0,0.0001268604753953778,0.45153944016461883,5.393016450274452e-39,0.45617341223181124,2.8699069503305414e-17,1.3752007475858662e-23,2.2579589896972285e-16,2.255553301611824e-22,1.0935410842062572e-36,6.3763828646388595e-06,1.1775090928118576e-14,1.4412575972759589e-24,5.436611083977213e-20,1.1803567670579877e-14,7.951289649230345e-11,2.755905461766072e-19,1.4121131654349903e-21,6.381059805471419e-20,8.513828268868038e-22,1.8925870422890374e-26,5.617764467118644e-32,9.087483717118223e-24,0.0007272000296914418,4.815882980721626e-14,4.926113240711097e-24,5.598156073064147e-28,7.959465761188727e-20
8.766821911473132e-09,0.0005394621125486658,0.0915567593028733,0.0,0.0001266695441737112,0.4515394449778039,5.4041602879924785e-39,0.45617331195301636,2.8704041913138253e-17,1.3770555571120667e-23,2.2583442183192036e-16,2.2611548313824366e-22,1.0973213085797555e-36,6.366756494315166e-06,1.1798778826286495e-14,-1.7334520395736068e-23,5.42104592756286e-20,1.182726036461684e-14,7.951053948161938e-11,2.7559117926743625e-19,9.0050679830323e-22,6.371608933110365e-20,8.522602562868975e-22,1.6782292218915538e-26,5.610236952878679e-32,9.110051656035642e-24,0.0007273003084885775,4.818939136610882e-14,4.928573118825147e-24,5.591666718278534e-28,7.961991656047163e-20
8.781721243482249e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00012647921823389824,0.45153944977575394,5.415306023441854e-39,0.4561732119920977,2.8708981116290425e-17,1.3789075730327192e-23,2.2587287445977507e-16,2.266747653944214e-22,1.1009649785090262e-36,6.357160594245354e-06,1.1822469981096541e-14,5.441385718451066e-25,5.403703284118923e-20,1.1850956300969727e-14,7.950807481411202e-11,2.755918154292193e-19,1.3103803967905133e-21,6.36218745352754e-20,8.531326021340795e-22,1.8419306780216745e-26,5.602731235383386e-32,9.13258451265256e-24,0.0007274002694097121,4.8219906967044925e-14,4.9310281785308895e-24,5.585194405924092e-28,7.964510300097604e-20
8.796620575491365e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00012628949475380864,0.4515394545585398,5.426453654378627e-39,0.456173112347573,2.871390834479112e-17,1.380756804214367e-23,2.259112216344221e-16,2.2723369407365404e-22,1.1045987945950408e-36,6.347595022372889e-06,1.1846164382227525e-14,1.2136435837724466e-23,5.386760653176697e-20,1.1874655469384072e-14,7.950550293385506e-11,2.755924527953267e-19,1.7942829388317305e-21,6.352795219547491e-20,8.540026150815512e-22,2.0553391735718196e-26,5.595246274445539e-32,9.155103122826247e-24,0.0007274999139369396,4.825037675560943e-14,4.933478440789944e-24,5.578739058686118e-28,7.967021726106418e-20
8.826419239509597e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00012591184397168646,0.4515394640789012,5.448754590666815e-39,0.45617291400182325,2.872372304594697e-17,1.3844469475968292e-23,2.259876410905724e-16,2.283517656063245e-22,1.111756807024338e-36,6.328554299404028e-06,1.1893562882417849e-14,2.4856472225813117e-23,5.353645454490906e-20,1.1922063461624454e-14,7.95000393330177e-11,2.7559373318961964e-19,1.4256529266258223e-21,6.334097917644275e-20,8.557415768146774e-22,1.9082103490291126e-26,5.580339516018157e-32,9.200148970087971e-24,0.0007276982596921359,4.8311179474573035e-14,4.938364656265316e-24,5.565879018767225e-28,7.972023053310673e-20
8.853238037126006e-09,0.0005394621125486658,0.0915567593028733,0.0,0.0001255739907249207,0.45153947259606886,5.468831866924475e-39,0.45617273655803486,2.873252267556947e-17,1.3877586407441457e-23,2.260560004602412e-16,2.2935683261408843e-22,1.1183107228006281e-36,6.311519964022822e-06,1.1936232532462947e-14,1.210678931249406e-24,5.325899688912472e-20,1.1964741606403981e-14,7.949475988952996e-11,2.755948863531418e-19,1.4250827001075735e-21,6.317369013704369e-20,8.572991213061613e-22,1.905465189231398e-26,5.566996366167742e-32,9.240641987719845e-24,0.0007278757034857767,4.836574669000801e-14,4.94274605096404e-24,5.554362359245559e-28,7.976499880403023e-20
8.877374954980774e-09,0.0005394621125486658,0.0915567593028733,0.0,0.0001252715553411466,0.45153948022042817,5.486906585067374e-39,0.45617257771598624,2.874039487548639e-17,1.3907315647711037e-23,2.261171358854037e-16,2.3026049979965373e-22,1.1244242456146546e-36,6.296271245348929e-06,1.1974644076778868e-14,-7.002371591134789e-24,5.3005032341670135e-20,1.2003160757334799e-14,7.948971720722989e-11,2.7559592213017377e-19,1.4627002551611214e-21,6.302392279356193e-20,8.586954990890921e-22,1.9352224615025942e-26,5.555043217640404e-32,9.277049717492293e-24,0.0007280345455394597,4.8414732160442e-14,4.9466762873707634e-24,5.544043514108643e-28,7.98050943977485e-20
8.901511872835542e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00012497065458892437,0.45153948780616027,5.504986173929335e-39,0.45617241967988065,2.8748211477605994e-17,1.3936973268627938e-23,2.261779713581751e-16,2.3116421493543046e-22,1.1305657604933893e-36,6.281099781208239e-06,1.2013063969864642e-14,1.9411973287089979e-23,5.273570257897404e-20,1.2041588220702745e-14,7.948440061013368e-11,2.755969593510854e-19,4.815949949450052e-22,6.287490060776441e-20,8.600906616945251e-22,1.5146432785575554e-26,5.543141162059418e-32,9.313459377291656e-24,0.0007281925816502385,4.846359981162329e-14,4.950594279668803e-24,5.533768137955052e-28,7.984500580311008e-20
8.92564879069031e-09,0.0005394621125486658,0.0915567593028733,0.0,0.0001246712770305315,0.45153949535355287,5.52307061280564e-39,0.4561722624437117,2.875600941260897e-17,1.3966559633016966e-23,2.262385409462062e-16,2.320662126592536e-22,1.1366230051823084e-36,6.266004995876904e-06,1.2051492169396566e-14,6.928873028099344e-24,5.2487870309024647e-20,1.2080023954453088e-14,7.947881195230729e-11,2.7559799965884796e-19,9.482814804461343e-22,6.272661828243742e-20,8.614759886347606e-22,1.6924825523787482e-26,5.531293700894501e-32,9.349799840260482e-24,0.0007283498178248339,4.851235024067701e-14,4.954500113421745e-24,5.523535990774617e-28,7.988473432444986e-20
8.973922626399845e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00012407704630972168,0.4515395103344571,5.559253971632738e-39,0.4561719503474529,2.877150059863079e-17,1.4025520030981565e-23,2.2635901243982093e-16,2.3386659293511764e-22,1.1482181887779105e-36,6.236043187199868e-06,1.2128373320079431e-14,-3.4277010806925794e-23,5.2005989248394054e-20,1.2156920066439545e-14,7.946682580252973e-11,2.756000958358565e-19,4.0123686173092165e-21,6.243225191807215e-20,8.642240205641564e-22,3.0071043644927084e-26,5.507762396728369e-32,9.422335104437243e-24,0.0007286619140954436,4.86095017987153e-14,4.9622756439390015e-24,5.503200396231541e-28,7.996364790305526e-20
9.017369078538428e-09,0.0005394621125486658,0.0915567593028733,0.0,0.0001235473355406484,0.45153952368898004,5.591835407801694e-39,0.4561716721375512,2.878528527948926e-17,1.4078344278879524e-23,2.2646655673436655e-16,2.3548819476843165e-22,1.1585958316531714e-36,6.209334141008006e-06,1.2197594345545651e-14,-1.0568321784285448e-23,5.1548179964898316e-20,1.2226154436381216e-14,7.945512609189564e-11,2.7560199329010315e-19,1.695888895850312e-21,6.216979832633076e-20,8.66698466848912e-22,2.0378049162935714e-26,5.486769000494854e-32,9.48766758484583e-24,0.0007289401240088094,4.8696543201284544e-14,4.969232882857451e-24,5.48504363084172e-28,8.003405756427088e-20
9.06081553067701e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00012302238713736936,0.4515395369236319,5.6244322447254644e-39,0.45617139642870397,2.879890064132911e-17,1.4130943176327956e-23,2.265729407723963e-16,2.3710550321601915e-22,1.1697206100844514e-36,6.182864837040567e-06,1.226684163986499e-14,1.164917703507078e-22,5.104353867204609e-20,1.2295414962397655e-14,7.944257298664071e-11,2.7560388325702904e-19,1.3529401672851071e-21,6.190966013276436e-20,8.691498807152421e-22,2.0337389417402e-26,5.465932317380905e-32,9.552827077771885e-24,0.0007292158328685972,4.87832138901436e-14,4.97615202615789e-24,5.467022903968463e-28,8.010389441072127e-20
9.104261982815593e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00012250213836236825,0.45153955003999163,5.6570443109590834e-39,0.4561711231879633,2.8812508983313e-17,1.4183318740207717e-23,2.2667829296254517e-16,2.3871959324378355e-22,1.181280448528062e-36,6.156632117366567e-06,1.2336114967311283e-14,2.132033956986844e-23,5.0656822924086656e-20,1.2364701410231586e-14,7.942917681270898e-11,2.756057717552872e-19,2.6110696139747644e-21,6.165180557959211e-20,8.715828903242876e-22,2.436918538499607e-26,5.445261512940253e-32,9.617856893923405e-24,0.0007294890736225238,4.886951719112484e-14,4.983033547433664e-24,5.449136801443174e-28,8.017316549776378e-20
9.147708434954176e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00012198652757498894,0.4515395630396106,5.6896714853839776e-39,0.4561708523829578,2.882589430737886e-17,1.4235472964207262e-23,2.267831865635433e-16,2.4032999772224863e-22,1.1912662457183246e-36,6.130632879269279e-06,1.2405414095284707e-14,1.428193664065596e-22,5.016657707170956e-20,1.243401354870767e-14,7.941494784069409e-11,2.756076880374753e-19,5.653554795064477e-21,6.139620822219967e-20,8.739909723812463e-22,3.9671292091361156e-26,5.424762245782256e-32,9.682738212607204e-24,0.0007297598786422644,4.8955456386310055e-14,4.989877913159067e-24,5.43138411170931e-28,8.024187786841307e-20
9.191154887092759e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00012147549420729774,0.45153957592401317,5.7223137328667033e-39,0.4561705839818788,2.883943344644776e-17,1.4287407821572398e-23,2.2688759792303954e-16,2.4194718636727347e-22,1.2005202165244779e-36,6.104864074027643e-06,1.2474738794192128e-14,-2.84408034371318e-22,4.996278829430941e-20,1.2503351149660081e-14,7.939989610601839e-11,2.7560963025824016e-19,-1.1627942510803802e-21,6.11428304588399e-20,8.764261404844193e-22,3.4935683834866214e-27,5.4044432835662e-32,9.747892861270168e-24,0.0007300282797361386,4.9041034714882566e-14,4.9966855829757574e-24,5.413763318961746e-28,8.031003862096825e-20
9.234601339231342e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00012096897874108752,0.45153958869469724,5.754970957868948e-39,0.4561703179534696,2.8852568703524836e-17,1.433912525581693e-23,2.2699089760764254e-16,2.4355376557671703e-22,1.2107420003553038e-36,6.079322705755321e-06,1.2544088837397804e-14,-1.2622472431828519e-22,4.94704151848111e-20,1.2572713987879984e-14,7.938403140944924e-11,2.7561156482036347e-19,1.2387641923880443e-22,6.089165741099287e-20,8.788094733958765e-22,1.2971715778428914e-26,5.384274078118709e-32,9.812620047530382e-24,0.0007302943081611955,4.912625537385364e-14,5.003457009485388e-24,5.396273042482993e-28,8.037765461892034e-20
9.278047791369925e-09,0.0005394621125486658,0.0915567593028733,0.0,0.0001204669226851756,0.4515396013531349,5.787642904390932e-39,0.4561700542670123,2.886593502331626e-17,1.4390627174345825e-23,2.27092161759625e-16,2.4516829179289292e-22,1.2271234661969064e-36,6.054005830270784e-06,1.2613464001188292e-14,-6.706489591980923e-22,4.9343906050438224e-20,1.2642101841077723e-14,7.936736337491968e-11,2.7561344296488943e-19,-1.2486647049103001e-20,6.06426420112234e-20,8.81241394218177e-22,-5.151992749179498e-26,5.364239129883926e-32,9.877667415023458e-24,0.0007305579946351148,4.921112151876667e-14,5.010192638918819e-24,5.3789113470402975e-28,8.044473228279421e-20
9.321494243508507e-09,0.0005394621125486658,0.0915567593028733,0.0,0.0001199692685533306,0.451539613900773,5.820329292395343e-39,0.45616979289231696,2.887816834038794e-17,1.444191545822997e-23,2.2719310730591353e-16,2.4673897461872773e-22,1.2383105403111332e-36,6.02891055395918e-06,1.2682864064905429e-14,8.824611166371156e-22,4.814853619803747e-20,1.2711514489849303e-14,7.934990196226715e-11,2.756153533646824e-19,2.5119990464345266e-20,6.039581440269992e-20,8.834492441622452e-22,1.3679485675100552e-25,5.344349062876535e-32,9.9409483161832e-24,0.0007308193693478172,4.92956362642452e-14,5.016892910116264e-24,5.361678400710921e-28,8.051127788234789e-20
9.36494069564709e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00011947595984290652,0.45153962633903355,5.853030155102929e-39,0.45616953379971026,2.8891313754046465e-17,1.449299198455931e-23,2.2729458223107244e-16,2.4835645019708556e-22,1.2441776440546817e-36,6.004034032734665e-06,1.275228881067241e-14,3.9675485211479037e-22,4.7976885643311794e-20,1.2780951717607274e-14,7.933165685830397e-11,2.7561734013950223e-19,8.8014053604617e-21,6.015105618370863e-20,8.858649328310995e-22,5.191263870478033e-26,5.324658956219063e-32,1.0006114503210201e-23,0.0007310784619726579,4.937980268490896e-14,5.023558257187535e-24,5.3445715703446085e-28,8.057729818037993e-20
9.408387147785673e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00011898694101376903,0.45153963866931435,5.885745646747677e-39,0.45616927696002446,2.890435686320436e-17,1.4543858614307502e-23,2.273952525666052e-16,2.499616905176817e-22,1.2504396559788033e-36,5.979373470968883e-06,1.2821738023275996e-14,-1.162058189873725e-22,4.78330992016638e-20,1.2850413310521623e-14,7.931263724553855e-11,2.7561933277974217e-19,2.4735139011040432e-21,5.990838852527471e-20,8.882205375698552e-22,2.3238707130152785e-26,5.305141186210938e-32,1.0070787723296729e-23,0.0007313353016775091,4.946362381607884e-14,5.0301891062592026e-24,5.327589912066234e-28,8.06428000655967e-20
9.451833599924256e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00011850215746759612,0.4515396508929896,5.91847539245441e-39,0.456169022344586,2.8917802099341976e-17,1.459451714974365e-23,2.274883199217034e-16,2.5160149689649197e-22,1.2973767434195263e-36,5.95492612048339e-06,1.2891211489919144e-14,-1.7848509347021104e-21,4.834245795706267e-20,1.2919899057470416e-14,7.929285123716522e-11,2.7562097635273154e-19,-7.188604165048701e-20,5.966771756267804e-20,8.908323190776063e-22,-3.143943256412354e-25,5.285646593682882e-32,1.01368536129049e-23,0.0007315899171355996,4.954710265458126e-14,5.03678587884193e-24,5.3107286684041815e-28,8.070778926705788e-20
9.495280052062839e-09,0.0005394621125486658,0.0915567593028733,0.0,0.0001180215555285986,0.45153966301141,5.951218404562595e-39,0.4561687699252064,2.892954875112599e-17,1.464496933036934e-23,2.275783282422616e-16,2.5311984983929015e-22,1.352316372715197e-36,5.930689279430841e-06,1.2960709001188107e-14,-2.36722200648631e-22,4.723447845784011e-20,1.2989408750034111e-14,7.927230880909556e-11,2.756225063366625e-19,2.097593252027735e-21,5.942923305021764e-20,8.928812256750473e-22,2.0749688483297616e-26,5.266183974104921e-32,1.0198026108991106e-23,0.0007318423365357611,4.963024215873408e-14,5.043348986208002e-24,5.29399257768975e-28,8.077227026148631e-20
9.534381858987564e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00011759254542252043,0.4515396738290938,5.980698175184412e-39,0.456168544602479,2.89405515964431e-17,1.4690201314430392e-23,2.2766419562197247e-16,2.5454774610328545e-22,1.3723502640537526e-36,5.909053911603697e-06,1.3023277148755032e-14,2.3362797463846647e-22,4.6645660208209606e-20,1.3051987776712658e-14,7.925318269052982e-11,2.7562417662475103e-19,1.73046828352122e-21,5.921625513473969e-20,8.949474415604475e-22,2.2780791620372433e-26,5.24890811661404e-32,1.0255554310419952e-23,0.0007320676592821723,4.970477999640961e-14,5.049227339698225e-24,5.279033974656444e-28,8.082987333215373e-20
9.569573485219815e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00011720926443947988,0.45153968349382306,6.007239468719037e-39,0.4561683432972672,2.895079911476191e-17,1.4730769505019395e-23,2.277441535998222e-16,2.558397955166236e-22,1.3722645751846188e-36,5.889724453096959e-06,1.3079604867257004e-14,-1.2652299160498111e-22,4.6487164678542274e-20,1.3108325219169426e-14,7.923545784389139e-11,2.7562585116151345e-19,7.926805230520273e-22,5.902594464757577e-20,8.967966472088624e-22,1.6825313833306384e-26,5.233581496208908e-32,1.030760941425809e-23,0.0007322689645117234,4.977163280698679e-14,5.054495070103404e-24,5.265655783723554e-28,8.088137288686434e-20
9.604765111452066e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00011682863449781749,0.45153969309182296,6.03379015416782e-39,0.4561681433843056,2.8960721380441663e-17,1.4771205485837138e-23,2.2782275922733906e-16,2.5712522845128613e-22,1.3768068881611908e-36,5.870528453216409e-06,1.3135947997290908e-14,5.275504145360084e-24,4.609909766454727e-20,1.316467801030043e-14,7.921725277610556e-11,2.756274847632823e-19,3.0403481171274237e-21,5.883693570891027e-20,8.986239332419652e-22,2.9171351122681246e-26,5.218327335546319e-32,1.0359397935158917e-23,0.0007324688774914454,4.9838268118938043e-14,5.059741431608934e-24,5.2523555361712625e-28,8.09325514283105e-20
9.639956737684317e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00011645062876010168,0.45153970262376886,6.060350066933581e-39,0.4561679448495001,2.897059574793286e-17,1.4811510161864064e-23,2.2789954205011317e-16,2.584107016770759e-22,1.3892193840980013e-36,5.851464561142746e-06,1.3192306432336087e-14,6.159182036761466e-23,4.5772167849108386e-20,1.3221046044291197e-14,7.91985720691823e-11,2.7562905260185014e-19,2.5053010922673724e-22,5.864920132658978e-20,9.004682744850566e-22,1.3964443693036482e-26,5.203113780956371e-32,1.0411188076037092e-23,0.0007326674123155356,4.9904687434340405e-14,5.064966633194157e-24,5.239132494847604e-28,8.098341183499101e-20
9.671629201293345e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00011611264540031655,0.4515397111465951,6.084261569620711e-39,0.45616776733500264,2.897950224146329e-17,1.4847672833912393e-23,2.279684164679835e-16,2.595634334200487e-22,1.3993872907802623e-36,5.834418908613806e-06,1.3243042022601634e-14,-3.610507921059793e-23,4.555404745815698e-20,1.3271790220935623e-14,7.918135681123616e-11,2.7563047644907685e-19,1.3011718652227693e-21,5.848132432374257e-20,9.0210463157693e-22,1.9379219497067152e-26,5.189515734268432e-32,1.0457630216283056e-23,0.0007328449268302278,4.996428137029126e-14,5.069651393685317e-24,5.227297665048845e-28,8.102891620831677e-20
9.703301664902372e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00011577674713961694,0.45153971961693706,6.108180191791357e-39,0.456167590915539,2.898825984995731e-17,1.48837305147731e-23,2.280373019898949e-16,2.6071389079811306e-22,1.4072651700588209e-36,5.817478224504521e-06,1.3293789848561929e-14,7.361396812715393e-23,4.522793297505894e-20,1.332254658380389e-14,7.916376362056352e-11,2.7563192417780077e-19,4.1354073031579004e-21,5.831446773220005e-20,9.037239454954024e-22,3.5920921054855004e-26,5.176012755315e-32,1.0503980719177426e-23,0.0007330213463113759,5.0023702626920996e-14,5.074319330973704e-24,5.2155248414294295e-28,8.107416703920578e-20
9.7349741285114e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00011544291515172672,0.45153972803526865,6.132106014590294e-39,0.45616741558122237,2.8997010527194226e-17,1.4919683858716188e-23,2.2810606658203e-16,2.618705154574452e-22,1.4137453547358922e-36,5.800641561173307e-06,1.3344549834828341e-14,9.619108589329597e-23,4.494687166021024e-20,1.3373315057941805e-14,7.914579577776028e-11,2.7563338873430928e-19,-5.968992790580553e-23,5.814861297189541e-20,9.053685802797005e-22,1.2489001840367068e-26,5.162578946669148e-32,1.0550579700693692e-23,0.0007331966806459078,5.008295226795552e-14,5.078970592440014e-24,5.203813599295569e-28,8.111916675549499e-20
9.766646592120427e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00011511113083625016,0.45153973640205797,6.156039074605549e-39,0.45616724132228437,2.900582347049459e-17,1.4955533510880446e-23,2.2817435745964757e-16,2.63022500193448e-22,1.4204068546307917e-36,5.783907982366111e-06,1.3395321906667515e-14,-1.1270185404825756e-22,4.4786432187916e-20,1.3424095569071495e-14,7.912745649516047e-11,2.756348514539318e-19,-5.114336115610984e-22,5.798375771134549e-20,9.06990691010564e-22,8.20340139486281e-27,5.149213721795335e-32,1.0596991735950586e-23,0.0007333709396021403,5.01420313475712e-14,5.083605323977653e-24,5.19216332379125e-28,8.116391765147652e-20
9.798319055729454e-09,0.0005394621125486658,0.0915567593028733,0.0,0.0001147813758152913,0.4515397447177676,6.17997930309103e-39,0.4561670681290737,2.90144308949394e-17,1.4991280103788556e-23,2.282418232983399e-16,2.641654535081216e-22,1.429493645243204e-36,5.767276563031678e-06,1.3446105990014955e-14,-1.57742342859513e-23,4.447754147581074e-20,1.3474888043582819e-14,7.910874895662615e-11,2.756362938067188e-19,5.2758104225550476e-21,5.781989967269599e-20,9.08574795975726e-22,4.3145518057274166e-26,5.135925080664262e-32,1.0643039890455076e-23,0.0007335441328315486,5.020094091047392e-14,5.088223669999976e-24,5.180573427214644e-28,8.120842179545723e-20
9.829991519338482e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00011445363193014451,0.4515397529828545,6.203926594769567e-39,0.4561668959920536,2.90229428066124e-17,1.502692426190086e-23,2.283089067514276e-16,2.6531776669705928e-22,1.4391236046067668e-36,5.7507463891557874e-06,1.349690201150713e-14,1.652591104391997e-22,4.41323359421647e-20,1.352569240852623e-14,7.908967645610032e-11,2.756377387516579e-19,1.570973897373744e-22,5.76570162510668e-20,9.102040229113563e-22,1.5128011747186026e-26,5.122705269617465e-32,1.0689465153993151e-23,0.0007337162698705094,5.025968199201637e-14,5.092825773377372e-24,5.169043712275672e-28,8.125268116275795e-20
9.86166398294751e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00011412788123800253,0.4515397611977703,6.227880890854038e-39,0.45616672490180166,2.903163684512691e-17,1.5062466606904723e-23,2.2837601550483795e-16,2.66469685189898e-22,1.4460607205385176e-36,5.734316557586075e-06,1.3547709898438624e-14,-1.1583032399116033e-22,4.401982717074711e-20,1.357650859160239e-14,7.907024225226087e-11,2.7563920728436547e-19,-3.425678157308839e-21,5.749510359982044e-20,9.118241223238099e-22,-1.1381299016530103e-26,5.109555354774487e-32,1.0735874512585189e-23,0.0007338873601420099,5.031825561828785e-14,5.097411775549258e-24,5.157573782972812e-28,8.129669778448038e-20
9.893336446556537e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00011380410600872289,0.45153976936296103,6.251842168279141e-39,0.45616655484900603,2.904015718500298e-17,1.509790775753838e-23,2.2844240706112624e-16,2.676033172934251e-22,1.4546233744596035e-36,5.717986175859765e-06,1.3598529578705124e-14,-1.3915488930665455e-22,4.3776370445755025e-20,1.362733652115157e-14,7.905044937466173e-11,2.7564066045805807e-19,7.576356625565147e-21,5.733416580769954e-20,9.133605534892478e-22,5.67805882846912e-26,5.096482825902868e-32,1.078154710559499e-23,0.0007340574129573315,5.0376662806200854e-14,5.101981816549494e-24,5.146162949961223e-28,8.134047375343544e-20
9.925008910165564e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00011348228872174884,0.4515397774788678,6.275810406083358e-39,0.45616638582446584,2.9048403895083023e-17,1.5133248327506455e-23,2.2850826881353294e-16,2.6875007844314007e-22,1.4653614636209563e-36,5.701754362075892e-06,1.3649360980882155e-14,2.797802956629092e-22,4.3317814716315005e-20,1.3678176126151397e-14,7.90303009877576e-11,2.7564210799063138e-19,2.7009733786262206e-21,5.717417652650224e-20,9.149643337706081e-22,3.597372598185496e-26,5.083482822345346e-32,1.0827748668547965e-23,0.0007342264375176996,5.043490456366327e-14,5.106536034905184e-24,5.134811013484349e-28,8.138401116268485e-20
9.956681373774591e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00011316241206302866,0.45153978554592644,6.299785582598154e-39,0.456166217819088,2.905695601581719e-17,1.516848892395809e-23,2.2857459932437706e-16,2.699096976973492e-22,1.4705433396815089e-36,5.6856202447410475e-06,1.3700204034209899e-14,-1.6187416615980158e-23,4.322269023284814e-20,1.3729027336209953e-14,7.900980036934715e-11,2.7564360167637413e-19,-9.483293111983953e-21,5.701512823435459e-20,9.166151157323093e-22,-5.307168454252745e-26,5.07054996763589e-32,1.0874468285156135e-23,0.0007343944429159042,5.0492981889686626e-14,5.111074567767204e-24,5.123517635760851e-28,8.142731201875176e-20
9.988353837383619e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00011284445892190431,0.4515397935645675,6.323767651094811e-39,0.45616605082388684,2.906551097161193e-17,1.5203630147258966e-23,2.286400015304602e-16,2.7103236479813567e-22,1.4773862961914958e-36,5.669582962577529e-06,1.3751058668446949e-14,-3.9802749221516803e-22,4.316494499504061e-20,1.3779890081551558e-14,7.898895035157078e-11,2.756450683482462e-19,9.25013541705174e-21,5.685703503533405e-20,9.180934838037528e-22,6.085040847821334e-26,5.057686288727594e-32,1.0919699088081438e-23,0.0007345614381378942,5.0550895774407755e-14,5.115597550964009e-24,5.112281971963302e-28,8.147037826961742e-20
9.999999999999999e-09,0.0005394621125486658,0.0915567593028733,0.0,0.00011272802588665145,0.4515397965009816,6.332587727047197e-39,0.4561659896709591,2.9068533754198523e-17,1.521652692464296e-23,2.2866363229541074e-16,2.714386302072569e-22,1.4820864375907635e-36,5.663710134446033e-06,1.3769761133236868e-14,-3.1382868217616526e-22,4.3030634141085887e-20,1.3798595517459212e-14,7.898119638480955e-11,2.7564559122624786e-19,1.9566613384645783e-20,5.679914018899681e-20,9.186111919651835e-22,1.3346356837262134e-25,5.052974193012331e-32,1.0936066984359985e-23,0.0007346225910734299,5.0572150167978984e-14,5.1172567967642735e-24,5.108164989435983e-28,8.148615539597168e-20
1.0020026300992646e-08,0.0005394621125486658,0.0915567593028733,0.0,0.00011252841238819436,0.45153980153521656,6.347756540177319e-39,0.45616588482998155,2.9073458126540266e-17,1.5238672592620742e-23,2.2870405996987883e-16,2.7216197876698383e-22,1.4932312979940904e-36,5.653641664403207e-06,1.3801924814017706e-14,3.3618540730876956e-22,4.2553687942816605e-20,1.3830764293014955e-14,7.896775391211763e-11,2.756464864120183e-19,1.1079404437017347e-20,5.669986711033586e-20,9.196267870270751e-22,1.0474835316471171e-25,5.044893852936275e-32,1.0965209779558984e-23,0.0007347274320643405,5.060864719925715e-14,5.1201051188457985e-24,5.101103910378523e-28,8.151321189617692e-20
1.0051698764601674e-08,0.0005394621125486658,0.0915567593028733,0.0,0.00011221425574931969,0.4515398094582942,6.371752229370691e-39,0.4561657198285952,2.908170780267729e-17,1.5273616851170827e-23,2.2876963997316816e-16,2.733419278641051e-22,1.4978713281352185e-36,5.6377955090107854e-06,1.38528024021053e-14,3.482275500591745e-22,4.2317214842181005e-20,1.3881649902050807e-14,7.894621457372025e-11,2.7564800504790573e-19,-2.0177173334654644e-20,5.654360712913769e-20,9.21371712342638e-22,-1.2300243180432105e-25,5.032172240872979e-32,1.1012748483123227e-23,0.0007348924334721741,5.0666237137117356e-14,5.124597404431023e-24,5.089983326121761e-28,8.155581483129614e-20
