Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51)
5.549811545845949e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008844356737093856,0.45152036868592393,8.529490759671998e-41,0.45657127133736053,8.411805862728692e-18,2.529958810274029e-28,8.75665048699634e-17,6.893135507008955e-27,4.6416384630039256e-46,4.451934033137984e-05,2.3652290282141976e-16,4.644511348560865e-24,2.7428178523191444e-18,2.476774932299471e-16,2.4155454160560768e-11,3.8325570746144077e-23,4.574678588542208e-22,4.001173068691615e-19,5.387353772390636e-26,1.18308589321898e-30,1.515593941717389e-31,2.7772443438313204e-28,0.00032934097951091803,1.0281381357104767e-14,7.20136527475136e-25,3.863439978396294e-28,1.32691834899351e-20
5.568134359519383e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008832339807066829,0.4515203989320028,8.582694821940493e-41,0.4565706402447503,8.442999295146324e-18,2.552176872767414e-28,8.776810965057452e-17,6.92362106999783e-27,4.680747817591496e-46,4.445884817356737e-05,2.378439224619933e-16,4.638952108353075e-24,2.7374616593533146e-18,2.490243498618845e-16,2.4215369143760695e-11,3.856528345243072e-23,1.1423935419820143e-21,3.9963818386811224e-19,5.4048106176521e-26,1.198078956188898e-30,1.517063329388037e-31,2.7895269071015836e-28,0.0003299720720612089,1.030758455490147e-14,7.230696205167857e-25,3.8740246699900724e-28,1.3328452252231304e-20
5.604779986866253e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008808403773368762,0.4515204591779471,8.68946933773388e-41,0.45656938319706125,8.505202848401007e-18,2.5969398500537607e-28,8.816997514043655e-17,6.98476836203537e-27,4.73925042218932e-46,4.433835628488021e-05,2.404935297755141e-16,4.6278735667179914e-24,2.7267349522646913e-18,2.51725433511731e-16,2.4334922611041627e-11,3.905665310296666e-23,1.8282813098786946e-21,3.9868337887829354e-19,5.440998864943199e-26,1.2166377269402513e-30,1.519964183796872e-31,2.814163009524037e-28,0.00033122911963069613,1.035988431727981e-14,7.289333324621344e-25,3.895097228098993e-28,1.3446913953364363e-20
5.636270100545532e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008787938730864739,0.4515205106875707,8.781611025333651e-41,0.45656830843526114,8.558459742976268e-18,2.6357628213637946e-28,8.851361618690052e-17,7.03750040484302e-27,4.7923193499448575e-46,4.423533703766092e-05,2.427784021281615e-16,4.6183954092679946e-24,2.7175036072396425e-18,2.540543309764843e-16,2.443736327535518e-11,3.947750375699364e-23,5.796671315477015e-21,3.9786653517615445e-19,5.472039029605757e-26,1.2830844957957668e-30,1.5224178716308753e-31,2.835408626425074e-28,0.0003323038813282929,1.0404713156940265e-14,7.339693903202688e-25,3.9131018319292116e-28,1.3548627202952823e-20
5.667760214224812e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008767568686539636,0.4515205619580982,8.87411031384039e-41,0.45656723866246635,8.611535675734622e-18,2.6749123593613174e-28,8.88556626987122e-17,7.090439218878257e-27,4.862822810108146e-46,4.4132795982573044e-05,2.450706575018029e-16,4.6089561981911765e-24,2.708261150707332e-18,2.563904193936341e-16,2.4539534067873173e-11,3.9894684188333835e-23,-1.0726104409442829e-21,3.9705303894828856e-19,5.502801885641274e-26,1.186695425672201e-30,1.5248344557266389e-31,2.8567375501284645e-28,0.00033337365402098335,1.044943796945789e-14,7.390028571444799e-25,3.931010518462843e-28,1.3650261882260703e-20
5.699250327904092e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008747292980477915,0.4515206129911902,8.966965479768372e-41,0.45656617384402026,8.664430445870127e-18,2.7143792815721546e-28,8.919612571233069e-17,7.14354505571358e-27,4.9446678748498076e-46,4.4030729798460376e-05,2.473702616513076e-16,4.599555869556049e-24,2.699009040351012e-18,2.5873366577487967e-16,2.4641436200061267e-11,4.030824723368305e-23,-6.0784999628099654e-21,3.9624287421555677e-19,5.533272255959934e-26,1.1145204788893123e-30,1.5272126361318372e-31,2.8781337658940905e-28,0.00033443847236513274,1.04940592371572e-14,7.4403365624770845e-25,3.948823959573544e-28,1.375181570952216e-20
5.730740441583372e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008727110958864455,0.45152066378849187,9.060174899357359e-41,0.456565113945587,8.717143880698041e-18,2.754157686352377e-28,8.953502276980068e-17,7.196770365736968e-27,5.027416311958566e-46,4.3929135194847734e-05,2.496771805701367e-16,4.590193453615752e-24,2.6897486950747892e-18,2.6108403735893876e-16,2.474307087624616e-11,4.071859464706577e-23,6.885471026263936e-21,3.954360076024088e-19,5.563467077045229e-26,1.3173361279267538e-30,1.5295526389217543e-31,2.8995781158660574e-28,0.0003354983706967576,1.053857743902536e-14,7.490617123017053e-25,3.9665430224498904e-28,1.3853286486474772e-20
5.762230555262652e-10,0.0005394621125486658,0.0915567593028733,0.0,0.000870702197391379,0.45152071435163355,9.1537371040617e-41,0.4565640589331472,8.769675834887674e-18,2.794249893993095e-28,8.987259225843798e-17,7.25020648215592e-27,5.1056462335805865e-46,4.382800891150458e-05,2.5199138049917947e-16,4.580869062188301e-24,2.680481495359702e-18,2.6344150160893326e-16,2.4844439331753873e-11,4.113786229243259e-23,3.950572636756617e-21,3.9463242250735473e-19,5.59464745506621e-26,1.285220599888531e-30,1.5318560757227538e-31,2.921107398413116e-28,0.00033655338303525327,1.0582993050712296e-14,7.540869513102227e-25,3.9841672879316895e-28,1.3954672260393532e-20
5.793720668941932e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008687025383800505,0.4515207646822302,9.247650685381982e-41,0.4565630087729943,8.822026189721397e-18,2.834661823506228e-28,9.02088581928115e-17,7.303857430502275e-27,5.176431671220192e-46,4.372734771811268e-05,2.5431282790094646e-16,4.571583139258513e-24,2.671208784135924e-18,2.6580602621034584e-16,2.4945542755785517e-11,4.156680775163696e-23,-1.265045539992579e-20,3.93832110654099e-19,5.626892934745648e-26,1.0363393649692404e-30,1.534124469972682e-31,2.942723235429892e-28,0.0003376035430870432,1.0627306544568896e-14,7.59109300593854e-25,4.0016971361891876e-28,1.4055971226539204e-20
5.825210782621212e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008667120552590477,0.45152081478188216,9.341914155023383e-41,0.45656196343173133,8.874194852378406e-18,2.875395984888602e-28,9.054344674392226e-17,7.357593359230222e-27,5.251083861225783e-46,4.362714841401038e-05,2.566414894466833e-16,4.5623345253949375e-24,2.6619318682316063e-18,2.6817757906960063e-16,2.504638225890201e-11,4.198508007162034e-23,7.687393635017176e-21,3.9303504133247744e-19,5.658101102360644e-26,1.3473636727946583e-30,1.5363580818169382e-31,2.9643733094117685e-28,0.0003386488842491553,1.0671518389696777e-14,7.641286887685205e-25,4.0191336316279665e-28,1.415718157093448e-20
5.856700896300492e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008647306850174179,0.45152086465217517,9.436525950324724e-41,0.4565609228762673,8.926181755232641e-18,2.9164504192925214e-28,9.087656104515533e-17,7.411535724995648e-27,5.337111963117602e-46,4.3527407827821934e-05,2.589773320675496e-16,4.5531227365442385e-24,2.6526520188092124e-18,2.705561283116968e-16,2.5146959046036728e-11,4.240296557675899e-23,1.7029919653538722e-20,3.922411884192483e-19,5.689360151066087e-26,1.5088381958543537e-30,1.5385564975162425e-31,2.986106555537324e-28,0.00033968943961275143,1.0715629051979674e-14,7.691450457192738e-25,4.0364758316201e-28,1.4258301414431613e-20
5.888191009979771e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008627583652200746,0.4515209142946805,9.531484559634308e-41,0.456559887073813,8.977986855162592e-18,2.957822818953807e-28,9.120862553172458e-17,7.46579552200979e-27,5.414104427980003e-46,4.342812281705812e-05,2.61320322935015e-16,4.543948910945599e-24,2.643370471651383e-18,2.729416422777237e-16,2.524727435352063e-11,4.2842481994504836e-23,-2.510345334314555e-20,3.91450546733896e-19,5.722931562290076e-26,8.710663297699311e-31,1.5407197980210266e-31,3.007967693640849e-28,0.00034072524196662035,1.0759638994100684e-14,7.741583025887599e-25,4.053723854946368e-28,1.4359328855065222e-20
5.919681123659051e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008607950340010928,0.45152096371095507,9.626788495205382e-41,0.45655885599187895,9.029610132875703e-18,2.999512702616095e-28,9.153898077389416e-17,7.520074070932794e-27,5.4867026851614284e-46,4.332929026791107e-05,2.6367042938665776e-16,4.534812255049156e-24,2.634088428715864e-18,2.753340895236352e-16,2.534732921759171e-11,4.326812203232882e-23,-4.303476084961474e-21,3.9066309624864077e-19,5.755112694455277e-26,1.175054062272883e-30,1.542848691006268e-31,3.029836385090443e-28,0.00034175632380063124,1.0803548675585016e-14,7.7916839175451255e-25,4.070879961316349e-28,1.446026209268579e-20
5.951171237338331e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008588406300572349,0.45152101290254154,9.722436229158233e-41,0.45655782959827074,9.081051592247353e-18,3.0415201401474454e-28,9.186749934243245e-17,7.574440743786767e-27,5.587081905543437e-46,4.323090709491484e-05,2.6602761901007515e-16,4.5257111341488066e-24,2.62480705907334e-18,2.7773343881847875e-16,2.5447124761078494e-11,4.3672654684097014e-23,4.9151765331908586e-20,3.8987880439103484e-19,5.785209116254057e-26,2.024377345454802e-30,1.5449437993526153e-31,3.0517405800397897e-28,0.0003427827173091372,1.0847358552825094e-14,7.841752468003195e-25,4.087942775063189e-28,1.4561099442920007e-20
5.982661351017611e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008568950926417549,0.45152106187096874,9.818426366537896e-41,0.45655680786108593,9.132311259674686e-18,3.083846670150472e-28,9.219549803230196e-17,7.629348824246278e-27,5.673033655813313e-46,4.3132970240428276e-05,2.6839185969329553e-16,4.5166469798395535e-24,2.615527498628986e-18,2.801396591414918e-16,2.5546662355309797e-11,4.4125473994265356e-23,-3.2175691408830857e-20,3.8909765724492477e-19,5.820397848654523e-26,8.022169999504515e-31,1.5470056625236433e-31,3.0738629075773653e-28,0.0003438044543943286,1.0891069079082651e-14,7.891788025140003e-25,4.104911257805589e-28,1.4661839189659413e-20
6.014151464696891e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008549583615579228,0.45152111061775163,9.914757556228286e-41,0.45655579074871133,9.183389183449527e-18,3.1264939092451107e-28,9.252216704735631e-17,7.684306437212923e-27,5.716105862938885e-46,4.3035476674510414e-05,2.7076311942932196e-16,4.507620412776521e-24,2.6062508512930216e-18,2.8255271968060233e-16,2.5645942986813013e-11,4.4583074591042775e-23,-5.561214194532348e-20,3.8831964676871133e-19,5.856085211715627e-26,3.8584165512189546e-31,1.5490347113008864e-31,3.0960051900318586e-28,0.0003448215666695382,1.0934680704543557e-14,7.941789948599607e-25,4.121789485726417e-28,1.4762479619616877e-20
6.045641578376171e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008530303771526431,0.4515211591443915,1.0011428161034318e-40,0.4565547782298195,9.234285433145126e-18,3.1694599522830345e-28,9.284581909277777e-17,7.73894524971997e-27,5.82805028785585e-46,4.2938423394791796e-05,2.7314136637704614e-16,4.498628522054723e-24,2.596978190686755e-18,2.8497258983150015e-16,2.5744967478952416e-11,4.4955477163918326e-23,1.0626411239974966e-19,3.8754474989993486e-19,5.88306561203984e-26,2.9091853933840657e-30,1.5510308821425568e-31,3.1180190251562425e-28,0.00034583408546250155,1.0978193876372298e-14,7.991757609431009e-25,4.1385759482289205e-28,1.4863019219172085e-20
6.077131692055451e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008511110803107641,0.451521207452376,1.010843668736611e-40,0.45655377027336447,9.285000099010123e-18,3.2127432107179e-28,9.316928507909627e-17,7.794434654303538e-27,5.9678659321246174e-46,4.284180742570608e-05,2.755265691552256e-16,4.489671521388644e-24,2.5877105596897644e-18,2.873992391947285e-16,2.5843737448943692e-11,4.5392483145916895e-23,1.2474277706870552e-20,3.867729331723452e-19,5.916918189756379e-26,1.5748800186602585e-30,1.552994371506737e-31,3.1403755640342344e-28,0.000346842041818576,1.1021609038676068e-14,8.041690390304204e-25,4.155266888736865e-28,1.4963456379159978e-20
6.10862180573473e-10,0.0005394621125486658,0.0915567593028733,0.0,0.000849200412448966,0.4515212555431796,1.0205782098533829e-40,0.45655276684858065,9.33553329138043e-18,3.2563467112816836e-28,9.349342645257183e-17,7.850470922891774e-27,5.934314265980593e-46,4.274562581825267e-05,2.7791869649433283e-16,4.480752532295556e-24,2.5784489706782262e-18,2.898326375733849e-16,2.5942254157209384e-11,4.5939210073978816e-23,-1.9825740940446658e-19,3.8600418083816353e-19,5.962036211234827e-26,-1.8198098898301496e-30,1.554926219787059e-31,3.1629524338871774e-28,0.0003478454665039167,1.1064926632538358e-14,8.091587685126492e-25,4.171869411703283e-28,1.5063789246296535e-20
6.14011191941401e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008472983155090864,0.45152130341826346,1.0303462742466623e-40,0.4565517679249777,9.385885140112023e-18,3.30026999682847e-28,9.381240262575689e-17,7.90521763343848e-27,5.991864662437843e-46,4.26498756504332e-05,2.80317716968582e-16,4.471869120313334e-24,2.569194407929882e-18,2.922727549728728e-16,2.6040517668379076e-11,4.6285270602029874e-23,1.4338568974705113e-19,3.852385095948797e-19,5.986406979871395e-26,3.396304298883573e-30,1.5568267021309113e-31,3.1850097358210056e-28,0.0003488443900086097,1.1108147096147323e-14,8.141448898398376e-25,4.188383339251599e-28,1.516401651643668e-20
6.164959579320886e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008458034545515266,0.4515213410433717,1.0380773812112149e-40,0.45655098286935214,9.425487980373236e-18,3.3351272658215972e-28,9.406345657075102e-17,7.949362942046313e-27,6.227178407679503e-46,4.257462543412435e-05,2.82215538786944e-16,4.464882087284651e-24,2.5618975699694515e-18,2.942028824953465e-16,2.61178762296993e-11,4.657618215347063e-23,8.199943714631501e-20,3.8463648870365918e-19,6.007853416577502e-26,2.6438670023295396e-30,1.5583008088469554e-31,3.2027957650593117e-28,0.0003496294455568497,1.1142182459561782e-14,8.180766647978186e-25,4.201342939350151e-28,1.524302618381548e-20
6.189807239227761e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008443138661393145,0.4515213785357761,1.045829260972094e-40,0.45655020058270274,9.46497808610382e-18,3.3702017150761413e-28,9.431938232787245e-17,7.995424596888003e-27,6.193974099473029e-46,4.249964062490647e-05,2.8411761850795855e-16,4.457916801344072e-24,2.554606159361882e-18,2.9613716030364295e-16,2.6195079794427663e-11,4.717083709975231e-23,-6.319695180982133e-19,3.840363103077807e-19,6.060683317979277e-26,-8.431378412204242e-30,1.559758482496191e-31,3.2213538936771836e-28,0.0003504117321289428,1.117615783131306e-14,8.220061286576039e-25,4.214247052946061e-28,1.53219686203321e-20
6.214654899134637e-10,0.0005394621125486658,0.0915567593028733,0.0,0.000842829522428467,0.4515214158961777,1.0536020085909989e-40,0.4565494210504071,9.50435554548274e-18,3.405577803342138e-28,9.456943088945557e-17,8.038338472350661e-27,5.927288482112759e-46,4.242491982128853e-05,2.860239405500462e-16,4.450975874010085e-24,2.5473206218465648e-18,2.9807557392214603e-16,2.627212698717459e-11,4.749827887421711e-23,-7.400210332712573e-20,3.8343803513447796e-19,6.085257490512116e-26,9.508670554391382e-32,1.5612104742216233e-31,3.238643773191149e-28,0.00035119126434762614,1.1210073422801759e-14,8.259332535332527e-25,4.227108398449456e-28,1.5400845018701467e-20
6.237017793050825e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008414980744527691,0.451521449408252,1.060615188174696e-40,0.4565487218143103,9.539699024674633e-18,3.4376474787323842e-28,9.479402609553613e-17,8.077850175083715e-27,5.851850609093146e-46,4.2357895672764134e-05,2.8774324546660657e-16,4.444747242298269e-24,2.5407690214596125e-18,2.998236703951499e-16,2.6341337011279066e-11,4.780760650079176e-23,1.4087207423382652e-19,3.829012125600986e-19,6.109262598675009e-26,3.553458628997176e-30,1.5625074643303644e-31,3.254562930561149e-28,0.00035189050037511243,1.124054651689578e-14,8.29465643443136e-25,4.238629084822098e-28,1.547177642498561e-20
6.259380686967013e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008401708322662312,0.45152148281447135,1.0676450335147706e-40,0.4565480247869631,9.574951411056537e-18,3.4699074034127582e-28,9.50195542685071e-17,8.118891357195079e-27,5.9272036815883344e-46,4.229108323397404e-05,2.8946596403398064e-16,4.4385344333346006e-24,2.534222844762675e-18,3.0157509476724916e-16,2.64104221953431e-11,4.820272295054315e-23,-1.5895519141876751e-19,3.823658568147845e-19,6.142589101838563e-26,-1.133752507053237e-30,1.5637865397322427e-31,3.2710983179299554e-28,0.00035258752765321736,1.127097151190789e-14,8.329960968741686e-25,4.250099652246751e-28,1.5542652352015088e-20
6.2817435808832e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008388477759742094,0.4515215161153366,1.0746913531606142e-40,0.4565473299579174,9.610112782775905e-18,3.5022799027504614e-28,9.524127555744878e-17,8.158602390809151e-27,6.047343292048119e-46,4.2224481503374316e-05,2.9119208522383595e-16,4.432339879413211e-24,2.5276823954963573e-18,3.033298366419129e-16,2.647938208013884e-11,4.843170524846986e-23,5.80219770610694e-20,3.8183199214338564e-19,6.158608025251749e-26,2.21667987482769e-30,1.56503956686642e-31,3.287097784299287e-28,0.00035328235663003243,1.130134855962936e-14,8.365245943512285e-25,4.261527378547833e-28,1.561347046955012e-20
6.304106474799388e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008375288858073173,0.4515215493113454,1.0817540834668858e-40,0.4565466373167907,9.645183222150676e-18,3.5347563920522014e-28,9.546353681587106e-17,8.198865053317363e-27,6.15664858359628e-46,4.215808948578119e-05,2.929215985410162e-16,4.4261630838211006e-24,2.5211479711401217e-18,3.050878856714748e-16,2.65482178163019e-11,4.872516228737743e-23,7.855677337416795e-20,3.812996420630879e-19,6.181338350468407e-26,2.6201903421711546e-30,1.5662697990116756e-31,3.303319502340015e-28,0.0003539749976878408,1.1331677811143148e-14,8.400511166992042e-25,4.272908109797121e-28,1.568423007781149e-20
6.326469368715576e-10,0.0005394621125486658,0.0915567593028733,0.0,0.000836214142120456,0.451521582402992,1.0888333230555769e-40,0.45654594685326627,9.680162815579453e-18,3.5674116112578468e-28,9.568689214423836e-17,8.239850394326711e-27,6.193982630984667e-46,4.2091906192304464e-05,2.946544933389176e-16,4.420002458418245e-24,2.5146198636568537e-18,3.06849231557477e-16,2.6616929879925544e-11,4.911231405582109e-23,-1.1663276632537076e-19,3.807687648178394e-19,6.213811426182754e-26,-4.84556085960485e-31,1.5674882473944495e-31,3.319832388350303e-28,0.0003546654611436365,1.1361959416821251e-14,8.435756449722677e-25,4.284244888108384e-28,1.5754932356200875e-20
6.348832262631764e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008349035253915661,0.451521615390768,1.0959288211744795e-40,0.45654525855709166,9.715051653491031e-18,3.600159138931463e-28,9.590166359837481e-17,8.278159455002028e-27,6.503146465207175e-46,4.202593064058959e-05,2.96390758470463e-16,4.413859635381721e-24,2.5080983600175465e-18,3.0861386405071086e-16,2.6685516931133544e-11,4.9079395844069494e-23,7.121819446509257e-19,3.8023934532654753e-19,6.202854859497144e-26,1.2153791069654138e-29,1.5686850396803217e-31,3.3352669935836527e-28,0.000355353757249632,1.1392193526373129e-14,8.470981604237623e-25,4.295538826646408e-28,1.582557525294559e-20
6.371195156547952e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008335970162213232,0.45152164827516145,1.1030404017850822e-40,0.45654457241807905,9.749849830232373e-18,3.6329322311659593e-28,9.612003406491262e-17,8.319233127805637e-27,7.033273929867136e-46,4.196016185407045e-05,2.9813038400782677e-16,4.4077348752031964e-24,2.50158373821171e-18,3.1038177294699916e-16,2.675398150506451e-11,4.9273078946355023e-23,4.56983899896848e-19,3.797114430574748e-19,6.215886068255868e-26,8.528229870416583e-30,1.5698531746852091e-31,3.351815466799767e-28,0.0003560398961937713,1.1422380288759921e-14,8.506186446936274e-25,4.306774081714143e-28,1.5896156785898433e-20
6.391321761072521e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008324246539953,0.4515216777831245,1.1094546652461911e-40,0.45654395672897224,9.781090755043618e-18,3.6625022952017463e-28,9.631899509123599e-17,8.356925462971435e-27,7.323313902731414e-46,4.1901145927998246e-05,2.9969891140833096e-16,4.402235368070149e-24,2.495726687513226e-18,3.119756838829086e-16,2.6815495095935485e-11,4.9606223383569876e-23,-1.1904844518548712e-20,3.792375723745919e-19,6.243881538386156e-26,1.1960155067469391e-30,1.5708862167780538e-31,3.3670016109870147e-28,0.0003566555852390505,1.1449508015594633e-14,8.537853287973493e-25,4.316852537546558e-28,1.5959628204448097e-20
6.41144836559709e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008312555893052252,0.45152170720809237,1.1158821600832375e-40,0.45654334277162856,9.812258397905974e-18,3.6922171368554293e-28,9.651687840208993e-17,8.39342194386327e-27,7.35492572552922e-46,4.18422959921151e-05,3.012701443645381e-16,4.3967496109844586e-24,2.4898756266124578e-18,3.1357223310729104e-16,2.6876909343889494e-11,4.99103307936111e-23,1.685959699633515e-21,3.787648600237771e-19,6.268414330156068e-26,1.3889384838684082e-30,1.5719130943465454e-31,3.3817059418202267e-28,0.0003572695425213078,1.1476597618884872e-14,8.569503397674355e-25,4.326901313133578e-28,1.602305161841155e-20
6.431574970121658e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008300898082592573,0.4515217365504147,1.122322892302174e-40,0.45654273053875255,9.84335283538804e-18,3.7221018981167567e-28,9.671469374313519e-17,8.430061931386341e-27,7.325324469843107e-46,4.1783611347333085e-05,3.028440753191758e-16,4.391278470255687e-24,2.4840307471898603e-18,3.151714132807256e-16,2.6938224697616048e-11,5.023906417906848e-23,5.357757437789296e-21,3.782933390082516e-19,6.29549375716156e-26,1.4587663023194351e-30,1.5729388242222932e-31,3.396468091054277e-28,0.00035788177533600997,1.1503649205805077e-14,8.601136646617935e-25,4.336914937510854e-28,1.6086427355422113e-20
6.451701574646227e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008289272970426568,0.4515217658104392,1.1287767808442947e-40,0.45654212002308975,9.874374146434355e-18,3.7521363206461716e-28,9.691154687438656e-17,8.466867281903577e-27,7.436086683919314e-46,4.172509129841164e-05,3.044206966466273e-16,4.385820796672916e-24,2.4781922371863008e-18,3.1677321709450817e-16,2.6999441266869472e-11,5.05449198137798e-23,-1.3523876201755308e-20,3.7782300180550917e-19,6.320354942428665e-26,1.1592596699991561e-30,1.5739596161235767e-31,3.411296864672112e-28,0.00035849229093769296,1.1530662883070267e-14,8.632752906869084e-25,4.346891535975463e-28,1.6149754718231824e-20
6.471828179170796e-10,0.0005394621125486658,0.0915567593028733,0.0,0.000827768041920467,0.4515217949885114,1.1352437297957166e-40,0.456541511217426,9.90532241230796e-18,3.782290920652327e-28,9.710709241940804e-17,8.503623521475981e-27,7.567760020041578e-46,4.166673515390034e-05,3.0600000078544695e-16,4.3803765677906815e-24,2.4723602804307672e-18,3.183776372699214e-16,2.7060559257657673e-11,5.0809446915073495e-23,1.1504826896099418e-20,3.773538296240385e-19,6.341039385506264e-26,1.5706405220603564e-30,1.5749688502318652e-31,3.4261058506036727e-28,0.00035910109654024993,1.1557638756928309e-14,8.664352052100618e-25,4.356830894658842e-28,1.6213032773318504e-20
6.491954783695365e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008266120292335508,0.45152182408497527,1.1417236912656083e-40,0.456540904114588,9.936197716537615e-18,3.8125574915631893e-28,9.730237943520529e-17,8.540545823166968e-27,7.633454710709859e-46,4.160854222616692e-05,3.075819802804988e-16,4.3749459325561665e-24,2.466535056628099e-18,3.1998466655812983e-16,2.7121579122033193e-11,5.108817989242683e-23,5.046679224914926e-22,3.768858187104381e-19,6.363220812879681e-26,1.4002457906987785e-30,1.5759644425478154e-31,3.440981742596266e-28,0.0003597081993172149,1.1584576933176015e-14,8.695933957569935e-25,4.36673465188775e-28,1.6276261002793707e-20
6.512081388219933e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008254592453979052,0.45152185310017257,1.1482166610774958e-40,0.4565402987074422,9.967000144873148e-18,3.842949384077104e-28,9.749748459039702e-17,8.577530642652343e-27,7.674854931859369e-46,4.155051183145633e-05,3.0916662765524794e-16,4.369528711410751e-24,2.4607167419600135e-18,3.215942977405403e-16,2.718250113844246e-11,5.1385049338258256e-23,-3.927740876286553e-21,3.764189716787639e-19,6.387249665426331e-26,1.3295334123470271e-30,1.5769492541713904e-31,3.455882822389919e-28,0.0003603136064020439,1.161147751717316e-14,8.727498499975438e-25,4.376603504464683e-28,1.6339439361394857e-20
6.532207992744502e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008243096769059196,0.4515218820344432,1.1547226301108695e-40,0.4565396949888951,9.997729785245525e-18,3.873479825422913e-28,9.769207473831e-17,8.614569631463953e-27,7.730051745297133e-46,4.149264328987544e-05,3.1075393544207913e-16,4.364124959528948e-24,2.454905509433676e-18,3.2320652362884833e-16,2.724332551169698e-11,5.168228430120835e-23,4.9785333469784814e-21,3.7595328432999493e-19,6.411340641303133e-26,1.4830023986043943e-30,1.5779258158968542e-31,3.47080572636621e-28,0.0003609173248883939,1.1638340613843985e-14,8.759045557521452e-25,4.3864368702157885e-28,1.640256785438997e-20
6.552334597269071e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008231633103255846,0.4515219108881256,1.1612415615452844e-40,0.4565390929518924,1.0028386727725608e-17,3.9041480713282153e-28,9.788609891097053e-17,8.651742580841348e-27,7.803597059571843e-46,4.1434935925311234e-05,3.1234389621976577e-16,4.358734582480409e-24,2.4491015285708753e-18,3.2482133706453747e-16,2.7304052495577924e-11,5.1977088899156607e-23,-7.568981570845674e-22,3.7548874714074134e-19,6.435249492375973e-26,1.3936392543978348e-30,1.578893277263365e-31,3.4857826026083235e-28,0.0003615193618304002,1.166516632767301e-14,8.79057500988628e-25,4.39623439231081e-28,1.646564618508132e-20
6.572461201793639e-10,0.0005394621125486658,0.0915567593028733,0.0,0.0008220201322996639,0.45152193966155557,1.1677734049923548e-40,0.45653849258941914,1.0058971064478913e-17,3.9349455551997907e-28,9.807950741102651e-17,8.68898306675996e-27,7.882978217916439e-46,4.1377389065387384e-05,3.1393650259858416e-16,4.3533574682160584e-24,2.4433049651962698e-18,3.2643873091846756e-16,2.736468234297717e-11,5.2266709903833925e-23,-5.059209261133976e-22,3.7502535730870524e-19,6.458667152738144e-26,1.4010483918328472e-30,1.5798494382411353e-31,3.5007866887149643e-28,0.000362119724242952,1.1691954762705288e-14,8.822086738229354e-25,4.405996255532291e-28,1.6528673870565883e-20
6.592587806318208e-10,0.0005394621125486658,0.0915567593028733,0.0,0.000820880129545059,0.4515219683550674,1.1743181183944115e-40,0.4565378938944996,1.0089482889719795e-17,3.9658680089250607e-28,9.827239875307104e-17,8.726293945501835e-27,7.956858010642583e-46,4.132000204145751e-05,3.1553174722758365e-16,4.347993666865576e-24,2.4375159816760668e-18,3.280586980908979e-16,2.7425215331998102e-11,5.2556262643060065e-23,2.9841091260972286e-21,3.745631136706957e-19,6.482107580342677e-26,1.4666114948574428e-30,1.5807936837267486e-31,3.515819135488256e-28,0.00036271841910196574,1.1718706022551437e-14,8.853580625174448e-25,4.415722789214662e-28,1.6591650529803924e-20
