Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(48),CH2O2X(49),CH3OX(44),CH3X(50),CH4(39),CH4X(236),CH3O2X(47),CH4O2(169),H(23),HCO(31),OCHCO(260),SX(257),CH2OX(167),CHOX(166),SX(186),C2H6O(234),SX(408),SX(460),C2H4O(229),SX(525),SX(419),SX(631),C2HOX(645)
5.731851323365692e-10,0.002771910154243354,0.0915567593028733,0.0,0.006867439562352227,0.450325006174535,2.5077198805304965e-37,0.4569006123062848,4.341291404997422e-18,2.3581351465566847e-26,1.2067462090786036e-13,2.0845452059430162e-26,-5.6115829738185235e-40,0.00014533961083645254,3.2401057448014463e-19,2.389344532337241e-21,7.148715613933898e-19,5.377530588937614e-18,3.4619616788155734e-11,5.0305537373039796e-21,5.1317583929430046e-24,1.3355075248851735e-15,1.6945069321002966e-24,1.7229392348268494e-29,2.489012131815999e-31,9.41571669568843e-28,0.0011449523760278884,3.0698744108993833e-19,5.612049989166924e-29,2.856679253513986e-20,6.04438044502883e-25,-2.8892278249584697e-20,1.182787412064339e-25,1.6536662806433808e-24,3.759538334857246e-23,2.255587104561119e-37,1.8202602958830068e-80,5.8949797772289246e-24,3.8681742225398794e-31,3.7062414311826754e-30,-3.009888862920374e-34,1.2314324201662935e-38,5.111960197967278e-41,-6.299706855153233e-48,2.075394649190126e-36,-6.161871491822464e-34,-1.159862996169368e-39,-1.2208901129797705e-38,8.887834064952606e-37
5.751511025466652e-10,0.002771910154243354,0.0915567593028733,0.0,0.006864489748157148,0.45032202425745554,2.5269542825120215e-37,0.4569006123061764,4.358514362152799e-18,2.3835055777345222e-26,1.211237882052988e-13,2.1145146975918283e-26,-5.060725583353465e-40,0.00014527540485868222,3.2606248818488832e-19,2.389369605677697e-21,7.1484876323860625e-19,5.396747213195455e-18,3.4727543897009794e-11,5.0660085790754486e-21,5.142001596720551e-24,1.3354953629247972e-15,1.7125793719379174e-24,1.7412956146260558e-29,2.4974126158572477e-31,9.549044525062206e-28,0.0011479663960958213,3.080030132288168e-19,5.67787284114654e-29,-8.377222761023433e-20,1.657985304841538e-24,8.344577629188741e-20,1.186739987550424e-25,1.6657630807804876e-24,3.7731626680829837e-23,2.2804413267625598e-37,1.85449414758255e-80,5.937607114548672e-24,3.892407278274096e-31,3.729548152686273e-30,-1.7873101534257575e-34,1.229098265255326e-38,-9.277709227384822e-41,3.7651113061378935e-47,2.9917024961272575e-37,-5.584919995592901e-34,3.0046270208499184e-39,5.338803062091228e-39,8.543677926939575e-37
5.771170727567612e-10,0.002771910154243354,0.0915567593028733,0.0,0.006861544993945503,0.4503190474492911,2.5462601285106972e-37,0.45690061230606815,4.375733528561751e-18,2.4090440512198032e-26,1.2157275308631212e-13,2.144789815930148e-26,-3.3868091448391717e-40,0.00014521129675502161,3.281199034358392e-19,2.3893948489373582e-21,7.14822315869915e-19,5.415961798009332e-18,3.4835409511388425e-11,5.101564498558e-21,5.152238433191187e-24,1.3354832087177655e-15,1.730769413215943e-24,1.75977103441002e-29,2.5058037120974877e-31,9.68369461549515e-28,0.0011509752583117056,3.0901730798048575e-19,5.74419904643081e-29,4.979280067609668e-20,3.2066889077939337e-25,-5.0117668096947325e-20,1.1906876179720067e-25,1.6778960946332676e-24,3.786779429001278e-23,2.3054700130058233e-37,1.8892334614831845e-80,5.98035623853272e-24,3.91669732861818e-31,3.752910638029092e-30,-6.964987033869499e-35,1.2200856619443694e-38,-1.1762078101416316e-40,4.913117555282772e-48,1.0335574713756756e-38,-3.7645618125543104e-34,-2.958004406403056e-39,5.3661464389984976e-39,8.511351022302108e-37
5.790830429668572e-10,0.002771910154243354,0.0915567593028733,0.0,0.006858605290663925,0.4503160757410949,2.565637386348553e-37,0.4569006123059599,4.3929488629947185e-18,2.4347509457499798e-26,1.2202151585996399e-13,2.1753723675233815e-26,-4.478939304429197e-40,0.00014514728670246292,3.301828126402924e-19,2.3894202566660835e-21,7.147922730916658e-19,5.435174348572768e-18,3.49432137215027e-11,5.13722127580069e-21,5.1624689696549005e-24,1.3354710623391552e-15,1.7490772994786242e-24,1.778365743194705e-29,2.5141854492381203e-31,9.819674247701565e-28,0.0011539789715336707,3.100303289302426e-19,5.811030363059339e-29,-1.2692922271118955e-19,2.0461276740092053e-24,1.2660250231870265e-19,1.1946303172336545e-25,1.6900652521759195e-24,3.8003886289626267e-23,2.3306736557345524e-37,1.9244836275972604e-80,6.0232268662152014e-24,3.9410443057768724e-31,3.7763287619355684e-30,-1.0364317706394836e-34,1.208841927345603e-38,-8.91672494396284e-41,1.7517340474671704e-46,-5.63931756130229e-37,-4.961424274991527e-34,2.482938812117456e-38,-7.576392472708032e-38,9.007264630473986e-37
5.810490131769532e-10,0.002771910154243354,0.0915567593028733,0.0,0.006855670629278826,0.45031310912394196,2.585086023896835e-37,0.4569006123058517,4.4101603249078045e-18,2.4606266387254205e-26,1.224700768358593e-13,2.206264161151489e-26,-1.4135141704457139e-39,0.00014508337486607065,3.3225120822775304e-19,2.3894458231943385e-21,7.147586880051951e-19,5.454384870081928e-18,3.5050956617404915e-11,5.172978691661293e-21,5.172693254664854e-24,1.3354589238616988e-15,1.7675032732397728e-24,1.797079985921877e-29,2.5225578534527666e-31,9.95699070581496e-28,0.0011569775446043302,3.1104207965606805e-19,5.878368547494036e-29,-6.04072472250156e-19,6.937390216957583e-24,6.03739602224594e-19,1.1985680992102913e-25,1.7022704836659686e-24,3.81399027932879e-23,2.3560527462937583e-37,1.960250070664974e-80,6.0662187157273376e-24,3.965448282750862e-31,3.799802387700319e-30,-4.284835039634646e-34,1.2026384159415404e-38,-1.5792803109284918e-40,1.9589127501448327e-46,-4.959360514543925e-36,-1.5539206572980524e-33,3.83403057091381e-38,-4.4714852511310583e-38,8.476801767373042e-37
5.830149833870492e-10,0.002771910154243354,0.0915567593028733,0.0,0.0068527410008456325,0.45031014758892846,2.604606009076088e-37,0.4569006123057436,4.427367874432388e-18,2.4866715062160055e-26,1.2291843632410687e-13,2.237467007876357e-26,-2.435866008767459e-39,0.0001450195613993746,3.343250826419573e-19,2.3894715424625795e-21,7.147216130164916e-19,5.47359336773547e-18,3.5158638288988866e-11,5.2088365278037644e-21,5.182911147781457e-24,1.335446793355676e-15,1.7860475759880725e-24,1.8159139886888236e-29,2.530920943217907e-31,1.0095651276217971e-27,0.0011599709863508096,3.1205256372976497e-19,5.94621535462334e-29,2.4957912001315593e-20,1.2651233680506081e-24,-2.528644511359031e-20,1.202500977747052e-25,1.7145117196427744e-24,3.827584391471679e-23,2.3816077749338578e-37,1.9965382502209998e-80,6.109331506291762e-24,3.989908803854228e-31,3.823331424041174e-30,-6.635112483998005e-34,1.1915462398267669e-38,-3.991375896339997e-40,-3.3701730844479017e-47,-1.1740153640323944e-35,-2.6766059196172555e-33,-7.848678297116854e-39,3.362725760969222e-38,7.852138469162609e-37
5.849809535971452e-10,0.002771910154243354,0.0915567593028733,0.0,0.006849816396450006,0.4503071911271713,2.624197309856235e-37,0.4569006123056355,4.444571472366553e-18,2.5128859229676852e-26,1.233665946352848e-13,2.268982720952416e-26,-2.626208784707883e-39,0.00014495584644482444,3.364044283474986e-19,2.389497409786345e-21,7.146810998453569e-19,5.492799846734565e-18,3.526625882599134e-11,5.2447945666961246e-21,5.1931227973941014e-24,1.3354346708892149e-15,1.804710448191759e-24,1.8348680060243833e-29,2.539274751896306e-31,1.0235663248343527e-27,0.00116295930558482,3.130617847173993e-19,6.014572537767463e-29,2.1580654187114752e-19,-4.983445415843231e-25,-2.1613356101334004e-19,1.206428966662557e-25,1.726788890926096e-24,3.841170976772283e-23,2.4073392308146995e-37,2.033353660660873e-80,6.152564958217026e-24,4.014425832169018e-31,3.846915744644303e-30,-5.166906063888231e-34,1.161379311120526e-38,-6.784478530626687e-40,6.325645361278892e-47,-1.6773415502420002e-35,-2.890414450292369e-33,-6.51759673088519e-39,-2.0431600935648118e-38,7.941346707985182e-37
5.869469238072412e-10,0.002771910154243354,0.0915567593028733,0.0,0.006846896807147717,0.4503042397298082,2.643859894256642e-37,0.4569006123055275,4.461771080167857e-18,2.5392702624090481e-26,1.2381455208040595e-13,2.3008131157381086e-26,-2.35221040143917e-39,0.00014489223013420695,3.38489237836544e-19,2.3895234210140877e-21,7.146371995358027e-19,5.512004312282793e-18,3.537381831799271e-11,5.280852591607865e-21,5.203328263275226e-24,1.3354225565285202e-15,1.8234921293041158e-24,1.8539422808291437e-29,2.547619305807441e-31,1.03770339155267e-27,0.001165942511102695,3.140697461778535e-19,6.083441848683007e-29,-7.137325782793631e-20,2.153369245048841e-24,7.104395282886915e-20,1.2103520797500696e-25,1.7391019286147123e-24,3.854750046619643e-23,2.433247602009585e-37,2.07070183130705e-80,6.1959187928923404e-24,4.038999489569311e-31,3.8705552102287844e-30,-2.483224966769965e-34,1.112479510090959e-38,-8.10623601592371e-40,2.0064522018186206e-47,-1.9067740818390135e-35,-2.5946236717996563e-33,4.457830981276107e-39,-1.5950041337647853e-38,7.3324967920733e-37
5.889128940173372e-10,0.002771910154243354,0.0915567593028733,0.0,0.006843982224011628,0.45030129338799774,2.6635937303461943e-37,0.4569006123054195,4.478966659944585e-18,2.565824896657866e-26,1.2426230897088414e-13,2.3329600097378683e-26,-2.1564221575036565e-39,0.00014482871258898202,3.405795036234066e-19,2.3895495704655424e-21,7.145899624647691e-19,5.531206769585882e-18,3.548131685441644e-11,5.317010386606793e-21,5.21352745546698e-24,1.335410450337746e-15,1.8423928577686323e-24,1.8731370412386514e-29,2.5559546259242474e-31,1.0519770574181174e-27,0.0011689206116853941,3.150764516614619e-19,6.152825037566279e-29,4.104708331596283e-20,1.0087405866506613e-24,-4.1374984251785704e-20,1.2142703307747631e-25,1.751450764085058e-24,3.8683216124098257e-23,2.4593333755092928e-37,2.1085883264746587e-80,6.239392732782342e-24,4.063629441204599e-31,3.8942497208108745e-30,-1.224160892030645e-34,1.0615330229404908e-38,-7.7660479198161e-40,-3.257644441762985e-48,-1.946237086571001e-35,-2.3815287141395827e-33,-4.0756673155226025e-39,1.3078852568717927e-38,6.773859734369851e-37
5.908788642274332e-10,0.002771910154243354,0.0915567593028733,0.0,0.006841072638173356,0.45029835209291835,2.6833987862433496e-37,0.4569006123053116,4.496158174445425e-18,2.5925501965276045e-26,1.2470986561850236e-13,2.3654252226356485e-26,-1.7970906672632445e-39,0.00014476529392060388,3.426752182397321e-19,2.3895758525819767e-21,7.1453943834893715e-19,5.550407223851498e-18,3.55887545245291e-11,5.353267736556161e-21,5.223720370428483e-24,1.335398352378924e-15,1.861412871023886e-24,1.8924525236652832e-29,2.56428073839564e-31,1.0663880523050309e-27,0.0011718936160985119,3.160819047107635e-19,6.222723853057258e-29,3.5405824813967e-19,-2.1103341389380287e-24,-3.5438262393066363e-19,1.218183733470963e-25,1.7638353289898174e-24,3.8818856855449605e-23,2.4855970372260526e-37,2.1470187455370033e-80,6.2829865014217276e-24,4.088315342869649e-31,3.9179991777260956e-30,-9.47456501917794e-36,1.0175528360013393e-38,-6.761418713395659e-40,4.685777875559855e-46,-1.776516157740491e-35,-1.987543283073912e-33,1.7365639095631737e-38,-1.3867235639946253e-37,7.853598529880843e-37
5.928448344375292e-10,0.002771910154243354,0.0915567593028733,0.0,0.006838168040774521,0.4502954158357689,2.703275030116205e-37,0.45690061230520385,4.513345587050417e-18,2.619446531533926e-26,1.2515722233538112e-13,2.398210576201641e-26,-1.4602809919905904e-39,0.00014470197423091104,3.447763742397171e-19,2.389602265111624e-21,7.144856762527361e-19,5.569605680289174e-18,3.569613141744094e-11,5.389624427112145e-21,5.233907233015216e-24,1.3353862627122044e-15,1.8805524055085173e-24,1.9118889826726678e-29,2.5725976745098547e-31,1.0809371063863234e-27,0.0011748615330923263,3.1708610886108803e-19,6.293140042244098e-29,-1.95640424249849e-20,1.347360189744957e-24,1.9236578772611042e-20,1.2220923015411575e-25,1.7762555552565426e-24,3.8954422774322804e-23,2.5120390719975425e-37,2.185998722990716e-80,6.3266998234099634e-24,4.113057778455255e-31,3.941803404003476e-30,8.884237013389757e-35,9.801478606638041e-39,-6.069321813044721e-40,6.469111887033649e-47,-1.6022271866877187e-35,-1.6180592340538254e-33,4.2727409072208375e-39,-3.836632026637681e-38,6.756517863273446e-37
5.948108046476252e-10,0.002771910154243354,0.0915567593028733,0.0,0.006835268422966285,0.4502924846077682,2.7232224301825336e-37,0.4569006123050961,4.530528861765059e-18,2.6465142699011295e-26,1.2560437943394945e-13,2.4313178942833108e-26,-1.7163076246993237e-39,0.00014463875361248307,3.4688296420014067e-19,2.389628804260161e-21,7.144287245990249e-19,5.588802144110283e-18,3.5803447622107024e-11,5.426080244721434e-21,5.244088000919055e-24,1.3353741813959506e-15,1.8998116966666746e-24,1.9314466476947667e-29,2.58090545658141e-31,1.095624950126635e-27,0.001177824371401851,3.1808906764056106e-19,6.364075350667591e-29,-4.573119186248786e-19,5.619859699659741e-24,4.569798956301598e-19,1.225996048658887e-25,1.7887113750862824e-24,3.908991399483259e-23,2.538659963590834e-37,2.2255339285207027e-80,6.3705324244060546e-24,4.137856644023963e-31,3.965662281571478e-30,-2.783206679612415e-35,9.469659386760071e-39,-5.77128457369233e-40,-1.1949244075860582e-45,-1.6698288140762659e-35,-1.8976244472561036e-33,-7.954397723891812e-38,4.055731361449101e-37,2.871830330738275e-37
5.967767748577212e-10,0.002771910154243354,0.0915567593028733,0.0,0.0068323737759605,0.45028955840015444,2.7432409547098454e-37,0.4569006123049884,4.5477079632125425e-18,2.673753778568621e-26,1.2605133722691556e-13,2.4647490028759653e-26,-2.165651357552129e-39,0.000144575632148947,3.48994980714793e-19,2.3896554610806516e-21,7.143686311779956e-19,5.607996620527897e-18,3.591070322732739e-11,5.462634976618616e-21,5.254262283722261e-24,1.3353621084866217e-15,1.91919097895311e-24,1.951125719524133e-29,2.5892041016793046e-31,1.1104523141944649e-27,0.0011807821397468608,3.1909078457005764e-19,6.435531522325328e-29,2.776137909945416e-20,1.129302346632708e-24,-2.8089409635502154e-20,1.2298949884691155e-25,1.801202720952229e-24,3.922533063112706e-23,2.5654601947063606e-37,2.265630067064695e-80,6.414484031123353e-24,4.162710232095404e-31,3.989575829062049e-30,-1.878898767414606e-34,9.147483097114076e-39,-5.995918006129122e-40,-7.838188782443028e-47,-1.8691844764899472e-35,-2.3895224271956457e-33,-1.0010835701397701e-38,6.875651944311072e-38,5.347598945121162e-37
5.987427450678172e-10,0.002771910154243354,0.0915567593028733,0.0,0.006829484090999182,0.4502866372041858,2.7633305720154197e-37,0.45690061230488077,4.564882856620248e-18,2.701165423197339e-26,1.264980960272393e-13,2.4985057300466445e-26,-2.237066768148858e-39,0.0001445126099153015,3.511124163976449e-19,2.3896822335693923e-21,7.143054431499368e-19,5.62718911475669e-18,3.601789832174749e-11,5.499288410823611e-21,5.264430523602587e-24,1.3353500440389295e-15,1.9386904858372774e-24,1.9709264674369913e-29,2.5974936452179134e-31,1.125419929496773e-27,0.0011837348468319254,3.2009126316308297e-19,6.507510299676205e-29,6.734811473846694e-20,7.724140168232637e-25,-6.76758672854673e-20,1.233789134587627e-25,1.8137295255984117e-24,3.93606727973795e-23,2.592440246981849e-37,2.3062928788775913e-80,6.458554371324581e-24,4.187619698770212e-31,4.0135438224685516e-30,-1.7447624373506463e-34,8.79897006119034e-39,-6.585580081466199e-40,4.663355086682655e-46,-1.98505621378326e-35,-2.4685818974358026e-33,3.97185400483938e-38,-2.0034827700533067e-37,7.282829619894716e-37
6.007087152779132e-10,0.002771910154243354,0.0915567593028733,0.0,0.0068265993592473125,0.4502837210111395,2.7834912504663464e-37,0.4569006123047732,4.582053507815632e-18,2.72874956817614e-26,1.2694465614810575e-13,2.5325899057280773e-26,-4.0863878948358494e-39,0.00014444968697822588,3.532352638940679e-19,2.3897091239195917e-21,7.142392070570787e-19,5.646379632012732e-18,3.612503299385797e-11,5.536040336138622e-21,5.274593225890221e-24,1.3353379881061827e-15,1.958310449808921e-24,1.9908491639682612e-29,2.60577412184197e-31,1.1405285273371416e-27,0.001186682501346416,3.2109050692458948e-19,6.580013423644702e-29,-1.3751072274454988e-18,1.5197499021480198e-23,1.3747630839317482e-18,1.2376785005994435e-25,1.826291722038413e-24,3.949594060778045e-23,2.619600600996239e-37,2.3475281395955024e-80,6.5027431738168764e-24,4.212586868077455e-31,4.03756598148801e-30,-7.234331321976872e-34,8.335928610025578e-39,-8.931999463926276e-40,-3.236774733779027e-45,-2.9951626768974106e-35,-4.4961872439601424e-33,-2.193167739174186e-37,9.935209704728589e-37,-2.795418494944874e-37
6.02215005557251e-10,0.002771910154243354,0.0915567593028733,0.0,0.006824392476697974,0.45028149005715573,2.798986052972855e-37,0.4569006123046908,4.59520645422204e-18,2.7500009753090797e-26,1.272866680811741e-13,2.558927272598014e-26,-6.075080769097752e-39,0.00014440154380082997,3.548654077623466e-19,2.3897297972710458e-21,7.141864245152416e-19,5.661081719611726e-18,3.6207076785513524e-11,5.564265495109306e-21,5.282374670440347e-24,1.3353287568652265e-15,1.973424552675737e-24,2.0061961164486987e-29,2.6121123239575694e-31,1.1522003037871463e-27,0.001188937526918488,3.2185527583330115e-19,6.635919848374925e-29,-3.277662343576585e-22,2.7177840084832145e-24,-6.016013209307091e-24,1.240655235626879e-25,1.8359405510425046e-24,3.959953008204759e-23,2.6405326583668235e-37,2.3795127868474315e-80,6.5366798069217305e-24,4.231751383385743e-31,4.056008221958757e-30,-1.2384195747273984e-33,7.84469238474326e-39,-1.2467352341246121e-39,-3.981253064264972e-46,-4.2288899191770475e-35,-6.678544148593618e-33,-3.430221634898822e-38,2.362574139559299e-37,2.433742275605108e-37
6.037212958365888e-10,0.002771910154243354,0.0915567593028733,0.0,0.006822188492884117,0.45027926203104224,2.814522538082636e-37,0.4569006123046085,4.608356875709673e-18,2.77135402207959e-26,1.276285637075712e-13,2.585458763429922e-26,-6.981557008489222e-39,0.00014435345897178517,3.5649872093803783e-19,2.389750530802586e-21,7.141319000518135e-19,5.6757826520699465e-18,3.6289085198731635e-11,5.592548253870301e-21,5.290152983538225e-24,1.335319530675374e-15,1.9886096076567135e-24,2.0216149052078393e-29,2.61844523294417e-31,1.1639556001301681e-27,0.0011911895954461443,3.226193234771432e-19,6.692135885400378e-29,3.5584175472284133e-22,3.016953574289181e-24,-6.908911644567533e-22,1.243629178609091e-25,1.8456100871703474e-24,3.97030760252834e-23,2.661571055822019e-37,2.4118395196102466e-80,6.57068570174788e-24,4.250948941355845e-31,4.0744822008302845e-30,-1.2816575086117247e-33,7.19960027938653e-39,-1.6454876653325044e-39,3.6934471340960194e-46,-5.173969615535102e-35,-7.678044995301773e-33,2.3897331463860333e-38,-1.7964496581242024e-37,5.272552008167759e-37
6.052275861159266e-10,0.002771910154243354,0.0915567593028733,0.0,0.006819987403992835,0.45027703692889837,2.8301006916274215e-37,0.4569006123045262,4.621504757604357e-18,2.792808870878644e-26,1.2797034316837395e-13,2.6121852042229345e-26,-6.842415230824725e-39,0.0001443054325127032,3.5813520011110633e-19,2.3897713276040098e-21,7.140756538788191e-19,5.6904824317352205e-18,3.637105827313153e-11,5.620888518357802e-21,5.297927763258838e-24,1.3353103095587214e-15,2.003865718163791e-24,2.0371055994836647e-29,2.6247728497576382e-31,1.1757947451184362e-27,0.0011934387108196826,3.233826514257793e-19,6.748662315927423e-29,-1.184564363900486e-20,3.0847003697186847e-24,1.087317284245629e-20,1.2466003356210496e-25,1.8553003006115334e-24,3.980657848885203e-23,2.682716008260962e-37,2.444510977916331e-80,6.604760737553418e-24,4.270179913034968e-31,4.092987830799705e-30,-9.627536376775762e-34,6.404205197895862e-39,-1.9333757234386594e-39,-1.7506324569454547e-46,-5.662698042551921e-35,-7.532319150295605e-33,-1.580076619660928e-38,4.2446266812342046e-38,2.612585003375645e-37
6.063580125882235e-10,0.002771910154243354,0.0915567593028733,0.0,0.006818337450694379,0.450275368973531,2.841818997758313e-37,0.4569006123044644,4.6313701787433894e-18,2.808977067761027e-26,1.2822676236626276e-13,2.6323711583326875e-26,-6.645378563273205e-39,0.00014426942842037712,3.5936540710203914e-19,2.389786974626269e-21,7.140323239576629e-19,5.70151342746541e-18,3.643255346209975e-11,5.64219476728645e-21,5.303760122219022e-24,1.3353033927276554e-15,2.0153617136604395e-24,2.048778195838897e-29,2.6295180697323205e-31,1.1847349481279879e-27,0.0011951246682332362,3.2395503478002584e-19,6.791288084988764e-29,3.074285752626706e-20,2.6066566993924263e-24,-3.220519788224795e-20,1.248828275136104e-25,1.862586084030754e-24,3.9884225509914665e-23,2.6986547906394793e-37,2.469257970421757e-80,6.630378389846346e-24,4.284633204562853e-31,4.1068965962235515e-30,-7.45230068280718e-34,5.739659410000376e-39,-2.0416126764557705e-39,6.635355787332906e-48,-5.885358882109757e-35,-7.32012863149492e-33,-3.8044340896015286e-39,3.0880749359383453e-38,2.048971384557371e-37
6.074884390605204e-10,0.002771910154243354,0.0915567593028733,0.0,0.006816689123858428,0.450273702661124,2.8535607578576473e-37,0.4569006123044027,4.641234155368096e-18,2.825202759681964e-26,1.2848311627813443e-13,2.652667723678266e-26,-6.603609074291156e-39,0.0001442334572185391,3.6059739399743428e-19,2.3898026534053434e-21,7.139880440187037e-19,5.712543776250733e-18,3.649402878702143e-11,5.663533311406649e-21,5.3095905038642706e-24,1.3352964787748918e-15,2.026897829566169e-24,2.0604913916874892e-29,2.634260320684104e-31,1.1937227002314371e-27,0.0011968089662409947,3.245270143391172e-19,6.834089439011325e-29,-3.7497046756849846e-21,2.9162972017188583e-24,2.0967844190586256e-21,1.2510546515527353e-25,1.869883483769917e-24,3.9961848093600563e-23,2.714653796810027e-37,2.4942017335626712e-80,6.65603486419114e-24,4.299104684306842e-31,4.120823186479225e-30,-6.2205460374789616e-34,5.0475583125215076e-39,-2.0981063349341396e-39,5.553273495101711e-47,-6.096539762625466e-35,-7.276938365532766e-33,1.1206578454485178e-39,-2.3617722097987755e-38,2.000075263069969e-37
6.086188655328174e-10,0.002771910154243354,0.0915567593028733,0.0,0.006815042421864819,0.45027203799003584,2.8653259659560215e-37,0.456900612304341,4.651096681493686e-18,2.8414860148027375e-26,1.2873940496366425e-13,2.673075250049503e-26,-6.643816652348588e-39,0.00014419751891338125,3.6183115941048217e-19,2.3898183637579535e-21,7.139428223814786e-19,5.723573479083825e-18,3.6555484264583275e-11,5.684904111255033e-21,5.3154188892231696e-24,1.3352895677091573e-15,2.038474109223137e-24,2.0722452285032468e-29,2.638999606751679e-31,1.2027581405360725e-27,0.0011984916064814856,3.250985907615476e-19,6.877066707605808e-29,-3.605322926111368e-20,3.231604275084163e-24,3.437089757772527e-20,1.253279467426342e-25,1.8771924873301137e-24,4.0039446261614414e-23,2.7307131172051927e-37,2.519343396832037e-80,6.681730109945458e-24,4.313594544728487e-31,4.134767561833832e-30,-5.4878599267386254e-34,4.342400045013875e-39,-2.1367661491445238e-39,-1.7623084651430153e-46,-6.301697343232947e-35,-7.322969939554138e-33,-1.4805429208911733e-38,2.4100408558574653e-38,1.1259317956074633e-37
6.097492920051143e-10,0.002771910154243354,0.0915567593028733,0.0,0.006813397343085025,0.4502703749586271,2.877114616089493e-37,0.45690061230427925,4.6609577511962455e-18,2.857826901149247e-26,1.2899562848253785e-13,2.6935940874015446e-26,-6.701049286598883e-39,0.0001441616135102535,3.6306670195906384e-19,2.3898341058728163e-21,7.138966673022371e-19,5.734602536957412e-18,3.6616919911455296e-11,5.7063071274522306e-21,5.321245228840417e-24,1.335282659539023e-15,2.0500905958693066e-24,2.0840397451439942e-29,2.6437359318919018e-31,1.2118414082120115e-27,0.0012001725905915902,3.2566976470533675e-19,6.920220220217483e-29,1.8502515351615773e-20,2.721728384404627e-24,-2.0125246734399053e-20,1.2555027253080377e-25,1.8845130822411528e-24,4.01170200356585e-23,2.74683284214408e-37,2.5446840936276396e-80,6.707464076578299e-24,4.328102529883205e-31,4.148729720681957e-30,-4.8875159414081676e-34,3.6274072388653885e-39,-2.1771455157523094e-39,-6.204135639876559e-47,-6.500071936502574e-35,-7.387450434935783e-33,-8.259913550298161e-39,3.3514720425903685e-38,4.201792032216992e-38
6.108797184774112e-10,0.002771910154243354,0.0915567593028733,0.0,0.006811753885896891,0.45026871356525994,2.888926702299583e-37,0.45690061230421763,4.6708173586129165e-18,2.87422548661255e-26,1.2925178689445066e-13,2.714224585921534e-26,-6.725455927144018e-39,0.00014412574101382378,3.643040202623047e-19,2.389849878836655e-21,7.138495869753048e-19,5.745630950864389e-18,3.6678335744291284e-11,5.727742320702918e-21,5.327069580241285e-24,1.3352757542729263e-15,2.06174733263875e-24,2.095874989201817e-29,2.6484693019391953e-31,1.2209726424334513e-27,0.001201851920206569,3.2624053682857823e-19,6.963550306127079e-29,2.478142169382719e-20,2.6629681556005078e-24,-2.6358305529121453e-20,1.2577244277455105e-25,1.891845256061479e-24,4.019456943743249e-23,2.7630130618326152e-37,2.5702249612565123e-80,6.733236713669623e-24,4.342628563633068e-31,4.1627096462035134e-30,-4.229414558424546e-34,2.9012232635620444e-39,-2.2160510530371166e-39,1.6739943754081702e-46,-6.673621004462041e-35,-7.415828297580982e-33,8.56278534573443e-39,-3.418339479903586e-38,3.847909921793116e-38
6.120101449497081e-10,0.002771910154243354,0.0915567593028733,0.0,0.006810112048666787,0.45026705380829923,2.9007622186332703e-37,0.45690061230415596,4.680675497940958e-18,2.890681838949215e-26,1.2950788025910562e-13,2.73496709594837e-26,-6.732312789593501e-39,0.0001440899014279426,3.6554311294449696e-19,2.389865681623059e-21,7.138015895330689e-19,5.756658721797747e-18,3.6739731779728525e-11,5.74920965179545e-21,5.3328919744684284e-24,1.3352688519191606e-15,2.0734443625620376e-24,2.107751005967705e-29,2.653199721876114e-31,1.2301519824443313e-27,0.0012035295969600468,3.268109077886019e-19,7.007057294450588e-29,-3.695747970995751e-20,3.249365769173799e-24,3.538591957215717e-20,1.2599445772834558e-25,1.8991889963780875e-24,4.0272094488632823e-23,2.7792538663637816e-37,2.5959671409388504e-80,6.759047970910057e-24,4.357172877756803e-31,4.176707295483272e-30,-3.5900354966923387e-34,2.162553757158172e-39,-2.2482185962540332e-39,-2.738588118753029e-47,-6.824880350176319e-35,-7.424775408475894e-33,-3.5438307781731674e-39,-2.3834349634807106e-38,-1.678872727851361e-38
6.13140571422005e-10,0.002771910154243354,0.0915567593028733,0.0,0.006808471829756479,0.45026539568611107,2.9126211591429964e-37,0.4569006123040943,4.690532163436817e-18,2.9071960257817564e-26,1.2976390863621235e-13,2.7558219680006533e-26,-6.727219296096082e-39,0.00014405409475570192,3.667839786337919e-19,2.389881513869239e-21,7.137526830460159e-19,5.767685850750586e-18,3.6801108034387816e-11,5.770709081601711e-21,5.338712339164234e-24,1.3352619524858723e-15,2.085181728566634e-24,2.1196678320906314e-29,2.657927195066808e-31,1.2393795675361657e-27,0.001205205622484018,3.2738087824181867e-19,7.050741514139597e-29,-7.086286822174434e-21,2.9553142775533802e-24,5.498899522292016e-21,1.2621631764639039e-25,1.9065442908064402e-24,4.034959521095236e-23,2.795555345717881e-37,2.6219117778117288e-80,6.784897798100578e-24,4.3717353907788025e-31,4.19072265225724e-30,-3.0133652109613528e-34,1.4139693991670649e-39,-2.2695515271316683e-39,-1.4823119551721641e-46,-6.951232464873334e-35,-7.420362685925402e-33,-1.3496937578307048e-38,2.8761842241578826e-38,-1.1611482023871409e-37
