Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),CHOX2(61),SX(53),CH3OX(46),CH3X(55),CH4(41),CH2OX2(52),CHX(32),SX(406),SX(420),C2HOX(418),C2H4O(376),CH2X(63),SX(57),CH4X(383)
4.419005131379453e-11,0.0027792097116130575,0.1557,0.0,0.008017776861262113,0.6423529776510672,0.20183260737783307,6.156412284198731e-24,1.7457459206681498e-30,1.3282374421476795e-15,2.6312831690103432e-39,7.096228101958828e-22,3.799740818475565e-31,9.404469743002952e-05,1.0316040710606276e-21,2.5710693873846824e-31,1.6215051532151985e-30,6.739262129253782e-05,2.5535737075529526e-29,4.300261950292759e-13,1.4269696461662144e-40,8.715485827514322e-40,4.917540010013554e-18,2.0645824001187407e-23,3.5517454556620916e-53,3.4893674694564733e-23,9.472047848646455e-19,1.611969339675795e-15,4.428375287928385e-13,9.927102853202852e-17,9.214055100369129e-39,2.0365818221024318e-24,3.988216327842565e-23,-3.1167878265341708e-25,3.0496860027999565e-17,7.588172951526647e-19,3.984034699464393e-27,3.1798671535823823e-27,1.9161414501294332e-25,5.042242820568607e-27,1.8936813153858663e-19,1.9940256289239303e-37,1.572502913941312e-23
4.4499803636964386e-11,0.0027792097116130575,0.1557,0.0,0.008016769547493568,0.6423527058987286,0.20183214356873597,6.376555568473393e-24,1.8379132380712576e-30,1.3634846824353043e-15,2.8090201524625036e-39,7.465238500389116e-22,4.053669645206323e-31,9.458820209848792e-05,1.0551473882402114e-21,2.6719846216433257e-31,1.7063091486224296e-30,6.785643037791517e-05,2.6469881909331705e-29,4.387047819057166e-13,1.487851100983077e-40,9.209505859861122e-40,5.083933796968989e-18,2.142452106752707e-23,3.8376702160808505e-53,3.670817560102793e-23,9.741049844575878e-19,1.6231582384799497e-15,4.45828718166296e-13,1.0051741570775478e-16,9.84824698406136e-39,2.1336471009094204e-24,2.5928400054529973e-21,-3.355235975870492e-25,3.106235716545587e-17,7.793984173898903e-19,4.20266230471713e-27,3.3693305607035324e-27,2.0321857647326442e-25,5.414357545509162e-27,1.9570803888816789e-19,2.103328513691797e-37,-2.53418777570999e-21
4.4809555960134244e-11,0.0027792097116130575,0.1557,0.0,0.008015764351248683,0.6423524351483925,0.20183167987315742,6.602927715039905e-24,1.934261382288683e-30,1.3993826690726977e-15,2.997413281862182e-39,7.850311407959446e-22,4.322433082660174e-31,9.512970276192933e-05,1.0790919173402902e-21,2.776182779985371e-31,1.794913533957787e-30,6.832012594464725e-05,2.7431833577026843e-29,4.474919122371754e-13,1.5508868884428729e-40,9.727352774002449e-40,5.254648351091538e-18,2.222595757002581e-23,4.144260300386316e-53,3.8601659057725617e-23,1.0015663164534399e-18,1.634345728237747e-15,4.488185059296859e-13,1.017690704122751e-16,1.0520851327929486e-38,2.234557396303374e-24,-2.053581822192238e-21,-2.8553531871688404e-25,3.163335043068503e-17,8.003796859125263e-19,4.431600791329463e-27,3.5685800325204245e-27,2.1543257244582044e-25,5.811527906242447e-27,2.0220921368920105e-19,2.217739570073941e-37,2.1150116822744873e-21
4.51193082833041e-11,0.0027792097116130575,0.1557,0.0,0.008014761275662068,0.6423521654016953,0.20183121629095918,6.83565815562458e-24,2.0349501444060078e-30,1.4359376884681777e-15,3.1970220880840516e-39,8.25200540420663e-22,4.606771489717771e-31,9.566919614742584e-05,1.1034431413074795e-21,2.8837509009016863e-31,1.887461252657762e-30,6.878370813094107e-05,2.842224844041009e-29,4.563880408218484e-13,1.6161327008978375e-40,1.0269968159942184e-39,5.429760569085584e-18,2.3050591009235898e-23,4.472841784539532e-53,4.057687170280843e-23,1.029596104531704e-18,1.6455318119253716e-15,4.5180689575154847e-13,1.0302585015450486e-16,1.1233875115688118e-38,2.3394333999168665e-24,2.93393509763203e-20,-5.769039246839128e-25,3.220983265024572e-17,8.217656872319288e-19,4.671252725146912e-27,3.778046566739659e-27,2.2828320703569517e-25,6.2342675460244186e-27,2.0887439439074878e-19,2.337455918059438e-37,-2.9274657762854295e-20
4.542906060647396e-11,0.0027792097116130575,0.1557,0.0,0.008013760323741135,0.64235189666021,0.20183075282200297,7.074878004589037e-24,2.140144348556827e-30,1.4731560216624285e-15,3.408431406630653e-39,8.670893267707552e-22,4.907455711439844e-31,9.62066791093967e-05,1.128206628776498e-21,2.9947779120482264e-31,1.9840996546466405e-30,6.924717707516719e-05,2.9441795235625477e-29,4.653936177202126e-13,1.6836641452303994e-40,1.0838322147476377e-39,5.60934801655705e-18,2.3898880963785103e-23,4.824815311741459e-53,4.263662999329538e-23,1.0582017007281163e-18,1.6567164925233111e-15,4.547938917607635e-13,1.0428795400892644e-16,1.1989412638166115e-38,2.4483985479327993e-24,-1.2923515296614854e-19,9.275307654366936e-25,3.279177696539198e-17,8.43561014786742e-19,4.9220486374591576e-27,3.998161499755552e-27,2.417985314216704e-25,6.684613878818875e-27,2.157063408493873e-19,2.4626796788618717e-37,1.2930085665439448e-19
4.573881292964382e-11,0.0027792097116130575,0.1557,0.0,0.008012761498366421,0.6423516289254456,0.20183028946615011,7.320720063618775e-24,2.2500139820024003e-30,1.5110439216482463e-15,3.6322523767073555e-39,9.107562178173576e-22,5.225288057614358e-31,9.674214862860339e-05,1.153388033850419e-21,3.109354666229755e-31,2.0849806070337964e-30,6.971053291585212e-05,3.049115528936328e-29,4.745090891916874e-13,1.753526456688833e-40,1.1433413984349771e-39,5.793488924599237e-18,2.4771295871787343e-23,5.201659792646501e-53,4.478382119878422e-23,1.0873904863004577e-18,1.6678997730161805e-15,4.57779497547607e-13,1.0555494204806872e-16,1.2789649716218704e-38,2.561579056687416e-24,-3.504317654066307e-22,-2.8079527516382555e-25,3.3379177032734895e-17,8.657702750467814e-19,5.184402429068952e-27,4.229399218315342e-27,2.5600760450827622e-25,7.163648933159368e-27,2.2270782908937594e-19,2.5936208580058942e-37,4.1994125837383427e-22
4.6048565252813677e-11,0.0027792097116130575,0.1557,0.0,0.008011764802285316,0.6423513621988495,0.20182982622326204,7.573318828212488e-24,2.364734323967012e-30,1.5496076219235986e-15,3.869123402298357e-39,9.562613927287358e-22,5.561103290222227e-31,9.727560181151367e-05,1.1789930964079649e-21,3.2275739650223934e-31,2.1902606036921788e-30,7.017377579167064e-05,3.157102272730392e-29,4.837348964467812e-13,1.8257977374765287e-40,1.205627260696382e-39,5.982262186436763e-18,2.5668303212841444e-23,5.604936065115333e-53,4.702140443815068e-23,1.1171698674587058e-18,1.679081656392538e-15,4.607637171577344e-13,1.0682705655716252e-16,1.3636865690112467e-38,2.6791039582602607e-24,-1.382947682580086e-20,-1.4367156747074671e-25,3.397202178363612e-17,8.883980802986883e-19,5.4587712856904854e-27,4.4722238413292775e-27,2.7094051288853806e-25,7.673620866928527e-27,2.2988165424590347e-19,2.730493562319748e-37,1.389359587101507e-20
4.6358317575983535e-11,0.0027792097116130575,0.1557,0.0,0.008010770238141446,0.6423510964818053,0.2018293630931999,7.832810495405322e-24,2.4844860779961496e-30,1.58885334763953e-15,4.119711182366696e-39,1.003666512075257e-21,5.915769627583578e-31,9.780703589046614e-05,1.2050276469711986e-21,3.3495305943872356e-31,2.3001008776771e-30,7.063690584143892e-05,3.268210468924576e-29,4.930714766377414e-13,1.90054428088623e-40,1.2707957217173016e-39,6.175747353919498e-18,2.6590377252532677e-23,6.0362907770841305e-53,4.9352411673038355e-23,1.1475472861322397e-18,1.6902621456447177e-15,4.637465544005048e-13,1.0810419247058946e-16,1.453343813718974e-38,2.8011051360080974e-24,3.4047247175975814e-20,-6.053950198333417e-25,3.457029732925986e-17,9.114490569839653e-19,5.745615757085875e-27,4.727124406472416e-27,2.866284037013212e-25,8.212530279299355e-27,2.3723063299750017e-19,2.873519405570184e-37,-3.397851247015302e-20
4.666806989915339e-11,0.0027792097116130575,0.1557,0.0,0.00800977780843935,0.6423508317756347,0.20182890007582477,8.099332970672047e-24,2.6094555087350175e-30,1.628787307966862e-15,4.3847117722032776e-39,1.053034738735324e-21,6.290189803110234e-31,9.833644822205604e-05,1.2314976063551074e-21,3.475321368075055e-31,2.4146675173028587e-30,7.109992320410719e-05,3.38251215538849e-29,5.025192625307382e-13,1.9778309524630872e-40,1.3389557869184715e-39,6.374024633940827e-18,2.753799601662274e-23,6.497460520027896e-53,5.1779948735815395e-23,1.178530207798165e-18,1.7014412437686592e-15,4.667280130720326e-13,1.0938626268536499e-16,1.54818437420637e-38,2.9277173600328605e-24,8.57510872167779e-22,-3.1150288105269293e-25,3.517397751111341e-17,9.349278354791275e-19,6.0454052400266145e-27,4.994610232203347e-27,3.031035130521074e-25,8.783725963793265e-27,2.447576016124012e-19,3.0229261706274147e-37,-7.760212340700759e-22
4.694684699000626e-11,0.0027792097116130575,0.1557,0.0,0.00800888644861575,0.6423505944054209,0.20182848345641954,8.345329899275813e-24,2.7265476492330844e-30,1.6653214229683956e-15,4.6361350733504845e-39,1.0991980302504528e-21,6.644832253218861e-31,9.881118864127179e-05,1.2556978103632234e-21,3.5918929402633115e-31,2.5219598136041705e-30,7.151654259798241e-05,3.4881747315448294e-29,5.111177048283994e-13,2.0496194728164032e-40,1.4029502930015072e-39,6.556638258143666e-18,2.8413091917725154e-23,6.9395162921928735e-53,5.40498923817548e-23,1.2069387317676866e-18,1.7115012451444658e-15,4.694101503827352e-13,1.1054431918714506e-16,1.6381856396819703e-38,3.0457245479238795e-24,-1.4607608251887064e-21,-2.9500371816634137e-25,3.572189443579751e-17,9.564283392597892e-19,6.326686636059523e-27,5.246540561219329e-27,3.186317243769681e-25,9.330134409409123e-27,2.5168641246805984e-19,3.163041467441074e-37,1.549930066065841e-21
4.722562408085913e-11,0.0027792097116130575,0.1557,0.0,0.008007996821257602,0.6423503578559114,0.20182806692807673,8.597237825299853e-24,2.8481655089791253e-30,1.7024225071476982e-15,4.9003722980625107e-39,1.1470520375935773e-21,7.0169442465315e-31,9.928428765086956e-05,1.2802600086735992e-21,3.711723774522221e-31,2.6333471888798823e-30,7.193307092942632e-05,3.59653790387534e-29,5.198068800198889e-13,2.123575358639131e-40,1.4695427721288424e-39,6.743258374740933e-18,2.9309623553952156e-23,7.408606768761333e-53,5.640297181627729e-23,1.2358492605624044e-18,1.7215601243246194e-15,4.720911769656348e-13,1.117063089544328e-16,1.732789850907929e-38,3.167680600740963e-24,2.0325905440114215e-20,-4.867501020780742e-25,3.6274168041757983e-17,9.782825086930599e-19,6.61921527101901e-27,5.509483185321599e-27,3.3484968658292567e-25,9.909994456922188e-27,2.5876379806991627e-19,3.3086904901226534e-37,-2.023648552216291e-20
4.7504401171712e-11,0.0027792097116130575,0.1557,0.0,0.00800710892794015,0.6423501221279426,0.20182765049069468,8.855160854025853e-24,2.974456990195109e-30,1.7400950429098915e-15,5.177996327811302e-39,1.1966460084889542e-21,7.407259854068651e-31,9.975574357985751e-05,1.3051887090226453e-21,3.8348888088085654e-31,2.748961285066093e-30,7.234950829998193e-05,3.707657029778462e-29,5.285870945254928e-13,2.1997497582995543e-40,1.5388193341348328e-39,6.9339448007933646e-18,3.0227947605783705e-23,7.906202183215759e-53,5.884160863751462e-23,1.2652672942101782e-18,1.7316178834999269e-15,4.747710955905666e-13,1.1287218104555545e-16,1.8321998807686063e-38,3.2936899043743844e-24,-6.417284534900019e-21,-2.235911473279299e-25,3.683078828130223e-17,1.0004937396817999e-18,6.923365480765163e-27,5.783845243486136e-27,3.5178327382421226e-25,1.0521096120617012e-26,2.6599186334399694e-19,3.460053136845986e-37,6.505855126686497e-21
4.778317826256487e-11,0.0027792097116130575,0.1557,0.0,0.008006222770156708,0.6423498872223096,0.2018272341441718,9.119204227031299e-24,3.105573999747412e-30,1.778343503504477e-15,5.4696021521045545e-39,1.248030226938815e-21,7.8165385087888365e-31,0.00010022555483717207,1.3304884819630155e-21,3.9614644038670374e-31,2.8689372313944946e-30,7.276585481126208e-05,3.821588392946913e-29,5.374586518909776e-13,2.2781978571148983e-40,1.6108682604017945e-39,7.12875777382047e-18,3.116842334096702e-23,8.433842966649454e-53,6.136827539887803e-23,1.2951983504261907e-18,1.7416745248631274e-15,4.774499090621592e-13,1.1404191818626622e-16,1.93662606609174e-38,3.4238588267474415e-24,-3.92538327277061e-21,-2.493976187579748e-25,3.739173911355227e-17,1.0230654331913914e-18,7.239522777685735e-27,6.070044421198268e-27,3.694591471613541e-25,1.116328248784066e-26,2.7337272582574794e-19,3.6173138672385206e-37,4.017332105971996e-21
4.8061955353417735e-11,0.0027792097116130575,0.1557,0.0,0.008005338349315133,0.642349653139768,0.20182681788840642,9.389474325799502e-24,3.2416725375151465e-30,1.8171723472442673e-15,5.775807594682097e-39,1.3012560251639607e-21,8.245565683335592e-31,0.00010069371991114795,1.356163960911659e-21,4.091528367517676e-31,2.9934137191650193e-30,7.31821105649452e-05,3.938389217646e-29,5.464218528431614e-13,2.3589756191971858e-40,1.6857800393991358e-39,7.327757949502068e-18,3.2131412619520014e-23,8.993142656886875e-53,6.39854961961814e-23,1.3256479636067946e-18,1.7517300506087939e-15,4.801276201694792e-13,1.1521548475578888e-16,2.0462864270337558e-38,3.558295738553252e-24,6.561546643978056e-21,-3.4752493918590955e-25,3.795700565066859e-17,1.046000995197673e-18,7.568083581616357e-27,6.368510799830354e-27,3.879047715299052e-25,1.1840925666833398e-26,2.809085147051037e-19,3.780661809695798e-37,-6.464776677570687e-21
4.8340732444270604e-11,0.0027792097116130575,0.1557,0.0,0.008004455666745925,0.6423494198810342,0.20182640172329688,9.666078674879686e-24,3.382912786495022e-30,1.85658601527201e-15,6.097254055636271e-39,1.3563757954256411e-21,8.695153577777821e-31,0.00010116023736925353,1.3822198426334133e-21,4.225159979973469e-31,3.122533077951614e-30,7.3598275662771e-05,4.058117683181873e-29,5.554769953038135e-13,2.4421366889970683e-40,1.7636474023090882e-39,7.531006399347359e-18,3.311727973960837e-23,9.58579091380844e-53,6.669584724892674e-23,1.3566216828595784e-18,1.761784462933226e-15,4.828042316624781e-13,1.1639282111351948e-16,2.1614068512881515e-38,3.6971110339399e-24,-3.2040031783983778e-21,-2.587041946875723e-25,3.852657424650612e-17,1.069303835235749e-18,7.909452946328765e-27,6.679688754373622e-27,4.071484348856563e-25,1.255433218026758e-26,2.8860137030730115e-19,3.950290736402275e-37,3.3063854769151093e-21
4.861950953512347e-11,0.0027792097116130575,0.1557,0.0,0.00800357472369972,0.6423491874467855,0.2018259856487412,9.949125944989574e-24,3.5294592043774224e-30,1.8965889340233615e-15,6.434607274910415e-39,1.4134430017895646e-21,9.16614181806966e-31,0.00010162510585757302,1.4086608882727833e-21,4.362440014755491e-31,3.256441353009309e-30,7.40143502065359e-05,4.180832938532275e-29,5.646243743297711e-13,2.527739005988759e-40,1.844565358620589e-39,7.73856460833044e-18,3.4126391482209635e-23,1.0213556631614819e-52,6.950195747874361e-23,1.3881250737172322e-18,1.7718377640343453e-15,4.854797463326248e-13,1.1757391179194657e-16,2.2822213742471997e-38,3.8404171511441115e-24,8.899570133754056e-23,-2.916483713362629e-25,3.910043196722234e-17,1.092977367961287e-18,8.264047465331467e-27,7.004034360606496e-27,4.272192668601587e-25,1.3306185780254086e-26,2.9645344424559883e-19,4.126399207749366e-37,1.835495866075022e-23
4.889828662597634e-11,0.0027792097116130575,0.1557,0.0,0.008002695521350073,0.6423489558376594,0.2018255696646377,1.0238725956432932e-23,3.681480616618291e-30,1.937185517448046e-15,6.788558119801234e-39,1.4725121918946084e-21,9.659398168080818e-31,0.0001020883241004198,1.4354919245771323e-21,4.503450762933749e-31,3.395288383894193e-30,7.44303342980892e-05,4.306595117199309e-29,5.738642821729591e-13,2.6158426391874934e-40,1.9286312318239606e-39,7.950494472495412e-18,3.5159117127065064e-23,1.087829115401539e-52,7.240650908805936e-23,1.4201637201867775e-18,1.7818899561115995e-15,4.881541669676264e-13,1.187587289917305e-16,2.4089724613472104e-38,3.988328593069097e-24,5.97969152337214e-23,-2.8762723924665115e-25,3.9678566627709114e-17,1.1170250147895791e-18,8.632295231041897e-27,7.342016510678579e-27,4.481472569406383e-25,1.4099050960273405e-26,3.0446689983176804e-19,4.30919072100185e-37,5.141708316326118e-23
4.917706371682921e-11,0.0027792097116130575,0.1557,0.0,0.00800181806079438,0.6423487250542549,0.20182515377088442,1.0534989682579386e-23,3.8391503111420725e-30,1.978380165615554e-15,7.1598233835828e-39,1.5336390086526754e-21,1.0175819253294525e-30,0.00010254989089990104,1.4627178445421405e-21,4.6482760589474375e-31,3.539227884410901e-30,7.484622803932884e-05,4.435465352316113e-29,5.831970083193585e-13,2.7065041612181234e-40,2.0159446953427127e-39,8.166858296539103e-18,3.6215828307393157e-23,1.1581931601554321e-52,7.541223813538332e-23,1.4527432207026037e-18,1.7919410413658664e-15,4.908274962989225e-13,1.1994720489209114e-16,2.5419111333060633e-38,4.140961947802928e-24,7.657741060076332e-22,-2.943624497929465e-25,4.0260961641730255e-17,1.1414502000840536e-18,9.014633755817142e-27,7.694118923037494e-27,4.699632740317035e-25,1.4933110586015014e-26,3.1264391184037284e-19,4.498873650181655e-37,-6.500833628696567e-22
4.945584080768208e-11,0.0027792097116130575,0.1557,0.0,0.008000942343051189,0.6423484950971323,0.2018247379673794,1.0838029253192865e-23,4.00264613477402e-30,2.020177262533095e-15,7.549146608777352e-39,1.5968802018676763e-21,1.0716331296547744e-30,0.00010300980513538702,1.4903436077043985e-21,4.797001304339977e-31,3.688417523971129e-30,7.52620315321975e-05,4.567505791983203e-29,5.926228394060581e-13,2.799784171820923e-40,2.1066078086467594e-39,8.387718791355364e-18,3.7296899042528596e-23,1.2326504316934856e-52,7.852193510661382e-23,1.4858691882875696e-18,1.8019910219993574e-15,4.934997371012855e-13,1.211393241756658e-16,2.681297242824414e-38,4.298435909072829e-24,-8.469108202543494e-22,-2.7863835157209733e-25,4.084759998364373e-17,1.1662563519475804e-18,9.41151245328533e-27,8.060838274719336e-27,4.926990856099352e-25,1.5811110118561502e-26,3.2098666587798676e-19,4.695661383340001e-37,9.674943218705038e-22
4.9734617898534946e-11,0.0027792097116130575,0.1557,0.0,0.008000068369062379,0.6423482659668138,0.20182432225402067,1.1147957957589341e-23,4.17215059141485e-30,2.062581176069986e-15,7.957298943403942e-39,1.6622936398273242e-21,1.1281890867795164e-30,0.00010346806576309029,1.5183742410038982e-21,4.949713493481682e-31,3.843019010374986e-30,7.567774487867842e-05,4.702779614818357e-29,6.021420592764682e-13,2.8957471525487085e-40,2.200725053464669e-39,8.613139071544144e-18,3.840270574758527e-23,1.3114128430479936e-52,8.173844548500775e-23,1.5195472541472445e-18,1.8120399002155158e-15,4.961708921625175e-13,1.2233506985981173e-16,2.8273998306331966e-38,4.460871296632634e-24,5.600335748254029e-22,-2.930360395143523e-25,4.143847032423744e-17,1.1914469056505947e-18,9.823392911948764e-27,8.442685041224816e-27,5.163873767052216e-25,1.6734639005372232e-26,3.2949735854928544e-19,4.899772525416282e-37,-4.340031886657879e-22
5.0013394989387814e-11,0.0027792097116130575,0.1557,0.0,0.007999196139692865,0.6423480376637828,0.2018239066307063,1.1464890247661667e-23,4.3478509419409835e-30,2.105596258566727e-15,8.38508000584226e-39,1.729938320793337e-21,1.1873485644838386e-30,0.00010392467181557952,1.5468148397709668e-21,5.106501238819411e-31,4.003198173999416e-30,7.609336818079109e-05,4.841351045733444e-29,6.1175494905179e-13,2.994452961722135e-40,2.298403370071442e-39,8.843182652904642e-18,3.953362710640176e-23,1.3947019547189573e-52,8.506467031615455e-23,1.5537830624681232e-18,1.8220876782189233e-15,4.988409641949438e-13,1.2353436476167041e-16,2.9804972104388453e-38,4.628391076581009e-24,-6.026786474356282e-22,-2.8141003333151275e-25,4.2033556873247265e-17,1.2170252983914094e-18,1.0250747104148416e-26,8.840185018110623e-27,5.410617705014202e-25,1.7706398231664567e-26,3.381781974950654e-19,5.111430798644853e-37,7.340727190308858e-22
5.029217208024068e-11,0.0027792097116130575,0.1557,0.0,0.007998325655732282,0.6423478101884849,0.20182349109733405,1.1788941740884754e-23,4.529939305826637e-30,2.149226846638804e-15,8.83331877160722e-39,1.799874384410924e-21,1.2492135185877628e-30,0.00010437962240133826,1.5756705682509235e-21,5.2674547968483635e-31,4.169125053386927e-30,7.650890154058758e-05,4.9832853719370676e-29,6.214617870241365e-13,3.0959645998797315e-40,2.3997521936570153e-39,9.077913449893066e-18,4.069004409136944e-23,1.4827493557012072e-52,8.850356676898064e-23,1.5885822700738553e-18,1.832134358215202e-15,5.015099559506548e-13,1.247371904346253e-16,3.140877247564696e-38,4.801120381607205e-24,8.870229954020323e-22,-2.959176336876493e-25,4.26328399980897e-17,1.2429949696398605e-18,1.0694059184062343e-26,9.253877990675519e-27,5.667568484275025e-25,1.8728018254801898e-26,3.4703140070447895e-19,5.33086515623663e-37,-7.500965278868757e-22
5.057094917109355e-11,0.0027792097116130575,0.1557,0.0,0.00799745691789451,0.6423475835413284,0.20182307565380198,1.2120229223400068e-23,4.7186127645069155e-30,2.1934772607577593e-15,9.302874502107739e-39,1.872163123095627e-21,1.3138891716355772e-30,0.00010483291670426887,1.604946660372481e-21,5.43266609286625e-31,4.340973982246489e-30,7.692434506014822e-05,5.128648959168624e-29,6.312628486967198e-13,3.2003512110495952e-40,2.504883490821523e-39,9.317395773042608e-18,4.1872339958618054e-23,1.5757970572952893e-52,9.205814869563979e-23,1.6239505531986986e-18,1.842179942410916e-15,5.041778702191389e-13,1.2594354478045812e-16,3.3088378352912154e-38,4.9791865311614226e-24,-1.1347520062663826e-21,-2.7569759001147516e-25,4.3236308070576683e-17,1.2693593675542144e-18,1.1153825911812041e-26,9.684318631079328e-27,5.935081697058999e-25,1.980226862993241e-26,3.5605919687148774e-19,5.558310062169705e-37,1.2771721236776625e-21
5.084972626194642e-11,0.0027792097116130575,0.1557,0.0,0.00799658992681891,0.6423473577226839,0.20182266030000792,1.2458870653018715e-23,4.914073466539779e-30,2.23835180465001e-15,9.794637679900859e-39,1.9468669933121392e-21,1.3814840927227547e-30,0.00010528455398323181,1.6346484206232645e-21,5.6022287491261625e-31,4.518923677916548e-30,7.733969884157785e-05,5.277509268179194e-29,6.411584068988344e-13,3.3076764993296916e-40,2.6139117961942443e-39,9.561694326376082e-18,4.3080900147159204e-23,1.6740979002854243e-52,9.573148718609152e-23,1.659893600309084e-18,1.8522244330134817e-15,5.068447096953119e-13,1.271533413455203e-16,3.4846869129669874e-38,5.162719051546274e-24,1.4349148433532658e-21,-3.0072146109200223e-25,4.384394519335805e-17,1.2961219416197143e-18,1.1630555565095169e-26,1.0132077565139649e-26,6.213522925353504e-25,2.09308248892433e-26,3.6526382557789386e-19,5.79400535286884e-37,-1.2865746418889554e-21
5.112850335279929e-11,0.0027792097116130575,0.1557,0.0,0.007995724683069774,0.6423471327328848,0.20182224503584983,1.2804985162065987e-23,5.116528734613385e-30,2.2838547647777587e-15,1.0309530960726402e-38,2.0240496267671896e-21,1.4521102785556755e-30,0.00010573453357153819,1.6647812244702003e-21,5.776238110914441e-31,4.703157331330572e-30,7.775496298700177e-05,5.429934871438825e-29,6.511487316574075e-13,3.4180055817117885e-40,2.7269542491283307e-39,9.810874204785634e-18,4.4316112285382187e-23,1.7779159757376175e-52,9.952671111845392e-23,1.6964171091268852e-18,1.8622678322310716e-15,5.095104771018593e-13,1.2836655383708515e-16,3.6687426923270214e-38,5.351849695926752e-24,-1.9992099940730155e-21,-2.6688568719159855e-25,4.445572858005348e-17,1.3232861409457672e-18,1.2124769141481285e-26,1.0597740441326578e-26,6.503267951824353e-25,2.2116906773152512e-26,3.746475360189917e-19,6.038196299097363e-37,2.153484390851422e-21
5.1407280443652157e-11,0.0027792097116130575,0.1557,0.0,0.007994861187137969,0.6423469085722272,0.2018218298612255,1.3158693060225333e-23,5.326191174382582e-30,2.3299904105805296e-15,1.0848510180029837e-38,2.103775841558812e-21,1.5258832359040723e-30,0.00010618285487648977,1.695350519150879e-21,5.954791273231897e-31,4.893862698464269e-30,7.817013759856175e-05,5.585995470067211e-29,6.612340902070326e-13,3.5314123836901346e-40,2.844130630455734e-39,1.0065000891366026e-17,4.557836616936125e-23,1.8875270597246124e-52,1.0344700770721062e-22,1.7335267980541208e-18,1.8723101422725176e-15,5.121751752307121e-13,1.295831994586019e-16,3.8613343170065187e-38,5.5467124642552074e-24,2.9252002940732014e-21,-3.150679940827141e-25,4.5071647359878456e-17,1.3508554251405552e-18,1.263700054620683e-26,1.1081908840205436e-26,6.804702965330285e-25,2.3361989269555705e-26,3.842125875535994e-19,6.291133988148055e-37,-2.764470846215022e-21
5.1686057534505025e-11,0.0027792097116130575,0.1557,0.0,0.007993999439440088,0.6423466852409708,0.20182141477603274,1.352011583733939e-23,5.543278785172856e-30,2.3767629943635224e-15,1.1412565366944716e-38,2.186111653211172e-21,1.6029220652252446e-30,0.00010662951737885555,1.7263618247075346e-21,6.137987108191617e-31,5.09123219329774e-30,7.858522277841222e-05,5.745761911021168e-29,6.714147471598816e-13,3.647965203483254e-40,2.965563399325865e-39,1.032414025475106e-17,4.686805368922137e-23,2.003219062532125e-52,1.074956230457905e-22,1.7712283979586674e-18,1.8823513653472215e-15,5.148388067630749e-13,1.3080318396068246e-16,4.062801820571925e-38,5.747443623108936e-24,-4.369782000084866e-21,-2.4346814538003953e-25,4.569168689963685e-17,1.3788332552877322e-18,1.3167796181379426e-26,1.1585200998067949e-26,7.118224778150845e-25,2.467017883471003e-26,3.9396125051326898e-19,6.553075156731153e-37,4.536715894484666e-21
5.1964834625357894e-11,0.0027792097116130575,0.1557,0.0,0.007993139440320813,0.6423464627393387,0.20182099978016943,1.3889376166074284e-23,5.768015072596105e-30,2.424176750419943e-15,1.2002721763078306e-38,2.27112428562561e-21,1.6833495455717992e-30,0.00010707452063242233,1.7578207343101434e-21,6.325926294914344e-31,5.29546298233103e-30,7.900021862871638e-05,5.909306204518419e-29,6.816909643630574e-13,3.767730991575998e-40,3.091377730113001e-39,1.0588358546423886e-17,4.8185568821219547e-23,2.125292492584672e-52,1.1167586264502723e-22,1.8095276444233302e-18,1.8923915036650605e-15,5.175013743844773e-13,1.3202646666374142e-16,4.273496223592592e-38,5.954181725437267e-24,6.7429010993887756e-21,-3.520160601987299e-25,4.6315819660583574e-17,1.4072230882816503e-18,1.37177158524715e-26,1.2108251297022902e-26,7.444241043654682e-25,2.6042023268812963e-26,4.0389580411561344e-19,6.8242821599294794e-37,-6.5689576016524275e-21
5.224361171621076e-11,0.0027792097116130575,0.1557,0.0,0.007992281190050826,0.642346241067518,0.20182058487353347,1.4266597904608125e-23,6.0006291630555144e-30,2.4722358949479707e-15,1.2620040910550225e-38,2.358882181967743e-21,1.767292220827053e-30,0.00010751786426343344,1.7897329148849443e-21,6.51871134294908e-31,5.506757080624397e-30,7.941512525164225e-05,6.076701541681116e-29,6.920630008579187e-13,3.89078836573072e-40,3.221701549384283e-39,1.0857722397968328e-17,4.9531307594053703e-23,2.2540609354225708e-52,1.1599109196847403e-22,1.848430295125823e-18,1.9024305594362953e-15,5.201628808886408e-13,1.3325308848826183e-16,4.4937804512931106e-38,6.16706763021548e-24,-1.077134248649354e-20,-1.804578472519174e-25,4.694403479358986e-17,1.4360283936880606e-18,1.4287332723756323e-26,1.265171105132298e-26,7.783170472562244e-25,2.7483617753557096e-26,4.1401853698338904e-19,7.105023482361122e-37,1.0951580198475801e-20
