Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),CHOX2(61),SX(53),CH3OX(46),CH3X(55),CH4(41),CH2OX2(52),CHX(32),SX(406),SX(420),C2HOX(418),C2H4O(376),CH2X(63),SX(57),CH4X(383)
8.630740591185045e-09,0.0027792097116130575,0.1557,0.0,0.005365779021916709,0.6423335483738886,0.1992194593639378,2.6562848142066183e-15,9.476035770009038e-18,5.5392139097985155e-11,8.103718650869365e-23,6.997330773083971e-13,4.599228430707723e-18,0.00013289456740204196,9.574359261143837e-16,1.4634836226833736e-21,3.191435604290384e-19,0.002680532054390628,2.813041692951072e-19,8.454311134716e-09,2.5362018640701615e-30,9.137165912563745e-30,5.686018773523135e-11,2.933269744314581e-17,2.12184606347669e-37,3.393379168946894e-14,1.0367718394446926e-12,2.289919443439667e-13,1.1787480456332043e-11,3.826186580538707e-15,4.759496670585317e-25,4.5064209050132886e-15,3.5604777368587825e-23,4.198814273246643e-16,1.806113042404674e-15,4.818480088838637e-13,1.9482381923144635e-16,2.5463016384516377e-16,3.127969122903232e-14,4.638470617041042e-13,1.4122075078257726e-14,8.834281542234458e-29,4.84294657404748e-14
8.671041927584198e-09,0.0027792097116130575,0.1557,0.0,0.005365308386804157,0.6423335543974977,0.19921897663443164,2.687184010451411e-15,9.653761800376016e-18,5.5667591302903703e-11,8.302780914079694e-23,7.093653300263868e-13,4.6896490907269405e-18,0.00013288247329575132,9.664590132836672e-16,1.4853521940629956e-21,3.2389867757047175e-19,0.002681014737881789,2.850335852890529e-19,8.49946020945859e-09,2.5700262536476262e-30,9.300751336420687e-30,5.742067487475e-11,2.9615600586212774e-17,2.1723117260829463e-37,3.439980125838034e-14,1.0433597269818389e-12,2.2996711721814363e-13,1.1788569464269407e-11,3.826485235590482e-15,4.84523956541265e-25,4.5570420935156115e-15,2.6718903726903174e-23,4.2724959678662215e-16,1.8061505326535382e-15,4.823860402113802e-13,1.9609451647677155e-16,2.560452812058162e-16,3.144921820009066e-14,4.691606150166375e-13,1.4071273082030611e-14,5.044191386396417e-26,4.9077098205792084e-14
8.71134326398335e-09,0.0027792097116130575,0.1557,0.0,0.005364848225337394,0.6423335602865612,0.19921850464763458,2.7182784606365744e-15,9.834103995853949e-18,5.594308345731802e-11,8.505929472694869e-23,7.190896258242467e-13,4.781425552544064e-18,0.0001328706482531659,9.755321896470138e-16,1.5071648920556376e-21,3.2870199186791293e-19,0.002681486678639202,2.887961455183455e-19,8.544631055263554e-09,2.600481168930151e-30,9.453557357879407e-30,5.798394153624754e-11,2.989999004296794e-17,2.2258790924829566e-37,3.48702527781457e-14,1.0499549621858903e-12,2.3094221048394187e-13,1.1789633883822237e-11,3.826783588201036e-15,4.932172512442792e-25,4.6079674332321535e-15,-1.4011885233288204e-23,4.347160952501934e-16,1.806190870698679e-15,4.828982310957597e-13,1.97240509556763e-16,2.56649934906245e-16,3.1618659930331254e-14,4.745020860318738e-13,1.4020838314425777e-14,1.8497475952151254e-25,4.973080400101715e-14
8.751644600382502e-09,0.0027792097116130575,0.1557,0.0,0.005364398304399152,0.6423335660440711,0.19921804316444494,2.7495683758009696e-15,1.0017097516300006e-17,5.621861602765606e-11,8.713035869204248e-23,7.289064553741106e-13,4.8745729217245775e-18,0.00013285908628915845,9.846554495077363e-16,1.5289491160700039e-21,3.335611876160284e-19,0.002681948115764284,2.925919945372088e-19,8.58982378363601e-09,2.637260787271959e-30,9.597268997780347e-30,5.854998815397966e-11,3.0185866247204396e-17,2.278462622560637e-37,3.534516988401187e-14,1.056557556889013e-12,2.3191722602504434e-13,1.1790674281350228e-11,3.8270815933197195e-15,5.02030859518973e-25,4.659197142724178e-15,3.718200474966284e-23,4.4228184282039154e-16,1.8062342448217157e-15,4.833847323321019e-13,1.9786062519632247e-16,2.5862823962828233e-16,3.178632094760489e-14,4.798712240604242e-13,1.3970762188493346e-14,-1.1228827548450243e-26,5.039061517616669e-14
8.791945936781654e-09,0.0027792097116130575,0.1557,0.0,0.005363958396063162,0.6423335716729538,0.1992175919510838,2.781053967334506e-15,1.0202764853750337e-17,5.649418947235207e-11,8.924302228000695e-23,7.388163094727808e-13,4.969105886281877e-18,0.00013284778155174358,9.938288114031799e-16,1.5515126550372341e-21,3.384711832323188e-19,0.0026823992830360024,2.964212766046567e-19,8.635038507604706e-09,2.6732130868115944e-30,9.767404965387353e-30,5.911881516148743e-11,3.0473229606028205e-17,2.331849598906875e-37,3.582457621716728e-14,1.0631675234715326e-12,2.3289216568328303e-13,1.1791691166221486e-11,3.827379324964635e-15,5.1096610439876535e-25,4.710731439791266e-15,4.9061876933984615e-23,4.49947764464582e-16,1.8062805926037866e-15,4.838456972770741e-13,1.9913546995348634e-16,2.6047590103769193e-16,3.1952564716405115e-14,4.852678191636125e-13,1.3921041039409387e-14,-2.0015315925769096e-26,5.105656403669219e-14
8.832247273180806e-09,0.0027792097116130575,0.1557,0.0,0.005363528277476717,0.6423335771760702,0.19921715077897595,2.8127354469925874e-15,1.0391131999235755e-17,5.676980424008603e-11,9.139859165914128e-23,7.488196790408818e-13,5.0650368158792554e-18,0.00013283672831897485,1.0030522868749569e-15,1.5740368423850981e-21,3.4342989530649183e-19,0.0026828404090293977,3.002841356865444e-19,8.680275341358232e-09,2.702785277869253e-30,9.927019937468602e-30,5.969042299167957e-11,3.0762080514874686e-17,2.3886935109552454e-37,3.6308495424703215e-14,1.0697848747297324e-12,2.3386703125957164e-13,1.1792685111999366e-11,3.827676826959616e-15,5.200243091312331e-25,4.762570541491644e-15,-3.724684529183638e-23,4.577147900117736e-16,1.8063295425358778e-15,4.842812818238769e-13,2.0055106195063757e-16,2.604192339057415e-16,3.211947359790531e-14,4.906919039239043e-13,1.3871671633046698e-14,2.785314786149362e-25,5.172868281640014e-14
8.872548609579959e-09,0.0027792097116130575,0.1557,0.0,0.005363107730745731,0.6423335825562173,0.19921671942463418,2.844613026910183e-15,1.0582235292523804e-17,5.7045460771043285e-11,9.35955817793617e-23,7.589170551149597e-13,5.162381154926513e-18,0.00013282592099612148,1.0123258671281623e-15,1.5964906083656244e-21,3.4844567423761413e-19,0.002683271717231492,3.041807154237524e-19,8.72553439679537e-09,2.7406216338004578e-30,1.0075249883961592e-29,6.026481207691384e-11,3.10524193674369e-17,2.444491240140322e-37,3.679695115922825e-14,1.0764096239125877e-12,2.3484182451481453e-13,1.1793656657351483e-11,3.8279740188785915e-15,5.292068229592019e-25,4.814714664169469e-15,2.6080484104987618e-23,4.655838541452098e-16,1.806381346889938e-15,4.846916433619922e-13,2.0085170090944107e-16,2.6230581872813276e-16,3.228454362719126e-14,4.961432234787923e-13,1.3822643916561032e-14,1.5043720808010064e-26,5.240700344210425e-14
8.912849945979111e-09,0.0027792097116130575,0.1557,0.0,0.005362696542828858,0.6423335878161303,0.1992162976695462,2.8766869196156977e-15,1.0776097704105382e-17,5.732115949843361e-11,9.583606958372059e-23,7.691089288443673e-13,5.261155146126065e-18,0.00013281535411299036,1.021649569141958e-15,1.6197596561953645e-21,3.5351342976338613e-19,0.002683693426154533,3.0811115915725747e-19,8.770815787255194e-09,2.7796485751349547e-30,1.0252037907716054e-29,6.084198284908116e-11,3.1344246540247554e-17,2.5009267853596687e-37,3.7289967078717783e-14,1.083041784820916e-12,2.358165471707989e-13,1.1794606256218156e-11,3.828270984081981e-15,5.385150112455716e-25,4.867164023478007e-15,9.376414316083678e-23,4.735558964103527e-16,1.806436049686836e-15,4.850769416100042e-13,2.0196607773826833e-16,2.65125829126608e-16,3.244702953897634e-14,5.016214294386243e-13,1.3773953899268911e-14,-1.7085642262896419e-25,5.309155823333305e-14
8.949121148738349e-09,0.0027792097116130575,0.1557,0.0,0.005362334303234413,0.6423335924494634,0.1992159261206497,2.9057214464672887e-15,1.095295346919622e-17,5.7569324781930756e-11,9.789110558959947e-23,7.783628167191365e-13,5.3512849786674814e-18,0.00013280604507100692,1.0300837651596539e-15,1.6405859814554053e-21,3.5811628087480096e-19,0.0026840649334809244,3.116776304702949e-19,8.81158823031374e-09,2.807306194023337e-30,1.0397848745588891e-29,6.136381524297914e-11,3.1608163815638227e-17,2.5545487511011197e-37,3.7737599921906546e-14,1.0890170783881803e-12,2.3669373859104397e-13,1.1795442588532721e-11,3.828538105134156e-15,5.470009699916803e-25,4.914629601869057e-15,5.199433655446623e-24,4.80819561205149e-16,1.8064872938821494e-15,4.854024157051887e-13,2.0325090263113278e-16,2.6487569907513796e-16,3.2594732090615534e-14,5.065749687491743e-13,1.373043074010065e-14,1.2858846715601408e-25,5.371301450388013e-14
8.985392351497587e-09,0.0027792097116130575,0.1557,0.0,0.005361979326861655,0.642333596989482,0.1992155620215799,2.9349153146705043e-15,1.1132088406472535e-17,5.7817524890966435e-11,9.998230856354508e-23,7.876940038129793e-13,5.442592796008651e-18,0.00013279692263450243,1.0385585645624748e-15,1.6615998447876233e-21,3.6276262096249265e-19,0.0026844289909599113,3.152717515612003e-19,8.852378941476315e-09,2.8400252971487202e-30,1.0545745553847037e-29,6.188790146717038e-11,3.187328719359531e-17,2.608454651082753e-37,3.81889629359207e-14,1.0949983975463333e-12,2.375708753914142e-13,1.1796261938883682e-11,3.8288050280726725e-15,5.555908563640401e-25,4.9623427523415005e-15,1.6003611008210546e-23,4.881680950322301e-16,1.806540737157939e-15,4.857078391300245e-13,2.039192276242016e-16,2.6601570525858404e-16,3.274092942094762e-14,5.115500784233594e-13,1.368716329381712e-14,7.499125235465089e-26,5.4339569869658356e-14
9.021663554256824e-09,0.0027792097116130575,0.1557,0.0,0.005361631468055538,0.6423336014380564,0.19921520522294223,2.9642686800281262e-15,1.1313526970840397e-17,5.806576012387274e-11,1.0210937164394054e-22,7.971028483923309e-13,5.5350895535004885e-18,0.00013278798306325676,1.0470739666417347e-15,1.6829428496773115e-21,3.674552877738773e-19,0.002684785747986049,3.1889362626818994e-19,8.893188003672297e-09,2.8733250567469976e-30,1.070128216715152e-29,6.241424183590394e-11,3.213961693106459e-17,2.662524849967544e-37,3.8644073377807574e-14,1.100985753199403e-12,2.384479587492399e-13,1.179706464216086e-11,3.829071798746374e-15,5.642856835949134e-25,5.0103036307550775e-15,3.563990984038564e-23,4.95602192918043e-16,1.806596317883112e-15,4.859933325978939e-13,2.0489845694687493e-16,2.676728006482008e-16,3.288547752141284e-14,5.165467133733351e-13,1.3644152526396435e-14,2.749199292835556e-26,5.4971247873112885e-14
9.054307636740138e-09,0.0027792097116130575,0.1557,0.0,0.005361324362621089,0.6423336053651039,0.1992148902249784,2.9908232079221362e-15,1.1478808295607175e-17,5.828920210748756e-11,1.0405506768178996e-22,8.056375018227757e-13,5.619362941420291e-18,0.00013278009076808515,1.054772550767401e-15,1.702214844619753e-21,3.7171719097924743e-19,0.0026851007084816364,3.2217712850100178e-19,8.92993191854481e-09,2.9010299922809325e-30,1.0837879470957206e-29,6.288987572097406e-11,3.238034534034278e-17,2.712478845578653e-37,3.905689109173922e-14,1.1063795437553e-12,2.3923728903197807e-13,1.1797773138872918e-11,3.8293117783986474e-15,5.722015983930704e-25,5.053680357214933e-15,-6.191124698476803e-24,5.02366615293073e-16,1.8066479898595704e-15,4.862333380100875e-13,2.0585215922387048e-16,2.680229399432504e-16,3.301576960977459e-14,5.210621339882614e-13,1.3605673195237398e-14,1.64093585480389e-25,5.5544157382375754e-14
9.086951719223453e-09,0.0027792097116130575,0.1557,0.0,0.005361022804696688,0.6423336092208769,0.1992145809170552,3.017507168941256e-15,1.1645988039201519e-17,5.85126729900072e-11,1.0603085495973206e-22,8.142356093296314e-13,5.7046170098263756e-18,0.00013277234100288987,1.0625040328662552e-15,1.7215768995969912e-21,3.7601531231284453e-19,0.002685409978919721,3.2548327051883535e-19,8.966690825816898e-09,2.9325380263730147e-30,1.0973270941375358e-29,6.336733594652414e-11,3.262205128459702e-17,2.763358266483799e-37,3.9472770787535084e-14,1.1117782412970124e-12,2.4002657778619854e-13,1.179846868970027e-11,3.829551619946088e-15,5.802040938997836e-25,5.09725798229629e-15,2.663981942442786e-23,5.092014212720412e-16,1.8067013097239126e-15,4.864573892271934e-13,2.0604474519696913e-16,2.6909039005041184e-16,3.314534846763484e-14,5.255948707899146e-13,1.3567404361584633e-14,6.448680101236378e-27,5.612125225515225e-14
9.119595801706767e-09,0.0027792097116130575,0.1557,0.0,0.005360726694059276,0.642333613006662,0.19921427719637494,3.0443206772844256e-15,1.1815078422221891e-17,5.873617297889608e-11,1.080378896408534e-22,8.228974322186187e-13,5.790860281192497e-18,0.0001327647311939312,1.0702684180647818e-15,1.7413867264400062e-21,3.803473453231984e-19,0.002685713662097936,3.2881212762291734e-19,9.00346478682342e-09,2.9659958042766885e-30,1.112307962411626e-29,6.384662274150625e-11,3.2864734939669444e-17,2.814368501587791e-37,3.9891725051720567e-14,1.117181854375527e-12,2.408158258221232e-13,1.179915150229745e-11,3.829791362994785e-15,5.882939463455722e-25,5.1410366188187276e-15,1.2329249047688318e-22,5.161071241517674e-16,1.8067563918000635e-15,4.866655763120803e-13,2.0675757035347282e-16,2.71997588402795e-16,3.327214383493177e-14,5.301445054009374e-13,1.352933187748836e-14,-2.7639465423095354e-25,5.6702549599791364e-14
9.15223988419008e-09,0.0027792097116130575,0.1557,0.0,0.005360435932297022,0.6423336167237232,0.19921397896199733,3.0712638473531455e-15,1.1986095679024864e-17,5.895970227795394e-11,1.1007645692033087e-22,8.316232318339625e-13,5.8780987136700585e-18,0.0001327572588139056,1.0780657067912434e-15,1.761305825740246e-21,3.8471382795626743e-19,0.0026860118589563946,3.321637749661449e-19,9.040253864300498e-09,2.989394285536957e-30,1.1271163379198834e-29,6.432773633494476e-11,3.310839647879578e-17,2.8665318550808197e-37,4.031376647264363e-14,1.1225903916625075e-12,2.4160503393536797e-13,1.1799821827066126e-11,3.830031075489708e-15,5.964719182009403e-25,5.185016379355185e-15,-1.3446119149750568e-23,5.23084239325907e-16,1.8068128598006514e-15,4.868579912111863e-13,2.0911474649077592e-16,2.718873594728626e-16,3.339958375878464e-14,5.347112361658387e-13,1.3491461659441259e-14,2.8351490497751092e-25,5.728806680766963e-14
9.184883966673395e-09,0.0027792097116130575,0.1557,0.0,0.005360150422774225,0.6423336203733013,0.19921368611480583,3.0983367937572786e-15,1.2159057350898917e-17,5.91832610878111e-11,1.1214640704528214e-22,8.404132695570348e-13,5.966340000059881e-18,0.00013274992138107917,1.0858958961492555e-15,1.781030484807379e-21,3.8911715082242345e-19,0.0026863046686115997,3.355382875648312e-19,9.07705811921429e-09,3.020831917225224e-30,1.1405359467234218e-29,6.481067695596436e-11,3.335303607228188e-17,2.9197870010897236e-37,4.073890764040888e-14,1.1280038619891304e-12,2.423942029072087e-13,1.1800479943186925e-11,3.830270621841106e-15,6.047387911286084e-25,5.229197376248297e-15,-1.6737344952084338e-23,5.301332842717895e-16,1.8068708036069245e-15,4.87034726391146e-13,2.089901014673923e-16,2.718953678563091e-16,3.3528492969548615e-14,5.392951257956889e-13,1.345379565947661e-14,1.9300594953175581e-25,5.787782060431156e-14
9.214263640908376e-09,0.0027792097116130575,0.1557,0.0,0.005359897876406069,0.6423336236012308,0.1992134270779014,3.1228134991837385e-15,1.2316398554426343e-17,5.938448941218991e-11,1.1403638153409729e-22,8.483794431506914e-13,6.046622744988371e-18,0.00013274343105637484,1.0929711968701737e-15,1.799146614803455e-21,3.9311227561435615e-19,0.002686563671718668,3.385949605830714e-19,9.110194974692923e-09,3.05292955363487e-30,1.1537919526225487e-29,6.52468858128912e-11,3.357404808004978e-17,2.968079059465512e-37,4.1124195382043274e-14,1.1328802104848925e-12,2.431044221503373e-13,1.180106194373367e-11,3.830486133892632e-15,6.122556448980284e-25,5.269132423212126e-15,1.0394336670661549e-22,5.365393540591525e-16,1.8069244280670697e-15,4.871804578384504e-13,2.0883459768396605e-16,2.743442457512888e-16,3.364163105686465e-14,5.434349437755621e-13,1.3420058676131166e-14,-2.383490713728916e-25,5.841223542289273e-14
9.243643315143358e-09,0.0027792097116130575,0.1557,0.0,0.005359649439483719,0.6423336267763593,0.19921317225603014,3.1473955002989927e-15,1.2475338767358146e-17,5.958574194340617e-11,1.1595247004973176e-22,8.563980519569974e-13,6.127732102113379e-18,0.000132737046318476,1.100073151158513e-15,1.817459468609618e-21,3.971369488450266e-19,0.0026868184597787135,3.4167026959094743e-19,9.143344217117092e-09,3.0750319264102245e-30,1.1673890139034164e-29,6.568457491486153e-11,3.3795852565918995e-17,3.017099400406803e-37,4.1512013298544885e-14,1.1377605687445194e-12,2.4381461086023044e-13,1.1801634349201606e-11,3.830701655234937e-15,6.198457251552709e-25,5.30923064403623e-15,-1.4805388328412047e-23,5.430044880055196e-16,1.8069791536081766e-15,4.873136323103354e-13,2.1098368779808803e-16,2.743690324198548e-16,3.3754197748243035e-14,5.475884679534881e-13,1.3386489605058586e-14,2.564218631474892e-25,5.895010853683893e-14
9.27302298937834e-09,0.0027792097116130575,0.1557,0.0,0.0053594050451293476,0.642333629899545,0.1992129215805956,3.1720828811007753e-15,1.2635889282958285e-17,5.978701882148149e-11,1.1789510829224401e-22,8.644692865961427e-13,6.209673110676305e-18,0.00013273076544978956,1.1072017607240844e-15,1.83567041149284e-21,4.011907562814784e-19,0.002687069101387958,3.44764268992129e-19,9.176505892268273e-09,3.103154800724927e-30,1.180064424371581e-29,6.612374442910442e-11,3.401844964766596e-17,3.0668392920242974e-37,4.190237057155549e-14,1.1426449435532484e-12,2.445247695776614e-13,1.1802197367812912e-11,3.8309170592036955e-15,6.275096077677766e-25,5.34949212016467e-15,-4.1479376704948685e-23,5.495290676967987e-16,1.807035014725971e-15,4.874343189668243e-13,2.111571386347509e-16,2.7420777234858286e-16,3.3868190328691293e-14,5.517556705703915e-13,1.3353085986461966e-14,2.6937116568430164e-25,5.949145207595503e-14
9.299464696189823e-09,0.0027792097116130575,0.1557,0.0,0.005359188492208271,0.6423336326667001,0.19921269946211298,3.1943916929959745e-15,1.2781771436091563e-17,5.99681889423646e-11,1.19666332755874e-22,8.71778550423649e-13,6.284135489673339e-18,0.00013272520007905674,1.1136402988417726e-15,1.8523623168024056e-21,4.048644347254676e-19,0.0026872911894157644,3.475648936331726e-19,9.206362067209058e-09,3.1299269634419732e-30,1.1924758719943686e-29,6.652026288279241e-11,3.421946478614754e-17,3.1121213414345523e-37,4.2255870856537636e-14,1.1470443207124888e-12,2.4516388721966717e-13,1.180269614266411e-11,3.831110884327796e-15,6.344706844478751e-25,5.385867099170514e-15,1.8694470597747863e-23,5.55452332019289e-16,1.807086430192468e-15,4.875323157279097e-13,2.1158142141651406e-16,2.7600127960247447e-16,3.396833323593971e-14,5.555174264347781e-13,1.3323139534655562e-14,8.609856175914151e-26,5.998163876457089e-14
9.325906403001306e-09,0.0027792097116130575,0.1557,0.0,0.005358975113244056,0.6423336353930723,0.19921248059913965,3.216785992034924e-15,1.2928976556764409e-17,6.014937899569366e-11,1.2145933320362576e-22,8.791307345883054e-13,6.359280436983474e-18,0.00013271971626066886,1.1201004270313943e-15,1.8691077463199808e-21,4.0856251287234297e-19,0.002687510021922909,3.503807410198141e-19,9.23622838177581e-09,3.1551911340683497e-30,1.2046895409045308e-29,6.691798072816284e-11,3.4421122104257075e-17,3.157963895969206e-37,4.261144215310541e-14,1.15144696193437e-12,2.458029813806453e-13,1.1803187533142245e-11,3.8313046734327855e-15,6.414924424181395e-25,5.422374440022861e-15,1.8669177117985893e-23,5.6142433770437815e-16,1.807138727370876e-15,4.876203036437771e-13,2.122530124002376e-16,2.768774445888657e-16,3.4068579402979146e-14,5.592901231822232e-13,1.3293321263441233e-14,8.706785425338383e-26,6.047465580332414e-14
9.352348109812789e-09,0.0027792097116130575,0.1557,0.0,0.00535876486170996,0.6423336380792597,0.19921226494395386,3.2392658397594813e-15,1.3077513223862729e-17,6.033058907982543e-11,1.2327432283662675e-22,8.865259780965236e-13,6.43511263375087e-18,0.00013271431279965944,1.126582145983277e-15,1.8859502633612353e-21,4.122850139771282e-19,0.002687725646631067,3.53211850622395e-19,9.266104868570472e-09,3.180600425371651e-30,1.2169803234976371e-29,6.731689808739793e-11,3.4623421683968096e-17,3.204385205372399e-37,4.296909115676286e-14,1.1558528723744585e-12,2.4644205243685044e-13,1.1803671644854827e-11,3.831498424353864e-15,6.485753143862339e-25,5.459014201826606e-15,1.8688076377157927e-23,5.674453657790917e-16,1.8071919438205537e-15,4.876983337535135e-13,2.1283145438128553e-16,2.7762175344906494e-16,3.4168520006767066e-14,5.63073671188603e-13,1.3263629445409588e-14,8.769325964932228e-26,6.09705122151502e-14
9.376145645943124e-09,0.0027792097116130575,0.1557,0.0,0.0053585782713777156,0.6423336404629568,0.19921207355806694,3.2595708977824916e-15,1.3212341662621422e-17,6.049369536216809e-11,1.249268391579106e-22,8.932186278922167e-13,6.503952809686069e-18,0.00013270951741678255,1.1324341537228855e-15,1.9012091512121243e-21,4.1565603211160277e-19,0.0026879170050782635,3.557729310358851e-19,9.293002431179552e-09,3.203608580014949e-30,1.228151761711386e-29,6.767694939612707e-11,3.4806040506329716e-17,3.2466324103666106e-37,4.3292757233956316e-14,1.1598209912641003e-12,2.4701719693939477e-13,1.180410121175065e-11,3.831672770101289e-15,6.550025110891553e-25,5.492103256147682e-15,1.9973717789639896e-23,5.729064381843361e-16,1.807240628493242e-15,4.877600893185819e-13,2.1340303444514196e-16,2.7839335098009816e-16,3.425790993271434e-14,5.66488050367871e-13,1.3237011319009089e-14,8.536918350255675e-26,6.14192181559707e-14
9.399943182073459e-09,0.0027792097116130575,0.1557,0.0,0.0053583941441664295,0.6423336428150039,0.19921188469859,3.279945345175813e-15,1.3348261769209925e-17,6.065681801809607e-11,1.2659755226058238e-22,8.999463697164574e-13,6.573356262997826e-18,0.00013270478532300924,1.1383036505829997e-15,1.916539494011157e-21,4.1904678510957172e-19,0.002688105837106202,3.5834643446290555e-19,9.319908284074411e-09,3.226407109400453e-30,1.2393117773938504e-29,6.803797249937948e-11,3.498917968455019e-17,3.2893262877109606e-37,4.361811655965619e-14,1.1637917662924606e-12,2.475923232939767e-13,1.1804525051000281e-11,3.831847089707043e-15,6.614798815287144e-25,5.52529966222213e-15,7.612179198879143e-24,5.784076532243119e-16,1.8072900296565815e-15,4.878138583086705e-13,2.1401151771901512e-16,2.7893976533521756e-16,3.434707798190263e-14,5.699111174203405e-13,1.321049218655158e-14,1.2147443264936872e-25,6.187023798061077e-14
9.423740718203794e-09,0.0027792097116130575,0.1557,0.0,0.005358212447556301,0.642333645135819,0.199211698332168,3.3003892270129168e-15,1.348527990919164e-17,6.081995711676008e-11,1.2828660594438106e-22,9.06709304932052e-13,6.643326134717563e-18,0.00013270011568309396,1.1441906364371557e-15,1.9319726801466034e-21,4.2245740106280266e-19,0.0026882921760698507,3.609323895571344e-19,9.346822451284433e-09,3.249850993244759e-30,1.250659541060691e-29,6.839996748649705e-11,3.517283927624635e-17,3.3324907951537955e-37,4.394517401616097e-14,1.1677652013445236e-12,2.481674317636105e-13,1.1804943235641894e-11,3.832021383807382e-15,6.6800774693729015e-25,5.55860346297311e-15,1.6546803612536584e-23,5.839492176379251e-16,1.8073401681407533e-15,4.878596784213476e-13,2.14472211232466e-16,2.797091189818397e-16,3.443578735392067e-14,5.733428077702839e-13,1.3184069395516313e-14,9.539245596152459e-26,6.232357827361809e-14
9.447538254334129e-09,0.0027792097116130575,0.1557,0.0,0.005358033149456918,0.6423336474258141,0.19921151442588633,3.320902588434905e-15,1.3623402488823912e-17,6.098311272659902e-11,1.2999414522961597e-22,9.135075349100117e-13,6.713865657642098e-18,0.00013269550767280972,1.1500951113035173e-15,1.947507726989531e-21,4.258879962003885e-19,0.002688476054883785,3.6353082493237864e-19,9.373744956807406e-09,3.273434693707439e-30,1.2621345992412756e-29,6.876293444691058e-11,3.5357019338472366e-17,3.376125247318192e-37,4.4273934486154505e-14,1.1717413003456369e-12,2.487425226078471e-13,1.1805355843453993e-11,3.832195655823814e-15,6.745864305014872e-25,5.592014701275601e-15,2.783270142500799e-23,5.895313387548474e-16,1.807391032534524e-15,4.878975875777457e-13,2.1500526280709799e-16,2.80630036391344e-16,3.45238933637937e-14,5.767830775862507e-13,1.3157741918537124e-14,6.45907510142018e-26,6.277924567320003e-14
9.471335790464464e-09,0.0027792097116130575,0.1557,0.0,0.0053578562182016246,0.6423336496853959,0.199211332947265,3.341485474651228e-15,1.3762635912755118e-17,6.114628491534141e-11,1.317203248357373e-22,9.203411610293883e-13,6.784978093862882e-18,0.00013269096047880473,1.1560170753356597e-15,1.963102268303059e-21,4.2933864056161903e-19,0.002688657506027991,3.661417691632393e-19,9.400675824676083e-09,3.2964480792510386e-30,1.27351720915453e-29,6.912687347014088e-11,3.5541719927683234e-17,3.420217613434246e-37,4.4604402852698045e-14,1.175720067261079e-12,2.493175960828199e-13,1.1805762953536372e-11,3.832369908276885e-15,6.812162572697395e-25,5.625533419957377e-15,1.082953765350499e-23,5.951542244951685e-16,1.8074425755055135e-15,4.879276240800293e-13,2.156526579841276e-16,2.811379698828122e-16,3.461185934589711e-14,5.802319425225158e-13,1.313151221815398e-14,1.147299491286215e-25,6.323724682934923e-14
9.495133326594799e-09,0.0027792097116130575,0.1557,0.0,0.005357681622541928,0.6423336519149653,0.19921115386425287,3.362137930940368e-15,1.3902986562434494e-17,6.130947374990637e-11,1.3346530773164696e-22,9.272102846771195e-13,6.8566666943327394e-18,0.00013268647329845704,1.161956528602655e-15,1.9787951750122644e-21,4.328093624095971e-19,0.0026888365615535957,3.687652507858803e-19,9.427615078953625e-09,3.3201393969499534e-30,1.2850762760897865e-29,6.949178464580939e-11,3.572694109960856e-17,3.4647807951204676e-37,4.4936583999222756e-14,1.179701506094404e-12,2.498926524412899e-13,1.1806164634247901e-11,3.8325441407506996e-15,6.878975541949729e-25,5.659159661800201e-15,1.5930134186127584e-23,6.008180833685689e-16,1.807494825421719e-15,4.879498261939014e-13,2.161021296903007e-16,2.818122678792826e-16,3.469945123778691e-14,5.836893311231872e-13,1.3105377699049411e-14,9.942503532690009e-26,6.369758831091006e-14
9.518930862725134e-09,0.0027792097116130575,0.1557,0.0,0.005357509331641927,0.6423336541149188,0.19921097714522193,3.3828600026505102e-15,1.4044460840296282e-17,6.147267929649441e-11,1.3522926228036976e-22,9.341150072478737e-13,6.9289346948918086e-18,0.0001326820453397354,1.167913471072741e-15,1.994601179570493e-21,4.3630020774128485e-19,0.002689013253088524,3.7140129829814063e-19,9.45456274374157e-09,3.344173923814774e-30,1.296822759277918e-29,6.98576680636491e-11,3.591268290949066e-17,3.5098328011780724e-37,4.527048280952224e-14,1.1836856208872375e-12,2.5046769193269103e-13,1.1806560959151254e-11,3.832718356540491e-15,6.946306502813928e-25,5.692893469541344e-15,3.191853132662407e-23,6.065231244756524e-16,1.807547785774351e-15,4.879642323107187e-13,2.165998882272647e-16,2.8277945467146727e-16,3.478633178003387e-14,5.871551695775882e-13,1.3079335574916122e-14,5.516377957254262e-26,6.416027674786468e-14
