Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),CHOX2(61),SX(53),CH3OX(46),CH3X(55),CH4(41),CH2OX2(52),CHX(32),SX(406),SX(420)
1.6419577170001135e-09,0.0005284065757894736,0.1557,0.0,0.0004520798210960678,0.6423856361913185,0.20082570658355858,6.189438689348595e-18,1.4156678925900574e-23,3.809573512248682e-12,1.1699156315172924e-29,1.820679876987658e-15,1.3369595177195045e-21,2.8727317568375474e-05,3.478405768226172e-21,1.9215970336620994e-27,7.047456076311952e-25,0.0010742931197636884,1.1240044115072807e-24,2.911610003893455e-10,6.287355558124114e-36,2.1603279208711664e-33,4.563896135082979e-13,1.2932172894914053e-19,3.2146741733081853e-44,5.690046505554694e-17,3.108293764725844e-14,3.0972873214369164e-14,1.1883884521024533e-12,4.002326028061657e-16,1.1672534376772109e-33,1.243840575687008e-17,1.0941434937589742e-23,1.8126968709392255e-21,2.9949825225341135e-16,3.051824737854656e-14,1.2784054597253484e-16,4.4304082680443693e-16
1.644222229439781e-09,0.0005284065757894736,0.1557,0.0,0.0004515985215109117,0.6423856516303156,0.20082519440571117,6.209340501099103e-18,1.4173393086494024e-23,3.811567028928928e-12,1.1728373644390253e-29,1.8234526649902954e-15,1.3412807760832702e-21,2.8696439308875438e-05,3.470891671641041e-21,1.9139933881335977e-27,7.035137245430994e-25,0.0010748052973489554,1.124912085713688e-24,2.9142087676275273e-10,6.285628334515849e-36,2.163693145549665e-33,4.572464032027591e-13,1.2936615954053718e-19,3.223090706337974e-44,5.698677667238612e-17,3.1125043602435395e-14,3.0996673180074377e-14,1.187689862511453e-12,3.9957616861543416e-16,1.1701209390617055e-33,1.2469104234561101e-17,1.0945345624284463e-23,1.8154533530839763e-21,2.9871177932639744e-16,3.0558006600903237e-14,1.2835034918785386e-16,4.448976482142603e-16
1.6464867418794484e-09,0.0005284065757894736,0.1557,0.0,0.00045111844205919516,0.6423856670316093,0.200824683523404,6.229269239319402e-18,1.4190079311546233e-23,3.813555335578508e-12,1.1757584759107367e-29,1.8262234673068443e-15,1.3456073704002034e-21,2.8665636455945724e-05,3.463404527714066e-21,1.9091242254482283e-27,7.022853638795021e-25,0.0010753161793944533,1.1258178224519486e-24,2.916803483112354e-10,6.284267566429429e-36,2.1670579920508698e-33,4.581030332437557e-13,1.2941047309858908e-19,3.231484731678501e-44,5.707302515401122e-17,3.116710049219894e-14,3.102044782731454e-14,1.186991844581845e-12,3.989214337735492e-16,1.1729889457838582e-33,1.2499815100212132e-17,1.0949247297319868e-23,1.818207857237041e-21,2.979282110969474e-16,3.0597711772535434e-14,1.2800187107916174e-16,4.476177627758295e-16
1.6487512543191158e-09,0.0005284065757894736,0.1557,0.0,0.0004506395796398601,0.6423856823952936,0.2008241739333486,6.249224872635354e-18,1.420673064441393e-23,3.815538451428685e-12,1.1786800672856901e-29,1.828992286662234e-15,1.3499392934533398e-21,2.8634908822449867e-05,3.455944230672361e-21,1.9172705707828315e-27,7.010535029506231e-25,0.0010758257691885467,1.1267216268287334e-24,2.919394160615389e-10,6.285124421321152e-36,2.1704314115200152e-33,4.589595030541868e-13,1.2945467066659875e-19,3.239900919382489e-44,5.715921058690983e-17,3.120910837923488e-14,3.1044197220271934e-14,1.1862944029266445e-12,3.9826839552124907e-16,1.175857159233366e-33,1.2530538299190525e-17,1.0953140047485558e-23,1.82096038626519e-21,2.9714753685267293e-16,3.0637362929401497e-14,1.2938232140028182e-16,4.486139878929752e-16
1.6510157667587833e-09,0.0005284065757894736,0.1557,0.0,0.00045016193115978125,0.6423856977214618,0.200823665632265,6.269207369712986e-18,1.422335356733748e-23,3.817516395639771e-12,1.1816031018627267e-29,1.8317591257865777e-15,1.3542765380626764e-21,2.860425622172712e-05,3.448510685553422e-21,1.9114521658072576e-27,6.998246221450802e-25,0.0010763340700112155,1.1276235039396743e-24,2.9219808103819983e-10,6.283363193057101e-36,2.1737910431941656e-33,4.598158120642074e-13,1.2949875735609724e-19,3.2483435126101697e-44,5.724533305772893e-17,3.125106732650647e-14,3.1067921422965674e-14,1.1855975421069963e-12,3.9761704803121093e-16,1.1787257966816074e-33,1.256127377716849e-17,1.0957023952180708e-23,1.8237109430532953e-21,2.9636974575972163e-16,3.06769601629526e-14,1.3035157553058358e-16,4.500264201953642e-16
1.6532802791984507e-09,0.0005284065757894736,0.1557,0.0,0.0004496854935331075,0.6423857130102067,0.20082315861688166,6.289216699258687e-18,1.423995119671598e-23,3.819489187300496e-12,1.1845253125405357e-29,1.834523987430024e-15,1.3586190970786511e-21,2.8573678467609123e-05,3.441103766405342e-21,1.9029123759417083e-27,6.986018082402038e-25,0.0010768410851340806,1.1285234588691444e-24,2.9245634426654763e-10,6.281359720283376e-36,2.1771452593844613e-33,4.606719597111847e-13,1.2954272993841223e-19,3.256752982043191e-44,5.733139265374032e-17,3.129297739725695e-14,3.10916204992522e-14,1.1849012666545335e-12,3.9696738988540237e-16,1.1815950226948643e-33,1.2592021480122492e-17,1.0960899089703057e-23,1.8264595305046516e-21,2.9559482692512087e-16,3.071650355595135e-14,1.2929053907526062e-16,4.534741334437131e-16
1.6553183403941514e-09,0.0005284065757894736,0.1557,0.0,0.0004492577324049416,0.6423857267381573,0.20082270339961306,6.307248011778508e-18,1.4254862862719068e-23,3.821260310083153e-12,1.1871543595965766e-29,1.8370106744569794e-15,1.362531938123872e-21,2.854622232926632e-05,3.434460209332065e-21,1.9082925777134594e-27,6.975017755251287e-25,0.0010772963021685972,1.1293317790324526e-24,2.92688438521933e-10,6.281949470722884e-36,2.1801733997533933e-33,4.614423541688093e-13,1.2958220876041512e-19,3.2643074516736667e-44,5.740879260497663e-17,3.133065472400917e-14,3.1112928237478456e-14,1.1842751229455672e-12,3.9638413994719453e-16,1.1841776514785773e-33,1.2619704820728917e-17,1.0964379289099122e-23,1.8289315778410476e-21,2.948998466586778e-16,3.075204658347625e-14,1.3064700040282333e-16,4.542699928802564e-16
1.6573564015898521e-09,0.0005284065757894736,0.1557,0.0,0.00044883094733721285,0.6423857404359378,0.2008222492187451,6.3253010105266455e-18,1.4269749099430757e-23,3.82302728851739e-12,1.1897847920995007e-29,1.8394957640078386e-15,1.366449072899622e-21,2.8518826531206213e-05,3.4278380676444296e-21,1.907750017888983e-27,6.964015665349023e-25,0.0010777504828028042,1.1301385500274208e-24,2.929202089310296e-10,6.281058354961111e-36,2.1831947529845654e-33,4.622126170723231e-13,1.2962159881645586e-19,3.2719023074623656e-44,5.748614176352031e-17,3.1368292558741257e-14,3.113421572123009e-14,1.1836494602548022e-12,3.9580225228176393e-16,1.1867605058841463e-33,1.264739798109407e-17,1.0967852519058219e-23,1.831402034520633e-21,2.9420717638616624e-16,3.078754609074719e-14,1.314633052066608e-16,4.556100590174318e-16
1.6593944627855529e-09,0.0005284065757894736,0.1557,0.0,0.0004484051360970223,0.6423857541036159,0.20082179607191006,6.3433756727746146e-18,1.4284609565674475e-23,3.824790136370216e-12,1.1924164253316307e-29,1.8419792581248786e-15,1.370370496258518e-21,2.8491490938696782e-05,3.421237260929184e-21,1.9038902409076664e-27,6.953008721601691e-25,0.0010782036294044231,1.130943775539056e-24,2.931516562356368e-10,6.280032793700171e-36,2.1862109003229532e-33,4.629827480263632e-13,1.2966089934588347e-19,3.279525132201942e-44,5.756344019415882e-17,3.1405890948132424e-14,3.115548299672204e-14,1.1830242817984595e-12,3.9522172534577433e-16,1.1893435747470524e-33,1.2675100922461443e-17,1.0971318836813817e-23,1.8338709026957445e-21,2.93516808355795e-16,3.0823002131016875e-14,1.3138196551928935e-16,4.578518134781908e-16
1.6614325239812536e-09,0.0005284065757894736,0.1557,0.0,0.00044798029645636543,0.6423857677412586,0.2008213439567456,6.36147197582085e-18,1.4299445247793075e-23,3.826548867362471e-12,1.1950481596242924e-29,1.8444611588611454e-15,1.3742962030739404e-21,2.8464215417323902e-05,3.414657702303622e-21,1.9036489603151928e-27,6.942006867133011e-25,0.001078655744335746,1.131747459244342e-24,2.9338278117738893e-10,6.279487924245649e-36,2.189228426360636e-33,4.637527466401857e-13,1.2970011143088237e-19,3.287144680616686e-44,5.764068796201517e-17,3.144344993903624e-14,3.117673011006355e-14,1.182399590762538e-12,3.9464255678235866e-16,1.1919269176038996e-33,1.270281360627129e-17,1.0974778299110019e-23,1.836338184529537e-21,2.928287346174141e-16,3.0858414732197773e-14,1.3214274908631195e-16,4.592555070932603e-16
1.6637279136439026e-09,0.0005284065757894736,0.1557,0.0,0.0004475029765504754,0.6423857830649292,0.20082083598922973,6.381879027089053e-18,1.4316126196573662e-23,3.8285247458814155e-12,1.1980123232419112e-29,1.8472545225904794e-15,1.3787226976229999e-21,2.8433567809981454e-05,3.407272746142173e-21,1.9025593567786358e-27,6.929639394783521e-25,0.001079163711589502,1.1326507756576476e-24,2.9364270321656534e-10,6.278595126754355e-36,2.1926239191811725e-33,4.646198074187434e-13,1.2974416948389505e-19,3.2957205568577953e-44,5.772762856148145e-17,3.1485704065238706e-14,3.120063582973836e-14,1.1816966129188779e-12,3.939918847669591e-16,1.1948368254810689e-33,1.2734036949813157e-17,1.0978666422315032e-23,1.8391150921167996e-21,2.9205652118377566e-16,3.0898246641553765e-14,1.3271287587297837e-16,4.611279942025803e-16
1.6660233033065517e-09,0.0005284065757894736,0.1557,0.0,0.00044702688309700893,0.6423857983506818,0.20082032932400332,6.402313467833708e-18,1.4332777530003488e-23,3.8304954391163255e-12,1.2009766405317734e-29,1.850045870762138e-15,1.3831546118436702e-21,2.840299603953469e-05,3.399914535953084e-21,1.900877133683988e-27,6.917295678669693e-25,0.0010796703765541741,1.1335521462271189e-24,2.9390221834353086e-10,6.27770440662967e-36,2.1960163769034542e-33,4.654866992940109e-13,1.2978811716011868e-19,3.304295484811671e-44,5.781450507427133e-17,3.1527908342957686e-14,3.122451609834939e-14,1.1809942618294294e-12,3.933429291222862e-16,1.1977471347958577e-33,1.2765272548131867e-17,1.0982546007598432e-23,1.841889993365727e-21,2.912871971494243e-16,3.093802359473063e-14,1.3324419331208813e-16,4.630444259123321e-16
