Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(262),SX(259),SX(436),C2HOX(464),C2H6O(236),SX(357),OCCO(227),SX(387),SX(190),SX(495),SX(318),SX(533),SX(213),S(309),C2H4O3(79),SX(386),SX(390),SX(718),SX(572),S(233),SX(1093),SX(1139),SX(217),SX(923)
7.20613266261958e-08,0.0028733546784512542,0.0915567593028733,0.0,0.006351292229964548,0.44949817469803766,5.007064236678619e-15,0.45690061120749265,2.6729800417642404e-15,1.6284643568297877e-18,2.7929693894320748e-11,5.2671275486936245e-17,4.7060891129763236e-29,0.00012107170599738185,3.713124017018682e-15,1.2543413703668862e-20,2.8574550340835855e-18,1.6109326638848416e-16,1.1055954519027609e-09,1.1284587962958675e-15,2.3405047381640104e-22,2.6301708932865225e-15,2.4476107495062554e-17,2.180576231206834e-22,1.0276535970556897e-28,2.8728227424330108e-18,0.001983917777124582,5.3775866530892704e-17,2.2774580054000887e-20,-5.848449836540385e-29,4.459494596802467e-19,4.8961223455391846e-18,3.8263116589609837e-23,6.371654613898474e-20,-7.457848334954528e-34,1.6868331834396962e-36,-4.7143225874213965e-30,1.1337575869000756e-25,1.2445665653348276e-24,7.00116444698562e-35,5.912570950005358e-38,-1.6817785147539623e-35,2.724709387504858e-19,-4.190275898459279e-35,-5.179596368740932e-29,-7.809271891569522e-31,-2.0622793879157613e-35,3.05101891607132e-36,1.401776428122886e-41,4.885559260522674e-41,-5.2029477384460144e-39,-3.544951105318802e-29,3.853076258165438e-45,1.6518893487964188e-41,1.1036257633409451e-49,3.4487952376998614e-29,9.693576304540916e-32,2.411319632130083e-55,3.194275393696496e-57,1.959774220920765e-29,3.9348113880234414e-25,2.7470246326260866e-23,2.740331219054389e-33,3.4152113876158215e-38,1.1403853886222826e-34
7.235286318107809e-08,0.0028733546784512542,0.0915567593028733,0.0,0.006347044189613975,0.4494938858504418,5.028056381753157e-15,0.45690061120800923,2.6831491469490327e-15,1.6404677065801251e-18,2.8029735997737802e-11,5.3115089650304435e-17,4.7657351069421633e-29,0.00012099009294024462,3.728965083053504e-15,1.2547967645613977e-20,2.8582254192413577e-18,1.6113311478132213e-16,1.1049787393738117e-09,1.1327631589089554e-15,2.3394678777151194e-22,2.6301195992744703e-15,2.458450640883866e-17,2.190223161671865e-22,1.0308648466514228e-28,2.8936314965618986e-18,0.0019882474311489857,5.3932582651880375e-17,2.2942259844876463e-20,4.3408251932094497e-29,4.515539647172091e-19,4.935215715740055e-18,3.8401504242543305e-23,6.418420914610458e-20,-7.4287313328568965e-34,1.7029205317306547e-36,-4.7235601772850245e-30,1.1380764317999649e-25,1.249314150990721e-24,7.033071730548825e-35,5.983482967252934e-38,-2.056892974360423e-35,2.742387570462077e-19,-4.3428149364095133e-35,-5.189545750401584e-29,-7.824170293368473e-31,-2.0538760439338202e-35,3.099253313031463e-36,1.4184667017419503e-41,4.926977310596565e-41,-5.207931602675411e-39,-3.529881374088332e-29,3.9112882984870084e-45,1.6725400166263327e-41,1.127223056849346e-49,3.4893635639197044e-29,9.823194459499235e-32,2.450932886469148e-55,3.26040931107259e-57,1.977142239496652e-29,3.9862143312426296e-25,2.7713548035712235e-23,2.7669086857207498e-33,3.58927024673444e-38,1.150497850734222e-34
7.293593629084265e-08,0.0028733546784512542,0.0915567593028733,0.0,0.006338605864625862,0.4494853664667626,5.0699721208858784e-15,0.4569006112090478,2.703477340872299e-15,1.6645863839938847e-18,2.8229611891307134e-11,5.400780188050155e-17,4.8865010676494434e-29,0.00012082797843500304,3.760589656270912e-15,1.255705688226537e-20,2.8597765902543534e-18,1.6121253704059046e-16,1.1037402599009735e-09,1.1413669244161215e-15,2.336931693208604e-22,2.6300175493360037e-15,2.480120275580388e-17,2.2095072071843958e-22,1.0372766452560467e-28,2.9353714770922873e-18,0.0019968478718807785,5.424533330688414e-17,2.3279044306571852e-20,4.979420494127522e-29,4.628968477765253e-19,5.013769604237218e-18,3.8678175897144227e-23,6.512401790886806e-20,-7.3667065670036975e-34,1.735345453478441e-36,-4.741791807288155e-30,1.1467090861044086e-25,1.2588038521127394e-24,7.096508790518988e-35,6.126909465261504e-38,-2.0560629621362635e-35,2.7778474318548584e-19,-4.3475195442862656e-35,-5.209321242427573e-29,-7.853746461250222e-31,-2.037174910197896e-35,3.197378424684239e-36,1.4522223330902352e-41,5.010303856787668e-41,-5.217744890011113e-39,-3.4999210792944916e-29,4.029586572009602e-45,1.7143303304749106e-41,1.1756214825618688e-49,3.571390364237904e-29,1.0085925124286662e-31,2.5317848534282152e-55,3.395912414028515e-57,2.0121028730482006e-29,4.090348130122645e-25,2.8203293722462844e-23,2.8158068607869283e-33,3.6545186685506633e-38,1.170853711333651e-34
7.346070208963077e-08,0.0028733546784512542,0.0915567593028733,0.0,0.0063310767356370215,0.449477765013947,5.107618384069075e-15,0.45690061120998804,2.7217614150174066e-15,1.6864206108377147e-18,2.8409264443538394e-11,5.4817029305833626e-17,4.996879996001944e-29,0.00012068333338040835,3.788986353406884e-15,1.256521624460376e-20,2.861184509651432e-18,1.612837465968045e-16,1.1026203347253022e-09,1.1491047000067284e-15,2.3344643617082744e-22,2.629926316522985e-15,2.499611422934972e-17,2.2268520959248843e-22,1.0430352272787392e-28,2.973075552644194e-18,0.0020045216470441015,5.452604214825498e-17,2.3583770995753504e-20,-5.724765419335164e-29,4.732588140566699e-19,5.084884863218728e-18,3.892706647939517e-23,6.597495222806186e-20,-7.307296999705692e-34,1.7648145099123425e-36,-4.758027392755953e-30,1.154472773482516e-25,1.2673383927518704e-24,7.153295139585707e-35,6.257828284093455e-38,-1.6386441035966654e-35,2.8098787098390815e-19,-4.076941215724469e-35,-5.2269585301112e-29,-7.880115458533107e-31,-2.0222659807586331e-35,3.287600506664835e-36,1.483032508997211e-41,5.085872970924126e-41,-5.226427649145277e-39,-3.4731767676606786e-29,4.1382134632903924e-45,1.752501865165297e-41,1.220578413804337e-49,3.6462337591253236e-29,1.0326393786034429e-31,2.6063308142963023e-55,3.521619817868497e-57,2.0438232271073257e-29,4.185592172261954e-25,2.864764344498599e-23,2.857871007606003e-33,3.571399626350454e-38,1.1893231044440207e-34
7.398546788841888e-08,0.0028733546784512542,0.0915567593028733,0.0,0.006323609005601144,0.4494702255509102,5.145191127715453e-15,0.45690061121093306,2.7400349137828665e-15,1.7083752896406126e-18,2.8588695544187017e-11,5.563172852433204e-17,5.108870067692632e-29,0.00012053986998635452,3.817321303544424e-15,1.2573356109074819e-20,2.862603678340381e-18,1.6135474521264008e-16,1.1014958947872334e-09,1.1568372026467896e-15,2.334113074729357e-22,2.6298356623825723e-15,2.5190917047524105e-17,2.2441906269082814e-22,1.048782579127453e-28,3.010908787649762e-18,0.0020121328415984375,5.480603579870022e-17,2.3890029091424787e-20,9.892561563345077e-28,4.837669118671778e-19,5.15639298572741e-18,3.9175853777182316e-23,6.68307200708525e-20,-7.2509130445377705e-34,1.7945643062109922e-36,-4.7741685863964855e-30,1.1622310663580352e-25,1.275867123326064e-24,7.21179465864503e-35,6.390494965380111e-38,-5.573465297482668e-35,2.8420205788703186e-19,-6.335907130730479e-35,-5.244423892651957e-29,-7.906250363602001e-31,-2.0074531924196977e-35,3.379655193002463e-36,1.5142520932452405e-41,5.162061173692295e-41,-5.235057197629268e-39,-3.446650422065606e-29,4.2489094516811787e-45,1.7912096033811463e-41,1.26688982401395e-49,3.7220477509556554e-29,1.0570692768889381e-31,2.682299760120238e-55,3.650962035341845e-57,2.075785627176257e-29,4.28229046756001e-25,2.9095379721952015e-23,2.9250843068896628e-33,5.024630793668599e-38,1.207933600467569e-34
7.4510233687207e-08,0.0028733546784512542,0.0915567593028733,0.0,0.006316202173137354,0.4494627475714297,5.1826906348024894e-15,0.45690061121188225,2.758297962144884e-15,1.7304501744796456e-18,2.876790700268832e-11,5.645188995508664e-17,5.222481783396881e-29,0.00012039757856834778,3.845594736931565e-15,1.2581476751616941e-20,2.8640341031339664e-18,1.61425574840778e-16,1.1003674042416957e-09,1.164564475673495e-15,2.330417487130144e-22,2.6297455850960878e-15,2.5385611734567687e-17,2.261514032102071e-22,1.054518880036086e-28,3.048869597743485e-18,0.0020196819666086865,5.5085324911682926e-17,2.4197814881972644e-20,2.7207358641936766e-28,4.94421939663096e-19,5.2282921039877895e-18,3.942454232098494e-23,6.769131760837735e-20,-7.195349770228985e-34,1.82457464578544e-36,-4.790235294443051e-30,1.16998410087971e-25,1.2843900802287475e-24,7.267434720054737e-35,6.524918856987117e-38,-2.8394154367319405e-35,2.8742724404322535e-19,-4.823002330985287e-35,-5.261732489879215e-29,-7.932153592382012e-31,-1.9928032311563344e-35,3.4735653714994105e-36,1.545883595326682e-41,5.238739490815466e-41,-5.24345391198819e-39,-3.4203426582218185e-29,4.3616980593774446e-45,1.8304515826198775e-41,1.3145855229324228e-49,3.798837118106181e-29,1.0818851326352136e-31,2.7604019782361096e-55,3.7840080038996015e-57,2.1079898708236981e-29,4.38045343465219e-25,2.954649928662954e-23,2.9543860030421304e-33,4.1102544580243357e-38,1.2266850997648462e-34
7.503499948599511e-08,0.0028733546784512542,0.0915567593028733,0.0,0.006308855740970035,0.44945533057342807,5.220117198145559e-15,0.4569006112128354,2.7765506844738885e-15,1.752645023153337e-18,2.8946900613640045e-11,5.727750414761962e-17,5.337726074862607e-29,0.0001202564495218437,3.873806892806985e-15,1.2589578504294451e-20,2.86547578974476e-18,1.6149627580902906e-16,1.0992353100731126e-09,1.172286562388137e-15,2.326176846600625e-22,2.6296560833249345e-15,2.5580198835927126e-17,2.2788266908605263e-22,1.0602442915463927e-28,3.0869564194062747e-18,0.002027169528954568,5.5363919998140117e-17,2.4507124762746392e-20,-7.990897385935399e-28,5.052246920327702e-19,5.300580364301816e-18,3.967313644764037e-23,6.85567411770988e-20,-7.138612602539162e-34,1.854856213493465e-36,-4.8061769913007005e-30,1.1777318779174046e-25,1.2929073169634666e-24,7.322364047347603e-35,6.661110184873074e-38,1.2153378135517639e-35,2.9066337069868915e-19,-2.3872881768906988e-35,-5.278888231333427e-29,-7.957827600644714e-31,-1.978272360068334e-35,3.569354035153915e-36,1.5779296303609897e-41,5.315966718762324e-41,-5.2517130575805533e-39,-3.394241951749201e-29,4.476602866402032e-45,1.8702329745272225e-41,1.3636965623918329e-49,3.876606627079522e-29,1.1070898685653411e-31,2.8402825339177356e-55,3.92084075650363e-57,2.1404357364495848e-29,4.480091479145831e-25,3.000099922793947e-23,2.9768301901208717e-33,2.751429021439874e-38,1.2455774656181792e-34
7.608453108357134e-08,0.0028733546784512542,0.0915567593028733,0.0,0.00629434210874723,0.44944067753407396,5.29475271102865e-15,0.4569006112147513,2.8130256454802103e-15,1.797393661546858e-18,2.9304241397831744e-11,5.894505370156721e-17,5.573154852009948e-29,0.00011997764052041544,3.930048371204633e-15,1.2605726620161655e-20,2.868392965384721e-18,1.6163744528207437e-16,1.0969620162514154e-09,1.1877153498783205e-15,2.3231193436831226e-22,2.6294788008921702e-15,2.596905252443908e-17,2.3134320137787173e-22,1.0716630886055735e-28,3.1635019491309577e-18,0.0020419619724520227,5.591906943379877e-17,2.5130302893026488e-20,5.403829261755258e-29,5.272765297457264e-19,5.446316993026474e-18,4.017005862820974e-23,7.030205256618919e-20,-7.03066150585579e-34,1.9162625657684995e-36,-4.8376648687377185e-30,1.1932117097747479e-25,1.3099248359076092e-24,7.436664135832861e-35,6.938834124258072e-38,-1.9594619660895262e-35,2.971682158679539e-19,-4.155105468602194e-35,-5.31272781655476e-29,-8.008497274520369e-31,-1.9494881846525145e-35,3.766659394640337e-36,1.64327174701479e-41,5.472247095266379e-41,-5.2680372049661425e-39,-3.342649789042295e-29,4.7128560129525996e-45,1.9514339645376743e-41,1.4662889085302297e-49,4.0351050795603605e-29,1.1586776597110722e-31,3.00478149369372e-55,4.206188301836897e-57,2.2060514041579453e-29,4.683834367108903e-25,3.092012771137575e-23,3.086885276308492e-33,4.0063611123643156e-38,1.283784233241526e-34
7.696946329838192e-08,0.0028733546784512542,0.0915567593028733,0.0,0.006282288002673496,0.4494285076482007,5.357459115117556e-15,0.45690061121637476,2.8437492045432498e-15,1.835495072356975e-18,2.960487874028275e-11,6.03679450302018e-17,5.776831089535196e-29,0.00011974608537121363,3.977281265763691e-15,1.2619286223954687e-20,2.8708876715017807e-18,1.6175641020488036e-16,1.095037773256512e-09,1.2007086896704811e-15,2.318744189595429e-22,2.6293310971889512e-15,2.629659254389065e-17,2.3425775353531586e-22,1.0812586762529815e-28,3.2284207244092055e-18,0.0020542476355991397,5.638508896245225e-17,2.566045380283521e-20,-1.6464402300743045e-28,5.463361897354734e-19,5.570390764480946e-18,4.058879295541808e-23,7.17886147856057e-20,-6.9406997871536705e-34,1.968885905222359e-36,-4.863750955605634e-30,1.2062478741215805e-25,1.324256126422012e-24,7.531262868882081e-35,7.178583431355184e-38,-1.1083108755700556e-35,3.02686393737972e-19,-3.715845216799631e-35,-5.34081438340764e-29,-8.050528091600906e-31,-1.9255709952850187e-35,3.939068903029811e-36,1.6996729529096676e-41,5.60576659492002e-41,-5.2814035988414325e-39,-3.299758395471441e-29,4.918849274062368e-45,2.0216048914840375e-41,1.5574736694497979e-49,4.171835191040501e-29,1.2034098510379992e-31,3.149285424990943e-55,4.459269785115974e-57,2.2621255120511787e-29,4.860302286748791e-25,3.170558712340502e-23,3.160351105135919e-33,3.8043579943081476e-38,1.3164356766947963e-34
7.78543955131925e-08,0.0028733546784512542,0.0915567593028733,0.0,0.0062703991863636375,0.44941650464232824,5.419962322822412e-15,0.4569006112180038,2.8744450332633335e-15,1.8739345395425583e-18,2.9904919940221155e-11,6.180622176939061e-17,5.985290847851893e-29,0.00011951771070419657,4.024343397308907e-15,1.2632796094343385e-20,2.8734144365173126e-18,1.6187548911467756e-16,1.0931086284098769e-09,1.2136878562415616e-15,2.3115084402445287e-22,2.6291850094581537e-15,2.6623834394643106e-17,2.3716909753435167e-22,1.0908254409201386e-28,3.2936778035821176e-18,0.0020663648285050994,5.684926963907843e-17,2.6194894685083767e-20,-2.1468652779801555e-27,5.658263835011086e-19,5.6955471847341414e-18,4.100731534548166e-23,7.328885826065076e-20,-6.844278165385696e-34,2.0222810684647367e-36,-4.889448800667785e-30,1.2192697048932953e-25,1.3385717825367042e-24,7.622637365281573e-35,7.423487896356322e-38,6.337339111290254e-35,3.082349409328557e-19,1.0718834506244796e-35,-5.368500047314136e-29,-8.09193631008823e-31,-1.901984739995995e-35,4.117131282577026e-36,1.757282726010354e-41,5.740827294350908e-41,-5.2943605077575066e-39,-3.257418023707787e-29,5.131179256741204e-45,2.0933485138487516e-41,1.6531060999202011e-49,4.311415663126274e-29,1.2492867759915619e-31,3.299360274256203e-55,4.7241886610194806e-57,2.3188837835523217e-29,5.041103181802374e-25,3.2500617889372654e-23,3.198292343663322e-33,1.3470412240704059e-38,1.3494860044079627e-34
7.873932772800307e-08,0.0028733546784512542,0.0915567593028733,0.0,0.00625867339041495,0.449404666225147,5.482263973218571e-15,0.4569006112196366,2.9051137104515114e-15,1.91271100483969e-18,3.020437318703112e-11,6.325984242156427e-17,6.198584782537025e-29,0.00011929247270277529,4.0712361282866045e-15,1.2646257698572362e-20,2.875973256293407e-18,1.6199483384153002e-16,1.0911762832251569e-09,1.2266530557185966e-15,2.313547141499792e-22,2.629040530913155e-15,2.695078106974673e-17,2.400793530907018e-22,1.1003640981368627e-28,3.3592662800283985e-18,0.0020783158643874933,5.731165793648069e-17,2.6733611152420762e-20,1.1859729199354842e-27,5.857508136226146e-19,5.82177789610173e-18,4.1425645232496626e-23,7.480276996181043e-20,-6.7608580508865596e-34,2.0764983251229075e-36,-4.9147123381244475e-30,1.2322771899489148e-25,1.3528720565002587e-24,7.72230617500448e-35,7.67359430187191e-38,-6.157081732611851e-35,3.1381360554589906e-19,-6.281649737523423e-35,-5.395758757929825e-29,-8.132731796319195e-31,-1.8786088287829122e-35,4.300960186197746e-36,1.8161067072764215e-41,5.87771099295592e-41,-5.3072345123370335e-39,-3.2156104896947886e-29,5.349962338726891e-45,2.1666932017625435e-41,1.7533453643485974e-49,4.453869045732221e-29,1.2963223883074934e-31,3.45411901941987e-55,5.001357920226317e-57,2.3763251124261976e-29,5.226286628129112e-25,3.330520540842781e-23,3.349663239166913e-33,5.851837416184758e-38,1.3829345310546166e-34
7.962425994281364e-08,0.0028733546784512542,0.0915567593028733,0.0,0.006247108376662322,0.44939299013688916,5.5443657577982346e-15,0.45690061122127157,2.9357558099753676e-15,1.9518234375701558e-18,3.050324655721989e-11,6.472876652230234e-17,6.416763099942611e-29,0.00011907032815782677,4.117960869329714e-15,1.2659672285338372e-20,2.878564119237841e-18,1.6211458606096277e-16,1.0892423304664479e-09,1.2396044936665711e-15,2.3118717601385176e-22,2.6288976530127136e-15,2.727743565288137e-17,2.429864154482315e-22,1.109875396528087e-28,3.4251794054036676e-18,0.002090103024618963,5.777229928240185e-17,2.72765895765947e-20,2.731819936178052e-27,6.0611315367256385e-19,5.949074698599059e-18,4.1843802023100795e-23,7.63303380597638e-20,-6.683142183419834e-34,2.1314900520507567e-36,-4.939571114882234e-30,1.2452707652567817e-25,1.367157150715186e-24,7.819045135719751e-35,7.92894846137302e-38,-1.1877164284197779e-34,3.1942214347778307e-19,-1.031899344655996e-34,-5.422634383082356e-29,-8.172924523549437e-31,-1.8555652470441146e-35,4.490670220329714e-36,1.8761572268686052e-41,6.016195739677525e-41,-5.319716467343556e-39,-3.1743303643525996e-29,5.575315923855499e-45,2.241640667716313e-41,1.8583536473471632e-49,4.5992178125001893e-29,1.344530628175783e-31,3.6148926794969236e-55,5.291171193704948e-57,2.4344485193137892e-29,5.41590210670857e-25,3.411933491904674e-23,3.462018994288862e-33,7.882072457289148e-38,1.416780730887008e-34
8.050919215762422e-08,0.0028733546784512542,0.0915567593028733,0.0,0.006235701937745664,0.4493814741488908,5.606269415229655e-15,0.4569006112229073,2.966371900754799e-15,1.991270834093331e-18,3.080154801598483e-11,6.621295462416674e-17,6.639875468832006e-29,0.00011885123445910098,4.16451907452229e-15,1.267304108814841e-20,2.8811870061159515e-18,1.62234877881023e-16,1.0873082601315374e-09,1.2525423750334968e-15,2.29674736976688e-22,2.6287563666605207e-15,2.7603801306275923e-17,2.4588852749982557e-22,1.1193600643087273e-28,3.491410586574092e-18,0.0021017285591683576,5.823123808264448e-17,2.7823817059705286e-20,-3.671044870947953e-27,6.269170487060398e-19,6.077429532482122e-18,4.226180471654471e-23,7.787155189615462e-20,-6.582978991077818e-34,2.187217516586679e-36,-4.964089248523085e-30,1.2582508382546555e-25,1.3814272697290592e-24,7.902532982522243e-35,8.189596123136229e-38,1.2164837181662404e-34,3.2506031821022304e-19,4.3349140053686196e-35,-5.449159895671618e-29,-8.21252417550814e-31,-1.8329334814270948e-35,4.68637695497084e-36,1.937452212040538e-41,6.156010033473021e-41,-5.331543137978271e-39,-3.133574241040553e-29,5.8073583499509e-45,2.3181917299326506e-41,1.9682957474347944e-49,4.747484364765104e-29,1.3939254239045493e-31,3.782524199952931e-55,5.59403723862704e-57,2.4932530034149987e-29,5.609999011012594e-25,3.4942991567896166e-23,3.408678849860679e-33,-3.979346920955988e-39,1.4510240619000246e-34
8.13941243724348e-08,0.0028733546784512542,0.0915567593028733,0.0,0.006224451896684479,0.44937011606316274,5.66797672649782e-15,0.4569006112245423,2.9969625467599933e-15,2.0310522172688022e-18,3.109928541875174e-11,6.771236827403477e-17,6.867972053354122e-29,0.00011863514958645418,4.21091223700913e-15,1.2686365614602159e-20,2.8838418897018025e-18,1.623558323922356e-16,1.0853754650754006e-09,1.2654669040980395e-15,2.298588529211014e-22,2.628616665605064e-15,2.792988126515252e-17,2.487908647522705e-22,1.1288187348186288e-28,3.5579533821040885e-18,0.0021131946870349217,5.86885177434709e-17,2.8375281414863905e-20,-7.186911514247965e-28,6.481661157459139e-19,6.206834452720785e-18,4.267967136624933e-23,7.942640195521164e-20,-6.4949428147200885e-34,2.2438018696533964e-36,-4.988242262991468e-30,1.2712170714853322e-25,1.3956826989494647e-24,8.000597312443497e-35,8.455584203431492e-38,1.0478892461756103e-35,3.3072790058726527e-19,-1.5152780076940414e-35,-5.475243585336204e-29,-8.251540326948804e-31,-1.8104250809635635e-35,4.888196894640289e-36,1.9999926882490474e-41,6.297775994445978e-41,-5.343487999841782e-39,-3.093330782661895e-29,6.046208735234995e-45,2.396393462852542e-41,2.083341618840735e-49,4.898691035564056e-29,1.4445206935391405e-31,3.954558817036792e-55,5.910414452596259e-57,2.552737370257257e-29,5.808626647303878e-25,3.577616094407723e-23,3.556564295150388e-33,3.7205476530875813e-38,1.4856637251495069e-34
8.227905658724537e-08,0.0028733546784512542,0.0915567593028733,0.0,0.0062133561064571085,0.4493589137119658,5.729489510322811e-15,0.45690061122617526,3.0275283070111094e-15,2.0711666359277463e-18,3.1396466512702426e-11,6.92269699958087e-17,7.101103785404519e-29,0.00011842203210190296,4.2571418848559264e-15,1.2699647055669538e-20,2.886528736135683e-18,1.6247756418929046e-16,1.083445246368032e-09,1.2783782844199251e-15,2.3080342545564125e-22,2.628478541604644e-15,2.8255678846131666e-17,2.5169210934336033e-22,1.1382521025771175e-28,3.624801499177172e-18,0.0021245035966770023,5.914418069379889e-17,2.893097114712412e-20,7.31671256231387e-27,6.698639442588745e-19,6.3372816716077405e-18,4.309742020325935e-23,8.099487983573276e-20,-6.43664486166977e-34,2.3012130377255517e-36,-5.011944772043162e-30,1.2841698076131894e-25,1.4099236490798057e-24,8.107064025673921e-35,8.72695950293486e-38,-2.8962672690623348e-34,3.364246686008456e-19,-2.053740925160675e-34,-5.500933168112432e-29,-8.28998210486365e-31,-1.7881272074768228e-35,5.096247474369762e-36,2.0637839626787013e-41,6.441453540182374e-41,-5.355375005514852e-39,-3.053580805929927e-29,6.291987268729547e-45,2.476255004089186e-41,2.203666889841665e-49,5.052860093423077e-29,1.4963303464834103e-31,4.132179295751469e-55,6.240727852325463e-57,2.6129006878512197e-29,6.011834239966838e-25,3.6618829289276905e-23,3.808345169719797e-33,1.4206505050133164e-37,1.5206992027662273e-34
8.316398880205595e-08,0.0028733546784512542,0.0915567593028733,0.0,0.006202412449586316,0.44934786495739193,5.790809618903414e-15,0.456900611227805,3.0580697355801718e-15,2.111613164354301e-18,3.169309893827828e-11,7.075672329836198e-17,7.339319174650525e-29,0.00011821184114177229,4.303209577206989e-15,1.2712886304942119e-20,2.8892475053203336e-18,1.6260017986073468e-16,1.0815188183423527e-09,1.2912767187930183e-15,2.282228643167248e-22,2.6283419828743173e-15,2.858119741303072e-17,2.5458482522176097e-22,1.1476609161715094e-28,3.691948792375184e-18,0.002135657446434295,5.959826840693157e-17,2.9490875432070165e-20,-4.914727514801957e-27,6.920140966360947e-19,6.468763558432702e-18,4.351506961200088e-23,8.257697822399051e-20,-6.335916804999273e-34,2.3592807907447826e-36,-5.035372798373062e-30,1.2971100587077236e-25,1.4241502559119009e-24,8.180604188902985e-35,9.003766372343801e-38,1.696673719758595e-34,3.421504071840395e-19,6.602401082686948e-35,-5.526354392512968e-29,-8.327858539783593e-31,-1.7664298473013603e-35,5.310647159150694e-36,2.1288577547793863e-41,6.586078643881617e-41,-5.366109211690706e-39,-3.0143331030735305e-29,6.544815305773871e-45,2.5577400465169233e-41,2.329445623551734e-49,5.210013745957423e-29,1.5493682852655891e-31,4.3188731201159085e-55,6.585374978951461e-57,2.673742132751134e-29,6.219670928859381e-25,3.7470981650606055e-23,3.6325695009834485e-33,-1.8251530485658452e-38,1.5561301726286557e-34
8.404892101686652e-08,0.0028733546784512542,0.0915567593028733,0.0,0.006191618837731387,0.4493369676909525,5.8519389339213846e-15,0.4569006112294303,3.0885873815943558e-15,2.1523909017759554e-18,3.198919023064923e-11,7.230159263675615e-17,7.58266734287936e-29,0.00011800453640798094,4.349116900672773e-15,1.2726084939239704e-20,2.891998149681304e-18,1.6272377845174007e-16,1.0795973133877501e-09,1.3041624091997456e-15,2.274070235891514e-22,2.6282069833525456e-15,2.890644037585251e-17,2.5747777697298e-22,1.1570457227781887e-28,3.759389259104117e-18,0.00214665836494446,6.005082142143752e-17,3.0054984093644695e-20,-8.286580873685053e-27,7.146201086484869e-19,6.601272559301361e-18,4.393263629965809e-23,8.41726908675376e-20,-6.224187107936355e-34,2.418210229948228e-36,-5.0585516419891555e-30,1.3100371123451641e-25,1.4383628413657241e-24,8.267382069832888e-35,9.286051814082073e-38,2.939896838365508e-34,3.4790490801146073e-19,1.63122558010122e-34,-5.551336286673387e-29,-8.365178493826997e-31,-1.7448378158365392e-35,5.531515358744506e-36,2.1952151441393432e-41,6.732554294157274e-41,-5.3769345620562806e-39,-2.9755803078449963e-29,6.80481479213523e-45,2.640915101675147e-41,2.460857384059403e-49,5.370174143543032e-29,1.6036484070060274e-31,4.510223846619007e-55,6.944867493259499e-57,2.735260388207008e-29,6.43218577305771e-25,3.8332603612192555e-23,3.6531199164734264e-33,-5.755238326318126e-38,1.5919556949154002e-34
8.49338532316771e-08,0.0028733546784512542,0.0915567593028733,0.0,0.006180973211285427,0.44932621983317156,5.9128793628185646e-15,0.4569006112310501,3.1190817892416458e-15,2.1934989718633734e-18,3.228474782117398e-11,7.386154337327968e-17,7.831201507189048e-29,0.0001178000781601434,4.394865465964397e-15,1.2739244359451265e-20,2.8947806153928866e-18,1.6284845190065463e-16,1.077681786478738e-09,1.3170355567683006e-15,2.311875299032265e-22,2.6280735376436743e-15,2.923141123243149e-17,2.603763793910143e-22,1.1664070982390578e-28,3.8271170350409276e-18,0.002157508451553724,6.050187936172361e-17,3.062328758438234e-20,1.5960447033982037e-26,7.376854898952991e-19,6.734801257343557e-18,4.435013688751086e-23,8.5782012549164e-20,-6.198706547798341e-34,2.4781264679303618e-36,-5.0811217638755564e-30,1.3229505787683375e-25,1.4525616940515671e-24,8.399120136967393e-35,9.573865333983982e-38,-6.129195846090524e-34,3.5368796930287555e-19,-3.915259610656789e-34,-5.575840185332909e-29,-8.401950590284384e-31,-1.7230846019601258e-35,5.758972321119798e-36,2.2628348808655537e-41,6.881778316917101e-41,-5.388672598473199e-39,-2.937275880044797e-29,7.072108596132172e-45,2.7258366093489197e-41,2.5980954193533235e-49,5.533363383025717e-29,1.6591846048476344e-31,4.7048113380051676e-55,7.31970291834626e-57,2.7974544327522585e-29,6.649427752756062e-25,3.920368320831448e-23,4.2510601151842506e-33,2.598335770048375e-37,1.6281750556357262e-34
