Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(262),SX(259),SX(436),C2HOX(464),C2H6O(236),SX(357),OCCO(227),SX(387),SX(190),SX(495),SX(318),SX(533),SX(213),S(309),C2H4O3(79),SX(386),SX(390),SX(718),SX(572),S(233),SX(1093),SX(1139),SX(217),SX(923)
4.0508182172803195e-10,0.0028733546784512542,0.0915567593028733,0.0,0.008279572668704707,0.4514449791428596,9.85386022581586e-19,0.456900612306872,1.1733112160934991e-17,4.3895867200379174e-23,1.504256855866739e-13,4.694563381374489e-23,-4.145689348537118e-33,0.00015812180579198565,4.439215911558721e-19,1.0994408006297454e-20,2.5398949631315456e-18,8.206447576809666e-18,3.40019166747223e-11,5.533405090747801e-18,1.2144677756063482e-23,2.648172755915872e-15,2.5804031726064482e-21,2.3027500250900822e-26,5.317028769578468e-31,3.404932511029718e-24,1.8588310188417275e-05,2.8241366402406366e-19,5.336821733264452e-26,4.7157119417120524e-32,1.628130420074284e-24,-9.440043493584496e-22,1.598925710660907e-25,1.1642821510286145e-24,-2.3285324499211193e-33,-3.712383302267505e-41,-3.586068194305522e-32,5.485277942037379e-28,5.991561958476039e-27,1.7393859385878797e-40,-6.786846784034409e-42,-6.476791994571752e-35,6.344873369822493e-24,-1.2955613860252413e-34,-4.174474284381566e-31,-6.03410582570764e-33,-6.22380541358763e-35,1.209967780717586e-46,1.2068343206868841e-49,2.379204199855583e-46,-7.915365634988706e-40,-1.105457145098742e-28,4.319173970448627e-55,3.129777303962719e-51,-1.1955779929364473e-58,2.9510083835470646e-37,2.5761386323251784e-37,-1.25821248681019e-62,-4.5030166828025804e-66,7.97848370577808e-36,3.2604243678395716e-32,1.1208949724870085e-29,1.0192844724571456e-39,1.9857878537819834e-43,4.629759659169409e-41
4.066179005194745e-10,0.0028733546784512542,0.0915567593028733,0.0,0.008279501849757464,0.45144490871179693,9.933298543587624e-19,0.4569006123067445,1.1792638385360355e-17,4.430158851817242e-23,1.5111974037863487e-13,4.7260934085507763e-23,-4.145687325315746e-33,0.0001581225813090494,4.472666889476623e-19,1.0994378823962402e-20,2.5421578523303383e-18,8.238065078581443e-18,3.412872742305172e-11,5.558953166696703e-18,1.2171012784221556e-23,2.6481732899706346e-15,2.6043659557576677e-21,2.32416439979417e-26,5.3467689615120556e-31,3.427786344770294e-24,1.865835349178916e-05,2.8406596137110044e-19,5.405998962095651e-26,4.556821990411347e-32,1.6224428146225198e-24,-9.439660916419141e-22,1.608381743595999e-25,1.1767712319798535e-24,-2.328465002445746e-33,-3.711549259491758e-41,-3.6049111854062814e-32,5.5110708351513975e-28,6.019742528010063e-27,1.762218911181525e-40,-6.786784247066322e-42,-6.476732954030382e-35,6.412883149074415e-24,-1.2954942375278999e-34,-4.1957450906188695e-31,-6.066312698640293e-33,-6.223635405312496e-35,1.2368795295956802e-46,1.228224546805348e-49,2.4023850763997816e-46,-7.917726066053392e-40,-1.1054263081179275e-28,4.4050595350135756e-55,3.199817701498754e-51,-1.2036131854086658e-58,3.002040771961975e-37,2.6003178911232494e-37,-1.263939345255427e-62,-4.5331853874960674e-66,8.077687271215785e-36,3.2616494615826204e-32,1.134845898043526e-29,1.1424889322952661e-39,-2.128925042550757e-43,4.687275796769884e-41
4.08153979310917e-10,0.0028733546784512542,0.0915567593028733,0.0,0.008279431098628536,0.45144483831549437,1.0013041753330863e-18,0.456900612306617,1.1852191225889592e-17,4.4709180867427987e-23,1.5181379854142018e-13,4.757916133354234e-23,-4.14568527906875e-33,0.00015812329070944377,4.506242099596262e-19,1.0994352162060605e-20,2.544394267870133e-18,8.269664256684739e-18,3.425552525179568e-11,5.584501531273209e-18,1.2197340723246806e-23,2.6481737919607358e-15,2.628437146353808e-21,2.345674890447647e-26,5.376525830061513e-31,3.45085247798416e-24,1.8728395093521468e-05,2.857193926545935e-19,5.475763562522508e-26,4.6472532061675144e-32,1.6167554419889168e-24,-9.4392753184627e-22,1.617844521820513e-25,1.1893340602967407e-24,-2.3283976390166345e-33,-3.710709922255657e-41,-3.623753672763665e-32,5.536862347614707e-28,6.0479234148202606e-27,1.7851474317503838e-40,-6.786721722667064e-42,-6.476450587611235e-35,6.481293834883378e-24,-1.2954506487021318e-34,-4.217015096603906e-31,-6.098518821740034e-33,-6.22346540263482e-35,1.2642673224002465e-46,1.249896071910651e-49,2.4256810663166273e-46,-7.920089979538487e-40,-1.1053954722703716e-28,4.492278622181525e-55,3.2710986617025077e-51,-1.211668350676101e-58,3.053732843469034e-37,2.6246101439370193e-37,-1.2696622264154295e-62,-4.5634299496080124e-66,8.177813108923875e-36,3.2628897774134975e-32,1.1489262481698268e-29,1.2691382987967595e-39,8.540234095114922e-45,4.745327889575398e-41
4.0969005810235955e-10,0.0028733546784512542,0.0915567593028733,0.0,0.008279360413234859,0.45144476795290983,1.0093089674255329e-18,0.4569006123064895,1.1911770364281052e-17,4.5118644119526756e-23,1.5250785978115813e-13,4.790032858047076e-23,-4.1456832095857285e-33,0.0001581239360756484,4.539941527388637e-19,1.0994327941122529e-20,2.5466045156987593e-18,8.301245126180989e-18,3.438231016320541e-11,5.610050173678509e-18,1.2223659737215274e-23,2.6481742628971574e-15,2.6526167180515078e-21,2.3672815492886957e-26,5.406299155099407e-31,3.474131852602018e-24,1.8798434994213395e-05,2.87373942836085e-19,5.546117739999963e-26,4.2311172359741015e-32,1.6110683039974307e-24,-9.438886686213918e-22,1.6273139577423403e-25,1.201970683901976e-24,-2.3283303570485776e-33,-3.7098652080374424e-41,-3.642595598757649e-32,5.5626525135439605e-28,6.0761046068575075e-27,1.8082983325101014e-40,-6.786659208656788e-42,-6.476203691000151e-35,6.550105680927937e-24,-1.2954538815028002e-34,-4.238284265222207e-31,-6.130724181774304e-33,-6.223295405568334e-35,1.292137396675295e-46,1.2718512941325253e-49,2.449092137673883e-46,-7.922457262540709e-40,-1.1053646375421065e-28,4.580846162632018e-55,3.34363628580478e-51,-1.2197434983977274e-58,3.1060901819916582e-37,2.6490153805991497e-37,-1.2753810741518442e-62,-4.593750376993063e-66,8.278865335263069e-36,3.26414545616006e-32,1.1631366036584882e-29,1.036869305014423e-39,3.0546179384971523e-43,4.803918317196427e-41
4.112261368938021e-10,0.0028733546784512542,0.0915567593028733,0.0,0.008279289791558887,0.45144469762303446,1.0173442125718892e-18,0.4569006123063621,1.1971375486080612e-17,4.5529978148095714e-23,1.5320192381323394e-13,4.8224448867752395e-23,-4.1456811166543216e-33,0.0001581245194246148,4.573765158321928e-19,1.0994306084185496e-20,2.5487888983636126e-18,8.332807702165995e-18,3.4509082159499815e-11,5.635599083453793e-18,1.2249973894210872e-23,2.648174703758967e-15,2.6769046446159664e-21,2.3889849686187884e-26,5.436088719261306e-31,3.4976254119023735e-24,1.886847319444655e-05,2.8902959706648787e-19,5.617063696111759e-26,4.1561041441607123e-32,1.6053814024799827e-24,-9.438495006312548e-22,1.6367899648657986e-25,1.214681150115136e-24,-2.328263154034219e-33,-3.7090150359517026e-41,-3.6614370344857437e-32,5.588441366011563e-28,6.1042860925033924e-27,1.8316740731065656e-40,-6.786596702879841e-42,-6.476176471110413e-35,6.619318937597889e-24,-1.2953912501701572e-34,-4.25955267618683e-31,-6.1629287659291844e-33,-6.223125414124492e-35,1.3204960427174271e-46,1.294092618870695e-49,2.4726182584143438e-46,-7.924827805685368e-40,-1.1053338039414516e-28,4.6707771962631235e-55,3.417446846366597e-51,-1.2278386381934924e-58,3.159118392343985e-37,2.6735335910856795e-37,-1.2810958321202488e-62,-4.624146678024297e-66,8.380848066137264e-36,3.2654166392771104e-32,1.177477545103801e-29,1.1523440141258099e-39,-2.616149191842089e-43,4.863049459111335e-41
4.127622156852446e-10,0.0028733546784512542,0.0915567593028733,0.0,0.008279219231646573,0.45144462732489077,1.0254098927227865e-18,0.45690061230623463,1.2031006280576035e-17,4.594318282896085e-23,1.5389599036199778e-13,4.855153523135596e-23,-4.145679000062219e-33,0.0001581250427098269,4.607712977861569e-19,1.0994286516714447e-20,2.5509477150450982e-18,8.364351999768357e-18,3.463584124286634e-11,5.66114825046953e-18,1.2276281910926143e-23,2.6481751154943216e-15,2.7013008999649233e-21,2.4107844596563568e-26,5.465894307911492e-31,3.5213340987423074e-24,1.8938509694785493e-05,2.9068634068378298e-19,5.688603628579396e-26,4.052120235771632e-32,1.5996947392767056e-24,-9.438100265282376e-22,1.6462724577784609e-25,1.2274655056596293e-24,-2.328196027584727e-33,-3.7081593266933204e-41,-3.6802779700541533e-32,5.614228929107059e-28,6.1324678611705705e-27,1.855207103702143e-40,-6.786534203232277e-42,-6.475915783870704e-35,6.688933852032218e-24,-1.2953341241025757e-34,-4.280820305609902e-31,-6.195132561796224e-33,-6.222955428324195e-35,1.3493496035703592e-46,1.3166224174706696e-49,2.4962593963661726e-46,-7.927201503015821e-40,-1.105302971475542e-28,4.7620868633128555e-55,3.492546751413442e-51,-1.2359537796823932e-58,3.212823100194186e-37,2.6981647655145937e-37,-1.2868064444238137e-62,-4.6546188615670257e-66,8.483765416975017e-36,3.266703468850179e-32,1.191949653123866e-29,1.3752411157944806e-39,-7.536716509118821e-44,4.922723694664065e-41
4.1429829447668714e-10,0.0028733546784512542,0.0915567593028733,0.0,0.008279148731605368,0.45144455705753234,1.0335059898437314e-18,0.4569006123061072,1.2090662440751943e-17,4.635825804010066e-23,1.5459005916048326e-13,4.888160068546466e-23,-4.145676859596457e-33,0.0001581255078232948,4.641784971470347e-19,1.0994269166525244e-20,2.5530812615898872e-18,8.395878034147947e-18,3.47625874154621e-11,5.686697664915121e-18,1.2302580436206655e-23,2.648175499021454e-15,2.725805458166273e-21,2.4326799265838808e-26,5.495715709109139e-31,3.545258854372456e-24,1.9008544495778314e-05,2.9234415921074264e-19,5.76073973127121e-26,3.805623614220997e-32,1.5940083162357864e-24,-9.437702449695502e-22,1.65576135213812e-25,1.2403237966695813e-24,-2.3281289753553706e-33,-3.7072980024834896e-41,-3.699118323248461e-32,5.640015233574566e-28,6.160649902007121e-27,1.878955268493711e-40,-6.786471707692649e-42,-6.475616010257536e-35,6.758950668156603e-24,-1.2953444539522034e-34,-4.302087089199514e-31,-6.227335557359667e-33,-6.222785448180761e-35,1.3787044751790615e-46,1.3394431065362833e-49,2.5200155192530033e-46,-7.929578251886525e-40,-1.1052721401261522e-28,4.854790403069681e-55,3.568952492495601e-51,-1.2440889324878365e-58,3.267209952027853e-37,2.7229088941397235e-37,-1.2925128553687402e-62,-4.685166936886306e-66,8.587621502757439e-36,3.268006087595797e-32,1.2065535082530918e-29,1.0595602502445639e-39,4.504723471096374e-43,4.98294340306026e-41
4.158343732681297e-10,0.0028733546784512542,0.0915567593028733,0.0,0.00827907828960226,0.45144448682004235,1.0416324859151347e-18,0.4569006123059797,1.2150343663245294e-17,4.6775203661600407e-23,1.552841299501337e-13,4.921465826763131e-23,-4.145674695041642e-33,0.0001581259165974877,4.67598112460855e-19,1.0994253963710415e-20,2.5551898305439873e-18,8.42738582049442e-18,3.4889320679414765e-11,5.712247317288849e-18,1.2328874650730041e-23,2.6481758552296125e-15,2.750418293378447e-21,2.4546722429663685e-26,5.525552713574917e-31,3.569400621720895e-24,1.907857759795711e-05,2.9400303835267835e-19,5.833474194210923e-26,3.716124085769386e-32,1.5883221352134763e-24,-9.437301546141298e-22,1.6652565646598958e-25,1.2532560686966324e-24,-2.328061995058464e-33,-3.706430987030976e-41,-3.7179581670569046e-32,5.665800312625634e-28,6.188832204274753e-27,1.902908114577755e-40,-6.786409214253572e-42,-6.475613248385604e-35,6.829369626720529e-24,-1.2952907751904122e-34,-4.323353109860168e-31,-6.259537740984077e-33,-6.222615473701556e-35,1.4085671068194111e-46,1.3625571279642873e-49,2.543886594703864e-46,-7.931957952859317e-40,-1.105241309899543e-28,4.94890316558114e-55,3.646680737324913e-51,-1.2522441061941061e-58,3.322284615111478e-37,2.7477659673489587e-37,-1.2982150089343306e-62,-4.715790913745108e-66,8.692420438007372e-36,3.269324638856239e-32,1.2212896907720457e-29,1.1379027775760822e-39,-2.9726927785254697e-43,5.043710963364167e-41
4.173704520595722e-10,0.0028733546784512542,0.0915567593028733,0.0,0.008279007903861942,0.45144441661153295,1.0497893629323396e-18,0.45690061230585227,1.2210049648301449e-17,4.7194019575607224e-23,1.5597820248053785e-13,4.955072101454946e-23,-4.145672506182561e-33,0.00015812627080720546,4.710301422734048e-19,1.0994240840567229e-20,2.5572737111856206e-18,8.45887537402577e-18,3.5016041036823426e-11,5.737797198388163e-18,1.235516401838985e-23,2.648176184979983e-15,2.775139379902467e-21,2.4767606257267724e-26,5.555405114657953e-31,3.593760343631121e-24,1.9148609001838508e-05,2.956629639952135e-19,5.906809203586131e-26,3.5703413711138025e-32,1.5826361980741632e-24,-9.436897541158883e-22,1.6747580131034862e-25,1.266262366716667e-24,-2.3279950845281114e-33,-3.705558205481047e-41,-3.7367975185853937e-32,5.691584188479634e-28,6.217014758408625e-27,1.9270469739769962e-40,-6.786346720959484e-42,-6.475392138223381e-35,6.900190965333949e-24,-1.295218648090033e-34,-4.344618370152412e-31,-6.291739101402365e-33,-6.222445504906833e-35,1.4389440011207475e-46,1.3859668773803071e-49,2.567872590262897e-46,-7.934340509602888e-40,-1.1052104808099608e-28,5.044440604148212e-55,3.725748307112911e-51,-1.2604193103927857e-58,3.3780527774560022e-37,2.7727359756640973e-37,-1.3039128494517809e-62,-4.746490802398199e-66,8.798166336760407e-36,3.2706592666041214e-32,1.2361587810066388e-29,1.5025932102961926e-39,-2.1971820492287994e-43,5.105028754496969e-41
4.1890653085101474e-10,0.0028733546784512542,0.0915567593028733,0.0,0.008278937572664964,0.45144434643114406,1.057976602905649e-18,0.45690061230572493,1.2269780099730764e-17,4.7614705666285817e-23,1.566722765091732e-13,4.988980193107059e-23,-4.1456702928038175e-33,0.00015812657217139137,4.744745851302348e-19,1.0994229731528055e-20,2.5593331895579026e-18,8.49034670998698e-18,3.514274848975964e-11,5.763347299300261e-18,1.2381443071736276e-23,2.6481764891065726e-15,2.7999686921947345e-21,2.498944731365746e-26,5.585272708303286e-31,3.618338960608848e-24,1.921863870792415e-05,2.973239222020824e-19,5.980746941757211e-26,3.403832427191916e-32,1.576950506690298e-24,-9.43649042134531e-22,1.6842656162605499e-25,1.2793427351364633e-24,-2.3279282416413505e-33,-3.704679584363068e-41,-3.7556362706251733e-32,5.717366887939566e-28,6.245197554709546e-27,1.951390327965171e-40,-6.786284225949249e-42,-6.475031713894781e-35,6.971414918503548e-24,-1.295232557301396e-34,-4.365882779938097e-31,-6.323939627704191e-33,-6.222275541810635e-35,1.4698417141188997e-46,1.4096747856236575e-49,2.591973473398834e-46,-7.936725828795684e-40,-1.1051796528352373e-28,5.1414182693213746e-55,3.806172087948512e-51,-1.268614554672815e-58,3.434520147780451e-37,2.7978189097348245e-37,-1.3096063216017353e-62,-4.777266613459951e-66,8.904863312600613e-36,3.2720101154439396e-32,1.2511613592485069e-29,1.0955991578039607e-39,6.385271350971185e-43,5.166899155232972e-41
4.2197868843389975e-10,0.0028733546784512542,0.0915567593028733,0.0,0.008278797067292256,0.4514442061514226,1.0744420998367297e-18,0.4569006123054702,1.2389313234519981e-17,4.846168792414652e-23,1.5806042812902976e-13,5.057707045584733e-23,-4.145665791616003e-33,0.00015812702297000327,4.814007041578547e-19,1.0994213303769391e-20,2.56338006768552e-18,8.553234790305744e-18,3.5396124690367634e-11,5.814448126306617e-18,1.2433988102459726e-23,2.648177023693618e-15,2.8499518922740173e-21,2.5436026822431043e-26,5.645052669847825e-31,3.668156653571105e-24,1.9358693028642577e-05,3.006488814413316e-19,6.130439314843331e-26,-8.849299674227353e-33,1.5655798687197964e-24,-9.435666783041005e-22,1.703298966967172e-25,1.3057258579961135e-24,-2.3277947506102386e-33,-3.7029045362620207e-41,-3.7933121648702243e-32,5.768928875556261e-28,6.301563835544362e-27,2.00062930337512e-40,-6.786159223692424e-42,-6.474693562994991e-35,7.115071591235452e-24,-1.295143300456815e-34,-4.4084093046118575e-31,-6.388338136035279e-33,-6.221935632897268e-35,1.5332260898992186e-46,1.4579949198287898e-49,2.6405197719547727e-46,-7.941504395778396e-40,-1.1051180003260893e-28,5.339757035166018e-55,3.971156707443584e-51,-1.2850652017044738e-58,3.54957545056824e-37,2.8483235183688008e-37,-1.3209799381616117e-62,-4.839046047728504e-66,9.121126947839773e-36,3.2747610579409424e-32,1.2815692997482185e-29,1.2816566461992376e-39,1.6650424032030008e-44,5.29230730002331e-41
4.247436302584963e-10,0.0028733546784512542,0.0915567593028733,0.0,0.008278670782828611,0.45144407998776004,1.0893647082190698e-18,0.456900612305241,1.2496973830939376e-17,4.923036683816626e-23,1.5930976743077998e-13,5.1206064954875926e-23,-4.1456616544978016e-33,0.00015812726411872465,4.876766492987295e-19,1.0994204790625714e-20,2.566941606730798e-18,8.609771911945805e-18,3.562411915786474e-11,5.860439538575086e-18,1.2481258223533609e-23,2.648177425028747e-15,2.8953066503224e-21,2.5841236704118365e-26,5.698904598741527e-31,3.713750649215409e-24,1.9484736115569645e-05,3.0364473988831994e-19,6.267245598478894e-26,-9.670611528223517e-33,1.5553471539800138e-24,-9.434914721508627e-22,1.7204492377319088e-25,1.3297244234045613e-24,-2.327674820065188e-33,-3.7012863115935743e-41,-3.827218621748516e-32,5.81533091376792e-28,6.3522942242925935e-27,2.0456831104269067e-40,-6.78604669786021e-42,-6.474471994261925e-35,7.245741828768988e-24,-1.295064290388607e-34,-4.446680464422333e-31,-6.446293838319154e-33,-6.221629734646367e-35,1.59212010254228e-46,1.5025273905659991e-49,2.6846040285960365e-46,-7.945813675908333e-40,-1.1050625169146002e-28,5.523345705213841e-55,4.124453726750146e-51,-1.2999394169523536e-58,3.6555742069422655e-37,2.894163780966973e-37,-1.331200696605242e-62,-4.894907309006075e-66,9.319058161087502e-36,3.2772938458339855e-32,1.3093987935099435e-29,1.4206402142042704e-39,1.487218908064451e-45,5.407088416007875e-41
4.275085720830928e-10,0.0028733546784512542,0.0915567593028733,0.0,0.008278544650718294,0.451443953903021,1.1043854134896469e-18,0.4569006123050117,1.2604709250531191e-17,5.000510341082765e-23,1.6055910815022651e-13,5.184504087160772e-23,-4.145657434524883e-33,0.00015812735840785812,4.939927900739094e-19,1.0994201874152514e-20,2.570428386515691e-18,8.66625024684327e-18,3.585207184591325e-11,5.906431536734027e-18,1.2528499393290875e-23,2.648177755159168e-15,2.941011667521953e-21,2.62495487913889e-26,5.752802693360909e-31,3.760068512194815e-24,1.961077370880331e-05,3.0664373501998655e-19,6.406038489435811e-26,2.1592388605887838e-32,1.5451152649778932e-24,-9.434152359452198e-22,1.7376182326783035e-25,1.353963642198626e-24,-2.3275550786288543e-33,-3.6996480832462026e-41,-3.8611234391312095e-32,5.861729540601692e-28,6.403025259842529e-27,2.091452431195328e-40,-6.785934138755131e-42,-6.473869010631473e-35,7.377720046425081e-24,-1.2951809629667987e-34,-4.484948883825881e-31,-6.504246683546164e-33,-6.221323855197154e-35,1.65280599660258e-46,1.5480641407111361e-49,2.7290600125784447e-46,-7.950130583116461e-40,-1.1050070371394184e-28,5.7118474344476996e-55,4.2824142963614453e-51,-1.3148787104463058e-58,3.763928121816863e-37,2.940369783215268e-37,-1.3414064398711064e-62,-4.951014743906822e-66,9.520134817139284e-36,3.2798814676404745e-32,1.3376698072665344e-29,-4.04760109703953e-40,2.1068774822815044e-42,5.523696974902718e-41
4.3027351390768934e-10,0.0028733546784512542,0.0915567593028733,0.0,0.008278418662734625,0.45144382789309095,1.1195041112764726e-18,0.45690061230478257,1.2712517889294463e-17,5.078589703397236e-23,1.61808449127265e-13,5.249407406624656e-23,-4.145653130402484e-33,0.00015812731406163045,5.0034911799388695e-19,1.0994204240755017e-20,2.573841962500142e-18,8.722669884714428e-18,3.607998276570325e-11,5.952424078143414e-18,1.257574092453342e-23,2.648178018073257e-15,2.987066798912896e-21,2.6661002394362665e-26,5.806745853371559e-31,3.807115727898473e-24,1.9736805810786077e-05,3.0964579171890265e-19,6.546830577925575e-26,-2.6272740184462976e-32,1.5348842129267702e-24,-9.433379617561125e-22,1.7548055139009601e-25,1.3784437536306021e-24,-2.3274355159898694e-33,-3.6979894675986625e-41,-3.8950263982131597e-32,5.908124907820296e-28,6.4537568946210415e-27,2.1377660138237758e-40,-6.785821536650913e-42,-6.473804240045645e-35,7.51100750427234e-24,-1.2949618633804502e-34,-4.523215048079295e-31,-6.562196619584726e-33,-6.221017994230282e-35,1.7153239681450407e-46,1.5946197408650048e-49,2.773887532635396e-46,-7.954454670120713e-40,-1.1049515609398237e-28,5.905356742611403e-55,4.4451421312901914e-51,-1.329883137694543e-58,3.874671232448179e-37,2.9869414749014245e-37,-1.3515968463868406e-62,-5.007368430089673e-66,9.724380888638933e-36,3.2825247894124876e-32,1.3663857206215842e-29,1.3481070734343288e-39,-5.621609773829392e-43,5.642146843688562e-41
4.3303845573228586e-10,0.0028733546784512542,0.0915567593028733,0.0,0.008278292811111252,0.45144370195408545,1.1347206973662818e-18,0.4569006123045535,1.2820398177370958e-17,5.1572747117348665e-23,1.630577892667704e-13,5.315324045410605e-23,-4.145648740825633e-33,0.0001581271388440836,5.067456245674409e-19,1.0994211594411885e-20,2.577183858718591e-18,8.779030915462302e-18,3.6307851928197145e-11,5.998417122549747e-18,1.262296349062585e-23,2.648178217535766e-15,3.0334719006303277e-21,2.7075564166670805e-26,5.860733003228197e-31,3.8548977854921245e-24,1.9862832423836967e-05,3.1265083657011348e-19,6.689634414631687e-26,-2.8067182285574075e-32,1.5246540091228268e-24,-9.432596418833394e-22,1.7720106533685068e-25,1.403164991484041e-24,-2.3273161225575157e-33,-3.696310092458093e-41,-3.928927470808738e-32,5.954517144000447e-28,6.504489085153515e-27,2.184797204073842e-40,-6.785708882689132e-42,-6.473708328674985e-35,7.645605432559067e-24,-1.2947427579526827e-34,-4.561478684740382e-31,-6.620143597239992e-33,-6.220712151768937e-35,1.7797147904813513e-46,1.6422087486516253e-49,2.8190863974007597e-46,-7.95878551443596e-40,-1.1048960883408369e-28,6.10396927572265e-55,4.612742246653707e-51,-1.3449527543891117e-58,3.987837790603066e-37,3.0338788069688874e-37,-1.3617715948267966e-62,-5.063968449734785e-66,9.93182034415875e-36,3.2852246837885683e-32,1.3955499133467497e-29,2.8023164395278576e-39,-1.556780305502355e-42,5.762451888218775e-41
4.358033975568824e-10,0.0028733546784512542,0.0915567593028733,0.0,0.008278167088516352,0.45144357608233754,1.1500350677048364e-18,0.45690061230432444,1.2928348578311322e-17,5.236565308789834e-23,1.6430712753495685e-13,5.382261593587151e-23,-4.145644264480303e-33,0.0001581268400848373,5.131823013017825e-19,1.0994223655687736e-20,2.580455568361601e-18,8.835333429157024e-18,3.653567934414215e-11,6.044410631952335e-18,1.2670146734477906e-23,2.648178357100405e-15,3.0802268298616165e-21,2.7493209734581984e-26,5.914763091620954e-31,3.9034201728466785e-24,1.9988853550158517e-05,3.156587978235662e-19,6.834462510853056e-26,2.9078828374848504e-32,1.5144246649482037e-24,-9.43180268516023e-22,1.7892332327078772e-25,1.428127584187471e-24,-2.3271968893213554e-33,-3.694609596443503e-41,-3.9628266831913387e-32,6.000906365239347e-28,6.555221791027407e-27,2.232606437662434e-40,-6.785596168338278e-42,-6.472917325834791e-35,7.781515032333346e-24,-1.2949267576244147e-34,-4.599739452219667e-31,-6.678087570089132e-33,-6.220406327983437e-35,1.8460198172924457e-46,1.6908457621255192e-49,2.8646564155570386e-46,-7.963122717040319e-40,-1.1048406193674076e-28,6.307781799629859e-55,4.78532106737566e-51,-1.3600876155279152e-58,4.103462261884696e-37,3.081181731470044e-37,-1.3719303641444633e-62,-5.120814887175734e-66,1.0142477147161498e-35,3.287982029997679e-32,1.4251657641923006e-29,2.403088903339446e-42,2.125936048744423e-42,5.884625972503963e-41
4.385683393814789e-10,0.0028733546784512542,0.0915567593028733,0.0,0.008278041488028324,0.45144345027438526,1.165447118397198e-18,0.45690061230409534,1.3036367588357565e-17,5.316461438906749e-23,1.6555646295594343e-13,5.450227638798238e-23,-4.145639700040811e-33,0.00015812642470339409,5.196591397026991e-19,1.099424016080188e-20,2.58365855434973e-18,8.891577516017358e-18,3.6763465024082395e-11,6.090404570477143e-18,1.2717333969607579e-23,2.6481784401216982e-15,3.1273314447403317e-21,2.7913999544722893e-26,5.968835090938166e-31,3.952688375838838e-24,2.0114869191843216e-05,3.186696053573199e-19,6.981327338653048e-26,-2.4309014809504198e-32,1.5041961918716018e-24,-9.430998336635883e-22,1.8064728429930042e-25,1.4533317549258234e-24,-2.3270778077132302e-33,-3.692887628410452e-41,-3.996724028372559e-32,6.047292711098127e-28,6.605954971776867e-27,2.280942817526759e-40,-6.78548338505162e-42,-6.472734154133745e-35,7.918737476050659e-24,-1.2948001153806014e-34,-4.6379979359514745e-31,-6.736028494329079e-33,-6.220100523104821e-35,1.914280985959529e-46,1.7405456376657994e-49,2.9105973959778162e-46,-7.96746590123937e-40,-1.1047851540283e-28,6.5168921979383544e-55,4.962986696434586e-51,-1.3752877762504283e-58,4.221579325060841e-37,3.1288502015161584e-37,-1.3820728334452435e-62,-5.177907831673354e-66,1.0356375255262041e-35,3.2907977138566934e-32,1.4552366495126544e-29,1.2851587424763796e-39,-3.3777307112149866e-43,6.008682958332056e-41
4.4133328120607544e-10,0.0028733546784512542,0.0915567593028733,0.0,0.00827791600311284,0.4514433245269606,1.1809567457079694e-18,0.45690061230386636,1.3144453735741256e-17,5.396963048014062e-23,1.6680579460851012e-13,5.519229765559382e-23,-4.145635046170998e-33,0.0001581258992320971,5.261761312746935e-19,1.0994260860750036e-20,2.5867942498997443e-18,8.947763266393275e-18,3.6991208978370196e-11,6.1363989042576564e-18,1.2764510253854481e-23,2.648178469766166e-15,3.1747856044901754e-21,2.833790308023299e-26,6.022947996742755e-31,4.002707877839507e-24,2.024087935087973e-05,3.216831906415105e-19,7.130241330995945e-26,-4.048080834120359e-32,1.4939686014434863e-24,-9.43018329656051e-22,1.8237290845377744e-25,1.4787777217496925e-24,-2.3269588697046194e-33,-3.69114384682197e-41,-4.030619529220651e-32,6.093676299817705e-28,6.656688590471239e-27,2.329984399806302e-40,-6.785370524640859e-42,-6.472786621377161e-35,8.057273908169686e-24,-1.2945126216374966e-34,-4.676254019161986e-31,-6.793966328629023e-33,-6.219794737198916e-35,1.9845408212326185e-46,1.7913232278504075e-49,2.956909147864486e-46,-7.971814711305903e-40,-1.1047296923168706e-28,6.731399491807701e-55,5.1458485508864224e-51,-1.3905532922677457e-58,4.342223871394489e-37,3.176884171245176e-37,-1.3921986821349849e-62,-5.235247377902447e-66,1.0573538621436538e-35,3.2936726277715214e-32,1.4857659460146684e-29,3.4993021436143464e-39,-2.3008530500888714e-42,6.134636705891741e-41
