Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44),CH2OX2(50),CH3X(53),CH4(39),H(23),CH4X(405),CH2OX(174),CHOX(173),HCO(31),OCHCO(440)
2.5949765866443986e-11,0.002771910154243354,0.1557,0.0,0.008098811140308497,0.6423705397781838,0.2019,2.1278349480116735e-87,5.01707652731254e-54,6.279976340455285e-39,1.6664996863642e-83,3.9106683920175873e-44,6.706488802257249e-74,5.892044362852299e-05,2.5847917856907556e-45,2.8611392096864956e-54,4.8476150071601144e-54,1.6500816092596964e-40,1.1249780514487826e-85,3.0810565066467054e-34,4.4548347808575575e-88,8.423453865144128e-95,1.0145648250934586e-39,3.737085386761698e-45,4.909614350909214e-99,1.863743038423975e-45,4.601973887910362e-84,9.515760346490448e-16,1.691477543821824e-43,2.8379281036609246e-42,1.7572728375528728e-88,1.2482590866040336e-46,5.416329193116002e-43,9.113228960043417e-20,-1.4610313409554193e-24,3.823292079789146e-25,-9.113086524569339e-20,2.1760101436252408e-45,3.9135576821011816e-44,1.853760840868454e-30,1.0988157890394895e-37
2.6022075496077865e-11,0.002771910154243354,0.1557,0.0,0.00809865760404076,0.64237046301005,0.2019,2.2109963543875785e-87,5.163042325497557e-54,6.297786212739556e-39,1.7239677850404555e-83,4.0078349201338817e-44,6.905880613515015e-74,5.907397989623192e-05,2.6490133139061554e-45,2.9276261957625976e-54,4.9882056362413545e-54,1.673070808164941e-40,1.1688893761857494e-85,3.115361464382218e-34,4.6158179845701e-88,8.731519671716059e-95,1.0314550475841932e-39,3.809001301826147e-45,5.1326163493565185e-99,1.9100505708625506e-45,4.79562583099565e-84,9.542180930042806e-16,1.7102414669230988e-43,2.8694590550627297e-42,1.8325430414269217e-88,1.2759736905056511e-46,5.491209246962087e-43,-5.387980350485049e-20,-9.406219526070521e-26,3.844259893038383e-25,5.3879876077286306e-20,2.2113344105988064e-45,3.9748057693437365e-44,1.8691869628631223e-30,1.1082658027294106e-37
2.6094385125711745e-11,0.002771910154243354,0.1557,0.0,0.008098504148832633,0.6423703862824459,0.2019,2.297161504517097e-87,5.312790626530999e-54,6.315601230680375e-39,1.783248191066334e-83,4.1071262389737126e-44,7.110657867179679e-74,5.9227435104210806e-05,2.7146391730878025e-45,2.995447121895797e-54,5.132425197849342e-54,1.69631468462084e-40,1.2143843829312871e-85,3.149950831405611e-34,4.7821401676201933e-88,9.049924261079026e-95,1.0485774833592496e-39,3.882088327744715e-45,5.3652567459642085e-99,1.957370733798324e-45,4.996843190878164e-84,9.56860100968785e-16,1.7291599963220782e-43,2.9012505004399516e-42,1.9108283619654357e-88,1.304222235822434e-46,5.566906494294758e-43,1.1331459588082025e-19,-1.6887053453301068e-24,3.865282204632736e-25,-1.1331283139331518e-19,2.2471336828711604e-45,4.036815800620964e-44,1.884697554007459e-30,1.117769385475216e-37
2.6166694755345624e-11,0.002771910154243354,0.1557,0.0,0.008098350774835353,0.642370309595447,0.2019,2.3864299737893626e-87,5.466407403636793e-54,6.333421450202464e-39,1.844392770938848e-83,4.208582440204038e-44,7.320951538026163e-74,5.938080910166416e-05,2.7816958602371996e-45,3.064624511613e-54,5.280355761675537e-54,1.7198153342580163e-40,1.261515477627002e-85,3.1848261558605706e-34,4.953962410511567e-88,9.37898340658787e-95,1.0659346481645308e-39,3.956362029914641e-45,5.607931343105924e-99,2.0057226340685508e-45,5.205898728665664e-84,9.595020585692054e-16,1.7482339634324967e-43,2.933303848090636e-42,1.9922411613366112e-88,1.3330134342851473e-46,5.643427416988079e-43,-2.051628861903231e-19,1.3381934179752462e-24,3.8863589854427076e-25,2.0516150733223215e-19,2.2834129587786287e-45,4.099594662502835e-44,1.900292833424947e-30,1.127326681773712e-37
2.6239004384979504e-11,0.002771910154243354,0.1557,0.0,0.008098197482199292,0.642370232949129,0.2019,2.478904010239689e-87,5.623980123805321e-54,6.351246927623166e-39,1.907454578180855e-83,4.3122441802736227e-44,7.536895123885481e-74,5.9534101737945125e-05,2.850210245616714e-45,3.1351811617488684e-54,5.432080813978505e-54,1.743574862643324e-40,1.310336469778449e-85,3.2199889894117764e-34,5.131450372955143e-88,9.71902069140604e-95,1.083529075369e-39,4.0318381330709556e-45,5.861049663239595e-99,2.055125647673372e-45,5.4230732254059215e-84,9.621439658322328e-16,1.7674642014766474e-43,2.9656205094355527e-42,2.0768972454302767e-88,1.3623561009708462e-46,5.7207785251313495e-43,8.878586783015277e-22,-5.8310082623041375e-25,3.9074902062912247e-25,-8.87461020396166e-22,2.3201772700010827e-45,4.1631492732912787e-44,1.915973020134344e-30,1.1369378360546723e-37
2.6311314014613383e-11,0.002771910154243354,0.1557,0.0,0.00809804427107447,0.6423701563435666,0.2019,2.5746893204205158e-87,5.785598170293183e-54,6.369077719759399e-39,1.9724881975657396e-83,4.4181528380741627e-44,7.758625368516088e-74,5.968731286287781e-05,2.9202096769467897e-45,3.207140221492602e-54,5.587685657886162e-54,1.767595388073131e-40,1.3609029850617064e-85,3.255440888184661e-34,5.314773708779677e-88,1.0070369679025551e-94,1.1013633207630135e-39,4.108532513880018e-45,6.125039072960515e-99,2.1055994949137203e-45,5.648657853461344e-84,9.647858227846145e-16,1.7868515460081595e-43,2.998201899898598e-42,2.1649168893060445e-88,1.3922591829666956e-46,5.798966363941511e-43,-3.3604743469006266e-21,-5.305712751123834e-25,3.9286758379410384e-25,3.3607454926278057e-21,2.3574316882218513e-45,4.227486591709476e-44,1.9317383330214527e-30,1.1466029926627688e-37
2.6383623644247262e-11,0.002771910154243354,0.1557,0.0,0.008097891141610164,0.6423700797788346,0.2019,2.6738949514146756e-87,5.95135275525707e-54,6.386913883897995e-39,2.03954968640864e-83,4.526350478587324e-44,7.986282121911264e-74,5.984044232657296e-05,2.991721955380316e-45,3.2805251753859346e-54,5.747257330244672e-54,1.7918790407209197e-40,1.4132724031757974e-85,3.291183412472587e-34,5.504107112491925e-88,1.0433373464366221e-94,1.1194399612253241e-39,4.1864612270163866e-45,6.400344373874952e-99,2.1571642230662768e-45,5.882953860554294e-84,9.674276294531496e-16,1.806396834744269e-43,3.031049438619082e-42,2.2564247092852303e-88,1.4227317523862074e-46,5.877997511176861e-43,3.2285673504488855e-19,-3.68043278732386e-24,3.9499158510987707e-25,-3.228529164176455e-19,2.395181322623609e-45,4.2926136142643257e-44,1.9475889908474743e-30,1.1563222958629045e-37
2.6455933273881142e-11,0.002771910154243354,0.1557,0.0,0.008097738093956166,0.642370003255008,0.2019,2.7766331517079503e-87,6.121336825097452e-54,6.404755477766086e-39,2.108696507312727e-83,4.636879815152983e-44,8.220008187441728e-74,5.999348997985165e-05,3.064775310565797e-45,3.355359818746685e-54,5.910884511638538e-54,1.816427962039334e-40,1.467503784629465e-85,3.32721812645285e-34,5.699630164348004e-88,1.0808384244088341e-94,1.1377615933939153e-39,4.265640493237131e-45,6.6874272326964365e-99,2.2098401884013214e-45,6.126272176404069e-84,9.700693858646848e-16,1.826100907411392e-43,3.064164548195817e-42,2.3515494998411278e-88,1.4537829991575938e-46,5.9578785748626676e-43,4.622786225248392e-20,-1.1503591956835987e-24,3.9712102164189006e-25,-4.6226105876950035e-20,2.433431317787567e-45,4.3585373726544487e-44,1.963525212257205e-30,1.166095889845454e-37
2.652824290351502e-11,0.002771910154243354,0.1557,0.0,0.008097585128261794,0.642369926772161,0.2019,2.883019400030206e-87,6.295645052123348e-54,6.422602559522608e-39,2.179987532752974e-83,4.749784203327257e-44,8.459949316688762e-74,6.0146455673871957e-05,3.139398396587995e-45,3.431668256667809e-54,6.07865751821251e-54,1.8412443043685845e-40,1.5236578857640943e-85,3.3635465980858345e-34,5.901526964666243e-88,1.1195763428672081e-94,1.1563308332856344e-39,4.34608668719582e-45,6.986766532707641e-99,2.263648053255597e-45,6.378933531483491e-84,9.727110920461143e-16,1.8459646056900014e-43,3.0975486545992114e-42,2.450424292573975e-88,1.4854222295689709e-46,6.038616192910156e-43,4.0913958339000334e-21,-7.925697923258145e-25,3.9925589045052923e-25,-4.0897691818498566e-21,2.4721868540289722e-45,4.4252649327781686e-44,1.979547215781709e-30,1.1759239187279668e-37
2.66005525331489e-11,0.002771910154243354,0.1557,0.0,0.008097432244676064,0.6423698503303679,0.2019,2.9931725702420657e-87,6.474373904853292e-54,6.4404551877714e-39,2.253483111425584e-83,4.865107664993737e-44,8.706254337798032e-74,6.029933926020383e-05,3.215620307902754e-45,3.509474913962412e-54,6.250668368063354e-54,1.8663302312732876e-40,1.581797245211915e-85,3.40017039921107e-34,6.109986532769375e-88,1.1595882110327638e-94,1.1751503168845106e-39,4.427816347001413e-45,7.29885941440396e-99,2.3186087975232027e-45,6.641268985351479e-84,9.753527480243798e-16,1.8659887732685128e-43,3.1312031872548174e-42,2.553186590943732e-88,1.5176588703798065e-46,6.120217034207268e-43,-3.596335432001373e-19,2.7138966691229253e-24,4.013961885910006e-25,3.596312675886971e-19,2.511453148561175e-45,4.492803395602938e-44,1.9956552198351857e-30,1.1858065265531523e-37
2.667286216278278e-11,0.002771910154243354,0.1557,0.0,0.008097279443346499,0.6423697739297027,0.2019,3.1072150517952876e-87,6.657621698052866e-54,6.458313421570088e-39,2.329245116184006e-83,4.982894905369391e-44,8.959075247416278e-74,6.0452140590401364e-05,3.2934705905759725e-45,3.588804547881356e-54,6.427010828484041e-54,1.8916879175675152e-40,1.6419862470361698e-85,3.437091105610696e-34,6.325203112753981e-88,1.2009121401873976e-94,1.1942227005411574e-39,4.510846180523346e-45,7.624222053853945e-99,2.374743726760239e-45,6.9136203149123625e-84,9.779943538264727e-16,1.886174255875771e-43,3.165129579100385e-42,2.6599785433108686e-88,1.550502471678444e-46,6.202687799217603e-43,2.431953475556573e-21,-6.299548663206791e-25,4.035419131132454e-25,-2.4312986056307813e-21,2.5512354559496756e-45,4.561159897766576e-44,2.0118494427128704e-30,1.1957438572875318e-37
2.674517179241666e-11,0.002771910154243354,0.1557,0.0,0.008097126724420497,0.6423696975702398,0.2019,3.2252733792468686e-87,6.845488898812826e-54,6.476177320498746e-39,2.4073372090747935e-83,5.103191422927909e-44,9.218567746192869e-74,6.06048595165845e-05,3.3729793149309894e-45,3.6696822957568713e-54,6.607780705552361e-54,1.917319551225287e-40,1.7042914509807253e-85,3.474310297579296e-34,6.547376186472218e-88,1.2435874108500644e-94,1.2135506640517154e-39,4.595193072762706e-45,7.963393271285235e-99,2.432074524571911e-45,7.196341964551467e-84,9.806359094794392e-16,1.9065219015925747e-43,3.1993292671150924e-42,2.770947798034064e-88,1.5839627263781358e-46,6.2860352239948754e-43,9.617486048196949e-20,-1.4938882479628047e-24,4.0569306106118853e-25,-9.617346128884476e-20,2.5915390720215608e-45,4.630341616880286e-44,2.0281301025734666e-30,1.205736054810177e-37
2.681748142205054e-11,0.002771910154243354,0.1557,0.0,0.00809697408804573,0.6423696212520523,0.2019,3.347477152990461e-87,7.038077543149549e-54,6.494046944512232e-39,2.4878243683809834e-83,5.226043291593631e-44,9.48489024548378e-74,6.075749589140786e-05,3.45417693160198e-45,3.752133567373653e-54,6.793075291209962e-54,1.9432273296829015e-40,1.768781025811821e-85,3.5118295586239876e-34,6.776710166257853e-88,1.2876541660695996e-94,1.233136904031657e-39,4.680874058298641e-45,8.316928873014183e-99,2.490623148810829e-45,7.489797790452453e-84,9.832774150103646e-16,1.92703256014695e-43,3.2338036911207816e-42,2.88624609851418e-88,1.6180494306433414e-46,6.370266070246945e-43,-4.838813922002458e-20,-1.221029529731819e-25,4.0784962947448742e-25,4.8388129156771325e-20,2.6323693232001115e-45,4.700355759646562e-44,2.0444974174781478e-30,1.2157832629376831e-37
2.688979105168442e-11,0.002771910154243354,0.1557,0.0,0.00809682153436922,0.642369544975214,0.2019,3.4739597384043464e-87,7.235491581927478e-54,6.5119223540205e-39,2.570773184964324e-83,5.351497286523248e-44,9.758204471898597e-74,6.0910049567818537e-05,3.537094354662074e-45,3.8361841105591167e-54,6.982993690691706e-54,1.969413461706012e-40,1.8355251162141755e-85,3.5496504761425156e-34,7.013414662964004e-88,1.3331536098963077e-94,1.2529841375211868e-39,4.7679063342148384e-45,8.685405625080678e-99,2.5504118915218657e-45,7.794363221764942e-84,9.85918870446383e-16,1.947707083278379e-43,3.268554294407763e-42,3.0060302282685223e-88,1.6527725063309828e-46,6.455387131023939e-43,8.581613849668265e-20,-1.401191641409068e-24,4.1001161538763866e-25,-8.581480693259206e-20,2.6737315731597574e-45,4.77120956800049e-44,2.060951605369833e-30,1.225885625410888e-37
2.6962100681318298e-11,0.002771910154243354,0.1557,0.0,0.0080966690635377,0.6423694687397984,0.2019,3.604858566398594e-87,7.437837012884824e-54,6.529803609914027e-39,2.6562519822480916e-83,5.479600929987931e-44,1.0038675699189302e-73,6.106252039920935e-05,3.62176299194625e-45,3.921860018826265e-54,7.177636947550007e-54,1.995880168056303e-40,1.9045960003825829e-85,3.5877746416206216e-34,7.257706426581543e-88,1.3801281110292366e-94,1.2730951031280808e-39,4.8563073108500365e-45,9.069423180224461e-99,2.6114634008085783e-45,8.110426220617879e-84,9.88560275814678e-16,1.9685463248271104e-43,3.303582523892796e-42,3.1304624332595684e-88,1.688142008792737e-46,6.541405232925163e-43,4.9949770274101156e-20,-1.0782344159450146e-24,4.12179015829726e-25,-4.994867933393694e-20,2.7156312270347667e-45,4.842910320700309e-44,2.0774928840669275e-30,1.2360432858908564e-37
2.7034410310952177e-11,0.002771910154243354,0.1557,0.0,0.008096516675697371,0.6423693925458782,0.2019,3.7403151112607725e-87,7.64522184786734e-54,6.547690773552282e-39,2.744330801445999e-83,5.610402477307909e-44,1.0326472709453425e-73,6.121490823932045e-05,3.708214735755577e-45,4.009187742100919e-54,7.377108011954555e-54,2.022629681141133e-40,1.9760680782392132e-85,3.6262036505131284e-34,7.509805341617504e-88,1.4286211654321648e-94,1.2934725605063016e-39,4.9460945060790126e-45,9.469604061493768e-99,2.673800674129944e-45,8.438387229807124e-84,9.912016311424813e-16,1.9895511407210642e-43,3.338889830067941e-42,3.259710412347348e-88,1.7241681241892214e-46,6.628327234070898e-43,1.345977467696271e-19,-1.9047211763188333e-24,4.143518278245893e-25,-1.345956891769706e-19,2.758073725456889e-45,4.915465332697828e-44,2.0941214712666435e-30,1.246256387960999e-37
2.7106719940586057e-11,0.002771910154243354,0.1557,0.0,0.008096364370994251,0.6423693163935268,0.2019,3.8804745388866444e-87,7.857755918820914e-54,6.565583906712415e-39,2.8350812450544654e-83,5.743950843147644e-44,1.0621767456423515e-73,6.136721294230345e-05,3.79648191414608e-45,4.0981940332675565e-54,7.581511557128924e-54,2.049664243758222e-40,2.050017686727618e-85,3.6649391017898226e-34,7.769939492520354e-88,1.4786773178879072e-94,1.3141192880566246e-39,5.037285666380225e-45,9.886592001730712e-99,2.737447023174208e-45,8.77865814687168e-84,9.938429364570684e-16,2.010722388664297e-43,3.374477666504995e-42,3.393946872367813e-88,1.760861155994127e-46,6.716160021634267e-43,-2.973109097225205e-21,-6.225889831067228e-25,4.1653004839143415e-25,2.973970891320142e-21,2.801064545227427e-45,4.988881950594835e-44,2.110837584558613e-30,1.256525075135788e-37
2.7179029570219936e-11,0.002771910154243354,0.1557,0.0,0.00809621214957356,0.6423692402828165,0.2019,4.025486834925217e-87,8.07555141087847e-54,6.583483071707663e-39,2.9285769463501256e-83,5.880295793283943e-44,1.092473601216857e-73,6.151943436262922e-05,3.8865974176665464e-45,4.188906052692567e-54,7.790954483395527e-54,2.0769861119248483e-40,2.1265236915479247e-85,3.7039825989122435e-34,8.038341481684422e-88,1.5303424609314762e-94,1.3350380882372153e-39,5.1298986821375735e-45,1.0321058511220084e-98,2.8024261652514426e-45,9.13166582511753e-84,9.964841917857693e-16,2.0320609287174865e-43,3.4103474908223854e-42,3.5333510714896207e-88,1.7982315587818156e-46,6.80491051878219e-43,2.0132166792320498e-19,-2.5990233998741074e-24,4.187136745435533e-25,-2.0131859201251456e-19,2.844609204858739e-45,5.063167561848894e-44,2.127641441394705e-30,1.2668494908414075e-37
2.7251339199853816e-11,0.002771910154243354,0.1557,0.0,0.008096060011580572,0.6423691642138202,0.2019,4.175506442728757e-87,8.298722663494316e-54,6.60138833133591e-39,3.024893409695479e-83,6.019487868546529e-44,1.1235558224332575e-73,6.167157235534229e-05,3.9785946490914e-45,4.281351323316558e-54,8.00554572972496e-54,2.104597553711345e-40,2.2056672970967705e-85,3.7433357493800663e-34,8.315250149048301e-88,1.5836637287810858e-94,1.3562317852549127e-39,5.2239516258622733e-45,1.077370107682046e-98,2.868762187045261e-45,9.49785099950964e-84,9.991253971559618e-16,2.0535676230346874e-43,3.446500764236169e-42,3.678108357107692e-88,1.8362899245444416e-46,6.89458568110759e-43,-5.2596540338767196e-21,-6.839891588007308e-25,4.209027032889382e-25,5.260992843524108e-21,2.888713261241149e-45,5.138329590580484e-44,2.144533259102626e-30,1.2772297784244633e-37
2.7323648829487695e-11,0.002771910154243354,0.1557,0.0,0.008095907957160002,0.6423690881866099,0.2019,4.330692199373319e-87,8.527386112823596e-54,6.619299748860033e-39,3.124107975633972e-83,6.161578361311566e-44,1.1554417631000109e-73,6.182362677580872e-05,4.072507507885219e-45,4.375557725594029e-54,8.225396218724759e-54,2.1325008486152972e-40,2.2875320125370716e-85,3.7830001645406247e-34,8.600911148443229e-88,1.6386894605866277e-94,1.3777032241816264e-39,5.319462759873742e-45,1.124524307851967e-98,2.93647953341012e-45,9.877668137199208e-84,1.0017665525950725e-15,2.075243335752596e-43,3.4829389513762435e-42,3.828410113271557e-88,1.8750469780239454e-46,6.985192494746808e-43,8.481596331400676e-21,-8.270506753321858e-25,4.230971316305425e-25,-8.480048213393137e-21,2.933382307436365e-45,5.214375495894806e-44,2.161513254891397e-30,1.2876660811554804e-37
2.7395958459121575e-11,0.002771910154243354,0.1557,0.0,0.008095755986456475,0.642369012201258,0.2019,4.49120741334437e-87,8.761660304017936e-54,6.63721738800499e-39,3.22629984437747e-83,6.306619317229297e-44,1.1881501493234345e-73,6.197559747988213e-05,4.1683703913443676e-45,4.4715534932293166e-54,8.450618867978288e-54,2.1606982875436193e-40,2.372203692378391e-85,3.8229774595433903e-34,8.895576287758494e-88,1.695469226730316e-94,1.399455270824545e-39,5.416450516950529e-45,1.1736434511604842e-98,3.005603008194687e-45,1.0271585716418518e-83,1.0044076581305723e-15,2.0970889329695213e-43,3.519663520260854e-42,3.9844538930462075e-88,1.9145135766510817e-46,7.076737976397703e-43,-3.5967829064084034e-19,2.723089088132529e-24,4.252969565663575e-25,3.596759304722853e-19,2.978621973575892e-45,5.291312771368445e-44,2.178581645852464e-30,1.2981585422296098e-37
2.7468268088755454e-11,0.002771910154243354,0.1557,0.0,0.008095604099613364,0.6423689362578362,0.2019,4.657220026908978e-87,9.001665951713596e-54,6.655141312967534e-39,3.331550137470794e-83,6.454663554741708e-44,1.22170009078929e-73,6.212748432348964e-05,4.26621820749594e-45,4.569367227280827e-54,8.681328647096953e-54,2.1891921728342267e-40,2.4597706215868872e-85,3.863269253406721e-34,9.199503640135875e-88,1.7540538791634785e-94,1.4214908121631128e-39,5.514933501266605e-45,1.2248053146357765e-98,3.076157783543525e-45,1.0680086762547475e-83,1.0070487137899798e-15,2.119105282785167e-43,3.556675942356931e-42,4.1464436609028397e-88,1.9547007138198067e-46,7.1692291742178896e-43,8.254407143718547e-21,-6.842811314046261e-25,4.275021750893239e-25,-8.253684129121894e-21,3.0244379281574405e-45,5.369148945608244e-44,2.1957386489574538e-30,1.3087073047651827e-37
2.7540577718389333e-11,0.002771910154243354,0.1557,0.0,0.008095452296773832,0.6423688603564164,0.2019,4.828903462070124e-87,9.24752630887755e-54,6.67307158848987e-39,3.439942239441463e-83,6.605764792911338e-44,1.256111147191275e-73,6.227928716309452e-05,4.366086459578431e-45,4.669027949597651e-54,8.917642926172113e-54,2.2179848202243258e-40,2.5503239590302278e-85,3.903877169597173e-34,9.512958427720188e-88,1.8144957727633418e-94,1.4438127596533466e-39,5.61493051601692e-45,1.2780909902692125e-98,3.1481694608175464e-45,1.110367154946337e-83,1.0096897196008665e-15,2.141293255612158e-43,3.593977693102123e-42,4.314590996007944e-88,1.9956195410040266e-46,7.262673172245534e-43,1.3394077973507727e-19,-1.8607498195677554e-24,4.297127841865902e-25,-1.3393893243756832e-19,3.070835882601245e-45,5.447891587605733e-44,2.2129844810398826e-30,1.3193125117919755e-37
2.7612887348023213e-11,0.002771910154243354,0.1557,0.0,0.008095300578081268,0.6423687844970701,0.2019,5.006435223457324e-87,9.499366493827173e-54,6.691008279709257e-39,3.551561212292469e-83,6.75997740985027e-44,1.2914032102434e-73,6.243100585567722e-05,4.468011086389615e-45,4.7705649862087586e-54,9.159680839002547e-54,2.247078555187491e-40,2.6439570045324443e-85,3.944802834780624e-34,9.83621213716599e-88,1.876848380808521e-94,1.466424042478976e-39,5.71646052351981e-45,1.3335840729053524e-98,3.2216639554664787e-45,1.1542853254109626e-83,1.0123306755908421e-15,2.1636537235004164e-43,3.631570250766833e-42,4.489113185270083e-88,2.0372813249772156e-46,7.357077080635712e-43,-5.774109864009271e-20,-4.8115453074338867e-26,4.319287808411526e-25,5.774112006475063e-20,3.117821579994136e-45,5.527548295344165e-44,2.2303193588336214e-30,1.329974306275866e-37
