Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44),CH2OX2(50),CH3X(53),CH4(39),H(23),CH4X(405),CH2OX(174),CHOX(173),HCO(31)
1.6657317262321325e-11,0.0027079452504016393,0.1557,0.0,0.007931315394888179,0.6423809162614772,0.2019,1.1886744168487279e-91,8.468282820988314e-57,5.687986050863603e-40,3.520103043596493e-87,1.6628814114761811e-46,3.839491406984302e-77,3.8167477043242476e-05,8.169213254057421e-48,1.1829320490085803e-56,8.337663434468393e-57,3.333568484149116e-42,6.2199401276316325e-90,1.3534250387206393e-35,3.775437853091432e-92,4.672669771563263e-99,1.4571209286170081e-41,3.6903901348346846e-47,1.6959019052660766e-103,5.988019320039055e-48,1.9186403883178212e-88,6.045033221600973e-16,5.434780414416975e-45,8.965431793996784e-44,8.836769914769943e-93,4.8333580550665766e-49,1.2794957423376158e-44,8.738922285899206e-27,-8.921822371513999e-32,4.3157532078732366e-26,-8.738833067675516e-27,2.809767423081584e-47,4.991830530828869e-46,1.2836426662724637e-31
1.708706675215509e-11,0.0027079452504016393,0.1557,0.0,0.007930358086277822,0.642380437607172,0.2019,1.6810154501823596e-91,1.114311217391617e-56,5.8351241940875304e-40,4.818345027102318e-87,2.0868983663071435e-46,4.9897128283983236e-77,3.912478565358539e-05,1.0252188330702336e-47,1.4757902894674628e-56,1.09661161095596e-56,3.784913775066545e-42,8.794067423447451e-90,1.4981866611594197e-35,5.211144695284732e-92,6.485245761871934e-99,1.6964420479358014e-41,4.402679192157049e-47,2.452215942040674e-103,7.514900136976012e-48,2.8049345347405774e-88,6.200608289543071e-16,6.014711198758575e-45,9.92300495202875e-44,1.2710869415083216e-92,5.918686901167192e-49,1.4520914406709214e-44,-2.180051433546315e-25,2.2259564921551133e-30,4.539580106322512e-26,2.1800291739814264e-25,3.2446477018038705e-47,5.790293683109273e-46,1.3852382160231632e-31
1.7516816241988856e-11,0.0027079452504016393,0.1557,0.0,0.007929402697958138,0.6423799599130122,0.2019,2.3578953677521005e-91,1.4552428715491449e-56,5.982324632842077e-40,6.54206491784749e-87,2.6040656426158945e-46,6.444359485467302e-77,4.00801739732551e-05,1.2792743964867545e-47,1.8297586530395096e-56,1.4314581367143574e-56,4.283773484770331e-42,1.2332097742382623e-89,1.654235157395727e-35,7.137700824405027e-92,8.929746307505662e-99,1.9675606909678096e-41,5.229077340971355e-47,3.5141804642699483e-103,9.377214332171733e-48,4.0617811377521936e-88,6.356164481444241e-16,6.639666018089402e-45,1.0955053429167646e-43,1.8130967508099744e-92,7.210977908543146e-49,1.6428897462293925e-44,5.5901827297528825e-24,-5.708569764126294e-29,4.768942468047504e-26,-5.590125644055285e-24,3.7347796774336137e-47,6.6901510486954606e-46,1.4920332957938598e-31
1.7946565731822622e-11,0.0027079452504016393,0.1557,0.0,0.007928449266962501,0.6423794831975143,0.2019,3.281527220275643e-91,1.88690658029395e-56,6.129593831601261e-40,8.814240773626267e-87,3.2317163878186205e-46,8.274038884078675e-77,4.1033604968875964e-05,1.587602206944461e-47,2.255322558318865e-56,1.8551966111189212e-56,4.833788224409562e-42,1.7158619404638325e-89,1.8221388192739102e-35,9.704869070450946e-92,1.220271198527699e-98,2.2737508172317736e-41,6.184289407947857e-47,4.99357144159142e-103,1.163737839683618e-47,5.828738635203508e-88,6.511701835600174e-16,7.31189163849463e-45,1.2065307973934746e-43,2.5657413584096883e-92,8.74302949908253e-49,1.853278682378279e-44,-1.472282743654153e-22,1.5036309834740102e-27,5.003828896764243e-26,1.4722677073442868e-22,4.2857245392808223e-47,7.701002686503544e-46,1.6041547643586767e-31
1.8376315221656388e-11,0.0027079452504016393,0.1557,0.0,0.007927497829997143,0.6423790074790316,0.2019,4.532850316777932e-91,2.4300058357535597e-56,6.276938737475355e-40,1.178891901272532e-86,3.9898520199405714e-46,1.0563570764689133e-76,4.19850419342179e-05,1.9600270822838755e-47,2.7643959201288285e-56,2.3880466472743202e-56,5.4387779505884286e-42,2.3695789052762848e-89,2.00247948865364e-35,1.3102846347615533e-91,1.655472376915718e-98,2.6185296188420936e-41,7.284471546406189e-47,7.039149583794961e-103,1.4367417238113649e-47,8.292441947464929e-88,6.667220391034117e-16,8.033686928359158e-45,1.3257586915703702e-43,3.60345546840234e-92,1.0551828351754427e-48,2.0847123210025196e-44,3.979570113049875e-21,-4.0647374122144347e-26,5.244227782914168e-26,-3.979529465675915e-21,4.903458119549167e-47,8.833042653758783e-46,1.7217292151262068e-31
1.8806064711490153e-11,0.0027079452504016393,0.1557,0.0,0.007926548423436094,0.6423785327757512,0.2019,6.216517368172183e-91,3.109218916869459e-56,6.42436680271297e-40,1.5658002171844188e-86,4.901470311777802e-46,1.3414440269955824e-76,4.293444849525106e-05,2.4078456122265384e-47,3.370467967747665e-56,3.0540935983761917e-56,6.102746070662924e-42,3.2489272533799575e-89,2.1958525228306223e-35,1.757175740012557e-91,2.230338646339491e-98,3.0056688117484045e-41,8.547332180714244e-47,9.847756352864076e-103,1.7650145606892167e-47,1.1700724664493003e-87,6.822720187490368e-16,8.80740266214751e-45,1.4535795882055889e-43,5.024529057331461e-92,1.2678960213210884e-48,2.338712000917369e-44,-1.1031926807491415e-19,1.1269164733077522e-24,5.490127305580354e-26,1.1031814115843833e-19,5.594390112611771e-47,1.009707383448454e-45,1.8448829712699763e-31
1.923581420132392e-11,0.0027079452504016393,0.1557,0.0,0.007925601083315671,0.6423780591056911,0.2019,8.467043694572212e-91,3.953824850951716e-56,6.571886007609753e-40,2.0659303853384532e-86,5.992924228680464e-46,1.6947609114212107e-76,4.388178861565844e-05,2.944002408384911e-47,4.0887599023441865e-56,3.881893859269431e-56,6.829883531537335e-42,4.4240217954807185e-89,2.4028667595078912e-35,2.3413149355736275e-91,2.984900041822532e-98,3.439206130584188e-41,9.992236728420252e-47,1.367844426430494e-102,2.1580460269098693e-47,1.6380476493352276e-87,6.978201265427652e-16,9.635441324171804e-45,1.5903927514916e-43,6.958016917486824e-92,1.517104913272639e-48,2.6168675204059917e-44,3.134316904334812e-18,-3.202028360843758e-23,5.741515434434275e-26,-3.1342848840512847e-18,6.365383442067433e-47,1.1504522112225207e-45,1.9737420809032882e-31
1.926267354443853e-11,0.0027079452504016393,0.1557,0.0,0.007925541943987095,0.6423780295360269,0.2019,8.630201157557909e-91,4.012861864067272e-56,6.581109175757989e-40,2.1015821741784196e-86,6.067776459579219e-46,1.7194227561355473e-76,4.394092794423364e-05,2.980772088353661e-47,4.137759009276319e-56,3.93974062302326e-56,6.87752604552312e-42,4.509201634520181e-89,2.4162722129815247e-35,2.3832084209766283e-91,3.039107111480719e-98,3.4679397578442685e-41,1.0089060562071917e-46,1.395900195937291e-102,2.1850002405644908e-47,1.6724269965815524e-87,6.987918212221356e-16,9.689053174408949e-45,1.5992514112953857e-43,7.099453214921137e-92,1.5340080946345582e-48,2.635091793654216e-44,8.142093099652842e-20,-3.2102479964068143e-24,5.757409153114565e-26,-8.141772074861766e-20,6.416393653678648e-47,1.1597521437801859e-45,1.9819880832636133e-31
1.931639223066775e-11,0.0027079452504016393,0.1557,0.0,0.007925423689999388,0.642377970409033,0.2019,8.965311388772415e-91,4.133309853520965e-56,6.5995566881488305e-40,2.174580772101256e-86,6.219968373929953e-46,1.7697268941791064e-76,4.4059181931938054e-05,3.0555333199364033e-47,4.237288467195168e-56,4.057754445967987e-56,6.973606890551133e-42,4.684148683619551e-89,2.4432508719721594e-35,2.4690624998034696e-91,3.150258169565556e-98,3.5260053951917726e-41,1.0285108584473122e-46,1.4536337217277185e-102,2.2398043970594386e-47,1.743210609925916e-87,7.007351886973438e-16,9.796944603432517e-45,1.6170792841179551e-43,7.39043483828076e-92,1.5683080303040467e-48,2.6718444519778475e-44,-4.805200682025608e-20,-2.1990818134556445e-24,5.789260754806074e-26,4.805420590197333e-20,6.519445196320308e-47,1.1785353610753132e-45,1.998548544388704e-31
1.9339526445587348e-11,0.0027079452504016393,0.1557,0.0,0.007925372773487909,0.6423779449507773,0.2019,9.113319190450228e-91,4.186171327830736e-56,6.607501686088074e-40,2.20672719790622e-86,6.286544931317266e-46,1.791799536278284e-76,4.411009844341699e-05,3.08823770443983e-47,4.280787395856696e-56,4.109545207250634e-56,7.015313198515818e-42,4.7614155233903534e-89,2.45493851101647e-35,2.5069015886765156e-91,3.199272689430848e-98,3.5512591689755915e-41,1.0370532166689977e-46,1.479178915871537e-102,2.2637785489434625e-47,1.7745455355979033e-87,7.015721004170375e-16,9.843683804168381e-45,1.6248025140338002e-43,7.519156318901857e-92,1.5832843602384433e-48,2.6877977361027373e-44,3.7823742092120617e-20,-3.0275406373029454e-24,5.803004153268781e-26,-3.7820714551571653e-20,6.564251336050679e-47,1.1867002390746917e-45,2.0057085547594773e-31
1.9385794875426544e-11,0.0027079452504016393,0.1557,0.0,0.007925270958820322,0.6423778940434436,0.2019,9.416172033607943e-91,4.2937145574220415e-56,6.623392568090151e-40,2.2723293699725416e-86,6.4215936670711694e-46,1.8366968775437415e-76,4.42119131110006e-05,3.1545776282815126e-47,4.368949605078313e-56,4.214905667921135e-56,7.099323097443928e-42,4.91951511466226e-89,2.4784392023040957e-35,2.5841925107929396e-91,3.2994212767199223e-98,3.602217523903535e-41,1.0543194552675732e-46,1.5315351462997095e-102,2.312409463937281e-47,1.8387970812595122e-87,7.032459076283949e-16,9.93766136938977e-45,1.6403316211229314e-43,7.78292721538358e-92,1.6136117638807442e-48,2.7199325213676377e-44,-2.6596205184846266e-21,-2.6142872201143534e-24,5.830538531864466e-26,2.662234805544936e-21,6.6546402904511e-47,1.203167926398498e-45,2.020079552277471e-31
1.943206330526574e-11,0.0027079452504016393,0.1557,0.0,0.007925169168663336,0.642377843148365,0.2019,9.728357880291453e-91,4.403725783743353e-56,6.6392846409421034e-40,2.3397132614934326e-86,6.55920463761875e-46,1.8826140679061192e-76,4.431370326798637e-05,3.222176156178153e-47,4.458683872342618e-56,4.322677941277074e-56,7.184134095106009e-42,5.0824821396940126e-89,2.502107769638307e-35,2.663681357458425e-91,3.4024577291950364e-98,3.653781684536464e-41,1.0718300829725367e-46,1.5856224727335874e-102,2.3619630371272614e-47,1.905212625422832e-87,7.0491969320672035e-16,1.0032307081599387e-44,1.6559713560756641e-43,8.055351664691282e-92,1.6444447442387125e-48,2.7523733810735347e-44,-2.024071364123201e-20,-2.4298832200429895e-24,5.858136339786954e-26,2.0245076377898495e-20,6.746072850310989e-47,1.2198208308920506e-45,2.0345186493895165e-31
1.9478331735104938e-11,0.0027079452504016393,0.1557,0.0,0.00792506740306117,0.6423777922655639,0.2019,1.0050140722462761e-90,4.516254798511628e-56,6.655177915933901e-40,2.40892261763589e-86,6.699419989540176e-46,1.9295718929745967e-76,4.441546887015144e-05,3.2910539904161e-47,4.550013869888761e-56,4.432910529931816e-56,7.269751880554994e-42,5.250454123287794e-89,2.525945004732362e-35,2.745420162227239e-91,3.508457872766047e-98,3.7059573601217165e-41,1.0895879334658107e-46,1.6414939438993136e-102,2.412454445454989e-47,1.9738592295526224e-87,7.065934571572302e-16,1.012762406116349e-44,1.6717222377330023e-43,8.33669289532375e-92,1.675790471007715e-48,2.785122465690886e-44,2.8850201999922346e-20,-2.9145492308830294e-24,5.885797561531835e-26,-2.8844308778809285e-20,6.838558712513112e-47,1.2366605309317474e-45,2.0490260027324193e-31
1.9524600164944134e-11,0.0027079452504016393,0.1557,0.0,0.007924965662057944,0.6423777413950623,0.2019,1.0381791443225707e-90,4.631352274074791e-56,6.671072404434256e-40,2.4800021513762005e-86,6.842282458975525e-46,1.977591515211572e-76,4.451720987337412e-05,3.361232122862177e-47,4.642963524958877e-56,4.545652791297602e-56,7.35618216935163e-42,5.423572171479086e-89,2.5499517010989415e-35,2.829467863467352e-91,3.61749951003442e-98,3.758750299555358e-41,1.1075958784295702e-46,1.6992043375033974e-102,2.463899078161982e-47,2.0448059171256918e-87,7.082671994851506e-16,1.0223615435372268e-44,1.68758478609955e-43,8.627221681832336e-92,1.7076561977733754e-48,2.818181935232038e-44,5.03329794249561e-22,-2.667532572692799e-24,5.9135221815672e-26,-4.977440784640808e-22,6.93210764371913e-47,1.2536886136852014e-45,2.063601768904452e-31
1.957086859478333e-11,0.0027079452504016393,0.1557,0.0,0.00792486394569771,0.6423776905368823,0.2019,1.0723588594005314e-90,4.749069798733769e-56,6.686968117891135e-40,2.5529976349470673e-86,6.987835391617526e-46,2.0266945008671622e-76,4.4618926233606806e-05,3.432731844783387e-47,4.737557075746077e-56,4.660954970553266e-56,7.443430703602946e-42,5.6019813796127514e-89,2.5741286540494753e-35,2.915885584435122e-91,3.729662374158021e-98,3.8121662916441405e-41,1.1258568208988803e-46,1.7588101240839466e-102,2.5163125439890595e-47,2.118123904330777e-87,7.099409201957168e-16,1.0320284338400345e-44,1.703559522337181e-43,8.927217344716547e-92,1.7400492642244166e-48,2.851553959291189e-44,2.2914426846963366e-20,-2.8865290860876503e-24,5.941310184333695e-26,-2.2909022432439883e-20,7.026729483214474e-47,1.2709066750531723e-45,2.078246104465325e-31
1.9617137024622528e-11,0.0027079452504016393,0.1557,0.0,0.007924762254024465,0.6423776396910456,0.2019,1.1075818326329573e-90,4.869459873730565e-56,6.70286506783207e-40,2.6279558935250145e-86,7.136122743470243e-46,2.0769028191555672e-76,4.4720617906852325e-05,3.5055747472197024e-47,4.833819080143738e-56,4.778868197659893e-56,7.531503252057339e-42,5.785830797906695e-89,2.5984766606936503e-35,3.0047341836236446e-91,3.845028090256791e-98,3.8662111652608903e-41,1.144373685383651e-46,1.82036939717686e-102,2.5697106714495536e-47,2.1938865613275107e-87,7.116146192941735e-16,1.04176339112829e-44,1.7196469687668857e-43,9.236967625290356e-92,1.7729770964102332e-48,2.8852407170786397e-44,-2.7150973253297454e-20,-2.405861943206372e-24,5.969161554244569e-26,2.7155861474981713e-20,7.122434140362259e-47,1.2883163197249927e-45,2.092959165936108e-31
1.9663405454461724e-11,0.0027079452504016393,0.1557,0.0,0.007924660587082176,0.6423775888575743,0.2019,1.1438774082688901e-90,4.992575903738358e-56,6.718763265864365e-40,2.7049247717039274e-86,7.287189076525555e-46,2.12823883333912e-76,4.482228484913801e-05,3.5797827188605734e-47,4.931774397587713e-56,4.899444478648709e-56,7.620405610197917e-42,5.975273269380368e-89,2.6229965199390164e-35,3.0960756490226603e-91,3.9636801775752344e-98,3.9208907894484164e-41,1.1631494214731107e-46,1.883941872995796e-102,2.6241095072724047e-47,2.272169314380376e-87,7.132882967857747e-16,1.051566730193216e-44,1.7358476488673616e-43,9.556768274901549e-92,1.806447206418529e-48,2.919244397436108e-44,2.964040594851029e-20,-2.9418503639637837e-24,5.997076275685681e-26,-2.9634903393526067e-20,7.219231591842933e-47,1.3059191612543653e-45,2.1077411097991352e-31
1.970967388430092e-11,0.0027079452504016393,0.1557,0.0,0.007924558944914773,0.6423775380364908,0.2019,1.1812756650153853e-90,5.118472205356747e-56,6.73466272367539e-40,2.7839531386271505e-86,7.441079562768927e-46,2.1807253026651907e-76,4.4923927016541685e-05,3.655377948012431e-47,5.031448180350398e-56,5.022736704035774e-56,7.710143600295071e-42,6.170465456763425e-89,2.647689032490534e-35,3.1899738171343354e-91,4.085704120846785e-98,3.9762110735673817e-41,1.1821870062924782e-46,1.9495889525808357e-102,2.679525317844641e-47,2.35304966380616e-87,7.149619526757838e-16,1.0614387665130527e-44,1.7521620872761512e-43,9.886923103767705e-92,1.84046719284055e-48,2.9535671988456523e-44,-3.9807687271458343e-20,-2.281978142578458e-24,6.025054333015526e-26,3.981268756413514e-20,7.317131881760508e-47,1.32371682208701e-45,2.1225920924979363e-31
1.9755942314140118e-11,0.0027079452504016393,0.1557,0.0,0.007924457327566132,0.6423774872278165,0.2019,1.219807446820934e-90,5.247204027072292e-56,6.750563453032971e-40,2.8650909225856233e-86,7.597839994155284e-46,2.2343853927240463e-76,4.5025544365180174e-05,3.7323829274984315e-47,5.132865880479775e-56,5.148798667976106e-56,7.800723071448488e-42,6.371568002579874e-89,2.6725550008500093e-35,3.2864942322047754e-91,4.211187434740268e-98,4.0321779674879674e-41,1.2014894445655392e-46,2.017373789793048e-102,2.7359745928036708e-47,2.4366072819020342e-87,7.166355869694738e-16,1.0713798162533673e-44,1.7685908097879007e-43,1.0227744366269026e-91,1.8750447418511946e-48,2.988211329443387e-44,5.4098920004069883e-20,-3.1764340744513505e-24,6.053095710565265e-26,-5.4093124492374604e-20,7.416145123070637e-47,1.3417109335589315e-45,2.137512270437172e-31
1.9802210743979315e-11,0.0027079452504016393,0.1557,0.0,0.007924355735080072,0.6423774364315736,0.2019,1.2595044903020997e-90,5.3788276854609755e-56,6.766465465795718e-40,2.9483892800158224e-86,7.757516869899762e-46,2.2892427371083628e-76,4.512713685123774e-05,3.8108204975337683e-47,5.23605329739001e-56,5.277685200050791e-56,7.89214990295336e-42,6.578746192114856e-89,2.697595229536033e-35,3.385703922287397e-91,4.3402199525982356e-98,4.0887974667939177e-41,1.2210597697464005e-46,2.0873615646606687e-102,2.7934740764706047e-47,2.522924384464935e-87,7.183091996721277e-16,1.081390196353516e-44,1.7851343435006278e-43,1.0579554221523967e-91,1.9101876392091275e-48,3.023179008158576e-44,1.135305404798086e-20,-2.771757176840538e-24,6.081200392635402e-26,-1.1347765227953267e-20,7.51628150579443e-47,1.3599031370038091e-45,2.152501799977788e-31
1.984847917381851e-11,0.0027079452504016393,0.1557,0.0,0.00792425416750038,0.6423773856477837,0.2019,1.3003991448648432e-90,5.51340022480835e-56,6.7823687738835e-40,3.033900208120089e-86,7.920157169676175e-46,2.3453212887181948e-76,4.5228704430927884e-05,3.890713734325208e-47,5.341036466136759e-56,5.409451835242137e-56,7.984429994421647e-42,6.792168497689827e-89,2.722810524420474e-35,3.487671247396107e-91,4.472893093514683e-98,4.1460755979112705e-41,1.2409010383471653e-46,2.159618851409366e-102,2.8520406861792464e-47,2.6120849394465636e-87,7.199827907890356e-16,1.0914702242625768e-44,1.801793216373521e-43,1.094268165211444e-91,1.9459037381849177e-48,3.0584724612682955e-44,6.110561485730272e-20,-3.2455572384061032e-24,6.109368363505889e-26,-6.109999866930914e-20,7.617551273337562e-47,1.3782950804710962e-45,2.167560837451331e-31
1.9894747603657708e-11,0.0027079452504016393,0.1557,0.0,0.007924152624870786,0.6423773348764689,0.2019,1.3425246355072528e-90,5.650979724290927e-56,6.798273389302826e-40,3.1216769018207004e-86,8.085808555410228e-46,2.4026454545956135e-76,4.5330247060520386e-05,3.9720860491877726e-47,5.447841753989788e-56,5.544155111686582e-56,8.07756927418207e-42,7.0120079452948e-89,2.748201693284515e-35,3.5924661404752174e-91,4.6093005593164996e-98,4.2040184308979236e-41,1.2610163345311255e-46,2.2342142242365387e-102,2.9116915849416266e-47,2.70417541950181e-87,7.216563603254978e-16,1.1016202181630676e-44,1.81856795760532e-43,1.131746539223011e-91,1.982200987781789e-48,3.0940939254335347e-44,-5.668230138596445e-20,-2.1260384881042032e-24,6.137599607427713e-26,5.668681802325531e-20,7.719964744068112e-47,1.3968884215039426e-45,2.18268953914781e-31
1.9941016033496905e-11,0.0027079452504016393,0.1557,0.0,0.00792405110723498,0.6423772841176509,0.2019,1.3859150948357034e-90,5.791625328236012e-56,6.8141793241485865e-40,3.211773793743789e-86,8.254519389014417e-46,2.4612401095981346e-76,4.543176469632513e-05,4.0549611972556415e-47,5.556495868821384e-56,5.6818525999338785e-56,8.17157369977757e-42,7.238442280839629e-89,2.7737695458482405e-35,3.7001602809201633e-91,4.749538409177158e-98,4.262632080308271e-41,1.2814087721042149e-46,2.311218340375063e-102,2.972444187834324e-47,2.799284899677037e-87,7.233299082868241e-16,1.1118404969790964e-44,1.8354590976368747e-43,1.1704254309764708e-91,2.019087435045723e-48,3.1300456478226e-44,8.040470503849182e-20,-3.429163662542769e-24,6.165894108622443e-26,-8.039896287875484e-20,7.823532311571533e-47,1.4156848273162017e-45,2.197888061314979e-31
1.99872844633361e-11,0.0027079452504016393,0.1557,0.0,0.007923949614636591,0.6423772333713518,0.2019,1.4306055303667662e-90,5.935397197562124e-56,6.830086590599023e-40,3.304246504477319e-86,8.426338697916653e-46,2.521130575739744e-76,4.553325729471348e-05,4.139363260550396e-47,5.667025841207479e-56,5.822602855776482e-56,8.26644925626306e-42,7.47165379988312e-89,2.7995148936506676e-35,3.810826966354679e-91,4.8937049657574585e-98,4.3219227026662627e-41,1.3020814924002984e-46,2.3907038730981724e-102,3.0343161495853565e-47,2.8975049704551156e-87,7.250034346783343e-16,1.1221313803289957e-44,1.8524671680878343e-43,1.2103407070891414e-91,2.0565712200070977e-48,3.1663298854436786e-44,-1.2199483942699503e-19,-1.5048151910584262e-24,6.194251851284091e-26,1.2199879451386496e-19,7.928264439854766e-47,1.4346859742209553e-45,2.21315656016085e-31
2.0033552893175298e-11,0.0027079452504016393,0.1557,0.0,0.007923848147119217,0.6423771826375932,0.2019,1.4766318176209727e-90,6.082356492046824e-56,6.845995200913357e-40,3.399151828438454e-86,8.601316161059942e-46,2.582342615083651e-76,4.563472481208417e-05,4.2253166411042122e-47,5.779459018363944e-56,5.966465402965479e-56,8.36220195531046e-42,7.711829311525541e-89,2.825438549988429e-35,3.924541169659492e-91,5.041900788720633e-98,4.3818964952651294e-41,1.3230376643223948e-46,2.472745503022163e-102,3.097325359532681e-47,2.998929725399598e-87,7.266769395053568e-16,1.1324931885040203e-44,1.8695927017027715e-43,1.2515292094417802e-91,2.0946605735060753e-48,3.2029489048376943e-44,1.7458555659113854e-19,-4.3244709361315255e-24,6.222672819580063e-26,-1.745789464577309e-19,8.034171661632668e-47,1.4538935473422924e-45,2.228495191854948e-31
2.0079821323014495e-11,0.0027079452504016393,0.1557,0.0,0.007923746704726385,0.6423771319163968,0.2019,1.5240307236464663e-90,6.232565388622193e-56,6.861905167432469e-40,3.496547761131103e-86,8.779502118825556e-46,2.6449024384078413e-76,4.573616720491159e-05,4.3128460658338014e-47,5.893823066455518e-56,6.113500750857928e-56,8.458837835448676e-42,7.95916026057062e-89,2.8515413299226684e-35,4.0413795495028625e-91,5.194228732873081e-98,4.4425596965123613e-41,1.3442804844107693e-46,2.5574199786476173e-102,3.161489945197518e-47,3.103655835173715e-87,7.283504227732293e-16,1.1429262424663292e-44,1.8868362323680734e-43,1.2940287841757077e-91,2.1333638183792758e-48,3.2399049821538843e-44,-2.55443575273652e-19,-2.3588866601941123e-25,6.251156997651078e-26,2.554463457828609e-19,8.141264579342489e-47,1.473309240664288e-45,2.243904112528081e-31
2.012608975285369e-11,0.0027079452504016393,0.1557,0.0,0.00792364528750162,0.6423770812077843,0.2019,1.5728399378509915e-90,6.386087108287561e-56,6.877816502580302e-40,3.596493536393559e-86,8.96094758859397e-46,2.708836717635361e-76,4.583758442967696e-05,4.401976594183504e-47,6.010145980334424e-56,6.263770420417699e-56,8.556362962353831e-42,8.21384288767588e-89,2.87782405030187e-35,4.161420517240729e-91,5.3507940242009664e-98,4.5039185866368176e-41,1.3658131773971517e-46,2.6448061945477596e-102,3.226828277887825e-47,3.211782642837973e-87,7.30023884487299e-16,1.15343086386351e-44,1.9041982951154484e-43,1.3378783189856662e-91,2.1726893714390823e-48,3.277200403303324e-44,3.7916248339543752e-19,-6.269820234119453e-24,6.279704369610826e-26,-3.7915405039383824e-19,8.249553866455642e-47,1.4929347571617397e-45,2.259383478271773e-31
2.0172358182692888e-11,0.0027079452504016393,0.1557,0.0,0.007923543895488326,0.6423770305117776,0.2019,1.6230980977385859e-90,6.542985936531116e-56,6.893729218864702e-40,3.6990496564005195e-86,9.145704275930853e-46,2.774172595440869e-76,4.593897644296929e-05,4.492733623619497e-47,6.128456083799106e-56,6.417336963919369e-56,8.654783429257304e-42,8.476078362987048e-89,2.9042875297719365e-35,4.284744262675187e-91,5.511704321833432e-98,4.5659794881080416e-41,1.3876389963890992e-46,2.734985258449351e-102,3.2933589767263686e-47,3.323412244748893e-87,7.316973246529217e-16,1.1640073750263311e-44,1.921679426138862e-43,1.3831177748580677e-91,2.2126457448332748e-48,3.3148374640301473e-44,-5.658925733009638e-19,2.7161783028344435e-24,6.308314919545869e-26,5.658925622507081e-19,8.359050268063188e-47,1.512771808869692e-45,2.274933445137958e-31
2.0218626612532085e-11,0.0027079452504016393,0.1557,0.0,0.007923442528729957,0.6423769798283985,0.2019,1.6748448098790641e-90,6.703327237745184e-56,6.909643328877717e-40,3.8042779149869646e-86,9.333824581722844e-46,2.84093769225246e-76,4.6040343201337e-05,4.585142893134618e-47,6.248782039580354e-56,6.574263978825307e-56,8.754105356675938e-42,8.746072894965654e-89,2.930932588774528e-35,4.4114327966904423e-91,5.6770697660072076e-98,4.62874876578971e-41,1.4097612230669413e-46,2.8280405479641152e-102,3.3611009112203027e-47,3.4386495583437243e-87,7.333707432754632e-16,1.174656098974438e-44,1.939280162783898e-43,1.429788212744083e-91,2.253241546831806e-48,3.3528184699169237e-44,8.529693081281495e-19,-1.0775496994875862e-23,6.336988631515655e-26,-8.529566398262738e-19,8.469764601004693e-47,1.5328221168946368e-45,2.2905541691389476e-31
2.026489504237128e-11,0.0027079452504016393,0.1557,0.0,0.007923341187269783,0.6423769291576684,0.2019,1.7281206702218516e-90,6.8671774684618145e-56,6.925558845295796e-40,3.912241419849786e-86,9.525361608489703e-46,2.9091601127656895e-76,4.6141684661508204e-05,4.679230486348629e-47,6.371152840474017e-56,6.734616120516178e-56,8.85433489292268e-42,9.024037835799442e-89,2.957760049542868e-35,4.5415699817431145e-91,5.847003024419397e-98,4.692232827035844e-41,1.4321831678022602e-46,2.9240577661324954e-102,3.4300732035341725e-47,3.5576023883407417e-87,7.350441403602979e-16,1.1853773594081796e-44,1.9570010435535936e-43,1.4779318196385596e-91,2.2944854824936045e-48,3.391145736377196e-44,-1.2974299782854878e-18,9.672974067197212e-24,6.365725489552624e-26,1.2974234236494677e-18,8.581707753978523e-47,1.5530874114123307e-45,2.3062458062474352e-31
2.030653662922656e-11,0.0027079452504016393,0.1557,0.0,0.007923250001621413,0.6423768835648442,0.2019,1.7774107989897383e-90,7.017698700766098e-56,6.939884023099197e-40,4.011800533055396e-86,9.70071073519906e-46,2.971829959313677e-76,4.623287030987808e-05,4.765366148149365e-47,6.483059168902041e-56,6.881915902433412e-56,8.945322586354523e-42,9.281200240558275e-89,2.982061398877545e-35,4.661712853100689e-91,6.003943791956768e-98,4.749984954893258e-41,1.4526219366494084e-46,3.013078620775147e-102,3.493216249185891e-47,3.6679283760463816e-87,7.3655017932636e-16,1.1950887806332043e-44,1.973053005550021e-43,1.5225564971843525e-91,2.3321664585365074e-48,3.4259382511404364e-44,-1.5308315199584143e-19,-1.1851783978927728e-24,6.39164263845269e-26,1.530885190121984e-19,8.683516293622916e-47,1.571511427832304e-45,2.3204290392289006e-31
