Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44),CH2OX2(50)
1.1068926581197112e-10,0.0005367589272267694,0.0915567593028733,0.0,0.0013141554542544617,0.45150999011639115,1.3943512373452208e-42,0.4568004875434924,4.311330584923402e-19,5.8830768111857066e-27,1.4717619721486006e-17,8.148367623931576e-30,1.5403080639166522e-50,6.527647941215135e-05,1.0773262189524271e-17,-3.9415420452057827e-20,1.472688516472852e-18,1.2637667652479115e-17,5.9089211515254306e-12,1.338818236955706e-24,3.5452099330223492e-22,4.933732806674406e-19,5.344708442531488e-28,1.1654968123483464e-32,3.2218905682312405e-32,3.090482369892504e-31,0.00010012479162535115,2.5571628975884623e-15,5.082843446496541e-26,3.866075195213195e-29,5.135763225176496e-22,2.8409315224968636e-33,5.074077915689989e-29
1.1138639112255485e-10,0.0005367589272267694,0.0915567593028733,0.0,0.001313094172800419,0.45150999438451855,1.4190805492281805e-42,0.45679995263462086,4.274570899703946e-19,5.998180110295182e-27,1.4857919732101226e-17,8.318504966974085e-30,1.593936168049383e-50,6.526794315723261e-05,1.0901561216663932e-17,-1.967151908457609e-20,1.4743762100157793e-18,1.2783722287999098e-17,5.9431035765578404e-12,1.355493439773305e-24,3.5705591615199417e-22,4.933226071662145e-19,5.450037867587765e-28,1.1908857460165337e-32,3.255310662116295e-32,3.1550112357096896e-31,0.00010065970046273279,2.572017263274752e-15,5.137437871717893e-26,3.907192876059632e-29,5.220431459530952e-22,2.8958327323414124e-33,5.128383976668882e-29
1.1208351643313859e-10,0.0005367589272267694,0.0915567593028733,0.0,0.0013120356719060519,0.45150999917926826,1.444044454190578e-42,0.4567994185894068,4.1593489186527594e-19,6.1145089385046296e-27,1.4998185215576263e-17,8.492052211524282e-30,1.649308677807201e-50,6.525835365787086e-05,1.1030543259777921e-17,1.5875238734621482e-20,1.4681028439771852e-18,1.2930455507160249e-17,5.97725664340132e-12,1.3722697670728475e-24,3.554589585091793e-22,4.932652074872743e-19,5.555904403470732e-28,1.2103453003224649e-32,3.288668993359299e-32,3.220833338998471e-31,0.00010119374564251314,2.5868596439762286e-15,5.192221041265987e-26,3.948382694920855e-29,5.305765020533972e-22,2.9518015165636953e-33,5.182702513358689e-29
1.1278064174372233e-10,0.0005367589272267694,0.0915567593028733,0.0,0.0013109799159440687,0.45151000448577266,1.4692428908613685e-42,0.4567988854049044,4.486111596537203e-19,6.2320635488646e-27,1.5138411977980516e-17,8.66901214609973e-30,1.7065276413703791e-50,6.524774064900326e-05,1.1160207216752066e-17,-3.694443983368229e-20,1.5059924969028234e-18,1.3077865687945696e-17,6.01138042593251e-12,1.3891454817023041e-24,3.560964317828703e-22,4.932012704073543e-19,5.66226739038517e-28,1.238235196454224e-32,3.3219640656821266e-32,3.2879497369137443e-31,0.00010172693011086878,2.6016900709497048e-15,5.247191876825109e-26,3.9896415219535746e-29,5.391761581997064e-22,3.008841366098939e-33,5.237032253345247e-29
1.1347776705430606e-10,0.0005367589272267694,0.0915567593028733,0.0,0.0013099268701354243,0.45151001028955445,1.4946757914765493e-42,0.45679835307820116,4.676550624054244e-19,6.350844168679321e-27,1.5278596171418495e-17,8.849464380348573e-30,1.7659493027128959e-50,6.523613308541446e-05,1.1290551989134727e-17,-6.238266469562752e-20,1.5301276040276901e-18,1.3225951226959049e-17,6.045474997100812e-12,1.406118730190546e-24,3.6471521930018605e-22,4.931309796594519e-19,5.7691954690382105e-28,1.2742704469673104e-32,3.355194449713549e-32,3.356390620708717e-31,0.00010225925677993027,2.6165085750535304e-15,5.302349310557502e-26,4.0309706600615106e-29,5.478418804767869e-22,3.0669568571498703e-33,5.291370274196083e-29
1.141748923648898e-10,0.0005367589272267694,0.0915567593028733,0.0,0.001308876500528388,0.45151001657651657,1.520343081340514e-42,0.4567978216064185,4.427448658991599e-19,6.470850977975607e-27,1.5418733937562388e-17,9.03340968945719e-30,1.8272783076524178e-50,6.522355916109153e-05,1.1421576482184613e-17,2.5023973589369885e-22,1.5101397328937812e-18,1.3374710539005863e-17,6.079540428978434e-12,1.4231954683960777e-24,3.600009229707113e-22,4.930545140645749e-19,5.876702004106821e-28,1.2846426851332032e-32,3.3883587760945183e-32,3.4261562839918336e-31,0.00010279072852856951,2.631315186757053e-15,5.357692284492183e-26,4.0723711980822533e-29,5.565734334718465e-22,3.126151540380848e-33,5.345714988647166e-29
1.1487201767547354e-10,0.0005367589272267694,0.0915567593028733,0.0,0.0013078287739782999,0.4515100233329333,1.5462446790941933e-42,0.45679729098670996,4.395931484630779e-19,6.59208411491253e-27,1.5558821207635023e-17,9.220707529223771e-30,1.8900683750350183e-50,6.521004632795575e-05,1.1553279604857786e-17,1.9431946720957592e-20,1.5118381558739129e-18,1.3524142056689159e-17,6.1135767927215235e-12,1.4403724512999903e-24,3.5472084545500994e-22,4.929720476591005e-19,5.98464195250169e-28,1.3024058265392332e-32,3.4214557352218574e-32,3.4971934255601982e-31,0.0001033213482031559,2.6461099361497186e-15,5.41321974937053e-26,4.113836942858377e-29,5.6537058038673505e-22,3.1864281157466057e-33,5.400065659768456e-29
1.1556914298605727e-10,0.0005367589272267694,0.0915567593028733,0.0,0.001306783658127669,0.45151003054544,1.5723804979214272e-42,0.4567967612162607,4.864812296476945e-19,6.714543688045409e-27,1.5698854881612277e-17,9.41169835616739e-30,1.9564118823216717e-50,6.519562131428073e-05,1.1685660269767744e-17,-6.144615021516748e-20,1.5635496986949744e-18,1.3674244230011964e-17,6.147584158599635e-12,1.4576396841044925e-24,3.8154722072553327e-22,4.928837498197467e-19,6.0932726043147345e-28,1.3757993367155797e-32,3.454484084950339e-32,3.56963116178407e-31,0.00010385111861829735,2.6608928529500215e-15,5.468930665706324e-26,4.155364939911307e-29,5.742330834882454e-22,3.2477914707737124e-33,5.454420643147e-29
1.1626626829664101e-10,0.0005367589272267694,0.0915567593028733,0.0,0.0013057411213862724,0.45151003820102553,1.5987504439157442e-42,0.4567962322922875,4.786465732623344e-19,6.838229778642477e-27,1.5838831408693792e-17,9.606308308164593e-30,2.0250184630546396e-50,6.518031014311378e-05,1.1818717392997016e-17,-3.270322706358452e-20,1.5603556229495378e-18,1.3825015525979485e-17,6.181562596127574e-12,1.4750118743316895e-24,3.8828931510344713e-22,4.927897853870596e-19,6.202606632755013e-28,1.3945890667462383e-32,3.487442624429758e-32,3.6434414803169605e-31,0.00010438004255758251,2.6756639665146014e-15,5.524824005154157e-26,4.196967415480726e-29,5.8316070340786065e-22,3.3102432529701045e-33,5.508777594732372e-29
1.1691587284144153e-10,0.0005367589272267694,0.0915567593028733,0.0,0.0013047719452315887,0.4515100457224101,1.623533481557556e-42,0.4567957401828097,4.49395652480647e-19,6.954588581354597e-27,1.5969210982682e-17,9.790520974716695e-30,2.0888673009325194e-50,6.516526737389867e-05,1.1943312356435538e-17,3.810092316219862e-20,1.5353020783381338e-18,1.3966110158218704e-17,6.213198856833961e-12,1.4913029542089475e-24,3.4931066453712843e-22,4.926972670316651e-19,6.304775434596814e-28,1.3552880804104796e-32,3.518090660612511e-32,3.7133083494503512e-31,0.00010487215200370684,2.6894175830350207e-15,5.577070572610517e-26,4.2357916109400584e-29,5.915381554245266e-22,3.369422533556582e-33,5.559430261877726e-29
1.1756547738624204e-10,0.0005367589272267694,0.0915567593028733,0.0,0.0013038049573795493,0.4515100536075354,1.6485196450242862e-42,0.4567952488037425,4.711899558420341e-19,7.072012426170166e-27,1.609953399181807e-17,9.977390405126733e-30,2.1532757066261577e-50,6.514949712328204e-05,1.2068492888099257e-17,6.822235414096935e-21,1.561279056317968e-18,1.4107783267420986e-17,6.244810113131171e-12,1.5076679225111675e-24,3.5956596793395357e-22,4.926000940743164e-19,6.406958379059758e-28,1.4106809611722606e-32,3.548676217944442e-32,3.784182822896717e-31,0.00010536353103922265,2.7031609990344127e-15,5.629473833269381e-26,4.2746623925141576e-29,5.999717459797099e-22,3.429555077942122e-33,5.61008313436033e-29
1.1821508193104255e-10,0.0005367589272267694,0.0915567593028733,0.0,0.0013028401339830948,0.45151006184666054,1.673708846925934e-42,0.4567947581529034,5.076373784744586e-19,7.190501300780424e-27,1.622980040207297e-17,1.016802119422563e-29,2.2240529348711745e-50,6.51330188729293e-05,1.2194258119236117e-17,-5.370392936507106e-20,1.6018429680155079e-18,1.425003365136019e-17,6.2763964192899736e-12,1.5240931787872343e-24,4.546444643060249e-22,4.924983897895912e-19,6.51038270108043e-28,1.5547690964923644e-32,3.579198477796118e-32,3.8564838134604317e-31,0.00010585418184682633,2.7168942374555113e-15,5.68203297647819e-26,4.313594426435891e-29,6.084612797497779e-22,3.490648046373024e-33,5.66073451085398e-29
1.1886468647584306e-10,0.0005367589272267694,0.0915567593028733,0.0,0.001301877451719599,0.45151007043028557,1.6991009903284485e-42,0.4567942682281308,4.66074709543238e-19,7.310055169723985e-27,1.6360005992755686e-17,1.0361560502776314e-29,2.293381857194262e-50,6.511585162286705e-05,1.2320607183688789e-17,4.198443463887356e-20,1.5641946931569323e-18,1.4392860119550694e-17,6.307957829302144e-12,1.5406500348573793e-24,3.902162137823758e-22,4.923922743657777e-19,6.614306388843856e-28,1.4269916385715905e-32,3.6096565716959857e-32,3.929887884881763e-31,0.00010634410658781772,2.7306173209923396e-15,5.734747197736328e-26,4.352597487630667e-29,6.17006558514492e-22,3.552692095543627e-33,5.711383184129e-29
1.1951429102064357e-10,0.0005367589272267694,0.0915567593028733,0.0,0.0013009168877785497,0.45151007934914555,1.7246959779048487e-42,0.4567937790272846,4.591235473280139e-19,7.430673972187514e-27,1.64901454872731e-17,1.0556839636502528e-29,2.358102650904584e-50,6.509801390290192e-05,1.2447539217816221e-17,6.847981424707291e-20,1.5611198313566922e-18,1.4536261493001884e-17,6.339494396222462e-12,1.5573048036746995e-24,2.9871228728522824e-22,4.922818649804824e-19,6.717383777456422e-28,1.3788325464740273e-32,3.640049732466502e-32,4.003951814251209e-31,0.00010683330740255008,2.7443302720955965e-15,5.787615692776967e-26,4.391621888289492e-29,6.256073849422823e-22,3.615688379552625e-33,5.762029155960248e-29
1.2016389556544408e-10,0.0005367589272267694,0.0915567593028733,0.0,0.001299958419849641,0.4515100885942051,1.750493708303443e-42,0.45679329054824475,5.134359346633889e-19,7.552357627181017e-27,1.6620217768288158e-17,1.07549338518334e-29,2.426154482800017e-50,6.507952378366003e-05,1.2575053360496314e-17,-2.7561372577186325e-20,1.619309615799237e-18,1.4680236603980823e-17,6.371006172417623e-12,1.5739857894991635e-24,4.273227162154396e-22,4.92167275880032e-19,6.8202042872347105e-28,1.6275490676321442e-32,3.6703772183756517e-32,4.079083387822753e-31,0.00010732178641086282,2.758033112977921e-15,5.840637671863187e-26,4.4306985847779586e-29,6.342635611851141e-22,3.679637561528147e-33,5.812670648181853e-29
1.208135001102446e-10,0.0005367589272267694,0.0915567593028733,0.0,0.0012990020261110363,0.4515100981566532,1.7764940812045408e-42,0.4567928027889116,4.906279110743917e-19,7.675106038374907e-27,1.675022548928885e-17,1.0956558689989435e-29,2.4950856892830826e-50,6.506039888747479e-05,1.2703148753175629e-17,3.0831266367226376e-20,1.6001773155338342e-18,1.4824784295778278e-17,6.402493210214283e-12,1.5907633803230541e-24,5.024559650790539e-22,4.920486184485427e-19,6.925210962690606e-28,1.5007960466560905e-32,3.700638393563352e-32,4.1555539714010845e-31,0.00010780954571250757,2.771725865619147e-15,5.893812355963863e-26,4.4699071557370604e-29,6.429748902997922e-22,3.744554415310335e-33,5.863305560526091e-29
1.214631046550451e-10,0.0005367589272267694,0.0915567593028733,0.0,0.0012980476852176067,0.45151010802789726,1.802696978439557e-42,0.456792315747205,4.1658498870948946e-19,7.798919079618982e-27,1.6880156829651784e-17,1.1158023717229764e-29,2.5416750297850034e-50,6.504065639929402e-05,1.2831824539918038e-17,1.918482266637021e-19,1.529646632762384e-18,1.4969903422474312e-17,6.433955561691422e-12,1.6077879072602497e-24,4.0484872117860624e-23,4.919260012709456e-19,7.027931111999942e-28,8.082970628807008e-33,3.7308324382116265e-32,4.2319639825909695e-31,0.00010829658738757542,2.785408551771429e-15,5.947138951800734e-26,4.50911919693323e-29,6.51741169668073e-22,3.810411505195278e-33,5.913935505681279e-29
1.221127091998456e-10,0.0005367589272267694,0.0915567593028733,0.0,0.0012970953762896247,0.45151011819955844,1.8291022758018994e-42,0.4567918294210643,4.822997551972519e-19,7.923796613264163e-27,1.701000529965935e-17,1.1359005288410312e-29,2.583481543988799e-50,6.502031307716585e-05,1.2961079866863024e-17,7.322394245443112e-20,1.5989902655891478e-18,1.5115592848713182e-17,6.465393276713098e-12,1.6247293146543038e-24,2.2872510505571707e-22,4.917995302140817e-19,7.12614685393252e-28,1.506754039503671e-32,3.760958543645315e-32,4.308190679499794e-31,0.00010878291349690546,2.7990811929641728e-15,6.000616679927557e-26,4.548260548712454e-29,6.605621954638037e-22,3.8771734743118204e-33,5.964559639440046e-29
1.2276231374464612e-10,0.0005367589272267694,0.0915567593028733,0.0,0.0012961450789018545,0.4515101286634658,1.855709851082851e-42,0.4567913438084474,5.644985486981998e-19,8.04973847729655e-27,1.7139785512390218e-17,1.1567854245644937e-29,2.6557995834457034e-50,6.499938526236492e-05,1.3090913882935243e-17,-7.831502688394547e-20,1.684755043410726e-18,1.5261851449485833e-17,6.496806406039495e-12,1.6416547790119343e-24,7.457344081266574e-22,4.916693085017298e-19,7.227897185037058e-28,2.1287583234238017e-32,3.791016025066479e-32,4.387401084364297e-31,0.00010926852608247755,2.8127438105089057e-15,6.05424479377756e-26,4.587583359845284e-29,6.694377651980991e-22,3.944821680920652e-33,6.015172887497316e-29
1.2341191828944663e-10,0.0005367589272267694,0.0915567593028733,0.0,0.001295196773072826,0.4515101394116523,1.882519575222669e-42,0.4567908589073306,4.3297499845274977e-19,8.176744494461417e-27,1.726947278480867e-17,1.1767804854388637e-29,2.6239235244262777e-50,6.497788888935155e-05,1.3221325739840126e-17,1.9797940588347292e-19,1.5563989794228527e-18,1.5408678109915856e-17,6.5281950020007996e-12,1.659216672613342e-24,-5.982815971194669e-22,4.915354367472484e-19,7.322966422329571e-28,-7.802493215250777e-33,3.821004144081054e-32,4.4632368596115035e-31,0.00010975342716779859,2.8263964255041154e-15,6.108022533937979e-26,4.627170902479234e-29,6.78367674214362e-22,4.013324786114211e-33,6.065774813379882e-29
1.2406152283424713e-10,0.0005367589272267694,0.0915567593028733,0.0,0.0012942504392540331,0.45151015043634907,1.909531351411967e-42,0.4567903747157088,3.7725973399756847e-19,8.304814469103458e-27,1.739904787640034e-17,1.1958022172830692e-29,2.533557643846864e-50,6.495583949578686e-05,1.3352314590878093e-17,3.2262396544587143e-19,1.5038744639345527e-18,1.555607172504537e-17,6.559559112348122e-12,1.6769082590169084e-24,-1.9230239935509197e-21,4.913980130274765e-19,7.402643206551105e-28,-1.7831737664057786e-32,3.8509227967217665e-32,4.535381358998108e-31,0.00011023761875828979,2.8400390588395983e-15,6.161949090352317e-26,4.666354080520373e-29,6.873517360280083e-22,4.0827634069504075e-33,6.116375346315573e-29
1.2471112737904764e-10,0.0005367589272267694,0.0915567593028733,0.0,0.0012933060583196331,0.4515101617299809,1.9367449942180646e-42,0.4567898912315941,5.492339893855694e-19,8.433948196400608e-27,1.7528541526493253e-17,1.2159289363698529e-29,2.5548346022598674e-50,6.493325223210033e-05,1.3483879590999955e-17,-8.364790510140171e-21,1.6792834566705196e-18,1.5704031199628568e-17,6.590898781887305e-12,1.6935231645856496e-24,8.638422265602593e-22,4.912571330204407e-19,7.481878417489054e-28,3.0881302537685316e-32,3.8807705231926087e-32,4.6117165103589335e-31,0.00011072110284165656,2.853671731201197e-15,6.216023761175276e-26,4.705605895456731e-29,6.963897272213921e-22,4.152960040060621e-33,6.166962938442914e-29
