Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50)
8.163023673892675e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007763427910809876,0.45148815215492166,6.270454654750143e-20,0.4568130866743838,1.7256974178164808e-18,8.928593235171491e-25,6.871031480863294e-19,4.0100700697742e-26,1.374535619836572e-40,0.00010895240235287883,8.026790085590425e-18,3.555896222403793e-20,1.4119072115169202e-18,8.061383454968135e-18,4.932776869718025e-12,3.0757940862504777e-18,1.2726398742950565e-19,1.6966203800157766e-19,7.065464791099452e-23,4.66221368546485e-28,4.514346502177522e-34,1.6239051682654573e-27,8.752566171075008e-05,2.0586755859415384e-15
8.182228506796513e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007762860050286948,0.4514880670802041,6.314542677432192e-20,0.4568128878188344,1.7362331200227467e-18,9.019586832317941e-25,6.906747190440561e-19,4.073851676845924e-26,1.4010570802290542e-40,0.0001091225517882248,8.064150418625048e-18,3.560236600137451e-20,1.419602228849693e-18,8.09886174366415e-18,4.944150709955999e-12,3.0935086441348108e-18,3.4530596104920776e-19,1.6986666301718953e-19,7.137437376631047e-23,5.227904724732097e-28,4.555368775928808e-34,1.6497339608784392e-27,8.77245172488517e-05,2.0634354447561575e-15
8.201433339700351e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007762292677096283,0.4514879822199678,6.358835404560415e-20,0.45681268899246963,1.7468025974015047e-18,9.111246339509901e-25,6.939436992857615e-19,4.138925553460145e-26,1.428354446162912e-40,0.0001092922722608347,8.101595819374522e-18,3.564562767554185e-20,1.4273141127710578e-18,8.136424301980193e-18,4.955524533061608e-12,3.1112724474004894e-18,-4.171384104818332e-19,1.7007062569737799e-19,7.209939642848698e-23,5.2435712169438e-28,4.596735258653876e-34,1.6760860668696866e-27,8.792334360218947e-05,2.068194954646065e-15
8.220638172604189e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007761725790768443,0.45148789757400526,6.403333295699073e-20,0.4568124901952626,1.75740583338344e-18,9.20357447233003e-25,7.020391198392206e-19,4.198527141132294e-26,1.447158298462198e-40,0.00010946156418591504,8.139125500673277e-18,3.5688747570305345e-20,1.4350428042522715e-18,8.174071110578646e-18,4.966895763212683e-12,3.1290846480764076e-18,4.56789582847902e-19,1.7027392009319733e-19,7.283018808753262e-23,3.6623803247346e-28,4.6376548493362355e-34,1.7002221304840067e-27,8.812214079788211e-05,2.0729541159268334e-15
8.239843005508027e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007761159390830549,0.4514878131421072,6.448036810306317e-20,0.456812291427186,1.7680428111700153e-18,9.296573946370854e-25,7.14115674815806e-19,4.254759526560244e-26,1.4622920629385556e-40,0.00010963042798215977,8.1767401543044e-18,3.5731726054145227e-20,1.442788244168238e-18,8.211802150124968e-18,4.978266742498442e-12,3.1469458771444782e-18,5.8329807725085565e-19,1.7047655570963602e-19,7.356626285387529e-23,4.885097719283421e-28,4.678097004983765e-34,1.722993811559544e-27,8.832090886301871e-05,2.0777129288932146e-15
8.259047838411865e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007760593476806291,0.4514877289240624,6.492946407734182e-20,0.45681209268821305,1.7787135137350775e-18,9.390247476977893e-25,7.232203096446389e-19,4.3184241644483276e-26,1.4864072952969678e-40,0.00010979886407176274,8.214439937321963e-18,3.577456365292065e-20,1.450550373302909e-18,8.249617401292349e-18,4.9896380363255855e-12,3.1648562310025625e-18,-6.02230535589987e-19,1.7067853480829573e-19,7.430743667566363e-23,6.1067754661426585e-28,4.723618974041752e-34,1.7487752355080332e-27,8.851964782465854e-05,2.0824713938325583e-15
8.276332188025318e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007760084569244155,0.4514876533104907,6.533541625799877e-20,0.45681191384799846,1.7883459664834027e-18,9.475132215867162e-25,7.249392388722774e-19,4.38310813993645e-26,1.5162209671949738e-40,0.0001099500912150101,8.248441730318493e-18,3.581299731167778e-20,1.4575505097924416e-18,8.283723112304227e-18,4.999869854274314e-12,3.181016703214666e-18,-1.2011071227790937e-19,1.708597475310542e-19,7.497883706320104e-23,5.318884378503056e-28,4.768493655580734e-34,1.7749694492398976e-27,8.869848802898495e-05,2.0867537149614807e-15
8.293616537638772e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007759576054531267,0.45148757786981153,6.574304477657719e-20,0.4568117350313161,1.798005709600223e-18,9.560567114043447e-25,7.273001473331519e-19,4.4483471663574655e-26,1.5465713458814174e-40,0.00011010097257263588,8.28251221216899e-18,3.585131725866637e-20,1.4645640731978564e-18,8.31789700498024e-18,5.0101011065197456e-12,3.1972166052898585e-18,1.3156209687489886e-19,1.7104042984010552e-19,7.565454844848084e-23,5.260129796122984e-28,4.81274771857053e-34,1.8013884344628555e-27,8.887730470105658e-05,2.0910357546572984e-15
8.30717887568967e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007759177318201633,0.45148751879547966,6.606407048264003e-20,0.45681159473747923,1.80560442346159e-18,9.627990954557778e-25,7.311953922724629e-19,4.498110953507337e-26,1.568331620979855e-40,0.00011021912123556247,8.309294122543852e-18,3.5881305975903616e-20,1.4700767089754404e-18,8.344759622155235e-18,5.018129021638226e-12,3.209955670382625e-18,-9.584704771348207e-20,1.7118183447971107e-19,7.618790224853209e-23,5.554873344915505e-28,4.845637212131133e-34,1.8215406161871607e-27,8.901759852996213e-05,2.0943955030865996e-15
8.32074121374057e-11,0.0027344314106420324,0.0915567593028733,0.0,0.00775877882335573,0.45148745982742255,6.638613197226302e-20,0.4568114544581093,1.813219925528673e-18,9.695755693982101e-25,7.347878687033705e-19,4.548040792424035e-26,1.5897891797144577e-40,0.00011033705734932776,8.336118179335794e-18,3.5911225097217545e-20,1.4755975638924612e-18,8.37166420271564e-18,5.026156141440992e-12,3.222718817830834e-18,-8.129741145983051e-21,1.7132291209260197e-19,7.672397662136596e-23,5.45026324755609e-28,4.8781265174274245e-34,1.841760041578897e-27,8.915787789186028e-05,2.097755078479272e-15
8.334303551791468e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007758380569820587,0.4514874009655634,6.670923086159144e-20,0.4568113141931969,1.8208522094653283e-18,9.763862285976995e-25,7.378133609221194e-19,4.5989852980950474e-26,1.6122825850435e-40,0.00011045478106786999,8.362984477345194e-18,3.594107476679773e-20,1.4811266169567935e-18,8.398610739858481e-18,5.0341827958600485e-12,3.2355061204328603e-18,5.928385224398445e-20,1.7146366422668468e-19,7.726270460101143e-23,5.461149233936431e-28,4.9112815778683345e-34,1.86239036327267e-27,8.929814279623447e-05,2.1011144809395293e-15
8.347865889842367e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007757982557422369,0.45148734220982456,6.703336876650694e-20,0.4568111739427326,1.8285012688828557e-18,9.832311683710552e-25,7.407643209535786e-19,4.650808549800555e-26,1.6356469001809e-40,0.00011057229254557919,8.389893053289072e-18,3.5970855081026036e-20,1.4866638471555911e-18,8.42559922678031e-18,5.0422091214119135e-12,3.2483175926885762e-18,-3.315716036058529e-20,1.7160409214211118e-19,7.780411900550958e-23,5.61356285544056e-28,4.944897137230761e-34,1.8833765392042898e-27,8.94383932525605e-05,2.1044737105733825e-15
8.361428227893266e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007757584785986447,0.45148728356012835,6.73585473026276e-20,0.4568110337067068,1.8361670973298174e-18,9.901104840081277e-25,7.43650375171968e-19,4.7031245894946077e-26,1.6592498604669259e-40,0.00011068959193800494,8.416843823125119e-18,3.6000566164153544e-20,1.4922092334468863e-18,8.452629656679013e-18,5.0502348533528445e-12,3.2611531283474923e-18,-1.551669511896687e-20,1.7174419569917278e-19,7.834826012229408e-23,5.625387251020751e-28,4.9784093262812e-34,1.9045622729321673e-27,8.957862927030657e-05,2.107832767486679e-15
8.374990565944164e-11,0.0027344314106420324,0.0915567593028733,0.0,0.0077571872553373845,0.4514872250163965,6.768476808530775e-20,0.45681089348511006,1.8438496882982483e-18,9.970242707514118e-25,7.467029496166394e-19,4.7557384424032233e-26,1.6828776221545003e-40,0.00011080667940165033,8.443836799402175e-18,3.6030208160734765e-20,1.4977627547659792e-18,8.479702022753718e-18,5.058260048065487e-12,3.274012717694964e-18,5.467394293725768e-20,1.7188397570857703e-19,7.889513945596388e-23,5.601615275156763e-28,5.011727884344383e-34,1.9258686080429683e-27,8.971885085893313e-05,2.1111916517847402e-15
8.388552903995063e-11,0.0027344314106420324,0.0915567593028733,0.0,0.00775678996529896,0.45148716657855026,6.801203272963817e-20,0.45681075327793313,1.8515490352274674e-18,1.0039726238051144e-24,7.500063287914804e-19,4.808630115194009e-26,1.7066013999421346e-40,0.00011092355509403775,8.470872031035386e-18,3.6059781216933164e-20,1.5033243900289342e-18,8.50681631820451e-18,5.066284882932261e-12,3.2868963873470354e-18,-3.1472893231943303e-21,1.7202343332608122e-19,7.94447523701465e-23,5.711345126070752e-28,5.044911900436973e-34,1.9472874480954042e-27,8.98590580278929e-05,2.1145503635724824e-15
8.402115242045962e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007756392915694124,0.45148710824651067,6.834034285044615e-20,0.4568106130851664,1.8592651315057552e-18,1.0109556383412609e-24,7.531996491761295e-19,4.8620111032115055e-26,1.7306128263477622e-40,0.00011104021917337897,8.497949469618768e-18,3.608928547411811e-20,1.5088941181341956e-18,8.533972536232424e-18,5.07430921179837e-12,3.2998040665285967e-18,-3.928528575686218e-20,1.7216256863317458e-19,7.999710194895136e-23,5.78313870599989e-28,5.078089740016876e-34,1.968904439623179e-27,8.999925078663095e-05,2.1179089029545897e-15
8.41567758009686e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007755996106345009,0.4514870500201981,6.866970006229545e-20,0.4568104729068003,1.866997970468915e-18,1.0179734094814983e-24,7.562942522464741e-19,4.91591484226123e-26,1.7549092052239844e-40,0.00011115667179855662,8.525069088088707e-18,3.611872106439772e-20,1.5144719179609568e-18,8.561170670039124e-18,5.0823329593240626e-12,3.3127357056840296e-18,2.3244882534893962e-20,1.7230138201373876e-19,8.055220126710023e-23,5.764151736204494e-28,5.111314005600601e-34,1.9907331226903744e-27,9.013942914458459e-05,2.1212672700359898e-15
8.429239918147759e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007755599537072962,0.4514869918995327,6.900010597948637e-20,0.45681033274282573,1.8747475453992205e-18,1.0250260322997763e-24,7.595118470615212e-19,4.970282516869024e-26,1.7794986402520816e-40,0.00011127291312936624,8.552230930333715e-18,3.614808811765499e-20,1.520057768368295e-18,8.588410712827047e-18,5.090356286048541e-12,3.3256913261364973e-18,2.082779169167495e-20,1.7243987464086263e-19,8.111005372549387e-23,5.820890145953385e-28,5.144587402294356e-34,2.0127496795529222e-27,9.027959311118322e-05,2.1246254649215872e-15
8.442802256198658e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007755203207698535,0.45148693388443417,6.933156221605582e-20,0.456810192593233,1.8825138495252514e-18,1.0321136018342073e-24,7.627102481396239e-19,5.025161503035698e-26,1.8044370904211218e-40,0.00011138894332646415,8.57943498709983e-18,3.617738676932588e-20,1.5256516481952763e-18,8.615692657799707e-18,5.098379175911985e-12,3.338670896024697e-18,-2.9696984719813083e-20,1.7257804706815746e-19,8.16706625712934e-23,5.914770521938319e-28,5.177891085617565e-34,2.0349732954553235e-27,9.041974269584855e-05,2.1279834877160454e-15
8.456364594249557e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007754807118041479,0.45148687597482173,6.966407038577716e-20,0.4568100524580128,1.8902968760226542e-18,1.0392362130766804e-24,7.658121160872865e-19,5.0805689839234924e-26,1.8296753803890474e-40,0.00011150476255121576,8.606681216840875e-18,3.6206617156015426e-20,1.5312535362616573e-18,8.643016498161587e-18,5.1064015054347295e-12,3.351674351105673e-18,-2.1699207006322093e-21,1.727158995072181e-19,8.223404263161058e-23,5.929359113145483e-28,5.211212554613528e-34,2.057410928838832e-27,9.055987790799439e-05,2.131341338524045e-15
8.469926932300456e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007754411267920765,0.4514868181706144,6.999763210216058e-20,0.4568099123371558,1.8980966180148045e-18,1.0463939609675107e-24,7.6901625412961e-19,5.136432485090181e-26,1.8551613912128935e-40,0.00011162037096581875,8.633969642424052e-18,3.623577941243151e-20,1.5368634113685223e-18,8.670382227118026e-18,5.1144233652372354e-12,3.364701691465901e-18,1.1049844722428283e-20,1.7285343288772653e-19,8.280020263162608e-23,5.966924449711664e-28,5.244551404343118e-34,2.080033230664133e-27,9.069999875702665e-05,2.13469901745027e-15
8.483489270351354e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007754015657154591,0.4514867604717307,7.03322489784528e-20,0.45680977223065256,1.9059130685734885e-18,1.0535869404064313e-24,7.722600449952146e-19,5.192779416910396e-26,1.8809802096893534e-40,0.00011173576873335442,8.661300281627849e-18,3.62648736742021e-20,1.542481252299135e-18,8.697789837875387e-18,5.122444829096097e-12,3.3777529120606136e-18,-6.483271711760055e-20,1.7299064805315263e-19,8.336914032427599e-23,6.088551833217673e-28,5.277906935745467e-34,2.10285130095449e-27,9.084010525234338e-05,2.1380565245991475e-15
8.497051608402253e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007753620285560366,0.4514867028780885,7.066792262763734e-20,0.4568096321384935,1.913746220718933e-18,1.060815246249646e-24,7.753213314091491e-19,5.249696406549782e-26,1.907129844433556e-40,0.00011185095601759337,8.68867306835866e-18,3.6293900077891584e-20,1.5481070378189992e-18,8.725239323641118e-18,5.130465691924853e-12,3.390827923897255e-18,-2.0307105654729993e-20,1.7312754493046131e-19,8.39408711830453e-23,6.086187870118732e-28,5.3112898780101605e-34,2.1259002199913027e-27,9.098019740333475e-05,2.141413860075038e-15
8.510613946453152e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007753225152954726,0.45148664538960576,7.100465466243441e-20,0.45680949206066934,1.921596067419932e-18,1.0680789732944782e-24,7.784796148659622e-19,5.307095230121207e-26,1.9335011785636786e-40,0.00011196593298306411,8.716088010916269e-18,3.6322858755225254e-20,1.5537407466758422e-18,8.752730677623457e-18,5.138485995850578e-12,3.4039267122706542e-18,1.0153735171297471e-19,1.7326412430651118e-19,8.451541233123187e-23,6.023009549958903e-28,5.344696787710519e-34,2.1491442608860367e-27,9.11202752193829e-05,2.1447710239824453e-15
8.52417628450405e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007752830259153555,0.4514865880061996,7.134244669530107e-20,0.4568093519971709,1.9294626015939353e-18,1.0753782162918336e-24,7.819218301360645e-19,5.364912087207192e-26,1.960200950432038e-40,0.00011208069979524731,8.743545204331418e-18,3.635174983939581e-20,1.559382357599934e-18,8.780263893031643e-18,5.146506071420842e-12,3.4170493491679404e-18,-3.603630181609356e-20,1.7340038787907756e-19,8.50927507382883e-23,6.211415140057477e-28,5.378136224049854e-34,2.1725575872068914e-27,9.126033870986203e-05,2.148128016425634e-15
8.537738622554949e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007752435603971963,0.45148653072778716,7.168130033843112e-20,0.45680921194798857,1.93734581610743e-18,1.0827130699617693e-24,7.85007627558602e-19,5.423360192193012e-26,1.9873737386981124e-40,0.00011219525662035152,8.771044557937978e-18,3.6380573470283667e-20,1.565031849304685e-18,8.807838963076286e-18,5.154525631938293e-12,3.4301957208541073e-18,-1.3973519190899866e-19,1.7353633525873105e-19,8.56728881222586e-23,6.342899194976245e-28,5.411605180636137e-34,2.1962265416245224e-27,9.140038788413835e-05,2.1514848375084995e-15
8.551300960605848e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007752041187224282,0.45148647355428473,7.202121720375537e-20,0.4568090719131131,1.945245703776356e-18,1.0900836289557512e-24,7.87936951560952e-19,5.482382738292893e-26,2.0147049539065547e-40,0.00011230960362509812,8.798585959490485e-18,3.6409329780396696e-20,1.570689200486683e-18,8.835455880968812e-18,5.162544318692817e-12,3.443365691856004e-18,1.557759163186158e-19,1.736719659282219e-19,8.625587410665221e-23,6.109494876515185e-28,5.445110149650033e-34,2.220128119827791e-27,9.154042275157006e-05,2.154841487335381e-15
8.564863298656747e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007751647008724111,0.45148641648560867,7.236219890294143e-20,0.4568089318925351,1.95316225736634e-18,1.0974899878590937e-24,7.916070386442513e-19,5.54168865287562e-26,2.042187014143752e-40,0.00011242374097725945,8.82616961786977e-18,3.6438018895884326e-20,1.57635438982599e-18,8.863114639921297e-18,5.170562840563704e-12,3.456559447756467e-18,1.2727469782762582e-19,1.7380728289170927e-19,8.684169730620678e-23,6.212366827178835e-28,5.478644788132128e-34,2.2441444498953037e-27,9.168044332150725e-05,2.15819796601061e-15
8.578425636707646e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007751253068284325,0.45148635952167454,7.270424704739385e-20,0.45680879188624535,1.961095469592889e-18,1.1049322412483748e-24,7.949861096587655e-19,5.601602673042808e-26,2.070394736473738e-40,0.00011253766884560773,8.853795563869185e-18,3.646664095940726e-20,1.5820273959871046e-18,8.890815233147572e-18,5.178581314800678e-12,3.469776996137995e-18,-3.4280316411418043e-19,1.739422870071697e-19,8.743030308220451e-23,6.684518847341403e-28,5.512222916871092e-34,2.2684070364100737e-27,9.182044960329201e-05,2.1615542736374923e-15
8.591987974758544e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007750859365716993,0.45148630266239786,7.304736324825428e-20,0.45680865189423436,1.9690453331216722e-18,1.1124104836416664e-24,7.973325287294078e-19,5.662377494931635e-26,2.0989394064259397e-40,0.00011265138739907303,8.88146341754766e-18,3.6495196110153853e-20,1.5877081976186607e-18,8.918557653862682e-18,5.186598492823514e-12,3.483017933674932e-18,1.8784542650876012e-20,1.7407697477667557e-19,8.80217725073915e-23,6.365190350471356e-28,5.545832148357197e-34,2.2930182104572715e-27,9.196044160625826e-05,2.1649104103198167e-15
8.605550312809443e-11,0.0027344314106420324,0.0915567593028733,0.0,0.00775046590083344,0.4514862459076936,7.33915491164013e-20,0.45680851191649285,1.9770118405687642e-18,1.1199248094352619e-24,8.010096870954794e-19,5.723286702838382e-26,2.127080308212979e-40,0.00011276489680734752,8.909173367886064e-18,3.652368446162009e-20,1.5933967733530032e-18,8.946341895281572e-18,5.194615016906881e-12,3.49628242570578e-18,5.543685974779442e-19,1.7421134916783088e-19,8.861617580946623e-23,5.9724395677454045e-28,5.579477773656467e-34,2.3176838048610386e-27,9.210041933973183e-05,2.1682663761625233e-15
8.619112650860342e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007750072673444319,0.45148618925747636,7.373680626245062e-20,0.4568083719530115,1.984994984500105e-18,1.1274753130164791e-24,8.063188878050863e-19,5.784248161928688e-26,2.1553381819399527e-40,0.0001128781972415323,8.93692576066666e-18,3.655210615367133e-20,1.599093101807297e-18,8.974167950621028e-18,5.202632051257993e-12,3.509570794536381e-18,7.785313568733112e-20,1.7434541453145867e-19,8.921344353286293e-23,6.445999577658992e-28,5.613367269654592e-34,2.3423705585387678e-27,9.224038281303049e-05,2.171622171269159e-15
8.63267498891124e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007749679683359536,0.4514861327116604,7.408313629675512e-20,0.45680823200378107,1.99299475743424e-18,1.1350620887915104e-24,8.10296966718066e-19,5.84614544800596e-26,2.1844067512406714e-40,0.00011299128887330844,8.964720197970629e-18,3.6580461342334367e-20,1.6047971615861167e-18,9.00203581310008e-18,5.210648288104079e-12,3.5228826188767455e-18,-7.375417237931268e-20,1.7447916690481593e-19,8.981353053062864e-23,6.6277773214260725e-28,5.6475553228671666e-34,2.3674362817561106e-27,9.23803320354636e-05,2.1749777957420212e-15
8.646237326962139e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007749286930388246,0.4514860762701597,7.443054082940475e-20,0.45680809206879225,2.0010111518415956e-18,1.1426852310378951e-24,8.133512583731142e-19,5.908853739465983e-26,2.2141290860970566e-40,0.0001131041718748582,8.992556701396269e-18,3.660875014565847e-20,1.610508931279017e-18,9.029945475937471e-18,5.2186638136691944e-12,3.536217896636557e-18,1.1336571666341512e-20,1.7461260726584202e-19,9.041645893122767e-23,6.602989573976291e-28,5.681879519445118e-34,2.3928304271194902e-27,9.252026701633258e-05,2.1783332496848404e-15
8.659799665013038e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007748894414338883,0.4514860199328876,7.477902147022678e-20,0.4568079521480356,2.00904416014276e-18,1.1503448339757771e-24,8.159671082811906e-19,5.97221896144008e-26,2.244483639630009e-40,0.00011321684641917987,9.020435383491845e-18,3.6636972685029164e-20,1.6162283894600295e-18,9.057896932353057e-18,5.226679016555112e-12,3.549576716619446e-18,-6.32129109136926e-20,1.7474573756897968e-19,9.102222936961593e-23,6.716710542158981e-28,5.716148512573476e-34,2.4184906009189147e-27,9.266018776493047e-05,2.1816885332012406e-15
8.673362003063937e-11,0.0027344314106420324,0.0915567593028733,0.0,0.0077485021350191495,0.45148596369975735,7.512857982878564e-20,0.4568078122415021,2.0170937747085805e-18,1.158040991775792e-24,8.182977703536008e-19,6.03621004186968e-26,2.2752834635507625e-40,0.00011332931267988163,9.048356176244735e-18,3.6665129092978646e-20,1.6219555146880328e-18,9.085890175568261e-18,5.234693685073472e-12,3.562958987012515e-18,-8.175733860660609e-20,1.7487855775987739e-19,9.16308763018898e-23,6.7845007250271775e-28,5.750266799968233e-34,2.44440422030236e-27,9.280009429054214e-05,2.185043646394723e-15
8.686924341114835e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007748110092236028,0.45148590757068163,7.54792175143831e-20,0.4568076723491821,2.0251599878614464e-18,1.1657737985347072e-24,8.212182792420585e-19,6.100601973038592e-26,2.3060820269113344e-40,0.00011344157083122025,9.076319048813748e-18,3.669321950233205e-20,1.627690285507802e-18,9.113925198805638e-18,5.242707730941052e-12,3.576364653060189e-18,4.451529195898529e-20,1.750110682387478e-19,9.224246411303738e-23,6.730621624164868e-28,5.784278649409886e-34,2.4704801668029756e-27,9.293998660244415e-05,2.188398589369052e-15
8.700486679165734e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007747718285795808,0.451485851545573,7.58309361360583e-20,0.45680753247106665,2.033242791876842e-18,1.173543348309468e-24,8.247751700958578e-19,6.165375329348796e-26,2.3370112030702687e-40,0.00011355362104844944,9.104324080264808e-18,3.672124405192496e-20,1.6334326804518581e-18,9.142001995289137e-18,5.250721431520291e-12,3.5897937699435095e-18,3.326222060612914e-20,1.7514327048032108e-19,9.285697938519437e-23,6.790726765622151e-28,5.818293706205076e-34,2.496710573886049e-27,9.307986470990475e-05,2.1917533622273807e-15
8.714049017216633e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007747326715504086,0.4514857956243434,7.61837373025877e-20,0.4568073926071463,2.0413421789839767e-18,1.1813497351168196e-24,8.281951868472346e-19,6.230744122205318e-26,2.368384146766997e-40,0.0001136654635075875,9.132371239046014e-18,3.674920288201275e-20,1.6391826780410098e-18,9.170120558244132e-18,5.2587346965718336e-12,3.603246282218032e-18,-2.2132042864421976e-20,1.752751646891398e-19,9.347439333469111e-23,6.889266135170566e-28,5.852401663020741e-34,2.5231821069812703e-27,9.321972862218397e-05,2.1951079650724204e-15
8.727611355267532e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007746935381165731,0.4514857398069046,7.653762262248533e-20,0.456807252757412,2.0494581413654506e-18,1.189193052894493e-24,8.316027222584695e-19,6.296693308313822e-26,2.4000345390069818e-40,0.00011377709838517215,9.160460453044788e-18,3.6777096120552015e-20,1.6449402567836008e-18,9.198280880896899e-18,5.266747300755842e-12,3.616722093729407e-18,1.0792568606941952e-19,1.7540675075782657e-19,9.409473917690323e-23,6.83684535679117e-28,5.886635901344019e-34,2.5498886741985155e-27,9.335957834853342e-05,2.1984623980073005e-15
8.74117369331843e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007746544282584929,0.45148568409316786,7.689259370400265e-20,0.45680711292185433,2.0575906711567094e-18,1.1970733955164147e-24,8.353118296380322e-19,6.363128465884783e-26,2.431991737272923e-40,0.0001138885258585721,9.188591817575395e-18,3.6804923891685534e-20,1.6507053951752102e-18,9.226482956474732e-18,5.274759575359675e-12,3.6302212756923756e-18,8.574518653932269e-20,1.755380304110733e-19,9.471801498262564e-23,6.90564865610443e-28,5.920955583353017e-34,2.576792038764479e-27,9.349941389819634e-05,2.2018166611350554e-15
8.754736031369329e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007746153419565182,0.45148562848304424,7.724865215512866e-20,0.45680697310046403,2.0657397604455984e-18,1.2049908568198473e-24,8.38548895108765e-19,6.43024026468736e-26,2.46464109097683e-40,0.0001139997461059683,9.216765355518856e-18,3.683268633177145e-20,1.6564780716987073e-18,9.254726778206578e-18,5.282771611089799e-12,3.6437438269123505e-18,-1.7959988481772107e-19,1.7566900445572362e-19,9.534417718705465e-23,7.17003233054049e-28,5.955333497761257e-34,2.603969413747921e-27,9.363923528040761e-05,2.205170754558125e-15
8.768298369420228e-11,0.0027344314106420324,0.0915567593028733,0.0,0.00774576279190927,0.4514855729764442,7.760579958358998e-20,0.4568068332932321,2.073905401273115e-18,1.2129455305661152e-24,8.412094124155922e-19,6.498091239476871e-26,2.497699505369839e-40,0.00011411075930595786,9.244980863332464e-18,3.686038357214989e-20,1.6622582648245312e-18,9.28301233932261e-18,5.290782745640641e-12,3.657289519627524e-18,-1.3061352573159816e-20,1.7579967135017624e-19,9.597328052093427e-23,7.094228301321228e-28,5.989713624593389e-34,2.6314461230378645e-27,9.377904250439372e-05,2.2085246783793454e-15
8.781860707471127e-11,0.0027344314106420324,0.0915567593028733,0.0,0.0077453723994192905,0.4514855175732782,7.796403759685079e-20,0.4568066935001491,2.0820875856338733e-18,1.2209375104132328e-24,8.450293592474539e-19,6.566242950682137e-26,2.5305588498875993e-40,0.00011422156563780077,9.27323842068319e-18,3.6888015732111934e-20,1.6680459530109782e-18,9.311339633053715e-18,5.29879325790061e-12,3.6708584091100085e-18,2.988131701773767e-19,1.7593003279144604e-19,9.660540772824373e-23,6.903423551067842e-28,6.024134472285679e-34,2.6590446174289233e-27,9.391883557937269e-05,2.211878432702223e-15
8.795423045522025e-11,0.0027344314106420324,0.0915567593028733,0.0,0.007744982241896693,0.45148546227345615,7.832336780211312e-20,0.4568065537212059,2.0902863054764495e-18,1.2289668899978922e-24,8.498454396668878e-19,6.634705342456191e-26,2.5636362404722494e-40,0.00011433216528184271,9.301538232885057e-18,3.69155829514354e-20,1.6738411147056175e-18,9.339708652632658e-18,5.30680384497393e-12,3.684450676399749e-18,4.6457856017080335e-20,1.760600915713941e-19,9.724050208390071e-23,7.150197493081827e-28,6.058778188889887e-34,2.6867689238748852e-27,9.405861451455411e-05,2.2152320176291416e-15
8.808985383572924e-11,0.0027344314106420324,0.0915567593028733,0.0,0.00774459231914226,0.45148540707688745,7.868379180631656e-20,0.45680641395639326,2.098501552705487e-18,1.2370337629501982e-24,8.529898163443954e-19,6.704162357805056e-26,2.597783006361178e-40,0.0001144425584191663,9.329880114252494e-18,3.694308537640948e-20,1.6796437283471004e-18,9.368119391294122e-18,5.3148139045181105e-12,3.698066111630296e-18,-1.52136225689857e-19,1.7618984605188832e-19,9.787846818592707e-23,7.357868572943815e-28,6.093572348487411e-34,2.7148960099282554e-27,9.41983793191391e-05,2.218585433261363e-15
