Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),H2X(53)
0.0,0.0024393115802153024,0.0915567593028733,0.0,0.007178893980573635,0.4515426283560999,0.0,0.4569006123410269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6595675513852822e-24,0.0024393115802153024,0.0915567593028733,0.0,0.007178893980573631,0.4515426283560999,1.1916311946875112e-40,0.4569006123410269,-3.405874715537915e-85,-4.804324563055534e-96,2.2656147224739863e-52,1.9667639122388823e-140,-3.4177733136914386e-185,2.5776502789737916e-18,1.8859941693107054e-24,9.617193489911256e-61,3.500132619091117e-77,1.885994169310705e-24,4.361170952992872e-20,4.773002385785328e-62,6.6692292574533026e-43,6.669229257452273e-43,4.229331963060343e-70,6.661497912222279e-88,-3.856588970093978e-116,1.616903814119185e-94,-1.0339643753607725e-131,-5.0322219522253364e-222,3.22206284871724e-19
4.64678914387879e-24,0.0024393115802153024,0.0915567593028733,0.0,0.007178893980573627,0.4515426283560999,7.197452415912563e-40,0.4569006123410269,3.652477801617126e-84,9.282691613892572e-95,6.343721222927162e-52,3.1017908153469424e-138,6.771679410988057e-183,7.217420781126609e-18,5.28078367406997e-24,1.4296097092007006e-59,1.100497661145751e-75,5.28078367406997e-24,1.2211278668375426e-19,7.212961261797095e-61,4.028214471502729e-42,4.0282144715011714e-42,2.5545197209508534e-69,2.094500978523386e-86,1.9985706547906705e-114,2.443465063006253e-93,1.0216229824307278e-130,1.789641186258172e-219,9.021775976408267e-19
1.0621232328865806e-23,0.0024393115802153024,0.0915567593028733,0.0,0.007178893980573617,0.4515426283560999,3.4652635141512744e-39,0.4569006123410269,1.9897691872354297e-82,3.997531925091621e-93,1.449993422383352e-51,1.4818783480158968e-135,3.1317703484416646e-179,1.649696178543222e-17,1.2070362683588483e-23,1.5297362981173897e-58,2.4551497411786083e-74,1.2070362683588481e-23,2.791149409912205e-19,7.759374583093239e-60,1.9394118680687954e-41,1.9394118680671202e-41,1.2298982457263974e-68,4.672731790417159e-85,2.097587751459793e-112,2.6285682144222334e-92,5.63470883556652e-129,1.660182228847892e-215,2.06212022317903e-18
2.2570118698839838e-23,0.0024393115802153024,0.0915567593028733,0.0,0.007178893980573596,0.4515426283560999,1.5133716172531303e-38,0.4569006123410269,7.813210541497828e-81,1.4991339124813553e-91,3.081236022564632e-51,5.032595287469917e-133,5.305382221894469e-176,3.505604379404333e-17,2.5649520702625427e-23,1.4031289691264288e-57,4.5982237483428753e-73,2.5649520702625416e-23,5.931192496054138e-19,7.132202064709329e-59,8.46992115697978e-41,8.46992115696438e-41,5.3714162818521966e-68,8.751562604645785e-84,1.6747113578984892e-110,2.4161070516017313e-91,2.2176265511603564e-127,5.625924307063974e-212,4.382005474255431e-18
4.64678914387879e-23,0.0024393115802153024,0.0915567593028733,0.0,0.007178893980573553,0.4515426283560999,6.318028594233099e-38,0.4569006123410269,2.757897582922108e-79,5.238894343360049e-90,6.343721222927339e-51,1.4767909415908011e-130,6.883288084901985e-173,7.21742078112651e-17,5.2807836740699e-23,1.1992762062758986e-56,7.942288027801515e-72,5.280783674069893e-23,1.2211278668308435e-18,6.101749025045623e-58,3.536025352314364e-40,3.5360253523011893e-40,2.2426783743196613e-67,1.5116331016586057e-82,1.192932968435446e-108,2.0670304504718116e-90,7.83537476246941e-126,1.459964709663849e-208,9.021775976408201e-18
9.426343691868403e-23,0.0024393115802153024,0.0915567593028733,0.0,0.007178893980573468,0.4515426283560998,2.5811208329408646e-37,0.4569006123410269,9.26112043457674e-78,1.7554603390240548e-88,1.2868691623655203e-50,4.043211346918082e-128,7.907378788402974e-170,1.4641053584570694e-16,1.0712446881684488e-22,9.911428846571698e-56,1.3196230345309259e-70,1.071244688168446e-22,2.4771451012698763e-18,5.0450440901680304e-57,1.4445817340920797e-39,1.4445817340811865e-39,9.165672003069943e-67,2.5116617938537625e-81,8.048158188427445e-107,1.709060748937194e-89,2.632358332565059e-124,3.3545218163186444e-205,1.830131698071362e-17
1.8985452787847629e-22,0.0024393115802153024,0.0915567593028733,0.0,0.007178893980573299,0.4515426283560997,1.0433303092462012e-36,0.4569006123410269,3.035243663995692e-76,5.750985855121036e-87,2.591863242515072e-50,1.0701585689431618e-125,8.569726271128386e-167,2.9488319191458355e-16,2.1575773296913147e-22,8.058061465744378e-55,2.1513186019924665e-69,2.1575773296913043e-22,4.989179570100634e-18,4.10254606815413e-56,5.839230337992358e-39,5.839230337903776e-39,3.710762499604941e-66,4.0948408187995754e-80,5.287565361183012e-105,1.389779817734157e-88,8.629235781648012e-123,7.271204717786342e-202,3.686039898932398e-17
3.810367097980608e-22,0.0024393115802153024,0.0915567593028733,0.0,0.00717889398057296,0.45154262835609954,4.1951852861446824e-36,0.4569006123410269,9.829057090358554e-75,1.8622608909784755e-85,5.201851402878324e-50,2.785679688170071e-123,9.026696815049318e-164,5.918285040523084e-16,4.330242612736841e-22,6.49842319943683e-54,3.474385288843667e-68,4.3302426127368e-22,1.0013248507572917e-17,3.308852028906025e-55,2.3479288370745075e-38,2.347928837003063e-38,1.5015182812143795e-65,6.613818985828711e-79,3.4287455334622595e-103,1.1209077713432799e-87,2.7947222143921705e-121,1.5318070672663897e-198,7.397856300654279e-17
7.634010736372298e-22,0.0024393115802153024,0.0915567593028733,0.0,0.007178893980572282,0.45154262835609915,1.682456933991735e-35,0.4569006123410269,3.1640299695561115e-73,5.994820695799506e-84,1.0421827724635053e-49,7.191970587300811e-121,9.37559181374266e-161,1.1857191283276459e-15,8.675573178827075e-22,5.219609557382678e-53,5.5849728790163086e-67,8.675573178826906e-22,2.006138638176056e-17,2.6578498927128076e-54,9.416244773794882e-38,9.416244773220998e-38,6.173353392890805e-65,1.0633578813828078e-77,2.2091348461342752e-101,9.00374079767792e-87,8.996865603790236e-120,3.182048647163369e-195,1.4821489104097277e-16
1.5281298013155679e-21,0.0024393115802153024,0.0915567593028733,0.0,0.007178893980570925,0.45154262835609843,6.738603384735506e-35,0.4569006123410269,1.0154968808887388e-71,1.9240744720671203e-82,2.0861780384662926e-49,1.849478346500928e-118,9.671598823259573e-158,2.3735003768778687e-15,1.736623431100425e-21,4.1840523275179784e-52,8.956776289895422e-66,1.7366234311003578e-21,4.015766212710812e-17,2.130595664839274e-53,3.771409396942664e-37,3.771409396482625e-37,2.7155931928418933e-64,1.7059966797717078e-76,1.4189902671222689e-99,7.217612697313075e-86,2.8876274404192948e-118,6.5650468437723055e-192,2.966875471098021e-16
3.057587256672244e-21,0.0024393115802153024,0.0915567593028733,0.0,0.007178893980568212,0.45154262835609693,2.6971974846171636e-34,0.45690061234102686,3.254409871407097e-70,6.166239865419818e-81,4.174168596919565e-49,4.7480893856143305e-116,9.945724739800298e-155,4.749062873976512e-15,3.474755657534547e-21,3.350590991306314e-51,1.4347519664329851e-64,3.4747556575342766e-21,8.035021360569243e-17,1.70620452099706e-52,1.5095466166154782e-36,1.5095466162470737e-36,1.476182068684288e-63,2.7348859826953855e-75,9.103273332549273e-98,5.779943941534985e-85,9.25424581047444e-117,1.3502265649136876e-188,5.936328592473385e-16
6.116502167385596e-21,0.0024393115802153024,0.0915567593028733,0.0,0.007178893980562787,0.451542628356094,1.079230320087715e-33,0.4569006123410268,1.0421829905562716e-68,1.9746714575522942e-79,8.350150137186307e-49,1.2186297008462863e-113,1.0217248313932465e-151,9.500187868166586e-15,6.951020110397535e-21,2.6818130955393163e-50,2.2969382302145274e-63,6.951020110396456e-21,1.6073531651441777e-16,1.3656551502559605e-51,6.0401527434597e-36,6.04015274051097e-36,1.2137534935404792e-62,4.385133491866116e-74,5.839769813046584e-96,4.626298045764731e-84,2.963589109560292e-115,2.7741783076059996e-185,1.1875234835219218e-15
1.22343319888123e-20,0.0024393115802153024,0.0915567593028733,0.0,0.007178893980551936,0.45154262835608805,4.3176240329234716e-33,0.45690061234102664,3.336221023471547e-67,6.321310148374463e-78,1.670211999305887e-48,3.1308470852499075e-111,1.0502379404054143e-148,1.9002437856517887e-14,1.3903549016102496e-20,2.145986726622109e-49,3.676169589562868e-62,1.390354901609818e-20,3.2150552213809516e-16,1.0928008011650689e-50,2.416454409689527e-35,2.416454407329946e-35,1.4827690109105689e-61,7.039926889340661e-73,3.75042437935099e-94,3.70197730274153e-83,9.487427341004412e-114,5.703192066673583e-182,2.3753047320691298e-15
2.4469991631665708e-20,0.0024393115802153024,0.0915567593028733,0.0,0.007178893980530235,0.45154262835607617,1.7271901736887262e-32,0.4569006123410263,1.0677884409969507e-65,2.0231972421197005e-76,3.3406168122836166e-48,8.065916686362111e-109,1.0822185703219089e-145,3.8006937833105093e-14,2.7808606827428337e-20,1.71700390566452e-48,5.8827262334796184e-61,2.7808606827411064e-20,6.430459326103571e-16,8.74351326851856e-50,9.666604326467425e-35,9.666604307588392e-35,2.188854921133398e-60,1.1334885613416465e-71,2.4154242523547123e-92,2.9619668734301505e-82,3.0375663474675522e-112,1.1753704021294876e-178,4.750867229155713e-15
4.8941310917372525e-20,0.0024393115802153024,0.0915567593028733,0.0,0.007178893980486831,0.4515426283560524,6.909041825764192e-32,0.45690061234102564,3.417239379408209e-64,6.474836092237816e-75,6.681599917175862e-48,2.090170592495617e-106,1.121349526288196e-142,7.601593778581789e-14,5.561872244974368e-20,1.3736889366588356e-47,9.413045983944554e-60,5.561872244967459e-20,1.2861267504545094e-15,6.99525338588569e-49,3.866799079392186e-34,3.866799064288003e-34,3.428852534620004e-59,1.8359120543245633e-70,1.564802404318214e-90,2.36978787725777e-81,9.747627187942565e-111,2.435732589424872e-175,9.501992223297547e-15
9.788394948878616e-20,0.0024393115802153024,0.0915567593028733,0.0,0.007178893980400025,0.4515426283560049,2.763672957477231e-31,0.45690061234102436,1.093567218566038e-62,2.0720443465657386e-73,1.3366341870636153e-47,5.479340829248358e-104,1.1748414754236504e-139,1.5203393768939706e-13,1.1123895369302914e-19,1.098985470689771e-46,1.5061420940140412e-58,1.1123895369275277e-19,2.5722883737413268e-15,5.596379823127235e-48,1.546751106607094e-33,1.546751094523365e-33,5.4569295196419284e-58,3.008604018635415e-69,1.0255563651400605e-88,1.896302262288812e-80,3.188968824303195e-109,5.1038224601830094e-172,1.90042422114559e-14
1.9576922663161343e-19,0.0024393115802153024,0.0915567593028733,0.0,0.007178893980226412,0.45154262835590986,1.1054804285002818e-30,0.4569006123410218,3.499496060551218e-61,6.630696793604983e-72,2.678023832205741e-47,1.468375721579446e-101,1.257284281960029e-136,3.0406993748916986e-13,2.22479416174219e-19,8.792020980564008e-46,2.4098711838244193e-57,2.2247941617311345e-19,5.144611570709018e-15,4.477174706286515e-47,6.187067412920719e-33,6.187067316249354e-33,8.719453205580888e-57,5.0411796330012586e-68,6.87134401631075e-87,1.519702222590975e-79,1.2074447104253731e-107,1.0923842193507326e-168,3.800874218727131e-14
3.9153978091726794e-19,0.0024393115802153024,0.0915567593028733,0.0,0.007178893979879186,0.4515426283557198,4.421944204919858e-30,0.45690061234101664,1.1198516751172771e-59,2.1218477569438965e-70,5.431863710866872e-47,4.095075778179773e-99,1.398459017541952e-133,6.08141937059173e-13,4.449603411150745e-19,7.033671554902781e-45,3.8558290995653088e-56,4.449603411106525e-19,1.0289257766220626e-14,3.581768105857247e-46,2.4748395915081247e-32,2.474839514170422e-32,1.3946473662674512e-55,8.793409708050289e-67,4.791467563178624e-85,1.2326442798547183e-78,9.101191368307114e-106,2.430043156015866e-165,7.601774213689697e-14
7.83080889488577e-19,0.0024393115802153024,0.0915567593028733,0.0,0.007178893979184734,0.4515426283553397,1.768782180001581e-29,0.4569006123410064,3.583545941132014e-58,6.789952480712644e-69,1.2076517039705903e-46,1.2203649853846365e-96,1.6592971867782202e-130,1.2162859360810092e-12,8.899221909106885e-19,5.626958966612276e-44,6.169355166576669e-55,8.899221908930006e-19,2.0578549363548812e-14,2.865425823456943e-45,9.899383850650953e-32,9.899383231946915e-32,2.2312352291874724e-54,1.639736691487593e-65,3.57055640122336e-83,1.0941058117222557e-77,1.8630734971775004e-103,5.766419022323706e-162,1.520357420281276e-13
1.5661631066311952e-18,0.0024393115802153024,0.0915567593028733,0.0,0.007178893977795829,0.45154262835457953,7.075137714802669e-29,0.4569006123409858,1.146737919491905e-56,2.1727911425512856e-67,4.355743474438103e-46,4.0048517493240634e-94,2.1645408747372324e-127,2.4325739336520025e-12,1.779845890157528e-18,4.501575565464159e-43,9.870992569267284e-54,1.7798458900867766e-18,4.115712938342555e-14,2.2923451981173677e-44,3.959758822695848e-31,3.959758327731688e-31,3.5698375942413637e-53,3.368497553480131e-64,2.930263059664804e-81,1.5663998091488664e-76,5.803140878279273e-101,1.504392817372068e-158,3.0407174177850617e-13
3.1323275409164313e-18,0.0024393115802153024,0.0915567593028733,0.0,0.007178893975018021,0.4515426283530592,2.8300568838565848e-28,0.45690061234094465,3.669566014254895e-55,6.952941835423296e-66,3.975853386992761e-45,1.476138765475563e-91,3.1696020969410338e-124,4.865149926903271e-12,3.559693287273656e-18,3.601263334175063e-42,1.579361208702741e-52,3.5596932869906495e-18,8.231427672406439e-14,1.8338779803718797e-43,1.5839047339708827e-30,1.5839043379992392e-30,5.711487568951939e-52,7.773326172702065e-63,2.701050588372374e-79,5.676235056197555e-75,2.1243739451767023e-98,4.405670614683402e-155,6.081437411509328e-13
6.264656409486904e-18,0.0024393115802153024,0.0915567593028733,0.0,0.007178893969462403,0.45154262835001846,1.1320231123100355e-27,0.4569006123408623,1.1742615659114875e-53,2.2249430285323287e-64,5.7627012344353e-44,6.087224400941916e-89,1.4324089483982709e-120,9.730301905842929e-12,7.1193880759957e-18,2.8810110599513263e-41,2.5269813022038525e-51,7.119388074863677e-18,1.6462852060891493e-13,1.467103122865892e-42,6.335622532907459e-30,6.335619365133986e-30,9.137640751797353e-51,2.0065250047795445e-61,2.7854168342181398e-77,3.2848717237308143e-73,8.743629395489223e-96,3.981108747791582e-151,1.216287739382463e-12
